SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC12431,138,20,11,3,0,0,0,176
SSC12432,146,8,3,0,0,0,0,164
SSC12433,1548,99,58,38,0,0,13,1747
SSC12434,442,25,18,10,3,0,3,503
SSC12435,217,10,7,6,0,0,0,245
SSC12436,0,0,0,0,0,0,0,0
SSC12437,575,20,6,3,0,0,0,600
SSC12438,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,0
SSC12440,3,0,0,0,0,0,0,3
SSC12441,7,7,0,0,0,0,0,14
SSC12442,0,0,0,0,0,0,0,4
SSC12443,53,3,5,0,0,0,0,63
SSC12444,14,0,0,0,0,0,0,17
SSC12445,52,0,3,0,0,0,0,59
SSC12446,6,0,0,0,0,0,0,6
SSC12447,8,0,0,0,0,0,0,10
SSC12448,21,0,0,0,0,0,0,22
SSC12449,111,14,7,0,0,0,4,138
SSC12450,0,0,0,0,0,0,0,0
SSC12451,16,3,0,0,0,0,0,19
SSC12452,16,0,4,0,0,0,3,22
SSC12453,421,16,11,9,0,0,7,467
SSC12454,0,0,0,0,0,0,0,0
SSC12455,73,13,7,3,0,0,0,88
SSC12456,5,3,0,0,0,0,0,12
SSC12457,5,0,0,0,0,0,0,9
SSC12458,0,0,0,0,0,0,0,0
SSC12459,14,0,0,0,0,0,0,14
SSC12460,26,0,0,0,0,0,0,29
SSC12461,140,11,3,0,0,0,0,156
SSC12462,6,3,0,0,0,0,0,10
SSC12463,0,0,0,0,0,0,0,0
SSC12464,5,0,0,0,0,0,0,6
SSC12465,56,5,3,3,0,0,0,62
SSC12466,12,0,0,0,0,0,0,12
SSC12467,33,0,3,0,0,0,0,37
SSC12468,343,25,11,0,0,0,0,379
SSC12469,6,0,0,0,0,0,0,6
SSC12470,33,0,0,0,0,0,0,38
SSC12471,0,0,0,0,0,0,0,0
SSC12472,85,5,8,0,0,0,0,97
SSC12473,72,8,7,0,0,0,4,87
SSC12474,168,15,15,3,0,0,0,205
SSC12475,1288,85,18,10,0,0,3,1407
SSC12476,735,33,7,7,0,0,3,782
SSC12477,191,30,34,9,0,0,0,257
SSC12478,5,0,0,0,0,0,0,8
SSC12479,6,0,0,0,0,0,0,7
SSC12480,7,0,0,0,0,0,0,7
SSC12481,29,6,3,0,0,0,0,39
SSC12482,33,5,0,0,0,0,0,38
SSC12483,3,3,0,0,0,0,0,7
SSC12484,161,10,10,3,0,0,0,189
SSC12485,867,47,41,13,0,0,7,971
SSC12486,14,0,0,0,0,0,0,13
SSC12487,28,0,0,0,0,0,0,30
SSC12488,404,54,22,0,0,3,3,487
SSC12489,0,0,0,0,0,0,0,0
SSC12490,0,0,0,0,0,0,0,0
SSC12491,3,0,0,0,0,0,0,6
SSC12492,119,9,12,0,0,0,0,146
SSC12493,10,0,0,0,0,0,0,8
SSC12494,22,3,0,0,0,0,0,23
SSC12495,8,0,0,0,0,0,0,10
SSC12496,0,0,0,0,0,0,0,3
SSC12497,0,0,0,0,0,0,0,0
SSC12498,81,3,0,0,0,0,0,93
SSC12499,14,4,0,0,0,0,0,18
SSC12500,67,3,3,0,0,0,0,71
SSC12501,3309,139,53,26,3,3,12,3557
SSC12502,62,0,3,4,0,0,0,65
SSC12503,41,7,3,0,0,0,0,53
SSC12504,2331,137,46,28,0,3,10,2556
SSC12505,96,4,6,4,0,0,0,112
SSC12506,1374,63,23,21,3,0,0,1479
SSC12507,17,0,0,0,0,0,0,22
SSC12508,4,0,0,0,0,0,0,4
SSC12509,6,0,0,0,0,0,0,6
SSC12510,11,3,0,0,0,0,0,18
SSC12511,39,4,0,0,0,0,0,45
SSC12512,34,9,3,0,0,0,0,46
SSC12513,98,15,9,0,0,0,0,124
SSC12514,901,76,68,22,4,0,4,1073
SSC12515,4,0,0,0,0,0,0,4
SSC12516,11,0,0,0,0,0,0,9
SSC12517,14,0,3,0,0,0,0,25
SSC12518,110,13,3,3,0,0,0,127
SSC12519,1405,70,46,20,0,0,4,1543
SSC12520,144,7,8,0,0,0,0,162
SSC12521,6,0,0,0,0,0,0,6
SSC12522,61,7,5,0,0,0,3,86
SSC12523,14,0,0,0,0,0,0,14
SSC12524,1196,71,38,7,0,0,3,1316
SSC12525,9,3,0,0,0,0,0,12
SSC12526,14,0,0,0,0,0,0,15
SSC12527,12,0,0,0,0,0,0,14
SSC12528,3,0,0,0,0,0,0,4
SSC12529,7,0,0,0,0,0,0,5
SSC12530,678,63,27,5,0,0,8,793
SSC12531,0,0,0,0,0,0,0,0
SSC12532,3,0,0,0,0,0,0,3
SSC12533,3,0,0,0,0,0,0,5
SSC12534,119,15,4,0,0,0,0,142
SSC12535,0,0,0,0,0,0,0,0
SSC12536,148,15,12,0,0,0,0,179
SSC12537,15,0,0,0,0,0,0,15
SSC12538,97,3,0,0,0,0,0,104
SSC12539,3,0,0,0,0,0,0,3
SSC12540,32,3,3,0,0,0,0,44
SSC12541,7,5,0,0,0,0,0,13
SSC12542,324,22,23,4,0,0,4,377
SSC12543,39,4,0,0,0,0,0,53
SSC12544,20,0,4,0,0,0,0,28
SSC12545,66,0,3,0,0,0,0,71
SSC12546,10,0,0,0,0,0,0,13
SSC12547,138,10,3,0,0,0,0,152
SSC12548,8,0,3,0,0,0,0,4
SSC12549,42,0,4,0,0,0,0,44
SSC12550,397,13,4,0,0,0,0,414
SSC12551,0,0,0,0,0,0,0,0
SSC12552,3,0,0,0,0,0,0,3
SSC12553,39,7,6,0,0,0,0,58
SSC12554,1184,82,47,9,5,0,7,1338
SSC12555,12,0,0,0,0,0,0,12
SSC12556,36,4,0,0,0,0,0,47
SSC12557,20,0,0,0,0,0,0,20
SSC12558,12,0,0,0,0,0,0,9
SSC12559,0,0,0,0,0,0,0,0
SSC12560,10,0,0,0,0,0,0,11
SSC12561,0,0,0,0,0,0,0,0
SSC12562,7,0,0,0,0,0,0,7
SSC12563,239,13,5,0,0,0,0,258
SSC12564,9,0,0,0,0,0,0,5
SSC12565,15,0,0,0,0,0,0,15
SSC12566,14,0,0,0,0,0,0,14
SSC12567,1505,93,54,14,0,0,4,1666
SSC12568,141,6,0,0,0,0,0,148
SSC12569,24,3,0,0,0,0,0,31
SSC12570,42,3,3,0,0,0,0,49
SSC12571,29,0,0,0,0,0,6,34
SSC12572,19,0,0,0,0,0,0,25
SSC12573,1181,66,41,7,0,0,0,1291
SSC12574,184,17,4,0,0,0,0,207
SSC12575,170,38,7,0,0,0,5,218
SSC12576,10,0,0,0,0,0,0,12
SSC12577,0,0,0,0,0,0,0,0
SSC12578,6,0,0,0,0,0,0,6
SSC12579,54,12,3,0,0,0,0,63
SSC12580,0,0,0,0,0,0,0,0
SSC12581,0,0,0,0,0,0,0,0
SSC12582,3,0,0,0,0,0,0,3
SSC12583,3,0,0,0,0,0,0,3
SSC12584,6,0,0,0,0,0,0,6
SSC12585,143,14,11,0,0,0,4,171
SSC12586,10,0,0,0,0,0,0,17
SSC12587,12,0,0,0,0,0,0,11
SSC12588,3578,119,85,59,3,5,9,3854
SSC12589,703,52,23,13,0,0,3,793
SSC12590,21,0,0,0,0,0,3,26
SSC12591,0,0,0,0,0,0,0,0
SSC12592,455,40,37,4,0,0,3,541
SSC12593,9,0,0,0,0,0,0,9
SSC12594,15,0,0,0,0,0,0,17
SSC12595,0,0,0,0,0,0,0,0
SSC12596,4,0,0,0,0,0,0,4
SSC12597,4,3,0,0,0,0,0,9
SSC12598,69,10,4,3,0,0,0,81
SSC12599,43,7,0,0,0,0,0,46
SSC12600,24,4,0,0,0,0,0,29
SSC12601,4,0,0,0,0,0,0,9
SSC12602,212,3,8,3,0,0,0,226
SSC12603,124,4,4,6,0,0,0,145
SSC12604,11,0,0,0,0,0,0,15
SSC12605,7,0,0,0,0,0,0,7
SSC12606,16,0,0,0,0,0,0,19
SSC12607,793,30,26,10,0,0,0,862
SSC12608,0,0,0,0,0,0,0,0
SSC12609,4,0,0,0,0,0,0,9
SSC12610,6,0,0,0,0,0,0,6
SSC12611,3,0,0,0,0,0,0,5
SSC12612,11,0,4,0,0,0,0,15
SSC12613,8,0,0,0,0,0,0,8
SSC12614,0,0,0,0,0,0,0,0
SSC12615,5,0,0,0,0,0,0,5
SSC12616,3,0,0,0,0,0,0,4
SSC12617,249,20,15,6,3,0,5,299
SSC12618,37,0,5,0,0,0,0,44
SSC12619,68,7,0,0,0,0,0,74
SSC12620,96,8,5,3,0,0,0,109
SSC12621,3,0,0,0,0,0,0,3
SSC12622,21,3,3,0,0,0,0,29
SSC12623,137,11,10,0,0,0,3,157
SSC12624,6,0,0,0,0,0,0,6
SSC12625,530,28,17,4,0,0,0,578
SSC12626,7,0,0,0,0,0,0,4
SSC12627,8,0,0,0,0,0,0,4
SSC12628,0,0,0,0,0,0,0,0
SSC12629,149,9,4,0,0,0,0,153
SSC12630,122,8,3,3,0,0,0,145
SSC12631,10,0,0,0,0,0,0,6
SSC12632,14,0,0,0,0,0,0,14
SSC12633,838,39,33,11,0,0,3,921
SSC12634,10,0,0,0,0,0,0,12
SSC12635,0,0,0,0,0,0,0,3
SSC12636,17,0,0,0,0,0,0,24
SSC12637,5,0,0,0,0,0,0,5
SSC12638,94,8,8,0,0,0,0,105
SSC12639,75,5,3,0,0,0,0,87
SSC12640,15,0,0,0,0,0,0,14
SSC12641,16,0,0,0,0,0,0,17
SSC12642,1614,94,65,40,5,3,6,1828
SSC12643,39,3,3,3,0,0,0,45
SSC12644,40,4,0,0,0,0,0,46
SSC12645,1716,96,60,11,0,0,8,1890
SSC12646,3,0,0,0,0,0,0,3
SSC12647,72,8,4,3,0,0,0,85
SSC12648,6,0,0,0,0,0,0,12
SSC12649,22,3,0,0,0,0,3,25
SSC12650,12,0,0,0,0,0,0,11
SSC12651,29,4,0,0,0,0,0,34
SSC12652,43,3,0,0,0,0,3,46
SSC12653,467,42,19,3,0,0,0,538
SSC12654,559,37,18,4,0,0,8,621
SSC12655,69,3,4,0,0,0,3,81
SSC12656,0,0,0,0,0,0,0,0
SSC12657,16,0,3,0,0,0,0,17
SSC12658,4,0,0,0,0,0,0,4
SSC12659,8,0,0,0,0,0,0,7
SSC12660,20,5,4,0,0,0,0,30
SSC12661,0,0,0,0,0,0,0,0
SSC12662,0,0,0,0,0,0,0,0
SSC12663,0,0,0,0,0,0,0,4
SSC12664,0,0,0,0,0,0,0,3
SSC12665,16,0,0,0,0,0,0,13
SSC12666,3,0,0,0,0,0,0,6
SSC12667,4,0,0,0,0,0,0,4
SSC12668,4,0,0,0,0,0,0,4
SSC12669,77,12,6,0,0,0,0,94
SSC12670,179,12,9,3,0,0,0,202
SSC12671,258,24,18,5,0,0,4,307
SSC12672,1256,90,39,14,0,0,0,1412
SSC12673,5,0,0,0,0,0,0,9
SSC12674,18,4,0,0,0,0,0,23
SSC12675,0,0,0,0,0,0,0,0
SSC12676,19,0,0,0,0,0,0,23
SSC12677,0,0,0,0,0,0,0,0
SSC12678,8,0,0,0,0,0,0,8
SSC12679,6,0,0,0,0,0,0,7
SSC12680,3,0,0,0,0,0,0,3
SSC12681,6,0,0,0,0,0,0,6
SSC12682,10,0,0,0,0,0,0,11
SSC12683,24,0,0,0,0,0,0,25
SSC12684,4,0,0,0,0,0,0,4
SSC12685,47,3,3,0,0,0,0,53
SSC12686,531,24,13,6,0,0,0,577
SSC12687,17,0,0,0,0,0,0,26
SSC12688,16,0,0,0,0,0,0,13
SSC12689,0,0,0,0,0,0,0,0
SSC12690,0,0,0,0,0,0,0,0
SSC12691,0,0,0,0,0,0,0,0
SSC12692,0,0,0,0,0,0,0,0
SSC12693,0,0,0,0,0,0,0,0
SSC12694,0,0,0,0,0,0,0,0
SSC12695,7,0,0,0,0,0,0,3
SSC12696,0,0,0,0,0,0,0,0
SSC12697,10,0,0,0,0,0,0,13
SSC12698,76,4,0,0,0,0,0,81
SSC12699,93,6,4,3,0,0,0,107
SSC12700,0,0,0,0,0,0,0,0
SSC12701,8,0,0,0,0,0,0,6
SSC12702,0,0,0,0,0,0,0,0
SSC12703,234,14,12,7,0,0,0,254
SSC12704,29,3,0,0,0,0,0,29
SSC12705,3,0,0,0,0,0,0,3
SSC12706,0,0,0,0,0,0,0,0
SSC12707,7,0,0,0,0,0,0,6
SSC12708,0,0,0,0,0,0,0,0
SSC12709,25,0,0,0,0,0,0,28
SSC12710,337,17,15,5,0,0,5,369
SSC12711,0,0,0,0,0,0,0,0
SSC12712,1355,62,48,16,0,0,3,1489
SSC12713,5,0,0,0,0,0,0,5
SSC12714,29,9,0,0,0,0,0,38
SSC12715,27,0,3,0,0,0,0,30
SSC12716,3,0,0,0,0,0,0,3
SSC12717,3,0,0,0,0,0,0,6
SSC12718,3,0,0,0,0,0,0,3
SSC12719,3,0,0,0,0,0,0,6
SSC12720,3,0,0,0,0,0,0,3
SSC12721,11,0,0,0,0,0,0,11
SSC12722,739,51,38,15,3,3,17,864
SSC12723,185,23,11,7,0,0,0,216
SSC12724,66,7,0,0,0,0,0,78
SSC12725,3,0,0,0,0,0,0,3
SSC12726,14,0,0,0,0,0,0,14
SSC12727,120,9,6,0,0,0,0,141
SSC12728,1251,63,27,12,0,0,0,1359
SSC12729,108,3,3,0,0,0,0,115
SSC12730,20,0,0,0,0,0,0,20
SSC12731,23,0,0,0,0,0,0,28
SSC12732,57,8,3,0,0,0,0,64
SSC12733,8,0,0,0,0,0,0,3
SSC12734,286,29,19,0,0,0,7,341
SSC12735,69,10,0,3,0,0,0,84
SSC12736,0,0,0,0,0,0,0,0
SSC12737,11,0,0,0,0,0,0,12
SSC12738,3309,143,46,10,0,0,4,3511
SSC12739,718,69,53,9,0,0,5,849
SSC12740,6,0,0,0,0,0,0,6
SSC12741,54,4,0,0,0,0,0,57
SSC12742,7,0,0,0,0,0,0,10
SSC12743,39,0,0,0,0,0,0,41
SSC12744,0,0,0,0,0,0,0,0
SSC12745,1675,145,86,21,3,0,5,1939
SSC12746,0,0,0,0,0,0,0,0
SSC12747,21,0,0,0,0,0,0,21
SSC12748,252,27,24,6,0,0,4,312
SSC12749,8,0,0,0,0,0,0,13
SSC12750,1096,65,21,10,0,0,3,1196
SSC12751,3,0,0,0,0,0,0,3
SSC12752,0,0,0,0,0,0,0,0
SSC12753,0,0,0,0,0,0,0,0
SSC12754,3,0,0,0,0,0,0,3
SSC12755,0,0,0,0,0,0,0,0
SSC12756,2133,92,69,50,5,0,11,2352
SSC12757,24,0,0,0,0,0,0,26
SSC12758,20,3,0,0,0,0,0,23
SSC12759,0,0,0,0,0,0,0,0
SSC12760,14,0,0,0,0,0,0,11
SSC12761,24,3,0,0,0,0,0,26
SSC12762,3,0,0,0,0,0,0,3
SSC12763,3,0,0,0,0,0,0,3
SSC12764,4,0,0,0,0,0,0,3
SSC12765,94,4,4,3,0,0,0,111
SSC12766,289,34,25,7,0,0,0,350
SSC12767,0,0,0,0,0,0,0,0
SSC12768,221,5,7,0,0,0,0,240
SSC12769,162,4,5,0,0,0,0,171
SSC12770,3,0,0,0,0,0,0,3
SSC12771,5,0,0,0,0,0,0,5
SSC12772,241,14,3,4,0,0,0,269
SSC12773,11,0,0,0,0,0,0,8
SSC12774,156,3,4,3,0,0,0,168
SSC12775,0,0,0,0,0,0,0,0
SSC12776,8,0,0,0,0,0,0,8
SSC12777,0,0,0,0,0,0,0,0
SSC12778,5,0,0,0,0,0,0,5
SSC12779,5,0,0,0,0,0,0,5
SSC12780,3,0,0,0,0,0,0,3
SSC12781,16,0,0,0,0,0,0,16
SSC12782,200,12,8,0,0,0,0,219
SSC12783,7,0,0,0,0,0,0,8
SSC12784,186,8,3,5,0,0,0,200
SSC12785,1054,68,62,47,0,3,12,1241
SSC12786,40,7,5,0,0,0,0,49
SSC12787,5,0,0,0,0,0,0,5
SSC12788,383,38,12,5,0,0,0,439
SSC12789,0,0,0,0,0,0,0,0
SSC12790,9,0,0,0,0,0,0,7
SSC12791,162,10,4,3,0,0,3,178
SSC12792,3,0,0,0,0,0,0,3
SSC12793,0,0,0,0,0,0,0,0
SSC12794,10,3,0,0,0,0,0,10
SSC12795,3,0,0,0,0,0,0,4
SSC12796,176,0,5,0,0,0,0,180
SSC12797,76,11,3,0,0,0,0,89
SSC12798,11,0,4,0,0,0,0,13
SSC12799,40,3,4,0,0,0,0,51
SSC12800,4,0,0,0,0,0,0,10
SSC12801,459,43,34,5,0,0,3,546
SSC12802,0,0,0,0,0,0,0,0
SSC12803,10,3,0,0,0,0,0,15
SSC12804,4,0,0,0,0,0,0,4
SSC12805,6,0,0,0,0,0,0,6
SSC12806,9,0,0,0,0,0,0,9
SSC12807,4,0,0,0,0,0,0,4
SSC12808,17,0,3,0,0,0,0,22
SSC12809,4,0,0,0,0,0,0,4
SSC12810,9,0,0,0,0,0,0,9
SSC12811,0,0,0,0,0,0,0,3
SSC12812,1001,85,65,8,0,0,13,1172
SSC12813,72,3,9,0,0,0,0,80
SSC12814,232,9,14,6,0,0,0,258
SSC12815,9,0,0,3,0,0,0,13
SSC12816,0,0,0,0,0,0,0,0
SSC12817,4,0,0,0,0,0,0,3
SSC12818,0,0,0,0,0,0,0,0
SSC12819,6,0,0,0,0,0,0,6
SSC12820,18,3,0,0,0,0,0,17
SSC12821,4,0,0,0,0,0,0,8
SSC12822,47,11,0,0,0,0,0,59
SSC12823,15,0,0,3,0,0,0,14
SSC12824,12,0,0,0,0,0,0,12
SSC12825,12,0,0,0,0,0,0,12
SSC12826,70,5,4,0,0,0,0,80
SSC12827,10,0,0,0,0,0,0,11
SSC12828,300,28,14,3,0,0,0,347
SSC12829,49,3,4,0,0,0,0,64
SSC12830,159,8,11,3,0,0,0,179
SSC12831,3,0,0,0,0,0,0,4
SSC12832,22,0,0,3,0,0,0,25
SSC12833,4,0,0,0,0,0,0,4
SSC12834,0,0,0,0,0,0,0,0
SSC12835,19,0,0,0,0,0,0,15
SSC12836,4,0,0,0,0,0,0,6
SSC12837,7,0,0,0,0,0,0,7
SSC12838,12,0,0,0,0,0,0,12
SSC12839,3,0,0,0,0,0,0,4
SSC12840,22,0,0,0,0,0,0,27
SSC12841,5,0,0,0,0,0,0,5
SSC12842,0,0,0,0,0,0,0,0
SSC12843,45,3,0,0,0,0,0,49
SSC12844,0,0,0,0,0,0,0,0
SSC12845,0,0,0,0,0,0,0,0
SSC12846,0,0,0,0,0,0,0,0
SSC12847,3,0,0,0,0,0,0,3
SSC12848,8,0,0,0,0,0,0,8
SSC12849,3,0,0,0,0,0,0,3
SSC12850,27,3,0,0,0,0,0,33
SSC12851,0,0,0,0,0,0,0,0
SSC12852,26,0,0,0,0,0,0,26
SSC12853,0,0,0,0,0,0,0,0
SSC12854,90,4,4,0,0,0,0,99
SSC12855,10,0,0,0,0,0,0,10
SSC12856,0,0,0,0,0,0,0,0
SSC12857,3,0,0,0,0,0,0,8
SSC12858,32,4,3,0,0,0,0,41
SSC12859,5,0,0,0,0,0,0,5
SSC12860,441,31,16,7,0,0,0,495
SSC12861,0,0,0,0,0,0,0,0
SSC12862,12,0,0,0,0,0,0,10
SSC12863,7,0,4,0,0,0,0,14
SSC12864,73,6,3,0,0,0,3,91
SSC12865,3,0,0,0,0,0,0,3
SSC12866,564,53,43,5,0,3,3,664
SSC12867,52,0,0,0,0,0,0,54
SSC12868,1067,99,79,13,0,0,18,1275
SSC12869,4,0,0,0,0,0,0,4
SSC12870,13,0,0,0,0,0,0,13
SSC12871,3,0,0,0,0,0,0,3
SSC12872,0,0,0,0,0,0,0,0
SSC12873,24,0,0,0,0,0,0,28
SSC12874,0,0,0,0,0,0,0,0
SSC12875,21,0,6,0,0,0,0,26
SSC12876,8,0,0,0,0,0,0,8
SSC12877,83,4,3,0,0,0,4,94
SSC12878,4,0,0,0,0,0,0,4
SSC12879,9,0,0,0,0,0,0,11
SSC12880,5,0,0,0,0,0,0,3
SSC12881,5,0,0,0,0,0,0,6
SSC12882,9,0,0,0,0,0,0,9
SSC12883,13,4,0,0,0,0,0,13
SSC12884,0,0,0,0,0,0,0,0
SSC12885,106,7,6,9,0,0,0,133
SSC12886,0,0,0,0,0,0,0,0
SSC12887,296,38,26,12,0,0,3,365
SSC12888,4,0,0,0,0,0,0,4
SSC12889,107,13,4,4,0,0,0,128
SSC12890,25,0,3,0,0,0,0,25
SSC12891,26,3,0,0,0,0,0,29
SSC12892,0,0,0,0,0,0,0,3
SSC12893,11,0,3,0,0,0,0,13
SSC12894,8,0,0,0,0,0,0,8
SSC12895,894,62,45,4,0,0,8,1014
SSC12896,379,32,15,8,3,0,3,439
SSC12897,928,69,74,14,3,0,4,1096
SSC12898,713,34,6,7,0,0,0,769
SSC12899,0,0,0,0,0,0,0,0
SSC12900,133,14,3,3,0,0,0,155
SSC12901,0,0,0,0,0,0,0,0
SSC12902,635,58,11,0,0,0,0,713
SSC12903,689,41,35,6,0,0,12,788
SSC12904,9,0,0,0,0,0,0,9
SSC12905,0,0,0,0,0,0,0,0
SSC12906,332,18,19,6,0,0,4,380
SSC12907,3,0,0,0,0,0,0,3
SSC12908,13,0,0,0,0,0,0,13
SSC12909,93,7,6,0,0,0,0,108
SSC12910,814,42,26,10,0,0,7,893
SSC12911,389,25,27,4,0,0,10,455
SSC12912,697,36,14,11,0,0,3,761
SSC12913,46,0,0,0,0,0,0,51
SSC12914,26,0,0,0,0,0,0,28
SSC12915,3,0,0,0,0,0,0,8
SSC12916,9,0,0,0,0,0,0,8
SSC12917,26,10,0,0,0,0,0,39
SSC12918,0,0,0,0,0,0,0,0
SSC12919,8,0,0,0,0,0,0,9
SSC12920,21,3,0,0,0,0,0,30
SSC12921,0,0,0,0,0,0,0,0
SSC12922,56,3,0,0,0,0,0,64
SSC12923,426,36,19,5,0,0,0,498
SSC12924,38,9,0,0,0,0,3,49
SSC12925,8,0,0,0,0,0,0,8
SSC12926,66,7,7,0,0,0,0,78
SSC12927,28,4,0,0,0,0,0,32
SSC12928,0,0,0,0,0,0,0,0
SSC12929,3,0,0,0,0,0,0,3
SSC12930,4,0,0,0,0,0,0,4
SSC12931,4,0,0,0,0,0,0,4
SSC12932,30,3,0,3,0,0,0,35
SSC12933,16,0,0,0,0,0,0,18
SSC12934,796,52,14,0,0,0,4,868
SSC12935,0,0,0,0,0,0,0,0
SSC12936,15,0,0,0,0,0,0,19
SSC12937,26,0,0,0,0,0,0,25
SSC12938,53,4,7,0,0,0,0,66
SSC12939,22,3,0,0,0,0,0,28
SSC12940,0,0,0,0,0,0,0,0
SSC12941,11,6,0,0,0,0,0,17
SSC12942,1097,63,31,8,3,0,3,1210
SSC12943,322,22,10,0,3,0,0,361
SSC12944,7,0,0,0,0,0,0,6
SSC12945,10,3,0,0,0,0,0,20
SSC12946,3,0,0,0,0,0,0,3
SSC12947,0,0,0,0,0,0,0,0
SSC12948,12,0,0,0,0,0,0,13
SSC12949,110,12,3,0,0,0,0,124
SSC12950,67,3,3,0,0,0,0,76
SSC12951,13,3,0,0,0,0,0,17
SSC12952,31,4,6,0,0,0,0,40
SSC12953,934,36,16,7,0,0,3,994
SSC12954,0,0,0,0,0,0,0,0
SSC12955,0,0,0,0,0,0,0,0
SSC12956,1132,84,46,9,0,0,6,1268
SSC12957,47,4,0,0,0,0,0,56
SSC12958,0,0,0,0,0,0,0,0
SSC12959,0,0,0,0,0,0,0,0
SSC12960,882,62,17,3,0,0,4,972
SSC12961,310,23,18,4,0,0,4,356
SSC12962,14,0,0,0,0,0,0,9
SSC12963,3,0,0,0,0,0,0,3
SSC12964,0,0,0,0,0,0,0,0
SSC12965,64,6,10,0,0,0,4,85
SSC12966,21,3,0,0,0,0,0,27
SSC12967,0,0,0,0,0,0,0,0
SSC12968,29,3,0,0,0,0,0,32
SSC12969,7,0,0,0,0,0,0,7
SSC12970,0,0,0,0,0,0,0,0
SSC12971,0,0,0,0,0,0,0,0
SSC12972,8,0,0,0,0,0,0,8
SSC12973,110,7,3,0,0,0,0,122
SSC12974,262,24,9,5,0,0,0,309
SSC12975,96,5,5,0,0,0,0,111
SSC12976,717,35,16,5,0,0,0,770
SSC12977,401,53,37,6,0,0,6,502
SSC12978,8,0,0,0,0,0,0,12
SSC12979,29,0,3,0,0,0,0,34
SSC12980,279,26,7,0,0,0,0,307
SSC12981,625,27,14,0,0,0,0,667
SSC12982,33,7,0,0,0,0,0,38
SSC12983,169,18,5,3,0,0,0,199
SSC12984,1054,32,22,4,0,0,0,1114
SSC12985,25,3,0,0,0,0,0,30
SSC12986,0,0,0,0,0,0,0,0
SSC12987,121,16,3,0,0,0,3,143
SSC12988,618,29,13,3,0,0,0,655
SSC12989,18,4,0,0,0,0,0,20
SSC12990,712,31,12,0,0,0,0,762
SSC12991,336,25,25,5,0,0,0,391
SSC12992,70,8,3,0,0,0,0,82
SSC12993,252,26,16,3,0,0,0,290
SSC12994,48,7,5,0,0,0,3,57
SSC12995,40,3,3,0,0,0,0,46
SSC12996,4,0,0,0,0,0,0,4
SSC12997,449,28,9,0,0,0,0,493
SSC12998,32,7,5,0,0,0,0,40
SSC12999,799,50,29,3,0,0,0,881
SSC13000,491,66,33,8,0,0,8,607
SSC13001,1364,68,31,15,3,0,4,1483
SSC13002,465,62,46,13,0,0,4,591
SSC13003,1201,51,26,7,0,0,3,1294
SSC13004,113,11,5,0,0,0,0,131
SSC13005,1480,69,31,14,4,0,5,1604
SSC13006,35,3,0,0,0,0,0,39
SSC13007,288,36,21,10,0,0,7,362
SSC13008,29,0,0,0,0,0,0,27
SSC13009,527,23,7,7,0,0,0,568
SSC13010,504,33,8,4,0,0,0,553
SSC13011,399,24,17,8,0,0,0,450
SSC13012,25,5,0,0,0,0,0,31
SSC13013,463,16,12,4,0,0,0,499
SSC13014,66,9,0,0,0,0,0,79
SSC13015,321,13,0,0,0,0,0,337
SSC13016,584,14,12,3,0,0,0,613
SSC13017,115,4,3,0,0,0,0,126
SSC13018,11,0,0,0,0,0,0,8
SSC13019,8,0,0,0,0,0,0,8
SSC13020,6,0,0,0,0,0,3,3
SSC13021,6,0,0,0,0,0,0,6
SSC13022,937,40,14,10,0,0,0,1001
SSC13023,1318,71,27,6,0,0,4,1428
SSC13024,135,10,7,0,0,0,0,151
SSC13025,4,0,0,0,0,0,0,4
SSC13026,11,3,0,0,0,0,0,17
SSC13027,8,0,0,0,0,0,0,8
SSC13028,492,68,54,21,3,0,11,657
SSC13029,134,11,6,0,0,0,3,159
SSC13030,10,0,0,0,0,0,0,9
SSC13031,98,10,0,0,0,0,4,113
SSC13032,17,0,0,0,0,0,0,19
SSC13033,0,0,0,0,0,0,0,0
SSC13034,0,0,0,0,0,0,0,0
SSC13035,13,0,0,0,0,0,0,10
SSC13036,0,0,0,0,0,0,0,3
SSC13037,3,0,0,0,0,0,0,4
SSC13038,13,0,0,0,0,0,0,15
SSC13039,22,4,0,0,0,0,0,27
SSC13040,13,0,0,0,0,0,0,8
SSC13041,21,0,3,0,0,0,0,19
SSC13042,81,5,0,4,0,0,0,90
SSC13043,38,0,0,0,0,0,0,35
SSC13044,0,0,0,0,0,0,0,0
SSC13045,0,0,0,0,0,0,0,0
SSC13046,0,0,0,0,0,0,0,0
SSC13047,9,0,0,3,0,0,0,5
SSC13048,22,4,0,0,0,0,0,23
SSC13049,169,14,22,0,0,0,0,210
SSC13050,0,0,0,0,0,0,0,0
SSC13051,0,0,0,0,0,0,0,3
SSC13052,68,9,0,3,0,0,0,77
SSC13053,624,58,33,15,3,0,6,740
SSC13054,231,13,16,3,0,3,3,270
SSC13055,22,0,3,0,0,0,0,27
SSC13056,16,0,0,0,0,0,0,14
