SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC30801,0,0,0,26,40,28,32,48,20,194
SSC30802,0,0,0,5,15,10,5,9,6,56
SSC30803,0,0,0,13,28,14,10,15,4,79
SSC30804,0,0,0,3,10,7,12,7,7,42
SSC30805,0,3,5,50,78,39,46,49,31,292
SSC30806,0,0,0,4,11,0,3,7,0,25
SSC30807,0,0,0,12,16,15,19,24,10,94
SSC30808,3,0,3,14,12,16,15,25,3,82
SSC30809,0,0,0,12,7,3,3,10,6,42
SSC30810,0,0,0,3,15,10,3,3,4,43
SSC30811,0,0,0,3,15,0,3,0,3,24
SSC30812,0,0,0,4,10,4,5,3,0,28
SSC30813,0,0,4,4,15,4,4,17,16,66
SSC30814,0,0,0,31,37,10,16,14,4,117
SSC30815,13,5,45,829,1034,426,372,1057,282,4006
SSC30816,0,0,0,16,15,10,9,6,9,65
SSC30817,0,0,0,3,3,0,0,3,0,11
SSC30818,23,12,58,788,789,298,276,922,430,3506
SSC30819,0,0,0,19,35,8,25,21,22,128
SSC30820,0,0,0,33,8,0,4,28,26,110
SSC30821,0,0,0,0,3,0,3,0,5,14
SSC30822,4,7,28,326,526,241,173,216,119,1600
SSC30823,0,0,0,11,5,3,0,7,0,23
SSC30824,33,24,100,721,831,358,253,611,260,3027
SSC30825,105,191,386,3109,3813,1676,1548,3698,1715,15562
SSC30826,0,0,0,0,0,0,0,0,0,0
SSC30827,0,0,0,379,509,175,147,194,117,1527
SSC30828,0,0,0,3,4,0,0,0,0,10
SSC30829,0,0,0,25,30,34,42,43,24,191
SSC30830,4,0,19,646,823,347,313,635,323,3097
SSC30831,0,0,3,14,27,14,25,24,11,119
SSC30832,0,0,0,8,11,10,8,10,36,84
SSC30833,0,0,0,15,34,21,17,28,21,142
SSC30834,0,0,3,39,47,35,42,46,34,246
SSC30835,3,0,7,162,232,140,104,125,96,856
SSC30836,9,7,18,164,188,104,85,209,107,850
SSC30837,0,0,0,15,29,18,12,22,19,120
SSC30838,0,0,0,12,21,14,7,13,3,72
SSC30839,0,0,0,0,0,0,0,0,0,0
SSC30840,0,0,0,43,46,28,37,48,35,230
SSC30841,0,0,3,75,83,46,41,49,30,320
SSC30842,0,0,0,3,13,0,0,3,11,31
SSC30843,0,0,0,7,3,0,0,0,3,17
SSC30844,0,0,6,75,113,58,35,72,40,404
SSC30845,0,0,0,12,13,7,3,5,5,39
SSC30846,0,0,0,12,11,3,7,3,0,41
SSC30847,71,16,110,311,420,214,140,410,112,1615
SSC30848,0,0,0,3,4,6,9,16,8,49
SSC30849,12,3,25,234,311,177,104,186,123,1127
SSC30850,0,0,0,8,4,4,8,4,0,27
SSC30851,4,3,16,133,202,117,122,174,110,865
SSC30852,0,0,0,57,49,18,25,54,62,274
SSC30853,0,3,3,13,44,16,19,26,32,156
SSC30854,0,0,0,15,23,15,11,14,3,78
SSC30855,7,0,7,143,138,86,51,180,92,691
SSC30856,0,0,0,7,6,6,8,8,3,40
SSC30857,5,0,7,79,114,44,72,127,87,529
SSC30858,0,0,0,9,16,5,5,10,9,56
SSC30859,0,0,0,24,38,20,17,23,21,141
SSC30860,0,0,0,16,8,9,13,12,13,64
SSC30861,0,0,0,3,0,7,3,4,0,14
SSC30862,0,0,0,17,24,8,22,9,3,74
SSC30863,0,0,0,0,0,0,0,0,0,0
SSC30864,0,0,0,21,18,4,9,5,10,77
SSC30865,0,0,0,5,6,3,3,5,3,28
SSC30866,0,0,0,69,100,41,37,55,20,325
SSC30867,0,0,0,0,0,0,0,0,0,0
SSC30868,5,3,10,88,126,74,65,142,57,563
SSC30869,12,5,27,823,918,325,322,909,360,3652
SSC30870,0,0,0,16,27,15,16,16,16,104
SSC30871,0,0,0,491,98,12,5,203,44,862
SSC30872,6,3,22,570,821,457,339,399,169,2756
SSC30873,0,0,0,4,0,5,3,9,0,27
SSC30874,0,0,0,19,14,10,8,18,12,79
SSC30875,0,0,0,0,4,0,4,0,10,20
SSC30876,0,0,3,21,19,10,17,7,9,96
SSC30877,9,9,21,2050,1707,612,365,1352,457,6535
SSC30878,0,0,0,0,0,0,0,0,0,0
SSC30879,0,0,0,11,18,16,9,10,8,81
SSC30880,0,0,0,22,20,17,16,17,17,106
SSC30881,3,0,5,117,169,72,51,77,34,534
SSC30882,7,5,30,314,360,182,130,256,155,1399
SSC30883,33,0,54,735,920,389,293,778,154,3267
SSC30884,0,0,3,18,26,6,9,23,6,92
SSC30885,0,0,0,11,13,4,8,6,5,51
SSC30886,0,0,0,25,26,20,29,16,19,139
SSC30887,0,0,0,0,0,0,0,0,0,4
SSC30888,0,0,0,6,7,3,3,7,0,32
SSC30889,0,3,4,33,33,24,29,61,33,220
SSC30890,0,0,0,7,8,0,0,3,3,22
SSC30891,0,0,0,7,0,0,0,3,0,8
SSC30892,0,0,0,32,57,19,35,58,47,253
SSC30893,3,0,13,98,129,62,57,87,38,475
SSC30894,0,0,0,6,12,10,6,11,19,60
SSC30895,0,0,5,14,34,18,21,26,22,146
SSC30896,0,0,6,60,145,73,74,67,50,470
SSC30897,0,0,5,15,30,21,15,22,13,108
SSC30898,0,4,0,45,52,26,25,34,31,203
SSC30899,0,0,0,9,12,8,3,9,3,46
SSC30900,0,0,0,4,0,0,3,3,3,11
SSC30901,0,0,0,0,0,0,0,3,0,3
SSC30902,0,0,0,12,19,4,9,11,8,62
SSC30903,0,5,5,31,45,20,33,44,24,193
SSC30904,5,7,12,134,172,113,94,134,77,724
SSC30905,5,3,20,326,512,281,224,296,101,1738
SSC30906,0,0,0,3,6,0,0,3,6,21
SSC30907,0,0,0,5,12,10,3,7,3,35
SSC30908,0,0,0,22,60,18,15,41,26,175
SSC30909,0,0,0,3,8,0,0,7,3,19
SSC30910,0,0,3,14,18,8,7,8,8,62
SSC30911,0,0,0,0,4,0,0,6,0,14
SSC30912,5,0,14,130,167,105,74,119,69,660
SSC30913,92,64,265,1235,1393,583,502,1694,623,6034
SSC30914,0,0,0,0,0,0,3,0,0,0
SSC30915,0,0,0,6,3,0,0,13,8,34
SSC30916,0,0,0,3,6,3,3,16,26,57
SSC30917,0,0,3,35,37,26,31,40,21,190
SSC30918,11,0,23,497,442,156,109,374,147,1727
SSC30919,0,0,0,7,0,6,3,8,4,26
SSC30920,0,0,0,0,3,0,0,0,0,5
SSC30921,0,0,4,4,7,0,3,0,0,10
SSC30922,0,0,4,385,482,186,231,365,557,2198
SSC30923,0,0,0,0,0,0,0,0,0,0
SSC30924,100,39,209,1866,2475,1157,1042,2825,1078,10448
SSC30925,0,0,0,0,0,0,0,0,0,0
SSC30926,56,25,136,651,856,372,275,765,377,3302
SSC30927,0,0,0,37,52,20,31,23,9,177
SSC30928,14,7,41,1663,1413,380,219,1081,453,5213
SSC30929,0,0,0,3,3,3,0,3,4,22
SSC30930,0,0,0,0,0,0,0,0,0,0
SSC30931,3,0,4,103,130,68,73,106,59,533
SSC30932,0,0,0,4,10,9,12,9,3,46
SSC30933,0,3,8,44,57,26,19,37,14,203
SSC30934,3,0,4,49,75,48,47,50,28,307
SSC30935,0,0,0,4,3,0,9,4,3,20
SSC30936,13,0,34,273,372,178,143,315,166,1445
SSC30937,9,3,39,439,534,242,183,350,164,1914
SSC30938,122,18,178,632,766,317,251,701,286,2949
SSC30939,0,0,3,29,61,35,22,35,42,222
SSC30940,0,0,0,33,35,30,15,23,10,151
SSC30941,0,0,0,6,18,4,6,12,7,55
SSC30942,37,17,99,957,1218,533,368,710,401,4182
SSC30943,0,0,4,41,44,24,12,20,31,179
SSC30944,83,19,166,593,801,351,305,695,277,3015
SSC30945,0,0,0,14,11,6,6,7,5,37
SSC30946,11,3,28,1553,1970,825,559,885,256,6041
SSC30947,13,7,26,89,128,53,33,94,32,428
SSC30948,0,0,8,47,57,52,27,47,31,256
SSC30949,51,6,73,897,1048,424,368,892,271,3901
SSC30950,19,5,49,736,994,375,269,540,246,3156
SSC30951,34,8,60,1650,2117,936,795,1646,745,7888
SSC30952,0,0,0,0,0,0,0,0,0,0
SSC30953,3,0,5,90,129,71,86,62,64,498
SSC30954,0,0,0,0,6,0,0,0,7,15
SSC30955,12,3,15,66,97,47,49,123,75,460
SSC30956,0,0,0,5,3,3,3,0,3,16
SSC30957,0,0,0,9,12,11,9,4,6,54
SSC30958,0,0,0,0,0,0,0,0,0,0
SSC30959,207,20,314,2940,3035,1348,1061,3714,639,12752
SSC30960,6,0,13,555,734,309,280,363,175,2422
SSC30961,0,0,0,21,7,17,12,12,7,73
SSC30962,0,0,7,46,74,29,45,55,51,297
SSC30963,0,0,0,12,19,9,11,5,7,61
SSC30964,157,59,359,2218,2677,1284,976,1954,708,9821
SSC30965,0,0,0,20,13,14,9,17,5,74
SSC30966,0,0,0,14,18,14,21,16,15,88
SSC30967,0,0,0,3,8,0,0,5,11,28
SSC30968,0,0,0,3,3,0,0,3,9,20
SSC30969,25,13,55,464,639,387,296,643,206,2624
SSC30970,12,5,30,725,908,415,349,512,257,3170
SSC30971,0,0,0,28,11,14,13,27,5,101
SSC30972,6,3,12,409,407,188,200,715,227,2143
SSC30973,4,0,4,30,47,17,26,35,11,173
SSC30974,0,0,0,40,64,41,52,65,30,285
SSC30975,0,0,0,3,13,11,0,0,0,26
SSC30976,0,0,0,3,0,3,3,5,4,18
SSC30977,3,0,3,22,24,9,12,21,15,109
SSC30978,3,0,18,137,237,145,134,154,78,874
SSC30979,0,0,0,3,7,0,0,3,11,17
SSC30980,0,0,0,0,0,0,3,0,4,6
SSC30981,0,0,0,9,12,3,16,6,11,53
SSC30982,25,13,64,2283,2844,1221,1113,1571,1527,10561
SSC30983,0,0,5,20,14,13,12,11,7,66
SSC30984,13,32,62,279,467,270,245,342,200,1802
SSC30985,0,0,0,23,33,14,33,38,19,161
SSC30986,0,0,0,4,3,0,0,12,0,27
SSC30987,31,12,90,1223,1226,405,267,879,291,4288
SSC30988,0,0,0,4,9,3,3,3,0,16
SSC30989,0,0,0,0,0,0,0,3,0,11
SSC30990,0,0,3,89,119,66,56,47,36,418
SSC30991,0,0,0,0,3,4,4,4,0,13
SSC30992,0,0,0,29,20,10,6,31,5,98
SSC30993,0,0,0,58,14,13,60,49,33,234
SSC30994,10,9,26,233,348,219,221,280,140,1436
SSC30995,0,0,0,16,3,5,4,0,0,27
SSC30996,0,0,0,0,6,0,0,7,3,14
SSC30997,0,0,0,38,56,25,25,17,576,738
SSC30998,0,0,0,104,130,54,72,92,77,532
SSC30999,3,0,6,64,93,43,48,40,18,309
SSC31000,0,0,0,40,55,25,26,23,27,199
SSC31001,7,0,13,168,273,144,102,126,75,891
SSC31002,0,0,3,13,39,21,19,13,13,120
SSC31003,0,0,0,25,33,19,27,26,28,160
SSC31004,0,0,0,17,29,9,12,6,6,81
SSC31005,0,0,0,19,16,7,10,10,5,70
SSC31006,6,0,29,358,554,283,192,234,135,1763
SSC31007,0,0,0,23,44,20,33,8,27,151
SSC31008,0,0,0,0,3,0,3,7,0,6
SSC31009,0,0,0,0,0,0,0,0,0,3
SSC31010,0,0,0,15,26,20,15,17,22,117
SSC31011,0,0,0,15,36,21,32,30,8,138
SSC31012,0,0,0,0,0,3,3,3,0,14
SSC31013,0,0,0,0,0,0,0,3,0,4
SSC31014,0,0,0,19,17,7,4,6,9,56
SSC31015,0,0,0,3,11,5,3,15,13,47
SSC31016,0,0,5,65,67,25,34,48,43,278
SSC31017,0,0,0,7,7,0,3,30,11,59
SSC31018,0,0,0,8,9,4,3,6,3,26
SSC31019,0,0,0,36,42,26,27,26,58,212
SSC31020,0,0,3,5,5,0,13,9,3,32
SSC31021,12,3,28,1176,1555,630,432,697,166,4650
SSC31022,51,26,180,1990,2271,864,611,1213,400,7350
SSC31023,0,0,0,0,0,0,0,0,0,0
SSC31024,0,0,0,6,10,7,0,5,0,27
SSC31025,12,0,40,835,799,236,127,455,158,2604
SSC31026,0,0,3,37,53,26,33,29,15,187
SSC31027,0,0,0,17,22,12,9,16,0,76
SSC31028,0,0,0,8,7,5,7,13,7,56
SSC31029,0,0,0,3,7,0,5,6,9,26
SSC31030,0,0,7,116,181,93,76,101,87,661
SSC31031,0,3,11,64,108,68,66,60,45,410
SSC31032,0,0,0,26,27,16,10,11,14,99
SSC31033,0,0,0,0,0,0,0,0,0,0
SSC31034,0,0,0,3,3,0,3,3,4,19
SSC31035,3,0,3,9,23,12,10,17,4,72
SSC31036,0,3,3,43,75,35,29,50,22,249
SSC31037,0,0,4,57,69,25,26,24,17,221
SSC31038,0,0,0,7,18,3,3,6,8,43
SSC31039,0,0,0,41,55,26,28,28,18,191
SSC31040,0,0,0,4,14,4,17,11,8,61
SSC31041,9,3,15,485,591,305,291,423,242,2337
SSC31042,0,0,0,16,11,12,12,17,8,73
SSC31043,45,59,132,1123,1413,678,442,661,219,4541
SSC31044,75,9,130,1664,2162,999,677,1054,268,6827
SSC31045,0,0,0,5,11,8,0,4,3,32
SSC31046,0,0,0,4,0,0,0,0,0,6
SSC31047,0,0,0,6,10,0,3,0,0,19
SSC31048,17,0,41,809,980,450,325,376,145,3080
SSC31049,0,0,3,50,90,61,62,103,43,416
SSC31050,0,0,0,4,4,0,8,0,6,18
SSC31051,0,0,0,13,23,4,11,6,22,75
SSC31052,0,0,0,0,0,0,0,4,0,4
SSC31053,0,0,0,4,7,7,3,0,0,27
SSC31054,0,0,5,13,48,16,14,21,9,123
SSC31055,0,0,3,14,12,9,10,10,13,66
SSC31056,40,26,106,1182,1296,466,343,983,282,4541
SSC31057,0,0,0,9,3,0,0,18,10,44
SSC31058,0,0,3,38,50,22,21,34,16,181
SSC31059,0,0,4,22,23,8,10,25,22,105
SSC31060,8,0,18,128,222,156,141,125,69,833
SSC31061,0,0,0,11,29,22,15,9,8,82
SSC31062,0,0,0,0,0,0,0,0,0,0
SSC31063,0,0,0,3,4,3,3,12,3,35
SSC31064,60,4,81,1027,1280,598,461,911,244,4522
SSC31065,0,0,0,0,9,3,7,6,3,25
SSC31066,0,0,0,0,0,0,0,0,0,0
SSC31067,3,0,7,65,81,42,36,73,48,338
SSC31068,0,0,0,14,20,8,4,16,0,50
SSC31069,0,0,0,7,11,6,3,8,7,38
SSC31070,0,0,0,18,38,21,14,12,8,112
SSC31071,0,0,3,10,13,8,20,17,14,89
SSC31072,0,0,3,277,299,147,109,161,90,1078
SSC31073,0,0,6,183,194,102,74,155,89,798
SSC31074,53,81,205,4413,5034,2122,1491,3741,1054,17844
SSC31075,0,0,0,5,4,4,5,9,13,41
SSC31076,0,0,0,10,17,12,8,13,3,55
SSC31077,8,0,15,479,560,270,224,413,93,2041
SSC31078,0,0,4,17,15,4,17,11,10,70
SSC31079,0,0,0,12,13,0,6,5,3,39
SSC31080,0,0,0,0,0,0,0,0,0,0
SSC31081,0,0,0,24,10,11,11,11,0,66
SSC31082,8,9,26,146,267,176,152,190,140,1069
SSC31083,0,0,0,17,28,11,8,38,6,107
SSC31084,28,8,51,2190,1498,296,145,1505,1055,6680
SSC31085,0,0,0,0,0,0,0,0,4,11
SSC31086,0,0,0,0,4,0,0,0,0,4
SSC31087,0,0,0,0,0,0,0,4,0,3
SSC31088,0,0,0,6,3,0,0,9,0,15
SSC31089,0,0,0,12,21,13,13,15,24,89
SSC31090,0,0,0,7,0,0,7,5,3,21
SSC31091,0,0,0,25,28,11,6,40,60,171
SSC31092,0,0,0,3,7,6,8,3,3,29
SSC31093,3,0,5,37,43,24,21,47,8,174
SSC31094,0,0,0,28,59,22,26,20,24,180
SSC31095,0,0,3,19,19,11,10,10,3,69
SSC31096,58,21,150,1532,2152,962,746,1269,541,7206
SSC31097,9,3,13,427,529,199,153,229,105,1646
SSC31098,0,0,0,24,30,12,21,19,17,120
SSC31099,0,0,0,4,7,8,3,7,0,29
SSC31100,0,0,0,5,9,7,3,0,3,24
SSC31101,0,0,0,0,0,0,0,0,3,3
SSC31102,0,0,0,7,20,12,21,34,9,109
SSC31103,3,0,12,297,306,130,129,361,227,1441
SSC31104,0,0,0,3,3,4,0,0,4,16
SSC31105,0,0,0,6,8,5,3,9,4,40
SSC31106,0,0,0,0,0,3,6,5,3,14
SSC31107,0,0,0,3,4,0,0,4,6,18
SSC31108,0,0,0,0,0,0,0,0,0,0
SSC31109,8,11,36,366,428,173,152,482,378,1987
SSC31110,0,0,0,3,5,0,8,5,3,28
SSC31111,0,3,3,33,45,28,28,34,33,200
SSC31112,0,0,3,25,27,7,8,7,15,84
SSC31113,0,0,0,0,5,3,8,3,4,24
SSC31114,0,0,0,12,35,23,24,24,4,117
SSC31115,0,0,0,0,0,0,0,0,0,0
SSC31116,83,43,181,1284,1312,583,526,1509,635,5849
SSC31117,4,0,10,328,352,163,116,257,74,1302
SSC31118,15,31,55,261,391,176,169,365,301,1664
SSC31119,19,9,39,762,732,231,177,415,233,2540
SSC31120,40,21,113,882,1123,432,317,680,236,3671
SSC31121,0,3,7,70,107,74,47,47,38,381
SSC31122,0,0,0,13,7,7,6,3,5,33
SSC31123,0,0,0,43,64,35,26,67,36,273
SSC31124,0,0,0,0,0,0,0,3,0,7
SSC31125,0,0,0,5,18,8,9,7,4,53
SSC31126,0,0,3,36,38,30,27,43,11,186
SSC31127,0,0,0,3,6,7,5,5,0,32
SSC31128,0,0,0,0,0,0,0,0,0,0
SSC31129,0,0,0,9,3,7,3,6,3,27
SSC31130,0,0,0,0,10,3,4,6,9,34
SSC31131,0,0,0,0,0,0,0,0,0,6
SSC31132,0,0,0,0,7,3,0,6,3,22
SSC31133,0,0,0,5,6,5,7,3,0,25
SSC31134,0,0,0,5,13,0,3,9,5,34
SSC31135,8,0,15,449,539,233,179,283,159,1841
SSC31136,23,15,45,134,185,122,121,204,117,890
SSC31137,0,0,0,28,54,23,26,27,11,161
SSC31138,0,0,0,0,0,0,0,0,0,3
SSC31139,0,0,0,3,3,0,0,0,0,7
SSC31140,0,0,0,0,0,0,0,0,11,11
SSC31141,0,0,3,57,78,32,27,83,30,306
SSC31142,0,0,0,7,5,5,4,3,4,37
SSC31143,0,0,0,10,13,3,10,5,4,47
SSC31144,10,7,22,274,291,106,96,301,284,1349
SSC31145,0,0,0,4,5,3,4,0,6,23
SSC31146,0,0,8,64,98,37,44,50,61,353
SSC31147,0,0,4,41,41,34,28,40,20,203
SSC31148,0,0,0,0,0,0,0,7,6,20
SSC31149,18,7,62,870,1200,557,500,676,307,4111
SSC31150,0,0,0,57,59,55,44,50,30,283
SSC31151,0,0,0,3,4,0,3,0,0,14
SSC31152,0,0,0,20,34,17,18,12,20,121
SSC31153,0,0,5,77,113,72,48,61,40,406
SSC31154,0,0,0,0,3,0,3,3,11,22
SSC31155,0,0,3,29,22,8,10,16,13,94
SSC31156,0,0,0,3,3,5,8,0,4,24
SSC31157,26,0,29,460,598,217,218,319,216,2029
SSC31158,0,0,0,9,10,10,7,11,3,49
SSC31159,0,0,0,6,3,7,3,7,3,28
SSC31160,0,0,0,11,19,8,13,9,0,67
SSC31161,0,0,0,6,4,0,0,0,0,11
SSC31162,0,0,0,0,0,0,0,0,0,0
SSC31163,0,0,0,7,5,0,10,4,8,33
SSC31164,0,0,0,6,9,6,4,0,4,29
SSC31165,0,0,0,5,13,7,7,11,3,54
SSC31166,0,0,0,3,0,5,0,0,0,11
SSC31167,3,0,3,49,63,46,25,35,32,250
SSC31168,0,0,3,81,160,71,60,82,39,485
SSC31169,0,0,0,103,123,43,48,70,79,467
SSC31170,9,0,17,282,369,212,160,253,136,1406
SSC31171,44,4,61,804,999,437,380,636,239,3499
SSC31172,0,0,0,3,4,4,0,0,0,10
SSC31173,0,0,3,7,8,0,7,9,11,46
SSC31174,0,0,0,3,4,3,0,4,0,12
SSC31175,0,0,3,234,294,114,117,158,86,1004
SSC31176,0,0,0,4,6,5,3,3,0,28
SSC31177,0,0,0,7,4,6,0,4,5,27
SSC31178,0,0,0,5,14,3,3,4,0,37
SSC31179,0,0,0,27,35,9,15,18,9,120
SSC31180,0,0,0,14,17,10,14,14,3,70
SSC31181,0,3,11,147,181,82,80,101,129,718
SSC31182,0,0,0,11,23,12,4,9,12,73
SSC31183,0,0,0,12,6,5,3,3,11,37
SSC31184,0,0,0,3,3,3,3,6,0,21
SSC31185,118,36,186,1164,1312,560,499,1118,378,5032
SSC31186,3,0,3,196,246,123,112,205,60,948
SSC31187,3,0,10,160,316,175,223,301,175,1355
SSC31188,3,0,6,68,112,52,46,66,27,371
SSC31189,0,0,0,19,20,10,20,20,6,97
SSC31190,123,42,335,930,1252,708,518,997,411,4817
SSC31191,0,0,0,8,12,7,10,3,0,40
SSC31192,0,0,0,3,3,3,7,5,4,28
SSC31193,3,0,6,135,219,107,79,94,46,678
SSC31194,11,3,16,229,316,197,161,149,106,1156
SSC31195,0,0,0,10,32,14,16,19,17,112
SSC31196,0,0,0,8,12,8,10,3,7,48
SSC31197,0,0,3,24,46,18,19,28,16,154
SSC31198,31,25,90,1527,1689,771,683,2030,1019,7719
SSC31199,0,0,0,14,35,18,24,31,15,139
SSC31200,0,0,0,10,8,15,3,3,4,39
SSC31201,0,0,0,3,6,0,8,0,0,11
SSC31202,0,0,3,12,10,9,3,6,0,40
SSC31203,0,0,0,3,6,3,3,0,0,18
SSC31204,0,0,0,3,3,7,6,3,0,25
SSC31205,4,0,4,78,109,63,65,68,41,421
SSC31206,3,0,9,163,196,101,107,167,66,801
SSC31207,0,0,0,34,56,28,27,37,18,210
SSC31208,5,0,11,92,125,92,71,97,80,554
SSC31209,0,0,0,12,5,4,7,0,3,38
SSC31210,0,0,0,3,11,3,5,9,9,40
SSC31211,6,0,12,77,84,50,57,102,71,436
SSC31212,74,3,78,54,50,22,30,210,61,427
SSC31213,63,31,130,1024,1213,559,472,1007,656,4936
SSC31214,0,0,0,0,0,0,3,0,0,9
SSC31215,0,0,0,0,0,0,0,0,0,0
SSC31216,0,0,0,5,6,3,0,4,0,12
SSC31217,0,0,0,9,9,13,16,19,14,84
SSC31218,4,0,7,31,51,19,20,30,24,176
SSC31219,0,0,0,8,0,3,0,3,5,15
SSC31220,0,0,0,21,28,11,15,28,54,153
SSC31221,25,8,54,999,1196,340,218,515,217,3491
SSC31222,0,0,0,24,39,22,15,26,9,137
SSC31223,0,0,0,0,0,0,0,0,0,3
SSC31224,56,17,110,1002,1406,629,562,1007,506,5110
SSC31225,0,0,0,5,4,6,3,6,5,31
SSC31226,0,0,12,356,461,229,208,237,97,1583
SSC31227,0,0,0,11,18,3,3,5,0,53
SSC31228,0,0,0,35,52,25,17,35,13,176
SSC31229,0,0,0,3,3,0,3,0,0,11
SSC31230,59,11,97,1621,2296,1057,951,1594,746,8267
SSC31231,58,4,107,970,1161,449,331,534,134,3580
SSC31232,0,0,0,16,38,21,8,29,29,136
SSC31233,0,0,0,12,14,12,6,9,8,65
SSC31234,0,0,0,20,26,23,15,24,13,124
SSC31235,0,0,0,68,98,52,44,64,41,366
SSC31236,20,13,67,885,1057,493,267,382,136,3215
SSC31237,0,0,0,0,0,0,0,0,0,0
SSC31238,0,0,0,5,4,0,0,0,0,11
SSC31239,3,0,6,74,128,71,48,121,66,515
SSC31240,44,14,72,392,456,291,267,537,258,2201
SSC31241,0,0,0,11,9,3,0,0,3,23
SSC31242,0,0,0,0,0,0,0,0,3,3
SSC31243,0,0,4,85,165,88,74,134,81,623
SSC31244,0,0,0,3,5,3,3,5,3,29
SSC31245,0,0,0,0,0,0,0,0,5,4
SSC31246,0,0,3,29,37,14,16,19,17,139
SSC31247,0,0,3,0,5,3,3,8,8,23
SSC31248,25,8,53,1337,1677,795,670,1216,356,6058
SSC31249,0,0,0,0,0,0,0,0,0,0
SSC31250,0,0,8,44,48,24,30,16,43,205
SSC31251,0,0,0,80,89,53,56,59,35,380
SSC31252,0,0,0,129,156,69,68,88,39,551
SSC31253,0,0,0,63,54,42,37,54,15,267
SSC31254,61,25,130,2371,2334,676,396,1405,565,7746
SSC31255,0,0,0,3,14,3,0,4,3,36
SSC31256,0,0,0,3,8,3,0,3,0,18
SSC31257,0,0,6,20,34,19,42,44,40,198
SSC31258,0,0,3,10,15,12,17,7,6,73
SSC31259,0,0,0,3,7,3,6,4,3,27
SSC31260,0,0,0,10,24,5,10,7,6,69
SSC31261,0,0,0,13,4,8,0,22,12,61
SSC31262,0,0,0,3,20,8,9,8,10,48
SSC31263,0,0,0,46,55,36,22,37,54,251
SSC31264,0,0,0,6,4,3,0,3,3,22
SSC31265,0,0,0,7,15,5,10,3,7,47
SSC31266,0,0,4,1357,1504,504,469,807,354,4996
SSC31267,0,0,0,0,0,0,0,5,0,7
SSC31268,0,0,0,12,23,17,20,13,11,93
SSC31269,0,0,0,3,8,9,9,21,8,55
SSC31270,0,0,0,24,30,10,18,16,30,126
SSC31271,0,0,0,0,7,0,4,0,3,15
SSC31272,3,0,12,122,215,83,60,86,96,666
SSC31273,0,0,0,0,0,0,0,0,0,0
SSC31274,0,0,0,0,0,0,0,0,0,0
SSC31275,29,3,64,449,663,277,214,497,180,2281
SSC31276,0,0,0,0,0,0,0,0,0,0
SSC31277,0,0,0,21,27,12,12,13,6,93
SSC31278,5,0,12,443,456,213,160,251,52,1578
SSC31279,0,0,0,26,36,14,14,23,14,128
SSC31280,0,0,0,26,30,21,16,38,25,158
SSC31281,3,4,11,54,69,34,50,64,63,333
SSC31282,0,0,0,12,17,19,24,14,10,102
SSC31283,0,0,0,6,4,3,3,0,7,22
SSC31284,0,0,0,0,3,3,0,3,0,8
SSC31285,3,0,3,7,6,3,11,6,5,48
SSC31286,0,0,0,8,3,6,3,9,16,39
SSC31287,0,0,0,0,3,5,0,7,7,18
SSC31288,0,0,0,0,3,10,3,3,4,23
SSC31289,0,0,0,0,3,0,3,0,0,8
SSC31290,0,0,0,24,15,16,5,13,18,87
SSC31291,0,0,0,3,7,3,3,7,0,15
SSC31292,118,182,451,1585,2111,1078,1038,1855,1058,8723
SSC31293,0,5,9,160,219,121,93,117,62,764
SSC31294,0,0,0,29,38,27,30,20,9,155
SSC31295,3,4,8,62,103,64,43,76,48,397
SSC31296,0,0,0,26,25,8,8,25,47,140
SSC31297,0,0,0,20,40,23,21,25,17,146
SSC31298,6,6,15,62,81,71,48,97,53,409
SSC31299,0,0,0,0,0,0,0,0,0,0
SSC31300,0,0,0,26,13,17,17,24,12,106
SSC31301,34,41,113,1847,1629,544,329,1111,791,6257
SSC31302,0,3,3,8,15,8,13,16,24,89
SSC31303,3,0,3,9,21,8,10,11,10,72
SSC31304,0,0,5,78,112,82,68,69,51,454
SSC31305,0,0,3,39,103,45,44,49,20,289
SSC31306,0,0,0,26,23,13,5,22,10,95
SSC31307,3,0,3,109,163,67,61,89,53,549
SSC31308,10,7,29,411,529,257,203,444,250,2090
SSC31309,0,3,5,18,37,18,22,18,22,140
SSC31310,0,0,0,3,4,3,3,8,0,31
SSC31311,0,0,0,0,0,3,0,0,0,4
SSC31312,170,90,430,1419,1858,851,646,1545,729,7044
SSC31313,3,0,4,96,139,67,64,87,30,479
SSC31314,3,0,5,229,347,163,145,197,85,1161
SSC31315,3,0,6,30,43,32,38,30,14,174
SSC31316,0,0,0,3,5,7,4,5,0,26
SSC31317,7,0,30,1207,1241,449,296,528,209,3933
SSC31318,0,3,12,190,288,140,139,195,132,1074
SSC31319,0,0,0,41,53,41,26,44,24,228
SSC31320,0,0,0,5,3,0,0,0,3,9
SSC31321,0,0,0,6,14,6,11,9,4,54
SSC31322,0,5,8,318,437,179,132,189,116,1379
SSC31323,3,0,12,512,603,254,171,436,108,2086
SSC31324,42,23,93,636,848,387,329,746,298,3238
