SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC50091,1535,186,8,0,0,1727,174,66,0,0,0,237,43,8,0,0,3,54,1749,254,8,0,0,2016
SSC50092,795,0,0,0,3,794,49,0,0,0,0,50,17,0,0,0,0,17,852,0,0,0,5,858
SSC50093,2344,181,12,0,3,2547,351,66,21,0,0,443,76,4,3,0,0,84,2770,254,35,0,3,3069
SSC50094,41,0,0,0,3,47,3,0,0,0,0,3,3,0,0,0,0,3,47,0,0,0,3,52
SSC50095,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC50096,7,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,11
SSC50097,35,0,0,0,0,34,4,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,42
SSC50098,2049,92,42,0,3,2182,160,33,12,0,0,202,41,10,3,0,0,54,2246,133,57,0,4,2440
SSC50099,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC50100,20,0,0,0,3,24,7,0,0,0,0,7,3,0,0,0,0,7,34,0,0,0,3,43
SSC50101,53,0,0,0,0,53,5,0,0,0,0,5,3,0,0,0,0,3,67,0,0,0,0,67
SSC50102,1222,62,0,0,0,1285,105,18,0,0,0,119,29,3,0,0,0,36,1356,87,0,0,3,1447
SSC50103,76,0,0,0,3,79,3,0,0,0,0,3,0,0,0,0,0,0,82,0,0,0,3,88
SSC50104,406,47,0,6,0,464,112,3,0,0,0,120,17,3,0,0,0,16,535,54,0,6,0,601
SSC50105,1599,342,64,3,9,2015,308,101,15,0,0,429,53,21,3,0,0,84,1962,466,84,3,6,2524
SSC50106,68,0,0,0,0,69,21,0,0,0,0,23,0,0,0,0,0,0,92,0,0,0,0,92
SSC50107,59,0,0,0,0,61,12,0,0,0,0,12,0,0,0,0,0,0,67,0,0,0,0,72
SSC50108,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50109,34,0,0,0,0,34,13,0,0,0,0,15,0,0,0,0,0,0,47,0,0,0,0,50
SSC50110,1226,64,0,0,0,1297,90,10,0,0,0,99,39,3,0,0,0,42,1349,81,4,0,0,1433
SSC50111,868,1071,281,0,18,2228,193,265,209,0,8,673,40,77,40,0,5,160,1103,1411,531,0,25,3062
SSC50112,361,55,31,0,0,450,68,15,13,0,3,102,7,0,3,0,0,12,439,67,48,0,3,564
SSC50113,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,1673,29,6,0,0,1704,141,5,3,0,0,146,33,0,0,0,0,28,1840,30,8,0,0,1882
SSC50116,312,0,9,0,5,325,109,0,5,0,0,110,17,0,3,0,0,23,440,3,14,0,3,457
SSC50117,1692,194,0,0,0,1886,109,135,0,0,0,242,36,15,0,0,0,52,1832,350,0,0,0,2182
SSC50118,197,0,3,3,3,203,19,0,0,0,0,19,3,0,0,0,0,3,221,0,3,3,3,223
SSC50119,1449,699,88,0,13,2252,131,134,69,0,0,330,26,18,6,0,0,52,1604,846,167,0,13,2626
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50121,38,0,0,27,0,67,3,0,0,14,0,16,0,0,0,3,0,3,41,0,0,43,3,88
SSC50122,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50123,316,5,30,13,7,374,33,0,0,0,0,44,8,0,0,0,0,12,354,5,29,21,13,424
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,21,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20
SSC50126,318,0,9,0,3,334,70,0,6,0,0,74,11,0,3,0,0,15,394,0,18,0,3,419
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50129,391,0,0,0,0,395,52,0,0,0,0,52,9,0,0,0,0,9,455,0,0,0,0,452
SSC50130,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25
SSC50131,19,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,23
SSC50132,315,84,3,0,0,407,44,51,7,0,0,104,3,4,0,0,0,11,367,138,7,0,0,515
SSC50133,20,0,0,0,0,24,5,0,0,0,0,5,0,0,0,0,0,0,24,0,0,0,0,23
SSC50134,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21
SSC50135,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC50136,14,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,21
SSC50137,314,7,6,5,0,327,62,9,8,0,0,79,8,0,0,0,0,10,388,13,13,10,3,419
SSC50138,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC50139,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50140,48,0,0,0,0,50,11,0,0,0,0,11,3,0,0,0,0,3,62,0,0,0,0,67
SSC50141,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC50142,52,0,0,0,0,55,9,0,0,0,0,9,0,0,0,0,0,0,65,0,0,0,0,70
SSC50143,38,0,0,0,0,38,3,0,0,0,0,6,0,0,0,0,0,0,41,0,0,0,0,42
SSC50144,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC50145,32,0,0,0,0,39,4,0,0,0,0,4,0,0,0,0,0,0,36,0,0,0,0,40
SSC50146,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12
SSC50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50148,1275,460,11,0,3,1748,84,133,12,0,0,232,16,22,5,0,0,44,1380,613,33,0,3,2026
SSC50149,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6
SSC50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,36,0,0,0,0,39,18,0,0,0,0,18,0,0,0,0,0,0,51,0,0,0,0,54
SSC50152,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC50153,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50155,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SSC50156,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC50157,38,0,0,0,0,38,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,36
SSC50158,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,29,0,0,0,0,29
SSC50159,1059,194,0,26,3,1279,225,85,5,7,0,323,32,10,0,0,0,42,1317,291,3,29,3,1647
SSC50160,15,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,17
SSC50161,236,30,0,7,0,273,36,19,0,5,3,58,5,0,0,0,0,9,278,44,0,12,4,343
SSC50162,136,0,0,0,0,140,3,0,0,0,0,3,3,0,0,0,0,3,141,0,0,0,0,144
SSC50163,22,0,0,0,0,22,7,0,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,34
SSC50164,20,0,0,0,0,20,15,0,0,0,0,15,0,0,0,0,0,0,32,0,0,0,0,32
SSC50165,32,0,0,0,0,32,10,0,0,0,0,10,0,0,0,0,0,0,41,0,0,0,0,41
SSC50166,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50167,26,0,0,3,0,24,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,3,0,29
SSC50168,225,0,0,0,0,225,17,0,0,0,0,17,5,0,0,0,0,5,246,0,0,0,0,246
SSC50169,358,0,7,3,3,362,46,3,3,0,0,52,13,0,0,0,0,15,416,4,5,5,3,431
SSC50170,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8
SSC50171,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC50172,250,3,0,3,0,259,83,0,0,0,0,83,12,4,0,0,0,16,347,6,0,3,0,358
SSC50173,837,226,0,0,0,1063,39,8,0,0,0,42,15,0,0,0,0,18,891,235,0,0,0,1123
SSC50174,27,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,26
SSC50175,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC50176,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC50177,98,3,0,7,0,105,24,6,0,3,0,37,7,0,0,0,0,7,133,8,0,7,0,145
SSC50178,471,183,5,0,0,659,59,55,0,0,0,116,11,8,0,0,0,15,544,234,8,0,0,788
SSC50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50180,899,30,3,0,0,927,156,14,7,0,0,181,32,0,0,9,0,40,1088,41,9,8,0,1150
SSC50181,237,0,0,0,0,237,8,0,0,0,0,8,8,0,0,0,0,4,253,0,0,0,0,255
SSC50182,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC50183,1055,137,3,16,0,1211,133,59,7,10,0,206,32,12,4,0,0,41,1221,202,16,22,0,1463
SSC50184,197,0,0,0,0,197,10,0,0,0,0,10,3,0,0,0,0,3,209,0,0,0,0,209
SSC50185,221,12,4,0,0,234,58,26,0,0,0,83,18,3,0,0,0,20,295,40,4,0,3,337
SSC50186,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50187,771,8,0,0,0,773,112,12,0,0,0,123,31,0,0,0,0,35,910,20,0,0,0,929
SSC50188,74,0,0,0,0,77,13,0,0,0,0,8,3,0,0,0,0,3,85,0,0,0,0,86
SSC50189,176,5,7,3,0,196,71,0,4,0,0,76,9,0,0,3,0,14,258,7,11,10,0,283
SSC50190,597,93,104,54,19,871,168,58,41,35,10,312,25,13,16,6,7,69,792,167,162,99,40,1256
SSC50191,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,38
SSC50192,59,0,0,3,0,58,22,0,0,0,0,22,4,0,0,0,0,4,84,0,0,3,0,86
SSC50193,37,0,0,0,0,33,9,0,0,0,0,9,0,0,0,0,0,0,48,0,0,0,0,51
SSC50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50195,30,3,0,13,0,46,3,3,0,3,0,12,0,0,0,4,0,3,29,8,0,25,3,66
SSC50196,199,8,0,0,3,210,53,13,0,0,0,63,10,0,0,0,0,9,260,20,0,0,3,285
SSC50197,300,6,0,0,5,310,85,7,0,0,0,92,4,0,0,0,0,4,387,14,0,4,7,414
SSC50198,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC50199,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC50200,632,53,53,0,0,742,69,34,13,0,0,122,18,4,0,0,0,26,724,96,70,0,0,890
SSC50201,2033,242,153,0,0,2429,108,67,87,0,0,268,25,4,11,0,6,53,2169,318,258,0,7,2753
SSC50202,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50203,25,0,0,0,0,25,5,0,0,0,0,5,0,0,0,0,0,0,33,0,0,0,0,33
SSC50204,29,0,0,6,0,33,3,0,0,12,0,10,0,0,0,0,0,0,31,0,0,17,0,50
SSC50205,7,0,0,0,0,7,11,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,14
SSC50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50207,1413,0,0,12,0,1434,154,0,0,0,0,158,25,0,0,0,0,29,1599,0,0,14,7,1616
SSC50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50209,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC50210,647,360,181,16,4,1207,84,41,89,19,4,242,20,12,13,3,0,40,751,413,281,37,7,1486
SSC50211,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50212,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC50213,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC50214,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC50215,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11
SSC50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50217,228,0,0,0,0,226,21,0,0,0,0,21,3,0,0,0,0,3,252,0,0,0,0,252
SSC50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50219,16,0,0,3,0,14,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,3,0,17
SSC50220,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3
SSC50221,965,25,0,0,6,991,14,0,0,0,0,16,20,0,0,0,0,15,996,22,0,0,5,1022
SSC50222,73,0,0,0,4,82,3,0,0,4,0,3,0,0,0,0,0,0,77,0,0,4,4,86
SSC50223,26,0,0,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,30,0,0,3,0,34
SSC50224,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50226,153,203,466,0,0,824,25,14,46,0,0,81,0,3,16,0,0,26,177,221,530,0,0,926
SSC50227,420,92,0,55,3,570,121,65,0,34,0,217,10,15,0,10,0,35,555,166,0,99,3,824
SSC50228,3596,119,32,0,3,3756,320,25,18,0,5,364,70,3,0,0,3,71,3983,152,49,0,7,4193
SSC50229,4279,56,0,0,5,4343,283,18,0,0,0,300,73,0,0,0,0,75,4635,74,0,0,5,4716
SSC50230,1171,65,84,111,20,1449,177,8,26,43,3,260,33,0,5,13,0,53,1385,75,122,161,23,1769
SSC50231,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50233,53,0,0,0,0,59,21,0,0,0,0,28,3,0,0,0,0,3,78,0,0,0,0,86
SSC50234,447,101,26,0,0,573,102,99,9,0,0,213,9,13,0,0,0,25,565,212,35,0,0,810
SSC50235,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13
SSC50236,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50237,99,0,0,0,0,99,52,0,0,0,0,52,3,0,0,0,0,3,149,0,0,0,0,151
SSC50238,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50239,1235,47,0,0,0,1285,231,26,0,0,0,255,37,8,0,0,0,41,1505,76,0,0,0,1586
SSC50240,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50242,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC50243,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50244,8331,782,63,7,6,9183,345,63,9,0,0,425,125,22,0,0,0,143,8806,869,71,7,4,9755
SSC50245,825,749,150,4,9,1733,158,117,16,0,0,296,37,33,11,0,0,75,1023,895,178,8,10,2111
SSC50246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50247,153,0,0,5,0,163,38,0,0,6,0,42,4,0,0,0,0,4,202,0,0,14,0,214
SSC50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SSC50249,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,0,0,0,0,12,0,9
SSC50250,718,25,3,0,3,750,103,20,3,0,0,123,22,0,0,0,0,22,838,43,6,0,3,894
SSC50251,41,0,0,0,0,41,13,0,0,0,0,13,0,0,0,0,0,0,60,0,0,0,0,60
SSC50252,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SSC50253,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC50254,108,0,0,0,0,108,9,0,0,0,0,15,5,0,0,0,0,5,125,0,0,0,0,122
SSC50255,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,40,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,39
SSC50258,35,0,0,0,0,35,11,0,0,0,0,11,0,0,0,0,0,0,46,0,0,0,0,46
SSC50259,297,0,0,3,5,303,17,0,0,0,0,17,3,0,0,0,0,3,314,0,0,3,5,319
SSC50260,1254,254,0,0,0,1509,331,193,0,0,0,531,40,29,0,0,0,72,1629,476,0,0,3,2107
SSC50261,1873,183,0,0,0,2058,81,49,0,0,0,125,13,5,0,0,0,25,1966,237,0,0,0,2208
SSC50262,1365,701,35,9,13,2111,157,164,32,3,0,350,37,34,15,0,3,85,1554,897,76,8,17,2554
SSC50263,26,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,33
SSC50264,166,0,0,19,4,184,11,0,0,3,0,16,3,0,0,0,0,3,174,0,0,17,4,200
SSC50265,123,0,3,0,0,127,25,0,3,0,0,25,4,0,0,0,0,4,153,0,6,0,0,162
SSC50266,31,7,3,3,6,52,4,3,7,0,0,23,0,0,0,0,0,0,35,12,13,4,6,71
SSC50267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50268,2008,56,0,0,0,2060,78,9,0,0,0,89,29,4,0,0,0,37,2118,67,0,3,0,2187
SSC50269,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC50270,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50271,32,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,38
SSC50272,1060,23,45,7,4,1131,195,6,5,0,3,216,31,0,0,0,0,37,1292,24,46,5,7,1379
SSC50273,225,0,0,0,0,225,16,0,0,0,0,13,9,0,0,0,0,9,243,0,0,0,0,245
SSC50274,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC50275,49,0,0,0,0,49,17,0,0,0,0,20,3,0,0,0,0,3,65,0,0,0,0,68
SSC50276,1460,60,0,35,6,1566,109,11,0,28,0,159,36,3,0,3,0,41,1607,77,0,66,6,1760
SSC50277,116,71,0,5,3,199,55,52,0,0,0,105,4,15,0,0,0,18,173,135,0,5,3,318
SSC50278,153,0,0,3,0,154,42,0,0,0,0,42,11,0,0,0,0,11,199,0,0,3,0,206
SSC50279,42,0,0,3,3,50,8,0,0,0,0,13,0,0,0,0,0,0,55,0,0,6,3,65
SSC50280,313,39,0,13,0,368,26,0,0,10,0,39,0,3,0,0,0,0,338,40,0,26,0,402
SSC50281,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
SSC50282,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50283,41,0,0,0,0,41,9,0,0,0,0,9,0,0,0,0,0,0,45,0,0,0,0,45
SSC50284,26,0,0,0,0,29,5,0,0,0,0,5,3,0,0,0,0,3,39,0,0,0,0,36
SSC50285,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
SSC50286,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC50287,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50289,553,0,0,4,3,563,49,0,0,0,0,53,16,0,0,0,3,16,616,0,0,6,5,628
SSC50290,267,0,0,9,0,272,29,0,0,3,0,36,6,0,0,0,0,6,300,0,0,9,0,310
SSC50291,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17
SSC50292,728,152,220,0,0,1102,25,10,30,0,0,58,14,3,7,0,0,22,763,167,257,0,0,1185
SSC50293,1771,103,119,3,0,1991,102,5,78,0,0,189,30,0,11,0,0,40,1900,111,209,3,4,2221
SSC50294,102,0,0,0,0,102,29,0,0,0,0,29,3,0,0,0,0,3,131,0,0,0,0,129
SSC50295,1414,722,730,0,18,2886,66,70,143,0,0,282,23,19,18,0,7,64,1504,811,895,0,22,3230
SSC50296,3305,637,17,0,7,3966,297,108,4,0,0,405,63,23,0,0,0,87,3662,771,20,4,7,4457
SSC50297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC50298,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,1761,397,38,3,6,2198,400,96,14,0,0,510,68,24,53,0,5,149,2235,513,96,5,12,2856
SSC50301,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,143,0,355,0,0,496,18,0,48,0,0,64,0,0,3,0,0,9,164,0,403,0,0,569
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50305,16,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,22
SSC50306,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
SSC50307,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11
SSC50308,375,3,0,0,0,376,32,0,0,0,0,31,7,0,0,0,0,6,411,3,0,0,0,420
SSC50309,1975,51,5,14,3,2048,626,55,6,4,7,692,72,9,3,0,0,89,2674,116,18,18,8,2831
SSC50310,11,0,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,20
SSC50311,202,3,0,0,0,209,28,0,0,0,0,30,3,0,0,0,0,3,234,4,0,0,0,240
SSC50312,66,4,0,0,0,67,14,0,0,0,0,14,0,0,0,0,0,0,80,4,0,0,0,84
SSC50313,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC50314,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC50315,1812,2807,713,3,16,5354,228,311,105,0,11,654,52,66,15,0,3,136,2097,3184,828,0,32,6137
SSC50316,65,0,0,0,0,68,14,0,0,0,0,15,4,0,0,0,0,4,81,0,0,0,4,83
SSC50317,1027,131,11,0,0,1175,36,27,6,0,0,69,8,4,0,0,0,15,1073,167,17,0,0,1254
SSC50318,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC50319,978,102,42,0,4,1123,260,47,32,0,0,341,36,8,8,0,0,56,1274,160,85,5,4,1524
SSC50320,1244,44,0,80,0,1373,155,7,0,34,0,203,34,0,0,5,0,42,1436,59,0,118,0,1615
SSC50321,140,0,0,3,0,144,27,0,0,0,0,29,3,0,0,0,0,9,172,0,0,3,0,182
SSC50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50323,1358,171,169,0,3,1705,269,102,63,0,0,433,45,10,10,0,0,68,1676,277,248,0,3,2204
SSC50324,435,15,40,0,0,487,39,4,5,0,0,47,10,0,0,3,0,8,479,17,45,4,0,541
SSC50325,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50326,196,0,5,13,0,214,79,0,10,4,0,91,11,0,3,0,0,16,287,3,14,17,0,320
SSC50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50328,1856,113,3,0,0,1983,331,64,5,0,0,408,72,6,0,0,0,83,2265,191,10,0,0,2465
SSC50329,112,0,0,0,0,110,20,0,0,0,0,20,6,0,0,0,0,6,132,0,0,0,0,137
SSC50330,43,0,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,44
SSC50331,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0,0,28
SSC50332,29,0,0,0,0,29,14,0,0,0,0,14,3,0,0,0,0,3,45,0,0,0,0,45
SSC50333,226,0,0,0,0,222,27,0,0,0,0,27,9,0,0,0,0,9,257,0,0,0,0,262
SSC50334,59,0,0,0,0,59,22,0,0,0,0,22,0,0,0,0,0,0,80,0,0,0,0,81
SSC50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50336,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC50337,0,0,0,22,0,18,0,3,0,7,0,16,0,0,0,0,0,0,3,3,0,27,0,40
SSC50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50339,220,4,0,0,4,233,78,6,0,0,0,81,6,0,0,0,0,6,305,13,0,3,8,323
