SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC30777,0,15,68,39,30,24,11,3,0,187,0,5,43,26,50,21,3,0,0,151,0,0,17,29,31,19,0,0,0,99,0,0,8,21,25,8,3,0,0,66,0,0,9,18,11,10,0,0,0,44,0,0,3,7,3,0,0,0,0,19,16,18,35,26,28,14,16,8,4,166,130,180,376,341,351,268,216,128,59,2063
SSC30778,0,0,0,0,6,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,4,0,0,11,13,12,4,18,38,34,27,12,0,163
SSC30779,0,14,88,108,121,81,27,11,11,451,0,3,38,89,72,26,12,0,0,246,0,0,33,68,62,29,8,0,0,202,0,0,17,38,47,15,3,0,0,127,0,0,19,63,53,19,5,4,0,164,0,0,8,22,20,14,7,3,3,66,23,20,26,37,55,43,60,41,54,358,423,279,622,866,931,785,725,517,280,5432
SSC30780,0,12,61,27,37,38,23,5,0,204,0,3,44,33,32,38,13,4,0,161,0,0,24,29,40,22,5,3,0,124,0,0,18,30,26,19,5,0,0,100,0,0,18,40,20,32,13,0,0,122,0,0,3,28,26,28,11,3,0,103,4,12,20,36,34,47,30,19,9,213,147,121,373,398,399,474,325,135,45,2412
SSC30781,0,4,11,25,33,40,5,0,0,124,0,0,8,16,21,8,6,0,0,62,0,0,12,18,28,17,4,3,0,81,0,0,3,9,21,8,7,0,0,52,0,0,7,19,15,15,5,0,0,61,0,4,0,16,15,4,5,0,0,46,8,7,16,13,27,19,25,11,7,137,113,81,153,237,301,292,217,80,29,1488
SSC30782,3,30,102,153,181,132,54,18,9,671,0,12,76,101,116,85,21,3,3,419,0,4,52,95,103,69,16,0,3,346,0,0,30,53,64,24,6,3,0,183,0,0,25,76,72,22,14,5,0,217,0,6,13,44,38,24,4,3,0,135,33,36,44,63,63,62,84,82,95,565,591,467,781,1178,1317,1196,964,586,295,7377
SSC30783,0,0,3,0,0,5,0,0,0,7,0,3,8,0,0,3,0,0,0,14,0,3,3,3,0,0,0,0,0,12,0,0,0,4,4,3,0,0,0,13,0,3,31,23,18,7,0,0,0,79,0,0,34,32,40,15,0,0,0,131,0,3,11,6,8,3,0,0,0,35,0,9,96,77,79,41,11,9,0,323
SSC30784,0,0,7,0,0,3,0,0,0,14,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,10,6,9,16,3,15,30,17,4,5,101
SSC30785,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,0,3,4,0,23
SSC30786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9
SSC30787,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,3,0,8,4,3,0,25
SSC30788,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,21,6,8,5,12,12,23,17,3,0,85
SSC30789,0,3,31,12,23,10,0,0,0,87,0,3,24,16,10,11,0,3,0,64,0,0,12,11,7,0,3,0,0,33,0,0,7,5,10,3,0,0,0,28,0,0,3,15,13,0,0,0,0,31,0,0,0,7,0,0,0,0,0,7,11,4,10,24,8,13,10,12,3,102,70,53,182,168,163,132,104,41,14,933
SSC30790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30791,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,3,0,0,0,8,16,3,7,11,36,24,20,11,3,124
SSC30792,0,0,0,5,3,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,10,9,0,17,12,23,26,24,4,3,113
SSC30793,0,34,117,135,104,92,26,4,0,510,0,22,89,100,66,38,24,3,0,342,0,5,75,89,92,57,16,0,0,341,0,0,49,83,46,33,9,0,0,224,0,0,42,101,84,40,9,0,0,283,0,0,9,49,48,22,7,0,0,136,32,23,44,50,55,52,39,9,6,319,439,411,871,1029,867,792,608,176,51,5241
SSC30794,0,0,3,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,4,5,3,3,0,0,0,0,15,14,18,32,31,18,9,14,3,0,130
SSC30795,0,39,98,62,48,34,6,0,0,295,0,11,56,42,30,30,8,0,0,177,0,7,57,38,34,15,3,0,0,159,0,3,30,26,25,15,0,0,0,94,0,3,23,38,29,18,0,0,0,116,0,0,5,3,3,0,0,0,0,13,19,19,72,27,37,26,18,7,4,227,241,380,682,450,411,320,145,58,12,2701
SSC30796,0,3,0,4,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,14,13,9,8,20,20,7,11,0,96
SSC30797,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,16,26,8,10,8,5,0,0,66
SSC30798,8,99,197,215,197,136,39,9,0,894,0,33,162,127,103,92,22,4,0,546,0,8,89,126,118,77,12,9,0,435,0,8,54,77,73,46,8,3,0,268,0,9,100,105,103,50,18,4,3,395,0,9,28,63,43,23,12,7,0,178,103,62,120,144,133,127,84,90,52,918,950,831,1588,1691,1584,1336,954,555,251,9745
SSC30799,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,10,10,3,17,16,25,22,30,9,0,130
SSC30800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC30801,0,0,0,4,4,3,3,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,11,3,0,19,5,4,15,19,31,48,52,14,0,194
SSC30802,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,7,3,8,12,13,13,3,0,0,56
SSC30803,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,9,6,10,20,8,13,5,0,79
SSC30804,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,4,3,0,3,10,13,7,4,0,42
SSC30805,0,3,0,11,5,4,3,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,3,4,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,4,0,0,0,4,6,0,4,0,4,0,11,9,0,27,17,8,16,38,54,61,69,19,5,292
SSC30806,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,5,0,0,0,25
SSC30807,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,12,8,3,4,15,19,19,21,6,0,94
SSC30808,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,7,4,9,24,14,13,3,3,82
SSC30809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,3,9,8,8,4,0,42
SSC30810,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,3,8,10,14,14,3,0,43
SSC30811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,3,3,0,0,24
SSC30812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,3,3,0,28
SSC30813,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,16,3,3,10,10,11,11,8,0,4,66
SSC30814,0,0,0,10,0,4,0,0,0,14,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,14,4,10,23,26,21,13,6,0,117
SSC30815,0,27,100,60,52,48,15,0,0,309,0,13,66,37,37,43,8,0,0,200,0,3,35,34,32,27,4,0,0,135,0,0,22,24,16,17,3,0,0,74,0,0,17,23,25,25,4,0,0,97,0,0,3,8,4,4,9,0,0,30,23,44,64,42,25,26,27,16,0,273,357,645,963,593,419,459,363,150,45,4006
SSC30816,0,0,3,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,11,19,16,6,6,3,0,65
SSC30817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,11
SSC30818,0,18,87,71,44,37,4,0,3,265,0,7,57,42,28,22,3,3,0,160,0,4,46,41,19,6,4,0,0,118,0,0,27,25,11,8,4,0,0,80,0,0,25,34,17,6,0,0,3,87,0,3,4,13,8,3,3,0,0,30,31,57,127,69,62,43,26,28,9,450,235,398,859,619,492,449,241,149,58,3506
SSC30819,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,0,0,0,3,4,0,0,0,13,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,13,10,6,17,16,24,18,26,5,0,128
SSC30820,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,3,0,0,0,36,11,17,29,14,11,14,0,0,0,110
SSC30821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,8,0,3,4,0,0,0,14
SSC30822,3,4,31,33,32,32,14,0,0,148,0,0,16,37,27,13,4,0,0,108,0,0,14,49,36,14,4,0,0,118,0,0,10,32,25,3,4,0,0,78,0,0,5,37,33,17,9,0,0,105,0,0,3,13,12,4,0,0,0,38,20,0,5,22,15,9,22,9,3,110,129,74,183,354,322,242,203,61,28,1600
SSC30823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,4,0,3,0,23
SSC30824,0,10,45,65,73,47,14,3,3,267,0,4,57,62,48,27,9,0,0,199,0,3,37,52,53,20,3,0,0,180,0,0,14,23,21,18,0,0,0,86,0,0,17,58,42,12,3,0,0,133,0,0,3,14,17,12,3,0,0,56,16,15,29,46,46,22,40,39,12,272,206,184,429,572,549,441,336,212,100,3027
SSC30825,5,69,237,318,316,187,48,13,8,1191,0,24,150,187,165,88,31,3,0,657,0,10,96,145,147,109,8,0,0,510,0,3,45,76,78,42,7,0,0,250,0,4,35,86,82,42,6,0,0,264,0,0,15,21,37,23,5,0,0,110,148,124,202,248,241,185,173,199,178,1706,1365,1267,2275,2543,2674,2289,1794,978,386,15562
SSC30826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30827,0,21,60,43,41,15,3,0,0,184,0,20,58,33,35,12,0,0,0,157,0,3,44,34,39,19,0,0,0,133,0,3,31,35,15,8,0,0,0,98,0,0,22,28,23,8,0,0,0,80,0,0,3,19,8,3,0,0,0,26,21,16,39,14,28,14,3,5,0,133,170,165,377,317,274,147,56,15,0,1527
SSC30828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,0,0,10
SSC30829,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,4,3,0,29,3,7,14,21,40,61,36,13,0,191
SSC30830,0,32,94,62,51,34,8,0,0,280,0,14,70,61,44,29,6,0,0,219,0,5,36,32,35,26,3,0,0,131,0,3,27,23,10,7,0,0,0,71,0,3,24,28,18,9,0,0,0,84,0,0,5,0,4,0,0,0,0,17,38,36,80,50,49,51,26,20,0,352,284,354,686,567,459,413,228,86,19,3097
SSC30831,0,0,0,7,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,17,9,5,7,17,20,26,24,7,3,119
SSC30832,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,11,6,0,0,36,3,0,9,9,16,22,15,3,0,84
SSC30833,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,19,10,0,9,16,24,29,43,19,0,142
SSC30834,0,0,4,0,4,3,3,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,3,9,4,7,0,3,43,19,5,19,30,53,50,56,12,3,246
SSC30835,0,0,11,20,18,17,4,0,0,73,0,0,10,18,14,0,3,0,0,51,0,0,3,4,13,11,0,0,0,40,0,0,6,7,6,8,0,0,0,25,0,3,7,11,7,5,0,0,0,34,0,0,0,3,5,3,0,0,0,13,11,5,8,15,11,21,16,8,0,92,76,53,94,149,164,156,120,28,7,856
SSC30836,0,3,14,8,5,13,0,0,0,46,0,0,6,5,9,4,0,0,0,24,0,0,0,4,4,8,0,0,0,14,0,0,3,0,6,0,0,0,0,10,0,0,0,8,3,0,0,0,0,9,0,0,0,0,9,0,0,0,0,10,12,13,17,12,18,20,8,6,4,97,73,77,134,111,146,144,88,60,18,850
SSC30837,0,0,3,0,0,3,0,0,0,9,0,0,0,0,3,0,3,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,16,12,3,10,22,32,29,14,0,0,120
SSC30838,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,6,0,5,7,13,18,10,4,0,72
SSC30839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30840,0,3,0,3,3,0,0,0,0,19,0,0,0,0,3,0,0,0,0,8,0,0,3,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,0,4,5,0,31,12,6,32,48,42,42,32,15,0,230
SSC30841,0,0,5,4,4,5,0,0,0,19,0,0,0,3,5,0,0,0,0,16,0,0,0,8,9,5,0,0,0,15,0,0,0,10,4,5,0,0,0,18,0,0,0,5,6,0,0,0,0,19,0,0,0,0,11,3,0,0,0,13,0,0,3,3,11,4,0,0,0,28,44,24,34,50,86,49,29,11,3,320
SSC30842,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,11,3,4,3,15,3,8,3,5,0,31
SSC30843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,5,0,0,0,17
SSC30844,0,0,3,10,14,11,5,0,0,35,0,0,0,4,7,7,3,0,0,16,0,0,4,4,5,3,0,0,0,16,0,0,0,4,4,4,0,0,0,11,0,0,4,7,8,0,0,0,0,16,0,0,0,4,3,3,0,0,0,10,5,3,4,3,15,6,3,0,0,44,27,17,39,61,99,93,51,8,6,404
SSC30845,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,8,5,0,4,14,10,3,0,0,39
SSC30846,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,6,11,3,0,41
SSC30847,6,3,17,17,25,12,7,7,6,95,0,0,9,16,23,17,0,3,0,77,0,0,7,22,27,19,9,3,0,81,0,0,0,7,11,9,0,0,0,34,0,0,0,14,14,15,0,0,3,47,0,0,0,16,26,7,3,4,0,53,9,3,3,10,16,15,31,33,31,157,124,80,106,190,285,275,263,180,110,1615
SSC30848,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,7,7,11,3,0,49
SSC30849,0,4,5,19,20,13,14,4,0,79,0,0,10,20,21,8,3,3,0,71,0,0,3,6,14,10,0,0,0,38,0,0,3,5,15,14,0,0,0,37,0,0,0,10,12,8,0,0,0,33,0,0,0,14,17,4,4,0,0,33,11,9,11,23,24,21,22,12,5,138,88,54,78,178,250,197,177,75,25,1127
SSC30850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,6,9,3,0,27
SSC30851,0,0,3,7,14,14,4,3,0,48,0,0,3,6,9,3,3,0,0,21,0,0,3,9,5,6,0,0,0,25,0,0,0,4,5,3,0,4,0,16,0,0,3,10,4,4,0,0,0,17,0,0,0,3,0,3,0,0,0,14,11,6,12,9,20,22,19,16,0,110,58,27,89,114,178,180,125,84,16,865
SSC30852,0,3,3,0,4,6,0,3,0,25,0,0,0,3,8,3,0,0,0,11,0,0,0,5,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,8,0,0,3,0,4,0,3,0,0,12,0,0,0,0,4,4,0,0,0,12,7,3,10,14,13,5,6,0,0,67,23,15,46,47,54,41,28,17,0,274
