SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC12646,15,25,0,0,0,0,0,0,4,20,4,20,0,0,0,5,0,0,0,5,3,21,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,18,53
SSC12647,79,152,3,18,9,29,8,24,45,161,58,225,4,26,5,25,15,40,26,96,85,325,0,0,3,15,4,12,15,34,25,57,0,8,6,13,17,29,24,48,47,108,0,0,207,583
SSC12648,12,24,0,0,0,0,0,0,4,31,4,31,3,5,0,5,0,0,4,12,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,7,0,0,21,65
SSC12649,41,89,0,6,3,19,0,0,12,53,21,79,0,0,0,0,5,11,6,16,25,91,0,0,0,11,3,6,5,22,11,41,0,0,0,0,7,12,4,18,22,57,0,0,89,236
SSC12650,14,27,0,0,0,0,0,0,8,37,8,37,0,0,0,0,0,0,0,0,11,40,0,0,0,0,0,0,4,18,4,18,0,3,0,0,4,4,3,10,13,26,3,5,43,101
SSC12651,22,40,0,0,4,35,0,0,12,58,18,88,3,9,4,7,7,25,13,43,34,135,0,0,0,3,0,0,3,9,0,6,0,0,0,0,0,0,0,0,0,6,0,0,58,184
SSC12652,81,159,3,14,3,20,0,0,17,75,21,101,4,17,8,24,14,39,23,77,46,174,0,0,3,5,3,4,4,11,9,26,0,0,0,0,3,8,7,9,12,30,0,0,145,373
SSC12653,677,1322,13,58,58,250,10,52,271,1056,350,1425,18,80,46,135,122,379,193,592,538,2013,7,18,17,53,5,22,60,155,89,243,11,28,23,56,111,243,148,326,239,570,20,39,1468,3952
SSC12654,834,1648,8,53,72,330,13,62,368,1470,466,1910,29,105,35,112,85,266,152,481,621,2394,3,14,14,54,3,4,79,206,99,286,7,17,14,38,64,140,85,192,188,476,16,30,1653,4544
SSC12655,71,140,0,9,9,45,7,21,37,151,53,227,3,17,15,36,14,32,26,85,81,312,0,0,3,12,0,3,4,4,9,25,3,7,3,7,0,4,6,16,17,38,0,0,169,491
SSC12656,14,23,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,3,4,0,0,0,6,3,3,3,9,6,13,0,0,17,39
SSC12657,30,64,0,0,0,13,0,0,10,31,10,41,0,0,3,11,4,8,7,24,17,64,0,0,0,9,0,0,0,0,4,11,0,0,0,3,3,3,3,9,5,20,0,3,60,149
SSC12658,3,3,0,9,0,0,0,0,0,9,3,12,0,0,0,7,0,5,0,7,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31
SSC12659,17,28,0,6,0,12,0,0,3,12,6,31,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62
SSC12660,34,74,0,17,0,6,0,3,19,60,22,92,0,3,3,4,3,10,5,19,30,112,0,0,0,4,3,7,6,17,4,26,0,0,0,3,7,15,8,21,14,47,0,0,82,236
SSC12661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12662,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12663,4,8,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22
SSC12664,4,9,0,0,0,0,0,3,0,5,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23
SSC12665,13,17,0,4,4,16,0,0,4,19,8,39,3,7,0,0,3,3,3,13,13,56,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,8,0,3,26,82
SSC12666,9,21,0,0,0,3,0,0,3,15,4,13,3,7,0,0,0,0,3,7,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,17,44
SSC12667,3,3,0,0,0,7,0,0,3,11,4,13,0,0,0,3,0,3,0,4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,22
SSC12668,3,9,0,0,0,4,0,0,0,8,4,12,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23
SSC12669,170,333,0,0,3,24,4,18,50,199,59,240,9,35,3,23,19,60,37,116,94,359,0,0,0,0,0,0,13,34,13,34,0,5,3,8,14,33,18,44,34,81,3,4,301,779
SSC12670,450,890,3,16,17,84,7,38,122,480,151,626,6,22,15,42,34,97,51,160,202,786,3,9,8,19,3,18,26,55,33,98,4,7,7,16,31,56,41,78,77,180,5,11,730,1857
SSC12671,257,513,10,57,35,171,10,60,159,664,223,955,14,59,23,76,50,164,93,295,307,1252,0,3,7,29,3,9,48,128,55,161,0,6,8,16,24,57,38,82,95,245,6,10,672,2021
SSC12672,1126,2222,11,74,128,595,23,114,733,2874,901,3665,99,386,123,434,283,903,504,1731,1412,5393,0,16,26,103,8,21,85,225,122,364,15,41,51,120,152,338,218,504,340,867,23,36,2899,8518
SSC12673,0,3,0,0,0,8,0,0,0,4,3,10,0,4,0,0,3,5,3,11,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28
SSC12674,26,45,0,5,0,6,0,3,7,25,11,36,0,4,3,3,12,32,15,40,23,77,0,0,0,0,0,4,0,3,3,7,0,7,0,0,3,17,9,22,7,26,0,3,57,156
SSC12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12676,26,56,0,0,3,16,0,0,9,44,13,61,0,7,0,0,5,13,10,18,23,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,50,138
SSC12677,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC12678,16,37,0,0,0,8,3,9,3,7,8,29,0,0,0,0,4,6,4,10,8,33,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,3,0,7,7,9,0,0,32,79
SSC12679,13,27,0,0,0,0,0,3,3,22,3,21,0,0,0,3,3,16,7,17,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,67
SSC12680,3,3,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
SSC12681,0,7,0,0,0,3,0,0,6,13,4,22,0,3,0,0,0,0,0,3,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26
SSC12682,8,17,0,0,3,10,0,0,4,20,7,33,0,0,0,0,0,0,0,0,11,37,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,5,0,0,18,54
SSC12683,29,62,0,5,4,23,0,0,6,35,17,60,0,3,3,14,4,12,12,30,25,89,0,0,0,0,0,0,5,11,5,11,0,0,0,3,4,4,3,6,5,23,0,0,61,173
SSC12684,8,21,0,0,0,0,0,0,4,13,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,12,29
SSC12685,77,145,0,7,3,18,0,8,35,157,47,185,3,9,0,3,12,27,11,37,53,228,0,9,0,5,0,3,10,38,18,50,0,4,0,0,3,9,6,12,19,61,0,4,153,444
SSC12686,415,814,12,57,51,230,6,28,298,1121,363,1443,33,112,39,152,141,465,215,730,577,2167,0,10,8,31,7,22,71,175,87,239,13,31,17,41,98,215,132,284,216,530,29,53,1229,3569
SSC12687,15,34,0,0,3,16,0,0,16,58,18,74,0,3,0,10,5,9,8,18,26,94,0,0,0,0,0,4,3,8,3,16,0,3,0,0,6,5,5,7,11,22,0,0,50,157
SSC12688,19,38,0,0,0,0,0,0,12,52,12,52,0,3,0,0,0,3,3,7,13,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,0,0,37,104
SSC12689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12690,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,4
SSC12691,4,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15
SSC12692,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
SSC12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12694,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12695,0,3,0,0,0,3,0,0,3,15,3,15,0,0,0,0,0,4,0,7,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24
SSC12696,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,8,13
SSC12697,16,35,0,0,0,0,0,0,9,30,9,30,0,0,0,3,5,11,4,14,13,39,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,0,0,31,81
SSC12698,54,103,0,0,13,42,0,4,49,209,65,255,3,15,3,14,7,26,18,60,81,312,0,0,0,3,0,0,3,13,5,22,0,0,0,3,3,3,4,5,11,28,0,3,145,449
SSC12699,128,257,0,8,9,30,7,20,64,250,75,306,0,0,4,20,28,83,35,103,107,403,0,7,4,14,0,3,25,66,28,89,3,5,3,7,20,45,25,52,48,137,3,4,295,806
SSC12700,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12701,13,26,0,0,0,12,0,0,6,10,5,26,0,8,0,0,0,0,0,8,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,6,0,0,22,59
SSC12702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12703,217,435,3,25,31,139,0,3,156,628,193,797,8,38,20,63,36,126,64,225,254,1022,0,3,3,16,0,5,26,72,33,95,3,9,3,9,27,55,29,66,59,161,0,0,537,1621
SSC12704,54,110,0,4,0,6,0,6,17,58,18,70,3,7,0,12,8,30,13,51,29,124,0,0,0,0,0,0,4,16,4,16,0,0,0,0,8,10,8,10,6,24,0,0,91,260
SSC12705,5,9,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24
SSC12706,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC12707,16,28,0,0,0,6,0,0,3,11,3,20,0,0,0,0,3,10,3,11,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,21,62
SSC12708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12709,21,43,0,3,6,25,0,5,17,62,24,92,0,10,3,3,0,7,5,18,28,112,0,0,0,6,0,0,3,6,3,10,0,0,0,7,3,7,3,14,11,21,0,0,58,186
SSC12710,213,418,15,74,42,174,15,61,223,908,286,1217,13,55,26,76,39,126,86,262,369,1484,0,0,6,18,3,7,24,61,31,90,3,5,4,14,24,50,31,73,56,162,3,3,646,2069
SSC12711,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC12712,791,1595,14,93,125,569,50,233,899,3562,1084,4460,62,275,76,276,261,843,399,1391,1489,5855,6,21,20,60,14,61,147,399,181,537,20,79,31,75,154,360,213,508,393,1048,36,81,2702,8576
SSC12713,8,10,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,3,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,23
SSC12714,63,128,0,8,8,22,0,3,21,73,30,108,0,7,5,8,8,22,11,35,38,142,0,0,3,7,3,20,15,37,18,66,0,3,0,3,12,21,11,24,31,87,4,4,135,360
SSC12715,9,13,0,0,3,26,0,6,14,64,21,99,0,3,3,11,4,9,9,27,30,123,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,3,4,0,3,38,145
SSC12716,7,17,0,0,0,0,0,0,3,7,3,7,0,0,0,3,0,4,3,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33
SSC12717,18,38,0,7,0,6,0,0,5,9,4,20,0,7,0,4,0,0,0,5,6,27,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,5,0,5,3,11,0,0,29,75
SSC12718,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SSC12719,0,5,0,0,0,0,0,0,4,14,4,14,0,0,0,0,0,4,0,4,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26
SSC12720,9,14,0,0,0,4,0,0,4,11,3,13,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,29
SSC12721,4,7,0,9,0,3,0,0,4,28,11,40,0,0,0,0,0,0,0,7,11,47,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,20,64
SSC12722,830,1647,14,72,65,289,31,136,516,2004,625,2500,24,84,55,158,161,499,237,745,864,3241,3,23,29,97,36,145,249,743,322,1008,16,50,21,45,165,363,204,458,523,1468,54,127,2275,6489
SSC12723,414,829,3,13,19,85,7,39,107,403,134,546,13,64,23,77,46,142,81,292,216,837,0,5,9,30,6,22,50,133,67,181,7,31,15,31,66,143,84,202,155,385,13,31,803,2081
SSC12724,117,233,0,20,3,29,5,16,50,202,60,268,4,17,3,16,7,34,19,66,78,334,4,17,0,0,0,0,11,37,16,51,0,0,0,3,9,19,14,20,25,66,0,0,220,633
SSC12725,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
SSC12726,14,19,0,0,0,0,0,0,9,32,9,32,0,0,0,0,3,12,3,12,14,40,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,8,0,0,29,71
SSC12727,190,383,0,12,14,67,0,20,75,281,94,381,7,36,12,33,31,93,48,162,141,537,0,3,3,8,3,10,25,70,31,87,0,3,3,13,25,47,28,67,59,155,9,14,404,1094
SSC12728,967,1951,12,59,116,514,23,94,776,2891,921,3561,71,303,123,411,243,767,438,1478,1359,5042,3,16,21,64,3,20,125,325,156,427,23,65,60,134,193,428,276,627,430,1050,54,123,2809,8170
SSC12729,137,279,0,0,7,36,3,13,79,281,90,325,3,14,5,26,17,56,27,104,115,425,0,0,4,14,0,0,9,27,15,37,3,8,5,13,15,29,27,55,38,92,3,14,303,806
SSC12730,33,66,0,4,3,7,0,3,11,35,13,59,0,0,3,10,4,10,4,18,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,3,13,0,3,62,152
SSC12731,46,90,0,0,4,15,3,10,9,31,10,52,3,7,5,12,11,27,10,49,28,101,0,0,0,3,0,0,5,15,6,18,0,0,0,7,0,4,7,9,10,27,0,0,83,219
SSC12732,57,111,0,0,4,36,3,11,36,143,43,182,0,0,3,3,13,49,20,58,64,239,0,0,3,9,4,8,18,54,23,68,0,5,0,3,15,29,17,39,45,107,0,0,162,462
SSC12733,11,20,0,0,0,3,0,0,3,8,4,16,0,4,0,0,0,4,3,6,3,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,8,3,10,0,0,17,54
SSC12734,543,1081,7,36,28,119,14,47,155,618,200,818,12,50,26,82,96,300,136,431,341,1251,0,4,11,40,13,55,70,193,99,294,5,13,16,36,61,126,85,184,182,481,17,35,1083,2852
SSC12735,146,293,3,19,7,21,0,11,48,185,57,242,3,6,12,38,16,45,30,90,84,333,0,0,4,13,3,9,17,42,22,58,0,6,3,3,12,24,17,36,42,93,0,3,275,729
SSC12736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12737,14,36,0,0,3,16,0,0,8,34,10,52,0,0,0,9,0,0,0,9,12,59,0,0,0,0,0,0,4,3,4,3,0,0,0,0,3,5,4,5,6,7,0,3,37,109
SSC12738,3114,6069,30,132,344,1526,28,105,2008,7594,2404,9360,169,674,515,1737,420,1286,1107,3692,3511,13053,0,6,61,198,7,29,271,657,351,890,47,144,158,352,257,524,459,1022,807,1908,86,180,7525,21215
SSC12739,960,1897,22,124,81,360,33,139,478,1903,604,2530,37,145,53,166,159,500,247,812,849,3337,3,10,35,141,22,70,129,360,195,587,14,47,47,105,130,280,189,426,382,1017,16,37,2213,6287
SSC12740,0,3,0,0,0,3,0,0,0,13,3,13,0,0,0,3,0,3,4,6,6,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,24
SSC12741,87,164,0,0,11,39,4,8,25,97,36,144,3,15,9,26,11,29,22,69,57,208,0,8,0,3,0,0,15,27,14,39,0,4,0,0,9,14,6,12,27,58,3,3,169,432
SSC12742,13,36,0,0,3,13,0,7,5,29,8,46,0,0,0,0,4,7,4,7,10,48,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,6,3,9,0,0,32,95
SSC12743,65,127,0,0,3,8,0,8,23,93,26,108,0,0,3,7,8,27,8,31,41,142,0,0,0,3,0,0,13,33,16,37,0,0,0,3,3,7,4,9,20,43,0,3,126,315
SSC12744,7,11,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21
SSC12745,790,1601,43,223,201,936,81,346,1038,4161,1359,5673,130,559,125,441,322,1048,579,2047,1939,7718,11,54,35,138,18,92,165,457,234,741,30,92,53,128,154,343,237,563,478,1305,19,52,3232,10681
SSC12746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12747,25,41,0,3,3,13,0,0,8,36,15,50,0,3,0,3,4,18,8,22,21,76,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,6,3,6,3,10,0,3,44,127
SSC12748,345,684,8,48,25,143,13,55,175,693,222,935,10,29,26,80,60,189,94,304,312,1237,0,11,17,69,14,62,118,359,151,493,8,32,20,48,107,227,137,306,289,800,20,42,965,2755
SSC12749,20,41,0,0,0,5,0,0,9,21,10,27,0,0,0,0,8,17,8,17,13,42,0,4,0,8,0,0,4,12,6,28,0,0,0,0,7,18,7,18,12,44,0,0,48,134
SSC12750,555,1118,18,87,106,464,21,91,582,2289,727,2939,85,347,108,370,281,916,472,1631,1196,4564,3,9,16,54,5,19,71,182,91,260,15,48,24,65,103,226,143,340,241,604,23,59,2020,6345
SSC12751,0,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC12752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12753,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,12,17
SSC12754,6,16,0,0,0,3,0,0,0,6,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19
SSC12755,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC12756,924,1898,55,369,269,1395,58,305,1356,5464,1737,7537,135,601,145,512,346,1151,616,2266,2352,9802,15,91,50,208,40,163,319,933,423,1398,48,171,79,175,282,668,404,1011,828,2408,93,207,4195,14319
SSC12757,25,45,0,0,4,13,0,0,10,37,9,49,0,10,7,22,3,13,15,40,26,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,50,142
SSC12758,32,56,0,5,0,9,0,0,14,44,13,68,3,8,5,12,4,12,10,30,23,95,0,0,0,0,0,0,8,19,8,19,0,0,0,0,0,0,0,0,8,19,0,0,62,168
SSC12759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12760,21,42,0,0,0,0,0,3,12,39,11,42,0,0,0,0,3,5,4,4,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,36,92
SSC12761,24,51,0,0,3,8,0,0,16,51,18,60,0,0,0,3,10,32,10,32,26,90,0,0,3,7,0,3,6,21,11,30,0,0,3,9,11,20,12,26,20,50,0,0,71,196
SSC12762,3,3,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11
SSC12763,3,6,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17
SSC12764,3,7,0,0,0,8,0,0,0,7,3,13,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21
SSC12765,62,120,3,10,14,73,8,28,42,180,67,301,9,33,7,30,24,86,41,148,111,443,0,3,0,3,0,0,9,30,16,34,4,8,0,3,5,14,9,24,22,57,0,0,191,629
SSC12766,393,789,7,41,25,130,11,50,181,697,227,921,24,96,24,94,78,256,127,440,350,1360,3,10,14,39,6,20,56,158,75,227,8,16,11,25,69,141,81,176,163,405,6,19,918,2569
SSC12767,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC12768,160,316,3,19,21,110,3,19,127,498,157,647,8,40,27,101,46,144,84,284,240,929,0,0,4,19,3,7,25,63,26,86,7,11,5,18,10,29,23,57,51,144,7,18,460,1408
SSC12769,87,176,0,4,15,74,3,20,82,328,101,421,18,79,23,78,28,93,72,250,171,671,0,3,0,3,0,3,8,32,17,44,0,0,5,9,7,22,10,30,23,70,0,3,291,925
SSC12770,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC12771,6,16,0,0,0,3,0,4,3,8,5,21,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30
SSC12772,145,295,3,21,25,113,15,53,133,534,170,722,22,82,30,102,50,154,98,336,269,1055,0,0,3,9,3,11,13,34,21,56,5,13,3,5,26,60,33,73,51,134,3,9,470,1496
SSC12773,10,28,0,0,0,7,0,0,3,18,5,19,0,0,0,0,4,7,6,15,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,62
SSC12774,69,144,6,42,22,97,6,21,60,276,96,440,19,82,10,46,53,172,75,301,168,741,0,3,7,11,3,5,14,31,20,62,4,13,3,12,32,74,39,98,56,161,3,10,303,1060
SSC12775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12776,7,15,0,0,4,15,0,0,3,17,8,29,0,0,0,0,0,0,0,0,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,15,41
