POA_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA5351,39,12,85,996,1338,731,520,693,403,4681
POA5352,125,40,238,916,1215,644,472,736,353,4343
POA5353,20,8,59,639,895,462,375,490,247,3105
POA5354,0,0,5,57,89,41,31,84,37,336
POA5355,109,31,233,1226,1761,972,777,1031,368,6132
POA5356,0,0,5,141,171,98,92,104,58,669
POA5357,3,3,9,58,68,50,55,64,52,361
POA5360,9,0,14,184,251,148,131,105,59,877
POA5371,5,0,9,240,283,125,127,177,45,991
POA5372,34,4,44,338,479,243,198,307,119,1694
POA5373,24,5,55,550,803,414,365,461,203,2803
POA5374,26,6,38,227,308,163,175,247,104,1225
POA5381,0,0,3,62,73,40,40,77,37,326
POA5400,0,0,6,167,200,103,69,117,49,705
POA5401,16,10,34,120,151,105,99,124,85,681
POA5410,3,0,9,59,56,24,33,49,35,264
POA5411,0,0,6,44,61,40,30,42,25,246
POA5412,39,6,61,174,268,154,127,232,80,1031
POA5413,6,0,18,115,175,105,99,125,74,688
POA5414,0,0,3,23,28,17,25,25,19,125
POA5415,0,0,0,47,47,30,40,15,15,187
POA5416,0,0,0,37,50,26,21,31,23,192
POA5417,14,8,33,202,309,184,169,226,118,1219
POA5418,0,0,0,20,23,21,14,8,5,95
POA5419,0,0,4,41,49,20,35,27,11,186
POA5420,0,0,0,13,16,6,5,7,11,71
POA5421,0,0,3,19,22,19,15,33,20,121
POA5422,21,14,56,199,329,178,196,351,192,1433
POA5431,23,13,45,134,176,115,113,144,84,760
POA5432,0,0,4,23,26,18,15,22,10,120
POA5433,11,8,34,178,265,143,142,245,106,1081
POA5434,7,0,11,47,98,48,28,70,84,384
POA5440,0,3,7,37,53,23,21,50,39,223
POA5451,9,3,12,116,179,76,65,98,71,599
POA5452,3,0,3,75,102,66,38,47,20,349
POA5453,81,18,159,798,1133,598,480,657,317,3988
POA5454,4,0,8,60,64,44,53,56,32,314
POA5455,0,0,0,13,12,8,3,8,7,45
POA5460,3,3,7,99,166,87,84,117,55,611
POA5461,66,25,121,366,542,278,238,472,190,2091
POA5462,3,3,6,71,103,48,49,95,21,393
POA5464,0,0,7,101,138,71,76,66,44,500
POA5470,0,0,3,22,30,9,23,24,3,121
POA5471,3,0,4,14,13,10,14,15,6,72
POA5472,0,0,0,16,41,19,22,31,17,140
POA5473,4,0,9,95,165,81,81,125,66,618
POA5480,17,4,24,119,172,108,82,120,58,651
POA5481,0,5,16,76,112,92,81,76,50,487
POA5482,23,4,39,92,100,61,55,98,32,440
POA5483,4,0,10,59,65,40,44,39,29,281
POA5485,3,3,13,77,130,71,66,87,54,490
POA5490,3,0,5,24,40,17,19,28,21,150
POA5491,41,12,94,305,377,205,204,297,109,1489
POA5493,0,0,0,12,15,4,16,15,11,76
POA5495,3,3,5,63,134,78,86,109,71,539
POA5501,25,16,69,1132,1620,770,647,1169,536,5873
POA5502,14,7,25,231,367,164,130,251,128,1269
POA5510,0,0,0,22,25,12,13,17,13,92
POA5520,9,3,17,83,106,76,66,114,39,485
POA5521,3,0,3,24,29,12,24,24,9,120
POA5522,46,19,86,173,288,204,161,292,145,1267
POA5523,40,4,65,258,379,246,233,334,110,1562
POA5540,235,65,430,2051,2992,1635,1489,3272,1172,12621
POA5550,0,3,10,145,148,78,99,205,57,732
POA5552,0,0,7,70,70,45,40,45,40,310
POA5554,79,34,156,774,1034,595,523,880,465,4271
POA5555,0,0,9,84,114,73,48,70,46,438
POA5556,29,70,115,556,856,493,459,706,408,3475
POA5558,82,26,174,690,1076,595,465,933,402,4160
POA5560,7,3,13,71,91,50,57,76,34,374
POA5570,6,6,13,71,108,73,73,110,65,498
POA5571,45,25,94,245,400,240,227,372,149,1625
POA5572,3,0,4,20,40,21,15,11,13,119
POA5573,51,16,89,295,418,230,231,348,165,1686
POA5575,46,11,95,337,494,298,286,417,171,2000
POA5576,12,0,26,155,228,173,114,174,51,899
POA5577,4,3,13,80,113,70,67,92,45,455
POA5580,4,0,12,47,85,38,45,58,16,291
POA5581,9,3,25,79,118,99,69,101,36,507
POA5582,39,4,54,71,153,92,68,141,50,587
POA5583,10,5,31,106,163,115,91,157,62,691
POA5600,85,33,184,991,1482,734,545,1081,375,5206
POA5601,0,0,0,78,103,45,56,84,33,395
POA5602,22,18,46,208,266,161,135,198,141,1111
POA5603,3,0,8,72,109,44,45,56,26,351
POA5604,0,0,4,34,45,25,24,33,16,178
POA5605,33,33,89,246,375,206,184,284,153,1451
POA5606,179,40,390,2299,3041,1452,1170,2342,1086,11394
POA5607,8,8,39,731,1031,550,542,559,539,3951
POA5608,99,48,230,1736,2576,1312,1153,2705,1220,10696
POA5609,3,3,12,319,411,198,168,282,86,1466
POA5630,0,0,3,32,21,10,14,15,14,108
POA5631,15,16,44,158,187,129,119,141,86,815
POA5632,0,3,7,41,45,30,17,19,17,180
POA5633,0,0,3,41,64,40,23,60,24,253
POA5640,27,11,52,159,211,111,119,161,75,831
POA5641,16,8,32,160,193,107,115,141,71,782
POA5642,0,0,3,43,36,21,23,34,25,186
POA5650,0,6,6,33,25,12,18,25,15,133
POA5651,0,0,0,18,20,6,3,9,3,63
POA5652,14,4,32,108,155,67,74,101,55,553
POA5653,0,0,3,16,8,12,3,3,10,57
POA5654,0,0,3,36,38,30,23,40,27,194
POA5655,0,0,0,12,16,14,14,11,4,74
POA5660,0,0,0,14,14,5,3,0,0,33
POA5661,0,0,0,41,17,11,16,21,4,114
POA5670,8,0,16,52,98,72,75,68,21,386
POA5671,0,0,0,27,37,19,19,28,9,134
POA5680,14,18,60,304,435,263,188,284,259,1728
POA5690,15,31,64,538,712,316,244,554,523,2899
POA5700,113,37,220,1497,2120,1033,935,2272,1146,9001
POA5701,0,0,0,0,3,5,0,0,0,9
POA5710,4,9,19,299,500,232,205,287,672,2193
POA5713,0,0,0,3,0,3,3,4,0,17
POA5715,0,0,0,4,3,4,6,0,6,25
POA5717,0,0,0,0,0,3,0,12,0,13
POA5719,0,0,0,10,10,4,0,11,8,42
POA5720,0,0,0,33,51,20,7,38,27,179
POA5722,3,3,6,47,72,33,27,56,42,273
POA5723,7,5,19,273,373,142,115,482,388,1771
POA5724,0,0,3,32,77,25,47,92,70,353
POA5725,0,0,3,595,823,325,271,505,337,2866
POA5730,0,0,0,25,20,11,12,7,4,84
POA5731,0,0,0,63,83,29,30,110,92,413
POA5732,0,0,3,33,42,17,17,48,37,185
POA5733,0,0,0,21,29,18,13,77,44,204
POA5734,0,0,0,28,23,4,9,45,29,134
POA5950,0,0,0,0,0,0,0,0,0,0
POA5960,0,0,0,0,0,0,0,0,0,5
POA6000,45,16,92,3022,2442,595,343,2482,1737,10626
POA6003,12,3,27,949,757,167,89,662,661,3291
POA6004,41,11,70,2710,2252,605,349,2494,1567,9971
POA6005,72,17,115,1572,1301,298,183,1170,763,5285
POA6006,140,25,261,2029,2129,738,524,1399,544,7365
POA6007,104,12,153,1840,1816,530,354,1065,542,6148
POA6008,132,55,277,3562,3664,1337,916,2042,1134,12661
POA6009,176,59,433,4250,3967,1827,1282,3275,886,15476
POA6010,254,98,642,3616,3701,1724,1242,2446,1171,13899
POA6011,107,38,252,2048,2056,909,641,1155,589,7394
POA6012,48,65,182,1898,1931,816,562,1307,737,7248
POA6014,206,151,644,4348,4638,2107,1414,2614,1185,16307
POA6015,104,33,266,1315,1378,787,567,950,298,5302
POA6016,71,33,173,2082,2295,925,574,1534,600,8016
POA6017,36,16,76,952,922,291,195,936,355,3645
POA6018,413,256,1060,7999,8719,3587,2688,5568,2359,30924
POA6019,115,48,346,5320,5300,1841,1256,3071,1498,18281
POA6020,111,41,340,4127,4979,2564,1606,2679,920,16871
POA6021,147,186,518,3877,4280,1842,1560,3821,1399,16771
POA6022,15,15,57,885,1213,536,405,778,233,4047
POA6023,134,72,316,2896,3549,1785,1281,1918,591,12019
POA6024,116,32,218,2490,3242,1435,1093,1982,594,10830
POA6025,149,71,399,5990,7008,3175,2405,4331,1357,24270
POA6026,376,53,648,4326,5215,2459,1816,3588,801,18206
POA6027,272,82,532,8342,9696,4182,2988,6923,2091,34215
POA6028,53,33,136,4687,5046,2135,1519,3611,742,17748
POA6029,11,10,67,583,664,316,228,369,129,2286
POA6030,239,173,569,7070,8118,3448,2871,6794,2503,30803
POA6031,18,3,42,3002,3414,1383,1139,2602,764,12306
POA6032,0,0,0,45,43,17,5,34,17,170
POA6033,3,0,3,85,74,67,28,60,57,367
POA6034,0,0,3,317,395,117,89,197,138,1255
POA6035,26,88,129,1317,1680,814,752,1282,845,6687
POA6036,10,12,41,2781,3064,1178,1009,2366,1188,11592
POA6037,10,0,24,397,585,311,302,458,304,2362
POA6038,0,0,3,1132,1387,468,433,801,422,4639
POA6041,3,3,11,186,278,177,226,227,135,1227
POA6042,0,0,0,9,11,15,9,21,14,79
POA6043,0,0,8,27,48,25,38,33,40,208
POA6044,5,3,18,168,232,141,153,263,127,1078
POA6050,272,252,732,3706,3513,1359,868,2366,1418,13226
POA6051,46,17,129,3005,3110,895,606,2304,1025,10941
POA6052,93,26,216,2396,2604,1052,767,1635,727,9174
POA6053,160,158,444,2833,3621,1353,893,2280,982,11967
POA6054,187,52,383,3757,4589,1847,1479,3660,1379,16701
POA6055,68,35,169,3809,4413,1790,1484,3435,1729,16653
POA6056,323,191,795,6859,8284,3751,3202,7116,3010,32216
POA6057,68,31,179,3022,3675,1565,1422,2705,1091,13476
POA6058,76,64,198,2284,2705,1217,983,2310,869,10373
POA6059,287,96,673,4730,5121,2220,1792,4620,1255,19738
POA6060,323,153,747,5220,5534,1875,1371,4426,1732,20159
POA6061,166,66,404,6680,6901,2596,2345,9619,3204,31335
POA6062,301,160,742,6348,6699,2972,2430,6916,2102,27472
POA6063,54,6,113,2501,2571,1135,1043,3154,860,11270
POA6064,220,59,383,5237,5760,2548,2093,7480,1837,24950
POA6065,363,104,663,11381,13075,5446,4420,10493,2801,47622
POA6066,77,23,161,3479,3733,1637,1331,3891,906,14981
POA6067,0,0,0,3,4,0,3,3,5,24
POA6068,0,0,0,0,0,5,0,0,0,7
POA6069,68,143,294,6782,8050,3255,2914,5853,2180,29029
POA6070,14,6,37,617,925,466,332,377,173,2885
POA6071,10,10,45,576,892,444,335,389,165,2796
POA6072,3,0,11,128,184,110,93,107,119,747
POA6073,31,37,118,484,756,340,312,434,214,2543
POA6074,9,0,16,192,205,110,92,153,59,811
POA6076,184,104,519,3779,5087,2646,2176,3039,1290,18018
POA6077,7,9,26,280,288,167,139,292,71,1232
POA6078,0,0,8,174,192,110,76,150,73,778
POA6079,0,0,0,3,7,3,12,4,3,24
POA6081,24,4,51,845,1107,522,459,574,284,3785
POA6082,13,5,30,524,709,371,346,441,171,2573
POA6083,4,0,24,560,808,430,374,473,257,2905
POA6084,13,12,44,1263,1732,857,809,1117,764,6553
POA6090,0,0,0,0,0,0,0,0,0,6
POA6100,62,28,174,3447,3371,1081,833,2696,1200,12619
POA6101,109,83,288,3478,3718,1261,929,3075,1583,14043
POA6102,412,217,806,2754,2536,797,637,4017,1459,12202
POA6103,61,25,139,2171,2109,693,496,2230,1264,8963
POA6104,181,80,356,2682,3021,1055,871,2972,1467,12073
POA6105,118,66,322,2568,2869,1210,1003,3190,1416,12259
POA6106,0,0,0,3,0,0,0,0,10,18
POA6107,236,79,538,7923,8394,3409,2968,9920,2663,35279
POA6108,115,48,269,4073,4813,2130,1859,4683,1156,18709
POA6109,87,58,209,1826,2198,959,933,2841,919,9668
POA6110,268,159,611,6747,7860,3488,3124,7901,2652,31777
POA6111,101,119,339,3745,5009,2370,2121,3867,1580,18695
POA6112,235,128,581,9285,11386,4893,4541,9679,3407,43194
POA6121,7,3,15,532,667,294,306,458,121,2379
POA6122,63,15,108,2944,3580,1440,1451,2537,847,12799
POA6123,5,6,25,222,340,141,149,248,122,1219
POA6124,4,0,14,175,258,139,107,161,103,938
POA6125,6,7,30,492,664,316,355,449,281,2554
POA6126,0,0,0,35,54,40,33,60,347,579
POA6147,86,21,210,2779,3134,1297,1110,3322,760,12408
POA6148,288,88,576,3527,3868,1834,1473,3161,753,14623
POA6149,269,52,513,3763,4249,2156,1586,3006,591,15350
POA6150,150,189,482,2713,2895,1417,1059,2326,849,11267
POA6151,137,41,317,3836,3803,1535,1015,2658,1239,14080
POA6152,305,255,821,5751,6040,2248,1574,4433,1811,21854
POA6153,168,99,571,4225,4643,2123,1570,2954,1089,16596
POA6154,200,93,496,1892,2248,1090,789,1568,543,8130
POA6155,166,101,444,9670,10567,4871,4013,8731,2729,40593
POA6156,220,105,571,3250,3798,1709,1299,2421,995,13469
POA6157,128,142,465,2774,3302,1358,962,1875,859,11134
POA6158,43,67,170,1591,1746,769,569,872,486,6027
POA6159,13,27,62,791,848,332,176,415,358,2927
POA6160,65,48,190,1857,2069,719,389,1323,992,7343
POA6161,0,0,0,32,24,10,5,24,203,299
POA6162,134,38,274,2253,2697,1111,765,1675,736,9239
POA6163,498,358,1255,9594,11250,4781,3660,9355,3854,42499
POA6164,191,69,388,10752,12159,4948,3976,9199,2937,43970
POA6165,0,0,0,20,25,4,3,8,15,79
POA6166,38,24,121,1807,2023,976,756,1746,526,7837
POA6167,141,73,302,4048,4913,2174,2007,4658,2990,20790
POA6168,341,154,716,3672,4909,2174,1975,5274,2477,20476
POA6169,271,117,655,5451,7233,3540,3099,6185,2376,27887
POA6170,6,3,21,2183,2593,959,930,1993,724,9375
POA6171,44,14,100,5218,6333,2617,2375,4411,2088,23041
POA6172,32,108,180,2238,2665,1193,1152,2173,1006,10424
POA6173,14,5,36,2022,2371,1114,957,1690,547,8706
POA6174,0,3,16,658,760,348,313,486,233,2804
POA6175,4,3,14,591,757,369,364,516,179,2775
POA6176,5,0,8,220,301,139,118,180,123,1084
POA6180,13,3,12,846,1061,519,471,809,296,4001
POA6181,0,0,0,73,111,62,48,61,24,379
POA6182,0,0,0,0,0,0,0,0,0,0
POA6207,3,0,5,141,215,103,127,161,96,840
POA6208,104,33,231,1679,2345,1220,1263,2029,1014,9549
POA6209,16,13,46,268,394,194,224,423,160,1664
POA6210,946,412,2062,10523,14223,7033,6371,13324,5117,56587
POA6211,18,11,46,979,1431,822,830,1134,472,5666
POA6213,0,0,8,99,158,80,70,93,90,588
POA6214,3,3,6,82,128,65,78,83,58,495
POA6215,30,35,96,540,784,457,493,620,480,3375
POA6218,0,0,3,57,77,41,68,51,24,316
POA6220,45,13,97,690,845,507,516,799,481,3844
POA6221,0,0,5,68,44,28,31,71,113,351
POA6223,0,0,0,36,40,18,27,26,25,170
POA6224,6,3,17,161,239,126,118,198,104,941
POA6225,52,48,152,1209,1799,976,1040,1500,856,7377
POA6226,3,0,5,120,197,94,77,106,48,643
POA6227,0,3,6,114,167,92,96,63,48,579
POA6228,0,0,0,44,26,11,19,23,22,144
POA6229,0,0,0,29,38,21,29,32,25,176
POA6230,458,131,921,7052,9142,4264,3666,7146,3386,34651
POA6232,129,44,247,1738,2214,1108,1014,1735,714,8511
POA6233,54,30,166,2911,4048,2000,1836,2386,1218,14394
POA6236,4,4,18,339,441,268,231,243,152,1669
POA6237,7,4,30,365,578,309,277,301,142,1981
POA6239,38,13,91,622,891,533,498,567,452,3553
POA6240,0,0,0,15,29,16,13,28,3,111
POA6243,0,0,0,10,4,7,17,13,3,49
POA6244,13,13,37,213,287,164,180,211,122,1182
POA6251,0,0,7,53,78,56,48,39,45,318
POA6252,0,0,0,24,30,17,15,22,17,132
POA6253,4,3,9,74,170,95,75,69,58,537
POA6254,3,3,7,53,104,58,66,67,59,408
POA6255,29,12,80,510,882,526,444,517,353,3235
POA6256,0,0,3,68,87,40,40,41,34,313
POA6258,47,41,141,1012,1364,716,632,972,594,5295
POA6260,16,5,37,221,309,162,145,190,144,1169
POA6262,3,3,15,75,156,104,89,108,75,612
POA6271,6,4,31,473,712,376,345,448,257,2616
POA6275,0,3,18,166,298,187,189,162,130,1136
POA6280,278,218,768,4448,6043,3050,2645,4133,2269,22592
POA6281,18,11,74,1169,1617,833,670,779,495,5564
POA6282,5,0,7,191,314,220,117,124,88,1064
POA6284,6,11,21,286,486,260,219,203,187,1641
POA6285,51,11,104,1471,2142,1024,727,994,703,7057
POA6286,0,0,11,97,162,72,70,57,52,514
POA6288,0,7,9,73,99,65,66,77,49,431
POA6290,19,19,83,234,367,264,232,271,145,1516
POA6302,34,19,82,448,751,394,453,550,407,3009
POA6304,18,11,42,200,328,184,234,312,207,1459
POA6306,7,23,38,130,195,99,114,177,134,846
POA6308,11,3,26,197,309,170,160,286,186,1310
POA6309,0,0,3,40,48,31,38,34,41,234
POA6311,3,0,5,83,135,56,57,70,74,472
POA6312,54,29,132,760,944,457,431,755,511,3854
POA6313,0,0,0,49,58,23,30,35,47,248
POA6315,24,12,64,296,366,244,209,301,205,1629
POA6316,0,0,0,43,75,39,35,42,30,271
POA6317,42,21,95,619,669,371,333,807,535,3343
POA6318,0,4,9,83,105,52,40,70,57,412
POA6320,0,4,10,83,107,46,60,81,77,455
POA6321,3,3,10,61,87,46,44,105,41,397
POA6322,0,0,3,18,46,32,38,29,25,190
POA6323,0,0,3,134,216,142,127,126,101,843
POA6324,37,23,88,507,732,402,376,441,421,2880
POA6326,0,0,5,85,101,59,64,55,45,409
POA6327,0,3,7,33,48,29,29,44,28,220
POA6328,0,0,3,80,78,53,52,45,40,342
POA6330,436,215,1034,5885,7855,3865,3343,5360,2924,29230
POA6333,28,34,117,816,1392,783,572,702,570,4837
POA6335,5,3,9,125,134,54,83,140,83,615
POA6336,0,0,0,40,65,21,38,41,48,260
POA6337,0,0,3,74,104,55,46,58,71,407
POA6338,0,0,6,109,154,76,78,75,68,562
POA6341,0,0,0,51,59,29,31,32,32,236
POA6343,0,0,0,37,28,29,31,44,30,196
POA6346,0,3,6,109,134,63,74,149,85,616
POA6348,4,0,11,121,145,101,99,155,100,712
POA6350,3,0,3,48,57,30,48,35,36,257
POA6351,0,0,0,13,20,12,13,3,5,62
POA6352,0,0,0,26,34,9,20,14,33,144
POA6353,4,0,11,141,159,85,78,90,72,624
POA6355,0,0,3,71,79,41,46,62,24,324
POA6356,0,0,0,21,24,13,10,23,14,97
POA6357,0,0,0,16,17,5,4,12,8,63
POA6358,0,0,0,28,14,14,7,17,5,82
POA6359,0,0,0,75,92,54,35,68,37,357
POA6361,0,0,0,28,19,16,10,14,11,91
POA6363,0,0,0,14,18,12,20,10,7,76
POA6365,3,4,13,90,113,49,54,72,50,434
POA6367,4,0,5,60,61,34,39,70,28,286
POA6368,0,0,0,17,8,10,13,11,3,62
POA6369,9,4,30,122,117,62,74,124,60,559
POA6370,3,0,8,69,81,53,59,64,30,357
POA6372,4,0,7,12,24,16,17,14,25,101
POA6373,0,0,0,12,22,6,8,10,4,66
POA6375,10,9,30,143,208,96,102,144,108,806
POA6383,11,5,27,123,172,104,115,182,128,818
POA6384,0,0,0,3,10,0,3,6,4,27
POA6385,0,0,0,3,3,3,3,3,3,21
POA6386,0,0,5,12,22,12,8,17,11,80
POA6390,3,3,14,252,360,184,201,261,153,1407
POA6391,5,0,13,165,201,111,105,107,105,801
POA6392,3,0,15,83,101,58,46,54,30,367
POA6393,0,0,0,13,21,13,20,20,14,98
POA6394,0,0,5,86,79,49,66,48,37,364
POA6395,12,16,52,243,331,154,169,215,184,1295
POA6396,0,0,7,56,83,36,38,43,45,299
POA6397,0,0,0,14,24,10,4,14,12,72
POA6398,0,3,6,76,133,52,69,94,55,475
POA6401,87,29,174,1065,1468,733,748,1335,1261,6613
POA6403,0,0,0,22,35,18,27,20,19,147
POA6405,0,0,3,53,74,37,26,38,17,244
POA6407,7,7,22,204,198,82,109,223,116,935
POA6409,0,0,3,65,60,39,38,59,54,308
POA6410,21,13,44,136,194,98,119,194,112,856
POA6411,3,0,3,15,26,20,12,19,17,108
POA6412,0,0,0,9,6,6,4,8,10,41
POA6413,0,0,0,3,18,8,6,3,5,45
POA6414,0,0,0,5,15,7,12,8,9,51
POA6415,24,15,66,468,652,263,258,512,271,2421
POA6418,12,3,18,99,98,81,73,144,61,557
POA6419,0,0,0,9,13,9,9,7,0,40
POA6420,0,0,3,11,19,6,16,16,19,91
POA6421,0,0,0,10,22,22,17,22,24,112
POA6422,0,0,0,13,7,3,6,0,8,42
POA6423,0,0,0,42,37,18,19,42,29,185
POA6424,0,0,3,9,20,10,6,12,10,68
POA6425,0,0,0,10,15,13,7,16,17,80
POA6426,0,12,19,147,148,65,85,160,99,711
POA6427,0,0,0,7,15,3,3,38,27,94
POA6428,0,0,0,10,8,4,3,10,3,42
POA6429,4,0,3,147,169,78,83,193,115,790
POA6430,70,31,122,3880,4547,1777,1559,3673,1989,17423
POA6431,0,0,4,220,164,68,49,198,135,833
POA6432,10,10,28,1072,1281,526,506,1253,901,5534
POA6434,0,0,0,31,19,6,6,69,18,157
POA6436,0,0,0,10,25,6,4,32,18,91
POA6437,0,0,0,78,78,27,30,105,145,465
POA6438,3,3,5,130,121,45,21,221,173,714
POA6440,3,0,3,152,201,83,41,309,216,1009
POA6442,0,0,3,361,459,174,228,398,303,1913
POA6443,3,0,6,85,131,62,71,238,152,734
POA6445,0,0,0,29,35,18,25,22,29,152
POA6446,0,0,0,27,25,11,7,16,13,99
POA6447,0,0,0,34,29,14,14,25,32,148
POA6448,0,0,4,87,64,47,43,83,43,365
POA6450,124,44,251,2099,2590,1290,1117,1971,1564,10633
POA6452,0,0,0,0,0,0,0,0,3,5
POA6460,17,6,32,102,139,68,89,117,80,599
POA6461,3,0,10,76,104,50,71,86,35,412
POA6462,0,0,0,17,23,13,15,14,10,94
POA6463,0,0,0,6,6,4,0,3,0,20
POA6465,0,0,0,10,7,0,7,0,0,25
POA6466,0,0,3,12,12,10,14,3,5,56
POA6467,0,0,0,4,3,9,3,0,0,26
POA6468,0,0,0,47,51,17,27,34,25,198
POA6470,0,0,0,3,0,0,6,0,0,13
POA6472,0,0,3,28,40,23,18,16,10,133
POA6473,0,0,0,5,7,11,3,3,3,35
POA6475,0,0,7,54,79,37,50,63,33,321
POA6476,0,0,0,16,8,3,10,15,0,45
POA6477,3,0,8,41,60,27,25,35,26,222
POA6479,0,0,13,93,111,65,57,67,54,430
POA6480,0,0,0,12,19,5,0,0,3,40
POA6484,0,0,0,5,18,5,5,39,23,96
POA6485,10,3,23,64,96,60,48,97,67,421
POA6487,0,0,0,8,10,3,6,3,15,44
POA6488,0,3,3,30,34,20,17,23,30,159
POA6489,5,0,8,10,20,10,9,25,22,92
POA6490,0,0,8,26,57,26,32,38,25,206
POA6501,3,0,9,136,191,118,109,157,95,800
POA6502,0,0,15,138,240,125,147,190,113,956
POA6503,7,14,36,287,460,220,216,359,230,1773
POA6504,0,0,0,26,45,8,24,25,16,143
POA6505,0,0,0,20,24,19,10,19,11,103
POA6506,0,0,0,15,11,4,5,17,8,52
POA6507,0,3,12,82,126,58,51,88,43,447
POA6509,0,0,0,26,39,13,16,31,44,162
POA6510,24,7,41,298,388,179,167,347,207,1578
POA6511,3,0,6,76,120,60,56,82,64,460
POA6512,0,0,0,19,23,13,3,3,9,72
POA6513,0,0,3,33,43,25,19,29,17,169
POA6514,4,0,5,82,130,72,95,111,67,556
POA6515,3,0,3,48,56,41,36,50,19,245
POA6516,6,6,28,233,427,202,191,262,168,1478
POA6517,0,3,3,72,83,37,36,69,41,327
POA6518,0,0,0,32,54,23,24,38,17,179
POA6519,7,0,17,74,82,59,80,98,51,452
POA6521,0,0,3,70,89,40,33,63,17,303
POA6522,0,0,7,67,79,43,35,84,60,368
POA6525,34,16,85,472,696,441,469,555,327,2958
POA6528,0,0,3,68,75,36,41,72,45,333
POA6530,258,133,582,5015,6670,3107,2767,5385,2780,25724
POA6532,16,11,48,966,1312,677,676,785,880,5293
POA6535,12,16,41,207,320,174,210,242,195,1348
POA6536,5,5,19,228,342,182,187,225,186,1344
POA6537,3,3,14,137,202,93,85,125,106,744
POA6556,9,7,23,356,449,212,215,270,148,1649
POA6558,0,0,0,99,166,87,88,108,1934,2484
POA6560,6,0,8,184,260,131,147,275,108,1106
POA6562,3,0,10,181,276,153,129,181,93,1008
POA6564,0,0,5,52,72,44,41,48,21,268
POA6566,9,3,27,449,676,417,429,460,347,2778
POA6567,0,0,3,67,80,51,62,62,38,364
POA6568,0,0,0,47,42,26,25,48,9,199
POA6569,0,0,0,42,46,27,28,50,19,214
POA6571,0,0,0,11,14,12,11,10,3,58
POA6572,0,0,0,12,8,3,8,13,0,47
POA6574,0,0,0,16,13,9,9,13,11,60
POA6575,0,0,0,16,24,13,16,16,16,105
POA6603,6,5,26,171,215,119,122,175,70,867
POA6605,0,0,0,5,8,0,8,3,0,27
POA6606,0,0,0,23,31,16,22,34,10,136
POA6608,0,0,0,12,21,16,18,21,9,101
POA6609,12,0,18,164,159,80,72,132,64,668
POA6612,3,3,10,35,32,14,26,41,26,171
POA6613,0,0,5,10,10,3,7,8,6,44
POA6614,0,0,0,6,0,4,0,0,4,17
POA6616,0,0,0,8,5,9,10,15,0,43
POA6620,0,3,3,79,95,34,24,119,73,429
POA6623,8,5,15,93,114,70,53,142,69,532
POA6625,0,0,3,11,17,4,3,5,8,42
POA6627,0,0,0,9,15,9,10,3,0,49
POA6628,0,0,0,8,5,0,5,5,4,26
POA6630,3,0,7,83,102,46,41,107,92,475
POA6631,0,0,0,9,6,4,0,8,0,26
POA6632,0,0,0,5,7,9,10,13,3,45
POA6635,0,0,0,41,45,26,15,113,68,303
POA6638,0,0,3,55,76,34,30,77,118,394
POA6639,0,0,0,13,15,9,9,21,22,86
POA6640,0,0,0,22,35,18,11,45,38,170
POA6642,0,5,10,124,164,56,61,246,238,876
POA6646,0,0,0,122,117,26,11,240,135,660
POA6701,22,17,69,772,1028,475,323,993,822,4415
POA6705,0,0,0,31,34,27,28,28,46,200
POA6707,0,5,11,463,618,273,210,334,250,2147
POA6710,0,0,3,394,307,101,89,2031,927,3859
POA6711,0,0,0,0,0,0,0,0,0,0
POA6712,0,0,0,150,135,31,40,1192,412,1961
POA6713,3,0,5,168,249,100,94,105,71,783
POA6714,3,0,9,2863,3169,1173,1067,2447,1965,12689
POA6716,0,0,0,107,132,75,69,121,49,553
POA6718,4,3,7,104,162,49,50,166,290,825
POA6720,0,0,0,360,493,177,217,308,313,1867
POA6721,3,0,4,834,929,258,257,719,571,3577
POA6722,10,11,31,1486,1698,614,540,1672,1400,7399
POA6725,22,8,45,1856,2112,810,502,1635,1316,8229
POA6726,5,3,9,934,1166,402,288,730,601,4125
POA6728,19,3,29,920,909,380,529,899,772,4405
POA6731,0,0,0,0,0,0,0,0,3,3
POA6733,0,0,0,0,0,0,0,0,0,0
POA6740,3,0,4,307,163,51,43,218,166,954
POA6743,5,5,16,1258,1213,415,280,950,712,4830
POA6751,3,0,0,731,853,276,299,1135,674,3961
POA6753,0,0,4,1010,1269,391,297,1481,1472,5921
POA6754,0,0,0,204,258,91,112,150,161,975
POA6758,0,0,0,244,234,42,40,846,255,1662
POA6760,0,0,3,102,77,28,52,138,100,495
POA6762,0,0,0,117,164,51,17,253,189,785
POA6765,8,0,9,276,350,219,55,207,199,1316
POA6770,3,3,4,602,333,118,71,448,564,2126
POA7000,64,39,209,3378,3786,1321,662,1780,1039,11973
POA7001,0,0,0,0,0,0,0,0,0,0
POA7004,164,58,315,1682,1980,789,400,1123,479,6449
POA7005,193,52,446,2932,3274,1321,777,2602,741,11643
POA7007,5,8,36,619,823,365,205,362,146,2526
POA7008,208,47,394,2413,3030,1255,706,1886,734,10020
