POA_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
POA3201,4908,1132,31,103,8,6182,555,300,10,83,0,960,116,77,4,9,3,209,5583,1510,43,203,12,7347
POA3202,672,86,74,0,0,837,53,8,10,0,0,75,10,3,3,0,0,14,736,101,86,0,3,930
POA3204,5878,2055,1612,37,25,9603,628,224,221,6,0,1084,120,62,51,0,3,228,6622,2339,1885,45,27,10919
POA3205,220,1655,2203,41,23,4136,36,180,368,0,0,589,8,30,91,3,0,131,266,1862,2658,43,24,4856
POA3206,606,2221,750,14,18,3613,67,198,166,0,3,434,10,46,42,0,0,99,683,2463,959,14,16,4136
POA3207,311,2669,3154,6,10,6152,34,346,346,3,8,741,4,84,88,0,6,182,347,3099,3586,12,21,7074
POA3211,345,0,0,0,0,351,50,0,0,0,0,50,9,0,0,0,0,9,409,0,0,0,0,412
POA3212,4194,396,24,3,8,4621,508,93,3,0,3,609,101,17,0,0,0,115,4803,501,31,3,14,5348
POA3213,1021,22,27,3,4,1074,142,10,13,0,4,169,26,0,0,0,0,28,1194,32,36,4,3,1268
POA3214,5604,419,89,59,21,6190,1976,369,47,0,6,2397,340,52,16,0,3,407,7913,844,149,59,30,9000
POA3215,5022,721,180,7,16,5953,1458,243,92,3,9,1802,174,40,9,0,3,229,6662,1006,286,13,24,7984
POA3216,15019,1982,96,184,39,17327,1938,684,67,86,3,2777,350,82,21,12,7,472,17309,2750,185,275,48,20575
POA3217,1953,12,0,0,6,1975,96,0,0,0,0,98,33,0,0,0,0,33,2080,12,0,0,3,2106
POA3218,3410,366,620,32,14,4447,598,130,277,18,3,1028,83,26,42,0,0,151,4092,519,938,50,19,5625
POA3219,5292,720,81,17,10,6117,1418,325,29,3,3,1775,200,33,3,3,4,241,6907,1080,110,23,17,8134
POA3220,3769,1141,395,15,18,5345,499,237,76,4,3,808,84,38,13,0,3,138,4350,1412,481,18,23,6291
POA3221,206,0,0,0,0,206,18,0,0,0,0,18,4,0,0,0,0,4,230,0,0,0,0,230
POA3222,4413,103,23,4,25,4574,684,80,19,0,4,790,115,5,4,0,4,131,5212,196,53,6,30,5495
POA3223,2133,127,71,3,8,2346,568,42,35,0,0,655,96,4,7,0,7,115,2804,178,110,7,23,3116
POA3224,4101,225,0,37,13,4365,483,105,0,37,3,630,79,17,0,3,0,103,4662,343,4,80,10,5096
POA3225,1235,93,26,14,9,1374,171,16,12,0,0,200,29,4,0,0,0,32,1437,110,35,19,14,1605
POA3226,4101,364,13,16,16,4511,459,102,4,0,0,566,74,10,0,0,0,83,4638,474,18,21,16,5162
POA3227,1348,92,26,4,8,1478,113,17,3,3,0,133,26,7,4,3,0,38,1487,118,39,6,6,1653
POA3228,4962,456,36,8,9,5467,406,72,16,0,3,501,95,12,0,0,0,113,5461,541,46,6,16,6076
POA3230,783,17,21,5,3,830,100,4,19,6,0,128,22,0,0,0,0,21,907,27,37,11,5,985
POA3231,416,0,4,4,0,422,36,0,0,3,0,44,15,0,0,0,0,15,463,0,4,6,0,479
POA3232,272,9,28,7,9,321,54,4,4,0,0,58,11,0,0,0,0,11,333,17,30,7,11,395
POA3233,526,38,21,16,10,604,123,16,8,3,0,149,26,0,0,0,0,27,670,59,32,16,10,780
POA3234,63,0,0,5,3,68,5,0,0,0,0,5,0,0,0,0,0,0,67,0,0,3,3,74
POA3235,120,0,0,0,5,125,12,0,0,0,0,15,0,0,0,0,0,0,129,0,0,0,5,140
POA3236,70,0,0,0,3,70,16,0,0,0,3,21,0,0,0,0,0,0,88,0,0,0,6,91
POA3237,66,0,0,0,7,73,18,0,0,0,0,22,0,0,0,0,0,0,83,0,0,3,7,92
POA3238,71,0,0,0,0,69,17,0,0,0,0,17,3,0,0,0,0,3,85,0,0,0,0,90
POA3239,108,0,0,4,3,111,48,0,0,0,0,46,9,0,0,0,0,9,159,0,0,3,5,165
POA3240,574,0,0,3,0,581,61,0,0,0,0,57,9,0,0,0,0,9,640,0,0,3,3,648
POA3241,714,0,0,3,3,724,176,0,4,0,0,185,29,0,0,0,0,37,927,0,9,3,3,945
POA3242,262,0,0,0,0,262,48,0,0,0,0,55,11,0,0,0,0,9,318,0,0,0,3,322
POA3243,116,0,0,0,0,112,25,0,0,0,0,25,0,0,0,0,0,3,139,0,0,0,0,136
POA3249,860,0,0,0,0,866,261,0,0,0,4,265,29,0,0,0,0,29,1150,0,0,0,4,1152
POA3250,3086,249,9,24,6,3376,904,229,13,12,3,1160,123,25,0,3,3,156,4120,501,23,42,10,4697
POA3251,134,0,0,0,0,136,48,0,0,0,0,48,13,0,0,0,0,12,188,0,0,0,0,195
POA3254,87,0,0,0,0,94,18,0,0,0,0,16,3,0,0,0,0,3,108,0,0,0,0,108
POA3260,1303,38,14,8,4,1357,386,38,10,0,3,441,53,4,5,0,0,63,1742,79,27,6,9,1867
POA3264,559,0,29,3,11,599,171,0,30,3,0,202,27,0,12,0,0,41,762,0,65,8,13,845
POA3265,699,3,0,3,5,710,154,0,0,0,0,151,25,0,0,0,0,24,876,3,3,3,5,889
POA3266,805,9,10,4,4,825,251,17,12,3,0,278,30,3,0,0,4,34,1080,26,21,7,8,1143
POA3267,55,0,0,0,3,59,21,0,0,0,0,17,4,0,0,0,0,4,77,0,0,0,3,81
POA3268,706,0,5,0,8,724,186,0,3,0,0,188,29,0,0,0,3,35,925,0,3,3,14,942
POA3269,172,0,0,4,12,189,36,0,0,0,0,42,3,0,0,0,0,6,211,0,3,4,14,231
POA3270,80,0,0,0,0,79,18,0,0,0,0,18,3,0,0,0,0,3,101,0,0,0,0,103
POA3271,54,0,0,0,0,54,12,0,0,0,0,12,0,0,0,0,0,0,73,0,0,0,0,73
POA3272,413,8,0,8,3,426,174,4,0,5,0,177,14,0,0,0,0,14,602,7,0,10,3,622
POA3273,34,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,44,0,0,0,0,44
POA3274,62,0,0,0,0,62,23,0,0,0,0,23,3,0,0,0,0,3,86,0,0,0,0,86
POA3275,115,0,0,0,0,116,20,0,0,0,0,20,5,0,0,0,0,6,143,0,3,0,3,144
POA3276,122,0,0,3,0,123,39,0,0,0,0,39,3,0,0,0,0,3,167,0,0,3,0,169
POA3277,474,0,3,34,3,517,87,0,0,19,0,104,14,0,0,0,0,11,572,0,3,50,3,631
POA3278,82,0,0,0,0,82,17,0,0,0,0,18,3,0,0,0,0,3,100,0,0,0,0,105
POA3279,61,0,0,0,0,68,11,0,0,0,0,16,4,0,0,0,3,9,78,0,0,0,3,84
POA3280,7934,990,324,19,42,9303,1564,494,242,11,8,2319,229,56,76,0,9,363,9720,1542,643,25,57,11988
POA3281,461,0,0,0,3,464,52,0,0,0,0,50,9,0,0,0,0,9,520,0,0,0,3,523
POA3282,668,13,0,8,3,688,122,4,0,3,0,128,27,0,0,0,0,27,817,18,0,10,3,839
POA3283,386,0,0,0,4,395,52,0,0,0,0,53,12,0,0,0,0,12,452,0,0,0,3,461
POA3284,928,38,13,18,11,1000,227,22,6,5,0,258,38,3,0,0,0,39,1194,59,18,20,11,1307
POA3285,349,0,0,4,0,357,67,0,0,4,0,73,11,0,0,0,0,11,431,0,0,7,0,445
POA3286,166,0,0,3,3,170,61,0,0,0,0,61,3,0,0,0,0,3,225,0,0,3,3,231
POA3287,116,0,0,0,0,121,20,0,0,0,0,20,3,0,0,0,0,3,146,0,0,0,0,148
POA3289,207,0,0,3,0,215,70,3,0,0,0,72,10,0,0,0,0,10,288,4,0,6,0,299
POA3292,62,0,0,0,0,65,17,0,0,0,0,17,0,0,0,0,0,0,77,0,0,0,0,77
POA3293,83,0,0,0,0,86,28,0,0,0,0,26,3,0,0,0,0,3,118,0,0,0,3,118
POA3294,265,3,0,4,15,285,57,5,0,0,3,64,8,0,0,0,0,10,324,9,0,4,14,353
POA3300,2880,82,55,15,12,3047,806,52,45,5,3,915,100,10,7,0,0,116,3794,140,103,20,20,4074
POA3301,346,0,0,0,0,353,72,0,0,0,0,72,4,0,0,0,0,4,430,0,0,0,0,431
POA3302,108,0,0,0,0,104,29,0,0,0,0,29,3,0,0,0,0,3,130,0,0,0,0,136
POA3303,86,0,0,0,0,86,23,0,0,0,0,23,3,0,0,0,0,3,118,0,0,0,0,118
POA3304,724,3,12,7,3,751,275,0,16,3,3,299,30,0,3,3,0,38,1036,0,34,9,7,1084
POA3305,3506,109,116,25,19,3774,829,70,99,19,4,1016,120,10,11,0,4,153,4460,194,223,45,24,4943
POA3309,28,0,0,0,0,28,18,0,0,0,0,18,0,0,0,0,0,0,49,0,0,0,0,49
POA3310,82,0,0,0,0,83,27,0,0,0,3,33,8,0,0,0,0,8,112,0,0,0,4,123
POA3311,463,0,9,3,0,475,214,6,3,0,0,222,32,5,0,0,0,38,713,8,9,5,0,738
POA3312,267,0,0,0,4,269,99,0,0,0,3,99,15,0,0,0,3,17,385,0,0,0,6,393
POA3314,151,0,0,0,0,151,40,0,0,0,0,40,0,0,0,0,0,0,190,0,0,0,0,192
POA3315,441,11,0,3,11,469,163,0,0,0,12,177,23,0,0,0,0,28,635,11,0,3,20,670
POA3317,59,0,0,0,0,65,25,0,0,0,0,25,0,0,0,0,0,0,82,0,0,0,0,83
POA3318,344,7,3,3,0,354,126,13,7,0,0,146,7,3,0,0,0,15,479,17,10,6,0,518
POA3319,109,0,0,7,0,113,39,0,0,0,0,40,3,0,0,0,0,8,153,3,0,6,0,162
POA3321,436,4,0,0,0,443,55,0,0,0,0,55,10,0,0,0,0,10,508,7,0,0,0,515
POA3322,49,0,0,0,0,51,18,0,0,0,3,21,3,0,0,0,0,3,72,0,0,0,0,76
POA3323,29,0,0,0,0,29,10,0,0,0,0,10,0,0,0,0,0,0,35,0,0,0,0,35
POA3324,141,0,3,0,0,147,55,0,3,0,0,61,8,0,3,0,0,13,208,0,10,0,0,217
POA3325,134,0,0,0,0,134,53,0,0,0,0,53,6,0,0,0,0,6,193,0,0,0,0,193
POA3328,510,0,0,0,0,510,45,0,3,0,0,51,11,0,0,0,0,11,566,0,3,0,0,566
POA3329,77,0,0,0,4,80,19,0,0,0,0,21,0,0,0,0,0,0,94,0,0,0,3,101
POA3330,47,3,0,0,0,52,26,0,0,0,0,26,4,0,0,0,0,4,79,3,0,0,0,78
POA3331,1648,0,3,8,0,1668,172,0,0,0,0,180,34,0,0,0,0,34,1860,3,3,6,3,1879
POA3332,267,0,0,0,0,273,37,0,0,0,0,42,3,0,0,0,0,3,314,0,3,0,0,317
POA3333,225,0,10,0,0,235,46,0,0,0,0,49,3,0,0,0,0,4,275,0,6,3,0,294
POA3334,146,0,0,0,0,144,46,0,0,0,0,55,7,0,0,0,0,6,199,0,0,0,3,203
POA3335,1447,54,4,44,18,1567,143,5,0,54,3,206,54,0,0,5,0,58,1645,64,4,104,19,1830
POA3337,8749,1331,11,10,15,10109,1248,353,11,0,0,1611,301,58,0,0,0,357,10294,1736,21,10,12,12078
POA3338,5993,431,28,9,22,6476,811,195,15,0,3,1031,205,35,0,0,3,240,7006,657,46,7,27,7750
POA3340,5592,511,22,19,9,6153,764,179,43,8,4,1001,150,31,0,0,14,199,6507,718,73,29,24,7350
POA3341,465,0,0,0,0,467,73,0,0,0,0,73,7,0,0,0,0,9,541,0,0,0,0,549
POA3342,939,10,29,3,3,986,218,5,21,0,4,245,28,0,9,7,0,43,1188,17,49,11,3,1274
POA3345,341,0,0,0,3,344,41,0,0,0,0,41,10,0,0,0,0,8,389,0,0,0,4,398
POA3350,15641,2224,609,44,72,18586,2426,652,227,3,17,3325,419,87,34,6,20,566,18481,2965,869,49,104,22479
POA3351,2306,0,0,10,13,2334,392,0,0,10,0,402,73,0,0,0,5,77,2772,0,0,17,12,2808
POA3352,4307,6,6,98,21,4442,676,3,6,34,0,720,89,0,4,7,4,100,5071,12,15,137,29,5263
POA3355,3099,484,141,4,10,3731,943,264,89,0,11,1311,133,33,17,0,3,183,4172,785,248,4,20,5218
POA3356,3693,1130,37,0,16,4879,907,408,14,3,3,1329,147,45,4,0,3,201,4744,1587,54,0,19,6413
POA3357,1071,13,9,0,0,1096,116,4,5,0,0,130,22,0,0,0,0,21,1211,22,16,0,6,1252
POA3360,246,0,0,3,0,242,68,0,0,0,0,70,12,0,0,0,0,12,318,0,0,3,0,323
POA3361,184,0,0,0,0,185,67,0,0,0,0,67,7,0,0,0,0,7,252,0,0,0,0,257
POA3363,743,13,0,191,25,971,185,28,0,42,9,264,21,30,0,4,0,65,942,69,0,242,36,1298
POA3364,608,0,0,9,4,626,128,0,0,3,0,133,14,0,0,0,0,19,756,0,0,11,7,774
POA3370,522,0,5,14,0,544,152,0,3,7,0,162,24,0,3,0,0,26,694,0,9,20,3,732
POA3371,292,3,0,6,0,299,91,3,0,3,0,95,20,0,0,0,0,20,398,4,3,15,0,418
POA3373,628,0,0,5,3,638,225,0,13,3,0,244,24,0,3,0,0,31,884,0,16,8,5,915
POA3374,138,0,0,3,0,140,20,0,0,0,0,20,3,0,0,0,0,3,159,0,0,3,0,164
POA3375,51,0,0,0,0,51,14,0,0,0,0,13,0,0,0,0,0,0,71,0,0,0,0,72
POA3377,2346,49,61,19,10,2483,745,61,39,12,5,862,106,4,10,3,3,125,3195,118,112,38,14,3472
POA3378,37,0,0,0,0,37,4,0,0,0,0,4,0,0,0,0,0,0,45,0,0,0,0,45
POA3379,206,3,0,0,4,210,66,0,4,0,0,71,9,0,0,0,0,9,281,3,5,0,7,286
POA3380,1640,20,71,4,17,1751,523,28,70,7,6,638,52,6,8,0,0,75,2215,51,147,15,18,2457
POA3381,322,3,0,10,14,351,70,0,0,7,0,77,11,0,0,3,4,21,407,3,0,20,14,446
POA3384,143,0,0,4,3,154,58,0,0,3,0,64,7,0,0,0,0,7,212,0,0,5,3,223
POA3385,157,0,0,3,0,166,35,0,0,3,0,40,10,0,0,0,0,10,200,0,0,3,3,206
POA3387,89,0,0,3,3,89,31,0,0,0,0,33,8,0,0,0,0,8,126,0,0,3,3,129
POA3388,160,0,0,3,0,160,43,0,3,0,0,48,10,0,0,0,0,10,213,0,3,0,0,215
POA3390,272,0,0,3,0,280,81,0,4,0,0,81,8,0,0,0,0,12,361,3,4,6,3,375
POA3391,45,0,0,0,0,49,12,0,0,0,0,12,0,0,0,0,0,0,64,0,0,0,0,59
POA3392,155,0,0,7,0,157,56,6,0,0,0,65,11,3,0,0,0,14,224,10,0,10,0,240
POA3393,703,0,12,7,17,739,266,0,24,3,3,295,31,0,0,0,3,38,1003,0,35,11,21,1067
POA3395,98,0,0,0,0,105,34,0,5,0,0,41,8,0,0,3,0,9,146,0,5,0,0,153
POA3396,212,0,3,0,0,214,77,0,3,0,0,78,3,0,0,0,0,3,290,0,4,0,0,300
POA3400,3872,223,218,7,15,4335,1049,208,160,0,8,1422,137,19,19,0,3,174,5060,446,392,7,22,5932
POA3401,1251,0,0,9,7,1264,187,0,0,9,0,199,39,0,0,0,0,39,1474,0,0,11,9,1499
POA3407,122,8,0,0,7,137,23,0,0,0,0,27,6,0,0,0,0,9,150,11,0,4,7,166
POA3409,274,0,0,0,0,282,86,0,4,0,0,91,3,0,0,0,0,3,369,0,6,0,0,374
POA3412,89,0,0,0,0,89,33,0,0,0,0,31,10,0,0,0,0,10,130,0,0,0,0,130
POA3413,62,0,0,0,0,60,17,0,0,0,0,19,3,0,0,0,0,3,79,0,0,0,3,78
POA3414,479,5,3,0,10,504,195,4,11,0,7,213,24,0,0,0,0,28,699,11,13,3,18,740
POA3415,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
POA3418,772,0,18,0,5,802,244,0,29,0,0,274,24,0,3,0,0,28,1040,0,53,0,5,1098
POA3419,232,0,3,5,0,239,79,0,4,0,0,79,10,0,0,0,0,10,324,0,3,5,0,331
POA3420,79,0,0,0,0,79,17,0,0,0,0,17,3,0,0,0,0,3,93,0,0,0,0,93
POA3423,66,63,4,0,0,139,19,28,3,0,0,53,3,3,3,0,0,12,91,100,9,0,0,200
POA3424,220,0,0,0,0,227,80,0,5,0,0,84,11,0,0,0,0,9,306,0,6,3,0,321
POA3427,821,9,3,0,3,836,146,0,0,0,0,145,21,0,0,0,0,21,985,8,7,0,3,1003
POA3428,163,0,0,0,3,165,20,0,0,0,0,20,3,0,0,0,0,3,186,0,0,0,3,190
POA3429,9929,355,656,5,11,10954,980,131,217,0,3,1333,211,25,28,0,4,270,11117,513,901,5,20,12552
POA3430,74,0,0,0,0,81,20,0,0,0,0,20,0,0,0,0,0,0,103,0,0,0,0,99
POA3431,1150,46,0,3,3,1200,87,11,0,0,0,99,17,3,0,0,0,20,1261,56,0,3,4,1319
POA3432,58,0,0,0,0,58,8,0,0,0,0,8,0,0,0,0,0,0,63,0,0,0,0,63
POA3433,53,0,0,0,0,53,5,0,0,0,0,7,3,0,0,0,0,3,66,0,0,0,0,64
POA3434,1400,20,49,10,8,1481,147,14,18,0,0,174,28,0,0,0,0,33,1570,38,65,9,8,1686
POA3435,826,9,0,0,6,841,145,7,0,0,6,157,19,0,0,0,0,20,991,16,0,0,11,1014
POA3437,2786,255,3,0,10,3053,225,72,5,0,0,300,67,13,0,0,0,78,3072,340,6,3,7,3429
POA3438,679,13,0,0,0,692,48,6,0,0,0,54,9,0,0,0,0,13,740,22,0,0,0,763
POA3440,581,0,0,10,0,596,56,0,0,7,0,66,11,0,0,3,0,18,648,0,0,22,0,679
POA3441,437,0,0,0,0,443,18,0,0,0,0,18,11,0,0,0,0,11,468,0,0,0,0,472
POA3442,2199,45,7,5,16,2266,227,20,0,3,0,245,47,5,0,0,0,48,2464,69,8,7,16,2561
POA3444,2540,85,43,26,8,2703,478,61,30,6,0,572,74,7,3,0,12,97,3095,155,71,26,21,3371
POA3446,318,0,0,11,0,327,44,0,0,0,0,44,10,0,0,0,0,10,372,0,0,9,0,385
POA3447,147,0,0,0,0,147,21,0,0,0,0,21,3,0,0,0,0,5,173,0,0,3,0,177
POA3448,294,0,0,0,3,300,40,0,0,0,0,45,6,0,0,0,0,9,342,0,0,0,3,350
POA3450,2063,116,19,3,20,2224,509,93,10,0,3,615,71,16,3,0,0,90,2639,219,28,8,30,2930
POA3451,1521,20,0,7,12,1559,273,10,0,0,0,282,45,0,0,0,5,47,1838,26,0,5,13,1890
POA3453,521,0,0,3,3,525,69,0,0,0,0,69,11,0,0,0,0,11,600,0,0,3,3,607
POA3458,588,5,4,13,4,616,110,0,0,3,3,120,18,0,0,0,8,22,710,5,4,17,17,757
POA3460,790,31,15,5,16,847,203,10,14,7,3,234,38,0,3,0,0,39,1025,43,33,5,15,1121
POA3461,1269,6,0,15,12,1295,273,4,0,6,4,288,46,0,0,0,0,48,1592,9,0,17,21,1642
POA3462,366,7,0,3,0,378,83,0,0,0,0,87,7,0,0,0,0,7,459,10,0,3,0,475
POA3463,793,5,11,10,5,828,209,3,16,7,0,234,25,0,0,0,0,27,1023,11,26,17,5,1088
POA3464,305,3,0,10,0,319,78,5,3,0,0,89,10,0,0,0,0,10,396,14,6,7,0,421
POA3465,2555,150,21,22,5,2759,990,133,21,26,5,1176,136,18,4,3,0,160,3684,296,44,48,15,4094
POA3467,324,0,0,4,4,328,148,0,0,0,0,153,15,0,0,0,0,15,484,0,0,4,4,496
POA3468,83,0,0,0,0,83,34,0,0,0,0,34,3,0,0,0,0,3,114,0,0,0,0,114
POA3469,83,0,0,0,0,84,27,0,0,0,0,27,6,0,0,0,0,6,119,0,0,0,0,116
POA3472,411,4,6,19,3,438,161,0,15,14,3,189,17,0,4,3,0,22,590,4,22,34,4,654
POA3475,93,0,0,0,0,98,53,0,0,0,0,53,4,0,0,0,0,4,153,0,0,3,0,155
POA3477,243,0,0,0,0,244,78,0,0,0,0,78,9,0,0,0,0,11,331,0,0,4,0,335
POA3478,707,17,4,12,6,743,308,16,9,7,3,339,21,0,0,0,0,31,1038,32,16,18,10,1111
POA3480,470,7,7,3,0,487,147,10,11,3,0,172,33,3,8,0,0,39,646,16,21,9,0,697
POA3482,44,0,0,0,0,44,21,0,0,0,0,18,4,0,0,0,0,4,66,0,0,0,0,64
POA3483,234,0,6,3,3,245,77,0,10,0,0,84,7,0,3,0,0,12,314,0,18,3,3,341
POA3485,109,0,0,0,0,109,19,0,0,0,0,19,0,0,0,0,0,0,130,0,0,0,0,130
POA3487,20,0,0,0,0,25,8,0,0,0,0,8,3,0,0,0,0,3,29,0,0,0,0,32
POA3488,29,0,0,0,0,29,16,0,0,0,0,15,0,0,0,0,0,0,45,0,0,0,0,47
POA3489,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
POA3490,322,0,0,3,3,329,146,0,15,0,0,163,12,0,0,0,0,16,491,0,15,3,3,516
POA3491,40,0,0,0,0,40,10,0,0,0,0,10,0,0,0,0,0,0,55,0,0,0,0,55
POA3494,142,0,3,15,0,161,55,0,3,9,0,64,8,0,3,0,0,11,205,0,8,25,0,234
POA3496,1533,5,38,23,7,1608,444,7,50,12,3,512,78,0,12,0,0,87,2051,7,99,32,11,2204
POA3498,1412,0,31,3,10,1451,313,5,20,3,3,342,41,0,4,0,5,51,1759,7,56,4,11,1841
POA3500,7534,1002,455,60,40,9088,1734,592,409,47,7,2787,310,83,66,10,8,469,9576,1670,927,113,52,12346
POA3501,510,0,0,8,0,516,89,0,0,13,0,104,18,0,0,0,0,20,615,0,3,25,0,637
POA3505,1209,11,11,7,10,1255,326,5,13,16,0,364,55,0,3,0,0,62,1595,22,32,22,13,1681
POA3506,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,16
POA3507,42,0,3,0,0,47,14,0,0,0,0,14,0,0,0,0,0,0,61,0,3,0,0,63
POA3509,65,0,0,0,0,71,22,0,0,0,0,22,4,0,0,0,3,6,93,0,0,0,4,97
POA3512,99,0,0,0,3,101,45,0,0,4,0,48,3,0,0,0,0,3,149,0,0,4,3,153
POA3515,528,0,0,12,23,561,63,0,0,0,0,66,13,0,0,0,0,9,599,0,0,15,21,633
POA3516,179,0,0,3,6,193,58,0,0,3,4,58,13,0,0,0,0,13,244,0,0,7,9,260
POA3517,335,0,0,8,5,356,159,0,3,8,0,168,24,0,4,0,0,29,519,0,6,20,3,553
POA3518,332,0,5,9,4,348,139,0,7,13,3,161,20,0,0,0,0,27,498,3,12,20,14,538
POA3520,50,0,0,0,3,48,22,0,0,0,0,28,0,0,0,0,0,0,71,0,0,0,3,77
POA3521,179,0,0,0,0,181,38,0,0,0,0,38,10,0,0,0,0,10,218,0,0,0,0,223
POA3522,84,0,0,0,0,84,22,0,0,0,0,22,3,0,0,0,0,3,111,0,0,0,0,111
POA3523,1048,0,12,13,9,1085,329,3,8,8,9,354,81,0,0,0,3,91,1459,7,16,25,19,1525
POA3525,374,5,4,3,0,383,151,7,0,0,0,158,15,3,0,0,0,19,537,14,3,3,0,556
POA3527,204,4,4,3,0,213,96,0,0,3,0,100,13,0,0,0,0,14,309,3,3,9,0,322
POA3529,26,0,0,0,0,26,13,0,0,0,0,13,0,0,0,0,0,0,34,0,0,0,0,34
POA3530,31,0,0,0,0,33,14,0,0,0,0,14,3,0,0,0,0,3,51,0,0,0,0,53
POA3531,47,0,0,0,0,46,18,0,0,0,0,18,0,0,0,0,0,0,67,0,0,0,0,72
POA3533,180,4,0,3,0,185,96,0,3,0,0,97,12,0,0,0,3,13,285,4,3,6,3,299
POA3537,268,0,3,3,3,276,104,0,10,0,0,117,12,0,0,0,0,14,386,0,17,4,3,408
POA3540,83,0,3,0,0,90,22,0,4,0,0,30,5,0,0,0,0,5,118,0,7,0,0,122
POA3542,37,0,0,0,0,37,20,0,0,0,0,20,0,0,0,0,0,0,60,0,0,0,0,59
POA3544,68,0,0,0,0,68,25,0,0,0,0,20,0,0,0,0,0,0,88,0,0,0,0,94
POA3546,99,0,0,3,0,105,36,5,0,0,0,39,8,0,0,0,0,8,147,3,0,3,0,149
POA3549,652,3,6,25,7,693,293,7,17,17,4,341,57,3,8,4,0,71,1001,20,30,45,11,1109
POA3550,10830,1563,196,22,25,12645,2180,661,63,4,17,2921,341,109,23,0,9,477,13347,2340,275,31,47,16042
POA3551,8477,14,13,32,31,8564,831,4,6,21,3,867,175,4,0,5,3,186,9481,16,19,61,34,9618
POA3555,5462,348,114,38,24,5982,1221,203,75,34,7,1534,177,34,11,11,3,239,6868,588,203,78,31,7758
POA3556,3520,119,27,12,19,3688,973,133,16,0,13,1135,142,11,3,0,0,157,4635,266,39,11,34,4982
POA3557,229,0,0,0,0,227,41,0,0,0,0,41,3,3,0,0,0,4,273,4,0,0,0,274
POA3558,238,3,0,14,0,253,103,0,3,5,0,117,21,0,0,10,0,25,365,3,3,22,0,395
POA3559,150,0,0,3,0,154,50,0,0,0,0,50,8,0,0,0,0,8,210,0,0,3,0,208
POA3561,1203,8,15,9,4,1237,331,19,30,18,0,394,41,4,0,3,0,51,1574,28,51,25,3,1684
POA3562,70,0,0,0,3,74,22,0,0,0,0,19,0,0,0,0,0,0,90,0,0,0,3,92
POA3563,231,0,0,0,0,230,50,4,0,0,0,57,10,0,0,0,0,10,288,4,0,0,0,301
POA3564,4048,387,18,12,12,4480,886,245,19,14,3,1167,164,45,3,0,0,215,5099,679,42,25,19,5866
POA3565,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34
POA3566,127,0,0,3,3,131,59,0,6,0,0,66,8,0,0,0,0,11,196,0,9,3,3,206
POA3567,180,0,0,0,0,180,68,0,0,0,0,69,4,0,0,0,0,11,249,0,5,0,0,256
POA3568,807,0,7,0,0,825,301,3,21,3,0,327,38,0,3,3,0,40,1143,4,31,6,0,1193
POA3570,196,0,0,0,0,196,63,0,0,5,0,71,8,0,0,0,0,8,269,0,0,5,0,275
POA3571,75,0,0,0,0,74,22,0,0,0,0,26,0,0,0,0,0,4,101,0,7,0,0,104
POA3572,42,0,0,0,0,42,7,0,0,0,0,7,0,0,0,0,0,0,51,0,0,0,0,51
POA3573,80,0,0,0,0,87,27,0,0,0,0,27,0,0,0,0,0,0,112,0,0,0,0,115
POA3575,215,0,7,0,0,223,62,7,3,0,0,72,12,0,0,0,0,15,298,5,8,4,3,314
POA3576,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,27,0,0,0,0,27
POA3579,1451,0,20,11,5,1495,495,0,32,9,0,534,79,0,5,0,0,81,2022,0,57,22,5,2117
POA3580,270,0,0,9,0,281,120,0,5,0,0,129,12,0,0,0,0,10,406,0,9,7,0,422
POA3581,44,0,0,0,0,44,18,0,0,0,0,19,0,0,0,0,0,0,59,0,0,0,0,63
POA3583,48,0,0,0,0,50,7,0,0,0,0,7,3,0,0,0,0,3,63,0,0,0,0,65
POA3584,291,0,0,0,3,295,72,0,3,0,0,76,6,0,0,0,0,6,370,0,3,0,4,378
POA3585,2567,149,211,17,36,2981,726,91,128,14,6,973,120,10,25,0,10,164,3415,259,360,26,54,4114
POA3586,189,0,0,5,3,199,37,0,0,0,0,38,3,0,0,0,0,3,229,0,0,5,4,238
