POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2725,0,6,35,63,33,7,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,35,63,33,3,0,0,145
POA2726,0,3,5,38,28,3,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,38,25,3,0,0,85
POA2727,0,0,11,41,39,12,8,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,11,45,39,15,8,3,116
POA2729,0,13,71,303,168,27,6,14,603,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,12,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,15,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,16,81,311,173,27,6,24,631
POA2730,3,14,111,270,103,16,3,13,535,0,8,3,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,5,7,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,8,0,0,0,3,0,0,0,0,9,4,26,115,274,103,21,3,19,565
POA2731,3,10,233,990,663,77,13,45,2041,0,6,92,10,0,0,0,8,119,0,0,0,0,0,0,0,0,4,0,6,96,10,0,0,0,8,125,0,4,138,17,0,0,0,6,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,138,17,0,0,0,6,174,0,11,22,14,6,0,0,4,63,0,0,6,3,0,0,0,0,11,5,32,494,1045,674,77,18,62,2409
POA2732,0,13,61,337,176,30,3,20,635,0,3,27,7,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,27,7,0,0,0,0,44,0,9,16,3,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,3,0,0,0,3,37,0,9,3,4,0,0,0,3,16,0,0,3,0,0,0,0,0,3,3,33,108,356,173,28,7,25,736
POA2733,0,9,34,86,46,13,5,4,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,3,10,0,13,39,91,46,13,5,7,215
POA2734,0,0,12,46,57,13,3,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,46,57,13,3,9,138
POA2735,0,6,22,62,44,7,0,6,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,62,43,7,0,6,147
POA2736,0,0,24,60,26,3,3,5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,0,31,60,26,3,3,3,134
POA2737,0,0,26,133,71,3,0,10,243,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,28,139,71,3,0,11,258
POA2738,3,4,23,257,199,40,3,12,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,16,0,3,0,0,0,0,0,0,6,0,0,3,4,0,0,0,0,4,3,10,36,260,199,40,3,13,563
POA2739,0,3,43,223,112,19,3,18,419,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,0,7,19,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,30,6,8,4,3,3,0,0,3,28,0,0,0,0,0,0,0,0,0,11,19,76,234,109,19,4,18,490
POA2745,7,28,128,2016,4697,954,185,108,8116,0,12,8,109,13,0,0,4,144,0,20,4,281,71,3,0,9,388,0,38,16,392,79,4,0,16,539,0,14,42,5,0,0,0,4,61,0,0,0,0,0,0,0,0,0,0,6,18,8,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,20,58,18,0,0,0,7,107,0,19,11,4,3,0,0,3,32,0,3,3,12,13,3,0,8,43,9,102,216,2437,4799,959,187,134,8839
POA2747,14,102,377,5157,4114,711,174,210,10854,4,48,136,472,24,0,3,13,709,3,58,290,984,68,4,0,21,1437,11,108,433,1456,98,7,3,41,2141,3,37,235,60,3,0,0,11,347,3,38,325,19,0,0,0,21,404,0,10,190,19,0,0,0,3,225,0,3,11,0,0,0,0,0,15,5,88,767,89,5,0,4,36,993,0,3,0,10,4,0,0,0,20,0,5,18,18,12,0,0,3,56,32,308,1588,6733,4226,712,177,287,14068
POA2748,0,8,22,101,216,112,44,18,514,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,19,105,225,109,44,14,532
POA2749,8,24,81,2242,1788,394,114,75,4717,0,3,24,171,5,0,0,4,214,3,18,47,174,46,0,6,6,287,4,16,70,347,51,0,6,9,501,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,7,0,0,0,0,9,3,3,0,4,3,0,0,4,22,16,45,149,2597,1843,398,118,90,5257
POA2750,14,82,495,6147,3738,868,199,221,11755,16,91,483,361,15,4,5,56,1038,9,89,233,980,64,4,0,106,1477,21,176,716,1338,80,11,5,161,2510,30,142,635,57,0,0,0,44,908,0,47,573,68,0,0,0,12,709,9,25,179,23,0,0,0,15,249,0,0,7,4,0,0,0,0,13,37,212,1395,148,7,0,0,76,1878,0,33,55,15,0,0,0,21,124,5,0,7,18,3,0,0,0,35,80,512,2678,7664,3822,878,202,481,16308
POA2752,3,8,93,521,604,185,46,30,1491,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,15,104,526,602,185,46,31,1508
POA2753,4,48,348,2147,1418,435,142,90,4643,7,35,241,216,6,0,0,25,535,0,22,22,59,13,0,0,4,130,7,61,271,274,20,0,0,30,665,0,51,157,7,0,0,0,8,221,0,0,66,8,0,0,0,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,53,223,12,0,0,0,14,296,0,0,5,8,3,0,3,0,15,0,3,12,19,11,8,0,10,63,14,165,860,2456,1449,444,149,142,5681
POA2754,3,6,115,638,539,146,44,27,1520,0,3,93,103,3,0,0,3,208,0,0,30,122,15,0,0,3,170,0,3,117,225,25,0,0,3,374,0,0,33,13,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,3,15,271,879,567,147,44,44,1963
POA2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2756,14,112,616,4218,3447,850,261,171,9690,6,98,207,442,40,3,0,25,820,0,23,34,148,28,3,3,3,244,6,121,244,592,64,6,6,28,1070,0,15,47,27,10,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,47,27,12,0,0,3,103,15,39,21,11,5,3,3,7,109,6,14,19,23,14,3,0,11,89,39,303,948,4870,3544,866,268,220,11061
POA2757,0,8,22,100,87,39,9,4,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,25,106,87,41,9,4,278
POA2758,3,52,213,807,1037,345,136,42,2637,0,6,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,14,0,3,9,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,3,3,3,7,0,0,0,22,5,68,226,818,1044,347,136,49,2695
POA2759,7,40,117,3928,2836,645,145,138,7865,0,6,8,24,7,0,0,0,48,0,0,0,14,7,3,0,0,29,0,6,8,38,20,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,7,45,132,3973,2854,648,145,141,7946
POA2760,13,104,835,4556,2224,363,88,227,8408,3,61,181,235,26,4,0,33,544,3,24,114,940,145,7,3,35,1265,11,79,298,1179,169,12,4,66,1807,0,58,187,44,0,0,0,10,301,18,24,282,25,0,0,0,13,361,0,4,143,11,0,0,0,5,161,0,0,3,0,3,0,0,0,8,20,92,613,78,3,0,0,36,838,0,5,12,3,4,0,0,0,26,0,9,13,14,7,0,0,9,55,43,295,1767,5824,2405,375,92,334,11134
POA2761,16,40,114,4210,2701,550,119,136,7890,0,17,53,163,13,0,0,13,263,0,0,17,150,127,0,0,4,297,0,17,69,312,138,3,0,17,560,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,9,0,7,0,0,7,20,18,62,191,4529,2843,556,119,153,8479
POA2762,3,9,51,427,600,90,17,30,1232,0,4,9,93,74,8,0,6,189,0,0,0,38,20,10,0,0,73,0,4,13,136,94,15,0,3,260,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,5,18,0,0,3,26,0,0,0,0,6,0,0,0,10,4,15,66,575,720,110,18,37,1535
POA2763,4,17,72,1866,1332,217,50,96,3651,3,12,44,1383,1301,129,6,19,2908,0,23,107,808,978,206,41,28,2193,4,38,147,2198,2286,336,45,48,5101,0,0,65,353,58,0,0,3,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,353,58,0,0,4,483,0,0,0,0,0,0,0,0,3,0,8,4,33,4,0,0,18,63,4,62,302,4447,3676,556,99,162,9302
POA2765,9,71,304,1615,1566,407,148,93,4207,0,57,15,31,15,0,0,15,135,0,7,0,22,3,0,0,0,39,0,68,21,48,13,0,0,14,172,0,4,7,9,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,13,3,3,0,0,31,3,27,116,52,13,4,0,18,231,0,6,14,10,15,3,3,6,60,12,173,459,1745,1612,415,152,136,4705
POA2766,3,24,101,1742,1172,250,62,81,3420,0,3,28,124,14,3,0,0,176,0,3,73,333,203,0,0,9,627,0,6,101,457,215,6,0,14,800,0,15,3,4,0,0,0,0,25,0,3,6,0,0,0,0,0,9,0,8,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,21,21,9,0,0,0,0,52,0,0,8,11,0,0,0,0,21,0,0,0,0,0,0,0,0,7,3,52,225,2223,1388,249,62,92,4297
POA2767,8,46,258,2496,2350,453,94,153,5854,0,40,38,51,6,0,0,9,141,3,43,38,424,55,3,0,13,581,6,84,70,474,60,6,0,17,723,0,33,21,9,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,33,22,9,3,0,0,3,64,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,4,20,8,163,355,2982,2410,467,96,183,6665
POA2768,7,30,275,1212,4500,845,127,113,7094,0,0,4,74,90,5,4,3,180,0,7,58,253,208,35,0,5,565,0,7,57,327,293,45,4,7,746,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,15,7,41,335,1539,4801,891,130,121,7860
POA2769,0,5,16,184,1554,366,52,27,2203,0,3,26,57,325,19,0,4,434,0,4,45,142,300,101,22,10,621,0,5,70,199,628,121,22,14,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,87,387,2186,484,73,42,3272
POA2770,32,106,377,8627,3518,692,153,455,13948,9,60,132,552,52,9,0,26,834,8,139,192,1031,222,6,4,56,1654,16,195,326,1577,272,10,3,85,2486,12,181,58,65,3,0,0,23,341,6,27,424,22,0,0,3,28,515,6,45,743,62,3,0,0,24,884,0,9,3,0,0,0,0,0,10,24,260,1236,145,10,0,3,79,1754,0,16,12,19,4,0,0,0,59,0,0,10,6,7,0,0,8,38,68,579,1963,10381,3811,697,156,626,18281
POA2773,0,12,130,670,853,210,34,19,1934,0,17,23,13,0,0,0,8,60,0,0,3,14,0,0,0,0,15,0,16,27,28,0,0,0,8,82,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,33,174,697,856,210,36,28,2031
POA2774,3,24,307,1782,1568,426,83,55,4249,0,7,29,58,3,0,0,4,99,0,0,27,52,8,3,0,3,91,0,13,59,104,11,3,0,8,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,37,361,1888,1581,427,84,64,4449
POA2775,5,57,148,198,79,13,7,9,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,18,3,4,0,0,4,35,0,0,3,3,0,0,0,4,12,13,67,165,205,84,19,7,11,568
POA2776,0,13,125,580,517,119,22,23,1406,0,0,4,3,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,4,10,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,136,595,517,119,22,21,1423
POA2777,4,40,379,2392,2064,540,112,76,5611,3,68,86,108,5,3,0,9,279,0,32,143,74,3,3,0,11,265,3,101,227,185,11,3,3,19,539,0,10,26,0,0,0,0,0,33,0,25,7,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,0,0,0,0,0,67,0,0,3,0,3,0,0,0,9,0,3,6,6,0,0,0,0,14,12,175,635,2583,2079,548,114,96,6239
POA2778,0,17,112,361,293,73,8,5,876,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,23,113,367,297,73,8,13,891
POA2779,0,35,188,914,481,101,27,24,1765,0,6,16,15,0,0,0,3,39,0,0,0,4,0,0,0,0,4,0,6,16,19,0,0,0,3,42,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,204,938,479,101,27,32,1819
POA2780,10,130,994,2190,949,191,65,96,4617,12,71,56,42,4,3,0,5,197,0,13,65,86,0,0,0,3,166,12,86,116,131,3,0,0,12,368,7,123,127,33,5,0,0,18,315,0,19,53,6,0,0,0,3,88,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,10,140,185,38,5,0,0,26,409,0,9,6,3,3,0,0,0,23,0,3,7,10,0,4,5,7,38,31,363,1313,2369,966,201,64,145,5460
POA2782,3,33,316,1098,657,118,21,44,2284,0,9,22,33,0,0,0,0,69,0,6,7,20,0,0,0,0,31,0,12,25,53,0,0,0,3,103,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,3,3,15,3,48,346,1161,661,118,28,50,2410
POA2783,3,24,160,465,212,52,10,15,945,0,0,6,3,0,0,0,0,11,0,0,0,3,0,0,0,0,3,0,0,6,3,0,0,0,0,10,4,18,19,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,19,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,44,190,471,212,56,16,13,1002
POA2784,0,24,77,177,134,37,4,9,459,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,81,187,135,37,4,9,471
POA2785,0,34,393,905,417,82,17,38,1879,0,6,15,9,4,0,0,0,30,0,0,8,0,0,0,0,0,8,0,7,16,9,4,0,0,0,40,0,7,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,17,0,0,5,5,0,0,0,0,9,0,3,7,0,0,0,0,0,17,3,54,427,914,426,82,20,37,1963
POA2786,4,19,110,213,99,13,11,8,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,21,110,220,99,13,11,8,488
POA2787,5,16,173,711,447,62,17,48,1478,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,15,17,0,0,0,0,5,35,0,3,7,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,9,41,0,0,4,0,0,0,0,0,9,0,3,14,37,9,0,0,0,60,5,35,212,750,460,64,15,53,1598
POA2790,9,87,967,2539,1256,211,55,133,5260,10,57,219,120,3,0,0,29,427,4,22,26,25,0,0,0,8,84,11,80,241,144,3,0,0,31,509,5,26,49,15,0,0,0,10,108,0,7,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,65,15,0,0,0,10,126,13,16,8,8,10,3,0,0,56,3,4,3,5,7,0,0,7,25,38,215,1281,2712,1270,215,63,179,5977
