POA_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
POA7184,52,867,461,200,929,0.8,754,2
POA7185,57,575,562,200,1041,0.6,833,1.7
POA7186,55,1383,443,150,1017,0.8,784,2.3
POA7187,59,1208,463,125,1292,0.8,866,1.8
POA7190,57,1078,484,190,1025,0.7,841,2
POA7209,50,921,461,96,1081,0.7,821,2.2
POA7210,50,878,448,144,1010,0.8,767,2.1
POA7211,44,737,466,170,1160,0.8,1050,2.5
POA7212,47,1300,569,218,1368,0.8,1104,2.5
POA7213,45,596,387,140,820,0.7,640,2.3
POA7214,51,650,418,115,1009,0.7,717,2
POA7215,53,1052,475,185,1032,0.8,795,2.1
POA7216,55,988,443,200,937,0.8,745,2.1
POA7248,33,1105,450,215,1122,0.8,843,2.3
POA7249,39,1300,600,250,1404,0.8,1086,2.2
POA7250,41,1300,619,235,1494,0.8,1142,2.3
POA7252,47,1300,587,200,1448,0.8,1260,2.5
POA7253,45,1000,443,180,1008,0.8,784,2.3
POA7254,46,1083,491,163,1104,0.8,949,2.4
POA7255,53,758,606,115,1399,0.7,1074,2
POA7256,47,1000,707,128,1642,0.7,1199,2.1
POA7257,57,0,395,59,849,0.6,537,1.5
POA7258,44,1582,753,210,2198,0.8,1829,2.7
POA7259,45,1259,520,110,1323,0.8,1104,2.4
POA7260,47,1040,484,170,1152,0.8,849,2.3
POA7261,48,667,412,150,825,0.8,725,2.2
POA7262,49,1300,533,200,1253,0.7,957,2.1
POA7263,44,801,453,131,1007,0.7,813,2.3
POA7264,51,685,407,22,843,0.7,686,2
POA7265,50,947,516,78,956,0.6,782,1.8
POA7267,45,1300,657,180,1523,0.9,1290,2.6
POA7268,45,1279,587,200,1429,0.8,1214,2.5
POA7270,53,1010,454,200,987,0.8,825,2.2
POA7275,48,1300,498,240,1241,0.8,1021,2.4
POA7276,45,1084,573,220,1305,0.7,1057,2.3
POA7277,44,1452,585,285,1560,0.8,1324,2.6
POA7290,38,1300,633,210,1570,0.8,1217,2.5
POA7291,43,1300,578,230,1537,0.8,1173,2.5
POA7292,43,1224,595,183,1452,0.8,1226,2.5
POA7300,43,1400,631,228,1498,0.8,1253,2.4
POA7301,47,1300,548,221,1298,0.8,1018,2.3
POA7302,40,1109,552,155,1244,0.8,1040,2.5
POA7303,48,1138,496,210,1196,0.8,921,2.3
POA7304,47,1083,461,182,1167,0.8,859,2.3
POA7305,47,859,470,200,1103,0.8,935,2.4
POA7306,47,1200,473,190,1158,0.8,992,2.4
POA7307,47,1300,553,232,1311,0.8,1067,2.3
POA7310,43,1200,517,220,1237,0.8,967,2.3
POA7315,47,1200,517,210,1268,0.8,956,2.3
POA7316,44,1257,552,220,1369,0.8,1120,2.4
POA7320,40,1083,518,200,1258,0.8,964,2.3
POA7321,46,1083,517,180,1311,0.8,1078,2.5
POA7322,45,1103,509,206,1216,0.8,922,2.3
POA7325,46,1200,496,200,1272,0.8,951,2.3
POA7330,39,1083,599,169,1393,0.8,1105,2.5
POA7331,49,1200,553,193,1366,0.7,1010,2.1
POA7466,57,0,374,0,0,0.7,612,2
POA7467,45,650,438,133,1030,0.7,764,2.1
POA7468,41,1109,631,200,1545,0.8,1312,2.2
POA7469,45,562,455,130,1345,0.7,871,2.1
POA7470,41,531,502,100,1562,0.7,1227,2.1
POA0800,32,2167,1193,500,2595,1,2264,2
POA0810,34,2167,975,380,2288,1,2107,2.8
POA0812,35,2134,945,410,2261,1,2028,2.8
POA0815,25,0,362,0,0,0,0,0
POA0820,34,2321,1196,450,2719,0.9,2341,2.4
POA0822,29,2095,289,60,821,1.5,1294,3.9
POA0828,32,2600,764,265,1848,1.1,1718,2.6
POA0829,29,2167,1183,350,2214,1.4,1958,2.3
POA0830,31,2167,979,400,2253,0.9,2035,2.8
POA0832,28,2474,1136,450,2483,0.9,2356,2.9
POA0834,41,2420,1122,450,2589,1,2361,2.8
POA0835,41,2500,1362,400,2391,1,2253,2.8
POA0836,36,2573,1066,450,2569,1,2422,3
POA0837,43,2383,733,190,1875,1.1,1524,2.6
POA0838,35,2167,1068,400,2430,1.1,2169,2.9
POA0839,28,2232,931,360,1887,1.2,1611,2.1
POA0840,58,1475,410,150,837,1.1,620,1.8
POA0841,38,2000,864,300,2087,1,1789,2.6
POA0845,40,1395,606,148,1375,0.9,1125,2.3
POA0846,47,1300,527,200,1174,1,1017,2.4
POA0847,39,1560,466,82,955,0.9,945,2.3
POA0850,34,1733,879,250,2038,1,1751,2.7
POA0852,27,1500,296,60,719,1.6,1115,3.9
POA0853,27,0,1340,250,2295,1,2236,3.3
POA0854,26,0,424,33,1050,1.6,1289,3.5
POA0860,33,1216,650,175,1592,1,1570,2.7
POA0862,24,1200,501,50,1093,1.2,1333,3.5
POA0870,34,1950,1022,360,2274,0.9,1963,2.6
POA0872,28,468,295,60,745,1.5,1138,3.7
POA0873,43,2383,624,173,1899,1.2,1462,2.6
POA0874,33,2457,1244,225,2675,0.8,2219,2.4
POA0875,32,1950,982,330,2109,0.9,1807,2.7
POA0880,29,1679,887,12,2232,1.2,2230,3.4
POA0885,33,0,1729,80,3446,1,3207,2.8
POA0886,34,0,1205,37,2454,1,2127,2.5
POA2600,45,2600,1424,475,3440,0.8,2474,2.3
POA2601,23,2200,313,500,3085,1.2,2222,1.8
POA2602,36,2167,992,360,2573,0.9,1930,2.4
POA2603,41,2500,1365,395,3426,0.8,2395,2.3
POA2604,36,2167,1359,420,2847,0.9,2220,2.1
POA2605,43,2383,1115,420,2924,0.8,2273,2.6
POA2606,35,1950,1024,350,2289,0.9,1777,2.2
POA2607,42,2167,1007,370,2557,0.8,2084,2.5
POA2609,49,1500,681,260,1778,0.9,968,1.8
POA2611,38,2167,1088,370,2574,0.8,2124,2.5
POA2612,30,2058,1068,391,2726,1,2004,2
POA2614,39,2058,963,360,2429,0.8,1940,2.5
POA2615,35,2000,931,360,2226,0.8,1911,2.7
POA2617,32,1950,877,375,2299,0.9,1907,2.5
POA2618,43,2342,951,300,2574,0.8,2369,2.9
POA2900,36,1650,1022,410,2148,0.9,1688,2
POA2902,40,1950,917,345,2258,0.7,1916,2.6
POA2903,39,2000,929,350,2310,0.8,1985,2.6
POA2904,42,2123,1025,420,2570,0.7,2260,2.7
POA2905,35,2000,944,380,2294,0.8,2040,2.7
POA2906,35,2000,969,370,2367,0.8,2103,2.8
POA2911,31,2500,1242,380,2745,0.9,2486,2.8
POA2912,31,2039,894,380,2246,1,2065,2.8
POA2913,32,2037,1016,385,2390,0.8,2149,2.8
POA2914,31,2167,1113,410,2561,0.9,2388,3.1
POA2899,49,1300,592,138,1290,0.8,1012,2.2
POA6798,38,1717,1164,152,2389,1,2141,2.7
POA6799,42,1029,563,166,1375,1,1859,3.7
POA9494,40,0,408,0,0,0,0,0
POA9797,46,0,1208,0,0,0,0,0
