POA_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA5413,17,3,18,115,57,3,176,458,64,688
POA5414,3,0,3,20,9,0,28,80,19,125
POA5415,0,0,0,23,15,0,43,137,11,187
POA5416,0,0,0,37,10,0,48,122,24,192
POA5417,30,5,33,204,93,9,304,807,110,1219
POA5418,0,0,0,17,12,3,27,65,9,95
POA5419,4,0,4,39,4,0,47,128,12,186
POA5420,0,0,0,20,6,0,23,35,10,71
POA5421,4,0,3,13,7,0,28,77,18,121
POA5422,37,16,56,177,81,6,262,1015,167,1433
POA5431,31,7,45,120,48,3,168,509,80,760
POA5432,3,0,4,15,3,0,23,86,13,120
POA5433,20,8,34,161,64,4,230,748,102,1081
POA5434,6,0,11,47,21,0,71,231,76,384
POA5440,3,3,7,34,6,0,46,145,37,223
POA5451,13,3,12,84,41,4,131,398,76,599
POA5452,3,0,3,84,35,3,119,217,18,349
POA5453,141,18,159,771,327,33,1132,2551,301,3988
POA5454,8,0,8,60,25,0,89,204,21,314
POA5455,0,0,0,17,0,0,17,23,3,45
POA5460,6,3,7,113,79,9,203,349,56,611
POA5461,97,21,121,377,177,17,565,1344,178,2091
POA5462,9,3,6,101,24,16,135,234,16,393
POA5464,4,0,7,112,48,4,163,285,45,500
POA5470,3,0,3,16,4,0,21,92,6,121
POA5471,4,0,4,15,3,0,16,54,5,72
POA5472,0,0,0,21,11,0,32,98,12,140
POA5473,8,0,9,95,49,3,144,415,52,618
POA5480,18,4,24,113,54,3,171,427,52,651
POA5481,12,5,16,69,30,0,107,339,42,487
POA5482,34,4,39,73,26,3,101,310,30,440
POA5483,8,4,10,47,20,0,70,180,27,281
POA5485,10,3,13,74,46,3,121,313,59,490
POA5490,7,0,5,25,9,0,29,94,27,150
POA5491,83,13,94,254,114,14,381,1007,104,1489
POA5493,0,0,0,6,3,0,15,48,13,76
POA5495,3,3,5,43,38,3,83,384,67,539
POA5501,50,14,69,1184,517,65,1765,3613,493,5873
POA5502,21,7,25,251,120,4,373,791,99,1269
POA5510,0,0,0,13,7,3,24,63,7,92
POA5520,19,0,17,75,41,3,122,333,33,485
POA5521,3,0,3,29,13,0,42,77,8,120
POA5522,61,23,86,120,94,11,222,894,147,1267
POA5523,55,4,65,271,166,13,451,1004,112,1562
POA5540,362,62,430,2118,929,95,3137,8417,1066,12621
POA5550,6,4,10,145,62,8,215,469,47,732
POA5552,3,0,7,68,20,3,89,178,39,310
POA5554,126,28,156,772,308,26,1107,2737,431,4271
POA5555,3,0,9,69,25,3,95,295,43,438
POA5556,51,64,115,446,238,23,712,2394,372,3475
POA5558,148,20,174,529,244,20,796,2987,370,4160
POA5560,14,3,13,71,26,0,101,243,35,374
POA5570,14,5,13,35,28,0,65,363,68,498
POA5571,69,25,94,193,102,8,301,1192,133,1625
POA5572,4,0,4,23,4,0,34,80,15,119
POA5573,75,14,89,250,129,14,397,1157,132,1686
POA5575,80,12,95,283,160,9,449,1393,158,2000
POA5576,21,3,26,129,66,9,201,652,46,899
POA5577,7,3,13,59,36,0,100,336,28,455
POA5580,7,3,12,60,16,0,77,196,12,291
POA5581,22,4,25,44,31,3,73,404,29,507
POA5582,49,4,54,60,44,0,108,435,43,587
POA5583,20,5,31,71,31,0,112,520,66,691
POA5600,149,32,184,988,431,44,1463,3388,350,5206
POA5601,0,0,0,57,37,4,95,265,34,395
POA5602,32,18,46,172,88,12,273,702,131,1111
POA5603,8,0,8,72,28,3,110,210,26,351
POA5604,4,0,4,17,18,0,32,137,13,178
POA5605,55,24,89,198,129,16,342,966,136,1451
POA5606,341,42,390,2167,988,137,3293,7085,1025,11394
POA5607,30,8,39,856,337,34,1221,2200,531,3951
POA5608,177,44,230,1908,842,113,2866,6716,1123,10696
POA5609,11,3,12,423,98,17,545,830,91,1466
POA5630,3,0,3,25,9,0,29,72,7,108
POA5631,30,9,44,179,83,8,270,463,84,815
POA5632,4,0,7,43,18,0,63,104,17,180
POA5633,3,0,3,40,24,3,77,152,27,253
POA5640,43,16,52,147,67,4,219,537,79,831
POA5641,23,8,32,182,64,10,264,460,58,782
POA5642,3,0,3,54,9,0,57,101,29,186
POA5650,0,6,6,30,7,0,37,73,26,133
POA5651,0,0,0,8,0,0,8,45,3,63
POA5652,23,4,32,132,57,9,196,314,48,553
POA5653,3,0,3,12,6,0,18,30,4,57
POA5654,0,0,3,41,9,0,49,122,22,194
POA5655,0,0,0,25,0,0,21,43,3,74
POA5660,0,0,0,10,5,0,14,20,0,33
POA5661,0,0,0,30,5,0,38,72,7,114
POA5670,15,0,16,93,27,3,118,249,19,386
POA5671,0,0,0,25,7,0,30,98,9,134
POA5680,46,16,60,289,94,14,396,1093,243,1728
POA5690,34,30,64,504,242,34,775,1601,519,2899
POA5700,189,34,220,1448,773,73,2295,5619,1082,9001
POA5701,0,0,0,0,0,0,0,7,0,9
POA5710,14,4,19,385,184,25,598,941,657,2193
POA5713,0,0,0,8,0,0,8,6,0,17
POA5715,0,0,0,10,4,0,14,9,6,25
POA5717,0,0,0,0,3,0,4,8,0,13
POA5719,0,0,0,3,0,0,3,34,5,42
POA5720,0,0,0,16,10,0,24,131,30,179
POA5722,3,3,6,41,12,0,46,188,35,273
POA5723,12,5,19,237,54,6,295,1102,374,1771
POA5724,0,0,3,54,36,0,83,194,71,353
POA5725,3,0,3,889,195,44,1126,1434,299,2866
POA5730,0,0,0,11,3,0,12,64,4,84
POA5731,0,0,0,96,13,0,112,213,88,413
POA5732,0,0,3,34,11,0,38,112,37,185
POA5733,0,0,0,27,5,0,39,122,46,204
POA5734,0,0,0,20,9,0,30,76,30,134
POA5950,0,0,0,0,0,0,0,0,0,0
POA5960,0,0,0,0,0,0,0,5,0,5
POA6000,79,18,92,849,369,25,1240,7701,1690,10626
POA6003,22,3,27,226,89,11,326,2329,643,3291
POA6004,65,11,70,794,361,9,1170,7292,1511,9971
POA6005,94,12,115,381,168,12,568,3953,767,5285
POA6006,227,26,261,1396,406,74,1870,4944,547,7365
POA6007,149,5,153,1008,334,32,1371,4234,539,6148
POA6008,219,50,277,2352,819,110,3279,8260,1127,12661
POA6009,370,57,433,2853,1119,88,4062,10538,876,15476
POA6010,539,95,642,2608,1032,121,3760,8997,1147,13899
POA6011,207,31,252,1451,659,57,2170,4623,601,7394
POA6012,115,60,182,1362,505,52,1919,4619,705,7248
POA6014,494,146,644,3949,983,135,5069,10076,1162,16307
POA6015,234,29,266,1147,489,62,1697,3301,306,5302
POA6016,144,28,173,1941,393,65,2399,5038,573,8016
POA6017,60,16,76,513,180,11,708,2595,343,3645
POA6018,809,233,1060,6650,2168,231,9054,19574,2289,30924
POA6019,297,42,346,3395,1235,126,4756,12048,1472,18281
POA6020,296,39,340,3567,1780,164,5515,10486,871,16871
POA6021,338,171,518,3143,1236,82,4465,10977,1328,16771
POA6022,46,11,57,897,379,42,1315,2494,245,4047
POA6023,244,71,316,2936,1143,137,4214,7213,582,12019
POA6024,187,30,218,2344,1132,114,3587,6670,571,10830
POA6025,326,63,399,5362,2108,223,7688,15238,1344,24270
POA6026,594,52,648,3941,1689,166,5791,11635,775,18206
POA6027,454,79,532,6947,2832,291,10067,22120,2025,34215
POA6028,99,34,136,4398,1241,163,5799,11203,738,17748
POA6029,56,8,67,519,237,17,778,1380,127,2286
POA6030,408,160,569,7213,2147,303,9663,18731,2410,30803
POA6031,34,5,42,3728,842,128,4695,6857,757,12306
POA6032,0,0,0,21,16,0,41,107,20,170
POA6033,3,0,3,55,40,0,99,224,44,367
POA6034,3,0,3,367,80,8,453,676,129,1255
POA6035,39,88,129,1769,440,61,2278,3606,802,6687
POA6036,28,8,41,3379,727,129,4233,6204,1146,11592
POA6037,22,0,24,516,184,21,715,1367,279,2362
POA6038,0,0,3,1408,263,49,1715,2520,409,4639
POA6041,13,3,11,202,99,10,306,806,116,1227
POA6042,0,0,0,4,3,0,7,60,9,79
POA6043,8,0,8,28,18,0,47,127,37,208
POA6044,16,3,18,141,64,5,214,758,114,1078
POA6050,485,243,732,2087,834,81,3008,8835,1380,13226
POA6051,107,22,129,1720,546,48,2310,7598,1028,10941
POA6052,187,31,216,1910,538,77,2528,5950,700,9174
POA6053,287,151,444,2484,738,96,3315,7716,936,11967
POA6054,329,47,383,3264,1141,161,4561,10830,1308,16701
POA6055,135,37,169,4016,1041,128,5185,9776,1700,16653
POA6056,590,194,795,6014,2456,228,8697,20599,2919,32216
POA6057,150,30,179,2871,1081,128,4078,8376,1024,13476
POA6058,131,68,198,2024,811,61,2901,6633,842,10373
POA6059,569,94,673,3529,1432,105,5059,13461,1215,19738
POA6060,588,149,747,3367,1166,80,4615,13862,1687,20159
POA6061,322,68,404,5759,1627,141,7524,20792,3018,31335
POA6062,585,145,742,4873,1984,163,7025,18483,1964,27472
POA6063,103,11,113,2425,761,93,3273,7180,820,11270
POA6064,323,57,383,4852,1694,215,6770,16457,1727,24950
POA6065,573,88,663,12984,3249,440,16678,28283,2659,47622
POA6066,136,21,161,3036,1085,108,4231,9933,820,14981
POA6067,0,0,0,8,0,0,8,10,3,24
POA6068,0,0,0,0,0,0,0,7,0,7
POA6069,152,139,294,8588,2002,287,10885,16007,2140,29029
POA6070,35,3,37,698,277,33,1009,1723,159,2885
POA6071,37,4,45,576,235,34,843,1788,159,2796
POA6072,11,0,11,107,60,11,176,452,122,747
POA6073,77,38,118,479,230,14,718,1610,216,2543
POA6074,15,0,16,166,68,10,241,525,48,811
POA6076,403,110,519,3406,1728,154,5286,11491,1241,18018
POA6077,12,9,26,190,87,7,282,873,70,1232
POA6078,8,0,8,131,82,4,224,487,63,778
POA6079,0,0,0,0,3,0,10,18,3,24
POA6081,40,4,51,826,318,39,1183,2333,278,3785
POA6082,23,5,30,585,180,20,788,1601,176,2573
POA6083,21,0,24,553,183,22,759,1909,233,2905
POA6084,28,13,44,1401,475,48,1921,3887,742,6553
POA6090,0,0,0,0,0,0,0,3,3,6
POA6100,147,20,174,1982,646,88,2713,8724,1175,12619
POA6101,206,78,288,2406,652,82,3137,9348,1559,14043
POA6102,600,200,806,1367,442,32,1844,8940,1420,12202
POA6103,109,26,139,1261,405,37,1702,6031,1230,8963
POA6104,284,69,356,2053,696,60,2813,7870,1391,12073
POA6105,258,60,322,2267,709,65,3046,7865,1351,12259
POA6106,0,0,0,0,0,0,0,7,10,18
POA6107,465,70,538,7237,1976,219,9431,23272,2573,35279
POA6108,226,43,269,3893,1567,149,5610,12022,1075,18709
POA6109,175,37,209,1952,586,73,2606,6254,808,9668
POA6110,458,143,611,7535,2121,284,9949,19324,2505,31777
POA6111,220,114,339,3684,1650,168,5503,11680,1513,18695
POA6112,443,124,581,11307,3013,424,14740,25188,3261,43194
POA6121,16,3,15,560,239,15,806,1452,122,2379
POA6122,87,16,108,3778,1016,155,4952,7042,801,12799
POA6123,14,6,25,275,89,15,385,723,110,1219
POA6124,8,0,14,203,61,7,267,581,92,938
POA6125,22,7,30,469,229,17,717,1568,269,2554
POA6126,0,0,0,42,15,0,54,171,350,579
POA6147,187,20,210,2393,840,83,3316,8367,727,12408
POA6148,488,84,576,2925,1148,112,4180,9720,725,14623
POA6149,465,44,513,2935,1387,104,4431,10338,583,15350
POA6150,310,175,482,1820,924,56,2798,7646,820,11267
POA6151,287,36,317,2371,855,95,3318,9573,1192,14080
POA6152,571,244,821,3484,1325,93,4900,15191,1758,21854
POA6153,462,100,571,3217,1453,95,4761,10763,1067,16596
POA6154,400,84,496,1744,545,58,2343,5254,536,8130
POA6155,316,118,444,9807,3031,289,13130,24783,2678,40593
POA6156,460,104,571,3027,1008,137,4174,8327,978,13469
POA6157,312,144,465,2259,850,102,3208,7078,845,11134
POA6158,104,66,170,1285,491,71,1850,3696,482,6027
POA6159,39,23,62,425,270,14,708,1866,360,2927
POA6160,146,44,190,939,458,46,1442,4933,974,7343
POA6161,0,0,0,16,6,0,19,71,203,299
POA6162,237,35,274,1703,614,106,2426,6095,718,9239
POA6163,897,347,1255,7296,3076,314,10689,28107,3706,42499
POA6164,331,51,388,12105,2817,386,15309,25839,2826,43970
POA6165,0,0,0,6,10,0,16,47,11,79
POA6166,99,22,121,1560,663,42,2267,5052,510,7837
POA6167,231,68,302,4543,1331,206,6078,11812,2894,20790
POA6168,570,140,716,3026,1561,165,4752,13360,2366,20476
POA6169,525,113,655,5591,2249,282,8122,17503,2262,27887
POA6170,20,3,21,2601,635,91,3329,5335,706,9375
POA6171,86,12,100,7034,1554,296,8891,12116,2034,23041
POA6172,67,107,180,2567,838,141,3550,5909,969,10424
POA6173,29,5,36,2795,547,104,3446,4712,549,8706
POA6174,15,3,16,842,196,47,1084,1480,233,2804
POA6175,16,0,14,822,195,34,1057,1536,178,2775
POA6176,8,0,8,257,95,16,365,598,122,1084
POA6180,13,3,12,1113,306,53,1469,2237,295,4001
POA6181,0,0,0,86,43,0,130,223,21,379
POA6182,0,0,0,0,0,0,0,0,0,0
POA6207,10,0,5,156,61,9,233,524,80,840
POA6208,196,31,231,1743,750,101,2593,6004,951,9549
POA6209,34,4,46,233,126,13,377,1133,154,1664
POA6210,1676,377,2062,9835,4177,431,14434,37296,4861,56587
POA6211,33,11,46,1196,453,59,1706,3514,456,5666
POA6213,4,0,8,91,39,4,142,362,93,588
POA6214,7,0,6,111,39,5,157,296,52,495
POA6215,63,36,96,606,266,29,898,2039,445,3375
POA6218,3,0,3,59,27,3,85,198,33,316
POA6220,83,12,97,660,281,17,952,2450,438,3844
POA6221,3,0,5,41,22,0,62,183,106,351
POA6223,0,0,0,40,13,8,60,94,21,170
POA6224,10,3,17,169,93,17,273,581,89,941
POA6225,106,49,152,1349,653,57,2056,4526,800,7377
POA6226,5,0,5,158,56,17,229,376,36,643
POA6227,4,3,6,168,46,8,223,312,45,579
POA6228,0,0,0,32,15,0,42,83,21,144
POA6229,0,0,0,21,15,0,38,111,22,176
POA6230,777,136,921,7052,2580,303,9940,21402,3313,34651
POA6232,205,34,247,2009,619,100,2733,5122,659,8511
POA6233,139,29,166,3657,1100,166,4919,8286,1182,14394
POA6236,18,4,18,322,110,19,455,1082,136,1669
POA6237,27,4,30,431,191,15,638,1210,127,1981
POA6239,76,7,91,661,271,30,957,2204,396,3553
POA6240,0,0,0,10,6,0,19,85,3,111
POA6243,0,0,0,9,3,0,14,30,4,49
POA6244,28,10,37,217,91,9,307,756,119,1182
POA6251,6,0,7,60,18,0,80,196,41,318
POA6252,0,0,0,15,3,0,17,95,18,132
POA6253,5,3,9,62,45,3,111,381,49,537
POA6254,7,0,7,62,18,0,80,280,44,408
POA6255,67,15,80,563,238,21,820,2089,325,3235
POA6256,0,0,3,55,27,3,78,205,31,313
POA6258,94,41,141,975,359,49,1377,3355,561,5295
POA6260,34,11,37,209,75,9,294,736,141,1169
POA6262,9,3,15,89,38,7,135,408,71,612
POA6271,25,5,31,552,174,33,762,1606,255,2616
POA6275,14,5,18,174,74,7,259,754,129,1136
POA6280,561,212,768,4580,1549,227,6356,14090,2146,22592
POA6281,65,8,74,1468,400,64,1937,3130,498,5564
POA6282,7,0,7,238,62,11,317,663,85,1064
POA6284,11,4,21,504,102,30,639,809,189,1641
POA6285,94,9,104,1876,435,98,2408,3994,653,7057
POA6286,11,0,11,87,40,5,130,342,43,514
POA6288,8,6,9,77,36,3,111,263,53,431
POA6290,58,20,83,157,87,12,253,1127,140,1516
POA6302,65,14,82,440,215,25,675,1954,382,3009
POA6304,35,10,42,218,86,5,305,962,195,1459
POA6306,19,23,38,147,53,4,204,521,119,846
POA6308,22,3,26,205,85,11,298,841,168,1310
POA6309,3,0,3,26,3,0,36,162,34,234
POA6311,8,0,5,74,25,6,103,305,61,472
POA6312,108,25,132,678,290,23,998,2360,494,3854
POA6313,0,0,0,38,26,0,73,128,43,248
POA6315,48,14,64,262,102,11,379,1053,201,1629
POA6316,0,0,0,52,12,0,70,182,22,271
POA6317,66,19,95,528,228,33,789,2055,493,3343
POA6318,7,0,9,88,23,0,111,239,60,412
POA6320,7,3,10,104,14,4,119,267,72,455
POA6321,7,0,10,81,18,9,110,249,38,397
POA6322,3,0,3,24,15,4,40,126,31,190
POA6323,3,0,3,112,54,0,167,590,85,843
POA6324,66,24,88,484,193,17,695,1802,378,2880
POA6326,5,0,5,65,32,3,102,260,49,409
POA6327,4,0,7,45,8,3,58,137,24,220
POA6328,3,0,3,68,17,5,91,219,30,342
POA6330,827,198,1034,5398,1998,276,7671,18759,2805,29230
POA6333,90,30,117,863,286,50,1201,3091,546,4837
POA6335,5,3,9,130,45,11,187,355,74,615
POA6336,0,0,0,56,15,0,70,145,41,260
POA6337,0,0,3,101,20,3,124,227,62,407
POA6338,6,0,6,104,46,3,157,341,61,562
POA6341,0,0,0,53,18,3,75,125,32,236
POA6343,0,0,0,57,10,0,65,99,25,196
POA6346,3,3,6,121,37,4,163,366,89,616
POA6348,12,3,11,104,25,7,141,491,88,712
POA6350,3,0,3,37,18,0,57,168,37,257
POA6351,0,0,0,25,4,3,27,29,0,62
POA6352,0,0,0,42,8,0,46,66,33,144
POA6353,11,0,11,136,43,3,185,371,72,624
POA6355,0,0,3,80,11,4,96,200,25,324
POA6356,0,0,0,22,6,0,36,56,9,97
POA6357,0,0,0,11,0,0,17,41,4,63
POA6358,0,0,0,13,0,0,14,58,4,82
POA6359,0,0,0,90,34,3,119,202,36,357
POA6361,0,0,0,22,14,0,39,46,4,91
POA6363,0,0,0,25,6,0,33,37,4,76
POA6365,12,4,13,76,35,3,117,266,46,434
POA6367,5,0,5,53,28,0,76,185,25,286
POA6368,0,0,0,11,5,0,21,41,3,62
POA6369,23,3,30,93,36,6,136,358,60,559
POA6370,9,0,8,85,18,0,98,233,24,357
POA6372,3,0,7,10,7,0,19,60,23,101
POA6373,0,0,0,16,4,0,25,35,7,66
POA6375,28,7,30,135,68,12,213,484,108,806
POA6383,29,7,27,112,53,7,171,531,121,818
POA6384,0,0,0,10,0,0,10,15,4,27
POA6385,0,0,0,7,0,0,6,11,3,21
POA6386,5,0,5,10,3,0,18,56,15,80
POA6390,7,3,14,360,96,16,476,797,136,1407
POA6391,14,0,13,164,65,4,237,472,92,801
POA6392,13,0,15,74,33,0,110,239,27,367
POA6393,0,0,0,20,4,0,29,61,10,98
POA6394,9,0,5,73,36,10,118,210,33,364
POA6395,29,19,52,253,119,11,385,735,175,1295
POA6396,0,0,7,59,5,7,72,183,45,299
POA6397,0,0,0,11,6,0,14,48,11,72
POA6398,7,3,6,53,25,3,90,338,54,475
POA6401,145,30,174,1057,442,64,1571,3851,1191,6613
POA6403,0,0,0,17,8,0,31,96,12,147
POA6405,0,0,3,59,13,3,71,159,13,244
POA6407,10,9,22,150,61,6,220,592,118,935
POA6409,3,0,3,66,20,3,83,179,51,308
POA6410,26,13,44,164,55,8,227,524,102,856
POA6411,3,0,3,11,8,0,21,74,14,108
POA6412,0,0,0,9,3,0,14,26,10,41
POA6413,0,0,0,10,0,0,7,27,4,45
POA6414,0,0,0,7,7,0,12,30,4,51
POA6415,53,12,66,426,135,23,585,1592,247,2421
POA6418,15,3,18,96,45,0,145,357,58,557
POA6419,0,0,0,10,4,0,11,31,0,40
POA6420,0,0,3,21,0,0,19,52,19,91
POA6421,0,0,0,38,5,0,40,55,20,112
POA6422,0,0,0,16,5,0,19,20,5,42
POA6423,0,0,0,34,10,3,46,116,26,185
POA6424,3,0,3,8,3,0,16,43,10,68
POA6425,0,0,0,14,0,0,14,47,17,80
POA6426,10,12,19,132,43,3,176,442,96,711
POA6427,0,0,0,22,5,0,20,41,23,94
POA6428,0,0,0,11,0,0,13,23,0,42
POA6429,4,0,3,135,47,0,181,496,103,790
POA6430,93,26,122,4198,995,192,5385,10107,1922,17423
POA6431,0,0,4,143,159,22,329,366,133,833
POA6432,19,6,28,1143,295,59,1498,3152,890,5534
POA6434,0,0,0,30,5,0,29,110,14,157
POA6436,0,0,0,10,0,0,8,56,20,91
POA6437,0,0,0,117,11,3,129,196,138,465
POA6438,4,3,5,93,26,0,125,415,171,714
POA6440,0,0,3,160,82,12,251,550,205,1009
POA6442,3,0,3,468,114,17,594,1032,292,1913
POA6443,7,0,6,81,22,0,104,493,138,734
POA6445,0,0,0,31,8,5,43,75,28,152
POA6446,0,0,0,25,0,0,24,55,14,99
POA6447,0,0,0,35,7,0,40,68,34,148
POA6448,3,0,4,68,16,0,87,246,41,365
POA6450,205,45,251,1993,743,115,2848,6345,1446,10633
POA6452,0,0,0,0,0,0,0,0,3,5
POA6460,25,6,32,107,43,7,151,373,80,599
POA6461,10,0,10,89,34,5,134,254,29,412
POA6462,0,0,0,20,5,4,32,55,9,94
POA6463,0,0,0,0,0,0,0,10,3,20
POA6465,0,0,0,6,0,0,6,22,0,25
POA6466,0,0,3,9,8,0,11,34,5,56
POA6467,0,0,0,3,3,0,7,17,0,26
POA6468,0,0,0,38,8,4,49,126,25,198
POA6470,0,0,0,3,0,0,3,7,0,13
POA6472,3,0,3,44,17,4,65,58,8,133
POA6473,0,0,0,8,3,0,16,19,6,35
POA6475,9,0,7,61,17,8,92,199,33,321
POA6476,0,0,0,10,0,0,11,33,0,45
POA6477,3,0,8,45,12,0,59,140,19,222
POA6479,3,3,13,97,32,5,142,247,45,430
POA6480,0,0,0,10,0,3,7,24,4,40
POA6484,0,0,0,15,5,0,15,58,23,96
POA6485,17,3,23,62,23,0,84,270,66,421
POA6487,0,0,0,4,3,0,9,24,12,44
POA6488,3,3,3,20,10,0,30,100,32,159
POA6489,8,0,8,14,3,0,14,60,22,92
POA6490,0,0,8,36,14,0,46,140,17,206
POA6501,9,0,9,158,59,4,216,498,87,800
POA6502,13,0,15,160,66,13,230,637,93,956
POA6503,21,13,36,317,125,12,450,1111,214,1773
POA6504,0,0,0,18,6,4,25,102,15,143
POA6505,0,0,0,21,10,0,32,62,4,103
POA6506,0,0,0,0,0,0,4,39,7,52
POA6507,4,3,12,84,19,0,107,299,46,447
POA6509,0,0,0,35,0,0,34,84,45,162
POA6510,35,3,41,262,104,13,379,1022,178,1578
POA6511,5,0,6,64,35,0,97,294,64,460
POA6512,0,0,0,19,4,0,25,35,8,72
POA6513,3,0,3,40,18,0,53,96,23,169
POA6514,9,0,5,70,34,0,106,399,52,556
POA6515,3,0,3,37,19,3,58,171,13,245
POA6516,22,8,28,236,88,11,331,984,160,1478
POA6517,3,0,3,48,17,3,69,221,36,327
POA6518,0,0,0,26,11,4,40,123,5,179
POA6519,19,0,17,106,26,4,134,273,46,452
POA6521,3,0,3,63,26,0,94,192,13,303
POA6522,3,0,7,73,21,3,94,231,50,368
POA6525,78,11,85,502,166,36,706,1955,304,2958
POA6528,3,0,3,58,14,0,70,221,45,333
POA6530,455,127,582,4977,1944,228,7148,15905,2668,25724
POA6532,39,7,48,1168,331,56,1557,2916,826,5293
POA6535,23,15,41,191,89,8,281,886,174,1348
POA6536,17,5,19,202,75,6,276,881,177,1344
POA6537,13,3,14,140,31,9,176,477,93,744
POA6556,21,7,23,339,137,13,486,1024,135,1649
POA6558,0,0,0,124,50,4,177,374,1934,2484
POA6560,13,0,8,187,87,10,280,734,94,1106
POA6562,5,0,10,195,77,3,277,646,84,1008
POA6564,3,0,5,43,25,0,62,192,13,268
POA6566,22,7,27,364,210,17,598,1847,335,2778
POA6567,3,0,3,42,22,0,71,256,37,364
POA6568,0,0,0,27,14,0,43,151,9,199
POA6569,0,0,0,50,12,0,55,137,25,214
POA6571,0,0,0,13,3,0,15,36,3,58
POA6572,0,0,0,8,6,0,17,31,3,47
POA6574,0,0,0,17,4,0,22,28,11,60
POA6575,0,0,0,18,11,3,37,51,17,105
POA6603,21,5,26,187,58,5,253,550,61,867
POA6605,0,0,0,7,0,0,13,16,0,27
POA6606,0,0,0,28,11,0,43,93,4,136
POA6608,0,0,0,18,5,0,29,61,13,101
POA6609,17,0,18,117,48,6,172,432,58,668
POA6612,3,3,10,35,11,0,45,110,28,171
POA6613,5,0,5,11,0,0,8,31,6,44
POA6614,0,0,0,5,3,0,6,8,4,17
POA6616,0,0,0,12,0,0,14,33,0,43
POA6620,3,0,3,84,21,4,111,259,64,429
POA6623,15,5,15,99,25,4,127,343,60,532
POA6625,3,0,3,10,0,0,10,26,8,42
POA6627,0,0,0,7,7,4,25,27,0,49
POA6628,0,0,0,3,0,0,3,23,4,26
POA6630,9,0,7,75,26,13,106,276,91,475
POA6631,0,0,0,3,3,0,6,21,0,26
POA6632,0,0,0,18,3,0,21,22,3,45
POA6635,0,0,0,30,22,8,67,167,73,303
POA6638,0,0,3,51,19,0,74,209,106,394
POA6639,0,0,0,3,0,0,4,70,19,86
POA6640,0,0,0,14,6,0,17,106,44,170
POA6642,5,5,10,116,56,17,188,466,228,876
POA6646,0,0,0,89,39,7,138,388,132,660
POA6701,47,20,69,708,290,36,1035,2612,772,4415
POA6705,0,0,0,27,25,8,60,86,45,200
POA6707,7,5,11,481,109,23,619,1294,234,2147
POA6710,3,0,3,372,86,22,479,2479,899,3859
POA6711,0,0,0,0,0,0,0,0,0,0
POA6712,0,0,0,255,35,4,301,1259,406,1961
POA6713,3,0,5,254,39,7,303,410,69,783
POA6714,10,0,9,3405,574,144,4122,6706,1859,12689
POA6716,0,0,0,186,24,8,216,293,43,553
POA6718,4,3,7,117,95,13,222,325,275,825
POA6720,0,0,0,557,74,24,649,914,301,1867
POA6721,3,0,4,823,133,32,988,2019,565,3577
POA6722,15,9,31,1727,379,62,2166,3867,1370,7399
POA6725,36,8,45,1670,532,106,2306,4675,1242,8229
POA6726,11,0,9,839,240,71,1155,2394,576,4125
POA6728,24,3,29,824,501,86,1413,2252,741,4405
POA6731,0,0,0,0,0,0,0,0,3,3
POA6733,0,0,0,0,0,0,0,0,0,0
POA6740,5,0,4,168,120,7,294,498,164,954
POA6743,14,5,16,878,295,64,1228,2912,684,4830
POA6751,0,0,0,1109,146,23,1288,2016,663,3961
POA6753,3,0,4,1280,318,79,1676,2794,1453,5921
POA6754,0,0,0,343,40,14,396,425,153,975
POA6758,0,0,0,367,71,6,444,966,248,1662
POA6760,0,0,3,77,66,13,152,244,104,495
POA6762,0,0,0,150,90,15,255,354,182,785
POA6765,7,0,9,258,174,46,472,657,188,1316
POA6770,4,0,4,297,182,51,524,1044,559,2126
POA7000,169,42,209,1781,763,111,2658,8324,999,11973
POA7001,0,0,0,0,0,0,0,0,0,0
POA7004,260,48,315,1018,438,63,1526,4462,465,6449
POA7005,399,41,446,1620,748,72,2441,8473,732,11643
POA7007,30,8,36,491,218,35,741,1642,148,2526
POA7008,345,42,394,1860,723,83,2664,6633,723,10020
POA7009,202,29,239,1899,741,82,2716,6686,833,10229
POA7010,410,131,546,2342,1089,149,3584,8969,1353,13902
POA7011,281,68,354,2328,986,91,3415,7540,933,11890
POA7012,5,0,7,144,67,10,226,393,46,670
POA7015,538,92,632,1488,830,78,2394,5887,511,8786
POA7016,27,5,36,399,154,18,576,1044,692,2314
POA7017,76,3,81,1021,364,32,1419,2883,255,4554
POA7018,516,75,598,3194,1680,145,5014,11489,1020,17523
POA7019,41,8,45,1045,403,39,1488,2752,393,4630
POA7020,10,0,15,458,174,25,659,1189,103,1956
POA7021,57,4,67,403,199,27,638,1180,97,1911
POA7022,9,0,10,131,62,4,196,497,54,746
POA7023,7,0,7,39,34,0,70,195,31,298
POA7024,0,0,3,100,49,8,157,233,19,416
POA7025,19,0,23,275,125,3,403,915,98,1418
POA7026,8,3,17,159,68,8,227,451,75,760
POA7027,3,0,3,27,19,0,44,184,24,259
POA7030,83,34,120,2853,1006,147,4005,8097,1255,13356
