POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3916,0,0,0,0,0,3,0,3,11,15,0,0,0,0,0,0,0,0,0,0,3,0,9,8,12,24,20,9,20,104,10,30,47,74,130,205,163,81,60,794
POA3918,3,0,5,5,4,23,22,16,12,98,0,0,0,0,0,3,3,0,0,8,14,13,26,28,28,35,35,23,10,206,105,180,384,485,579,522,385,143,47,2827
POA3919,4,3,11,3,9,20,38,26,3,115,0,0,0,0,0,0,3,0,0,11,9,13,29,22,36,49,23,14,7,194,75,183,428,419,451,470,272,109,18,2420
POA3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,16,0,4,0,0,0,0,33,239,386,221,79,23,11,0,0,0,963
POA3921,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,7,10,13,30,26,5,0,96
POA3922,0,3,14,3,16,34,100,96,73,341,0,0,0,3,3,5,8,9,0,30,19,16,47,76,80,119,136,102,77,672,129,220,643,800,954,1242,1319,632,341,6293
POA3923,0,0,0,0,0,5,8,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,0,4,31,4,8,20,40,66,123,124,39,12,449
POA3925,3,0,4,0,3,23,39,35,22,133,0,0,3,0,0,0,0,0,3,10,12,6,14,26,42,43,49,31,17,226,46,131,327,401,443,525,481,230,89,2678
POA3926,0,0,3,3,3,9,13,28,14,79,0,0,0,0,0,0,0,0,0,0,13,15,15,35,37,46,36,34,15,251,61,132,244,366,449,509,453,260,75,2559
POA3927,0,0,0,0,4,6,6,3,3,21,0,0,0,0,0,0,0,0,0,0,9,11,4,6,16,27,30,15,8,133,30,62,88,165,237,330,273,110,45,1340
POA3928,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3,0,26,5,10,19,37,70,80,75,35,6,335
POA3929,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,22,11,4,69,18,31,27,78,113,183,200,98,26,764
POA3930,7,3,9,15,7,22,60,70,45,227,0,0,3,4,3,0,4,3,5,22,38,35,40,87,131,119,137,118,96,800,372,786,937,2232,2880,2312,2056,1129,443,13161
POA3931,5,12,27,30,37,86,246,292,203,943,3,3,4,3,12,8,5,20,3,65,58,52,106,158,170,204,323,309,197,1584,466,999,2159,2890,3039,2959,3536,2314,998,19369
POA3933,0,0,0,0,0,0,8,8,4,22,0,0,0,0,0,0,0,0,0,0,13,9,10,15,25,23,6,6,3,106,35,76,82,134,178,187,113,54,13,879
POA3934,3,9,3,16,22,23,101,103,82,354,0,0,4,4,0,0,6,4,3,28,44,43,68,111,130,114,144,148,127,920,446,740,1226,2532,2891,2166,2072,1175,535,13779
POA3936,3,3,5,13,24,48,174,167,67,502,3,4,0,8,6,8,13,20,3,62,32,24,47,66,66,97,161,157,124,779,221,433,936,1183,1460,1622,1865,1008,374,9102
POA3937,0,0,0,0,0,0,0,6,0,16,0,3,7,5,14,5,0,0,0,40,3,3,5,18,24,20,22,15,5,121,21,65,70,152,270,297,211,83,32,1208
POA3938,0,0,3,0,4,7,17,32,22,85,0,0,0,0,3,0,0,0,3,11,13,3,11,11,19,30,38,40,12,174,55,93,199,300,344,503,528,257,84,2362
POA3939,6,7,22,18,50,79,235,246,176,839,0,0,0,3,5,11,17,14,11,64,37,38,100,96,144,147,243,272,141,1213,284,657,1377,1421,1826,2052,2198,1467,638,11917
POA3940,3,6,8,10,11,43,77,138,148,453,0,0,0,0,0,0,4,3,0,11,9,12,33,43,48,59,95,123,144,554,80,186,391,405,471,553,696,805,642,4242
POA3941,5,5,14,16,25,52,192,174,88,570,0,3,9,4,3,5,12,12,4,54,33,33,80,117,119,152,206,166,68,978,226,480,1137,1521,1569,1707,1814,963,307,9716
POA3942,0,0,3,0,8,0,20,22,17,70,0,0,0,0,0,0,0,0,0,0,12,0,13,24,45,51,52,38,19,254,33,54,115,215,313,384,539,255,85,1989
POA3943,0,0,3,0,0,0,18,20,22,58,0,0,0,0,0,0,0,3,0,3,3,5,9,18,13,20,47,41,13,167,16,29,59,110,141,278,490,259,85,1459
POA3944,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,7,3,36,5,6,10,14,34,105,184,86,26,474
POA3945,0,0,0,0,3,6,8,8,3,36,0,0,0,0,0,0,3,0,0,0,0,3,4,8,4,21,21,7,0,62,8,22,72,106,164,197,144,55,10,781
POA3946,0,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,3,0,23,4,16,20,18,28,43,31,14,11,174
POA3950,3,3,6,7,22,31,82,84,82,323,0,0,0,0,0,3,3,4,3,13,18,12,45,37,43,60,60,46,29,356,137,206,485,522,618,666,600,324,192,3745
POA3951,0,0,0,0,4,8,11,7,5,40,0,0,0,0,0,0,0,0,0,0,3,0,3,5,10,21,12,7,0,72,20,26,55,106,159,191,133,48,11,765
POA3953,4,5,12,3,17,38,87,110,75,354,0,0,3,3,3,3,3,6,3,22,25,29,71,49,81,94,119,81,41,583,163,343,783,860,1006,1038,1002,545,237,5966
POA3954,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,8,0,22,15,14,15,42,87,55,52,23,3,308
POA3956,3,0,0,3,5,13,47,23,10,114,0,0,0,0,0,0,3,0,0,4,8,13,30,43,57,98,89,57,10,409,53,97,226,282,392,539,485,211,43,2323
POA3957,0,0,0,0,8,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,3,3,3,0,23,4,10,29,30,51,37,27,12,0,207
POA3958,0,0,0,0,0,0,4,6,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,3,0,23,8,10,20,27,44,43,37,16,3,206
POA3959,0,0,0,0,0,0,17,18,8,47,0,0,0,0,0,0,3,0,0,0,4,7,5,16,10,15,13,8,3,95,12,46,70,130,155,185,189,87,29,891
POA3960,0,0,4,3,3,15,52,51,42,171,0,0,0,0,0,0,0,0,0,0,8,5,13,9,27,27,56,36,30,216,51,82,150,201,304,447,448,237,143,2068
POA3962,0,0,3,3,3,9,24,21,5,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,19,15,16,4,67,22,32,72,78,134,178,142,80,19,761
POA3964,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,6,18,10,14,31,13,16,0,109
POA3965,0,0,0,0,0,0,8,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,7,5,36,5,0,10,12,37,37,54,33,9,196
POA3966,0,0,3,0,0,5,11,10,0,34,0,0,0,0,0,0,0,0,0,0,3,0,8,0,9,4,8,0,0,35,15,30,50,54,68,82,100,24,6,425
POA3967,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,3,0,12,8,19,15,32,0,3,105
POA3971,0,3,8,6,16,47,98,70,46,292,0,0,0,0,4,4,4,0,0,15,17,16,36,23,50,71,67,57,36,363,75,158,339,329,556,707,653,336,152,3308
POA3975,4,11,33,68,82,88,61,47,47,436,0,6,50,32,42,48,32,12,9,233,44,66,138,157,110,83,48,47,71,753,353,895,2539,2962,1798,1129,502,220,163,10563
POA3976,18,34,131,187,178,226,248,148,49,1220,13,38,134,156,134,96,58,35,15,673,103,127,322,257,272,248,172,106,24,1632,806,2030,3905,3601,3388,2693,1382,617,160,18585
POA3977,65,101,254,264,329,514,711,536,274,3041,11,42,151,178,161,118,94,61,24,836,323,374,893,835,716,641,534,416,240,4967,2473,6021,15936,14694,11329,8159,5246,2430,901,67181
POA3978,7,0,20,14,25,35,52,28,13,201,0,8,5,5,9,8,0,0,0,31,33,47,128,89,73,68,41,19,7,496,254,636,2479,1757,1049,716,458,152,34,7541
POA3979,0,0,0,0,0,3,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,20,8,13,23,41,56,55,27,12,3,234
POA3980,3,0,6,6,8,27,36,29,8,130,0,0,0,0,0,3,0,0,0,3,12,9,20,40,62,45,50,23,3,266,98,150,385,487,506,451,317,123,31,2548
POA3981,3,8,13,16,14,38,64,49,36,240,0,0,4,3,7,0,3,9,0,23,30,28,46,62,62,54,60,51,25,422,162,286,644,601,686,550,430,238,105,3691
POA3984,12,7,7,17,34,39,111,66,30,321,0,0,0,4,3,0,0,3,3,15,12,15,43,46,66,87,115,54,26,459,116,219,465,548,738,847,877,349,95,4257
POA3987,0,0,3,4,7,3,13,3,11,51,0,0,0,0,0,0,0,0,0,0,3,6,10,16,20,20,14,13,0,101,35,71,146,226,248,213,147,50,13,1139
POA3988,0,0,4,4,3,9,16,5,9,47,0,0,0,0,0,0,0,0,0,0,0,3,6,9,16,11,13,3,3,65,13,39,106,102,140,189,129,34,22,779
POA3990,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,10,0,5,6,15,14,24,18,4,0,90
POA3991,0,0,0,0,4,5,14,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,3,0,26,15,14,27,27,68,69,59,17,3,301
POA3992,0,0,0,0,4,7,15,14,0,44,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,16,15,7,7,70,15,51,108,121,130,151,110,43,9,750
POA3995,11,13,13,19,42,67,166,177,135,653,0,0,5,12,4,10,4,10,4,50,44,40,87,65,148,156,195,216,109,1047,235,418,994,961,1323,1488,1421,901,391,8131
POA3996,3,0,0,4,5,26,75,76,66,257,0,0,0,0,0,3,6,0,0,7,11,8,39,44,58,61,100,80,43,433,77,118,425,572,650,861,999,518,227,4460
POA4000,6,22,29,11,16,25,38,27,11,195,0,26,29,14,4,3,6,0,0,94,92,241,572,264,228,171,88,37,14,1714,809,2861,5586,2136,1625,1349,718,264,72,15423
POA4005,0,0,6,10,18,36,80,99,60,309,0,0,4,3,10,9,14,12,8,69,41,158,634,412,323,281,260,161,192,2453,278,1362,5112,2983,2268,1943,1316,620,385,16269
POA4006,0,3,15,11,19,19,33,19,23,146,0,4,12,3,10,7,0,9,3,57,56,292,725,387,242,175,131,51,20,2080,383,2245,5478,2289,1282,1021,631,239,111,13683
POA4007,0,3,3,11,13,13,56,47,25,169,0,0,0,3,3,3,3,0,0,14,39,98,251,160,201,159,105,61,58,1121,346,998,2363,1781,1951,1553,1045,507,213,10761
POA4008,0,0,0,0,0,0,14,5,0,22,0,0,0,0,0,0,0,0,0,0,0,19,44,15,15,11,4,3,0,122,6,26,83,42,70,50,34,8,7,329
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,0,0,0,3,3,0,13,11,12,46,0,0,0,0,0,0,0,0,0,6,0,23,86,38,16,16,3,4,8,193,63,239,714,339,245,193,109,76,61,2022
POA4011,0,0,4,11,21,31,74,71,47,261,0,0,7,3,5,11,3,5,4,43,34,57,168,144,155,132,89,37,49,871,417,1057,2641,2234,2207,1686,1135,539,269,12181
POA4012,0,3,14,25,38,60,140,145,124,549,0,0,7,9,3,7,10,10,6,69,38,119,285,188,157,140,105,104,130,1266,497,1696,4699,3567,2752,2155,1222,686,459,17730
POA4013,0,3,8,5,16,26,41,30,19,142,0,3,8,3,0,3,0,0,0,21,3,20,71,46,41,33,21,12,4,255,116,353,1009,710,609,464,281,113,46,3697
POA4014,3,3,8,16,31,35,151,126,78,446,0,0,8,11,11,14,3,3,0,54,26,46,102,117,104,104,68,77,143,789,335,722,1797,2054,1525,1277,802,482,336,9332
POA4017,8,8,24,61,90,158,566,407,225,1546,0,0,10,20,20,23,12,21,4,121,104,106,189,254,322,228,245,306,229,1975,1152,1914,4155,5510,5569,4462,3295,1715,803,28583
POA4018,3,7,13,16,33,52,136,180,97,533,0,3,12,6,13,21,10,20,3,82,19,41,108,110,78,49,63,81,50,605,283,807,2277,1808,1386,1146,875,706,361,9654
POA4019,9,8,19,50,83,115,314,285,142,1026,0,0,5,12,9,11,4,9,3,61,62,50,126,157,208,204,213,155,130,1309,551,920,2125,2659,3085,2841,2350,1189,496,16223
POA4020,3,15,14,18,68,111,351,314,164,1056,0,3,10,9,15,14,12,6,0,67,59,54,155,195,259,274,354,328,195,1880,600,978,1833,2525,3313,3409,3152,1745,727,18290
POA4021,0,6,13,21,37,66,179,135,66,522,0,0,10,4,8,3,9,9,0,34,28,31,60,85,73,84,131,113,122,730,312,545,1119,1258,1167,1178,1099,612,310,7596
POA4022,0,4,7,14,15,30,97,98,85,352,0,3,4,5,6,9,3,7,5,36,27,40,35,54,68,45,85,111,133,593,253,448,747,767,849,688,756,624,394,5537
POA4025,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,4,7,32,11,12,10,8,0,0,88,10,40,112,34,49,48,32,11,0,344
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,7,8,0,7,3,5,59,5,14,11,13,7,3,7,3,9,71
POA4030,0,3,14,23,26,34,95,100,68,361,0,0,9,3,3,9,4,6,3,37,45,125,255,157,134,95,72,65,58,1010,484,1767,3840,2577,2107,1400,806,379,240,13607
POA4031,0,4,11,10,16,26,86,97,98,343,0,3,8,7,3,10,9,3,3,46,25,90,197,117,85,69,50,45,24,724,340,1094,2568,2244,1877,1209,657,408,263,10659
POA4032,6,3,12,24,41,36,147,245,138,653,0,0,8,17,19,18,5,9,3,95,34,75,206,118,118,103,106,184,330,1275,412,1293,2972,2033,1758,1516,1204,1138,743,13064
POA4034,10,15,41,62,117,152,537,600,369,1896,0,9,33,30,47,49,32,20,21,241,66,170,360,292,300,279,278,330,348,2425,1231,2928,6682,6064,5461,4908,3992,2724,1364,35347
POA4035,4,0,4,8,11,38,196,210,98,573,0,0,3,4,4,6,4,10,3,30,41,31,83,99,146,123,113,119,104,853,833,1443,2199,3137,3954,3098,2132,1068,468,18338
POA4036,3,3,0,13,16,20,86,67,33,240,0,0,0,3,3,4,3,0,0,19,12,18,40,44,44,30,29,23,10,252,188,409,989,974,856,700,529,224,102,4981
POA4037,0,0,0,0,3,4,33,15,7,73,0,0,0,3,0,0,3,3,0,10,14,24,13,50,52,33,26,19,0,230,281,495,689,1326,1409,809,480,124,28,5646
POA4051,0,5,10,19,26,41,145,162,113,529,0,0,12,8,8,3,6,11,14,59,69,172,303,209,219,136,105,94,83,1392,948,2935,4903,4190,3797,2286,1424,760,433,21680
POA4053,7,7,21,45,59,100,387,477,295,1398,3,10,5,31,29,20,15,16,12,143,88,169,346,270,247,220,222,179,101,1844,1223,3130,6989,6684,5606,4400,3433,1907,919,34287
POA4054,3,0,10,16,22,31,173,141,63,461,0,3,8,16,12,5,4,4,5,53,30,28,65,69,58,67,67,71,61,519,381,725,1830,2084,1761,1389,1246,630,304,10349
POA4055,0,0,5,8,14,34,172,114,82,429,0,0,3,5,0,3,4,0,0,18,28,23,65,103,85,79,83,58,72,596,657,1043,2293,3326,2992,2173,1777,556,283,15083
POA4059,3,16,11,9,9,22,34,52,38,191,0,3,6,4,3,0,0,3,3,29,52,167,298,146,127,80,66,37,54,1028,750,2384,3281,1861,1397,828,521,234,153,11405
POA4060,0,0,7,5,11,9,42,58,49,175,0,0,0,3,3,3,3,0,0,14,23,33,84,92,109,79,56,35,24,532,448,989,1513,1935,2083,1349,779,354,176,9630
POA4061,0,0,3,3,3,10,52,95,43,219,0,0,4,0,6,4,5,3,3,27,25,23,86,88,94,77,76,71,57,601,533,920,1411,2350,2551,1988,1607,806,279,12453
POA4064,0,0,3,7,9,15,27,47,47,150,0,0,3,0,3,7,0,11,0,25,27,89,159,115,91,71,41,33,10,641,325,1329,2513,1641,1313,1011,573,226,107,9034
POA4065,3,0,3,3,7,9,25,34,46,130,0,0,0,3,0,3,0,3,6,18,16,38,56,64,69,47,40,20,13,364,299,630,1055,1485,1540,964,616,297,165,7046
POA4066,0,9,5,0,3,14,27,32,24,113,0,0,12,3,0,5,0,3,0,30,58,264,358,142,107,129,106,69,17,1241,744,2924,4094,2126,1596,1335,983,418,135,14356
POA4067,0,12,3,5,0,7,9,6,13,57,0,8,5,0,3,3,0,0,0,18,64,233,145,65,57,62,46,27,5,715,587,3142,2035,1014,699,687,604,297,126,9190
POA4068,0,0,6,16,14,17,30,63,53,206,0,5,3,13,6,3,7,3,5,44,71,163,270,166,120,119,103,76,64,1156,933,3637,4373,3089,2479,2143,1587,801,451,19488
POA4069,0,7,6,14,17,24,78,80,74,311,0,0,0,4,6,15,6,9,3,41,67,76,65,172,213,191,171,195,258,1412,1160,2054,2433,4451,5313,4143,3308,1672,825,25360
POA4070,3,0,3,8,3,12,35,33,19,115,0,0,0,3,0,0,0,0,0,7,18,30,39,58,71,38,41,28,4,328,440,661,1095,1731,1848,1188,902,444,115,8438
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,0,0,0,0,0,50,1398,641,63,16,3,11,6,0,0,2143
POA4073,0,0,6,4,8,18,35,44,21,138,0,0,3,3,3,3,0,0,0,25,14,17,19,47,37,47,66,103,182,528,286,432,880,1455,1376,1108,667,357,272,6831
POA4074,3,3,12,19,31,62,101,102,65,397,0,0,7,17,16,19,11,10,7,93,30,54,99,99,117,110,124,52,41,726,729,1410,2937,3341,3338,3051,2310,834,312,18265
POA4075,0,5,4,29,46,45,115,132,112,487,0,3,15,13,27,22,11,3,8,106,45,100,235,192,174,113,117,119,196,1292,650,1538,3410,3522,3136,2316,1697,877,571,17714
POA4076,0,0,13,34,35,43,51,54,34,262,0,0,8,9,34,28,11,12,9,111,150,497,1221,812,431,185,94,55,13,3462,282,897,2075,1478,962,677,365,211,70,7012
POA4077,22,39,155,254,327,314,417,315,145,1984,3,23,117,123,221,220,87,75,35,908,190,267,545,454,405,307,282,209,82,2736,1098,2444,4767,3971,3738,2894,1941,1239,528,22625
POA4078,6,3,28,54,76,93,200,100,44,608,0,4,26,41,49,46,23,15,8,207,70,88,172,203,190,150,149,115,81,1222,932,1645,3453,3914,3874,2577,1624,721,214,18952
POA4101,4,10,22,20,42,43,138,141,77,490,3,7,18,8,10,26,28,33,15,148,112,262,565,357,293,249,112,72,68,2097,796,2893,5570,3485,2816,2082,1146,574,260,19630
POA4102,0,3,11,5,19,27,69,48,25,198,0,0,3,3,8,8,7,9,3,43,29,131,233,90,90,56,50,39,11,727,283,1205,2114,1023,809,582,383,199,82,6677
POA4103,0,8,24,23,30,43,63,84,44,321,0,0,8,10,15,13,10,12,4,73,63,132,269,129,116,83,67,50,39,949,512,2024,3569,2089,1673,1262,625,341,168,12265
POA4104,0,0,10,8,13,16,26,43,37,155,0,0,0,3,9,3,9,4,0,23,21,53,93,67,80,71,48,61,72,574,199,631,1098,877,881,688,462,361,208,5414
POA4105,3,4,33,30,32,33,97,83,74,393,0,3,13,15,22,21,3,14,4,100,39,82,163,105,109,79,76,50,24,730,411,1120,2484,2048,1807,1330,861,486,197,10741
POA4106,3,4,9,3,5,11,17,19,28,104,0,0,4,5,3,0,0,3,0,26,8,12,31,28,17,14,6,11,3,129,53,148,330,232,199,139,77,56,62,1296
POA4107,0,0,7,6,12,20,45,97,90,270,0,0,5,3,9,5,8,6,3,37,11,33,59,69,45,65,29,30,25,362,180,475,1096,1052,766,580,307,308,190,4959
POA4108,0,4,19,22,25,29,63,72,39,267,0,0,4,13,22,9,9,4,3,59,17,71,104,55,58,41,38,28,12,423,199,659,1329,799,712,559,397,239,82,4967
POA4109,9,31,69,73,117,198,399,373,262,1532,3,35,90,63,66,94,62,63,42,520,91,218,368,228,196,180,232,193,180,1874,1237,4367,7284,4661,3931,3764,3230,1649,857,30977
POA4110,3,14,43,55,58,86,152,118,46,567,0,9,27,33,49,47,17,20,4,219,47,54,118,102,123,95,111,77,46,767,396,839,1818,1489,1402,1057,743,395,148,8291
POA4111,0,0,0,0,0,0,11,3,0,16,0,0,4,0,3,0,0,0,0,7,18,17,14,6,5,3,9,3,4,79,188,224,198,125,109,78,87,25,9,1041
POA4112,0,3,13,19,22,46,81,40,8,236,3,4,12,17,18,23,16,9,8,107,21,24,43,55,39,25,18,12,3,231,302,594,1148,1205,1017,804,539,171,45,5816
POA4113,3,24,57,55,87,139,213,180,117,875,3,16,69,35,59,56,27,27,23,307,62,110,298,169,163,176,155,82,31,1256,872,2833,6197,4268,3269,3058,1924,904,399,23733
POA4114,20,100,269,238,226,281,488,235,69,1927,11,66,173,202,161,104,75,41,16,843,189,228,388,384,354,348,283,199,89,2465,1194,2312,4199,3699,3277,2815,2247,922,295,20964
POA4115,0,4,15,22,37,76,130,104,58,447,0,4,14,12,21,26,20,17,12,119,31,52,116,89,97,88,101,88,135,785,652,1184,2972,2903,2573,2083,1281,529,301,14487
POA4116,5,7,20,33,60,118,157,126,68,597,4,3,43,26,42,49,34,35,7,249,87,90,243,179,138,125,72,62,34,1024,878,1956,4979,3930,3030,2551,1417,595,209,19562
POA4117,0,0,0,3,3,10,15,8,0,40,0,0,3,0,3,0,0,0,0,7,0,3,14,11,12,20,5,0,0,72,39,77,314,191,147,112,63,23,3,967
POA4118,11,16,38,81,114,179,226,160,88,904,0,5,24,26,40,44,32,20,8,208,116,97,262,229,275,213,161,102,42,1493,1190,2196,4513,4101,4223,3455,1788,670,261,22385
POA4119,0,3,3,13,14,28,32,30,11,136,0,0,10,9,11,10,3,5,0,58,11,18,52,53,47,40,32,10,0,264,208,401,1147,1029,780,600,361,125,26,4672
POA4120,3,4,8,12,22,29,48,60,40,218,0,4,7,4,7,7,10,10,0,42,23,72,156,70,69,45,55,32,23,554,252,986,2362,1400,975,734,488,242,130,7579
POA4121,3,8,15,14,33,49,143,233,159,653,0,3,6,8,13,13,8,9,14,74,66,76,171,207,186,124,113,100,99,1135,761,1678,3573,4138,3446,2411,1557,1001,599,19155
POA4122,7,13,36,50,106,139,409,515,234,1512,6,21,31,25,31,30,38,28,17,213,110,216,401,285,291,227,256,307,285,2374,1561,3646,6715,6175,5600,4015,3373,2259,1053,34406
POA4123,3,3,11,18,24,37,215,122,65,501,3,0,0,8,5,7,10,3,3,47,33,57,112,95,99,130,98,61,25,708,509,1102,2957,2804,2169,1981,1624,606,213,13956
POA4124,0,6,20,32,57,113,188,137,83,637,0,0,8,10,18,31,20,7,11,102,69,52,108,143,166,133,109,48,36,864,744,1181,2354,2988,2804,2143,1276,508,260,14264
POA4125,0,3,4,11,26,53,141,115,27,378,0,0,5,3,6,9,5,6,0,45,28,19,37,60,67,69,88,80,30,467,253,435,630,803,1055,1013,910,503,135,5732
POA4127,7,22,68,48,99,158,324,149,111,991,0,10,27,31,32,28,27,18,12,180,84,127,250,229,202,215,204,95,38,1440,836,1714,3720,3698,3279,3097,2382,823,357,19901
POA4128,0,3,17,16,34,49,106,62,24,313,0,0,3,5,11,12,4,10,3,39,53,51,150,121,138,140,98,41,8,797,590,1064,2211,2424,2351,2206,1329,413,101,12683
POA4129,0,3,7,7,19,31,61,32,8,165,0,3,3,0,3,4,4,0,0,22,20,18,41,45,26,35,26,24,3,235,218,408,970,970,746,662,475,136,26,4609
POA4130,0,0,6,4,6,27,84,48,39,212,0,0,0,9,8,0,4,0,0,24,25,22,41,55,59,49,64,30,13,369,315,558,897,1133,1310,1223,813,232,104,6600
POA4131,6,6,31,36,52,76,122,70,15,416,0,12,20,24,26,24,24,4,3,138,74,100,157,132,156,116,114,44,3,907,441,920,1650,1347,1256,1051,725,263,52,7710
POA4132,14,20,93,129,134,168,229,126,33,935,3,16,55,57,62,48,28,28,6,310,183,222,426,366,325,249,169,99,17,2064,1123,2089,4181,3455,2907,2164,1238,458,111,17729
POA4133,4,13,43,45,70,102,232,151,76,722,0,9,19,22,34,27,24,14,3,157,88,101,217,167,175,176,146,94,38,1199,675,1320,2800,2237,2038,1747,1435,737,279,13276
POA4151,0,3,10,7,15,30,72,68,74,284,0,3,15,3,5,7,9,7,0,46,36,90,249,154,126,98,75,65,58,959,408,1425,3609,2495,2045,1522,931,607,340,13376
POA4152,9,10,11,31,53,119,343,493,295,1355,0,7,12,5,25,29,25,28,17,139,104,130,335,298,277,251,201,243,212,2066,1411,3178,6359,6502,6206,5064,3250,1918,1056,34950
POA4153,0,0,0,3,3,14,26,40,13,98,0,0,0,0,3,0,3,0,0,12,4,10,17,21,16,33,16,15,7,141,129,291,504,622,669,585,308,157,40,3305
POA4154,0,3,4,8,4,14,54,37,9,140,0,0,0,0,0,3,0,0,0,11,17,18,54,75,51,49,24,25,5,318,299,504,1196,2070,1629,974,519,213,46,7452
POA4155,0,0,0,0,3,6,25,16,14,72,0,0,0,0,0,0,0,0,4,6,3,8,7,8,16,19,10,9,0,76,65,91,97,169,241,211,144,66,25,1102
POA4156,0,0,0,0,4,6,35,14,7,70,0,0,0,0,0,0,0,0,0,5,5,7,13,6,23,15,19,4,0,87,141,184,247,443,553,386,257,70,16,2304
POA4157,4,8,21,21,50,92,249,172,111,722,0,6,9,6,0,14,10,9,4,56,43,31,77,85,101,113,117,61,33,662,623,1274,2550,2424,2640,2514,1816,737,288,14872
POA4158,0,0,8,3,8,13,71,34,10,151,0,0,0,0,0,0,0,0,0,3,4,11,27,30,37,42,34,28,10,209,106,203,506,522,483,556,384,171,49,2979
POA4159,7,3,7,14,25,50,171,132,58,454,0,0,3,7,3,6,0,5,3,25,17,32,56,84,85,84,79,164,218,822,442,877,1569,1883,2054,1859,1443,733,413,11273
POA4160,3,0,3,15,23,41,159,134,101,482,0,0,3,4,3,7,5,3,0,32,29,28,63,69,104,122,104,63,30,606,650,1031,1532,2237,2997,2552,1747,833,384,13968
POA4161,8,10,16,24,39,75,177,128,81,552,0,0,3,0,3,3,11,4,4,41,22,43,106,97,101,101,81,76,56,682,522,1043,2215,2234,2190,2173,1257,564,275,12471
POA4163,4,3,3,23,20,47,187,176,103,567,0,0,0,3,4,7,6,5,4,23,26,32,72,65,98,167,166,217,154,991,457,756,1273,1520,2075,2339,2048,1229,544,12237
POA4164,0,0,5,10,20,34,131,125,75,397,0,0,0,0,8,4,3,3,0,15,27,33,67,67,99,92,62,58,78,572,531,899,1530,1907,2277,1767,1183,602,288,10974
