LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Bourke (A)	Real estate agent	11812	5
Bourke (A)	State or territory housing authority	0	17
Bourke (A)	State or territory housing authority	3937	3
Bourke (A)	State or territory housing authority	5250	13
Bourke (A)	State or territory housing authority	7875	30
Bourke (A)	State or territory housing authority	10500	7
Bourke (A)	State or territory housing authority	11812	8
Brewarrina (A)		0	13
Brewarrina (A)		3937	3
Brewarrina (A)	(Other)	0	31
Brewarrina (A)	(Other)	3937	5
Brewarrina (A)	(Other)	5250	8
Brewarrina (A)	(Other)	7875	7
Brewarrina (A)	(Other)	49875	3
Brewarrina (A)	Co-op/church group etc	0	8
Brewarrina (A)	Co-op/church group etc	3937	75
Brewarrina (A)	Co-op/church group etc	5250	32
Brewarrina (A)	Co-op/church group etc	7875	17
Brewarrina (A)	Co-op/church group etc	11812	3
Brewarrina (A)	Person not in same household	0	19
Brewarrina (A)	Person not in same household	3937	3
Brewarrina (A)	Person not in same household	5250	9
Brewarrina (A)	Person not in same household	7875	10
Brewarrina (A)	Person not in same household	10500	3
Brewarrina (A)	Real estate agent	7875	3
Brewarrina (A)	Real estate agent	14437	3
Brewarrina (A)	State or territory housing authority	0	13
Brewarrina (A)	State or territory housing authority	3937	23
Brewarrina (A)	State or territory housing authority	5250	14
Brewarrina (A)	State or territory housing authority	7875	8
Brewarrina (A)	State or territory housing authority	10500	3
Broken Hill (C)		0	39
Broken Hill (C)		3937	3
Broken Hill (C)		5250	5
Broken Hill (C)		7875	4
Broken Hill (C)		10500	4
Broken Hill (C)		11812	3
Broken Hill (C)	(Other)	0	48
Broken Hill (C)	(Other)	3937	32
Broken Hill (C)	(Other)	5250	32
Broken Hill (C)	(Other)	7875	27
Broken Hill (C)	(Other)	10500	21
Broken Hill (C)	(Other)	11812	19
Broken Hill (C)	(Other)	14437	9
Broken Hill (C)	(Other)	18375	4
Broken Hill (C)	(Other)	49875	3
Broken Hill (C)	Co-op/church group etc	0	12
Broken Hill (C)	Co-op/church group etc	3937	4
Broken Hill (C)	Co-op/church group etc	5250	13
Broken Hill (C)	Co-op/church group etc	7875	14
Broken Hill (C)	Person not in same household	0	53
Broken Hill (C)	Person not in same household	3937	17
Broken Hill (C)	Person not in same household	5250	80
Broken Hill (C)	Person not in same household	7875	169
Broken Hill (C)	Person not in same household	10500	112
Broken Hill (C)	Person not in same household	11812	87
Broken Hill (C)	Person not in same household	14437	53
Broken Hill (C)	Person not in same household	18375	16
Broken Hill (C)	Person not in same household	23625	3
Broken Hill (C)	Real estate agent	0	3
Broken Hill (C)	Real estate agent	3937	3
Broken Hill (C)	Real estate agent	5250	44
Broken Hill (C)	Real estate agent	7875	191
Broken Hill (C)	Real estate agent	10500	118
Broken Hill (C)	Real estate agent	11812	133
Broken Hill (C)	Real estate agent	14437	107
Broken Hill (C)	Real estate agent	18375	33
Broken Hill (C)	Real estate agent	28875	7
Broken Hill (C)	State or territory housing authority	0	10
Broken Hill (C)	State or territory housing authority	3937	14
Broken Hill (C)	State or territory housing authority	5250	25
Broken Hill (C)	State or territory housing authority	7875	35
Broken Hill (C)	State or territory housing authority	10500	8
Broken Hill (C)	State or territory housing authority	11812	11
Broken Hill (C)	State or territory housing authority	14437	11
Burwood (A)		0	41
Burwood (A)		5250	3
Burwood (A)		23625	7
Burwood (A)		28875	4
Burwood (A)	(Other)	0	11
Burwood (A)	(Other)	5250	7
Burwood (A)	(Other)	7875	8
Burwood (A)	(Other)	10500	9
Burwood (A)	(Other)	11812	8
Burwood (A)	(Other)	14437	11
Burwood (A)	(Other)	18375	7
Burwood (A)	(Other)	23625	27
Burwood (A)	(Other)	28875	16
Burwood (A)	(Other)	34125	15
Burwood (A)	(Other)	39375	7
Burwood (A)	(Other)	49875	3
Burwood (A)	Co-op/church group etc	5250	3
Burwood (A)	Co-op/church group etc	7875	11
Burwood (A)	Co-op/church group etc	10500	4
Burwood (A)	Co-op/church group etc	11812	11
Burwood (A)	Co-op/church group etc	14437	8
Burwood (A)	Co-op/church group etc	18375	11
Burwood (A)	Co-op/church group etc	23625	5
Burwood (A)	Co-op/church group etc	28875	6
Burwood (A)	Co-op/church group etc	34125	6
Burwood (A)	Person not in same household	0	74
Burwood (A)	Person not in same household	3937	3
Burwood (A)	Person not in same household	5250	15
Burwood (A)	Person not in same household	7875	37
Burwood (A)	Person not in same household	10500	42
Burwood (A)	Person not in same household	11812	50
Burwood (A)	Person not in same household	14437	62
Burwood (A)	Person not in same household	18375	89
Burwood (A)	Person not in same household	23625	188
Burwood (A)	Person not in same household	28875	107
Burwood (A)	Person not in same household	34125	91
Burwood (A)	Person not in same household	39375	38
Burwood (A)	Person not in same household	44625	37
Burwood (A)	Person not in same household	49875	27
Burwood (A)	Real estate agent	0	12
Burwood (A)	Real estate agent	5250	9
Burwood (A)	Real estate agent	7875	23
Burwood (A)	Real estate agent	10500	24
Burwood (A)	Real estate agent	11812	59
Burwood (A)	Real estate agent	14437	146
Burwood (A)	Real estate agent	18375	548
Burwood (A)	Real estate agent	23625	1106
Burwood (A)	Real estate agent	28875	711
Burwood (A)	Real estate agent	34125	459
Burwood (A)	Real estate agent	39375	148
Burwood (A)	Real estate agent	44625	56
Burwood (A)	Real estate agent	49875	43
Burwood (A)	State or territory housing authority	0	20
Burwood (A)	State or territory housing authority	3937	14
Burwood (A)	State or territory housing authority	5250	161
Burwood (A)	State or territory housing authority	7875	47
Burwood (A)	State or territory housing authority	10500	13
Burwood (A)	State or territory housing authority	11812	11
Burwood (A)	State or territory housing authority	14437	11
Burwood (A)	State or territory housing authority	18375	13
Burwood (A)	State or territory housing authority	23625	10
Burwood (A)	State or territory housing authority	34125	3
Burwood (A)	State or territory housing authority	39375	3
Byron (A)		0	84
Byron (A)		5250	3
Byron (A)		10500	3
Byron (A)		11812	4
Byron (A)		14437	5
Byron (A)		18375	8
Byron (A)		23625	3
Byron (A)	(Other)	0	7
Byron (A)	(Other)	3937	3
Byron (A)	(Other)	5250	16
Byron (A)	(Other)	7875	8
Byron (A)	(Other)	10500	4
Byron (A)	(Other)	11812	8
Byron (A)	(Other)	14437	18
Byron (A)	(Other)	18375	16
Byron (A)	(Other)	23625	8
Byron (A)	(Other)	28875	6
Byron (A)	(Other)	44625	4
Byron (A)	Co-op/church group etc	0	3
Byron (A)	Co-op/church group etc	5250	3
Byron (A)	Co-op/church group etc	7875	21
Byron (A)	Co-op/church group etc	10500	8
Byron (A)	Co-op/church group etc	11812	4
Byron (A)	Co-op/church group etc	14437	5
Byron (A)	Co-op/church group etc	18375	4
Byron (A)	Person not in same household	0	91
Byron (A)	Person not in same household	3937	3
Byron (A)	Person not in same household	5250	36
Byron (A)	Person not in same household	7875	88
Byron (A)	Person not in same household	10500	100
Byron (A)	Person not in same household	11812	141
Byron (A)	Person not in same household	14437	199
Byron (A)	Person not in same household	18375	348
Byron (A)	Person not in same household	23625	226
Byron (A)	Person not in same household	28875	136
Byron (A)	Person not in same household	34125	73
Byron (A)	Person not in same household	39375	25
Byron (A)	Person not in same household	44625	16
Byron (A)	Person not in same household	49875	19
Byron (A)	Real estate agent	0	3
Byron (A)	Real estate agent	5250	3
Byron (A)	Real estate agent	7875	34
Byron (A)	Real estate agent	10500	22
Byron (A)	Real estate agent	11812	47
Byron (A)	Real estate agent	14437	148
Byron (A)	Real estate agent	18375	338
Byron (A)	Real estate agent	23625	348
Byron (A)	Real estate agent	28875	267
Byron (A)	Real estate agent	34125	129
Byron (A)	Real estate agent	39375	56
Byron (A)	Real estate agent	44625	34
Byron (A)	Real estate agent	49875	40
Byron (A)	State or territory housing authority	0	3
Byron (A)	State or territory housing authority	3937	3
Byron (A)	State or territory housing authority	5250	16
Byron (A)	State or territory housing authority	7875	69
Byron (A)	State or territory housing authority	10500	21
Byron (A)	State or territory housing authority	11812	9
Byron (A)	State or territory housing authority	14437	11
Byron (A)	State or territory housing authority	18375	14
Cabonne (A)		0	53
Cabonne (A)		7875	3
Cabonne (A)		49875	3
Cabonne (A)	(Other)	0	44
Cabonne (A)	(Other)	5250	13
Cabonne (A)	(Other)	7875	12
Cabonne (A)	(Other)	10500	11
Cabonne (A)	(Other)	11812	6
Cabonne (A)	(Other)	14437	3
Cabonne (A)	(Other)	18375	6
Cabonne (A)	Co-op/church group etc	0	15
Cabonne (A)	Co-op/church group etc	3937	8
Cabonne (A)	Co-op/church group etc	5250	3
Cabonne (A)	Person not in same household	0	63
Cabonne (A)	Person not in same household	3937	7
Cabonne (A)	Person not in same household	5250	53
Cabonne (A)	Person not in same household	7875	75
Cabonne (A)	Person not in same household	10500	56
Cabonne (A)	Person not in same household	11812	36
Cabonne (A)	Person not in same household	14437	35
Cabonne (A)	Person not in same household	18375	9
Cabonne (A)	Person not in same household	23625	4
Cabonne (A)	Person not in same household	49875	4
Cabonne (A)	Real estate agent	3937	4
Cabonne (A)	Real estate agent	5250	14
Cabonne (A)	Real estate agent	7875	70
Cabonne (A)	Real estate agent	10500	32
Cabonne (A)	Real estate agent	11812	78
Cabonne (A)	Real estate agent	14437	59
Cabonne (A)	Real estate agent	18375	17
Cabonne (A)	Real estate agent	23625	6
Cabonne (A)	Real estate agent	28875	4
Cabonne (A)	State or territory housing authority	0	6
Cabonne (A)	State or territory housing authority	5250	14
Cabonne (A)	State or territory housing authority	7875	7
Cabonne (A)	State or territory housing authority	10500	3
Camden (A)		0	44
Camden (A)		5250	5
Camden (A)		18375	5
Camden (A)		23625	4
Camden (A)	(Other)	0	4
Camden (A)	(Other)	5250	12
Camden (A)	(Other)	7875	8
Camden (A)	(Other)	10500	3
Camden (A)	(Other)	11812	44
Camden (A)	(Other)	14437	11
Camden (A)	(Other)	18375	16
Camden (A)	(Other)	23625	16
Camden (A)	(Other)	34125	4
Camden (A)	Co-op/church group etc	0	3
Camden (A)	Co-op/church group etc	3937	4
Camden (A)	Co-op/church group etc	5250	5
Camden (A)	Co-op/church group etc	7875	7
Camden (A)	Co-op/church group etc	10500	3
Camden (A)	Co-op/church group etc	11812	4
Camden (A)	Co-op/church group etc	14437	3
Camden (A)	Co-op/church group etc	18375	5
Camden (A)	Person not in same household	0	49
Camden (A)	Person not in same household	3937	7
Camden (A)	Person not in same household	5250	5
Camden (A)	Person not in same household	7875	31
Camden (A)	Person not in same household	10500	26
Camden (A)	Person not in same household	11812	40
Camden (A)	Person not in same household	14437	104
Camden (A)	Person not in same household	18375	198
Camden (A)	Person not in same household	23625	189
Camden (A)	Person not in same household	28875	44
Camden (A)	Person not in same household	34125	15
Camden (A)	Person not in same household	39375	3
Camden (A)	Person not in same household	49875	4
Camden (A)	Real estate agent	0	6
Camden (A)	Real estate agent	3937	4
Camden (A)	Real estate agent	5250	7
Camden (A)	Real estate agent	7875	4
Camden (A)	Real estate agent	10500	15
Camden (A)	Real estate agent	11812	42
Camden (A)	Real estate agent	14437	157
Camden (A)	Real estate agent	18375	913
Camden (A)	Real estate agent	23625	1595
Camden (A)	Real estate agent	28875	730
Camden (A)	Real estate agent	34125	92
Camden (A)	Real estate agent	39375	28
Camden (A)	Real estate agent	44625	3
Camden (A)	Real estate agent	49875	12
Camden (A)	State or territory housing authority	0	20
Camden (A)	State or territory housing authority	3937	5
Camden (A)	State or territory housing authority	5250	132
Camden (A)	State or territory housing authority	7875	42
Camden (A)	State or territory housing authority	10500	37
Camden (A)	State or territory housing authority	11812	28
Camden (A)	State or territory housing authority	14437	12
Camden (A)	State or territory housing authority	18375	41
Camden (A)	State or territory housing authority	23625	4
Campbelltown (C) (NSW)		0	80
Campbelltown (C) (NSW)		5250	3
Campbelltown (C) (NSW)		7875	9
Campbelltown (C) (NSW)		10500	3
Campbelltown (C) (NSW)		11812	4
Campbelltown (C) (NSW)		14437	5
Campbelltown (C) (NSW)		18375	24
Campbelltown (C) (NSW)		23625	13
Campbelltown (C) (NSW)	(Other)	0	3
Campbelltown (C) (NSW)	(Other)	3937	5
Campbelltown (C) (NSW)	(Other)	5250	16
Campbelltown (C) (NSW)	(Other)	7875	10
Campbelltown (C) (NSW)	(Other)	10500	7
Campbelltown (C) (NSW)	(Other)	11812	26
Campbelltown (C) (NSW)	(Other)	14437	34
Campbelltown (C) (NSW)	(Other)	18375	61
Campbelltown (C) (NSW)	(Other)	23625	25
Campbelltown (C) (NSW)	(Other)	28875	3
Campbelltown (C) (NSW)	Co-op/church group etc	0	7
Campbelltown (C) (NSW)	Co-op/church group etc	3937	15
Campbelltown (C) (NSW)	Co-op/church group etc	5250	33
Campbelltown (C) (NSW)	Co-op/church group etc	7875	57
Campbelltown (C) (NSW)	Co-op/church group etc	10500	33
Campbelltown (C) (NSW)	Co-op/church group etc	11812	33
Campbelltown (C) (NSW)	Co-op/church group etc	14437	38
Campbelltown (C) (NSW)	Co-op/church group etc	18375	27
Campbelltown (C) (NSW)	Co-op/church group etc	23625	3
Campbelltown (C) (NSW)	Person not in same household	0	135
Campbelltown (C) (NSW)	Person not in same household	3937	7
Campbelltown (C) (NSW)	Person not in same household	5250	30
Campbelltown (C) (NSW)	Person not in same household	7875	85
Campbelltown (C) (NSW)	Person not in same household	10500	85
Campbelltown (C) (NSW)	Person not in same household	11812	129
Campbelltown (C) (NSW)	Person not in same household	14437	425
Campbelltown (C) (NSW)	Person not in same household	18375	655
Campbelltown (C) (NSW)	Person not in same household	23625	190
Campbelltown (C) (NSW)	Person not in same household	28875	41
Campbelltown (C) (NSW)	Person not in same household	34125	9
Campbelltown (C) (NSW)	Person not in same household	39375	11
Campbelltown (C) (NSW)	Person not in same household	44625	3
Campbelltown (C) (NSW)	Person not in same household	49875	3
Campbelltown (C) (NSW)	Real estate agent	0	21
Campbelltown (C) (NSW)	Real estate agent	3937	5
Campbelltown (C) (NSW)	Real estate agent	5250	11
Campbelltown (C) (NSW)	Real estate agent	7875	43
Campbelltown (C) (NSW)	Real estate agent	10500	58
Campbelltown (C) (NSW)	Real estate agent	11812	247
Campbelltown (C) (NSW)	Real estate agent	14437	1602
Campbelltown (C) (NSW)	Real estate agent	18375	4917
Campbelltown (C) (NSW)	Real estate agent	23625	1546
Campbelltown (C) (NSW)	Real estate agent	28875	344
Campbelltown (C) (NSW)	Real estate agent	34125	41
Campbelltown (C) (NSW)	Real estate agent	39375	13
Campbelltown (C) (NSW)	Real estate agent	44625	14
Campbelltown (C) (NSW)	Real estate agent	49875	14
Campbelltown (C) (NSW)	State or territory housing authority	0	184
Campbelltown (C) (NSW)	State or territory housing authority	3937	161
Campbelltown (C) (NSW)	State or territory housing authority	5250	1409
Campbelltown (C) (NSW)	State or territory housing authority	7875	951
Campbelltown (C) (NSW)	State or territory housing authority	10500	494
Campbelltown (C) (NSW)	State or territory housing authority	11812	431
Campbelltown (C) (NSW)	State or territory housing authority	14437	570
Campbelltown (C) (NSW)	State or territory housing authority	18375	392
Campbelltown (C) (NSW)	State or territory housing authority	23625	31
Campbelltown (C) (NSW)	State or territory housing authority	28875	3
Campbelltown (C) (NSW)	State or territory housing authority	34125	8
Campbelltown (C) (NSW)	State or territory housing authority	39375	3
Canada Bay (A)		0	85
Canada Bay (A)		5250	3
Canada Bay (A)		7875	3
Canada Bay (A)		10500	3
Canada Bay (A)		14437	3
Canada Bay (A)		18375	3
Canada Bay (A)		23625	6
Canada Bay (A)		28875	7
Canada Bay (A)		34125	3
Canada Bay (A)		39375	4
Canada Bay (A)	(Other)	0	12
Canada Bay (A)	(Other)	3937	7
