LGA_NAME16	Religion	Denomination	Sex	persons
Blue Mountains (C)	Christianity	Brethren	M	100
Blue Mountains (C)	Christianity	Catholic	F	8168
Blue Mountains (C)	Christianity	Catholic	M	7000
Blue Mountains (C)	Christianity	Churches Of Christ	F	41
Blue Mountains (C)	Christianity	Churches Of Christ	M	44
Blue Mountains (C)	Christianity	Eastern Orthodox	F	273
Blue Mountains (C)	Christianity	Eastern Orthodox	M	282
Blue Mountains (C)	Christianity	Jehovah's Witnesses	F	166
Blue Mountains (C)	Christianity	Jehovah's Witnesses	M	125
Blue Mountains (C)	Christianity	Latter Day Saints	F	93
Blue Mountains (C)	Christianity	Latter Day Saints	M	76
Blue Mountains (C)	Christianity	Lutheran	F	142
Blue Mountains (C)	Christianity	Lutheran	M	108
Blue Mountains (C)	Christianity	Oriental Orthodox	F	17
Blue Mountains (C)	Christianity	Oriental Orthodox	M	13
Blue Mountains (C)	Christianity	Pentecostal	F	448
Blue Mountains (C)	Christianity	Pentecostal	M	424
Blue Mountains (C)	Christianity	Presbyterian Reformed	F	1129
Blue Mountains (C)	Christianity	Presbyterian Reformed	M	968
Blue Mountains (C)	Christianity	Protestant (Other)	F	155
Blue Mountains (C)	Christianity	Protestant (Other)	M	129
Blue Mountains (C)	Christianity	Salvation Army	F	97
Blue Mountains (C)	Christianity	Salvation Army	M	78
Blue Mountains (C)	Christianity	Seventh Day Adventist	F	88
Blue Mountains (C)	Christianity	Seventh Day Adventist	M	61
Blue Mountains (C)	Christianity	Uniting Church	F	1257
Blue Mountains (C)	Christianity	Uniting Church	M	975
Blue Mountains (C)	Hinduism		F	108
Blue Mountains (C)	Hinduism		M	107
Blue Mountains (C)	Islam		F	85
Blue Mountains (C)	Islam		M	99
Blue Mountains (C)	Judaism		F	84
Blue Mountains (C)	Judaism		M	71
Blue Mountains (C)	No religion		F	13285
Blue Mountains (C)	No religion		M	14202
Bogan (A)	(Other)		F	155
Bogan (A)	(Other)		M	168
Bogan (A)	Buddhism		F	3
Bogan (A)	Christianity		F	18
Bogan (A)	Christianity		M	15
Bogan (A)	Christianity	Anglican	F	344
Bogan (A)	Christianity	Anglican	M	340
Bogan (A)	Christianity	Baptist	F	7
Bogan (A)	Christianity	Baptist	M	17
Bogan (A)	Christianity	Catholic	F	476
Bogan (A)	Christianity	Catholic	M	470
Bogan (A)	Christianity	Eastern Orthodox	F	4
Bogan (A)	Christianity	Jehovah's Witnesses	M	3
Bogan (A)	Christianity	Lutheran	F	4
Bogan (A)	Christianity	Lutheran	M	10
Bogan (A)	Christianity	Pentecostal	F	8
Bogan (A)	Christianity	Presbyterian Reformed	F	26
Bogan (A)	Christianity	Presbyterian Reformed	M	38
Bogan (A)	Christianity	Protestant (Other)	F	3
Bogan (A)	Christianity	Protestant (Other)	M	5
Bogan (A)	Christianity	Salvation Army	F	3
Bogan (A)	Christianity	Seventh Day Adventist	F	3
Bogan (A)	Christianity	Seventh Day Adventist	M	7
Bogan (A)	Christianity	Uniting Church	F	124
Bogan (A)	Christianity	Uniting Church	M	108
Bogan (A)	Hinduism		F	4
Bogan (A)	Islam		F	9
Bogan (A)	Islam		M	13
Bogan (A)	No religion		F	145
Bogan (A)	No religion		M	166
Botany Bay (C)	(Other)		F	2100
Botany Bay (C)	(Other)		M	2209
Botany Bay (C)	(Other)	(Other)	F	52
Botany Bay (C)	(Other)	(Other)	M	59
Botany Bay (C)	(Other)	Australian Aboriginal Traditional	M	4
Botany Bay (C)	(Other)	Other spiritual beliefs	F	30
Botany Bay (C)	(Other)	Other spiritual beliefs	M	18
Botany Bay (C)	(Other)	Secular beliefs	F	43
Botany Bay (C)	(Other)	Secular beliefs	M	59
Botany Bay (C)	(Other)	Sikhism	F	28
Botany Bay (C)	(Other)	Sikhism	M	38
Botany Bay (C)	Buddhism		F	1064
Botany Bay (C)	Buddhism		M	746
Botany Bay (C)	Christianity		F	608
Botany Bay (C)	Christianity		M	500
Botany Bay (C)	Christianity	(Other)	F	16
Botany Bay (C)	Christianity	(Other)	M	14
Botany Bay (C)	Christianity	Anglican	F	1892
Botany Bay (C)	Christianity	Anglican	M	1727
Botany Bay (C)	Christianity	Assyrian Apostolic	F	100
Botany Bay (C)	Christianity	Assyrian Apostolic	M	112
Botany Bay (C)	Christianity	Baptist	F	202
Botany Bay (C)	Christianity	Baptist	M	153
Botany Bay (C)	Christianity	Catholic	F	7258
Botany Bay (C)	Christianity	Catholic	M	6597
Botany Bay (C)	Christianity	Churches Of Christ	F	8
Botany Bay (C)	Christianity	Churches Of Christ	M	4
Botany Bay (C)	Christianity	Eastern Orthodox	F	1705
Botany Bay (C)	Christianity	Eastern Orthodox	M	1615
Botany Bay (C)	Christianity	Jehovah's Witnesses	F	50
Botany Bay (C)	Christianity	Jehovah's Witnesses	M	30
Botany Bay (C)	Christianity	Latter Day Saints	F	77
Botany Bay (C)	Christianity	Latter Day Saints	M	66
Botany Bay (C)	Christianity	Lutheran	F	30
Botany Bay (C)	Christianity	Lutheran	M	18
Botany Bay (C)	Christianity	Oriental Orthodox	F	122
Botany Bay (C)	Christianity	Oriental Orthodox	M	119
Botany Bay (C)	Christianity	Pentecostal	F	300
Botany Bay (C)	Christianity	Pentecostal	M	269
Botany Bay (C)	Christianity	Presbyterian Reformed	F	380
Botany Bay (C)	Christianity	Presbyterian Reformed	M	323
Botany Bay (C)	Christianity	Protestant (Other)	F	102
Botany Bay (C)	Christianity	Protestant (Other)	M	87
Botany Bay (C)	Christianity	Salvation Army	F	20
Botany Bay (C)	Christianity	Salvation Army	M	10
Botany Bay (C)	Christianity	Seventh Day Adventist	F	23
Botany Bay (C)	Christianity	Seventh Day Adventist	M	23
Botany Bay (C)	Christianity	Uniting Church	F	307
Botany Bay (C)	Christianity	Uniting Church	M	263
Botany Bay (C)	Hinduism		F	464
Botany Bay (C)	Hinduism		M	543
Botany Bay (C)	Islam		F	1392
Botany Bay (C)	Islam		M	1626
Botany Bay (C)	Judaism		F	369
Botany Bay (C)	Judaism		M	372
Botany Bay (C)	No religion		F	4689
Botany Bay (C)	No religion		M	5621
Bourke (A)	(Other)		F	253
Bourke (A)	(Other)		M	275
Bourke (A)	(Other)	Australian Aboriginal Traditional	M	3
Bourke (A)	Buddhism		F	8
Bourke (A)	Christianity		F	36
Bourke (A)	Christianity		M	27
Bourke (A)	Christianity	Anglican	F	229
Bourke (A)	Christianity	Anglican	M	236
Bourke (A)	Christianity	Baptist	F	15
Bourke (A)	Christianity	Baptist	M	12
Bourke (A)	Christianity	Catholic	F	530
Bourke (A)	Christianity	Catholic	M	434
Bourke (A)	Christianity	Eastern Orthodox	F	3
Bourke (A)	Christianity	Eastern Orthodox	M	4
Bourke (A)	Christianity	Jehovah's Witnesses	F	9
Bourke (A)	Christianity	Jehovah's Witnesses	M	4
Bourke (A)	Christianity	Lutheran	F	3
Bourke (A)	Christianity	Pentecostal	F	15
Bourke (A)	Christianity	Pentecostal	M	11
Bourke (A)	Christianity	Presbyterian Reformed	F	51
Bourke (A)	Christianity	Presbyterian Reformed	M	49
Bourke (A)	Christianity	Uniting Church	F	27
Bourke (A)	Christianity	Uniting Church	M	25
Bourke (A)	Hinduism		F	6
Bourke (A)	Hinduism		M	8
Bourke (A)	Islam		F	3
Bourke (A)	Islam		M	4
Bourke (A)	No religion		F	141
Bourke (A)	No religion		M	195
Brewarrina (A)	(Other)		F	89
Brewarrina (A)	(Other)		M	141
Brewarrina (A)	(Other)	Australian Aboriginal Traditional	F	3
Brewarrina (A)	(Other)	Australian Aboriginal Traditional	M	6
Brewarrina (A)	(Other)	Other spiritual beliefs	F	3
Brewarrina (A)	(Other)	Secular beliefs	F	3
Brewarrina (A)	Buddhism		M	3
Brewarrina (A)	Christianity		F	17
Brewarrina (A)	Christianity		M	18
Brewarrina (A)	Christianity	Anglican	F	182
Brewarrina (A)	Christianity	Anglican	M	162
Brewarrina (A)	Christianity	Baptist	F	3
Brewarrina (A)	Christianity	Brethren	F	10
Brewarrina (A)	Christianity	Brethren	M	8
Brewarrina (A)	Christianity	Catholic	F	226
Brewarrina (A)	Christianity	Catholic	M	212
Brewarrina (A)	Christianity	Pentecostal	F	5
Brewarrina (A)	Christianity	Pentecostal	M	6
Brewarrina (A)	Christianity	Presbyterian Reformed	F	9
Brewarrina (A)	Christianity	Presbyterian Reformed	M	12
Brewarrina (A)	Christianity	Protestant (Other)	F	3
Brewarrina (A)	Christianity	Protestant (Other)	M	3
Brewarrina (A)	Christianity	Seventh Day Adventist	F	4
Brewarrina (A)	Christianity	Seventh Day Adventist	M	4
Brewarrina (A)	Christianity	Uniting Church	F	9
Brewarrina (A)	Christianity	Uniting Church	M	11
Brewarrina (A)	Hinduism		F	3
Brewarrina (A)	Hinduism		M	3
Brewarrina (A)	No religion		F	219
Brewarrina (A)	No religion		M	252
Broken Hill (C)	(Other)		F	877
Broken Hill (C)	(Other)		M	917
Broken Hill (C)	(Other)	(Other)	F	19
Broken Hill (C)	(Other)	(Other)	M	17
Broken Hill (C)	(Other)	Australian Aboriginal Traditional	F	7
Broken Hill (C)	(Other)	Australian Aboriginal Traditional	M	8
Broken Hill (C)	(Other)	Other spiritual beliefs	F	10
Broken Hill (C)	(Other)	Other spiritual beliefs	M	3
Broken Hill (C)	(Other)	Secular beliefs	F	16
Broken Hill (C)	(Other)	Secular beliefs	M	24
Broken Hill (C)	(Other)	Sikhism	F	3
Broken Hill (C)	(Other)	Sikhism	M	3
Broken Hill (C)	Buddhism		F	51
Broken Hill (C)	Buddhism		M	43
Broken Hill (C)	Christianity		F	149
Broken Hill (C)	Christianity		M	146
Broken Hill (C)	Christianity	(Other)	F	7
Broken Hill (C)	Christianity	Anglican	F	1151
Broken Hill (C)	Christianity	Anglican	M	1029
Broken Hill (C)	Christianity	Baptist	F	109
Broken Hill (C)	Christianity	Baptist	M	92
Broken Hill (C)	Christianity	Catholic	F	2184
Broken Hill (C)	Christianity	Catholic	M	1916
Broken Hill (C)	Christianity	Churches Of Christ	F	14
Broken Hill (C)	Christianity	Churches Of Christ	M	14
Broken Hill (C)	Christianity	Eastern Orthodox	F	26
Broken Hill (C)	Christianity	Eastern Orthodox	M	27
Broken Hill (C)	Christianity	Jehovah's Witnesses	F	17
Broken Hill (C)	Christianity	Jehovah's Witnesses	M	9
Broken Hill (C)	Christianity	Latter Day Saints	F	31
Broken Hill (C)	Christianity	Latter Day Saints	M	18
Broken Hill (C)	Christianity	Lutheran	F	100
Broken Hill (C)	Christianity	Lutheran	M	65
Broken Hill (C)	Christianity	Oriental Orthodox	F	9
Broken Hill (C)	Christianity	Oriental Orthodox	M	6
Broken Hill (C)	Christianity	Pentecostal	F	48
Broken Hill (C)	Christianity	Pentecostal	M	35
Broken Hill (C)	Christianity	Presbyterian Reformed	F	102
Broken Hill (C)	Christianity	Presbyterian Reformed	M	79
Broken Hill (C)	Christianity	Protestant (Other)	F	101
Broken Hill (C)	Christianity	Protestant (Other)	M	64
Broken Hill (C)	Christianity	Salvation Army	F	119
Broken Hill (C)	Christianity	Salvation Army	M	72
Broken Hill (C)	Christianity	Seventh Day Adventist	F	15
Broken Hill (C)	Christianity	Seventh Day Adventist	M	13
Broken Hill (C)	Christianity	Uniting Church	F	965
Broken Hill (C)	Christianity	Uniting Church	M	671
Broken Hill (C)	Hinduism		F	17
Broken Hill (C)	Hinduism		M	24
Broken Hill (C)	Islam		F	12
Broken Hill (C)	Islam		M	25
Broken Hill (C)	Judaism		F	3
Broken Hill (C)	Judaism		M	7
Broken Hill (C)	No religion		F	2936
Broken Hill (C)	No religion		M	3289
Burwood (A)	(Other)		F	1532
Burwood (A)	(Other)		M	1468
Burwood (A)	(Other)	(Other)	F	73
Burwood (A)	(Other)	(Other)	M	57
Burwood (A)	(Other)	Other spiritual beliefs	F	21
Burwood (A)	(Other)	Other spiritual beliefs	M	19
Burwood (A)	(Other)	Secular beliefs	F	31
Burwood (A)	(Other)	Secular beliefs	M	36
Burwood (A)	(Other)	Sikhism	F	26
Burwood (A)	(Other)	Sikhism	M	31
Burwood (A)	Buddhism		F	1472
Burwood (A)	Buddhism		M	1022
Burwood (A)	Christianity		F	378
Burwood (A)	Christianity		M	320
Burwood (A)	Christianity	(Other)	F	5
Burwood (A)	Christianity	(Other)	M	10
Burwood (A)	Christianity	Anglican	F	878
Burwood (A)	Christianity	Anglican	M	775
Burwood (A)	Christianity	Assyrian Apostolic	F	3
Burwood (A)	Christianity	Assyrian Apostolic	M	5
Burwood (A)	Christianity	Baptist	F	203
Burwood (A)	Christianity	Baptist	M	150
Burwood (A)	Christianity	Catholic	F	4835
Burwood (A)	Christianity	Catholic	M	4233
Burwood (A)	Christianity	Churches Of Christ	F	19
Burwood (A)	Christianity	Churches Of Christ	M	15
Burwood (A)	Christianity	Eastern Orthodox	F	824
Burwood (A)	Christianity	Eastern Orthodox	M	730
Burwood (A)	Christianity	Jehovah's Witnesses	F	48
Burwood (A)	Christianity	Jehovah's Witnesses	M	38
Burwood (A)	Christianity	Latter Day Saints	F	19
Burwood (A)	Christianity	Latter Day Saints	M	8
Burwood (A)	Christianity	Lutheran	F	20
Burwood (A)	Christianity	Lutheran	M	16
Burwood (A)	Christianity	Oriental Orthodox	F	71
Burwood (A)	Christianity	Oriental Orthodox	M	81
Burwood (A)	Christianity	Pentecostal	F	123
Burwood (A)	Christianity	Pentecostal	M	96
Burwood (A)	Christianity	Presbyterian Reformed	F	566
Burwood (A)	Christianity	Presbyterian Reformed	M	454
Burwood (A)	Christianity	Protestant (Other)	F	48
Burwood (A)	Christianity	Protestant (Other)	M	50
Burwood (A)	Christianity	Salvation Army	F	27
Burwood (A)	Christianity	Salvation Army	M	22
Burwood (A)	Christianity	Seventh Day Adventist	F	7
Burwood (A)	Christianity	Seventh Day Adventist	M	16
Burwood (A)	Christianity	Uniting Church	F	301
Burwood (A)	Christianity	Uniting Church	M	218
Burwood (A)	Hinduism		F	1171
Burwood (A)	Hinduism		M	1604
Burwood (A)	Islam		F	270
Burwood (A)	Islam		M	306
Burwood (A)	Judaism		F	7
Burwood (A)	Judaism		M	15
Burwood (A)	No religion		F	6041
Burwood (A)	No religion		M	5986
Byron (A)	(Other)		F	2613
Byron (A)	(Other)		M	2599
Byron (A)	(Other)	(Other)	F	166
Byron (A)	(Other)	(Other)	M	95
Byron (A)	(Other)	Australian Aboriginal Traditional	F	7
Byron (A)	(Other)	Australian Aboriginal Traditional	M	6
Byron (A)	(Other)	Other spiritual beliefs	F	178
Byron (A)	(Other)	Other spiritual beliefs	M	93
Byron (A)	(Other)	Secular beliefs	F	64
Byron (A)	(Other)	Secular beliefs	M	73
Byron (A)	(Other)	Sikhism	F	26
Byron (A)	(Other)	Sikhism	M	35
Byron (A)	Buddhism		F	466
Byron (A)	Buddhism		M	323
Byron (A)	Christianity		F	225
Byron (A)	Christianity		M	198
Byron (A)	Christianity	(Other)	F	9
Byron (A)	Christianity	(Other)	M	7
Byron (A)	Christianity	Anglican	F	1639
Byron (A)	Christianity	Anglican	M	1439
Byron (A)	Christianity	Baptist	F	68
Byron (A)	Christianity	Baptist	M	54
Byron (A)	Christianity	Catholic	F	2072
Byron (A)	Christianity	Catholic	M	1880
Byron (A)	Christianity	Churches Of Christ	F	7
Byron (A)	Christianity	Eastern Orthodox	F	51
Byron (A)	Christianity	Eastern Orthodox	M	62
Byron (A)	Christianity	Jehovah's Witnesses	F	48
Byron (A)	Christianity	Jehovah's Witnesses	M	37
Byron (A)	Christianity	Latter Day Saints	F	3
Byron (A)	Christianity	Latter Day Saints	M	4
Byron (A)	Christianity	Lutheran	F	28
Byron (A)	Christianity	Lutheran	M	25
Byron (A)	Christianity	Pentecostal	F	128
Byron (A)	Christianity	Pentecostal	M	92
Byron (A)	Christianity	Presbyterian Reformed	F	379
Byron (A)	Christianity	Presbyterian Reformed	M	305
Byron (A)	Christianity	Protestant (Other)	F	28
Byron (A)	Christianity	Protestant (Other)	M	27
Byron (A)	Christianity	Salvation Army	F	6
Byron (A)	Christianity	Salvation Army	M	3
Byron (A)	Christianity	Seventh Day Adventist	F	58
Byron (A)	Christianity	Seventh Day Adventist	M	26
Byron (A)	Christianity	Uniting Church	F	489
Byron (A)	Christianity	Uniting Church	M	402
Byron (A)	Hinduism		F	37
Byron (A)	Hinduism		M	42
Byron (A)	Islam		F	10
Byron (A)	Islam		M	27
Byron (A)	Judaism		F	136
Byron (A)	Judaism		M	149
Byron (A)	No religion		F	7423
Byron (A)	No religion		M	7193
Cabonne (A)	(Other)		F	551
Cabonne (A)	(Other)		M	600
Cabonne (A)	(Other)	(Other)	F	14
Cabonne (A)	(Other)	(Other)	M	13
Cabonne (A)	(Other)	Other spiritual beliefs	F	9
Cabonne (A)	(Other)	Other spiritual beliefs	M	3
Cabonne (A)	(Other)	Secular beliefs	F	13
Cabonne (A)	(Other)	Secular beliefs	M	10
Cabonne (A)	(Other)	Sikhism	F	8
Cabonne (A)	(Other)	Sikhism	M	6
Cabonne (A)	Buddhism		F	33
Cabonne (A)	Buddhism		M	36
Cabonne (A)	Christianity		F	145
Cabonne (A)	Christianity		M	144
Cabonne (A)	Christianity	(Other)	M	4
Cabonne (A)	Christianity	Anglican	F	1800
Cabonne (A)	Christianity	Anglican	M	1761
Cabonne (A)	Christianity	Baptist	F	155
Cabonne (A)	Christianity	Baptist	M	153
Cabonne (A)	Christianity	Brethren	F	42
Cabonne (A)	Christianity	Brethren	M	39
Cabonne (A)	Christianity	Catholic	F	1919
Cabonne (A)	Christianity	Catholic	M	1812
Cabonne (A)	Christianity	Churches Of Christ	F	3
Cabonne (A)	Christianity	Churches Of Christ	M	3
Cabonne (A)	Christianity	Eastern Orthodox	F	6
Cabonne (A)	Christianity	Eastern Orthodox	M	5
Cabonne (A)	Christianity	Jehovah's Witnesses	M	3
Cabonne (A)	Christianity	Latter Day Saints	M	4
Cabonne (A)	Christianity	Lutheran	F	18
Cabonne (A)	Christianity	Lutheran	M	7
Cabonne (A)	Christianity	Pentecostal	F	74
Cabonne (A)	Christianity	Pentecostal	M	49
Cabonne (A)	Christianity	Presbyterian Reformed	F	221
Cabonne (A)	Christianity	Presbyterian Reformed	M	185
Cabonne (A)	Christianity	Protestant (Other)	F	41
Cabonne (A)	Christianity	Protestant (Other)	M	40
Cabonne (A)	Christianity	Salvation Army	F	22
Cabonne (A)	Christianity	Salvation Army	M	8
Cabonne (A)	Christianity	Seventh Day Adventist	F	8
Cabonne (A)	Christianity	Seventh Day Adventist	M	10
Cabonne (A)	Christianity	Uniting Church	F	526
Cabonne (A)	Christianity	Uniting Church	M	512
Cabonne (A)	Islam		F	3
Cabonne (A)	Islam		M	11
Cabonne (A)	Judaism		F	3
Cabonne (A)	No religion		F	1074
Cabonne (A)	No religion		M	1268
Camden (A)	(Other)		F	2540
Camden (A)	(Other)		M	2595
Camden (A)	(Other)	(Other)	F	108
Camden (A)	(Other)	(Other)	M	80
Camden (A)	(Other)	Australian Aboriginal Traditional	F	3
Camden (A)	(Other)	Australian Aboriginal Traditional	M	5
Camden (A)	(Other)	Other spiritual beliefs	F	42
Camden (A)	(Other)	Other spiritual beliefs	M	29
Camden (A)	(Other)	Secular beliefs	F	72
Camden (A)	(Other)	Secular beliefs	M	80
Camden (A)	(Other)	Sikhism	F	93
Camden (A)	(Other)	Sikhism	M	97
Camden (A)	Buddhism		F	492
Camden (A)	Buddhism		M	379
Camden (A)	Christianity		F	947
Camden (A)	Christianity		M	899
Camden (A)	Christianity	(Other)	F	57
Camden (A)	Christianity	(Other)	M	50
Camden (A)	Christianity	Anglican	F	8929
Camden (A)	Christianity	Anglican	M	7796
Camden (A)	Christianity	Assyrian Apostolic	F	88
Camden (A)	Christianity	Assyrian Apostolic	M	89
Camden (A)	Christianity	Baptist	F	500
Camden (A)	Christianity	Baptist	M	483
Camden (A)	Christianity	Brethren	F	53
Camden (A)	Christianity	Brethren	M	49
Camden (A)	Christianity	Catholic	F	13850
Camden (A)	Christianity	Catholic	M	13026
Camden (A)	Christianity	Churches Of Christ	F	34
Camden (A)	Christianity	Churches Of Christ	M	31
Camden (A)	Christianity	Eastern Orthodox	F	781
Camden (A)	Christianity	Eastern Orthodox	M	769
Camden (A)	Christianity	Jehovah's Witnesses	F	176
Camden (A)	Christianity	Jehovah's Witnesses	M	119
Camden (A)	Christianity	Latter Day Saints	F	130
Camden (A)	Christianity	Latter Day Saints	M	121
Camden (A)	Christianity	Lutheran	F	110
Camden (A)	Christianity	Lutheran	M	99
Camden (A)	Christianity	Oriental Orthodox	F	100
Camden (A)	Christianity	Oriental Orthodox	M	110
Camden (A)	Christianity	Pentecostal	F	545
Camden (A)	Christianity	Pentecostal	M	497
Camden (A)	Christianity	Presbyterian Reformed	F	725
Camden (A)	Christianity	Presbyterian Reformed	M	589
Camden (A)	Christianity	Protestant (Other)	F	145
Camden (A)	Christianity	Protestant (Other)	M	133
Camden (A)	Christianity	Salvation Army	F	83
Camden (A)	Christianity	Salvation Army	M	57
Camden (A)	Christianity	Seventh Day Adventist	F	99
Camden (A)	Christianity	Seventh Day Adventist	M	103
Camden (A)	Christianity	Uniting Church	F	1035
Camden (A)	Christianity	Uniting Church	M	817
Camden (A)	Hinduism		F	487
Camden (A)	Hinduism		M	470
Camden (A)	Islam		F	770
Camden (A)	Islam		M	788
Camden (A)	Judaism		F	18
Camden (A)	Judaism		M	26
Camden (A)	No religion		F	6859
Camden (A)	No religion		M	7945
Campbelltown (C) (NSW)	(Other)		F	6548
Campbelltown (C) (NSW)	(Other)		M	6529
Campbelltown (C) (NSW)	(Other)	(Other)	F	386
Campbelltown (C) (NSW)	(Other)	(Other)	M	323
Campbelltown (C) (NSW)	(Other)	Australian Aboriginal Traditional	F	25
Campbelltown (C) (NSW)	(Other)	Australian Aboriginal Traditional	M	19
Campbelltown (C) (NSW)	(Other)	Other spiritual beliefs	F	98
Campbelltown (C) (NSW)	(Other)	Other spiritual beliefs	M	92
Campbelltown (C) (NSW)	(Other)	Secular beliefs	F	107
Campbelltown (C) (NSW)	(Other)	Secular beliefs	M	163
Campbelltown (C) (NSW)	(Other)	Sikhism	F	471
Campbelltown (C) (NSW)	(Other)	Sikhism	M	572
Campbelltown (C) (NSW)	Buddhism		F	2259
Campbelltown (C) (NSW)	Buddhism		M	1782
Campbelltown (C) (NSW)	Christianity		F	2320
Campbelltown (C) (NSW)	Christianity		M	2116
Campbelltown (C) (NSW)	Christianity	(Other)	F	126
Campbelltown (C) (NSW)	Christianity	(Other)	M	109
Campbelltown (C) (NSW)	Christianity	Anglican	F	12767
Campbelltown (C) (NSW)	Christianity	Anglican	M	11060
Campbelltown (C) (NSW)	Christianity	Assyrian Apostolic	F	23
Campbelltown (C) (NSW)	Christianity	Assyrian Apostolic	M	35
Campbelltown (C) (NSW)	Christianity	Baptist	F	1273
Campbelltown (C) (NSW)	Christianity	Baptist	M	1131
Campbelltown (C) (NSW)	Christianity	Brethren	F	115
Campbelltown (C) (NSW)	Christianity	Brethren	M	118
