LGA_NAME16	CountryOfBirth	Sex	persons
Botany Bay (C)	BGD	F	521
Botany Bay (C)	BGD	M	656
Botany Bay (C)	BIH	F	34
Botany Bay (C)	BIH	M	33
Botany Bay (C)	CAN	F	31
Botany Bay (C)	CAN	M	36
Botany Bay (C)	CHL	F	163
Botany Bay (C)	CHL	M	156
Botany Bay (C)	CHN	F	1461
Botany Bay (C)	CHN	M	1225
Botany Bay (C)	DEU	F	54
Botany Bay (C)	DEU	M	69
Botany Bay (C)	EGY	F	197
Botany Bay (C)	EGY	M	168
Botany Bay (C)	FJI	F	153
Botany Bay (C)	FJI	M	111
Botany Bay (C)	FRA	F	49
Botany Bay (C)	FRA	M	53
Botany Bay (C)	GBR	F	579
Botany Bay (C)	GBR	M	733
Botany Bay (C)	GRC	F	405
Botany Bay (C)	GRC	M	358
Botany Bay (C)	HKG	F	190
Botany Bay (C)	HKG	M	188
Botany Bay (C)	HRV	F	91
Botany Bay (C)	HRV	M	75
Botany Bay (C)	IDN	F	990
Botany Bay (C)	IDN	M	848
Botany Bay (C)	IND	F	339
Botany Bay (C)	IND	M	420
Botany Bay (C)	IRL	F	183
Botany Bay (C)	IRL	M	279
Botany Bay (C)	IRN	F	59
Botany Bay (C)	IRN	M	77
Botany Bay (C)	IRQ	F	212
Botany Bay (C)	IRQ	M	200
Botany Bay (C)	ITA	F	184
Botany Bay (C)	ITA	M	173
Botany Bay (C)	JPN	F	102
Botany Bay (C)	JPN	M	49
Botany Bay (C)	KHM	F	31
Botany Bay (C)	KHM	M	22
Botany Bay (C)	KOR	F	120
Botany Bay (C)	KOR	M	79
Botany Bay (C)	LBN	F	100
Botany Bay (C)	LBN	M	83
Botany Bay (C)	LKA	F	57
Botany Bay (C)	LKA	M	53
Botany Bay (C)	MKD	F	27
Botany Bay (C)	MKD	M	32
Botany Bay (C)	MLT	F	88
Botany Bay (C)	MLT	M	99
Botany Bay (C)	MMR	F	18
Botany Bay (C)	MMR	M	15
Botany Bay (C)	MUS	F	29
Botany Bay (C)	MUS	M	21
Botany Bay (C)	MYS	F	230
Botany Bay (C)	MYS	M	224
Botany Bay (C)	NLD	F	28
Botany Bay (C)	NLD	M	28
Botany Bay (C)	NPL	F	32
Botany Bay (C)	NPL	M	41
Botany Bay (C)	NZL	F	399
Botany Bay (C)	NZL	M	484
Botany Bay (C)	PAK	F	58
Botany Bay (C)	PAK	M	95
Botany Bay (C)	PHL	F	653
Botany Bay (C)	PHL	M	425
Botany Bay (C)	PNG	F	16
Botany Bay (C)	PNG	M	15
Botany Bay (C)	POL	F	79
Botany Bay (C)	POL	M	70
Botany Bay (C)	SGP	F	59
Botany Bay (C)	SGP	M	75
Botany Bay (C)	THA	F	286
Botany Bay (C)	THA	M	153
Botany Bay (C)	TUR	F	168
Botany Bay (C)	TUR	M	198
Botany Bay (C)	TWN	F	67
Botany Bay (C)	TWN	M	70
Botany Bay (C)	USA	F	61
Botany Bay (C)	USA	M	55
Botany Bay (C)	VNM	F	161
Botany Bay (C)	VNM	M	111
Botany Bay (C)	ZAF	F	118
Botany Bay (C)	ZAF	M	133
Botany Bay (C)	ZWE	F	17
Botany Bay (C)	ZWE	M	14
Bourke (A)		F	276
Bourke (A)		M	297
Bourke (A)	AUS	F	995
Bourke (A)	AUS	M	975
Bourke (A)	DEU	F	3
Bourke (A)	GBR	F	16
Bourke (A)	GBR	M	3
Bourke (A)	IND	M	4
Bourke (A)	IRL	M	3
Bourke (A)	NPL	F	4
Bourke (A)	NPL	M	6
Bourke (A)	NZL	F	7
Bourke (A)	NZL	M	4
Bourke (A)	PAK	M	3
Bourke (A)	PHL	F	6
Bourke (A)	PNG	F	3
Bourke (A)	USA	F	3
Bourke (A)	ZAF	F	3
Brewarrina (A)		F	85
Brewarrina (A)		M	95
Brewarrina (A)	AUS	F	704
Brewarrina (A)	AUS	M	743
Brewarrina (A)	GBR	F	3
Brewarrina (A)	GBR	M	4
Brewarrina (A)	IND	M	4
Brewarrina (A)	NZL	F	5
Broken Hill (C)		F	818
Broken Hill (C)		M	798
Broken Hill (C)	AUS	F	7897
Broken Hill (C)	AUS	M	7470
Broken Hill (C)	BGD	M	3
Broken Hill (C)	CAN	F	4
Broken Hill (C)	CAN	M	7
Broken Hill (C)	CHN	F	5
Broken Hill (C)	CHN	M	6
Broken Hill (C)	DEU	F	23
Broken Hill (C)	DEU	M	16
Broken Hill (C)	FJI	F	3
Broken Hill (C)	FJI	M	4
Broken Hill (C)	FRA	F	3
Broken Hill (C)	FRA	M	3
Broken Hill (C)	GBR	F	81
Broken Hill (C)	GBR	M	104
Broken Hill (C)	GRC	F	3
Broken Hill (C)	GRC	M	4
Broken Hill (C)	HRV	F	3
Broken Hill (C)	HRV	M	3
Broken Hill (C)	IND	F	25
Broken Hill (C)	IND	M	26
Broken Hill (C)	IRL	M	7
Broken Hill (C)	ITA	F	16
Broken Hill (C)	ITA	M	18
Broken Hill (C)	JPN	F	6
Broken Hill (C)	JPN	M	3
Broken Hill (C)	KOR	F	4
Broken Hill (C)	KOR	M	3
Broken Hill (C)	LKA	F	5
Broken Hill (C)	LKA	M	3
Broken Hill (C)	MLT	F	13
Broken Hill (C)	MLT	M	9
Broken Hill (C)	MMR	F	3
Broken Hill (C)	MMR	M	3
Broken Hill (C)	MYS	F	4
Broken Hill (C)	NLD	F	13
Broken Hill (C)	NLD	M	4
Broken Hill (C)	NZL	F	41
Broken Hill (C)	NZL	M	38
Broken Hill (C)	PAK	M	3
Broken Hill (C)	PHL	F	78
Broken Hill (C)	PHL	M	42
Broken Hill (C)	THA	F	6
Broken Hill (C)	USA	F	14
Broken Hill (C)	USA	M	5
Broken Hill (C)	VNM	F	3
Broken Hill (C)	VNM	M	3
Broken Hill (C)	ZAF	F	11
Broken Hill (C)	ZAF	M	4
Broken Hill (C)	ZWE	F	4
Burwood (A)		F	1598
Burwood (A)		M	1526
Burwood (A)	AFG	F	3
Burwood (A)	AUS	F	6959
Burwood (A)	AUS	M	6804
Burwood (A)	BGD	F	29
Burwood (A)	BGD	M	61
Burwood (A)	BIH	F	10
Burwood (A)	BIH	M	10
Burwood (A)	CAN	F	15
Burwood (A)	CAN	M	21
Burwood (A)	CHL	F	33
Burwood (A)	CHL	M	24
Burwood (A)	CHN	F	4297
Burwood (A)	CHN	M	3278
Burwood (A)	DEU	F	36
Burwood (A)	DEU	M	50
Burwood (A)	EGY	F	42
Burwood (A)	EGY	M	50
Burwood (A)	FJI	F	72
Burwood (A)	FJI	M	66
Burwood (A)	FRA	F	23
Burwood (A)	FRA	M	28
Burwood (A)	GBR	F	186
Burwood (A)	GBR	M	276
Burwood (A)	GRC	F	211
Burwood (A)	GRC	M	172
Burwood (A)	HKG	F	401
Burwood (A)	HKG	M	359
Burwood (A)	HRV	F	89
Burwood (A)	HRV	M	81
Burwood (A)	IDN	F	146
Burwood (A)	IDN	M	132
Burwood (A)	IND	F	658
Burwood (A)	IND	M	907
Burwood (A)	IRL	F	68
Burwood (A)	IRL	M	101
Burwood (A)	IRN	F	21
Burwood (A)	IRN	M	33
Burwood (A)	IRQ	F	6
Burwood (A)	IRQ	M	15
Burwood (A)	ITA	F	551
Burwood (A)	ITA	M	470
Burwood (A)	JPN	F	70
Burwood (A)	JPN	M	33
Burwood (A)	KHM	F	33
Burwood (A)	KHM	M	27
Burwood (A)	KOR	F	664
Burwood (A)	KOR	M	581
Burwood (A)	LBN	F	299
Burwood (A)	LBN	M	295
Burwood (A)	LKA	F	126
Burwood (A)	LKA	M	86
Burwood (A)	MKD	F	10
Burwood (A)	MKD	M	6
Burwood (A)	MLT	F	35
Burwood (A)	MLT	M	14
Burwood (A)	MMR	F	68
Burwood (A)	MMR	M	47
Burwood (A)	MUS	F	21
Burwood (A)	MUS	M	9
Burwood (A)	MYS	F	153
Burwood (A)	MYS	M	164
Burwood (A)	NLD	M	15
Burwood (A)	NPL	F	525
Burwood (A)	NPL	M	775
Burwood (A)	NZL	F	167
Burwood (A)	NZL	M	192
Burwood (A)	PAK	F	39
Burwood (A)	PAK	M	52
Burwood (A)	PHL	F	273
Burwood (A)	PHL	M	167
Burwood (A)	PNG	F	31
Burwood (A)	PNG	M	22
Burwood (A)	POL	F	61
Burwood (A)	POL	M	47
Burwood (A)	SGP	F	64
Burwood (A)	SGP	M	50
Burwood (A)	THA	F	170
Burwood (A)	THA	M	90
Burwood (A)	TUR	F	45
Burwood (A)	TUR	M	37
Burwood (A)	TWN	F	208
Burwood (A)	TWN	M	198
Burwood (A)	USA	F	39
Burwood (A)	USA	M	50
Burwood (A)	VNM	F	468
Burwood (A)	VNM	M	329
Burwood (A)	ZAF	F	32
Burwood (A)	ZAF	M	29
Burwood (A)	ZWE	M	3
Byron (A)		F	2642
Byron (A)		M	2534
Byron (A)	AUS	F	11178
Byron (A)	AUS	M	10379
Byron (A)	CAN	F	92
Byron (A)	CAN	M	73
Byron (A)	CHL	F	20
Byron (A)	CHL	M	14
Byron (A)	CHN	F	13
Byron (A)	CHN	M	11
Byron (A)	DEU	F	196
Byron (A)	DEU	M	147
Byron (A)	EGY	F	6
Byron (A)	EGY	M	9
Byron (A)	FJI	F	7
Byron (A)	FJI	M	8
Byron (A)	FRA	F	65
Byron (A)	FRA	M	64
Byron (A)	GBR	F	879
Byron (A)	GBR	M	894
Byron (A)	GRC	F	3
Byron (A)	GRC	M	23
Byron (A)	HKG	F	11
Byron (A)	HKG	M	10
Byron (A)	HRV	F	4
Byron (A)	HRV	M	7
Byron (A)	IDN	F	18
Byron (A)	IDN	M	13
Byron (A)	IND	F	33
Byron (A)	IND	M	38
Byron (A)	IRL	F	36
Byron (A)	IRL	M	40
Byron (A)	IRN	F	3
Byron (A)	IRN	M	4
Byron (A)	ITA	F	53
Byron (A)	ITA	M	81
Byron (A)	JPN	F	101
Byron (A)	JPN	M	43
Byron (A)	KHM	F	3
Byron (A)	KOR	F	8
Byron (A)	KOR	M	8
Byron (A)	LBN	F	3
Byron (A)	LKA	F	12
Byron (A)	LKA	M	6
Byron (A)	MKD	F	3
Byron (A)	MKD	M	3
Byron (A)	MLT	F	7
Byron (A)	MLT	M	6
Byron (A)	MUS	F	4
Byron (A)	MUS	M	9
Byron (A)	MYS	F	22
Byron (A)	MYS	M	6
Byron (A)	NLD	F	85
Byron (A)	NLD	M	62
Byron (A)	NPL	M	3
Byron (A)	NZL	F	393
Byron (A)	NZL	M	363
Byron (A)	PAK	F	3
Byron (A)	PHL	F	38
Byron (A)	PHL	M	18
Byron (A)	PNG	F	27
Byron (A)	PNG	M	18
Byron (A)	POL	F	22
Byron (A)	POL	M	8
Byron (A)	SGP	F	8
Byron (A)	SGP	M	9
Byron (A)	THA	F	49
Byron (A)	THA	M	13
Byron (A)	TUR	M	9
Byron (A)	TWN	F	3
Byron (A)	TWN	M	4
Byron (A)	USA	F	189
Byron (A)	USA	M	151
Byron (A)	VNM	F	12
Byron (A)	VNM	M	6
Byron (A)	ZAF	F	92
Byron (A)	ZAF	M	83
Byron (A)	ZWE	F	12
Byron (A)	ZWE	M	11
Cabonne (A)		F	576
Cabonne (A)		M	572
Cabonne (A)	AUS	F	5734
Cabonne (A)	AUS	M	5785
Cabonne (A)	CAN	F	4
Cabonne (A)	CAN	M	3
Cabonne (A)	CHN	F	6
Cabonne (A)	CHN	M	3
Cabonne (A)	DEU	F	21
Cabonne (A)	DEU	M	14
Cabonne (A)	FRA	M	4
Cabonne (A)	GBR	F	157
Cabonne (A)	GBR	M	146
Cabonne (A)	HKG	F	4
Cabonne (A)	HKG	M	3
Cabonne (A)	HRV	F	3
Cabonne (A)	HRV	M	3
Cabonne (A)	IDN	F	4
Cabonne (A)	IND	F	10
Cabonne (A)	IND	M	11
Cabonne (A)	IRL	F	5
Cabonne (A)	IRL	M	7
Cabonne (A)	ITA	F	8
Cabonne (A)	ITA	M	8
Cabonne (A)	JPN	F	6
Cabonne (A)	KOR	F	3
Cabonne (A)	KOR	M	6
Cabonne (A)	MLT	F	4
Cabonne (A)	MYS	F	8
Cabonne (A)	NLD	F	10
Cabonne (A)	NLD	M	10
Cabonne (A)	NZL	F	56
Cabonne (A)	NZL	M	58
Cabonne (A)	PAK	M	3
Cabonne (A)	PHL	F	20
Cabonne (A)	PHL	M	13
Cabonne (A)	POL	F	4
Cabonne (A)	THA	F	6
Cabonne (A)	USA	F	4
Cabonne (A)	USA	M	5
Cabonne (A)	ZAF	F	27
Cabonne (A)	ZAF	M	26
Cabonne (A)	ZWE	F	7
Cabonne (A)	ZWE	M	3
Camden (A)		F	2937
Camden (A)		M	2772
Camden (A)	AFG	F	51
Camden (A)	AFG	M	44
Camden (A)	AUS	F	30830
Camden (A)	AUS	M	29707
Camden (A)	BGD	F	30
Camden (A)	BGD	M	35
Camden (A)	BIH	F	51
Camden (A)	BIH	M	45
Camden (A)	CAN	F	57
Camden (A)	CAN	M	36
Camden (A)	CHL	F	122
Camden (A)	CHL	M	124
Camden (A)	CHN	F	286
Camden (A)	CHN	M	210
Camden (A)	DEU	F	146
Camden (A)	DEU	M	109
Camden (A)	EGY	F	73
Camden (A)	EGY	M	83
Camden (A)	FJI	F	280
Camden (A)	FJI	M	257
Camden (A)	FRA	F	20
Camden (A)	FRA	M	24
Camden (A)	GBR	F	1537
Camden (A)	GBR	M	1567
Camden (A)	GRC	F	44
Camden (A)	GRC	M	46
Camden (A)	HKG	F	45
Camden (A)	HKG	M	33
Camden (A)	HRV	F	89
Camden (A)	HRV	M	102
Camden (A)	IDN	F	56
Camden (A)	IDN	M	37
Camden (A)	IND	F	316
Camden (A)	IND	M	362
Camden (A)	IRL	F	124
Camden (A)	IRL	M	134
Camden (A)	IRN	F	45
Camden (A)	IRN	M	39
Camden (A)	IRQ	F	151
Camden (A)	IRQ	M	146
Camden (A)	ITA	F	232
Camden (A)	ITA	M	290
Camden (A)	JPN	F	20
Camden (A)	KHM	F	53
Camden (A)	KHM	M	35
Camden (A)	KOR	F	36
Camden (A)	KOR	M	19
Camden (A)	LBN	F	116
Camden (A)	LBN	M	156
Camden (A)	LKA	F	64
Camden (A)	LKA	M	62
Camden (A)	MKD	F	36
Camden (A)	MKD	M	40
Camden (A)	MLT	F	167
Camden (A)	MLT	M	144
Camden (A)	MMR	F	7
Camden (A)	MMR	M	14
Camden (A)	MUS	F	64
Camden (A)	MUS	M	58
Camden (A)	MYS	F	55
Camden (A)	MYS	M	63
Camden (A)	NLD	F	76
Camden (A)	NLD	M	75
Camden (A)	NPL	F	21
Camden (A)	NPL	M	24
Camden (A)	NZL	F	520
Camden (A)	NZL	M	554
Camden (A)	PAK	F	75
Camden (A)	PAK	M	78
Camden (A)	PHL	F	324
Camden (A)	PHL	M	219
Camden (A)	PNG	F	23
Camden (A)	PNG	M	20
Camden (A)	POL	F	84
Camden (A)	POL	M	59
Camden (A)	SGP	F	36
Camden (A)	SGP	M	28
Camden (A)	THA	F	102
Camden (A)	THA	M	43
Camden (A)	TUR	F	11
Camden (A)	TUR	M	23
Camden (A)	TWN	F	27
Camden (A)	TWN	M	22
Camden (A)	USA	F	77
Camden (A)	USA	M	98
Camden (A)	VNM	F	89
Camden (A)	VNM	M	73
Camden (A)	ZAF	F	194
Camden (A)	ZAF	M	180
Camden (A)	ZWE	F	80
Camden (A)	ZWE	M	73
Campbelltown (C) (NSW)		F	9413
Campbelltown (C) (NSW)		M	8720
Campbelltown (C) (NSW)	AFG	F	131
Campbelltown (C) (NSW)	AFG	M	137
Campbelltown (C) (NSW)	AUS	F	49161
Campbelltown (C) (NSW)	AUS	M	48150
Campbelltown (C) (NSW)	BGD	F	1620
Campbelltown (C) (NSW)	BGD	M	1735
Campbelltown (C) (NSW)	BIH	F	117
Campbelltown (C) (NSW)	BIH	M	104
Campbelltown (C) (NSW)	CAN	F	61
Campbelltown (C) (NSW)	CAN	M	71
Campbelltown (C) (NSW)	CHL	F	399
Campbelltown (C) (NSW)	CHL	M	417
Campbelltown (C) (NSW)	CHN	F	896
Campbelltown (C) (NSW)	CHN	M	678
Campbelltown (C) (NSW)	DEU	F	255
Campbelltown (C) (NSW)	DEU	M	225
Campbelltown (C) (NSW)	EGY	F	376
Campbelltown (C) (NSW)	EGY	M	424
Campbelltown (C) (NSW)	FJI	F	1438
Campbelltown (C) (NSW)	FJI	M	1242
Campbelltown (C) (NSW)	FRA	F	39
Campbelltown (C) (NSW)	FRA	M	41
Campbelltown (C) (NSW)	GBR	F	2490
Campbelltown (C) (NSW)	GBR	M	2476
Campbelltown (C) (NSW)	GRC	F	146
Campbelltown (C) (NSW)	GRC	M	162
Campbelltown (C) (NSW)	HKG	F	136
Campbelltown (C) (NSW)	HKG	M	132
Campbelltown (C) (NSW)	HRV	F	202
Campbelltown (C) (NSW)	HRV	M	191
Campbelltown (C) (NSW)	IDN	F	326
Campbelltown (C) (NSW)	IDN	M	267
Campbelltown (C) (NSW)	IND	F	2240
Campbelltown (C) (NSW)	IND	M	2382
Campbelltown (C) (NSW)	IRL	F	133
Campbelltown (C) (NSW)	IRL	M	197
Campbelltown (C) (NSW)	IRN	F	81
Campbelltown (C) (NSW)	IRN	M	116
Campbelltown (C) (NSW)	IRQ	F	339
Campbelltown (C) (NSW)	IRQ	M	359
Campbelltown (C) (NSW)	ITA	F	202
Campbelltown (C) (NSW)	ITA	M	280
Campbelltown (C) (NSW)	JPN	F	49
Campbelltown (C) (NSW)	JPN	M	33
Campbelltown (C) (NSW)	KHM	F	232
Campbelltown (C) (NSW)	KHM	M	177
Campbelltown (C) (NSW)	KOR	F	93
Campbelltown (C) (NSW)	KOR	M	58
Campbelltown (C) (NSW)	LBN	F	548
Campbelltown (C) (NSW)	LBN	M	587
Campbelltown (C) (NSW)	LKA	F	320
Campbelltown (C) (NSW)	LKA	M	317
Campbelltown (C) (NSW)	MKD	F	91
Campbelltown (C) (NSW)	MKD	M	98
Campbelltown (C) (NSW)	MLT	F	124
Campbelltown (C) (NSW)	MLT	M	140
Campbelltown (C) (NSW)	MMR	F	39
Campbelltown (C) (NSW)	MMR	M	43
Campbelltown (C) (NSW)	MUS	F	247
Campbelltown (C) (NSW)	MUS	M	229
Campbelltown (C) (NSW)	MYS	F	240
Campbelltown (C) (NSW)	MYS	M	188
Campbelltown (C) (NSW)	NLD	F	114
Campbelltown (C) (NSW)	NLD	M	140
Campbelltown (C) (NSW)	NPL	F	534
Campbelltown (C) (NSW)	NPL	M	562
Campbelltown (C) (NSW)	NZL	F	2240
Campbelltown (C) (NSW)	NZL	M	2010
Campbelltown (C) (NSW)	PAK	F	491
Campbelltown (C) (NSW)	PAK	M	607
Campbelltown (C) (NSW)	PHL	F	2410
Campbelltown (C) (NSW)	PHL	M	1701
Campbelltown (C) (NSW)	PNG	F	52
Campbelltown (C) (NSW)	PNG	M	32
Campbelltown (C) (NSW)	POL	F	261
Campbelltown (C) (NSW)	POL	M	220
Campbelltown (C) (NSW)	SGP	F	61
Campbelltown (C) (NSW)	SGP	M	66
Campbelltown (C) (NSW)	THA	F	370
Campbelltown (C) (NSW)	THA	M	183
Campbelltown (C) (NSW)	TUR	F	34
Campbelltown (C) (NSW)	TUR	M	41
Campbelltown (C) (NSW)	TWN	F	54
Campbelltown (C) (NSW)	TWN	M	29
Campbelltown (C) (NSW)	USA	F	130
Campbelltown (C) (NSW)	USA	M	172
Campbelltown (C) (NSW)	VNM	F	490
Campbelltown (C) (NSW)	VNM	M	358
Campbelltown (C) (NSW)	ZAF	F	465
Campbelltown (C) (NSW)	ZAF	M	434
Campbelltown (C) (NSW)	ZWE	F	107
Campbelltown (C) (NSW)	ZWE	M	91
Canada Bay (A)		F	4475
Canada Bay (A)		M	4078
Canada Bay (A)	AFG	F	8
Canada Bay (A)	AFG	M	6
Canada Bay (A)	AUS	F	24013
Canada Bay (A)	AUS	M	22856
Canada Bay (A)	BGD	F	32
Canada Bay (A)	BGD	M	43
Canada Bay (A)	BIH	F	30
Canada Bay (A)	BIH	M	34
Canada Bay (A)	CAN	F	82
Canada Bay (A)	CAN	M	72
Canada Bay (A)	CHL	F	97
Canada Bay (A)	CHL	M	62
Canada Bay (A)	CHN	F	4867
Canada Bay (A)	CHN	M	3774
Canada Bay (A)	DEU	F	154
Canada Bay (A)	DEU	M	115
Canada Bay (A)	EGY	F	206
Canada Bay (A)	EGY	M	161
Canada Bay (A)	FJI	F	104
Canada Bay (A)	FJI	M	82
Canada Bay (A)	FRA	F	62
Canada Bay (A)	FRA	M	74
Canada Bay (A)	GBR	F	1273
Canada Bay (A)	GBR	M	1401
Canada Bay (A)	GRC	F	330
Canada Bay (A)	GRC	M	329
Canada Bay (A)	HKG	F	635
Canada Bay (A)	HKG	M	563
Canada Bay (A)	HRV	F	98
Canada Bay (A)	HRV	M	66
Canada Bay (A)	IDN	F	224
Canada Bay (A)	IDN	M	165
Canada Bay (A)	IND	F	939
Canada Bay (A)	IND	M	1172
Canada Bay (A)	IRL	F	221
Canada Bay (A)	IRL	M	308
Canada Bay (A)	IRN	F	152
Canada Bay (A)	IRN	M	175
Canada Bay (A)	IRQ	F	22
Canada Bay (A)	IRQ	M	29
Canada Bay (A)	ITA	F	1920
Canada Bay (A)	ITA	M	1751
Canada Bay (A)	JPN	F	152
Canada Bay (A)	JPN	M	67
Canada Bay (A)	KHM	F	26
Canada Bay (A)	KHM	M	31
Canada Bay (A)	KOR	F	1590
Canada Bay (A)	KOR	M	1535
Canada Bay (A)	LBN	F	205
Canada Bay (A)	LBN	M	227
Canada Bay (A)	LKA	F	186
Canada Bay (A)	LKA	M	179
Canada Bay (A)	MKD	F	28
Canada Bay (A)	MKD	M	29
Canada Bay (A)	MLT	F	70
Canada Bay (A)	MLT	M	56
Canada Bay (A)	MMR	F	45
Canada Bay (A)	MMR	M	31
Canada Bay (A)	MUS	F	43
Canada Bay (A)	MUS	M	35
Canada Bay (A)	MYS	F	390
Canada Bay (A)	MYS	M	332
Canada Bay (A)	NLD	F	46
Canada Bay (A)	NLD	M	69
Canada Bay (A)	NPL	F	162
Canada Bay (A)	NPL	M	224
Canada Bay (A)	NZL	F	624
Canada Bay (A)	NZL	M	620
Canada Bay (A)	PAK	F	61
Canada Bay (A)	PAK	M	97
Canada Bay (A)	PHL	F	456
Canada Bay (A)	PHL	M	257
Canada Bay (A)	PNG	F	32
Canada Bay (A)	PNG	M	33
Canada Bay (A)	POL	F	110
Canada Bay (A)	POL	M	72
Canada Bay (A)	SGP	F	146
Canada Bay (A)	SGP	M	102
Canada Bay (A)	THA	F	249
Canada Bay (A)	THA	M	101
Canada Bay (A)	TUR	F	113
Canada Bay (A)	TUR	M	135
Canada Bay (A)	TWN	F	159
Canada Bay (A)	TWN	M	120
Canada Bay (A)	USA	F	213
Canada Bay (A)	USA	M	161
Canada Bay (A)	VNM	F	369
Canada Bay (A)	VNM	M	290
Canada Bay (A)	ZAF	F	225
Canada Bay (A)	ZAF	M	208
Canada Bay (A)	ZWE	F	24
Canada Bay (A)	ZWE	M	26
Canterbury-Bankstown (A)		F	20534
Canterbury-Bankstown (A)		M	20365
Canterbury-Bankstown (A)	AFG	F	194
Canterbury-Bankstown (A)	AFG	M	268
Canterbury-Bankstown (A)	AUS	F	85649
Canterbury-Bankstown (A)	AUS	M	86004
Canterbury-Bankstown (A)	BGD	F	3082
Canterbury-Bankstown (A)	BGD	M	3995
Canterbury-Bankstown (A)	BIH	F	176
Canterbury-Bankstown (A)	BIH	M	172
Canterbury-Bankstown (A)	CAN	F	106
Canterbury-Bankstown (A)	CAN	M	95
Canterbury-Bankstown (A)	CHL	F	274
Canterbury-Bankstown (A)	CHL	M	273
Canterbury-Bankstown (A)	CHN	F	10246
Canterbury-Bankstown (A)	CHN	M	8603
Canterbury-Bankstown (A)	DEU	F	420
Canterbury-Bankstown (A)	DEU	M	329
Canterbury-Bankstown (A)	EGY	F	1328
Canterbury-Bankstown (A)	EGY	M	1522
Canterbury-Bankstown (A)	FJI	F	1261
Canterbury-Bankstown (A)	FJI	M	985
Canterbury-Bankstown (A)	FRA	F	119
Canterbury-Bankstown (A)	FRA	M	108
Canterbury-Bankstown (A)	GBR	F	1573
Canterbury-Bankstown (A)	GBR	M	1830
Canterbury-Bankstown (A)	GRC	F	3706
Canterbury-Bankstown (A)	GRC	M	3341
Canterbury-Bankstown (A)	HKG	F	1160
Canterbury-Bankstown (A)	HKG	M	1089
Canterbury-Bankstown (A)	HRV	F	323
Canterbury-Bankstown (A)	HRV	M	300
Canterbury-Bankstown (A)	IDN	F	1968
Canterbury-Bankstown (A)	IDN	M	1656
Canterbury-Bankstown (A)	IND	F	2269
Canterbury-Bankstown (A)	IND	M	2800
Canterbury-Bankstown (A)	IRL	F	238
Canterbury-Bankstown (A)	IRL	M	312
Canterbury-Bankstown (A)	IRN	F	263
Canterbury-Bankstown (A)	IRN	M	370
Canterbury-Bankstown (A)	IRQ	F	857
Canterbury-Bankstown (A)	IRQ	M	1006
Canterbury-Bankstown (A)	ITA	F	1912
Canterbury-Bankstown (A)	ITA	M	1870
Canterbury-Bankstown (A)	JPN	F	259
Canterbury-Bankstown (A)	JPN	M	94
Canterbury-Bankstown (A)	KHM	F	272
Canterbury-Bankstown (A)	KHM	M	223
Canterbury-Bankstown (A)	KOR	F	1761
Canterbury-Bankstown (A)	KOR	M	1444
Canterbury-Bankstown (A)	LBN	F	9702
Canterbury-Bankstown (A)	LBN	M	10116
Canterbury-Bankstown (A)	LKA	F	316
Canterbury-Bankstown (A)	LKA	M	331
Canterbury-Bankstown (A)	MKD	F	961
Canterbury-Bankstown (A)	MKD	M	1008
Canterbury-Bankstown (A)	MLT	F	288
Canterbury-Bankstown (A)	MLT	M	244
Canterbury-Bankstown (A)	MMR	F	448
Canterbury-Bankstown (A)	MMR	M	995
Canterbury-Bankstown (A)	MUS	F	338
Canterbury-Bankstown (A)	MUS	M	301
Canterbury-Bankstown (A)	MYS	F	873
Canterbury-Bankstown (A)	MYS	M	986
Canterbury-Bankstown (A)	NLD	F	104
Canterbury-Bankstown (A)	NLD	M	91
Canterbury-Bankstown (A)	NPL	F	1326
Canterbury-Bankstown (A)	NPL	M	1574
Canterbury-Bankstown (A)	NZL	F	2190
Canterbury-Bankstown (A)	NZL	M	2270
Canterbury-Bankstown (A)	PAK	F	1787
Canterbury-Bankstown (A)	PAK	M	3064
Canterbury-Bankstown (A)	PHL	F	2552
Canterbury-Bankstown (A)	PHL	M	1567
Canterbury-Bankstown (A)	PNG	F	80
Canterbury-Bankstown (A)	PNG	M	63
Canterbury-Bankstown (A)	POL	F	385
Canterbury-Bankstown (A)	POL	M	246
Canterbury-Bankstown (A)	SGP	F	242
Canterbury-Bankstown (A)	SGP	M	178
Canterbury-Bankstown (A)	THA	F	824
Canterbury-Bankstown (A)	THA	M	368
Canterbury-Bankstown (A)	TUR	F	324
Canterbury-Bankstown (A)	TUR	M	370
Canterbury-Bankstown (A)	TWN	F	270
Canterbury-Bankstown (A)	TWN	M	186
Canterbury-Bankstown (A)	USA	F	270
Canterbury-Bankstown (A)	USA	M	263
Canterbury-Bankstown (A)	VNM	F	10385
Canterbury-Bankstown (A)	VNM	M	8679
Canterbury-Bankstown (A)	ZAF	F	282
Canterbury-Bankstown (A)	ZAF	M	275
Canterbury-Bankstown (A)	ZWE	F	78
Canterbury-Bankstown (A)	ZWE	M	83
Carrathool (A)		F	152
Carrathool (A)		M	154
Carrathool (A)	AUS	F	1033
Carrathool (A)	AUS	M	1144
Carrathool (A)	CHN	F	4
Carrathool (A)	DEU	F	3
Carrathool (A)	FJI	F	3
Carrathool (A)	FRA	F	3
Carrathool (A)	FRA	M	3
Carrathool (A)	GBR	F	21
Carrathool (A)	GBR	M	25
Carrathool (A)	HKG	M	3
Carrathool (A)	IDN	F	3
Carrathool (A)	IND	F	15
