SA2_NAME16	IndigenousStatus	persons
Old Bar - Manning Point - Red Head	Both Aboriginal & Torres Strait Islander	12
Old Bar - Manning Point - Red Head	Non-indigenous	10107
Old Bar - Manning Point - Red Head	Torres Strait Islander	4
Taree	Aboriginal	1973
Taree	Both Aboriginal & Torres Strait Islander	34
Taree	Non-indigenous	18436
Taree	Torres Strait Islander	39
Taree Region	Aboriginal	508
Taree Region	Both Aboriginal & Torres Strait Islander	12
Taree Region	Non-indigenous	11907
Taree Region	Torres Strait Islander	11
Wingham	Aboriginal	304
Wingham	Both Aboriginal & Torres Strait Islander	4
Wingham	Non-indigenous	5060
Wingham	Torres Strait Islander	6
Albury - East	Aboriginal	278
Albury - East	Both Aboriginal & Torres Strait Islander	3
Albury - East	Non-indigenous	14764
Albury - East	Torres Strait Islander	3
Albury - North	Aboriginal	295
Albury - North	Both Aboriginal & Torres Strait Islander	10
Albury - North	Non-indigenous	9532
Albury - North	Torres Strait Islander	7
Albury - South	Aboriginal	236
Albury - South	Both Aboriginal & Torres Strait Islander	6
Albury - South	Non-indigenous	10053
Albury - South	Torres Strait Islander	6
Albury Region	Aboriginal	310
Albury Region	Both Aboriginal & Torres Strait Islander	9
Albury Region	Non-indigenous	11283
Albury Region	Torres Strait Islander	6
Lavington	Aboriginal	539
Lavington	Both Aboriginal & Torres Strait Islander	4
Lavington	Non-indigenous	13909
Lavington	Torres Strait Islander	16
Hay	Aboriginal	172
Hay	Both Aboriginal & Torres Strait Islander	3
Hay	Non-indigenous	2794
Wentworth - Buronga	Aboriginal	609
Wentworth - Buronga	Both Aboriginal & Torres Strait Islander	15
Wentworth - Buronga	Non-indigenous	5340
Wentworth - Buronga	Torres Strait Islander	3
Wentworth-Balranald Region	Aboriginal	230
Wentworth-Balranald Region	Both Aboriginal & Torres Strait Islander	7
Wentworth-Balranald Region	Non-indigenous	3373
Wentworth-Balranald Region	Torres Strait Islander	4
Corowa	Aboriginal	89
Corowa	Non-indigenous	5393
Corowa Region	Aboriginal	111
Corowa Region	Both Aboriginal & Torres Strait Islander	6
Corowa Region	Non-indigenous	6613
Corowa Region	Torres Strait Islander	6
Deniliquin	Aboriginal	317
Deniliquin	Both Aboriginal & Torres Strait Islander	6
Deniliquin	Non-indigenous	7100
Deniliquin	Torres Strait Islander	11
Deniliquin Region	Aboriginal	224
Deniliquin Region	Non-indigenous	6525
Deniliquin Region	Torres Strait Islander	3
Moama	Aboriginal	150
Moama	Non-indigenous	5696
Moama	Torres Strait Islander	3
Tocumwal - Finley - Jerilderie	Aboriginal	219
Tocumwal - Finley - Jerilderie	Both Aboriginal & Torres Strait Islander	3
Tocumwal - Finley - Jerilderie	Non-indigenous	9498
Tocumwal - Finley - Jerilderie	Torres Strait Islander	8
Armidale	Aboriginal	1641
Armidale	Both Aboriginal & Torres Strait Islander	20
Armidale	Non-indigenous	21661
Armidale	Torres Strait Islander	30
Armidale Region - North	Aboriginal	241
Armidale Region - North	Both Aboriginal & Torres Strait Islander	8
Armidale Region - North	Non-indigenous	4231
Armidale Region - North	Torres Strait Islander	8
Armidale Region - South	Aboriginal	397
Armidale Region - South	Both Aboriginal & Torres Strait Islander	5
Armidale Region - South	Non-indigenous	5611
Armidale Region - South	Torres Strait Islander	8
Walcha	Aboriginal	181
Walcha	Both Aboriginal & Torres Strait Islander	4
Walcha	Non-indigenous	3031
Walcha	Torres Strait Islander	8
Glen Innes	Aboriginal	502
Glen Innes	Both Aboriginal & Torres Strait Islander	21
Glen Innes	Non-indigenous	8306
Glen Innes	Torres Strait Islander	7
Inverell	Aboriginal	1054
Inverell	Both Aboriginal & Torres Strait Islander	33
Inverell	Non-indigenous	10559
Inverell	Torres Strait Islander	14
Inverell Region - East	Aboriginal	498
Inverell Region - East	Non-indigenous	4740
Inverell Region - East	Torres Strait Islander	3
Inverell Region - West	Aboriginal	314
Inverell Region - West	Both Aboriginal & Torres Strait Islander	6
Inverell Region - West	Non-indigenous	5656
Inverell Region - West	Torres Strait Islander	12
Tenterfield	Aboriginal	369
Tenterfield	Both Aboriginal & Torres Strait Islander	15
Tenterfield	Non-indigenous	6230
Tenterfield	Torres Strait Islander	14
Moree	Aboriginal	1927
Moree	Both Aboriginal & Torres Strait Islander	30
Moree	Non-indigenous	6234
Moree	Torres Strait Islander	9
Moree Region	Aboriginal	865
Moree Region	Both Aboriginal & Torres Strait Islander	16
Moree Region	Non-indigenous	4562
Moree Region	Torres Strait Islander	8
Narrabri	Aboriginal	830
Narrabri	Both Aboriginal & Torres Strait Islander	36
Narrabri	Non-indigenous	6286
Narrabri	Torres Strait Islander	15
Narrabri Region	Aboriginal	566
Narrabri Region	Both Aboriginal & Torres Strait Islander	6
Narrabri Region	Non-indigenous	4215
Narrabri Region	Torres Strait Islander	11
Gunnedah	Aboriginal	1234
Gunnedah	Both Aboriginal & Torres Strait Islander	17
Gunnedah	Non-indigenous	7927
Gunnedah	Torres Strait Islander	13
Gunnedah Region	Aboriginal	407
Gunnedah Region	Both Aboriginal & Torres Strait Islander	8
Gunnedah Region	Non-indigenous	3712
Gunnedah Region	Torres Strait Islander	8
Quirindi	Aboriginal	925
Quirindi	Both Aboriginal & Torres Strait Islander	11
Quirindi	Non-indigenous	6728
Quirindi	Torres Strait Islander	22
Tamworth - East	Aboriginal	1996
Tamworth - East	Both Aboriginal & Torres Strait Islander	49
Tamworth - East	Non-indigenous	18292
Tamworth - East	Torres Strait Islander	33
Tamworth - North	Aboriginal	1243
Tamworth - North	Both Aboriginal & Torres Strait Islander	21
Tamworth - North	Non-indigenous	13790
Tamworth - North	Torres Strait Islander	22
Tamworth - West	Aboriginal	1229
Tamworth - West	Both Aboriginal & Torres Strait Islander	22
Tamworth - West	Non-indigenous	4286
Tamworth - West	Torres Strait Islander	23
Tamworth Region	Aboriginal	1316
Tamworth Region	Both Aboriginal & Torres Strait Islander	21
Tamworth Region	Non-indigenous	17093
Tamworth Region	Torres Strait Islander	44
Belmont - Bennetts Green	Aboriginal	575
Belmont - Bennetts Green	Both Aboriginal & Torres Strait Islander	3
Belmont - Bennetts Green	Non-indigenous	17142
Belmont - Bennetts Green	Torres Strait Islander	4
Belmont South - Blacksmiths	Aboriginal	275
Belmont South - Blacksmiths	Both Aboriginal & Torres Strait Islander	3
Belmont South - Blacksmiths	Non-indigenous	5324
Belmont South - Blacksmiths	Torres Strait Islander	4
Charlestown - Dudley	Aboriginal	782
Charlestown - Dudley	Both Aboriginal & Torres Strait Islander	11
Charlestown - Dudley	Non-indigenous	23161
Charlestown - Dudley	Torres Strait Islander	11
Glendale - Cardiff - Hillsborough	Aboriginal	899
Glendale - Cardiff - Hillsborough	Both Aboriginal & Torres Strait Islander	12
Glendale - Cardiff - Hillsborough	Non-indigenous	22465
Glendale - Cardiff - Hillsborough	Torres Strait Islander	13
Mount Hutton - Windale	Aboriginal	660
Mount Hutton - Windale	Both Aboriginal & Torres Strait Islander	12
Mount Hutton - Windale	Non-indigenous	8222
Mount Hutton - Windale	Torres Strait Islander	6
Redhead	Aboriginal	87
Redhead	Both Aboriginal & Torres Strait Islander	3
Redhead	Non-indigenous	3422
Redhead	Torres Strait Islander	4
Swansea - Caves Beach	Aboriginal	408
Swansea - Caves Beach	Both Aboriginal & Torres Strait Islander	11
Swansea - Caves Beach	Non-indigenous	11128
Swansea - Caves Beach	Torres Strait Islander	4
Valentine - Eleebana	Aboriginal	161
Valentine - Eleebana	Both Aboriginal & Torres Strait Islander	3
Valentine - Eleebana	Non-indigenous	11831
Warners Bay - Boolaroo	Aboriginal	333
Warners Bay - Boolaroo	Both Aboriginal & Torres Strait Islander	8
Warners Bay - Boolaroo	Non-indigenous	13016
Warners Bay - Boolaroo	Torres Strait Islander	8
Bolton Point - Teralba	Aboriginal	520
Bolton Point - Teralba	Both Aboriginal & Torres Strait Islander	21
Bolton Point - Teralba	Non-indigenous	7973
Bolton Point - Teralba	Torres Strait Islander	13
Bonnells Bay - Silverwater	Aboriginal	359
Bonnells Bay - Silverwater	Both Aboriginal & Torres Strait Islander	3
Bonnells Bay - Silverwater	Non-indigenous	8343
Bonnells Bay - Silverwater	Torres Strait Islander	12
Edgeworth - Cameron Park	Aboriginal	730
Edgeworth - Cameron Park	Both Aboriginal & Torres Strait Islander	14
Edgeworth - Cameron Park	Non-indigenous	13438
Edgeworth - Cameron Park	Torres Strait Islander	18
Morisset - Cooranbong	Aboriginal	510
Morisset - Cooranbong	Both Aboriginal & Torres Strait Islander	18
Morisset - Cooranbong	Non-indigenous	14411
Morisset - Cooranbong	Torres Strait Islander	20
Toronto - Awaba	Aboriginal	678
Toronto - Awaba	Both Aboriginal & Torres Strait Islander	25
Toronto - Awaba	Non-indigenous	12703
Toronto - Awaba	Torres Strait Islander	19
Wangi Wangi - Rathmines	Aboriginal	339
Wangi Wangi - Rathmines	Both Aboriginal & Torres Strait Islander	7
Wangi Wangi - Rathmines	Non-indigenous	8538
Wangi Wangi - Rathmines	Torres Strait Islander	9
West Wallsend - Barnsley - Killingworth	Aboriginal	351
West Wallsend - Barnsley - Killingworth	Both Aboriginal & Torres Strait Islander	5
West Wallsend - Barnsley - Killingworth	Non-indigenous	6109
West Wallsend - Barnsley - Killingworth	Torres Strait Islander	14
Adamstown - Kotara	Aboriginal	368
Adamstown - Kotara	Both Aboriginal & Torres Strait Islander	10
Adamstown - Kotara	Non-indigenous	15219
Adamstown - Kotara	Torres Strait Islander	4
Beresfield - Hexham	Aboriginal	549
Beresfield - Hexham	Both Aboriginal & Torres Strait Islander	6
Beresfield - Hexham	Non-indigenous	7799
Beresfield - Hexham	Torres Strait Islander	6
Hamilton - Broadmeadow	Aboriginal	374
Hamilton - Broadmeadow	Both Aboriginal & Torres Strait Islander	19
Hamilton - Broadmeadow	Non-indigenous	11439
Hamilton - Broadmeadow	Torres Strait Islander	16
Lambton - New Lambton	Aboriginal	411
Lambton - New Lambton	Both Aboriginal & Torres Strait Islander	8
Lambton - New Lambton	Non-indigenous	16091
Lambton - New Lambton	Torres Strait Islander	9
Maryland - Fletcher - Minmi	Aboriginal	652
Maryland - Fletcher - Minmi	Both Aboriginal & Torres Strait Islander	10
Maryland - Fletcher - Minmi	Non-indigenous	12897
Maryland - Fletcher - Minmi	Torres Strait Islander	7
Mayfield - Warabrook	Aboriginal	551
Mayfield - Warabrook	Both Aboriginal & Torres Strait Islander	9
Mayfield - Warabrook	Non-indigenous	14306
Mayfield - Warabrook	Torres Strait Islander	8
Merewether - The Junction	Aboriginal	198
Merewether - The Junction	Both Aboriginal & Torres Strait Islander	8
Merewether - The Junction	Non-indigenous	13405
Merewether - The Junction	Torres Strait Islander	6
Newcastle - Cooks Hill	Aboriginal	253
Newcastle - Cooks Hill	Both Aboriginal & Torres Strait Islander	4
Newcastle - Cooks Hill	Non-indigenous	10504
Newcastle - Cooks Hill	Torres Strait Islander	3
Newcastle Port - Kooragang	Non-indigenous	20
Shortland - Jesmond	Aboriginal	376
Shortland - Jesmond	Both Aboriginal & Torres Strait Islander	26
Shortland - Jesmond	Non-indigenous	11125
Shortland - Jesmond	Torres Strait Islander	14
Stockton - Fullerton Cove	Aboriginal	286
Stockton - Fullerton Cove	Both Aboriginal & Torres Strait Islander	10
Stockton - Fullerton Cove	Non-indigenous	7197
Stockton - Fullerton Cove	Torres Strait Islander	3
Wallsend - Elermore Vale	Aboriginal	833
Wallsend - Elermore Vale	Both Aboriginal & Torres Strait Islander	7
Wallsend - Elermore Vale	Non-indigenous	18772
Wallsend - Elermore Vale	Torres Strait Islander	17
Waratah - North Lambton	Aboriginal	521
Waratah - North Lambton	Both Aboriginal & Torres Strait Islander	5
Waratah - North Lambton	Non-indigenous	11525
Waratah - North Lambton	Torres Strait Islander	8
Wickham - Carrington - Tighes Hill	Aboriginal	317
Wickham - Carrington - Tighes Hill	Non-indigenous	7680
Wickham - Carrington - Tighes Hill	Torres Strait Islander	7
Ballina	Aboriginal	642
Ballina	Both Aboriginal & Torres Strait Islander	15
Ballina	Non-indigenous	16423
Ballina	Torres Strait Islander	31
Ballina Region	Aboriginal	520
Ballina Region	Both Aboriginal & Torres Strait Islander	6
Ballina Region	Non-indigenous	16285
Ballina Region	Torres Strait Islander	21
Bangalow	Aboriginal	57
Bangalow	Non-indigenous	5602
Bangalow	Torres Strait Islander	6
Brunswick Heads - Ocean Shores	Aboriginal	181
Brunswick Heads - Ocean Shores	Both Aboriginal & Torres Strait Islander	23
Brunswick Heads - Ocean Shores	Non-indigenous	7999
Brunswick Heads - Ocean Shores	Torres Strait Islander	9
Byron Bay	Aboriginal	128
Byron Bay	Both Aboriginal & Torres Strait Islander	4
Byron Bay	Non-indigenous	9356
Byron Bay	Torres Strait Islander	14
Evans Head	Aboriginal	216
Evans Head	Both Aboriginal & Torres Strait Islander	10
Evans Head	Non-indigenous	4986
Evans Head	Torres Strait Islander	9
Lennox Head - Skennars Head	Aboriginal	135
Lennox Head - Skennars Head	Both Aboriginal & Torres Strait Islander	4
Lennox Head - Skennars Head	Non-indigenous	7593
Lennox Head - Skennars Head	Torres Strait Islander	9
Mullumbimby	Aboriginal	127
Mullumbimby	Both Aboriginal & Torres Strait Islander	10
Mullumbimby	Non-indigenous	7847
Mullumbimby	Torres Strait Islander	9
Casino	Aboriginal	1090
Casino	Both Aboriginal & Torres Strait Islander	11
Casino	Non-indigenous	11106
Casino	Torres Strait Islander	20
Casino Region	Aboriginal	349
Casino Region	Both Aboriginal & Torres Strait Islander	9
Casino Region	Non-indigenous	6607
Casino Region	Torres Strait Islander	6
Goonellabah	Aboriginal	841
Goonellabah	Both Aboriginal & Torres Strait Islander	24
Goonellabah	Non-indigenous	12239
Goonellabah	Torres Strait Islander	22
Kyogle	Aboriginal	291
Kyogle	Both Aboriginal & Torres Strait Islander	8
Kyogle	Non-indigenous	7008
Kyogle	Torres Strait Islander	5
Lismore	Aboriginal	811
Lismore	Both Aboriginal & Torres Strait Islander	15
Lismore	Non-indigenous	14427
Lismore	Torres Strait Islander	27
Lismore Region	Aboriginal	401
Lismore Region	Both Aboriginal & Torres Strait Islander	18
Lismore Region	Non-indigenous	14596
Lismore Region	Torres Strait Islander	10
Kingscliff - Fingal Head	Aboriginal	478
Kingscliff - Fingal Head	Both Aboriginal & Torres Strait Islander	46
Kingscliff - Fingal Head	Non-indigenous	12575
Kingscliff - Fingal Head	Torres Strait Islander	57
Murwillumbah	Aboriginal	278
Murwillumbah	Both Aboriginal & Torres Strait Islander	19
Murwillumbah	Non-indigenous	8633
Murwillumbah	Torres Strait Islander	14
Murwillumbah Region	Aboriginal	209
Murwillumbah Region	Both Aboriginal & Torres Strait Islander	13
Murwillumbah Region	Non-indigenous	9414
Murwillumbah Region	Torres Strait Islander	18
Pottsville	Aboriginal	396
Pottsville	Both Aboriginal & Torres Strait Islander	49
Pottsville	Non-indigenous	12700
Pottsville	Torres Strait Islander	37
Tweed Heads	Aboriginal	601
Tweed Heads	Both Aboriginal & Torres Strait Islander	78
Tweed Heads	Non-indigenous	18676
Tweed Heads	Torres Strait Islander	62
Banora Point	Aboriginal	593
Banora Point	Both Aboriginal & Torres Strait Islander	67
Banora Point	Non-indigenous	14946
Banora Point	Torres Strait Islander	29
Terranora - North Tumblegum	Aboriginal	81
Terranora - North Tumblegum	Both Aboriginal & Torres Strait Islander	7
Terranora - North Tumblegum	Non-indigenous	3142
Terranora - North Tumblegum	Torres Strait Islander	14
Tweed Heads South	Aboriginal	423
Tweed Heads South	Both Aboriginal & Torres Strait Islander	33
Tweed Heads South	Non-indigenous	7654
Tweed Heads South	Torres Strait Islander	37
Griffith (NSW)	Aboriginal	935
Griffith (NSW)	Both Aboriginal & Torres Strait Islander	11
Griffith (NSW)	Non-indigenous	18178
Griffith (NSW)	Torres Strait Islander	20
Griffith Region	Aboriginal	812
Griffith Region	Both Aboriginal & Torres Strait Islander	9
Griffith Region	Non-indigenous	12041
Griffith Region	Torres Strait Islander	17
Leeton	Aboriginal	514
Leeton	Both Aboriginal & Torres Strait Islander	4
Leeton	Non-indigenous	9561
Leeton	Torres Strait Islander	12
Narrandera	Aboriginal	562
Narrandera	Both Aboriginal & Torres Strait Islander	3
Narrandera	Non-indigenous	5468
Narrandera	Torres Strait Islander	3
Tumbarumba	Aboriginal	151
Tumbarumba	Both Aboriginal & Torres Strait Islander	4
Tumbarumba	Non-indigenous	3294
Tumut	Aboriginal	302
Tumut	Both Aboriginal & Torres Strait Islander	4
Tumut	Non-indigenous	5957
Tumut	Torres Strait Islander	12
Tumut Region	Aboriginal	164
Tumut Region	Non-indigenous	4551
Cootamundra	Aboriginal	403
Cootamundra	Both Aboriginal & Torres Strait Islander	5
Cootamundra	Non-indigenous	7153
Cootamundra	Torres Strait Islander	9
Gundagai	Aboriginal	94
Gundagai	Non-indigenous	3499
Gundagai	Torres Strait Islander	4
Junee	Aboriginal	470
Junee	Both Aboriginal & Torres Strait Islander	14
Junee	Non-indigenous	5754
Junee	Torres Strait Islander	7
Temora	Aboriginal	145
Temora	Non-indigenous	6568
Temora	Torres Strait Islander	5
Wagga Wagga - East	Aboriginal	667
Wagga Wagga - East	Both Aboriginal & Torres Strait Islander	7
Wagga Wagga - East	Non-indigenous	15898
Wagga Wagga - East	Torres Strait Islander	13
Wagga Wagga - North	Aboriginal	123
Wagga Wagga - North	Both Aboriginal & Torres Strait Islander	6
Wagga Wagga - North	Non-indigenous	4276
Wagga Wagga - South	Aboriginal	1409
Wagga Wagga - South	Both Aboriginal & Torres Strait Islander	25
Wagga Wagga - South	Non-indigenous	19809
Wagga Wagga - South	Torres Strait Islander	23
Wagga Wagga - West	Aboriginal	928
Wagga Wagga - West	Both Aboriginal & Torres Strait Islander	10
Wagga Wagga - West	Non-indigenous	11203
Wagga Wagga - West	Torres Strait Islander	16
Wagga Wagga Region	Aboriginal	500
Wagga Wagga Region	Both Aboriginal & Torres Strait Islander	11
Wagga Wagga Region	Non-indigenous	14284
Wagga Wagga Region	Torres Strait Islander	19
Berry - Kangaroo Valley	Aboriginal	171
Berry - Kangaroo Valley	Both Aboriginal & Torres Strait Islander	3
Berry - Kangaroo Valley	Non-indigenous	8609
Berry - Kangaroo Valley	Torres Strait Islander	6
Callala Bay - Currarong	Aboriginal	160
Callala Bay - Currarong	Non-indigenous	3457
Culburra Beach	Aboriginal	307
Culburra Beach	Non-indigenous	4645
Culburra Beach	Torres Strait Islander	3
Ettrema - Sassafras - Budawang	Non-indigenous	49
Huskisson - Vincentia	Aboriginal	114
Huskisson - Vincentia	Non-indigenous	4071
Huskisson - Vincentia	Torres Strait Islander	3
North Nowra - Bomaderry	Aboriginal	867
North Nowra - Bomaderry	Both Aboriginal & Torres Strait Islander	13
North Nowra - Bomaderry	Non-indigenous	14858
North Nowra - Bomaderry	Torres Strait Islander	21
Nowra	Aboriginal	1889
Nowra	Both Aboriginal & Torres Strait Islander	30
Nowra	Non-indigenous	18072
Nowra	Torres Strait Islander	48
St Georges Basin - Erowal Bay	Aboriginal	922
St Georges Basin - Erowal Bay	Both Aboriginal & Torres Strait Islander	8
St Georges Basin - Erowal Bay	Non-indigenous	13066
St Georges Basin - Erowal Bay	Torres Strait Islander	11
Sussex Inlet - Berrara	Aboriginal	145
Sussex Inlet - Berrara	Both Aboriginal & Torres Strait Islander	3
Sussex Inlet - Berrara	Non-indigenous	4191
Sussex Inlet - Berrara	Torres Strait Islander	3
Tomerong - Wandandian - Woollamia	Aboriginal	129
Tomerong - Wandandian - Woollamia	Non-indigenous	3274
