SA2_NAME16	AustCitizen	persons
Bellerive - Rosny	1	5368
Cambridge	0	508
Cambridge	1	7149
Geilston Bay - Risdon	0	197
Geilston Bay - Risdon	1	3024
Howrah - Tranmere	0	788
Howrah - Tranmere	1	9599
Lindisfarne - Rose Bay	0	641
Lindisfarne - Rose Bay	1	6642
Mornington - Warrane	0	467
Mornington - Warrane	1	4236
Risdon Vale	0	751
Risdon Vale	1	2344
Rokeby	0	579
Rokeby	1	5528
South Arm	0	326
South Arm	1	3879
Austins Ferry - Granton	0	276
Austins Ferry - Granton	1	3709
Berriedale - Chigwell	0	559
Berriedale - Chigwell	1	4966
Claremont (Tas.)	0	650
Claremont (Tas.)	1	7100
Derwent Park - Lutana	0	527
Derwent Park - Lutana	1	3621
Glenorchy	0	1379
Glenorchy	1	9684
Montrose - Rosetta	0	570
Montrose - Rosetta	1	4309
Moonah	0	886
Moonah	1	4398
New Norfolk	0	547
New Norfolk	1	6058
West Moonah	0	609
West Moonah	1	3310
Kingston - Huntingfield	0	1207
Kingston - Huntingfield	1	10102
Kingston Beach - Blackmans Bay	0	984
Kingston Beach - Blackmans Bay	1	9304
Margate - Snug	0	593
Margate - Snug	1	7116
Mount Wellington	0	0
Mount Wellington	1	0
Taroona - Bonnet Hill	0	385
Taroona - Bonnet Hill	1	3189
Hobart	0	1731
Hobart	1	6078
Lenah Valley - Mount Stuart	0	852
Lenah Valley - Mount Stuart	1	7471
Mount Nelson - Dynnyrne	0	970
Mount Nelson - Dynnyrne	1	3686
New Town	0	918
New Town	1	5114
Sandy Bay	0	2842
Sandy Bay	1	8931
South Hobart - Fern Tree	0	805
South Hobart - Fern Tree	1	5290
West Hobart	0	680
West Hobart	1	5193
Dodges Ferry - Lewisham	0	719
Dodges Ferry - Lewisham	1	6811
Sorell - Richmond	0	769
Sorell - Richmond	1	7784
Invermay	0	491
Invermay	1	2570
Kings Meadows - Punchbowl	0	432
Kings Meadows - Punchbowl	1	3789
Launceston	0	975
Launceston	1	4167
Legana	0	330
Legana	1	3743
Mowbray	0	935
Mowbray	1	2798
Newnham - Mayfield	0	1521
Newnham - Mayfield	1	7469
Newstead	0	654
Newstead	1	4560
Norwood (Tas.)	0	296
Norwood (Tas.)	1	3585
Prospect Vale - Blackstone	0	526
Prospect Vale - Blackstone	1	5892
Ravenswood	0	394
Ravenswood	1	3231
Riverside	0	618
Riverside	1	5806
South Launceston	0	709
South Launceston	1	3900
Summerhill - Prospect	0	409
Summerhill - Prospect	1	4272
Trevallyn	0	420
Trevallyn	1	4142
Waverley - St Leonards	0	329
Waverley - St Leonards	1	3177
West Launceston	0	429
West Launceston	1	3702
Youngtown - Relbia	0	399
Youngtown - Relbia	1	4244
Beauty Point - Beaconsfield	0	430
Beauty Point - Beaconsfield	1	3331
Deloraine	0	650
Deloraine	1	5068
Grindelwald - Lanena	0	594
Grindelwald - Lanena	1	5115
Hadspen - Carrick	0	237
Hadspen - Carrick	1	3003
Westbury	0	430
Westbury	1	3595
Dilston - Lilydale	0	414
Dilston - Lilydale	1	3540
George Town	0	864
George Town	1	5989
Longford	0	374
Longford	1	3639
Northern Midlands	0	379
Northern Midlands	1	3254
Perth - Evandale	0	468
Perth - Evandale	1	4599
St Helens - Scamander	0	661
St Helens - Scamander	1	5422
Flinders and Cape Barren Islands	0	90
Flinders and Cape Barren Islands	1	816
Scottsdale - Bridport	0	642
Scottsdale - Bridport	1	5976
Central Highlands	0	206
Central Highlands	1	1852
Derwent Valley	0	331
Derwent Valley	1	2769
Southern Midlands	0	547
Southern Midlands	1	5511
Wilderness - East	0	2
Wilderness - East	1	13
Bruny Island - Kettering	0	333
Bruny Island - Kettering	1	2609
Cygnet	0	481
Cygnet	1	3749
Geeveston - Dover	0	444
Geeveston - Dover	1	3220
Huonville - Franklin	0	806
Huonville - Franklin	1	7499
Forestier - Tasman	0	331
Forestier - Tasman	1	2041
Triabunna - Bicheno	0	533
Triabunna - Bicheno	1	3842
Acton - Upper Burnie	0	251
Acton - Upper Burnie	1	2918
Burnie - Ulverstone Region	0	526
Burnie - Ulverstone Region	1	4449
Burnie - Wivenhoe	0	356
Burnie - Wivenhoe	1	3250
Parklands - Camdale	0	551
Parklands - Camdale	1	5778
Penguin - Sulphur Creek	0	490
Penguin - Sulphur Creek	1	4533
Romaine - Havenview	0	249
Romaine - Havenview	1	3150
Somerset	0	322
Somerset	1	3581
Ulverstone	0	483
Ulverstone	1	6369
West Ulverstone	0	376
West Ulverstone	1	3815
Wynyard	0	577
Wynyard	1	5512
Devonport	0	1220
Devonport	1	12539
East Devonport	0	445
East Devonport	1	4266
Latrobe	0	386
Latrobe	1	4124
Miandetta - Don	0	283
Miandetta - Don	1	3214
Port Sorell	0	483
Port Sorell	1	5142
Quoiba - Spreyton	0	216
Quoiba - Spreyton	1	2694
Sheffield - Railton	0	638
Sheffield - Railton	1	5495
Turners Beach - Forth	0	231
Turners Beach - Forth	1	2881
King Island	0	216
King Island	1	1369
North West	0	523
North West	1	3511
Smithton	0	382
Smithton	1	3499
Waratah	0	354
Waratah	1	3235
West Coast (Tas.)	0	476
West Coast (Tas.)	1	3673
Wilderness - West	0	0
Wilderness - West	1	0
Migratory - Offshore - Shipping (Tas.)	0	17
Migratory - Offshore - Shipping (Tas.)	1	51
No usual address (Tas.)	0	246
No usual address (Tas.)	1	666
Darwin Airport	0	6
Darwin Airport	1	12
Darwin City	0	3094
Darwin City	1	3370
East Point	0	6
East Point	1	8
Fannie Bay - The Gardens	0	757
Fannie Bay - The Gardens	1	2594
Larrakeyah	0	1227
Larrakeyah	1	2502
Ludmilla - The Narrows	0	509
Ludmilla - The Narrows	1	2036
Parap	0	811
Parap	1	1936
Stuart Park	0	1366
Stuart Park	1	2783
Woolner - Bayview - Winnellie	0	608
Woolner - Bayview - Winnellie	1	2213
Alawa	0	533
Alawa	1	1594
Anula	0	378
Anula	1	1991
Berrimah	0	267
Berrimah	1	1010
Brinkin - Nakara	0	1253
Brinkin - Nakara	1	2328
Buffalo Creek	0	0
Buffalo Creek	1	0
Charles Darwin	0	0
Charles Darwin	1	0
Coconut Grove	0	1052
Coconut Grove	1	1998
East Arm	0	-1
East Arm	1	14
Jingili	0	318
Jingili	1	1439
Karama	0	1108
Karama	1	3836
Leanyer	0	920
Leanyer	1	3658
Lyons (NT)	0	866
Lyons (NT)	1	3933
Malak - Marrara	0	963
Malak - Marrara	1	3586
Millner	0	740
Millner	1	1808
Moil	0	407
Moil	1	1593
Nightcliff	0	1106
Nightcliff	1	2747
Rapid Creek	0	971
Rapid Creek	1	2311
Tiwi	0	615
Tiwi	1	1947
Wagaman	0	659
Wagaman	1	1504
Wanguri	0	361
Wanguri	1	1515
Wulagi	0	451
Wulagi	1	1984
Howard Springs	0	2756
Howard Springs	1	4225
Humpty Doo	0	1313
Humpty Doo	1	7398
Koolpinyah	0	3
Koolpinyah	1	22
Virginia	0	515
Virginia	1	2777
Weddell	0	1024
Weddell	1	3503
Bakewell	0	508
Bakewell	1	2561
Driver	0	601
Driver	1	2283
Durack - Marlow Lagoon	0	688
Durack - Marlow Lagoon	1	3599
Gray	0	772
Gray	1	2516
Moulden	0	550
Moulden	1	2409
Palmerston - North	0	704
Palmerston - North	1	3527
Palmerston - South	0	629
Palmerston - South	1	2440
Rosebery - Bellamack	0	1185
Rosebery - Bellamack	1	5493
Woodroffe	0	499
Woodroffe	1	2734
Charles	0	885
Charles	1	3372
East Side	0	1237
East Side	1	3814
Flynn (NT)	0	1265
Flynn (NT)	1	3119
Larapinta	0	1036
Larapinta	1	3850
Mount Johns	0	1349
Mount Johns	1	2391
Petermann - Simpson	0	683
Petermann - Simpson	1	1782
Ross	0	467
Ross	1	1969
Sandover - Plenty	0	856
Sandover - Plenty	1	3178
Tanami	0	133
Tanami	1	2614
Yuendumu - Anmatjere	0	112
Yuendumu - Anmatjere	1	1967
Barkly	0	176
Barkly	1	2363
Tennant Creek	0	584
Tennant Creek	1	2407
Alligator	0	965
Alligator	1	3601
Daly	0	273
Daly	1	1561
Thamarrurr	0	135
Thamarrurr	1	2342
Tiwi Islands	0	118
Tiwi Islands	1	2335
West Arnhem	0	255
West Arnhem	1	4518
Anindilyakwa	0	236
Anindilyakwa	1	2253
East Arnhem	0	172
East Arnhem	1	7264
Nhulunbuy	0	749
Nhulunbuy	1	2339
Elsey	0	285
Elsey	1	2016
Gulf	0	268
Gulf	1	3883
Katherine	0	2405
Katherine	1	7372
Victoria River	0	325
Victoria River	1	2162
Migratory - Offshore - Shipping (NT)	0	49
Migratory - Offshore - Shipping (NT)	1	21
No usual address (NT)	0	739
No usual address (NT)	1	1750
Aranda	0	277
Aranda	1	2116
Belconnen	0	2524
Belconnen	1	4133
Bruce	0	2126
Bruce	1	4871
Charnwood	0	348
Charnwood	1	2631
Cook	0	367
Cook	1	2438
Dunlop	0	618
Dunlop	1	6579
Evatt	0	644
Evatt	1	4683
Florey	0	662
Florey	1	4102
Flynn (ACT)	0	246
Flynn (ACT)	1	3114
Fraser	0	158
Fraser	1	1868
Giralang	0	355
Giralang	1	2961
Gooromon	0	-3
Gooromon	1	7
Hawker	0	401
Hawker	1	2551
Higgins	0	375
Higgins	1	2698
Holt	0	564
Holt	1	4055
Kaleen	0	1024
Kaleen	1	6247
Latham	0	397
Latham	1	3237
Lawson	0	49
Lawson	1	99
Macgregor (ACT)	0	730
Macgregor (ACT)	1	6066
Macquarie	0	440
Macquarie	1	2260
McKellar	0	338
McKellar	1	2408
Melba	0	350
Melba	1	2797
Page	0	572
Page	1	2453
Scullin	0	476
Scullin	1	2453
Spence	0	212
Spence	1	2373
Weetangera	0	262
Weetangera	1	2314
Molonglo Corridor	0	2
Molonglo Corridor	1	10
West Belconnen	0	6
West Belconnen	1	12
Hume	0	422
Hume	1	8
Kowen	0	10
Kowen	1	28
Canberra East	0	219
Canberra East	1	621
Canberra Airport	0	20
Canberra Airport	1	83
Majura	0	33
Majura	1	138
Amaroo	0	550
Amaroo	1	5160
Bonner	0	1093
Bonner	1	5637
Casey	0	818
Casey	1	4940
Crace	0	764
Crace	1	3695
Forde	0	603
Forde	1	3705
Franklin	0	1666
Franklin	1	4753
Gungahlin	0	1692
Gungahlin	1	4442
Hall	0	14
Hall	1	257
Harrison	0	1734
Harrison	1	5953
Mitchell	0	0
Mitchell	1	6
Ngunnawal	0	1433
Ngunnawal	1	9053
Nicholls	0	763
Nicholls	1	6102
Palmerston	0	788
Palmerston	1	4737
Gungahlin - East	0	0
Gungahlin - East	1	0
Gungahlin - West	0	0
Gungahlin - West	1	0
Jacka	0	124
Jacka	1	546
Kenny	0	0
Kenny	1	8
Moncrieff	0	23
Moncrieff	1	82
Taylor	0	0
Taylor	1	0
Throsby	0	0
Throsby	1	0
Acton	0	929
Acton	1	1157
Ainslie	0	677
Ainslie	1	4512
Braddon	0	1598
Braddon	1	3902
Civic	0	1981
Civic	1	2295
Dickson	0	440
Dickson	1	1709
Downer	0	688
Downer	1	2974
Hackett	0	349
Hackett	1	2642
Lyneham	0	1093
Lyneham	1	4019
O'Connor (ACT)	0	832
O'Connor (ACT)	1	4649
Turner	0	1248
Turner	1	2799
Watson	0	990
Watson	1	4872
Black Mountain	0	0
Black Mountain	1	0
Campbell	0	473
Campbell	1	2753
Duntroon	0	238
Duntroon	1	1537
Parkes (ACT) - North	0	4
Parkes (ACT) - North	1	0
Reid	0	410
Reid	1	1226
Russell	0	0
Russell	1	0
Deakin	0	304
Deakin	1	2574
Forrest	0	274
Forrest	1	1341
Griffith (ACT)	0	797
Griffith (ACT)	1	3778
Lake Burley Griffin	0	0
Lake Burley Griffin	1	0
Narrabundah	0	1089
Narrabundah	1	4871
Parkes (ACT) - South	0	8
Parkes (ACT) - South	1	0
Red Hill (ACT)	0	478
Red Hill (ACT)	1	2692
Yarralumla	0	355
Yarralumla	1	2535
Barton	0	252
Barton	1	1183
Fyshwick	0	14
Fyshwick	1	42
Kingston (ACT)	0	776
Kingston (ACT)	1	3648
Banks	0	351
Banks	1	4616
Bonython	0	340
Bonython	1	3446
Calwell	0	535
Calwell	1	5223
Chisholm	0	455
Chisholm	1	4666
Conder	0	438
Conder	1	4621
Fadden	0	188
Fadden	1	2761
Gilmore	0	262
Gilmore	1	2488
Gordon (ACT)	0	654
Gordon (ACT)	1	6957
Gowrie (ACT)	0	261
Gowrie (ACT)	1	2795
Greenway	0	436
Greenway	1	1458
Isabella Plains	0	476
Isabella Plains	1	3929
Kambah	0	1466
Kambah	1	13434
Macarthur	0	127
Macarthur	1	1300
Monash	0	680
Monash	1	4751
Mount Taylor	0	3
Mount Taylor	1	0
Oxley (ACT)	0	144
Oxley (ACT)	1	1549
Richardson	0	296
Richardson	1	2710
Theodore	0	297
Theodore	1	3502
Tuggeranong	0	2
Tuggeranong	1	19
Wanniassa	0	732
Wanniassa	1	6780
Tuggeranong - West	0	0
Tuggeranong - West	1	12
Chapman	0	190
Chapman	1	2494
Duffy	0	277
Duffy	1	2885
Fisher	0	327
Fisher	1	2677
Holder	0	255
Holder	1	2351
Rivett	0	336
Rivett	1	2857
Stirling	0	297
Stirling	1	1837
Waramanga	0	262
Waramanga	1	2367
Weston	0	631
Weston	1	2945
Scrivener	0	0
Scrivener	1	3
Chifley	0	371
Chifley	1	2036
Curtin	0	649
Curtin	1	4589
Farrer	0	322
Farrer	1	2909
Garran	0	707
Garran	1	2790
Hughes	0	403
Hughes	1	2587
Isaacs	0	273
Isaacs	1	2068
Lyons (ACT)	0	743
Lyons (ACT)	1	2342
Mawson	0	647
Mawson	1	2605
O'Malley	0	192
O'Malley	1	799
Pearce	0	334
Pearce	1	2245
Phillip	0	1133
Phillip	1	1803
Torrens	0	226
Torrens	1	1980
Arboretum	0	4
Arboretum	1	3
Coombs	0	369
Coombs	1	1442
Denman Prospect	0	0
Denman Prospect	1	0
Molonglo	0	0
Molonglo	1	3
Molonglo - North	0	1
Molonglo - North	1	3
Wright	0	501
Wright	1	2252
ACT - South West	0	79
ACT - South West	1	485
Namadgi	0	5
Namadgi	1	37
Migratory - Offshore - Shipping (ACT)	0	0
Migratory - Offshore - Shipping (ACT)	1	0
No usual address (ACT)	0	166
No usual address (ACT)	1	372
Christmas Island	0	832
Christmas Island	1	1011
Cocos (Keeling) Islands	0	39
Cocos (Keeling) Islands	1	505
Jervis Bay	0	64
Jervis Bay	1	327
Norfolk Island	0	324
Norfolk Island	1	1424
Migratory - Offshore - Shipping (OT)	0	0
Migratory - Offshore - Shipping (OT)	1	6
No usual address (OT)	0	16
No usual address (OT)	1	39
