LGA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA27260,11107,8407,3609,1961,2517,1411,658,29663,1199,960,506,281,382,174,98,3596,1079,872,434,255,327,154,65,3180,4472,4308,2109,1310,1780,812,334,15122,81,95,39,22,21,12,3,273,17938,14644,6697,3821,5021,2555,1152,51837,771,926,571,385,556,328,155,3693,229,291,172,107,160,64,31,1049,135,207,110,77,129,64,29,737,971,1285,792,519,664,261,112,4602,118,93,55,34,27,11,8,350,2230,2795,1701,1128,1535,726,330,10439,20163,17445,8392,4945,6558,3282,1488,62275
LGA27350,694,462,235,151,165,148,76,1928,376,298,129,62,76,52,29,1023,421,261,93,60,79,46,29,983,1584,1241,611,355,425,264,138,4613,23,19,15,3,6,3,0,78,3100,2289,1073,632,751,512,272,8617,239,262,159,145,184,117,79,1185,56,61,37,18,38,27,11,256,49,57,22,10,29,22,12,203,110,141,113,62,117,71,51,676,32,44,21,8,4,5,5,130,497,569,346,256,371,242,165,2447,3598,2858,1420,887,1119,758,433,11064
LGA27450,593,655,383,280,385,258,120,2672,588,682,427,290,418,188,104,2705,596,589,374,217,330,183,79,2357,5812,5768,3222,2046,2721,1168,484,21221,35,39,24,10,9,4,0,119,7623,7736,4429,2845,3862,1798,786,29073,42,61,50,40,76,48,23,329,103,180,108,69,133,71,25,686,25,96,82,45,89,51,15,401,718,1078,794,548,811,311,108,4371,31,28,21,18,21,0,3,122,916,1440,1049,725,1129,476,182,5908,8535,9178,5478,3567,4993,2272,965,34982
LGA27630,12,11,6,4,4,0,0,31,3,7,0,0,0,0,0,13,3,13,3,10,6,0,0,32,203,265,146,86,147,28,3,875,3,0,0,0,0,0,0,3,218,293,154,101,159,28,6,961,0,0,0,0,0,0,0,0,4,5,4,4,6,0,0,25,0,0,4,5,3,0,0,10,40,62,46,25,36,11,0,213,4,3,4,0,0,0,0,10,47,76,58,31,45,12,0,269,263,366,216,129,205,38,7,1228
LGA29399,3,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,6,13,9,0,0,0,3,32,0,0,0,0,0,0,0,0,10,14,14,3,0,0,3,45,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,15,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,15,18,18,23,3,0,0,3,60
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,84,33,13,5,4,0,201,0,0,0,0,0,0,0,0,53,84,37,13,5,4,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,23,18,3,0,0,136,0,0,0,0,0,0,0,0,43,52,23,18,3,0,0,140,100,135,60,31,11,4,0,344
LGA30300,6,11,4,3,0,0,0,29,10,0,0,0,0,0,0,10,11,14,3,0,0,0,0,26,183,236,124,51,63,3,0,653,0,0,0,0,0,0,0,3,212,255,133,54,65,3,0,725,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,52,59,29,12,12,0,0,167,3,3,0,0,0,0,0,3,56,63,33,12,13,0,0,177,263,320,164,68,80,4,0,909
LGA30370,60,56,26,22,23,3,0,194,26,27,13,8,12,0,0,86,50,25,14,4,10,0,0,97,731,805,433,228,239,7,0,2448,10,5,8,5,3,0,0,25,868,912,500,261,281,14,4,2848,6,10,7,3,0,0,0,29,6,3,0,3,3,0,0,23,3,13,0,0,0,0,0,21,65,114,63,47,46,0,0,336,0,0,0,3,0,0,0,7,85,139,73,58,51,0,0,414,958,1054,576,322,341,11,4,3265
LGA30410,8,16,0,0,0,0,0,21,3,3,0,3,0,0,0,10,10,7,0,0,0,0,0,16,139,134,65,27,32,0,0,403,0,0,0,0,0,0,0,0,157,162,68,32,32,0,0,452,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,38,22,14,8,0,0,94,0,0,0,0,0,0,0,4,18,36,30,14,10,0,0,103,181,197,95,41,46,0,0,554
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,10,9,0,0,0,0,24,0,0,0,0,0,0,0,0,7,10,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,14,13,17,0,0,0,0,34
LGA30760,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,7,91,83,38,17,17,4,0,246,0,0,0,0,0,0,0,0,93,88,43,13,22,4,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,15,8,5,11,0,0,50,0,0,0,0,0,0,0,3,13,15,9,5,10,0,0,58,105,106,50,23,32,3,0,317
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,11,3,0,0,0,0,22,0,0,0,0,0,0,0,0,10,13,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,3,0,3,0,0,24,0,0,0,0,0,0,0,0,7,14,3,0,3,0,0,24,18,21,7,0,3,0,0,52
LGA31000,18623,16582,8802,5457,7673,4554,2374,64064,6177,5889,3033,1833,2209,1128,459,20734,6245,5581,2651,1615,2078,1034,459,19665,26107,26620,15203,9234,12314,6172,2777,98429,263,227,118,78,73,33,12,799,57422,54909,29801,18206,24346,12924,6084,203686,1527,2237,1663,1284,1875,1237,666,10476,866,1254,831,552,770,353,182,4815,548,973,613,456,636,306,178,3699,2883,4704,3353,2409,3247,1363,721,18682,259,266,177,78,107,37,20,946,6074,9435,6628,4777,6640,3291,1769,38615,63497,64345,36436,22984,30983,16217,7846,242308
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,9,4,0,0,0,0,32,0,0,0,0,0,0,0,0,14,17,10,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,13,19,20,13,0,0,0,0,52
LGA31820,222,239,167,89,142,32,5,894,170,218,132,80,101,13,3,721,191,225,116,95,115,14,7,775,2664,3123,1893,1275,1611,178,53,10794,27,21,15,8,13,0,0,83,3275,3828,2330,1546,1983,236,66,13271,12,28,21,16,25,3,5,113,73,118,68,58,49,8,3,374,38,66,42,25,66,12,3,248,943,1274,807,527,567,70,22,4213,38,38,23,13,6,3,0,120,1109,1512,960,642,716,90,43,5065,4381,5347,3291,2185,2700,323,112,18338
LGA31900,20,21,17,8,10,0,0,76,18,21,20,7,7,3,0,81,28,19,11,8,16,3,0,81,623,692,442,313,376,36,14,2493,0,3,0,0,3,0,0,6,689,764,490,334,412,36,14,2736,0,0,0,0,7,0,0,7,0,8,4,3,6,0,0,31,7,8,4,0,0,0,0,16,128,182,110,96,89,4,0,610,7,14,3,3,3,0,0,30,141,209,123,105,105,6,7,686,827,971,609,432,516,44,17,3420
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,3,0,0,0,31,0,0,0,0,0,0,0,0,10,12,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,12,10,3,0,0,0,38
LGA32080,1429,1336,811,516,702,152,67,5007,579,672,390,231,294,22,9,2209,906,894,509,290,358,41,19,3012,4232,4388,2513,1538,1903,254,113,14929,70,52,28,23,18,3,0,191,7215,7342,4249,2594,3276,472,213,25357,160,250,198,149,214,48,32,1050,144,236,131,106,132,25,9,775,153,302,162,99,153,24,10,895,1395,1961,1154,750,855,107,41,6267,81,93,33,40,29,3,0,279,1936,2838,1682,1138,1380,199,88,9262,9148,10175,5936,3732,4655,666,298,34614
LGA32250,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,12,68,69,30,15,3,0,0,187,0,3,4,0,0,0,0,8,78,79,38,15,3,0,0,216,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,24,16,6,0,0,125,4,9,9,4,0,0,0,17,48,49,31,21,6,0,0,151,123,128,70,39,8,0,0,366
LGA32260,135,130,62,42,65,4,3,451,62,61,25,24,24,0,0,195,113,95,54,31,37,6,0,340,829,947,535,349,429,10,3,3098,8,13,9,7,0,0,0,36,1148,1247,686,446,559,22,8,4120,9,12,13,3,9,0,0,49,20,20,18,8,12,0,0,68,12,30,11,12,14,0,0,81,242,354,229,154,143,5,4,1131,11,11,7,3,3,0,0,39,293,429,278,182,179,9,4,1367,1439,1678,962,630,731,28,15,5489
LGA32270,148,168,79,61,77,13,0,551,80,63,32,25,22,0,0,221,119,84,34,8,14,0,0,260,1613,1598,782,399,454,8,3,4870,15,13,3,4,3,0,0,41,1979,1931,928,504,573,27,3,5940,13,22,16,8,13,0,0,71,4,16,7,8,3,0,0,41,3,14,9,7,12,0,0,37,167,223,129,75,107,3,0,709,9,12,5,0,3,0,0,27,194,286,160,105,131,4,0,887,2173,2213,1088,607,707,33,5,6827
LGA32310,7,23,17,9,10,0,0,70,11,19,7,5,3,0,0,59,13,37,18,11,11,0,0,89,398,489,304,192,187,5,0,1574,6,9,3,4,0,0,0,18,442,569,352,220,213,9,0,1808,0,4,0,0,3,0,0,7,3,5,7,8,3,0,0,19,6,5,3,3,4,0,0,20,120,177,108,70,83,5,7,571,3,9,0,0,0,0,0,14,129,199,122,79,93,5,7,629,575,769,467,295,308,14,7,2435
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,55,23,22,19,0,0,196,0,0,0,0,0,0,0,0,78,55,23,22,19,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,49,35,18,0,0,287,3,0,0,0,0,0,0,3,88,90,49,35,18,0,0,289,169,145,74,60,37,0,0,487
LGA32450,12,12,3,3,0,0,0,29,3,0,0,0,3,0,0,6,11,8,0,0,0,0,0,26,141,119,52,39,31,0,0,384,0,0,3,0,0,0,0,4,166,141,54,42,30,0,0,445,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,28,15,16,0,0,113,0,0,0,0,0,0,0,3,21,33,30,15,16,0,0,118,196,175,88,60,47,0,0,567
LGA32500,4,16,3,3,0,0,0,26,5,14,4,6,6,0,0,28,20,18,10,0,3,0,0,53,102,126,65,36,29,0,0,357,4,8,0,0,0,0,0,8,135,177,90,47,36,4,0,487,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,7,0,3,3,0,0,0,0,11,44,63,29,17,8,0,0,162,3,3,3,3,0,0,0,12,52,68,40,23,10,0,0,197,183,246,125,68,53,3,0,677
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,4,0,0,0,0,33,0,0,0,0,0,0,0,0,10,18,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,12,25,4,0,0,0,0,41
LGA32750,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,5,0,0,0,0,30,0,0,0,0,0,0,0,0,24,15,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,13,5,0,0,0,0,40
LGA32770,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,115,140,68,31,14,0,0,372,0,0,0,0,0,0,0,0,115,144,72,31,14,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,28,17,4,0,0,154,0,0,0,0,0,0,0,0,50,49,28,17,4,0,0,154,167,189,102,47,23,0,0,531
LGA32810,38,45,30,11,19,0,0,139,27,33,18,7,18,0,0,114,46,56,19,13,20,0,0,156,281,305,176,104,118,9,0,991,3,5,0,0,0,0,0,6,391,444,245,135,166,8,0,1404,7,9,9,4,9,0,0,38,4,14,7,3,12,0,0,40,6,11,3,3,4,0,0,26,77,107,79,36,36,3,0,340,7,8,3,3,3,0,0,25,98,148,101,57,64,7,0,469,493,590,348,191,229,13,3,1872
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,41,40,14,0,6,0,0,100,0,0,0,0,0,0,0,3,41,51,13,0,6,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,18,51,56,17,0,6,0,0,127
LGA33200,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,7,5,5,0,0,0,0,0,8,80,60,26,12,13,0,0,193,0,0,0,0,0,0,0,0,84,67,30,16,14,0,0,208,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,14,7,8,6,0,0,47,0,0,0,0,0,0,0,3,15,13,12,8,7,0,0,54,97,83,39,23,28,0,0,263
LGA33220,220,254,162,100,157,13,4,909,184,220,167,89,151,14,4,837,236,286,166,106,129,7,6,929,2636,3054,1899,1187,1446,130,37,10394,33,24,16,16,15,0,0,94,3309,3841,2397,1501,1896,172,50,13166,19,34,36,25,40,4,4,160,88,101,71,52,73,9,3,400,48,94,65,44,59,10,6,323,990,1414,874,566,665,75,27,4600,42,50,35,16,26,0,0,169,1190,1695,1074,704,862,96,32,5657,4498,5534,3474,2196,2757,268,84,18822
LGA33360,469,534,284,183,219,33,8,1734,175,232,102,64,82,9,0,660,253,231,115,62,92,3,0,756,2592,2615,1528,950,1094,51,21,8851,11,26,16,11,3,0,0,69,3496,3633,2045,1276,1493,89,35,12071,29,59,28,18,31,4,4,166,51,63,29,20,40,0,0,192,26,53,20,16,14,0,0,133,528,645,357,259,282,20,3,2094,31,21,17,14,3,0,0,82,665,833,451,323,363,20,7,2667,4166,4471,2495,1598,1857,114,42,14743
LGA33430,5916,6283,3680,2498,3348,1352,606,23686,3191,2931,1548,956,1243,394,143,10398,3160,2992,1519,891,1118,407,163,10250,13349,13267,7340,4465,5886,1833,743,46886,128,111,71,50,50,12,4,430,25749,25577,14161,8854,11646,3998,1660,91653,603,1099,844,662,981,368,213,4776,726,1020,570,393,518,151,68,3445,473,746,494,349,469,146,67,2742,2573,3766,2382,1684,2183,574,282,13454,160,189,103,59,62,11,3,585,4541,6815,4387,3154,4214,1247,640,25000,30297,32393,18557,12004,15862,5247,2306,116657
LGA33610,28,24,11,9,8,0,0,87,4,12,6,6,4,0,0,34,27,11,10,4,8,0,0,61,487,549,287,134,148,8,6,1622,3,0,3,0,0,0,0,7,546,605,316,158,168,14,3,1806,0,0,0,3,0,0,0,3,4,4,0,0,4,0,0,14,5,4,3,0,3,0,0,12,82,130,69,47,49,3,0,377,0,3,0,0,3,0,0,9,89,138,71,56,56,4,0,420,630,742,390,211,224,15,9,2224
LGA33620,60,93,73,43,71,16,4,360,94,130,88,56,62,13,0,437,109,144,78,43,54,8,7,444,1538,1737,1124,702,801,73,25,5991,16,13,17,3,3,0,0,52,1815,2107,1379,846,990,100,34,7281,12,11,15,20,24,3,0,88,36,52,36,22,23,0,0,175,21,42,26,19,30,3,3,141,499,646,385,272,326,32,19,2178,25,23,18,13,10,0,0,81,585,784,476,337,415,37,22,2659,2405,2889,1855,1185,1404,141,56,9939
LGA33800,3,13,5,4,3,5,3,41,9,12,10,7,9,0,0,40,10,21,10,8,8,0,0,60,331,380,246,150,237,11,5,1363,0,3,3,0,0,0,0,9,363,425,277,169,265,17,10,1515,0,0,0,0,0,0,0,4,0,0,4,6,4,0,0,11,0,0,5,6,5,0,0,12,61,81,52,45,40,3,0,288,3,0,3,3,0,0,0,9,70,83,61,57,46,3,0,328,432,510,339,229,310,14,10,1845
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,53,24,15,13,0,0,159,0,0,0,0,0,0,0,0,57,53,24,15,13,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,6,10,0,0,0,83,0,0,0,0,0,0,0,0,41,28,6,10,0,0,0,83,93,83,34,22,13,0,0,244
LGA33960,2649,2733,1524,948,1121,410,164,9538,1043,885,444,276,374,105,37,3158,880,745,396,230,284,69,33,2642,7043,6452,3272,2020,2557,706,257,22314,64,70,38,30,21,3,0,227,11679,10881,5673,3501,4361,1292,492,37891,443,562,389,232,343,129,44,2134,330,416,239,134,161,27,19,1329,176,232,133,94,127,39,13,808,2127,2646,1489,920,1093,243,93,8600,105,112,58,41,36,6,3,371,3181,3973,2300,1428,1754,439,166,13246,14861,14849,7975,4927,6116,1731,663,51132
LGA33980,129,148,61,25,40,0,0,402,74,61,17,9,14,0,0,188,90,84,31,12,8,3,0,225,1316,1225,567,262,304,17,4,3695,0,3,3,5,3,0,0,14,1607,1522,681,319,371,20,5,4518,3,5,10,3,4,0,0,28,16,19,7,3,0,0,0,46,3,0,3,4,3,0,0,21,120,156,84,61,77,3,0,510,0,3,3,3,6,0,0,10,140,186,105,79,87,4,0,604,1752,1708,789,398,460,20,4,5129
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,23,8,8,0,0,132,0,0,0,0,0,0,0,0,49,49,23,8,8,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,18,8,6,0,0,109,0,0,0,0,0,0,0,0,30,44,18,8,6,0,0,109,76,97,40,16,10,0,0,241
LGA34530,57,94,57,52,66,7,3,342,73,85,54,30,48,9,4,303,106,113,59,34,46,9,3,372,1281,1448,845,568,686,119,33,4972,3,10,4,3,3,0,0,20,1523,1748,1022,689,848,141,45,6008,12,4,3,3,10,0,0,32,27,41,23,18,18,0,0,123,16,27,23,11,15,5,3,97,252,343,244,167,201,19,12,1228,13,18,8,3,0,0,0,40,313,429,295,199,244,23,17,1526,1837,2177,1315,889,1091,171,58,7537
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,50,34,7,0,0,0,137,0,0,0,0,0,0,0,0,46,57,34,7,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,12,24,4,3,0,0,56,0,0,0,0,0,0,0,0,20,12,19,4,3,0,0,60,65,66,53,6,4,0,0,201
LGA34580,128,121,89,61,67,10,0,478,98,98,67,43,45,7,0,351,95,108,66,27,42,11,0,349,1368,1495,872,564,711,103,33,5154,12,10,9,4,5,0,0,42,1700,1831,1100,702,872,137,38,6381,5,21,13,9,9,3,5,66,22,38,17,17,24,0,0,121,13,21,18,16,19,0,0,83,344,479,319,196,263,33,10,1634,16,17,8,12,4,0,0,52,403,574,372,244,312,35,13,1960,2103,2403,1475,945,1185,175,49,8336
LGA34590,5160,5108,2908,1831,2483,954,502,18940,1673,1620,859,545,666,187,65,5617,1551,1467,752,477,557,157,67,5030,8359,8244,4504,2778,3379,847,314,28417,122,116,66,36,40,3,3,382,16868,16551,9085,5672,7110,2150,943,58393,718,997,694,497,693,285,154,4040,548,646,342,225,291,57,29,2136,356,467,297,168,228,49,23,1585,2698,3311,1858,1179,1333,274,100,10752,175,184,89,68,61,14,10,600,4492,5596,3278,2139,2614,678,322,19113,21358,22156,12365,7808,9724,2828,1269,77502
LGA34710,9,7,6,3,5,0,0,26,4,9,8,4,0,0,0,23,13,4,3,3,0,0,0,17,142,151,87,43,46,6,0,479,0,0,0,0,0,0,0,3,164,172,96,55,57,6,0,555,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,4,29,37,22,15,12,0,0,123,0,4,0,4,0,0,0,5,34,48,25,21,14,3,0,140,198,221,120,70,72,6,0,691
LGA34770,553,564,377,249,322,70,33,2172,304,258,157,98,126,15,6,967,411,328,200,105,141,14,6,1208,4554,4798,2706,1699,2171,242,68,16242,33,21,18,11,10,0,0,101,5856,5968,3459,2166,2776,354,116,20696,43,49,39,34,52,13,3,225,86,86,50,34,50,3,0,308,58,79,63,45,42,4,0,287,1068,1377,834,523,625,55,13,4490,51,37,22,13,7,0,0,133,1295,1632,1002,650,772,76,17,5446,7151,7602,4464,2817,3547,427,128,26137
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,38,45,20,3,4,0,0,109,0,0,0,0,0,0,0,0,47,45,20,3,4,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,14,48,50,20,4,3,0,0,123
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,10,10,4,0,0,53,0,0,0,0,0,0,0,0,21,15,10,10,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,6,0,0,0,0,30,0,0,0,0,0,0,0,0,16,12,6,0,0,0,0,30,30,30,14,9,5,0,0,89
LGA34860,53,31,21,19,13,0,0,138,19,13,9,13,9,0,0,60,27,22,16,3,3,0,0,73,638,670,304,174,184,10,3,1986,0,4,0,3,0,0,0,16,737,744,354,212,213,10,3,2273,0,0,6,3,4,0,0,14,6,3,3,3,5,0,0,21,3,0,3,3,0,0,0,10,100,112,76,50,40,3,0,384,7,6,0,0,0,0,0,8,107,130,89,60,48,3,3,440,850,871,444,275,264,16,9,2720
LGA34880,50,79,40,32,30,6,7,246,54,55,27,17,17,0,0,173,73,51,40,27,36,0,0,230,575,730,448,291,361,30,10,2443,4,11,7,3,6,4,0,34,754,922,567,370,450,38,18,3129,10,11,7,3,8,0,0,41,15,23,14,4,5,3,0,73,6,19,13,5,13,0,0,47,160,240,157,115,97,4,7,777,4,10,5,5,3,0,0,34,194,306,199,133,127,5,6,974,953,1228,765,505,574,50,21,4101
LGA35010,3201,3965,2394,1526,2063,782,311,14252,2169,2224,1254,739,921,282,96,7694,1921,1939,1021,613,837,253,99,6686,14305,14785,8097,5018,6306,1950,698,51157,123,132,81,42,54,11,4,438,21720,23043,12844,7944,10179,3288,1215,80219,324,513,447,329,405,135,67,2212,522,685,473,279,341,74,41,2427,314,460,339,211,269,74,36,1706,3428,4721,2852,1803,2317,541,230,15890,148,157,88,61,58,5,3,524,4741,6544,4208,2680,3389,831,370,22762,26456,29585,17050,10619,13572,4119,1583,102984
