LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA11500,2671,5115,3579,32590,794,44739,20,79,38,822,25,972,4356,94,176,222,45,4891,747,95,79,165,7,1093,603,239,96,323,14,1268,8474,3966,2760,26038,768,42004,5067,129,400,52,43,5692,504,57,35,210,15,825,1586,406,261,2094,46,4397,880,220,130,450,34,1716,345,53,35,86,0,519,8281,122,69,47,69,8588,1863,945,586,8517,170,12077,1699,558,269,1644,65,4241,213,3,25,9,0,254,2260,523,230,390,46,3454,378,53,33,64,4,526,673,231,142,588,29,1662,1300,174,119,96,34,1724,799,260,171,149,3,1380,938,95,83,229,7,1346,395,52,34,82,9,571,2080,934,668,5967,136,9792,445,70,30,67,7,612,742,88,75,46,4,956,1518,87,78,105,24,1810,522,11,20,11,3,565,234,60,26,58,0,371,1276,46,59,17,19,1412,275,77,56,231,7,640,29748,1946,1287,1462,434,34877,1167,109,91,640,8077,10087,70098,10028,6971,59591,10314,157006
LGA11520,734,2391,1674,10510,131,15446,3,6,3,71,7,89,13928,246,334,316,86,14911,477,66,41,176,3,752,282,84,44,125,8,542,4424,1857,1300,9569,193,17340,834,37,99,34,4,1007,306,39,27,122,0,495,652,160,108,830,16,1765,1875,300,164,920,20,3277,216,40,25,48,3,328,2892,72,68,42,12,3087,1580,704,425,5205,73,7988,7658,1331,688,3225,125,13028,3695,15,27,15,13,3771,1065,253,126,428,11,1875,131,32,10,37,0,216,373,84,63,216,0,743,152,32,17,9,4,209,359,130,69,32,0,585,421,50,68,133,3,669,343,43,28,65,0,479,1114,466,351,2944,43,4915,258,28,30,50,3,363,232,54,36,20,3,341,625,48,52,89,9,822,380,24,16,13,3,440,399,33,17,24,0,477,760,17,49,23,6,863,163,36,38,167,3,402,7206,706,685,774,62,9436,253,26,27,139,4789,5240,48073,5722,3999,24744,5484,88015
LGA11570,8172,7336,4395,28312,975,49187,23,71,31,447,6,571,37510,323,570,445,436,39284,1211,132,79,272,17,1710,493,146,84,233,12,965,11867,4335,2697,22750,795,42442,4838,116,417,45,66,5482,722,69,42,221,18,1074,1691,356,208,1814,67,4136,15017,1812,977,4617,317,22740,550,89,43,98,14,791,8253,145,106,67,53,8623,2099,1173,758,9684,164,13873,8039,1589,719,3656,154,14167,4213,19,71,14,24,4338,37278,6559,2774,5179,566,52357,3299,409,167,499,35,4410,1054,231,142,473,22,1928,1393,133,128,48,35,1735,886,239,135,103,21,1386,1252,141,83,229,22,1729,624,50,43,86,8,807,1903,932,613,5697,124,9271,696,41,47,70,4,865,376,55,59,24,7,519,1736,99,93,153,18,2096,567,25,27,20,3,647,1492,164,64,140,20,1886,24302,150,350,157,239,25195,207,82,51,273,4,621,66993,3888,2360,2661,747,76645,3405,327,180,747,17916,22568,227699,20839,12162,63426,22186,346302
LGA11600,9,54,41,1117,19,1239,0,0,0,16,0,24,21,0,0,4,0,26,0,0,0,3,0,3,13,3,3,4,0,23,58,53,41,828,21,994,11,0,0,0,0,11,5,0,0,5,0,7,12,5,3,62,0,86,0,0,0,3,0,3,0,0,0,0,0,0,31,3,0,0,0,31,17,20,7,273,3,324,16,8,3,23,0,58,25,0,4,0,0,22,0,0,0,6,0,10,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,0,0,11,8,0,3,0,0,13,3,0,0,3,0,5,3,0,0,0,0,3,19,11,12,259,5,305,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,63,8,5,21,0,100,9,0,5,27,208,252,322,99,77,1979,248,2719
LGA11650,1684,13931,9672,109393,2463,137137,6,81,39,1275,32,1433,2920,203,256,743,42,4166,523,152,79,274,9,1039,2099,658,396,1289,43,4491,24285,12726,8978,94025,2368,142375,1778,106,456,89,38,2460,789,169,129,896,28,2011,2605,951,604,6834,165,11162,1029,331,136,846,15,2357,486,129,55,175,8,854,1861,135,94,149,6,2257,5234,3057,1916,31464,579,42252,2717,1141,406,3859,112,8240,695,11,38,17,3,762,410,168,63,263,6,911,83,24,7,33,0,151,1401,411,210,1210,46,3279,1103,330,221,226,22,1896,1483,803,521,438,27,3270,928,225,141,449,20,1764,697,94,96,206,6,1100,5767,3105,2118,22431,479,33906,258,36,15,83,5,397,1014,187,140,92,11,1441,1069,101,70,377,9,1628,211,44,29,33,4,318,169,40,21,29,0,263,336,13,45,18,3,410,952,276,191,1049,21,2495,10129,2613,1771,3444,200,18158,575,189,147,2249,16527,19680,60471,24662,16940,203827,21832,327736
LGA11700,0,20,26,553,11,609,0,4,0,412,41,453,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,3,20,24,13,356,14,430,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,36,0,46,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,90,0,104,3,8,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,8,8,3,98,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,26,4,8,18,4,60,7,3,0,31,278,320,82,51,33,1316,353,1833
LGA11720,153,1542,1057,22981,503,26224,0,8,4,289,7,310,118,7,13,79,8,222,27,8,3,23,0,60,162,65,61,164,0,457,1825,1383,951,19187,448,23795,172,15,64,16,8,274,42,9,9,106,7,173,297,130,98,1654,37,2212,34,29,0,91,3,151,37,5,6,25,0,80,115,10,6,12,3,154,343,267,138,4541,100,5387,117,74,15,436,16,661,15,0,0,0,0,19,21,4,8,31,0,65,3,9,0,11,4,31,51,18,13,70,12,161,112,31,20,31,3,202,146,77,64,63,5,343,148,42,21,150,7,365,26,8,5,35,0,72,615,450,312,4821,87,6287,9,0,0,9,0,15,66,17,6,29,0,113,49,10,0,73,3,132,5,0,0,0,0,9,6,0,0,0,0,13,15,0,4,0,0,20,74,43,22,308,9,451,746,192,117,454,27,1534,45,19,15,590,4390,5062,4441,2655,1773,41307,5387,55560
LGA11730,147,1318,940,19918,455,22776,0,16,7,532,5,557,142,18,11,93,4,264,12,3,0,8,0,32,321,91,55,151,3,613,2078,1209,940,16798,467,21499,136,3,49,3,9,198,69,15,12,117,5,215,305,113,69,1791,25,2300,35,22,5,59,3,123,28,7,6,6,0,50,115,9,7,37,0,167,384,274,166,5293,126,6247,112,82,13,416,7,633,5,0,7,3,0,14,9,3,0,17,0,21,3,3,0,0,0,8,52,14,4,62,0,138,54,23,8,15,6,110,94,61,56,50,7,263,69,32,10,27,5,145,27,5,4,22,0,61,508,358,252,4645,91,5861,6,3,0,3,0,11,45,8,13,13,0,78,38,3,7,34,5,82,19,0,0,5,0,27,9,0,0,0,0,11,25,0,0,0,0,26,83,27,16,139,3,272,681,195,156,469,24,1527,35,27,15,652,3458,4184,4523,2370,1678,37670,4421,50671
LGA11750,9,103,91,2133,63,2396,0,0,0,97,3,104,22,0,3,10,0,32,3,0,6,3,0,10,22,5,4,12,0,38,94,66,62,1167,39,1431,16,0,4,0,0,19,6,0,0,6,0,15,24,6,7,111,4,151,4,0,3,14,0,15,5,0,0,0,0,5,23,3,0,4,0,25,50,10,19,421,6,507,11,3,3,46,0,62,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,21,0,5,0,0,25,10,8,3,5,0,27,7,3,4,4,0,18,3,0,7,0,0,10,33,19,20,280,5,355,0,0,0,0,0,0,17,0,0,0,0,21,0,0,0,7,0,7,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,10,0,16,116,15,17,30,3,179,7,0,4,62,497,573,400,152,146,3350,595,4647
LGA11800,371,2417,1740,24334,479,29343,0,25,4,412,12,453,385,45,54,154,5,645,68,21,6,32,0,129,485,162,84,274,6,1013,4200,2275,1612,21679,524,30300,276,10,78,21,10,394,159,22,21,197,3,403,668,212,151,2042,44,3116,91,57,10,129,0,280,107,19,13,40,0,176,1134,61,94,51,10,1346,894,521,350,7565,121,9459,431,172,73,905,22,1593,47,0,0,10,0,61,38,12,5,53,0,111,20,3,0,11,0,30,103,39,34,111,6,285,156,52,26,47,0,280,245,140,90,56,5,540,194,31,25,102,4,357,89,17,7,37,3,158,985,600,409,5779,93,7859,17,0,3,4,0,31,145,32,17,12,0,201,151,13,28,87,3,276,31,8,0,4,0,43,23,10,0,4,0,38,53,3,6,3,3,64,154,50,28,249,3,484,3118,452,368,772,62,4765,195,38,30,592,4822,5674,12333,4392,3175,47121,5918,72944
LGA12000,13,82,57,1759,44,1952,0,0,0,14,0,13,3,0,0,7,0,11,0,0,0,0,0,0,17,3,5,21,3,43,97,85,54,1387,37,1660,0,0,0,0,0,0,3,0,0,12,0,20,12,15,11,153,5,195,4,0,0,8,0,16,0,0,0,0,0,0,13,0,0,4,0,14,19,15,9,572,15,625,7,0,4,31,0,46,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,8,3,0,8,0,18,3,0,0,3,0,12,0,0,0,3,0,3,30,27,14,418,7,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,18,44,14,3,38,0,96,0,4,0,47,407,462,218,158,104,3344,495,4315
LGA12150,7,35,38,1913,39,2039,0,0,0,51,3,53,3,0,0,15,0,19,0,0,0,0,0,0,3,3,4,7,0,21,31,33,31,1155,39,1291,3,0,0,0,0,3,0,0,0,11,0,11,11,3,0,96,0,114,7,0,0,0,0,12,0,0,0,0,0,0,17,0,0,0,0,17,10,13,5,333,11,375,7,4,0,20,0,34,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,3,4,4,0,0,10,5,0,0,0,0,7,0,0,0,0,0,3,14,3,12,253,3,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,14,0,11,16,9,0,16,0,43,0,3,4,62,568,630,133,70,64,2993,661,3918
LGA12350,27,256,199,5307,126,5918,0,3,0,142,0,148,43,0,5,20,0,68,17,3,3,4,3,29,62,11,8,22,3,111,361,244,185,4319,101,5213,24,0,0,0,0,25,13,3,0,32,0,47,83,37,19,296,9,446,21,7,0,24,0,62,15,0,0,7,0,21,23,0,0,0,0,27,65,57,32,1261,33,1449,35,19,11,70,4,144,3,0,3,0,0,4,3,3,0,7,0,16,0,0,0,0,0,0,27,5,10,32,0,71,17,0,4,10,0,29,17,5,23,17,0,59,23,3,3,15,0,35,12,0,0,0,0,9,92,68,52,957,15,1182,0,0,4,0,0,7,9,3,0,3,0,17,10,0,0,8,0,22,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,10,13,4,32,3,57,171,48,21,105,0,344,11,9,3,130,889,1041,989,475,355,9508,1124,12460
LGA12380,5615,3591,2199,13819,530,25760,6,24,13,161,7,217,26487,143,301,235,216,27386,1638,125,75,302,15,2152,281,68,40,115,3,503,7534,2090,1417,10799,413,22251,4860,86,211,27,58,5252,334,27,20,128,5,514,786,154,104,847,33,1916,1578,238,93,526,28,2469,225,39,8,33,3,302,17798,92,96,53,113,18147,1114,533,337,4225,82,6286,2937,560,267,1253,51,5064,5181,17,41,12,23,5273,19973,3978,1641,2743,324,28656,194,20,17,27,5,253,2230,295,172,663,40,3394,916,91,54,16,24,1107,464,103,68,61,16,711,691,71,42,122,12,927,630,32,25,85,14,792,926,426,261,2367,54,4032,452,42,11,45,3,551,192,23,16,14,5,248,1122,52,29,49,15,1265,2615,9,24,6,10,2665,6077,498,325,319,86,7304,4065,39,73,40,46,4261,98,36,24,127,9,293,52923,1615,1066,1043,549,57202,2501,166,103,359,10580,13717,157353,10516,6180,29031,12992,216079
LGA12700,12,216,145,3866,85,4324,0,0,0,25,0,24,9,0,3,12,0,24,3,0,0,4,0,8,32,13,11,23,0,85,259,221,153,3160,73,3872,9,3,0,3,0,16,7,3,0,8,0,21,47,22,9,362,9,452,3,0,0,3,0,4,3,0,0,6,0,13,0,0,0,0,0,3,53,28,29,864,28,1002,13,8,7,50,0,83,3,0,0,0,0,3,0,0,0,3,0,4,4,0,0,3,0,3,4,0,3,3,0,7,6,9,8,10,0,29,10,18,3,12,0,37,18,5,3,15,0,40,5,0,0,3,0,16,84,62,24,742,18,922,3,0,0,0,0,3,5,0,0,3,0,6,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,33,0,50,91,35,26,84,0,240,8,4,0,116,582,707,569,390,261,7012,744,8975
LGA12730,13,184,103,3716,90,4109,0,0,0,41,3,40,54,4,0,17,0,73,0,0,0,3,0,3,34,10,9,48,0,103,207,159,112,2753,72,3303,15,0,3,0,3,19,4,3,0,18,0,25,35,14,19,198,8,270,13,3,0,7,7,28,0,0,0,0,0,0,42,0,0,0,0,49,40,27,32,834,15,950,65,21,14,133,4,236,12,0,0,0,0,12,0,0,0,3,0,3,3,0,0,0,0,3,3,0,3,6,0,13,27,6,6,4,3,45,13,6,8,6,0,32,8,6,0,3,0,21,0,3,0,0,0,3,61,59,35,832,17,1004,0,0,0,0,0,0,28,3,0,3,0,31,3,0,0,0,0,7,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,13,8,4,7,0,35,115,22,6,47,4,197,7,3,0,100,777,884,709,315,219,6646,958,8851
LGA12750,134,1159,852,12425,358,14930,0,13,4,378,9,398,82,16,17,94,5,215,162,16,10,33,0,220,344,81,50,171,5,652,2626,1189,834,10969,288,15906,98,0,28,7,0,134,90,5,9,115,3,229,532,102,82,932,23,1673,101,24,0,61,0,191,85,15,5,18,0,122,85,4,9,4,0,106,472,285,173,3983,61,4978,259,92,35,322,10,721,13,0,0,4,0,13,24,12,0,11,0,50,14,3,3,7,0,29,102,29,9,42,4,193,50,17,17,30,3,107,112,34,44,45,6,231,144,16,12,55,7,225,58,10,3,26,0,96,675,298,238,2971,65,4242,36,4,0,7,5,46,52,17,6,9,0,83,58,5,9,34,5,112,18,3,0,5,0,25,9,8,0,0,0,18,45,3,0,0,0,52,121,40,16,131,3,312,874,173,97,361,24,1529,70,17,8,326,2520,2948,6143,2156,1537,24188,3202,37232
LGA12850,4423,2286,1533,9675,414,18326,3,29,11,183,10,237,25747,244,326,270,356,26945,2915,216,112,400,38,3677,236,41,25,64,4,363,6573,1317,920,7027,412,16255,2903,49,171,29,57,3217,381,19,25,54,9,493,1186,146,89,550,19,1992,1024,151,111,379,18,1686,315,33,17,23,4,387,1925,35,29,20,19,2025,628,346,196,2306,56,3530,7487,1232,527,2505,151,11914,156,4,3,4,0,170,4110,993,331,587,80,6107,1243,99,73,160,15,1595,1777,263,170,624,31,2879,717,85,42,19,15,879,355,56,52,25,14,504,926,98,33,116,21,1191,778,62,24,53,79,1004,755,285,205,1417,60,2722,3311,180,140,193,96,3918,61,8,9,7,3,90,2693,96,93,108,37,3030,169,15,5,3,0,199,1120,78,75,77,16,1373,37876,329,519,254,600,39581,60,15,13,70,7,169,59894,1616,1239,935,666,64348,2473,94,78,230,8113,10992,155710,6968,4758,20358,11026,198817
LGA12870,34,271,202,4755,102,5369,0,0,0,22,0,22,23,0,0,13,0,44,8,4,0,0,0,13,70,22,12,28,0,136,428,275,166,3967,120,4951,47,6,4,3,0,61,3,4,0,34,0,47,69,24,17,459,10,577,6,3,3,16,0,32,18,6,0,5,0,28,16,3,3,0,0,22,87,68,33,1400,28,1623,65,16,11,127,4,223,18,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,10,0,22,9,3,7,0,0,20,33,3,8,8,0,56,27,7,0,19,4,49,3,0,0,9,0,11,119,65,33,1180,31,1433,3,0,0,0,0,4,3,0,0,3,0,8,10,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,3,8,0,0,0,0,8,13,13,0,32,0,51,141,28,13,73,7,266,16,9,5,181,894,1105,1077,497,326,9241,1141,12277
LGA12900,18,164,132,4339,118,4766,0,3,0,62,0,65,23,0,0,16,0,49,5,5,0,3,0,12,20,12,6,35,3,75,159,134,103,3388,84,3871,27,3,6,4,0,38,5,0,0,34,0,40,17,14,14,289,9,338,7,11,0,14,0,28,3,0,0,3,0,5,32,3,0,3,0,35,40,36,17,1089,23,1203,31,15,0,62,0,112,0,0,0,0,0,0,3,0,0,5,0,6,7,0,0,0,0,4,9,0,4,0,0,9,3,9,0,7,0,18,12,3,5,5,0,22,9,3,0,12,0,31,3,3,0,4,0,8,48,41,27,651,13,771,0,0,0,0,0,0,9,0,0,0,0,10,3,0,0,12,0,10,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,4,4,5,15,0,23,72,14,17,67,0,178,3,0,3,140,746,897,473,274,202,7691,952,9587
LGA12930,1633,3097,2274,15385,303,22692,6,22,14,147,3,192,39343,321,578,372,255,40869,1432,153,96,384,30,2091,275,84,49,127,3,541,5452,2371,1664,14084,371,23943,2568,53,224,30,35,2910,296,58,37,184,8,578,780,208,140,1052,35,2214,6207,964,538,3055,87,10854,264,42,13,54,3,385,3257,55,69,27,28,3443,1237,685,493,6188,103,8705,3049,706,354,1806,62,5975,660,5,31,13,5,712,3359,621,297,662,46,4993,3045,303,223,610,25,4203,535,127,69,235,13,979,863,91,41,24,23,1036,501,150,99,54,7,818,426,53,43,82,3,598,503,28,23,42,0,598,1135,575,435,3850,68,6058,512,49,32,48,6,651,250,41,28,12,0,334,869,58,41,66,14,1055,228,16,8,13,0,264,240,37,20,25,0,325,1263,29,75,21,13,1397,143,72,22,163,3,407,18820,1140,959,1165,183,22271,674,61,71,253,5693,6744,91197,7658,5566,35299,7121,146841
LGA12950,4,75,51,2010,50,2181,0,0,0,76,7,85,6,0,0,5,0,17,0,0,0,0,0,0,14,0,0,6,0,25,65,73,37,1376,52,1606,6,3,9,0,3,22,0,0,3,10,0,19,16,8,3,143,6,170,4,0,0,0,0,9,3,0,0,0,0,3,14,0,0,0,0,18,11,11,8,404,7,445,7,0,0,18,0,22,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,6,11,5,3,0,0,23,3,0,5,0,0,6,3,0,3,3,0,8,0,0,0,0,0,3,19,20,10,306,5,360,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,18,3,7,38,4,78,3,0,0,65,278,358,202,135,84,3413,398,4236
LGA13010,18,166,138,3455,73,3848,0,0,6,53,0,60,23,0,0,19,0,42,0,0,0,0,0,0,53,9,9,12,0,82,281,167,137,2895,86,3562,21,0,8,0,0,32,6,3,0,12,4,29,43,29,6,391,3,471,7,3,0,3,0,13,5,0,0,0,0,11,30,3,0,0,0,29,51,39,32,880,20,1026,9,18,0,58,0,89,6,0,0,0,0,6,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,6,0,6,6,3,0,3,0,17,24,6,4,3,0,34,4,3,0,3,0,11,6,0,3,3,0,11,72,56,40,849,10,1029,0,0,0,0,0,0,6,0,0,0,0,7,0,3,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,30,0,62,121,26,16,52,5,228,6,0,3,112,952,1071,669,318,235,6506,1107,8836
LGA13310,95,761,601,10969,244,12672,0,3,0,96,4,111,153,5,8,68,3,231,35,9,3,20,3,64,144,34,25,81,6,296,1158,707,520,9503,257,12146,155,7,31,11,0,196,47,10,4,76,0,138,193,79,48,671,14,1005,88,31,13,95,0,226,38,13,8,21,0,74,143,3,3,12,0,162,255,187,113,3245,67,3873,161,59,23,222,8,464,64,0,0,3,0,72,45,12,4,12,0,69,22,4,0,4,0,30,55,15,9,59,0,144,51,12,10,5,0,89,60,30,23,23,0,133,65,16,6,40,0,126,25,3,6,12,3,52,295,195,121,2182,33,2838,9,0,0,3,0,19,20,12,17,3,0,54,45,4,4,19,3,70,19,0,4,3,0,23,8,0,0,0,0,12,7,0,0,3,0,7,48,18,18,102,0,183,763,133,89,212,13,1214,47,7,13,272,2380,2719,3567,1401,1001,20741,2900,29609
LGA13340,33,239,166,4203,82,4722,0,0,0,34,3,33,13,11,0,6,0,33,6,5,0,3,0,13,68,18,16,55,0,158,308,213,164,3157,63,3908,29,0,8,4,0,40,15,0,4,23,3,42,87,37,35,1016,17,1194,3,0,0,11,0,10,10,0,0,3,0,14,11,0,0,3,0,15,60,57,45,1078,16,1258,24,13,3,75,0,116,3,0,0,0,0,3,3,6,0,12,0,19,0,0,0,0,0,4,9,0,0,13,0,21,10,5,0,9,0,21,19,16,16,7,0,57,13,7,3,11,0,29,4,0,0,4,0,14,65,44,34,921,15,1071,3,0,0,3,0,6,4,0,0,0,0,10,8,3,0,9,0,16,5,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,9,13,0,0,24,0,39,131,35,29,94,3,287,11,9,6,131,596,747,778,423,335,8057,763,10351
LGA13450,268,568,302,6444,160,7734,4,0,3,150,8,162,288,3,8,41,6,351,7,0,0,7,0,7,62,24,20,51,0,158,677,444,287,5481,132,7019,218,0,22,0,4,247,29,0,4,28,0,70,113,50,29,597,14,803,12,6,5,24,0,47,3,3,0,4,0,5,942,15,3,13,3,971,101,84,71,1830,23,2116,2610,679,233,2808,92,6421,23,0,0,0,0,22,26,8,3,21,0,49,8,0,4,0,0,16,16,3,8,9,0,37,67,4,3,0,3,82,76,28,17,16,6,138,18,6,11,13,0,43,7,0,3,4,0,17,132,112,92,1370,29,1732,0,0,0,5,0,10,56,6,0,4,0,67,95,12,16,35,0,158,14,0,0,0,0,19,99,3,3,3,0,115,3,0,0,0,0,8,9,5,4,47,3,74,2027,155,63,112,69,2431,120,17,15,195,2166,2503,7256,1450,774,13548,2619,25641
