LGA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA44550,221,211,428,1122,980,2096,165,181,338,429,458,888,1711,1616,3322,543,530,1072,194,178,370,407,394,800,1146,1096,2241,41,74,110,23,81,106,101,79,176,88,183,274,0,3,3,252,420,671,213,376,592,81,141,222,37,50,85,114,245,363,0,3,6,454,810,1264,18,32,56,37,90,127,4,0,4,60,126,181,973,1038,2006,4811,5308,10120
LGA44620,175,145,316,956,932,1893,250,212,467,125,122,251,1339,1267,2602,555,587,1144,145,148,296,79,77,152,771,815,1587,23,40,71,34,73,104,66,82,143,57,141,195,0,4,4,183,340,519,59,114,172,20,70,84,5,18,30,50,124,178,0,0,0,137,333,469,20,24,48,35,75,111,3,0,3,62,98,161,839,909,1751,3500,3906,7405
LGA44830,13,13,29,94,92,186,10,8,15,4,0,3,104,101,208,74,69,141,6,4,9,3,4,6,85,74,158,0,4,4,0,8,8,11,8,12,6,8,16,0,0,0,17,26,43,5,5,9,0,5,5,0,3,3,4,8,13,0,0,0,8,26,31,0,5,4,0,5,5,0,0,3,0,5,11,111,103,216,335,353,689
LGA45040,118,115,229,501,479,981,241,226,465,162,133,295,905,839,1746,383,431,812,44,32,76,133,101,228,562,562,1124,31,31,63,13,36,50,37,52,94,44,106,149,0,0,0,131,224,355,62,104,164,22,33,55,9,18,20,29,75,100,4,0,3,121,231,347,19,24,46,29,47,73,0,0,0,44,72,118,1134,796,1930,3013,2834,5846
LGA45090,70,61,131,386,309,698,4,17,21,70,60,128,460,383,845,185,172,356,21,22,44,26,19,40,230,205,440,6,0,10,0,9,6,14,8,22,20,35,57,0,0,0,37,60,97,4,11,14,5,7,13,5,9,10,13,27,40,0,0,0,24,52,79,5,3,6,13,26,41,0,0,0,16,28,51,260,252,511,1099,1048,2146
LGA45120,28,17,46,126,119,245,62,69,124,6,6,10,196,189,384,109,95,205,7,5,10,3,8,12,122,110,231,0,6,6,0,11,8,4,4,12,15,13,25,0,0,0,20,32,58,3,4,12,0,11,6,0,5,3,8,11,22,0,0,0,11,30,40,4,0,7,3,9,7,0,0,0,6,9,20,177,147,322,553,540,1090
LGA45290,206,209,422,845,833,1678,236,215,450,209,175,383,1289,1221,2517,362,312,675,203,275,477,465,237,703,1027,825,1850,60,38,100,84,108,189,40,38,84,101,158,255,3,4,9,289,346,634,774,909,1686,402,423,823,68,70,134,228,314,545,9,0,10,1475,1720,3196,41,44,85,56,111,169,0,0,0,98,161,258,911,985,1891,5303,5461,10761
LGA45340,1046,1012,2060,5641,5142,10782,1031,998,2025,1296,1259,2561,7970,7398,15368,3182,3107,6293,685,636,1326,1099,1151,2250,4968,4901,9865,229,260,484,157,360,517,415,314,734,492,811,1303,12,9,20,1310,1754,3063,1167,1647,2812,432,664,1094,178,236,417,479,945,1432,8,15,20,2265,3509,5770,115,197,314,272,484,754,5,9,16,387,692,1079,4675,4970,9640,22613,24236,46848
LGA45400,4,3,8,42,31,73,0,0,0,0,0,0,42,31,73,21,26,45,0,0,0,0,0,0,21,26,45,0,0,0,0,0,0,4,0,4,6,4,9,0,0,0,7,4,16,4,3,4,0,0,0,0,0,0,0,4,4,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,37,45,85,115,119,227
LGA45540,5,6,12,24,33,52,34,18,52,0,0,0,56,54,107,43,33,77,0,0,0,4,0,4,43,33,81,3,0,3,3,4,6,3,5,7,5,10,13,0,0,0,13,17,25,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,4,11,0,0,0,0,5,5,0,0,0,0,5,5,82,73,157,206,196,398
LGA45680,722,682,1405,3080,2917,6004,750,743,1489,821,762,1582,4648,4427,9071,1644,1511,3157,512,582,1094,551,505,1054,2710,2588,5303,211,242,455,175,356,533,201,211,404,307,555,868,9,9,21,902,1376,2280,489,661,1149,197,280,478,71,109,185,194,352,548,3,7,10,953,1413,2365,150,214,365,143,332,481,6,11,21,308,556,863,3615,3576,7190,13862,14619,28476
LGA45890,749,747,1493,2825,2688,5513,1467,1363,2826,524,547,1066,4816,4593,9408,1704,1495,3199,901,1003,1905,479,453,931,3082,2948,6030,320,283,601,328,500,824,208,163,373,445,732,1174,15,11,23,1312,1690,3001,1615,1744,3363,722,812,1531,154,167,324,499,778,1272,7,22,27,2987,3529,6517,200,259,460,247,389,632,14,9,20,451,653,1112,4278,3944,8227,17671,18103,35777
LGA46090,89,109,196,488,459,944,136,102,240,19,20,41,639,588,1218,219,236,455,91,98,185,0,6,7,314,341,649,8,9,17,11,14,21,34,28,57,34,46,80,0,0,0,90,92,178,7,23,29,5,23,22,6,9,14,18,43,59,0,0,0,36,95,135,5,3,9,8,26,37,0,4,4,16,30,46,1209,686,1900,2391,1936,4323
LGA46300,101,71,175,402,357,757,144,157,302,98,101,193,647,614,1259,269,223,488,87,122,210,49,74,121,401,423,824,3,21,25,16,18,30,27,23,47,25,69,96,4,3,8,76,130,200,6,30,32,4,30,35,7,12,21,24,71,98,0,0,0,39,146,183,11,12,17,18,31,48,0,0,0,25,39,67,589,590,1176,1872,2008,3881
LGA46450,107,91,202,487,483,974,219,214,431,55,56,114,762,753,1516,288,275,567,189,199,393,45,57,105,525,532,1060,20,31,48,6,43,51,47,37,88,45,64,115,0,0,3,119,175,297,20,50,64,7,25,30,3,14,17,19,60,80,0,0,0,50,141,197,15,19,33,7,28,35,0,0,0,19,49,67,613,637,1252,2203,2384,4585
LGA46510,149,140,291,497,424,922,300,253,552,120,134,255,920,810,1731,145,119,272,238,223,457,162,137,294,543,476,1024,45,23,70,38,51,86,39,27,62,65,107,174,0,0,0,189,210,396,468,460,930,165,151,323,48,66,114,130,170,297,4,0,4,819,843,1665,21,24,43,41,45,88,0,0,0,65,69,131,513,498,1014,3197,3045,6239
LGA46670,58,46,106,306,299,603,102,84,183,14,12,26,424,395,813,251,261,513,3,0,4,7,3,10,253,270,522,9,11,15,6,20,25,19,12,31,30,39,65,0,0,0,59,80,143,13,22,35,0,14,15,0,0,3,9,22,28,0,0,0,27,63,86,3,5,12,15,23,37,0,0,0,19,29,44,418,422,834,1257,1296,2554
LGA46860,11,3,11,46,47,91,3,5,3,0,0,0,53,50,102,31,20,53,0,0,0,3,3,4,36,21,60,0,0,0,0,0,0,3,3,6,4,3,8,0,0,0,7,12,15,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,8,11,0,0,0,3,3,4,0,0,0,3,7,8,64,62,127,169,157,327
LGA46970,32,27,63,175,146,328,49,63,110,0,3,4,229,214,441,93,84,177,9,8,11,4,0,3,101,95,191,0,7,4,0,8,8,12,10,24,26,33,66,0,0,3,49,54,104,0,7,7,0,3,6,0,3,3,29,47,71,0,0,0,29,59,82,0,3,3,0,14,14,0,0,0,0,16,16,248,118,365,680,581,1261
LGA47140,902,911,1809,4446,4095,8540,1160,1148,2312,945,977,1930,6553,6220,12776,2423,2144,4565,857,886,1739,809,801,1605,4083,3823,7907,283,303,587,360,514,878,251,266,513,444,799,1245,12,13,28,1356,1897,3254,1418,1625,3043,603,644,1241,144,214,356,366,600,964,4,17,23,2537,3102,5633,269,333,599,258,504,759,15,8,18,531,848,1378,3950,4033,7987,19916,20829,40745
LGA47290,10,13,20,76,89,165,0,0,0,7,3,9,80,93,172,40,35,75,0,0,0,4,6,8,44,44,90,0,0,0,0,0,4,3,3,5,0,3,5,0,0,0,5,6,17,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,6,6,9,0,3,4,3,4,3,0,0,0,6,4,7,96,94,186,246,255,498
LGA47490,17,15,33,98,108,207,0,0,0,0,0,0,98,109,205,45,41,89,3,0,3,0,5,5,48,46,97,0,0,0,0,3,3,4,3,10,4,13,11,0,0,0,5,18,21,0,0,0,3,5,10,0,3,3,7,8,12,0,0,0,4,12,24,0,0,0,3,0,0,0,0,0,3,0,3,90,88,182,275,286,562
LGA47630,38,41,76,336,315,656,0,0,0,8,9,13,343,326,668,176,177,355,0,0,0,6,9,12,184,187,368,0,3,3,4,3,7,17,12,27,15,35,50,0,3,3,37,57,89,14,13,28,0,4,10,6,8,8,3,22,26,0,0,0,20,44,64,3,0,3,7,13,19,0,0,0,15,18,31,327,278,603,958,938,1894
LGA47700,575,541,1116,2968,2738,5707,788,694,1485,754,714,1466,4508,4147,8656,1649,1533,3182,601,600,1196,685,725,1408,2939,2856,5793,165,174,344,101,188,289,239,172,416,318,484,804,3,10,13,836,1031,1864,1017,1212,2227,315,431,746,132,176,310,324,625,946,7,5,7,1787,2449,4239,84,114,193,158,281,442,9,6,12,247,399,646,1931,2114,4040,12817,13536,26354
LGA47800,30,40,71,218,198,413,0,3,6,20,18,39,244,213,459,119,116,237,4,6,10,30,29,58,157,147,309,0,0,0,0,4,4,8,8,14,9,17,27,0,0,0,10,36,48,3,12,13,0,13,13,0,0,0,0,15,15,0,0,0,8,40,42,8,6,9,9,17,24,0,0,0,17,27,38,218,225,440,678,721,1404
LGA47910,13,16,26,90,97,188,0,7,8,11,8,19,103,115,212,48,47,91,7,4,11,4,12,16,59,60,121,0,0,0,3,3,5,3,3,7,0,11,9,0,0,0,9,15,29,0,9,6,0,5,3,0,3,3,8,4,11,0,0,0,4,21,24,0,0,0,4,0,3,0,0,0,4,3,5,80,97,179,275,332,605
LGA47980,243,244,491,913,885,1803,259,268,531,410,394,806,1587,1553,3139,328,321,648,200,201,402,489,545,1037,1016,1074,2086,53,60,111,64,91,151,37,19,58,100,167,267,0,0,0,250,337,586,793,986,1782,382,401,780,76,90,161,259,364,625,5,7,7,1513,1846,3355,33,42,72,69,103,176,0,0,3,104,149,255,914,990,1906,5631,6192,11824
LGA48050,58,77,139,308,287,600,7,0,10,174,168,337,489,459,949,200,198,399,8,10,14,102,113,223,313,322,633,10,10,14,9,25,35,13,20,32,29,54,88,7,0,7,65,106,174,26,33,62,20,29,45,5,6,6,21,61,79,0,0,0,74,123,196,14,4,18,10,26,35,0,0,0,22,29,56,458,516,978,1481,1635,3115
LGA48130,43,42,88,253,220,471,8,14,22,63,68,136,325,298,627,161,139,305,7,3,10,41,65,105,215,207,421,13,4,20,0,3,6,7,11,23,24,39,62,0,0,0,43,60,104,7,13,19,3,14,17,0,0,5,6,25,27,0,0,0,14,51,70,3,7,7,9,19,28,0,0,0,14,29,35,249,250,498,904,936,1838
LGA48260,51,39,90,147,136,280,32,51,85,93,118,210,267,309,572,46,43,88,40,54,97,134,183,314,220,275,498,7,13,17,7,8,19,3,4,4,15,21,29,0,0,3,32,47,80,200,189,392,53,50,104,20,13,34,46,50,99,0,0,0,314,306,626,8,12,20,17,28,42,0,0,0,25,36,63,212,224,435,1134,1234,2371
LGA48340,68,80,144,400,373,775,142,130,274,20,5,23,568,510,1075,238,193,429,81,88,173,26,13,43,342,297,644,20,11,28,3,17,21,47,32,75,20,52,67,3,0,4,91,113,196,9,21,30,5,24,35,9,3,12,15,34,47,0,0,0,36,88,123,4,4,16,13,21,31,0,0,3,16,30,49,462,469,927,1580,1582,3157
LGA48410,333,322,647,1262,1101,2363,565,657,1222,258,254,509,2082,2012,4089,587,635,1217,397,425,823,302,304,607,1289,1360,2648,134,122,250,169,208,373,104,81,184,214,248,461,0,6,4,618,665,1275,1200,1387,2586,559,666,1225,112,119,232,284,428,711,3,5,13,2155,2610,4766,89,102,192,124,183,311,0,8,7,213,292,508,1541,1729,3272,8228,8991,17215
LGA48540,144,148,286,762,731,1496,225,215,434,75,78,148,1065,1016,2079,445,399,851,187,186,376,8,11,20,645,596,1239,28,50,75,27,74,99,50,71,116,51,144,198,3,0,4,159,335,498,26,63,91,29,75,111,4,24,26,44,97,137,3,3,3,105,258,368,12,21,27,20,69,84,3,0,6,36,89,120,897,924,1819,3045,3375,6422
LGA48640,10,8,22,70,90,156,0,0,0,3,0,3,72,90,157,20,22,41,0,0,0,0,0,0,20,21,41,0,0,0,0,0,0,0,3,3,4,3,9,0,0,0,4,3,11,0,3,3,0,0,0,0,0,3,3,3,8,0,0,0,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,47,51,104,157,187,342
LGA48750,13,25,36,159,151,309,3,3,4,26,29,61,189,183,370,77,62,140,5,4,8,22,40,67,113,106,219,0,3,6,0,3,3,9,7,11,14,23,30,0,0,3,19,38,64,3,13,16,3,13,15,3,3,3,4,25,27,0,0,0,9,50,58,3,7,6,10,10,15,0,0,0,8,11,22,207,196,398,561,612,1177
LGA48830,51,45,94,292,273,568,45,30,72,80,82,158,414,377,793,210,190,400,6,3,7,43,39,80,256,227,485,3,5,4,3,13,14,13,7,21,8,32,36,0,0,0,28,52,77,10,15,24,5,14,15,0,4,3,3,30,34,0,0,0,16,61,78,6,4,8,5,26,32,0,0,0,12,33,49,390,365,755,1169,1170,2340
LGA49399,24,19,41,104,87,193,0,0,0,3,7,11,105,92,202,43,44,86,0,0,3,4,4,11,47,48,95,3,0,3,0,0,6,3,3,8,15,15,29,0,3,3,21,25,41,3,6,7,4,3,4,0,0,0,6,12,23,0,0,0,12,25,37,3,0,3,3,3,4,0,0,0,7,3,7,377,236,614,597,440,1040
LGA49499,5,8,8,28,30,55,0,3,5,0,5,8,29,43,76,34,38,70,0,0,0,4,6,15,39,47,86,4,5,12,7,10,20,0,4,3,3,7,10,0,0,0,21,24,43,22,12,35,16,19,33,0,3,3,7,9,12,0,0,0,40,38,81,11,10,21,7,3,13,0,0,0,18,11,29,403,220,625,552,393,946
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,205,185,390,998,924,1926,144,157,293,369,359,727,1510,1438,2944,838,784,1626,131,130,257,366,377,745,1337,1290,2629,91,69,155,33,69,100,120,91,204,126,207,332,5,7,10,365,438,805,53,70,121,26,69,99,8,26,40,56,175,233,0,0,0,147,334,489,23,38,60,43,62,104,0,3,3,65,99,166,1695,1261,2953,5326,5052,10373
LGA50210,633,612,1244,2681,2461,5136,396,423,822,677,687,1364,3751,3569,7323,1573,1541,3113,273,271,545,571,618,1190,2421,2427,4854,188,220,406,122,220,340,209,145,352,216,364,583,9,6,12,743,952,1694,494,677,1174,201,333,537,76,128,205,285,470,754,6,13,17,1068,1621,2686,107,131,235,135,282,416,7,9,15,245,425,665,2788,2703,5488,11644,12311,23947
LGA50250,82,49,135,339,360,697,0,0,0,13,9,29,349,376,729,177,108,284,0,0,0,13,3,17,189,109,301,3,0,4,9,9,17,21,17,36,90,54,146,0,0,4,125,81,212,3,8,12,16,8,24,0,3,4,79,57,139,0,0,0,103,73,182,3,3,6,25,22,49,0,0,0,31,24,55,1786,450,2238,2674,1175,3848
LGA50280,95,108,201,516,428,947,81,63,140,104,112,218,696,603,1301,398,369,767,28,22,48,32,44,73,451,436,891,8,15,27,13,14,30,25,19,41,45,89,133,0,0,0,95,138,234,24,18,43,22,38,60,3,11,9,28,81,110,0,0,0,71,146,219,0,6,8,19,34,51,0,0,0,18,48,63,668,621,1291,2103,2105,4212
LGA50350,88,73,161,406,347,758,146,133,284,65,79,145,627,564,1186,218,187,403,113,127,240,104,87,192,432,404,834,32,25,55,17,31,49,33,23,55,49,65,117,0,0,0,131,145,280,130,141,275,52,64,124,19,33,58,70,125,195,0,3,0,280,369,653,14,13,30,26,33,61,0,0,0,44,47,93,468,479,947,2068,2083,4157
LGA50420,355,338,695,1405,1216,2618,650,665,1315,262,243,499,2317,2115,4441,795,785,1577,538,513,1053,257,273,531,1583,1571,3159,177,133,316,208,237,437,134,80,217,203,300,504,11,11,15,732,761,1492,792,828,1618,335,376,712,107,120,225,325,489,819,11,14,24,1565,1829,3390,112,110,219,165,227,393,8,5,13,274,340,618,2267,2278,4543,9097,9238,18331
LGA50490,192,179,370,711,639,1346,411,362,770,200,189,387,1319,1189,2504,463,426,893,259,269,530,116,114,229,841,816,1656,166,86,255,137,196,332,86,58,148,141,165,302,3,3,8,525,512,1041,483,451,936,240,267,510,47,82,133,175,238,406,0,4,6,949,1044,1996,117,86,202,111,160,272,3,7,8,224,255,480,2240,2022,4263,6295,6017,12310
LGA50560,11,3,17,50,56,106,3,3,3,5,0,5,60,61,121,24,31,50,4,8,15,3,0,5,29,43,74,0,0,3,0,0,0,3,0,5,3,4,11,0,0,0,8,8,15,0,3,3,0,3,3,0,0,0,3,6,7,0,0,0,4,12,19,3,0,3,0,3,3,0,0,3,4,4,9,111,114,226,227,239,469
LGA50630,14,12,20,92,93,182,0,0,0,0,3,5,92,97,191,39,43,82,0,0,0,3,0,5,40,46,87,0,0,0,0,0,4,3,3,7,4,3,8,0,0,0,8,5,21,3,4,3,0,3,3,0,4,5,9,6,10,0,0,0,7,12,28,0,3,3,3,13,15,0,0,0,3,15,18,89,66,154,260,252,511
LGA50770,9,11,22,42,43,88,28,39,66,0,0,3,72,89,161,35,28,65,3,7,14,5,0,5,48,38,83,0,0,0,0,0,0,0,3,4,0,9,9,0,0,0,0,14,12,0,3,3,0,3,3,0,0,0,0,4,5,0,0,0,0,7,12,0,0,0,0,0,4,0,0,0,0,0,5,75,71,150,215,228,446
LGA50840,31,17,43,123,121,241,53,84,140,6,6,7,178,207,384,111,100,213,25,40,66,7,5,13,139,149,291,0,8,8,0,3,3,12,9,18,8,21,27,0,0,0,24,37,59,4,8,8,3,9,16,0,0,3,0,23,26,0,0,0,9,40,48,3,3,5,3,8,15,0,0,0,7,13,18,209,210,418,599,666,1271
LGA50910,7,3,7,39,37,78,0,0,0,0,3,3,39,42,75,9,11,19,0,0,0,0,0,0,9,10,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,9,0,3,3,0,0,0,0,0,0,0,7,7,0,0,0,0,7,12,0,0,0,3,0,7,0,0,0,3,4,6,56,68,123,113,142,256
LGA50980,111,113,222,608,574,1181,192,189,385,15,10,27,815,776,1595,367,336,702,103,107,205,16,18,31,480,463,940,10,6,18,5,8,21,36,21,59,60,138,193,0,4,4,113,176,297,9,35,40,18,43,62,0,12,10,55,144,200,3,0,3,85,232,314,9,12,21,8,36,41,3,0,3,22,51,73,1192,1076,2269,2826,2879,5710
LGA51080,10,8,18,51,60,110,7,0,7,0,0,0,54,58,116,17,14,27,0,0,0,0,0,3,14,16,34,0,0,0,0,0,0,0,0,4,3,5,4,0,0,0,3,5,7,3,3,4,0,0,0,0,0,0,0,3,3,0,0,0,3,9,10,0,0,0,3,3,4,0,0,0,3,8,8,83,70,154,177,179,352
LGA51120,9,9,14,45,44,89,0,0,0,0,0,0,45,44,86,13,21,35,0,0,0,0,0,0,20,21,36,0,0,0,0,0,0,3,0,4,4,8,7,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,3,0,0,0,3,3,7,44,38,79,114,123,243
LGA51190,188,181,372,883,808,1695,208,227,435,118,113,235,1211,1151,2359,630,598,1226,198,177,373,111,111,215,934,886,1816,49,82,130,41,72,106,81,52,130,63,121,184,3,0,3,229,320,554,33,96,130,44,106,146,9,28,34,65,163,226,0,3,3,150,393,545,21,40,59,48,69,119,0,3,3,72,110,185,1625,1318,2946,4410,4363,8774
LGA51260,228,203,425,1055,960,2012,324,341,668,380,379,759,1759,1676,3437,665,601,1267,302,324,631,336,330,660,1301,1259,2556,35,67,104,22,71,97,115,65,178,70,180,255,3,3,10,254,384,636,32,89,122,26,92,116,5,22,28,61,189,247,0,0,0,129,393,520,30,40,71,43,80,122,3,0,3,74,119,199,1465,1477,2934,5197,5507,10703
LGA51310,216,183,399,993,925,1917,266,231,495,254,229,485,1511,1387,2899,312,296,610,286,305,592,508,405,907,1105,1009,2117,38,27,59,29,34,68,35,19,52,38,72,110,0,0,0,139,156,296,500,520,1021,110,150,261,71,56,124,158,213,370,0,5,6,837,947,1785,14,13,28,36,86,124,0,0,0,55,102,153,742,707,1443,4606,4489,9091
LGA51330,498,446,944,2776,2600,5375,568,504,1075,386,361,756,3741,3467,7209,2350,2227,4576,464,431,896,376,415,790,3189,3072,6266,396,275,667,343,384,721,229,101,326,264,395,658,9,10,12,1238,1156,2393,2494,2364,4863,1039,845,1882,217,206,421,390,496,888,20,16,30,4156,3935,8088,255,198,450,190,266,462,4,3,7,447,462,911,2485,2297,4780,15755,14841,30588
LGA51400,106,110,219,624,619,1240,122,121,243,200,191,390,945,932,1874,483,509,990,123,130,251,229,231,455,836,869,1699,38,38,73,15,31,44,73,38,109,36,93,123,0,0,0,154,192,346,27,90,121,15,57,71,14,18,33,33,120,156,0,0,0,89,284,373,9,16,27,28,58,83,0,0,0,45,74,118,566,530,1102,2747,2988,5734
LGA51470,4,0,9,24,20,48,0,0,0,0,0,3,31,18,46,17,6,25,0,0,0,0,0,0,17,9,28,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,26,48,74,68,140
LGA51540,37,28,70,83,73,161,87,84,172,54,51,102,225,212,435,77,65,138,55,48,99,3,4,9,132,115,243,3,0,7,0,8,9,4,13,19,7,25,32,0,0,0,19,40,59,0,4,7,5,12,9,0,4,4,5,16,25,0,0,0,10,32,45,4,3,8,3,7,12,0,0,0,11,11,18,506,441,944,941,875,1822
LGA51610,11,5,18,42,54,96,23,22,40,12,13,30,77,92,160,22,11,30,11,16,32,3,12,17,37,39,79,0,0,0,0,0,3,3,0,6,0,12,17,0,0,0,10,13,24,0,5,5,0,4,4,0,0,0,0,6,7,0,0,0,0,14,16,3,0,3,3,3,5,0,0,0,7,3,9,104,101,209,240,273,511
LGA51680,33,33,71,165,157,326,39,39,73,27,40,69,232,235,468,119,101,220,85,50,140,40,46,91,245,202,445,9,10,19,0,6,12,18,9,26,5,14,19,0,0,0,31,46,78,17,34,50,0,11,11,7,4,9,10,23,32,0,0,0,31,76,102,4,5,11,0,18,18,0,0,0,4,20,28,280,257,538,858,870,1724
LGA51750,51,47,95,201,168,375,40,54,96,110,109,218,354,333,688,78,67,144,50,71,122,468,246,713,596,381,980,15,6,22,10,12,16,11,4,19,17,26,43,0,0,0,45,53,101,244,220,458,73,73,139,26,31,56,52,87,144,0,4,4,390,411,799,3,6,11,19,23,38,0,0,3,20,30,50,389,413,804,1849,1670,3518
LGA51820,677,697,1374,3485,3169,6656,978,984,1958,313,340,658,4770,4493,9268,1692,1650,3344,1143,1226,2368,444,483,920,3274,3363,6635,295,206,501,152,218,369,274,161,431,282,427,708,8,5,12,1011,1011,2020,944,1334,2275,346,528,875,147,207,360,406,731,1143,3,14,18,1858,2811,4666,124,116,246,189,324,514,4,7,10,316,453,769,3559,3502,7066,15470,16333,31802
LGA51890,58,57,110,308,258,567,66,79,145,14,13,21,391,342,734,223,224,444,34,28,59,21,22,36,270,269,541,13,8,18,6,3,8,28,14,47,13,42,59,0,0,0,63,72,138,3,10,16,4,17,19,3,3,4,3,21,23,0,0,0,15,50,65,0,3,4,7,18,27,0,0,0,9,17,26,442,467,913,1243,1285,2527
LGA51960,19,17,32,126,117,238,10,27,35,24,24,46,156,160,321,71,65,140,28,21,49,28,21,49,125,111,244,4,5,17,0,6,6,13,10,21,11,24,39,0,0,0,28,48,82,0,0,0,3,5,5,0,3,3,13,14,27,0,0,0,17,19,36,3,5,5,8,7,14,0,0,0,6,11,18,284,208,497,646,581,1233
LGA52030,3,0,9,37,37,75,0,0,0,0,0,0,41,37,78,16,9,28,3,0,3,3,0,3,21,9,27,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,3,0,4,50,37,92,111,104,216
LGA52100,11,3,14,50,52,98,0,0,0,0,0,0,50,52,98,21,12,35,0,0,0,4,0,10,32,12,37,3,0,3,0,0,0,0,0,3,0,4,9,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,10,10,0,0,0,0,5,5,0,0,0,0,5,5,69,55,124,165,142,306
LGA52170,56,45,101,196,188,387,16,16,31,86,109,197,297,316,615,60,35,91,28,35,63,220,213,434,314,278,588,5,3,10,5,11,19,4,8,15,7,19,27,0,0,0,33,37,65,141,123,261,34,48,76,9,19,25,46,72,120,0,0,0,229,259,487,9,9,13,6,17,26,0,0,0,17,21,40,269,257,522,1202,1218,2423
