LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA11720,0,0,3,6,10,6,16,31,3,8,3,3,0,0,0,91,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,13,0,0,0,0,3,10,21,27,3,5,3,15,7,4,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,12,157,244,377,156,106,85,71,15,8,0,6,9,0,68,1319,0,4,6,5,9,7,21,11,3,0,4,0,5,0,10,89,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,15,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,13,3,44,41,63,56,29,31,23,0,4,0,8,3,4,53,359,20,355,414,622,433,350,366,352,76,70,25,57,39,19,280,3492
LGA11730,0,0,5,7,14,15,15,14,8,3,9,0,0,0,3,86,0,3,3,3,6,8,0,6,0,0,0,0,0,0,0,28,0,0,0,0,0,6,6,7,0,7,0,0,3,3,5,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,18,182,373,451,129,100,80,60,11,14,5,13,17,0,67,1513,0,3,10,24,11,8,12,15,6,4,4,3,3,5,0,116,0,0,0,0,0,0,0,9,4,3,0,0,0,0,10,31,0,0,3,0,0,6,7,10,0,4,0,0,0,0,0,29,0,38,49,104,58,43,36,30,3,4,11,3,14,3,23,426,28,398,605,810,457,376,324,288,58,75,52,65,57,30,198,3819
LGA11750,0,0,0,6,3,0,0,14,0,8,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,0,7,3,3,0,0,0,0,0,0,7,44,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,30,3,19,0,0,0,0,0,69,0,11,19,12,21,29,41,81,19,32,10,10,10,3,22,326
LGA11800,0,3,13,24,38,26,69,89,11,8,0,4,11,11,4,307,0,0,0,0,0,4,3,11,3,0,0,0,0,0,0,27,0,0,0,0,10,10,21,30,11,6,12,12,9,11,9,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,3,0,0,12,23,297,595,845,268,211,252,200,58,43,42,12,25,5,114,2989,0,7,5,37,39,28,38,34,10,9,9,6,6,0,8,229,0,0,0,3,4,5,3,8,0,3,0,9,5,0,0,48,0,0,0,3,9,5,16,4,3,0,3,0,3,0,0,48,4,61,125,194,103,119,211,325,67,145,143,137,170,115,82,2003,44,679,1105,1557,1010,901,1119,1365,242,346,366,365,382,249,399,10145
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,19,3,3,8,3,0,0,3,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,0,0,0,0,0,0,0,3,15,0,24,22,24,14,20,24,12,0,3,4,0,0,0,13,164
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,6,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,11,16,10,14,5,13,6,5,8,4,4,0,0,104
LGA12350,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,49,89,21,10,6,9,0,0,0,0,0,0,15,237,0,0,0,3,0,3,7,7,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,3,13,8,29,13,13,21,4,0,0,0,0,0,0,3,115,10,112,99,171,64,67,88,51,3,15,3,3,10,3,46,754
LGA12380,0,0,8,11,68,53,74,46,5,11,3,3,3,0,5,290,0,0,7,27,138,930,1316,883,178,715,274,127,107,57,101,4856,0,0,0,9,51,103,147,147,17,25,30,51,35,13,19,655,0,0,3,62,12,21,15,0,0,0,4,0,0,3,3,127,0,0,8,1092,587,712,657,225,43,33,27,32,27,15,106,3571,24,156,421,478,192,114,131,86,21,17,18,19,15,3,70,1766,0,0,7,7,16,37,52,41,14,18,6,14,26,18,3,276,0,0,7,47,2354,1325,374,235,35,55,71,74,50,17,103,4738,0,0,0,3,3,7,44,39,4,10,3,3,0,3,0,132,3,182,229,1351,1374,2527,5392,4757,907,1340,1941,1539,1464,1138,812,24970,64,1459,2919,7662,9199,16253,22809,20044,3514,5251,6264,5392,5010,3338,3697,112879
LGA12700,0,0,0,4,0,0,3,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,54,23,18,16,21,0,0,0,0,0,0,9,218,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,9,9,3,3,0,0,3,0,0,0,0,0,37,0,43,72,95,58,42,47,45,3,5,3,3,0,0,18,434
LGA12730,0,0,0,0,0,0,6,5,0,12,0,0,0,0,0,28,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,45,42,11,5,9,0,0,0,0,4,0,0,16,146,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,7,3,4,0,11,5,0,7,6,18,20,11,7,101,3,45,78,69,34,35,58,44,7,34,29,42,40,20,44,568
LGA12750,0,0,9,26,23,12,29,9,0,3,0,3,0,3,5,120,0,0,0,3,0,0,4,3,0,0,0,0,3,4,0,19,0,0,0,0,3,0,5,10,0,3,0,0,0,0,0,27,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,20,307,557,654,223,133,94,47,6,14,16,13,0,3,97,2176,0,3,8,23,14,18,24,7,4,0,0,3,0,0,3,114,0,0,0,0,17,4,3,0,0,0,0,0,0,0,3,39,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,15,3,69,120,190,50,46,55,36,3,12,3,7,5,4,25,625,41,665,1088,1265,534,391,339,208,28,63,38,52,25,17,208,4969
LGA12850,0,0,5,10,38,16,10,13,0,8,0,0,4,0,4,112,0,0,0,42,22,36,33,5,4,34,16,3,3,0,3,212,0,0,0,11,241,424,248,198,20,26,69,90,88,31,76,1509,0,0,50,400,98,127,47,9,3,3,6,7,5,0,33,787,0,0,3,221,120,104,95,32,6,3,15,12,10,6,19,652,12,112,364,426,138,72,42,40,12,7,16,20,7,12,69,1331,0,0,5,13,21,27,51,33,8,3,3,4,21,8,3,205,0,0,9,112,8666,10194,3997,2933,561,692,808,683,638,321,1194,30805,0,0,0,0,3,0,14,19,0,3,0,3,6,0,3,55,7,204,372,3322,5990,5929,4178,2070,347,500,568,814,933,608,919,26764,63,1685,3572,8488,19168,23942,17904,11327,2313,2768,4013,3170,2958,2019,3764,107149
LGA12870,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,113,91,33,16,21,3,5,0,3,0,0,0,21,364,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,13,8,0,3,7,4,0,5,0,0,7,0,3,70,7,116,158,153,79,55,75,60,14,19,11,21,25,13,43,845
LGA12900,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,28,12,13,11,3,0,0,0,0,0,0,8,114,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,9,11,0,0,0,0,0,0,3,32,0,32,42,56,39,40,52,42,6,21,13,8,9,5,17,386
LGA12930,0,4,7,29,106,88,100,29,21,4,0,13,8,8,8,414,0,0,8,10,15,53,45,22,10,13,9,6,12,8,13,209,0,0,3,8,32,72,189,138,23,30,29,45,38,21,34,661,0,0,101,888,149,264,139,55,14,6,15,16,5,16,30,1695,0,0,7,39,18,19,17,8,4,5,4,3,0,3,4,124,26,190,363,550,270,213,267,170,49,38,52,42,30,25,89,2380,0,0,6,32,39,47,59,54,12,30,20,22,6,8,5,341,0,0,3,24,456,232,121,115,29,19,51,25,25,9,28,1141,0,0,3,3,10,0,37,21,0,0,0,3,3,0,0,90,11,167,270,1056,773,1347,1612,2497,317,428,724,987,989,867,352,12395,89,1171,3063,5536,4751,11362,13346,10441,1839,2188,2626,3195,3120,2060,2112,66916
LGA12950,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,3,0,0,0,0,0,0,0,4,6,43,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,4,15,0,16,19,16,10,9,29,10,0,4,11,0,0,7,21,158
LGA13010,0,0,3,0,0,0,5,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,19,53,80,20,18,9,10,0,0,0,0,0,0,11,227,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,3,13,11,6,0,3,0,0,4,0,10,81,7,42,90,127,45,59,60,41,14,15,0,12,8,3,57,581
LGA13310,0,0,3,4,8,6,12,15,0,0,0,0,4,0,4,50,0,0,0,0,0,0,3,4,0,3,3,3,0,0,0,18,0,0,0,0,0,7,4,13,3,0,0,3,3,0,3,46,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,9,9,78,185,264,87,61,30,46,9,4,5,3,8,0,55,844,0,0,4,7,0,6,15,19,3,0,0,0,6,0,0,63,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,24,0,0,4,0,0,0,3,9,3,0,0,0,0,3,0,26,0,15,43,89,36,28,50,93,8,19,11,10,26,8,36,480,9,193,362,535,267,249,247,374,70,57,53,84,116,63,255,2945
LGA13340,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,60,34,14,17,13,5,0,0,0,0,0,6,218,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,10,3,4,8,0,0,0,0,0,0,0,7,49,0,66,97,103,86,58,52,42,21,24,8,6,5,12,22,614
LGA13450,0,0,0,0,3,3,25,30,9,9,4,7,0,0,5,88,0,0,0,0,3,0,4,18,0,3,0,4,4,0,0,30,0,0,0,0,0,3,10,9,0,0,4,0,3,0,0,36,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,43,16,0,0,0,3,0,0,3,88,0,25,36,57,19,11,24,22,5,13,0,6,17,5,15,275,0,0,3,0,3,6,7,0,0,0,0,3,0,0,3,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,20,3,0,0,5,0,0,0,43,0,6,26,42,54,90,168,66,40,39,68,64,81,41,81,859,49,468,393,285,171,358,783,759,160,205,224,223,254,143,340,4819
LGA13510,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,54,80,10,17,8,11,0,0,0,0,0,0,8,223,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,16,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,15,10,5,8,3,0,0,6,7,6,0,7,77,4,76,88,124,47,58,53,55,16,8,17,22,25,3,23,615
LGA13550,0,0,0,0,3,0,11,6,4,11,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,32,44,7,8,11,8,0,0,0,4,3,0,16,146,0,0,0,3,3,3,4,0,0,3,0,0,0,4,0,20,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,7,16,0,3,0,0,4,0,9,53,3,36,53,73,55,39,77,81,14,39,21,19,19,13,50,583
LGA13660,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,18,24,11,3,6,5,0,0,0,0,0,0,3,87,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,16,6,15,30,42,18,18,26,26,4,6,3,5,3,3,11,212
LGA13800,0,0,4,9,35,19,83,79,5,0,5,5,0,0,3,248,0,0,3,3,5,7,10,0,0,0,0,0,0,0,0,30,0,0,0,6,0,11,21,16,3,0,9,4,13,0,4,87,0,7,14,30,4,5,4,4,0,0,3,0,0,0,3,70,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,12,16,161,466,900,340,267,236,163,25,34,15,21,16,14,81,2754,0,0,8,35,11,17,26,18,3,4,3,4,9,6,6,142,0,0,0,3,9,11,10,11,3,3,0,4,4,3,4,60,0,0,0,0,3,9,10,0,0,0,0,0,0,0,0,24,0,61,92,229,105,106,107,40,10,17,11,11,25,6,20,853,37,625,1107,1836,956,979,979,572,102,137,88,91,114,50,257,7938
LGA13850,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,5,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,22,0,29,27,12,16,17,8,34,0,9,6,6,3,10,9,188
LGA13910,0,0,0,0,0,3,5,4,0,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,54,100,84,29,12,17,8,3,0,3,3,12,4,19,355,0,0,3,7,3,0,9,3,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,16,40,22,11,17,12,3,3,9,7,3,0,14,170,5,108,177,185,130,100,129,102,24,32,29,18,31,15,68,1145
LGA14000,0,3,22,45,201,222,697,433,64,65,66,70,50,44,34,2018,0,0,25,62,109,563,400,261,34,38,42,41,36,21,28,1659,0,0,0,11,22,59,117,99,16,11,19,30,14,12,14,415,0,0,0,8,0,6,4,0,0,0,0,0,0,0,0,23,0,0,6,9,17,37,11,0,3,3,4,0,0,0,0,93,42,356,804,1310,781,816,1263,775,144,115,126,93,84,62,195,6960,3,6,17,82,55,109,179,145,29,20,31,26,44,13,23,786,0,0,0,18,226,102,69,48,17,10,19,13,24,27,20,589,0,0,4,7,35,33,81,51,7,9,3,0,5,3,0,241,21,193,228,666,589,1244,1360,1218,157,207,195,225,178,166,190,6850,136,1120,2139,3849,4586,9737,12515,8585,1434,1547,1517,1586,1624,1011,1406,52795
LGA14100,0,0,3,8,29,21,38,20,0,8,0,0,0,0,29,145,0,0,0,9,3,4,3,0,0,0,0,3,5,0,0,32,0,0,0,4,0,4,3,6,0,0,0,0,0,0,0,23,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,3,3,4,4,0,0,0,0,0,0,0,27,4,39,67,112,76,75,120,72,13,7,5,12,11,7,33,650,0,0,7,8,11,16,31,26,0,0,4,4,3,3,7,119,0,0,0,3,47,6,0,0,0,0,0,6,0,0,4,64,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,18,9,39,31,78,65,73,70,64,8,13,0,14,11,10,94,579,29,188,328,489,472,611,619,346,55,74,43,70,66,40,256,3684
LGA14170,0,3,20,59,164,166,246,106,20,21,30,19,19,17,13,898,0,3,10,41,38,93,58,40,5,15,3,3,12,5,10,343,0,0,5,10,68,158,360,293,47,81,100,118,129,56,72,1484,0,0,34,189,29,33,6,13,0,0,0,3,0,0,11,331,0,0,3,117,44,58,76,54,4,15,13,11,14,12,27,443,20,200,628,1262,939,1265,1949,1306,326,277,337,256,275,142,257,9433,0,3,30,123,112,213,264,249,57,65,67,78,115,80,36,1498,0,0,0,31,1040,704,368,322,61,92,113,101,142,95,136,3204,0,0,5,3,26,15,40,9,7,3,0,3,3,0,0,113,11,175,419,1738,1258,1486,1423,2013,340,416,540,723,807,627,450,12435,80,1384,4391,7069,6804,9109,9853,8101,1709,2084,2385,2519,2794,1820,2300,62406
LGA14200,0,0,3,0,8,3,10,11,0,0,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,61,75,15,14,23,9,0,0,3,0,0,0,10,251,0,0,0,0,0,0,62,25,0,0,0,3,6,0,3,108,0,0,0,0,0,3,4,4,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,13,18,9,9,12,24,11,6,4,6,12,0,5,127,10,68,113,122,84,70,149,156,26,48,40,46,42,8,60,1044
LGA14300,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,18,27,7,3,4,5,4,0,0,0,0,0,12,99,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,3,12,9,0,0,3,13,15,17,33,120,3,22,27,49,29,23,36,29,6,13,11,18,23,38,153,469
LGA14350,0,0,0,3,9,3,3,4,0,0,0,3,0,3,5,37,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,6,3,8,0,0,3,3,0,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,94,196,251,61,34,34,11,10,4,0,4,0,0,44,753,0,0,0,18,4,6,14,3,0,0,0,0,3,0,3,49,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,39,62,26,27,23,15,6,3,3,10,14,9,22,271,19,202,325,450,228,193,162,105,39,30,33,39,39,31,152,2052
LGA14400,0,0,7,11,14,5,35,24,0,0,0,0,3,0,0,101,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,13,12,0,0,7,4,6,0,0,41,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,121,277,389,119,84,117,105,15,11,22,15,7,3,44,1334,0,0,4,18,13,14,9,12,0,0,0,7,7,3,3,91,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,34,42,77,32,28,25,17,3,4,8,4,4,3,15,290,9,272,493,639,324,234,352,276,45,53,44,46,36,18,113,2962
