LGA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA12380,6812,17497,4644,710,29668,5102,1324,36102,520,1086,347,49,2007,1181,119,3309,1295,3378,938,111,5725,1114,284,7119,1811,4459,1289,166,7729,2290,408,10426,1018,1703,496,98,3316,1440,457,5206,1364,2428,856,170,4817,1631,508,6956,1170,1676,597,154,3601,919,450,4965,26,42,20,3,85,47,9,145,3579,5856,1958,419,11820,4030,1425,17270,0,0,0,0,3,0,0,5,0,3,0,0,3,0,0,3,0,7,5,0,17,5,0,24,52,145,45,8,251,54,30,333,54,157,51,8,271,64,31,368,56,104,20,10,190,123,30,342,12319,28073,7968,1316,49677,11610,3216,64503
LGA12700,1034,981,325,22,2356,714,53,3133,6,0,0,0,4,18,0,23,0,0,0,0,0,0,0,0,6,0,0,0,4,18,0,23,3,3,5,3,8,23,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,8,23,0,39,0,3,0,0,3,6,0,13,8,4,0,0,10,8,0,16,3,4,0,0,11,0,0,11,0,0,0,0,3,5,0,6,16,11,0,0,24,19,0,43,6,4,3,0,15,3,0,22,1059,1002,334,23,2416,779,58,3257
LGA12730,953,776,333,29,2094,849,72,3012,6,4,5,0,18,37,0,57,0,0,0,0,5,0,0,5,8,5,3,0,24,36,0,57,33,3,22,3,57,166,12,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,22,3,57,166,12,232,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,4,3,0,0,5,24,3,35,12,9,9,0,25,12,0,39,1009,797,366,30,2197,1083,88,3376
LGA12750,4906,2625,1350,94,8976,3174,301,12447,200,36,59,7,303,435,11,752,133,31,51,3,220,217,12,445,336,71,110,10,522,649,22,1201,150,55,96,11,300,543,33,880,14,6,0,0,14,31,0,54,13,0,0,0,13,17,0,28,0,3,0,0,3,5,0,7,169,63,98,11,334,594,39,964,23,0,9,0,41,85,5,128,45,8,3,0,53,95,0,156,3,4,0,0,4,6,0,17,3,6,9,0,12,5,0,23,79,15,17,0,110,200,5,319,41,13,9,0,61,33,0,103,5522,2786,1592,108,10010,4654,369,15032
LGA12850,7341,20043,7253,785,35420,5006,782,41207,250,475,378,37,1140,505,29,1677,770,2419,1411,127,4720,858,141,5715,1013,2893,1789,171,5863,1360,163,7390,399,636,491,51,1576,1080,92,2747,528,746,589,97,1960,807,168,2940,393,647,384,70,1494,497,76,2063,14,32,18,3,65,36,8,109,1335,2059,1481,230,5100,2418,339,7856,9,3,3,3,16,58,3,79,0,0,0,0,3,0,0,3,0,8,6,0,23,10,3,34,52,134,60,8,259,67,16,346,66,149,67,13,299,138,22,460,44,78,43,6,175,79,10,271,9802,25221,10634,1205,46864,9002,1323,57190
LGA12870,1502,1075,419,32,3030,1156,83,4270,49,3,10,3,70,115,6,186,0,0,0,0,0,0,0,0,56,3,10,3,66,114,6,187,56,16,20,0,88,175,16,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,20,0,88,176,16,277,3,0,0,0,4,3,0,9,22,0,0,0,20,35,9,68,0,0,0,0,0,0,0,0,4,5,0,0,6,3,0,11,25,9,0,0,38,45,5,86,12,4,0,0,19,8,0,26,1647,1108,445,39,3238,1492,109,4843
LGA12900,998,879,374,35,2282,808,77,3171,16,3,12,0,31,82,0,113,6,0,0,0,6,0,0,6,22,3,12,0,33,82,0,115,9,4,10,0,19,111,4,135,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,19,110,4,139,3,0,0,0,3,16,0,16,4,0,0,0,4,3,0,4,3,0,4,0,7,3,0,13,7,3,3,3,16,8,0,26,17,8,5,3,34,22,0,61,0,3,0,0,10,10,0,15,1050,894,396,38,2379,1034,80,3496
LGA12930,6026,12721,2832,402,21980,3649,581,26208,470,570,258,32,1326,872,66,2266,721,1454,443,36,2655,644,118,3423,1195,2026,697,68,3986,1517,181,5690,448,462,232,32,1178,751,119,2044,1335,1553,678,117,3679,1310,345,5335,2482,2371,937,239,6028,1936,936,8905,13,19,11,0,40,20,0,61,4275,4402,1851,387,10925,4014,1406,16341,0,3,0,0,7,0,0,7,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,3,47,74,32,3,164,77,20,260,52,83,34,3,167,86,20,276,29,41,18,7,91,64,12,163,11581,19271,5434,869,37151,9325,2197,48676
LGA12950,488,365,189,25,1062,421,29,1519,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,4,0,10,36,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,36,0,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,8,7,0,16,504,367,189,22,1088,463,34,1587
LGA13010,1031,695,351,29,2108,980,92,3174,0,0,3,0,5,27,0,33,0,0,0,0,0,3,0,3,0,0,3,0,5,27,0,36,9,9,11,0,32,95,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,0,32,95,0,128,7,3,0,0,10,5,0,14,0,0,0,0,3,10,0,11,0,0,3,0,0,0,0,5,4,0,0,0,5,0,0,7,14,5,4,0,22,19,0,34,12,6,4,0,28,28,0,57,1073,711,367,32,2187,1147,93,3427
LGA13310,2855,2817,1208,101,6971,2355,226,9550,124,61,70,9,261,448,21,739,13,14,21,0,56,64,9,124,142,75,95,9,319,513,31,860,33,21,21,3,72,201,14,285,4,3,3,0,11,55,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,20,24,3,85,261,15,361,6,3,0,0,6,22,0,32,9,3,0,0,14,17,0,28,4,7,3,0,14,0,0,17,8,7,3,0,13,21,0,40,24,21,3,3,47,66,0,115,13,21,4,0,39,19,0,59,3064,2949,1335,110,7467,3208,273,10945
LGA13340,1161,1124,343,14,2638,859,58,3563,9,4,3,0,10,32,3,46,0,0,0,0,0,0,0,0,9,4,3,0,10,32,3,46,3,0,0,0,4,32,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,32,0,34,3,0,0,0,3,0,0,8,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,3,3,0,0,5,3,0,12,5,5,0,0,19,5,0,26,5,5,0,0,20,13,0,30,1184,1146,346,16,2685,948,68,3699
LGA13450,2000,2687,767,82,5536,1374,181,7096,75,48,41,0,161,213,16,398,0,6,3,0,7,0,0,12,77,52,43,3,176,214,23,406,161,154,77,14,396,360,48,810,3,0,0,0,3,9,4,20,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,165,154,79,14,410,377,56,834,3,0,3,0,9,27,3,37,4,0,3,0,3,9,0,14,3,7,0,0,8,8,0,12,3,3,3,0,10,4,3,27,15,12,4,0,34,46,4,88,10,19,4,0,37,22,3,64,2265,2922,898,99,6186,2027,266,8487
LGA13510,1393,1000,405,46,2844,1112,89,4043,23,3,4,0,26,95,4,125,3,3,0,0,3,17,0,20,24,3,4,0,33,111,4,150,13,0,5,0,20,73,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,20,73,0,89,4,0,0,0,7,4,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,15,23,0,39,13,4,3,0,19,24,3,52,3,5,4,0,13,11,0,26,1440,1021,424,44,2934,1333,98,4358
LGA13550,1190,1264,476,48,2983,986,95,4060,40,21,6,0,59,68,0,125,3,0,3,0,5,23,0,32,39,16,10,0,64,84,4,158,15,8,16,3,45,133,10,188,3,0,5,0,10,11,0,18,6,0,0,0,8,28,0,38,0,0,0,0,0,0,0,0,24,10,21,3,57,176,13,248,5,0,0,0,5,3,0,10,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,3,3,0,0,7,10,0,17,11,9,0,0,13,21,0,34,9,6,4,0,19,9,0,33,1275,1303,508,50,3141,1277,114,4527
LGA13660,659,464,180,19,1316,532,47,1892,3,3,0,0,5,19,0,19,0,0,0,0,0,0,0,0,3,3,0,0,5,19,0,19,0,0,0,0,3,23,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,26,11,0,4,0,11,12,0,22,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,8,0,3,0,0,3,0,0,4,15,3,4,0,21,14,0,38,6,0,0,0,8,3,0,7,680,469,179,17,1351,590,46,1987
LGA13800,4782,7828,2220,156,14981,2924,398,18306,288,225,266,16,790,813,43,1653,106,100,98,3,315,199,26,542,392,331,361,27,1108,1018,67,2191,55,31,47,4,138,242,16,403,12,7,9,0,26,42,13,75,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,8,70,37,52,4,173,287,27,491,4,5,0,0,8,42,3,56,6,0,0,0,10,36,0,43,3,9,0,0,11,5,0,17,11,10,4,0,16,19,0,37,23,19,6,0,51,98,7,154,38,42,17,0,98,65,11,172,5310,8256,2654,189,16405,4389,510,21307
LGA13850,313,264,112,9,688,294,14,995,3,0,0,0,6,17,3,24,0,0,0,0,0,0,0,0,3,0,3,0,8,17,3,27,12,3,13,0,19,28,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13,0,19,28,0,51,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,5,0,14,0,3,0,0,6,4,0,9,325,271,123,9,732,346,17,1097
LGA13910,1982,1723,740,66,4511,1684,150,6350,60,16,33,0,107,189,16,312,0,0,0,0,0,3,0,3,60,17,33,0,108,191,16,318,39,13,23,4,83,212,13,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,23,4,83,212,13,307,3,0,0,0,8,12,0,16,0,0,0,0,0,5,0,5,3,3,0,0,4,3,0,8,9,9,0,0,21,8,0,23,20,11,0,0,29,23,0,54,10,7,4,0,20,26,0,54,2106,1776,804,71,4759,2134,176,7075
LGA14000,8337,18348,3012,301,30005,3982,495,34488,254,191,74,11,530,513,19,1066,619,1197,429,25,2264,716,49,3033,870,1385,507,33,2800,1229,65,4099,302,187,105,9,598,763,33,1396,786,814,362,67,2024,1212,172,3400,836,1177,262,51,2329,838,123,3293,6,6,3,0,19,25,4,46,1925,2186,733,124,4965,2836,334,8129,3,7,0,0,10,8,0,18,7,7,3,3,23,22,3,47,0,0,0,0,0,0,0,0,14,22,10,0,43,18,4,63,28,30,12,3,74,48,10,132,35,33,17,3,88,65,7,159,11201,21990,4282,463,37931,8167,913,47010
LGA14100,654,1502,218,23,2397,367,51,2810,27,27,13,0,65,22,0,90,210,183,63,7,465,166,12,640,238,210,75,8,529,186,12,724,91,41,17,0,154,193,14,359,69,34,32,4,137,138,6,278,81,25,32,3,141,221,5,368,0,0,0,0,0,0,0,0,239,100,80,10,428,550,27,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,3,3,0,8,0,14,0,0,16,5,0,24,1144,1823,371,39,3374,1110,94,4573
LGA14170,3929,7110,1939,279,13254,2793,1209,17252,3245,4096,1054,189,8579,2729,1116,12424,2742,3495,867,134,7241,1905,1016,10159,5987,7589,1920,321,15823,4633,2134,22580,2221,1229,716,160,4325,3787,1033,9142,2963,1649,804,186,5605,4318,1119,11039,2102,948,372,99,3524,2659,611,6793,95,47,40,7,184,139,50,374,7384,3876,1926,454,13642,10896,2809,27340,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,261,152,91,27,520,296,206,1024,261,153,91,27,529,299,205,1030,114,74,24,4,215,329,49,590,17670,18807,5895,1075,43456,18946,6401,68796
LGA14200,1721,1463,721,56,3965,1311,151,5422,32,12,11,0,64,82,5,145,4,4,5,0,8,15,0,26,39,14,18,0,72,96,3,170,34,17,30,0,90,257,7,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,30,0,90,259,7,356,10,0,0,0,5,21,0,25,0,0,0,0,0,10,0,16,0,0,0,0,4,0,0,3,4,3,0,0,10,3,0,20,12,7,0,0,23,39,3,61,34,39,7,0,75,26,3,103,1838,1540,786,57,4223,1728,168,6113
LGA14300,539,538,229,20,1315,466,45,1822,6,3,3,0,8,26,0,36,0,0,0,0,3,0,0,4,5,3,5,0,14,22,7,43,0,3,0,0,7,29,0,33,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,34,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,0,0,5,7,0,9,548,542,235,19,1343,527,47,1922
LGA14350,3037,2183,1483,104,6804,2445,286,9539,68,13,36,0,115,243,17,372,4,11,4,0,16,41,0,56,71,22,41,3,130,284,15,430,46,28,52,3,131,236,18,381,13,0,3,0,20,17,0,34,0,0,0,0,0,10,0,13,0,0,0,0,0,3,0,5,61,27,57,3,150,265,18,429,19,0,4,0,23,53,0,72,3,0,3,0,3,3,0,12,0,3,0,0,4,5,0,10,4,4,3,3,13,12,4,26,30,6,12,3,46,68,4,119,37,30,11,0,78,54,4,136,3235,2267,1595,111,7205,3111,328,10651
LGA14400,2143,2314,497,34,4988,962,113,6065,81,31,39,3,149,80,4,237,236,98,78,5,411,215,24,652,313,129,115,4,562,293,31,885,89,27,37,5,151,214,8,379,31,10,3,0,38,39,0,81,65,0,3,0,70,116,3,192,0,0,0,0,0,0,0,0,178,39,37,9,263,373,13,655,11,4,0,0,16,8,0,27,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,5,10,0,0,18,5,3,25,15,10,3,0,34,15,3,54,11,5,0,0,22,17,24,65,2660,2499,661,50,5865,1665,186,7719
LGA14500,6637,16004,2188,221,25054,2926,290,28271,98,34,13,3,144,128,17,294,422,312,97,9,839,395,23,1257,516,348,113,10,987,522,38,1556,406,193,114,18,739,707,43,1486,411,309,160,34,913,621,54,1591,1596,1682,614,81,3977,1331,149,5464,0,0,0,0,0,0,0,3,2414,2186,895,133,5628,2656,255,8538,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,11,8,0,22,4,8,0,0,14,8,0,21,18,16,11,0,45,35,3,84,9590,18568,3202,367,31725,6152,593,38476
LGA14550,1094,700,395,34,2218,1027,108,3351,0,0,0,0,0,13,0,18,0,0,0,0,0,4,0,4,0,0,0,0,0,17,0,18,7,0,15,3,20,40,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,3,20,45,0,63,3,0,0,0,3,15,0,19,0,0,0,3,3,7,0,16,0,3,0,0,3,5,0,8,6,3,0,0,7,15,0,24,8,7,3,3,21,39,0,62,8,3,3,0,10,12,0,26,1114,708,412,34,2274,1142,109,3525
LGA14600,618,562,248,18,1441,561,35,2037,3,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,13,9,7,4,3,20,47,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,3,20,47,0,65,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,5,0,16,0,3,0,0,11,7,0,20,25,17,8,0,52,20,0,70,648,588,262,24,1522,644,34,2206
LGA14650,18437,22148,7976,578,49141,11826,1423,62390,1244,306,505,41,2089,2769,118,4977,502,253,359,19,1131,900,93,2129,1745,558,868,55,3226,3663,217,7106,355,100,231,20,703,1285,64,2053,74,14,16,3,98,154,5,260,153,30,26,3,210,198,20,427,10,3,6,0,27,20,0,45,585,148,279,25,1040,1652,88,2788,18,4,10,0,32,61,3,98,68,11,20,3,107,296,9,413,8,0,4,0,15,4,0,21,22,23,15,0,57,37,5,100,118,39,47,0,210,398,22,630,42,32,13,0,84,66,12,162,20939,22920,9179,665,53698,17610,1763,73075
LGA14700,1344,3085,441,69,4937,675,100,5717,46,93,13,0,150,49,10,205,122,169,42,3,341,191,19,542,166,258,57,3,487,234,26,749,219,172,77,13,477,423,59,961,724,555,207,37,1518,940,202,2660,1184,605,195,47,2020,1093,203,3320,15,12,3,0,24,10,4,43,2140,1338,476,93,4047,2470,469,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,6,3,19,0,3,0,0,10,6,3,19,12,14,3,3,31,29,3,59,3661,4706,982,170,9512,3407,608,13534
LGA14750,1023,1075,389,26,2520,785,72,3380,25,15,11,7,59,118,8,175,3,0,0,0,3,16,0,21,28,13,16,7,61,134,8,197,31,14,21,3,71,127,12,207,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,21,3,68,132,8,214,0,0,0,0,0,13,0,15,0,0,0,0,0,7,0,9,0,0,0,0,3,4,0,4,4,4,0,0,4,3,0,8,3,6,0,0,12,25,0,35,5,10,4,0,21,15,0,37,1096,1129,429,36,2690,1092,94,3868
LGA14850,3786,3798,1916,139,9639,3148,626,13407,173,54,141,5,374,662,42,1079,64,27,79,9,182,250,34,464,236,80,223,17,555,909,74,1541,82,41,86,13,219,397,55,665,11,0,14,0,29,58,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,92,46,100,13,248,453,56,754,14,3,10,0,30,123,0,156,9,3,8,0,20,34,3,54,0,3,6,0,15,20,0,40,61,44,12,3,118,25,0,143,82,62,41,3,182,206,5,399,15,23,11,3,51,37,0,91,4216,4003,2288,172,10672,4754,764,16195
LGA14870,1931,1783,854,64,4625,1985,153,6766,68,24,48,3,141,298,13,454,18,5,14,0,34,52,6,83,80,33,60,3,174,348,13,538,15,13,11,0,37,75,0,117,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,16,0,41,89,0,134,3,0,0,0,3,23,0,25,0,3,0,0,3,3,0,3,0,0,0,0,3,0,0,8,93,87,41,5,225,81,12,311,98,94,41,5,233,112,12,353,25,10,3,0,44,23,0,72,2154,1929,967,73,5114,2561,188,7862
LGA14900,7870,24308,6285,576,39040,4780,571,44395,214,289,196,16,719,450,30,1193,792,1905,1007,61,3767,1100,105,4964,1008,2189,1208,77,4481,1547,131,6159,189,230,196,31,649,828,47,1523,595,1074,607,64,2346,1340,153,3839,496,830,369,41,1735,504,104,2345,13,14,11,3,39,20,4,65,1293,2152,1185,140,4769,2699,311,7775,3,0,0,0,4,30,0,32,0,0,0,0,0,0,0,3,0,6,0,0,6,7,0,9,16,27,10,0,54,25,6,80,12,36,8,0,66,54,4,125,120,58,20,4,198,127,0,325,10311,28746,8699,798,48556,9208,1029,58786
LGA14920,841,696,331,37,1911,792,76,2772,5,0,0,0,6,4,3,13,0,0,0,0,0,0,0,0,5,0,3,0,7,4,3,16,8,3,13,0,22,61,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,22,61,3,88,3,0,0,0,3,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,10,0,20,9,3,0,0,15,15,0,24,4,3,0,0,5,5,0,7,869,707,341,39,1954,875,76,2916
LGA14950,357,309,104,10,778,285,19,1085,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,21,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,10,3,0,11,3,5,0,0,11,6,0,14,3,4,0,0,7,0,0,9,365,319,105,10,797,313,16,1129
LGA15050,6614,9224,3248,255,19338,3953,557,23848,437,166,274,24,896,946,63,1904,76,43,70,5,200,316,23,533,521,207,344,31,1094,1259,82,2435,60,20,58,9,150,402,21,569,0,0,0,0,0,0,0,0,6,0,0,0,12,22,3,32,0,0,0,0,0,0,0,3,64,20,64,9,156,424,18,607,0,3,7,0,14,31,0,41,0,0,0,0,0,3,0,3,3,3,3,0,6,3,0,11,19,8,9,0,30,13,3,54,19,18,17,0,56,53,3,108,81,18,19,5,118,256,3,381,7296,9483,3688,291,20758,5948,662,27374
LGA15240,10884,6927,3469,264,21543,7095,778,29413,819,139,270,22,1256,1586,86,2926,159,54,80,5,296,187,22,507,979,190,359,27,1555,1777,104,3437,221,79,183,19,504,1017,69,1590,77,18,44,3,141,229,19,392,130,25,52,4,204,191,18,410,0,0,0,0,0,3,0,7,420,122,280,27,849,1434,107,2392,45,10,10,0,65,102,3,165,124,15,23,0,166,221,12,405,11,0,3,0,11,20,0,36,28,21,17,0,65,56,13,132,202,45,57,3,311,395,28,738,79,43,26,0,151,98,6,254,12569,7324,4193,321,24408,10798,1021,36233
LGA15270,2403,2399,851,71,5726,2058,213,8005,39,24,40,8,107,199,22,319,0,0,3,0,6,9,0,17,39,29,43,8,113,208,21,337,32,16,21,0,72,139,3,211,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,21,0,72,144,3,219,3,0,5,0,6,42,3,48,4,3,4,0,13,31,0,36,4,5,0,0,9,3,0,9,11,3,0,3,17,9,0,27,18,10,7,3,43,78,4,129,18,15,3,0,40,32,3,78,2514,2471,919,78,5993,2531,248,8768
LGA15300,1011,1112,562,71,2755,909,97,3758,45,54,26,7,134,83,5,222,8,4,0,0,11,8,0,17,58,58,26,7,144,90,5,244,57,19,51,10,129,286,16,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,19,52,10,135,290,17,441,7,0,0,0,13,26,0,35,0,0,0,0,0,12,0,9,0,0,0,0,0,3,0,3,15,4,0,0,20,7,3,35,24,4,4,0,35,45,3,85,8,11,0,0,12,8,0,20,1148,1206,640,81,3077,1339,129,4545
LGA15350,928,2178,273,35,3406,462,34,3901,181,301,74,3,565,141,10,719,219,212,53,0,486,120,20,620,403,516,128,6,1052,257,28,1337,457,274,127,17,867,549,52,1468,772,363,187,26,1338,1138,137,2611,475,148,77,13,710,796,68,1579,12,8,8,0,27,11,0,43,1708,796,398,45,2949,2491,257,5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,11,8,0,31,12,0,45,20,11,8,0,36,17,0,53,3,13,0,0,19,11,0,33,3063,3510,802,87,7458,3242,323,11022
