LGA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
LGA36370,70,26,50,3,145,62,10,30,6,112,59,23,111,8,202,27,13,165,3,213,321,55,336,16,737,176,87,483,10,767,1078,187,494,44,1812,534,336,486,55,1414,663,541,396,28,1635,699,574,314,36,1625,453,653,238,27,1370,485,672,180,24,1357,879,1352,184,29,2440,500,984,73,14,1574,277,595,19,8,901,161,318,31,5,516,314,569,35,7,923,673,1211,324,16,2229,166,68,79,9,321,7593,8283,4032,368,20277
LGA36510,67,9,23,0,100,41,6,7,0,61,37,12,37,0,82,21,14,55,0,84,217,41,130,5,393,137,67,227,6,431,816,84,200,20,1114,423,195,179,22,818,508,320,192,14,1034,496,405,132,14,1043,271,361,81,3,718,316,335,61,7,721,466,673,66,4,1213,240,427,19,3,691,161,308,11,3,479,76,182,9,3,273,138,232,17,3,387,342,566,145,3,1057,105,58,29,3,202,4873,4296,1614,119,10901
LGA36580,35,8,17,0,63,28,8,11,0,51,24,12,26,0,59,9,3,53,3,73,186,24,79,6,302,102,29,134,0,269,547,106,140,8,805,266,155,151,13,575,302,235,121,10,660,258,230,78,4,573,134,230,55,3,425,141,222,31,3,402,289,380,23,9,695,134,220,11,0,365,71,103,3,3,183,34,59,10,4,97,52,85,12,0,147,186,346,102,3,632,57,42,24,3,132,2853,2500,1069,81,6508
LGA36630,48,7,12,0,71,38,12,9,0,58,33,13,44,0,98,22,8,62,0,91,292,38,127,5,463,137,66,212,8,424,931,145,184,20,1286,394,173,201,22,792,403,290,152,23,868,407,299,108,13,820,179,268,53,3,500,206,184,33,0,432,277,377,48,6,709,146,232,9,3,393,75,143,4,0,228,42,77,12,0,130,86,116,4,0,206,251,381,112,10,749,114,45,42,3,201,4080,2879,1436,118,8511
LGA36660,56,9,20,0,93,49,8,13,3,66,36,12,45,3,100,24,8,59,3,89,263,49,106,10,425,131,51,228,8,416,911,132,218,10,1269,427,204,175,27,832,515,360,168,24,1072,463,400,101,13,980,218,310,65,3,597,220,327,46,14,608,359,473,35,11,884,158,254,18,0,430,66,144,5,0,215,32,63,7,0,108,61,104,5,0,174,267,469,119,7,860,114,41,44,7,204,4375,3415,1486,139,9420
LGA36720,415,104,173,19,710,252,52,103,10,415,238,73,284,19,613,146,50,395,11,597,1453,175,752,39,2419,995,321,1347,44,2707,5138,587,1542,75,7341,3238,1162,1527,115,6043,3971,2106,1580,139,7800,3508,2728,1118,108,7463,2030,2600,771,74,5479,2130,2584,503,60,5280,3683,5040,648,76,9444,2143,3498,207,35,5877,1073,2195,84,16,3370,709,1373,90,9,2175,1369,2561,72,12,4012,2367,4170,1014,42,7597,583,292,230,22,1121,35444,31668,12447,915,80469
LGA36820,38,7,20,3,64,42,8,15,4,75,29,12,34,0,77,18,0,45,3,67,171,23,88,7,292,87,24,145,0,261,583,72,146,5,812,304,123,124,13,566,408,182,126,8,733,284,198,64,7,548,153,177,36,9,375,158,181,32,8,374,246,307,48,3,605,150,192,11,0,356,70,109,5,0,189,37,55,3,0,99,85,128,10,0,217,274,350,108,5,741,82,33,38,5,160,3216,2192,1092,97,6594
LGA36910,189,60,89,3,342,138,32,48,5,230,98,34,177,10,319,55,22,234,6,322,683,128,407,25,1241,415,182,785,16,1403,2573,378,828,44,3819,1459,653,802,75,2990,1679,1141,799,84,3712,1638,1434,595,83,3747,980,1412,417,42,2849,1101,1451,264,41,2855,2069,2730,288,64,5151,1210,1976,120,25,3329,679,1144,42,8,1870,349,722,50,4,1124,644,1327,36,5,2006,1205,2043,512,25,3779,319,132,108,18,579,17479,16993,6589,595,41659
LGA36950,0,0,5,0,4,0,0,3,0,3,0,0,8,0,12,0,0,5,0,12,3,3,5,0,11,3,0,16,0,18,7,8,10,0,29,5,7,17,4,32,5,13,12,0,34,9,19,17,3,42,0,15,10,0,31,3,22,4,0,35,28,44,5,3,82,20,37,0,0,57,10,21,3,0,34,11,15,0,0,23,8,25,3,0,43,15,52,26,4,100,15,25,16,7,60,152,325,175,32,678
LGA36960,3,0,3,0,7,0,3,10,0,13,0,6,32,0,34,0,4,33,0,41,21,28,38,7,94,7,34,61,5,105,13,36,47,0,98,11,67,39,7,120,12,57,27,0,98,9,44,17,7,75,4,42,3,0,51,3,15,5,0,29,12,32,12,8,56,5,15,0,0,16,0,5,0,0,5,3,0,0,0,3,0,7,0,0,3,3,58,19,3,78,7,5,12,0,31,124,450,356,32,967
LGA37010,190,64,129,24,405,107,31,77,15,236,104,43,233,18,402,67,17,340,9,437,616,115,519,38,1291,383,185,989,41,1594,1872,356,980,74,3278,1256,599,995,93,2949,1625,1048,1004,96,3765,1606,1386,717,96,3797,1123,1488,535,69,3209,1223,1523,387,45,3178,2479,3123,510,85,6192,1578,2556,189,50,4379,872,1602,64,14,2551,460,1010,68,8,1539,694,1647,51,3,2393,1792,2908,664,27,5397,286,196,160,11,651,18327,19900,8609,809,47645
LGA37300,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,0,6,5,0,5,0,13,3,0,0,0,8,6,3,8,0,17,10,9,5,0,30,8,21,11,4,41,16,34,8,0,58,44,81,14,0,143,44,86,5,0,137,46,59,3,0,116,26,43,3,0,74,55,87,3,0,149,21,75,5,0,100,0,7,3,0,14,307,518,79,3,907
LGA37310,64,16,19,0,96,35,9,8,3,59,22,13,35,0,74,15,8,60,0,92,170,30,99,6,312,96,51,161,3,312,471,87,169,6,739,264,130,156,17,562,309,283,125,16,733,290,294,88,10,690,181,277,41,7,511,227,247,39,4,518,382,547,44,4,979,217,352,15,5,592,119,180,9,0,305,63,120,10,0,191,148,216,9,3,380,264,516,111,6,894,76,41,36,0,160,3420,3429,1243,103,8188
LGA37340,50,10,13,3,85,33,8,3,0,44,28,18,34,3,86,12,0,55,3,73,145,21,85,7,265,82,30,166,3,279,431,71,135,4,646,257,121,152,5,533,344,207,130,4,685,373,236,87,11,708,213,217,45,9,480,249,265,24,14,554,389,438,52,5,881,208,313,18,6,539,123,193,6,4,330,63,108,10,0,182,124,191,7,0,327,315,534,96,3,952,98,31,18,4,157,3547,3016,1142,88,7798
LGA37400,9,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,9,3,3,0,17,0,0,5,0,3,11,3,4,0,20,8,6,3,0,14,11,3,0,0,15,22,10,3,0,35,4,5,0,0,15,11,12,0,0,21,14,12,0,0,33,6,5,0,0,15,0,3,0,0,4,5,3,0,0,5,4,3,0,0,8,12,23,9,0,42,8,0,3,0,7,139,94,33,3,280
LGA37550,0,0,0,0,0,0,0,3,0,3,0,0,20,0,20,0,0,11,0,11,8,7,13,3,28,0,6,10,0,18,3,4,11,8,27,0,6,5,0,23,0,10,4,0,12,0,3,9,0,20,0,0,6,0,7,0,0,0,0,4,0,3,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,19,0,5,4,0,8,21,57,110,17,206
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,3,4,4,3,0,12,3,0,3,3,15,0,0,3,0,5,0,4,4,0,8,0,7,0,3,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,8,29,27,10,72
LGA37600,0,0,0,0,0,0,4,0,3,8,0,0,20,0,21,0,0,20,0,20,4,5,31,8,54,0,12,48,0,59,8,23,22,6,55,7,37,31,8,80,3,37,19,0,64,3,28,8,3,42,0,23,11,0,31,4,6,6,0,22,7,16,3,0,24,0,4,0,0,7,0,8,0,0,10,0,0,0,0,3,0,3,0,0,3,4,22,23,0,50,0,0,4,0,3,47,223,254,34,558
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,100,17,20,32,174,19,7,9,9,38,16,8,5,8,36,15,4,12,3,29,61,6,27,6,97,36,14,25,6,94,106,23,24,9,159,96,29,42,14,190,155,41,34,18,245,147,41,28,20,230,105,26,22,4,159,133,35,21,6,197,301,118,43,11,469,201,61,15,9,289,132,52,13,5,198,122,49,12,3,191,357,176,15,5,553,172,120,41,3,331,17,5,5,6,33,2285,833,421,177,3718
LGA40120,38,5,17,0,60,26,7,10,0,47,21,5,23,3,55,15,3,23,0,42,132,19,50,7,202,100,35,86,9,220,454,54,104,11,631,337,86,107,12,540,489,208,132,11,833,427,304,104,9,838,263,262,85,4,619,298,332,61,3,692,522,754,105,10,1388,388,698,35,3,1123,211,491,17,3,714,146,346,23,0,513,302,873,11,0,1189,311,761,170,4,1246,50,31,12,0,95,4530,5268,1174,82,11057
LGA40220,27,5,11,0,48,26,3,8,0,43,34,7,32,0,71,19,4,33,0,53,192,14,70,0,277,124,26,121,5,280,753,64,126,10,954,472,128,110,12,718,498,226,91,5,816,357,260,83,3,705,186,236,37,0,459,200,192,32,6,428,300,369,30,3,704,119,210,11,0,338,76,117,6,0,197,39,70,0,0,112,62,95,7,0,163,271,371,112,4,765,78,21,18,0,128,3835,2420,938,56,7258
LGA40250,10,0,0,0,9,0,3,0,0,3,6,3,26,0,36,0,4,11,0,19,32,35,11,3,90,9,14,8,3,34,10,23,7,3,44,14,37,7,5,64,8,24,11,0,37,4,10,4,0,20,0,4,5,0,15,4,6,3,0,14,6,3,4,0,15,15,0,0,0,21,3,3,0,0,6,0,0,0,0,0,3,0,0,0,3,6,24,21,0,57,4,15,11,0,30,130,222,127,25,511
LGA40310,16,10,7,0,40,26,5,5,0,39,13,10,17,0,37,16,3,32,0,49,124,11,37,0,169,62,27,98,0,189,428,41,83,4,562,278,91,92,3,465,346,174,106,8,631,296,220,64,7,587,174,245,39,4,467,194,260,39,6,509,361,479,44,11,886,193,328,13,0,529,78,180,12,4,274,45,103,7,0,153,93,206,8,0,312,177,336,90,0,610,48,12,10,0,68,2978,2740,798,52,6567
LGA40430,0,0,0,0,6,3,0,3,0,6,0,0,5,0,10,3,0,3,0,10,33,0,6,3,43,19,3,14,0,31,91,5,9,0,106,37,17,10,0,63,39,19,5,0,65,45,22,4,0,71,16,5,0,0,29,19,17,3,0,43,20,27,0,0,43,10,24,0,0,28,18,15,0,0,32,3,7,0,0,12,15,15,0,0,23,15,32,10,0,55,12,5,3,0,18,395,211,74,4,681
LGA40520,10,6,7,0,20,17,3,4,5,27,15,4,22,0,37,3,0,25,0,35,73,12,52,3,142,27,20,65,0,112,241,37,73,0,346,124,49,61,6,242,133,91,55,3,289,113,110,21,0,245,63,93,19,3,183,80,78,19,0,178,116,162,30,3,304,61,97,4,0,161,29,36,0,0,66,11,22,0,0,36,30,38,0,0,66,71,124,43,3,247,41,15,19,0,72,1272,994,513,36,2811
LGA40700,69,37,56,4,171,30,18,24,6,72,26,22,40,14,97,12,13,37,3,67,106,39,63,12,223,60,44,87,10,198,331,57,87,9,483,264,134,103,12,515,419,177,143,20,760,374,195,96,16,676,225,235,107,8,577,259,249,75,8,595,535,549,109,9,1203,389,509,51,15,960,263,464,22,0,756,181,436,43,3,666,667,1668,50,4,2385,317,808,165,0,1288,53,32,12,0,104,4582,5674,1385,151,11787
LGA40910,94,32,45,5,173,50,9,12,6,82,30,22,45,8,112,26,19,65,3,111,252,55,93,15,415,120,92,176,12,400,804,153,223,19,1199,464,254,231,22,974,559,411,271,31,1270,439,453,171,25,1088,267,440,134,18,864,284,477,137,11,906,545,1016,143,30,1736,332,746,58,13,1148,204,552,22,10,796,116,302,9,9,435,142,544,15,3,700,288,700,205,5,1200,82,42,39,3,168,5091,6335,2100,243,13768
LGA41010,4,3,8,0,9,0,0,0,0,3,0,0,0,0,3,0,0,14,0,14,21,0,7,0,28,4,3,15,0,21,50,8,19,0,72,25,12,13,0,51,40,21,14,0,75,30,19,10,0,66,12,15,4,0,33,21,23,10,0,52,52,49,12,3,117,22,38,3,0,67,13,23,0,0,41,5,9,0,0,14,14,16,0,0,30,37,73,14,3,121,28,13,15,0,56,388,334,149,12,875
LGA41060,157,55,71,11,293,99,25,32,13,163,79,46,129,20,268,28,40,162,8,242,541,112,306,33,992,286,173,447,45,952,1635,297,536,70,2533,928,467,576,89,2060,1105,784,583,90,2566,960,905,450,72,2393,641,892,343,44,1920,645,875,244,22,1788,1331,1839,317,83,3570,920,1541,140,27,2628,534,975,44,6,1563,281,639,36,8,963,465,1171,54,5,1693,750,1414,460,22,2647,189,115,112,10,429,11576,12359,5047,677,29662
LGA41140,8,8,0,0,19,11,4,3,0,19,5,3,8,0,17,9,0,14,0,19,52,7,27,0,86,45,18,37,0,93,182,18,45,4,250,130,31,29,3,192,149,78,34,0,264,147,75,15,3,246,75,75,14,0,164,83,82,9,3,180,141,130,10,0,277,57,82,0,0,140,50,60,0,0,114,13,25,3,0,45,33,38,0,0,78,81,123,29,0,240,15,5,5,0,28,1284,866,295,13,2455
LGA41190,3,0,0,0,3,3,3,0,0,9,3,0,0,0,4,0,0,0,0,0,27,3,0,0,25,6,3,10,0,15,30,3,8,0,42,13,13,6,3,37,28,10,8,0,51,16,20,5,0,43,13,29,0,0,42,6,13,0,0,24,22,22,0,0,42,16,11,0,0,29,10,12,3,0,22,0,7,0,0,12,7,9,0,0,17,12,17,4,0,36,4,0,0,0,5,226,178,46,0,453
LGA41330,0,3,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,3,0,4,3,3,3,0,11,8,0,4,0,20,31,3,6,4,41,7,6,3,0,24,17,10,5,0,33,14,10,4,0,27,10,14,4,0,21,15,6,5,0,24,16,14,3,0,39,7,10,0,0,20,6,4,0,0,13,0,0,0,0,5,4,3,0,0,5,12,17,4,0,37,8,3,6,0,22,165,113,61,9,350
LGA41560,22,0,4,0,27,13,3,6,0,26,14,4,22,0,51,4,0,38,0,42,150,19,56,7,224,63,21,63,0,151,469,50,91,7,614,197,84,79,18,374,227,122,44,3,404,211,126,34,3,375,65,92,26,3,192,101,88,19,3,213,175,147,17,3,340,71,95,5,0,174,42,55,0,0,101,18,24,3,0,45,33,51,3,0,86,138,173,54,0,365,60,14,11,0,80,2083,1169,576,54,3876
LGA41750,3,0,0,0,3,6,0,0,0,6,3,3,0,0,7,0,0,0,0,0,6,3,0,0,14,4,0,3,0,7,33,12,3,0,46,15,8,7,0,29,10,7,3,0,30,8,17,0,0,29,8,6,0,0,14,10,4,0,0,17,10,9,0,0,26,6,3,0,0,9,4,10,0,0,9,3,0,0,0,3,8,4,0,0,12,12,20,3,0,27,0,0,0,0,6,154,111,19,3,287
LGA41830,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,3,7,0,8,0,19,9,0,7,0,16,35,0,8,0,44,24,5,6,0,36,19,9,6,0,32,24,10,3,0,36,4,3,0,0,13,11,5,0,0,22,17,21,3,0,41,10,6,0,0,17,6,11,0,0,19,3,3,0,0,7,4,13,0,0,15,31,39,9,0,88,10,4,4,0,16,235,139,59,0,433
LGA41960,3,0,0,0,4,3,0,3,0,8,0,3,0,0,6,0,0,0,0,0,10,0,3,0,16,8,0,3,0,12,38,3,6,0,43,16,3,6,0,26,21,14,3,0,38,23,12,3,0,44,3,8,0,0,12,12,6,0,0,16,16,20,0,0,37,9,13,0,0,23,4,6,0,0,11,3,3,0,0,5,4,7,0,0,12,13,19,0,0,27,3,3,0,0,7,195,114,24,0,333
LGA42030,16,8,4,0,31,21,3,10,0,32,16,3,34,0,58,5,3,49,0,63,118,15,83,6,221,80,27,168,12,289,438,45,170,9,657,233,75,165,17,489,286,177,138,5,613,227,192,94,5,524,144,214,64,5,426,162,247,49,3,464,299,362,58,11,729,148,290,23,0,462,71,175,7,0,256,28,100,5,0,133,34,134,4,0,180,139,304,118,0,562,46,16,23,0,87,2525,2389,1283,72,6270
LGA42110,7,3,3,0,15,6,0,4,0,10,4,0,3,0,11,3,0,10,0,14,38,9,6,0,54,19,12,20,0,52,107,22,10,0,141,50,23,13,0,87,61,31,10,0,101,59,59,9,0,130,26,35,3,0,61,25,26,3,0,59,41,40,0,0,85,21,21,3,0,44,10,12,0,0,19,4,7,0,0,15,8,15,0,0,30,41,62,19,3,121,12,3,3,0,17,549,388,124,13,1081
LGA42250,12,4,0,0,11,7,0,0,0,6,10,7,3,0,17,3,0,9,0,9,38,4,9,0,55,33,11,26,3,66,128,14,16,0,161,84,36,24,3,139,104,73,20,0,194,86,89,15,5,201,48,76,8,0,136,81,102,7,0,188,98,162,6,0,273,59,107,3,0,171,30,63,0,0,91,20,44,0,0,68,52,65,0,0,119,65,117,20,0,197,23,14,5,0,40,970,977,183,17,2143
LGA42600,29,12,15,0,59,27,0,3,4,38,22,8,28,4,65,13,4,37,0,50,116,11,66,8,196,63,19,87,8,183,375,53,98,14,539,340,51,130,24,545,456,123,140,34,753,364,140,137,22,661,235,159,87,7,489,270,214,74,13,577,520,463,100,23,1107,360,460,36,5,865,226,376,17,4,626,136,250,16,0,402,353,644,34,0,1031,306,473,132,3,910,42,13,11,3,72,4252,3485,1247,181,9173
LGA42750,7,0,3,0,13,8,3,0,0,16,12,5,5,0,19,4,0,10,0,13,40,6,9,0,53,23,9,26,0,59,104,13,20,0,135,69,22,10,0,108,69,50,12,0,138,85,37,6,0,132,27,40,8,0,74,39,42,0,0,83,56,50,3,0,106,14,32,0,0,47,13,13,0,0,29,11,7,0,0,17,10,12,0,0,21,44,56,15,0,112,10,3,3,0,22,631,408,133,3,1180
LGA43080,3,0,0,0,5,3,0,0,0,4,0,0,0,0,3,3,0,0,0,3,9,4,5,0,19,0,3,0,0,9,32,3,4,0,43,7,10,3,0,26,10,16,3,0,33,23,17,3,0,43,8,12,0,0,15,3,7,0,0,12,10,15,0,0,30,8,3,0,0,12,3,6,0,0,10,0,0,0,0,0,3,6,0,0,9,11,12,0,0,20,4,0,0,0,4,139,111,32,9,286
LGA43220,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,11,0,0,0,10,3,3,4,0,8,21,7,0,0,21,5,5,3,0,14,10,13,7,0,29,22,18,0,0,33,6,14,0,0,16,9,6,0,0,19,16,19,0,0,38,6,11,0,0,17,7,3,0,0,9,6,0,0,0,5,7,9,0,0,16,8,8,0,0,15,7,0,3,0,10,135,115,25,0,274
LGA43360,0,0,0,0,3,3,0,3,0,8,3,0,5,0,12,0,0,3,0,6,24,0,3,0,27,21,4,3,0,27,69,8,11,0,94,34,19,4,0,57,41,24,5,0,65,32,18,4,0,49,18,24,3,0,39,21,15,3,0,40,32,22,0,0,56,13,19,0,0,27,10,15,0,0,22,0,5,0,0,11,17,15,0,0,32,28,31,3,0,65,9,0,0,0,4,359,220,57,10,644
LGA43650,11,3,0,0,20,12,3,3,0,17,7,7,12,0,31,8,3,13,0,18,50,7,40,0,101,47,10,54,3,117,213,41,46,3,303,114,63,62,3,244,158,102,62,5,328,156,173,42,3,378,105,170,29,5,307,108,190,18,3,321,191,350,19,3,569,130,238,13,7,383,52,165,0,0,218,27,86,3,0,119,34,130,3,0,171,97,255,52,0,406,23,15,14,0,52,1551,2019,482,39,4088
LGA43710,7,5,0,0,13,6,0,0,0,9,3,0,0,0,3,7,0,12,0,17,35,4,11,0,52,18,12,15,3,50,80,15,10,0,105,57,27,20,0,107,72,45,14,0,141,71,65,7,0,137,42,39,14,0,97,63,49,4,0,117,85,97,3,0,180,34,53,4,0,90,19,47,0,0,67,9,17,0,0,29,18,36,0,0,50,52,81,17,0,155,17,10,0,0,34,697,610,141,9,1460
LGA43790,23,4,4,0,28,15,4,5,0,27,10,3,19,0,34,7,0,15,0,23,88,12,33,0,137,48,20,58,3,122,298,35,57,0,395,159,53,55,11,275,165,104,54,3,328,160,137,32,0,325,72,113,17,0,205,84,100,22,3,204,141,185,18,3,346,62,118,0,0,178,34,48,0,0,78,12,27,7,0,40,33,34,3,0,70,86,148,33,0,270,31,9,15,0,54,1521,1146,441,36,3151
LGA43920,8,4,0,3,16,7,0,3,0,11,4,3,9,0,19,6,4,11,0,17,43,9,22,0,77,30,24,39,0,83,129,24,34,0,186,81,55,31,5,172,98,96,21,0,218,103,112,30,3,247,60,101,20,5,182,66,94,8,0,170,117,172,18,8,307,56,110,8,0,173,39,67,0,0,107,5,28,4,0,37,17,42,3,0,63,53,169,32,0,257,9,7,5,0,30,924,1128,295,23,2378
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,5,7,0,0,16
LGA44060,127,50,61,12,250,78,24,42,10,151,63,23,104,14,205,32,24,109,6,173,346,86,192,32,650,245,119,366,25,755,1170,215,395,48,1822,823,392,431,64,1717,969,597,464,62,2090,876,764,358,64,2061,560,790,317,35,1711,538,813,231,29,1618,1190,1745,258,45,3240,722,1318,97,29,2172,386,867,33,12,1300,168,424,25,3,626,236,679,25,3,932,595,1063,332,18,2011,106,66,59,8,231,9230,10068,3903,520,23720
LGA44210,14,4,3,0,18,19,3,3,0,27,13,3,12,0,29,3,3,16,3,24,87,13,35,0,141,47,15,50,3,110,294,27,31,3,363,112,50,41,5,209,145,65,24,3,241,118,58,21,3,206,81,65,19,0,160,53,62,11,0,127,78,87,14,0,173,35,53,0,0,93,16,24,3,0,45,15,12,0,0,25,14,17,0,0,33,82,109,28,0,224,23,3,12,4,38,1249,684,325,21,2273
LGA44340,78,22,43,4,143,37,9,18,5,66,31,22,51,9,117,27,19,31,3,74,185,45,82,13,321,127,76,139,17,361,646,93,174,17,935,495,160,196,30,884,711,308,235,44,1301,694,370,222,27,1309,377,396,163,13,949,398,472,162,12,1051,765,1132,194,17,2098,549,1119,81,8,1748,346,868,39,3,1258,225,612,32,3,880,468,1629,37,5,2132,455,1016,253,3,1738,77,41,23,3,137,6695,8406,2169,244,17512
LGA44550,29,7,7,0,44,23,5,10,0,39,18,17,36,3,75,14,7,40,0,55,110,20,71,0,198,89,31,143,6,265,407,64,164,3,636,299,133,137,7,581,354,279,159,12,802,290,330,117,16,750,242,331,92,12,670,261,388,70,9,727,481,676,68,12,1233,283,516,21,3,824,135,299,15,3,448,77,180,15,0,274,145,352,11,3,507,255,554,170,3,980,53,26,21,0,98,3562,4224,1344,88,9212
LGA44620,14,3,13,0,31,19,4,4,0,29,16,3,35,3,62,12,4,79,0,98,125,31,123,6,287,73,32,185,8,298,445,65,172,12,695,235,116,179,11,542,283,217,134,15,647,291,252,91,12,640,190,289,44,9,530,204,260,41,6,508,302,433,38,6,789,156,280,18,3,457,66,131,4,0,204,20,73,5,0,100,58,109,0,0,174,192,297,88,0,580,56,22,34,0,116,2764,2630,1303,80,6780
LGA44830,8,0,0,0,10,7,0,4,0,11,3,0,3,0,10,0,0,3,0,3,23,3,0,0,28,30,5,5,0,38,79,15,9,0,99,47,8,11,0,64,55,27,9,0,88,39,14,3,0,63,12,21,3,0,42,22,23,4,0,49,38,29,0,0,68,27,27,0,0,53,10,10,0,0,23,12,6,0,0,17,13,9,0,0,24,43,50,12,0,105,11,3,0,0,13,473,261,65,5,806
LGA45040,23,12,9,0,46,18,0,15,0,32,9,10,26,0,44,13,0,54,0,68,132,25,80,8,251,66,44,143,3,264,491,79,130,10,709,234,132,117,14,500,264,215,125,10,614,238,228,67,6,539,160,183,48,4,398,158,165,29,3,358,235,289,25,5,555,95,145,9,3,251,41,75,6,0,124,22,31,3,0,58,21,54,8,0,77,141,250,73,0,476,51,21,34,0,102,2416,1956,1002,82,5452
