LGA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA50350,106,10,4,0,0,118,40,4,0,0,0,50,40,6,3,0,0,50,64,5,3,0,0,78,89,6,4,0,0,102,234,53,10,0,0,301,263,57,11,0,0,335,487,64,17,0,0,571,270,27,0,0,0,303,203,15,0,0,0,223,100,10,0,0,0,115,72,6,3,0,0,78,1972,277,65,0,8,2311
LGA50420,371,80,14,0,0,460,131,32,12,0,0,176,133,19,11,0,0,162,207,58,9,0,0,279,256,48,22,0,0,329,720,189,107,0,4,1024,832,287,131,3,0,1254,1444,409,115,0,5,1975,1037,181,38,0,3,1259,922,123,16,0,4,1074,453,55,9,0,3,520,231,35,5,0,0,276,6741,1515,490,3,26,8782
LGA50490,189,35,10,0,3,240,67,12,0,0,0,74,52,12,3,0,0,68,105,16,9,0,0,127,155,31,6,0,0,197,375,86,48,0,0,510,490,168,80,0,0,734,813,235,100,0,5,1159,491,124,39,0,3,651,364,81,28,0,0,470,167,35,11,0,0,207,109,25,5,0,0,136,3379,850,339,0,13,4584
LGA50560,20,0,0,0,0,20,14,0,0,0,0,14,11,0,0,0,0,11,12,0,0,0,0,12,19,0,0,0,0,19,42,0,0,0,0,44,22,0,0,0,0,24,21,0,0,0,0,21,5,0,0,0,0,5,8,0,0,0,0,8,5,0,0,0,0,5,11,0,0,0,0,11,190,0,0,0,0,193
LGA50630,7,0,0,0,0,7,6,0,0,0,0,6,4,0,0,0,0,4,13,0,0,0,0,13,13,0,0,0,0,17,28,0,0,0,0,25,40,0,0,0,0,45,63,0,0,0,0,63,23,0,0,0,0,23,13,0,0,0,0,13,5,0,0,0,0,5,7,0,0,0,0,7,223,0,0,0,0,228
LGA50770,14,0,0,0,0,14,6,0,0,0,0,6,6,0,0,0,0,9,14,0,0,0,0,13,16,0,0,0,0,16,32,0,0,0,0,32,23,0,0,0,0,23,24,0,0,0,0,24,15,0,0,0,0,15,8,0,0,0,0,8,10,0,0,0,0,10,7,0,0,0,0,11,179,0,0,4,0,183
LGA50840,46,0,0,0,3,50,27,0,0,0,0,27,20,0,0,0,0,22,39,0,0,0,0,39,36,0,0,0,0,36,94,0,0,0,0,94,120,0,0,0,0,126,107,0,0,0,0,107,48,0,0,0,0,48,33,0,0,0,0,34,25,0,0,0,0,25,27,0,0,0,0,27,622,0,0,0,0,627
LGA50910,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,4,0,0,0,0,4,21,0,0,0,0,23,6,0,0,0,0,6,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,64,0,0,0,0,69
LGA50980,45,0,0,0,0,45,8,0,0,0,0,12,10,0,0,0,0,15,17,0,3,0,0,22,19,0,3,3,0,26,83,5,0,3,0,91,95,5,3,0,0,105,172,9,15,4,0,204,203,3,10,4,0,216,248,8,0,3,3,265,144,0,0,4,3,148,68,0,0,0,0,68,1122,34,31,20,8,1219
LGA51080,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,7,6,0,0,0,0,6,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,74,0,0,0,0,79
LGA51120,10,0,0,0,0,11,8,0,0,0,0,8,6,0,0,0,0,6,5,0,0,0,0,5,12,0,0,0,0,12,10,0,0,0,0,10,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,59,0,0,0,0,63
LGA51190,188,18,6,0,3,211,84,11,0,0,0,94,74,10,0,0,0,88,153,13,3,6,0,171,206,22,3,0,0,228,604,89,6,0,0,700,757,67,8,0,3,833,805,44,9,0,0,855,275,18,3,0,0,298,185,18,4,0,0,209,101,7,0,0,0,110,110,12,6,0,0,131,3550,323,49,7,6,3936
LGA51260,247,3,0,0,0,255,70,4,0,0,0,81,72,8,0,0,0,84,138,6,0,0,3,152,181,7,0,0,0,188,557,18,0,0,0,574,707,22,0,4,0,730,1146,37,3,4,0,1189,524,10,0,3,4,532,382,3,0,3,3,390,175,5,0,3,0,182,185,6,0,0,0,192,4396,122,3,21,15,4558
LGA51310,208,18,11,0,0,234,52,6,0,0,0,60,36,5,0,0,0,43,60,8,6,0,0,73,73,9,13,0,0,99,190,33,36,0,0,255,136,32,24,0,0,193,326,51,38,0,0,417,228,40,7,0,0,265,464,53,14,0,0,535,938,54,11,0,0,1005,126,13,6,0,0,145,2840,320,162,3,4,3328
LGA51330,602,62,11,0,0,679,200,29,3,0,0,233,199,16,5,0,0,225,299,42,12,0,0,354,359,47,0,0,0,412,1009,148,34,0,0,1192,1220,259,35,4,6,1531,2207,355,72,0,0,2631,1287,121,21,0,3,1421,1124,80,5,0,0,1216,637,30,4,0,0,675,348,36,8,0,0,386,9491,1235,206,8,12,10957
LGA51400,78,0,0,0,0,78,43,0,0,0,0,43,28,0,0,0,0,32,68,0,0,0,0,66,92,0,0,0,0,93,347,0,0,0,0,344,485,9,0,0,0,494,798,0,0,0,4,804,347,0,0,0,0,347,221,0,0,0,0,220,95,4,0,0,0,101,102,0,0,0,0,102,2707,15,3,6,5,2729
LGA51470,10,0,0,0,0,10,3,0,0,0,0,7,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,13,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,57
LGA51540,16,0,0,3,0,20,3,0,0,0,0,8,10,0,0,0,0,8,20,0,0,0,0,26,18,0,0,0,0,23,73,0,0,0,4,83,63,0,0,0,0,60,55,0,0,0,0,64,27,0,0,0,0,31,42,0,0,0,0,39,22,0,0,0,0,21,29,0,0,4,0,28,375,5,5,9,8,408
LGA51610,7,0,0,0,0,7,6,0,0,0,0,6,6,0,0,0,0,4,6,0,0,0,0,6,7,0,0,0,0,6,20,0,0,0,0,20,20,0,0,0,0,20,38,0,0,0,0,38,36,0,0,0,0,36,29,0,0,0,0,29,11,0,0,0,0,11,4,0,0,0,0,9,192,0,0,3,0,194
LGA51680,39,0,0,0,0,39,9,0,0,0,0,9,12,0,0,0,0,12,29,0,0,0,0,29,43,0,0,0,0,44,69,0,0,0,0,70,116,0,0,6,0,120,200,0,0,3,4,209,155,0,0,3,0,157,167,0,0,0,3,171,64,0,0,0,0,69,53,0,0,0,0,53,945,0,0,14,10,974
LGA51750,66,19,11,0,0,89,9,0,0,0,0,12,8,3,3,0,0,15,10,7,0,0,0,19,19,7,3,0,0,28,36,19,14,0,0,65,28,21,26,0,0,76,83,25,26,0,0,134,39,23,14,0,0,77,77,26,11,0,0,118,264,41,8,0,0,318,37,10,3,0,0,50,684,197,109,3,4,1001
LGA51820,565,54,24,0,0,645,244,31,3,0,0,282,216,21,0,0,0,244,379,37,13,0,0,433,584,54,21,0,0,649,1518,175,62,0,3,1758,1925,220,109,0,0,2258,3790,394,118,0,4,4307,2494,170,32,0,4,2701,1940,117,27,0,5,2091,856,76,21,0,0,958,538,46,16,0,0,604,15053,1392,445,6,25,16932
LGA51890,44,0,0,0,0,44,48,0,0,0,0,46,36,0,0,0,0,36,70,0,0,0,0,76,76,0,0,0,0,76,230,4,0,0,0,234,234,0,0,0,0,235,228,0,0,0,0,228,68,0,0,0,0,67,75,0,0,0,0,75,25,0,0,0,0,25,53,0,0,0,0,53,1193,7,0,3,3,1205
LGA51960,12,0,0,0,0,12,18,3,0,0,0,19,31,3,0,0,0,34,43,0,0,0,0,45,60,0,0,0,0,60,132,3,0,0,0,135,74,0,0,0,0,74,28,0,0,0,0,31,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,4,20,0,0,0,0,20,436,12,0,3,0,449
LGA52030,8,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,9,0,0,0,0,9,12,0,0,0,0,11,5,0,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,5,0,67
LGA52100,11,0,0,0,0,11,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,16,0,0,0,0,16,14,0,0,0,0,15,5,0,0,0,0,5,6,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,83,0,0,0,3,87
LGA52170,56,11,9,0,0,72,15,0,3,0,0,15,8,5,0,0,0,12,8,0,0,0,0,8,13,0,4,0,0,17,32,5,5,0,0,40,31,0,13,0,0,45,61,11,11,0,0,82,16,3,5,0,0,33,65,13,5,0,0,84,272,28,10,0,0,306,31,13,0,0,0,47,603,92,62,0,0,754
LGA52240,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,15,0,0,0,0,15,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,68,0,0,0,0,72
LGA52310,13,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,11,0,0,0,0,11,21,0,0,0,0,21,21,0,0,0,0,21,11,0,0,0,0,6,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,94,0,0,0,0,99
LGA52380,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
LGA52450,15,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,19,23,0,0,0,0,23,30,0,0,0,0,26,13,0,0,0,0,9,8,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,121,0,0,0,4,126
LGA52520,14,0,0,0,0,14,3,0,0,0,0,3,12,0,0,0,0,12,6,0,0,0,0,11,13,0,0,0,0,13,15,0,0,0,0,15,15,0,0,0,0,15,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,107,0,0,3,0,111
LGA52590,37,0,0,0,0,37,10,0,0,0,0,10,4,0,0,0,0,4,14,0,0,0,0,14,21,0,0,0,0,20,44,0,0,0,0,40,43,0,0,0,0,46,61,0,0,0,0,61,29,0,0,0,0,29,26,0,0,3,0,27,23,0,0,0,0,24,16,0,0,0,0,16,324,3,0,5,0,330
LGA52660,74,5,0,0,0,73,44,0,0,0,0,42,27,0,0,0,0,28,51,0,0,0,0,51,90,0,0,0,0,94,285,8,0,0,0,296,392,9,0,0,0,407,660,3,0,0,0,664,253,3,0,0,0,258,120,0,0,0,0,122,62,0,0,0,3,66,90,0,0,0,0,90,2145,42,0,5,3,2187
LGA52730,45,0,0,0,0,45,19,0,0,0,0,19,9,0,0,0,0,9,32,0,0,0,0,32,23,0,0,0,0,29,104,0,0,0,0,99,98,0,0,0,3,98,102,0,0,0,0,104,48,0,0,0,0,48,36,0,0,0,0,38,30,0,0,0,3,35,29,0,0,0,0,31,573,4,0,5,7,589
LGA52800,4,0,0,0,0,4,10,0,0,0,0,10,7,0,0,0,0,7,7,0,0,0,0,7,8,0,0,0,0,9,16,0,0,0,0,21,34,0,0,0,0,34,27,0,0,0,0,27,11,0,0,0,0,11,11,0,0,0,0,9,9,0,0,0,0,17,11,0,0,0,0,11,151,0,0,0,0,154
LGA52870,39,0,0,0,0,39,11,0,0,0,0,17,26,0,0,0,0,26,43,0,0,0,0,43,47,0,0,0,0,49,143,0,0,0,0,148,142,0,0,0,0,149,157,0,0,0,0,164,69,0,0,0,0,65,49,0,0,0,0,51,18,0,0,0,0,22,42,0,0,0,0,42,803,9,0,9,8,825
LGA52940,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,46,0,0,0,0,46
LGA53010,4,0,0,0,0,4,7,0,0,0,0,11,9,0,0,0,0,9,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0,0,3,0,47
LGA53080,7,0,0,0,0,7,3,0,0,0,0,3,8,0,0,0,0,8,12,0,0,0,0,12,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,39,0,0,0,0,40
LGA53150,51,12,3,0,0,65,9,6,0,0,0,18,6,3,0,0,0,12,9,3,7,0,0,15,22,8,3,0,0,35,58,7,17,0,0,85,49,11,24,0,0,81,111,24,27,0,0,164,62,15,3,0,0,80,122,23,11,0,0,155,234,18,3,0,0,251,34,3,5,0,0,35,767,136,98,0,0,1004
LGA53220,7,0,0,0,0,8,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,59,0,0,0,0,67
LGA53290,89,0,0,0,0,96,30,0,0,0,0,35,34,0,0,0,0,34,50,0,0,0,0,48,97,0,0,0,0,93,227,3,3,3,0,237,220,3,3,0,3,225,310,3,0,7,0,322,132,0,0,0,3,137,105,0,0,0,0,105,44,0,0,0,0,42,76,0,0,0,0,78,1413,16,7,12,15,1459
LGA53360,9,0,0,0,0,10,3,0,0,0,0,5,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,28,0,0,0,0,28,27,0,0,0,0,27,61,0,0,0,0,68,41,0,0,0,0,41,47,0,0,0,0,47,16,0,0,0,0,16,12,0,0,0,0,10,266,0,0,3,0,272
LGA53430,137,36,11,0,0,189,55,6,4,0,0,65,45,5,8,0,0,58,74,14,3,0,0,101,93,23,8,0,0,124,291,68,23,3,0,384,311,91,37,0,0,442,495,128,49,0,4,676,393,81,36,0,0,510,417,102,21,0,3,544,310,77,30,0,0,425,91,19,7,0,0,119,2711,655,246,11,18,3633
LGA53570,48,0,0,0,0,50,23,0,0,0,0,23,15,0,0,0,0,15,26,0,0,0,0,22,35,0,0,0,0,32,86,0,4,0,3,91,87,0,0,0,0,87,114,0,0,0,0,118,80,0,0,0,0,80,73,0,0,0,0,78,24,0,0,0,0,28,38,0,0,0,0,38,635,3,5,0,6,653
LGA53640,18,0,0,0,0,19,10,0,0,0,0,10,14,0,0,0,0,10,10,0,0,0,0,10,15,0,0,0,0,15,11,0,0,0,0,11,9,0,0,0,0,9,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,102,0,0,0,0,103
LGA53710,12,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,19,0,0,0,0,21,11,0,0,0,0,11,10,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,6,3,0,0,0,0,3,96,0,0,0,0,96
LGA53780,755,39,6,0,0,804,346,25,0,3,0,380,317,15,0,0,0,335,527,35,4,0,0,573,718,45,4,0,0,764,2164,169,14,5,3,2360,3140,272,42,8,6,3459,4466,268,21,6,3,4764,2281,90,7,0,0,2375,1312,49,3,0,0,1364,580,25,3,4,3,612,634,34,6,0,0,670,17237,1065,112,26,22,18458
LGA53800,167,14,0,0,0,182,116,3,0,0,0,120,105,3,0,0,0,106,185,6,0,4,0,194,266,20,0,3,0,286,717,30,0,7,4,758,827,31,3,0,0,864,1005,29,0,7,0,1041,528,11,0,4,0,545,329,10,3,3,0,345,146,12,0,4,0,160,159,5,0,0,0,170,4539,171,14,51,7,4773
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,10
LGA53990,151,5,0,0,0,154,67,0,0,0,0,70,59,0,0,0,0,64,120,0,0,0,0,121,175,3,0,3,0,180,461,3,0,0,0,464,747,6,0,0,3,758,1088,9,0,0,4,1092,426,0,0,0,0,423,299,3,0,0,7,305,123,0,0,0,3,127,159,0,0,0,0,160,3870,29,3,3,17,3925
LGA54060,24,0,0,0,0,24,10,0,0,0,0,10,7,0,0,0,0,9,18,0,0,0,0,18,25,0,0,0,0,25,59,0,0,0,0,59,61,0,0,0,0,57,90,0,3,0,0,92,31,0,0,0,0,30,28,0,0,0,0,28,18,0,0,0,0,19,24,0,0,0,0,24,389,0,4,3,3,399
LGA54130,26,0,0,0,0,26,3,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,9,3,0,0,0,0,3,15,0,0,0,0,15,11,0,0,0,0,11,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,3,0,0,0,0,3,87,0,0,7,0,92
LGA54170,1185,78,6,0,0,1267,516,32,0,0,0,551,397,21,5,0,0,425,715,36,0,0,0,751,871,57,6,0,0,936,2443,165,17,0,0,2623,2672,193,44,3,3,2919,4757,308,40,0,0,5110,3564,160,13,0,3,3740,3506,112,6,3,0,3630,1877,56,5,3,0,1943,876,46,11,0,3,938,23370,1268,164,14,17,24826
LGA54200,389,5,0,0,0,400,143,0,0,0,0,144,142,0,0,0,0,148,264,3,0,0,0,266,321,3,0,0,3,330,1072,26,0,3,0,1102,1241,38,0,3,0,1283,2289,64,0,0,0,2358,1390,17,0,0,3,1408,970,3,0,4,5,983,457,0,0,3,0,461,352,9,0,0,0,366,9045,179,5,15,13,9249
LGA54280,81,6,0,0,3,92,33,0,0,0,0,34,50,3,0,0,0,54,109,8,0,0,0,122,164,21,0,0,0,184,616,61,3,0,0,680,721,61,3,0,0,786,1069,52,4,0,0,1126,445,20,0,0,0,467,313,6,0,0,0,322,133,0,0,0,0,140,149,11,0,0,0,164,3884,247,15,7,8,4151
LGA54310,23,3,0,0,0,28,5,0,0,0,0,5,11,0,0,0,0,11,7,0,0,0,0,8,11,7,0,0,0,18,44,6,0,0,0,53,81,7,0,0,0,88,161,7,0,0,0,170,102,7,0,0,0,110,173,5,0,0,0,185,172,6,0,0,0,183,27,3,0,0,0,31,830,53,8,3,3,897
LGA54340,33,0,0,0,0,33,13,0,0,0,0,13,25,0,0,0,0,24,40,0,0,0,0,40,56,0,0,0,0,56,122,0,0,0,0,122,60,0,0,0,0,60,33,0,0,0,0,33,12,0,0,0,0,14,9,0,0,0,0,9,11,0,0,0,0,11,19,0,0,0,0,19,419,5,3,0,0,425
LGA54410,14,0,0,0,0,14,6,0,0,0,0,9,6,0,0,0,0,6,14,0,0,0,0,14,18,0,0,0,0,18,20,0,0,0,0,21,9,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,109,0,0,4,0,114
LGA54480,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,26,0,0,0,0,26
LGA54550,23,0,0,0,0,24,8,0,0,0,0,8,3,0,0,0,0,3,16,0,0,0,0,16,17,0,0,0,0,17,41,0,0,0,0,39,19,0,0,0,0,19,7,0,0,0,0,7,6,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,158,0,0,0,0,163
LGA54620,12,0,0,0,0,12,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,0,0,11,6,0,0,0,0,6,7,0,0,0,0,9,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,58
LGA54690,8,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,0,0,0,0,36
LGA54760,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,51,0,0,0,0,53
LGA54830,203,6,3,0,0,208,103,3,4,0,0,114,90,4,0,0,0,96,188,8,14,0,0,206,249,6,15,0,0,274,854,35,29,3,0,925,1390,40,8,7,7,1453,1996,58,10,13,3,2082,805,22,0,8,7,842,370,13,0,0,0,385,185,0,0,0,0,186,203,5,0,3,3,218,6633,201,89,38,24,6982
LGA54900,19,0,0,0,0,19,7,0,0,0,0,7,3,0,0,0,0,3,9,0,0,0,0,9,4,0,0,0,0,8,24,0,0,0,0,24,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,86,0,0,0,0,83
LGA54970,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
LGA55040,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20
LGA55110,463,35,3,0,0,502,186,22,0,0,0,215,180,14,3,0,0,196,313,33,9,0,0,360,382,22,3,0,0,415,1278,96,29,0,0,1409,1858,132,21,0,4,2014,2869,79,22,0,8,2977,1192,27,11,0,4,1243,761,20,23,3,0,801,396,14,14,0,3,426,419,19,3,3,0,444,10316,518,134,10,23,10993
LGA55180,49,0,0,0,0,45,42,0,0,0,0,48,26,3,0,0,0,36,64,3,0,0,0,70,76,0,0,0,0,85,251,4,0,0,0,258,167,0,0,0,0,168,139,0,0,0,0,134,54,0,0,0,0,55,37,0,0,0,0,37,37,0,0,0,0,44,44,0,0,0,0,43,979,17,3,4,3,1007
LGA55250,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18
LGA55320,663,110,13,0,0,787,214,32,0,0,0,249,159,29,4,0,0,195,246,66,5,0,0,314,325,74,9,0,0,409,915,187,24,0,3,1136,871,247,25,0,3,1145,1692,424,35,0,6,2161,1235,228,17,0,0,1485,1713,236,16,0,7,1972,1533,158,10,0,16,1711,391,85,5,0,0,476,9949,1881,159,5,39,12039
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA55460,25,0,0,0,0,25,14,0,0,0,0,14,9,0,0,0,0,9,46,0,0,0,0,46,42,0,0,0,0,43,95,0,0,0,0,97,43,0,0,0,0,43,47,0,0,0,0,47,14,0,0,0,0,16,13,0,0,0,0,13,8,0,0,0,0,8,10,0,0,0,0,10,363,0,0,0,0,362
LGA55530,9,0,0,0,0,9,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,3,0,34
LGA55600,20,0,0,0,0,20,13,0,0,0,0,13,18,0,0,0,0,17,11,0,0,0,0,11,21,0,0,0,0,21,50,0,0,0,0,50,21,0,0,0,0,21,33,0,0,0,0,33,14,0,0,0,0,10,3,0,0,0,0,3,5,0,0,0,0,5,16,0,0,0,0,16,227,0,0,0,0,228
