LGA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA36300,0,0,26,9,5,14,3,3,0,62,0,4,13,10,3,5,0,0,0,40,0,0,5,0,5,5,0,0,0,24,0,0,3,0,4,0,8,0,0,18,0,0,0,4,4,6,0,0,0,16,0,0,0,4,3,3,0,0,0,9,7,4,13,13,11,12,8,7,0,71,34,63,140,81,110,107,63,36,8,638
LGA36370,20,486,1347,1063,1056,896,253,73,29,5221,7,226,907,816,843,528,119,25,5,3468,3,100,733,683,685,516,78,19,3,2816,3,48,430,477,496,358,58,14,0,1881,3,41,667,688,774,454,57,15,0,2698,7,17,136,283,343,248,66,37,12,1136,582,484,953,800,984,889,710,568,416,6388,5548,5408,11087,9543,10348,9284,6434,3889,1609,63147
LGA36510,7,130,413,514,632,541,191,55,9,2509,4,59,245,399,441,309,99,22,3,1568,0,15,202,354,403,291,76,22,0,1371,0,5,94,201,266,151,49,7,3,769,0,0,101,296,307,181,51,20,9,961,3,3,30,99,127,106,61,21,4,460,338,183,422,445,557,590,546,287,103,3475,2446,1760,3505,4909,5967,5791,4940,2359,804,32494
LGA36580,11,85,316,307,345,295,100,21,5,1494,7,25,195,224,212,190,45,8,4,905,0,12,102,195,179,130,31,0,0,651,0,0,58,104,118,82,15,3,0,385,3,3,66,105,128,86,15,5,0,418,0,4,17,46,48,46,20,9,5,194,237,116,193,297,325,404,301,142,40,2057,1472,1153,2439,2836,3375,3711,3015,1221,346,19567
LGA36630,11,114,295,329,387,264,112,48,12,1569,5,54,184,174,212,176,47,9,4,858,0,18,143,168,185,160,20,3,4,709,0,9,68,113,120,90,14,0,0,417,0,19,104,178,217,127,19,4,4,667,3,3,48,62,77,62,31,10,3,303,258,154,259,346,423,421,472,309,91,2736,1816,1523,2962,3454,4249,4663,4548,2129,715,26054
LGA36660,11,118,308,378,459,426,192,59,19,1958,0,37,183,231,293,207,65,17,0,1034,0,23,105,177,265,159,62,13,11,816,0,4,61,116,139,89,27,7,3,450,0,7,54,115,137,99,29,9,3,461,5,7,30,45,68,67,33,12,3,261,257,127,258,269,337,427,493,339,180,2693,2156,1685,3175,3657,4560,5186,4735,2441,902,28501
LGA36720,64,982,3864,4162,4610,3461,1637,566,212,19565,11,416,2460,3006,3211,2260,918,234,79,12593,5,167,1837,2790,3068,1985,554,152,65,10614,7,86,992,1809,1942,1162,352,110,35,6500,0,80,1291,2383,2707,1580,474,131,44,8699,16,39,469,1419,1695,1046,443,141,60,5323,1464,1304,2404,2572,2892,2792,2801,2243,2038,20506,17698,15316,31195,37079,41119,38678,33866,18330,7706,240989
LGA36820,7,67,208,251,317,287,131,43,15,1323,0,22,126,165,202,197,55,20,6,792,0,10,95,151,196,143,32,12,0,658,0,4,53,91,112,114,35,6,0,412,0,4,73,113,139,114,33,8,3,484,0,4,23,60,70,57,31,15,9,271,210,116,205,239,370,430,427,293,163,2451,1413,1025,2076,2513,3422,3989,3505,1755,622,20319
LGA36910,58,923,2603,2130,2321,1951,724,211,91,11025,17,408,1737,1582,1657,1190,351,100,24,7076,3,179,1318,1507,1583,1145,273,56,17,6077,4,64,710,980,1065,760,163,44,23,3805,0,77,814,1228,1450,891,195,57,11,4720,11,23,234,582,640,467,199,62,28,2249,1079,838,1501,1418,1565,1595,1671,1334,1097,12090,10668,10175,19795,19030,20471,19490,15810,8947,3802,128188
LGA36950,4,15,54,40,44,17,4,0,0,182,0,16,46,42,38,24,3,0,0,169,3,8,38,38,35,17,4,3,0,144,0,0,19,33,22,16,3,0,0,95,0,0,32,40,41,35,5,0,0,153,0,0,6,10,5,9,0,0,0,30,83,78,185,86,85,56,25,7,0,601,289,289,621,485,396,356,132,46,14,2627
LGA36960,0,8,24,27,24,11,0,0,0,104,0,9,14,10,11,4,0,0,0,48,0,0,9,16,4,3,0,0,0,40,0,0,3,9,8,0,0,0,0,20,0,0,3,10,10,5,0,0,0,26,0,0,0,3,9,3,0,0,0,14,138,66,109,32,41,31,14,0,0,436,350,406,699,492,422,353,165,51,6,2954
LGA37010,118,1574,3674,2813,2719,1988,704,125,50,13772,40,888,2966,2365,2111,1421,352,55,24,10218,11,302,2121,2216,2110,1270,223,45,10,8309,8,71,1122,1464,1399,861,135,23,5,5099,0,81,1260,1987,1971,1023,187,29,10,6561,13,31,317,765,817,531,145,38,15,2675,1326,1781,2804,2246,2251,1862,1472,863,404,15014,13258,15741,27731,24836,24477,20507,13761,6417,2305,149046
LGA37300,4,20,68,55,56,21,3,0,0,231,3,14,60,56,45,13,3,0,0,194,0,9,71,67,64,34,9,0,0,244,0,12,96,78,76,24,9,0,0,289,0,17,136,131,111,60,6,0,0,462,0,0,13,44,33,16,3,0,0,109,45,38,66,76,77,47,16,0,0,359,221,221,710,695,608,316,84,9,3,2866
LGA37310,20,201,479,468,475,337,110,44,6,2135,0,109,357,264,269,199,67,17,0,1283,0,31,244,274,270,165,45,14,4,1042,0,23,159,198,167,115,33,10,0,707,0,32,259,279,261,131,52,9,7,1027,4,14,88,172,139,85,44,24,3,573,327,218,523,521,587,546,482,276,128,3601,2112,1898,4137,4249,4507,3923,3055,1577,599,26057
LGA37340,6,212,625,469,470,386,143,35,7,2358,0,54,304,300,314,246,55,7,5,1292,0,35,236,276,285,197,57,13,0,1096,0,16,134,173,180,112,31,5,0,646,0,20,246,330,272,149,44,4,3,1062,7,7,66,159,150,114,39,9,3,563,314,392,927,638,612,611,475,228,115,4310,1666,2143,5211,4505,4619,4598,3178,1304,440,27657
LGA37400,0,9,11,12,19,23,6,0,0,89,0,8,12,10,13,17,8,0,0,59,0,4,7,7,12,3,3,0,0,33,0,0,7,0,4,0,3,0,0,19,0,0,5,8,4,0,0,0,0,23,0,0,0,3,3,6,5,0,0,19,3,7,11,10,15,29,31,12,13,129,50,55,130,112,160,175,155,73,32,949
LGA37550,0,0,0,0,4,4,3,0,0,12,0,0,3,3,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,17,26,7,10,11,7,0,0,0,84,88,113,120,104,105,72,29,4,0,637
LGA37570,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,18,28,52,33,39,35,10,0,0,217
LGA37600,0,5,11,10,10,4,0,0,0,37,0,3,3,7,0,0,0,0,0,15,0,0,3,4,4,0,0,0,0,13,0,0,4,5,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,39,6,15,11,8,6,7,9,0,99,257,224,368,270,296,176,67,23,5,1687
LGA39499,3,50,160,92,72,102,47,12,0,535,0,20,63,49,62,50,15,0,0,264,0,3,85,52,52,32,16,0,0,242,0,3,26,28,28,22,3,0,0,122,0,0,51,47,46,33,4,0,0,185,0,10,20,22,28,14,10,4,0,109,72,230,495,331,332,424,297,73,17,2272,408,1133,2293,1485,1663,2373,1916,381,44,11693
LGA39799,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,4,8,0,0,24,11,11,11,14,24,30,33,16,4,144
LGA40070,16,126,483,189,154,141,150,49,12,1317,4,53,411,148,125,105,93,25,7,973,3,31,353,161,137,121,75,30,14,919,0,12,216,159,137,97,58,27,12,729,4,13,296,252,225,167,110,33,11,1114,3,5,95,172,228,258,172,50,26,1021,152,485,671,312,327,242,255,123,93,2665,1582,4700,5197,2377,2132,1990,1758,740,379,20850
LGA40120,9,120,404,480,704,609,303,75,15,2710,6,57,296,428,556,455,202,28,11,2029,5,21,217,422,550,464,142,15,11,1838,3,7,142,350,454,360,105,12,8,1438,0,4,166,555,691,437,114,10,11,1985,3,5,45,319,466,323,133,22,8,1327,244,120,181,244,329,373,289,150,85,2026,2685,1955,3020,4799,6299,6022,4421,1732,674,31601
LGA40220,0,53,223,279,356,360,162,52,19,1511,0,28,130,228,223,194,86,19,0,914,0,6,80,135,191,166,48,23,3,654,0,5,52,108,121,98,38,4,4,430,0,0,48,121,186,131,40,9,4,548,0,3,19,27,69,63,34,11,10,231,160,72,168,230,240,290,387,321,286,2143,1311,1018,1986,2653,3352,4094,4364,2234,824,21834
LGA40250,0,3,12,4,10,5,3,0,0,38,0,3,13,11,11,13,3,3,0,57,0,5,9,4,4,10,0,0,0,27,0,0,5,8,11,6,0,0,0,29,0,0,9,3,5,18,3,0,0,37,0,0,0,0,0,3,0,0,0,4,54,45,77,53,49,36,10,0,3,332,186,251,411,317,273,168,71,31,18,1724
LGA40310,9,81,355,367,423,380,129,37,15,1786,0,35,203,301,295,217,74,13,3,1147,0,9,171,212,244,186,34,12,9,875,0,4,79,159,157,132,26,4,0,566,0,6,82,220,245,147,33,0,0,741,3,0,20,70,105,64,30,11,6,311,162,60,120,170,214,246,179,125,89,1366,1474,1040,2257,2937,3362,3430,2669,1385,625,19183
LGA40430,0,3,22,19,24,31,18,7,3,123,0,3,11,20,17,18,10,0,0,82,0,3,9,20,29,12,3,4,0,79,0,0,7,8,19,12,7,3,0,55,0,0,8,15,19,17,8,0,0,67,0,0,0,4,10,6,7,3,0,25,13,4,11,14,40,38,43,38,29,224,112,63,171,235,342,449,483,232,105,2198
LGA40520,3,48,118,117,169,135,38,12,7,657,0,21,70,96,100,72,19,3,3,383,0,0,49,55,71,65,22,3,0,263,0,0,32,35,43,35,11,0,0,143,0,3,29,46,45,49,10,3,0,183,4,0,10,20,8,30,12,4,0,86,85,36,80,93,119,161,110,71,40,796,642,496,1051,1146,1441,1584,1240,720,332,8652
LGA40700,7,126,517,487,502,497,447,169,97,2851,3,63,408,381,423,426,301,123,56,2182,0,29,329,444,518,462,252,106,58,2188,0,4,162,366,437,377,209,82,34,1673,0,3,233,637,786,615,284,109,51,2726,9,13,104,606,1028,709,360,134,72,3033,167,114,181,225,274,303,312,250,256,2075,3139,2573,3974,5343,6101,5706,5040,2883,1666,36413
LGA40910,3,177,841,749,865,602,254,91,37,3618,0,63,618,522,588,358,123,31,13,2327,0,26,455,546,499,332,92,25,17,1991,0,10,260,374,393,254,70,23,4,1379,0,10,229,517,550,288,58,14,8,1687,0,3,47,181,201,120,47,18,6,624,167,130,250,249,320,234,283,363,287,2283,3027,3215,6296,6432,6996,5546,4926,3851,1673,41969
LGA41010,3,17,48,64,63,51,17,3,0,272,0,22,40,41,32,28,14,0,0,174,0,8,28,26,33,34,10,0,0,153,0,0,15,7,28,15,0,0,0,79,0,0,17,19,17,19,0,0,0,71,0,0,4,16,7,11,10,0,0,47,45,32,69,71,59,70,46,23,29,443,208,202,410,420,424,488,351,127,67,2699
LGA41060,9,465,2114,1624,1773,1361,554,161,70,8128,5,184,1512,1209,1216,896,290,54,28,5396,4,67,1205,1171,1125,712,222,33,16,4551,3,23,628,814,793,545,108,32,8,2967,3,34,578,1105,1119,681,152,35,12,3724,6,30,179,443,545,352,160,51,16,1783,488,490,925,864,960,813,741,665,509,6453,6279,7537,15663,14156,15669,13899,10630,6957,3637,94420
LGA41140,3,28,114,100,151,127,65,20,12,629,0,12,85,62,90,81,33,7,3,366,0,3,44,74,87,67,26,4,0,305,0,0,26,42,65,50,11,0,3,193,0,3,32,43,63,58,10,6,3,217,0,0,7,24,37,35,11,5,0,127,52,25,81,60,83,137,101,47,32,613,452,334,926,905,1278,1490,1181,551,276,7394
LGA41190,0,4,25,25,40,21,10,0,3,134,0,3,7,18,13,21,3,0,0,64,0,0,6,15,19,12,3,0,0,51,0,0,12,3,14,12,3,0,0,40,0,0,16,6,14,6,3,0,0,46,0,0,0,0,12,9,0,0,0,21,18,6,18,18,19,18,8,16,17,128,101,66,188,186,243,274,189,93,61,1411
LGA41330,0,4,26,19,24,20,4,0,0,96,0,6,15,17,16,16,9,0,0,76,0,4,14,10,6,8,4,0,0,50,0,0,8,3,5,16,5,0,0,31,0,0,10,10,0,0,3,0,0,28,0,0,0,0,3,0,3,0,0,10,20,25,44,30,63,45,58,28,3,311,57,85,247,180,270,250,261,123,15,1485
LGA41560,0,24,121,130,183,166,81,20,7,739,3,16,86,74,84,95,40,13,0,409,0,0,70,48,100,66,20,5,0,312,0,0,37,53,72,45,6,8,3,219,0,0,35,54,70,67,20,5,3,268,0,4,13,25,23,25,11,7,0,112,67,56,105,83,154,211,258,165,152,1244,738,570,1280,1269,1880,2244,2316,1214,445,11951
LGA41750,0,0,10,17,20,20,3,0,0,81,0,0,5,4,16,5,3,0,0,32,0,3,0,5,11,5,3,0,0,31,0,0,3,0,0,5,0,0,0,11,0,0,3,3,9,11,0,0,0,28,0,0,0,3,9,6,0,0,0,22,4,3,11,3,7,8,5,4,3,58,30,42,106,109,165,219,110,47,21,842
LGA41830,0,4,11,14,23,17,20,0,4,97,0,4,14,10,15,20,4,0,0,69,0,0,15,14,22,15,5,0,0,64,0,0,4,15,9,10,0,0,0,35,0,0,9,12,11,10,4,0,0,39,0,0,3,6,7,7,0,0,0,28,17,7,13,15,16,41,23,18,16,160,81,69,142,159,253,285,250,111,42,1396
LGA41960,0,3,9,6,20,16,5,0,3,60,0,0,3,11,9,10,0,0,0,39,0,0,3,4,13,5,0,0,0,28,0,3,0,7,9,5,3,0,0,21,0,0,8,8,15,11,3,0,0,39,0,0,0,6,9,4,0,0,0,13,6,6,14,8,25,20,32,8,21,140,50,57,109,132,188,205,231,63,46,1072
LGA42030,3,125,382,294,392,323,90,24,20,1666,0,36,250,230,249,201,45,15,0,1036,0,12,179,167,217,157,36,0,3,768,0,9,85,126,155,109,22,0,0,505,0,4,82,147,178,123,20,3,0,548,4,0,27,33,31,43,10,10,7,158,117,86,171,169,198,203,199,192,117,1449,1475,1503,2791,2487,3117,3006,2311,1590,668,18955
LGA42110,4,14,30,33,57,55,24,9,0,230,0,3,29,31,34,39,11,0,0,144,0,4,9,30,19,37,4,0,0,111,0,0,4,16,16,16,5,0,0,55,0,0,0,7,14,22,4,3,0,54,0,0,4,10,6,13,4,3,0,40,37,9,31,38,54,65,50,42,10,339,214,158,330,450,590,753,558,283,91,3422
LGA42250,7,15,84,124,158,143,46,17,0,598,0,9,44,80,110,75,17,6,3,343,0,9,40,82,80,49,13,4,4,281,0,3,25,46,44,46,16,0,0,180,0,0,30,50,79,42,23,7,3,230,0,3,6,22,36,42,14,5,0,130,58,52,167,183,192,139,121,48,29,992,511,331,767,1087,1407,1247,892,323,111,6665
LGA42600,7,150,580,470,504,561,309,105,55,2736,0,53,439,337,388,400,202,56,34,1913,0,18,336,403,443,385,115,33,20,1757,0,3,184,302,339,279,75,27,18,1227,0,0,234,447,531,403,130,36,13,1798,0,7,75,275,390,316,127,40,19,1252,106,125,297,270,271,395,365,324,395,2547,1814,2071,4097,4162,4757,5237,4292,2481,1686,30609
LGA42750,0,17,51,57,54,66,41,4,4,291,0,14,21,32,41,24,11,0,0,149,3,0,15,24,22,28,9,3,0,108,0,0,3,11,16,21,7,3,0,65,0,0,9,18,20,16,3,4,0,68,0,0,0,6,11,13,7,0,0,39,34,20,56,33,71,94,76,51,25,462,218,156,448,474,685,849,691,279,123,3932
LGA43080,0,0,10,14,14,13,0,0,0,59,0,3,5,0,8,3,0,0,0,23,0,0,3,7,0,3,4,0,0,16,0,0,0,0,3,3,4,0,0,9,0,0,0,6,3,0,3,0,0,10,0,0,0,3,5,0,0,0,0,7,3,3,3,5,4,13,19,9,8,67,62,39,70,125,157,166,152,79,50,891
LGA43220,0,7,26,9,19,13,3,0,0,80,0,4,7,11,11,3,6,0,0,48,0,0,11,6,7,5,0,0,0,36,0,0,3,7,11,3,3,0,0,21,0,0,5,3,10,3,0,0,0,19,0,0,0,0,3,15,0,3,0,24,0,3,11,8,8,15,10,6,3,74,39,43,140,109,137,136,107,75,32,810
LGA43360,0,8,21,19,22,34,15,13,3,133,0,11,14,7,17,20,8,3,0,74,0,0,16,18,13,22,6,0,0,72,0,0,8,6,8,17,5,0,0,45,0,3,12,14,14,15,8,3,0,59,0,0,4,8,12,12,6,0,0,45,11,10,20,18,21,22,33,35,30,189,102,105,229,231,259,389,364,225,70,1977
LGA43650,8,46,187,269,307,246,68,17,0,1148,3,15,146,158,206,149,35,10,3,724,0,9,95,182,162,116,22,10,0,596,0,3,67,134,91,83,11,0,0,386,0,0,52,149,176,81,15,5,0,476,0,0,19,19,60,38,16,0,0,153,100,41,75,76,132,147,108,30,9,723,1065,802,1509,1956,2320,2011,1220,493,166,11542
LGA43710,0,14,70,85,112,80,33,11,3,416,0,3,40,44,69,39,22,3,3,221,0,3,24,55,52,33,14,3,0,181,0,0,6,36,36,29,4,0,0,115,0,0,22,52,47,22,13,5,3,158,0,0,5,15,14,18,3,0,0,67,57,32,102,110,112,92,61,37,31,625,326,185,562,736,889,831,578,232,76,4417
LGA43790,0,32,139,151,181,178,56,17,11,766,0,16,78,95,110,87,22,5,0,418,0,3,49,57,85,54,10,4,0,270,0,0,24,43,54,42,9,4,3,183,0,7,21,36,40,39,15,3,3,162,0,3,15,16,30,27,12,4,5,103,80,32,47,94,148,131,155,83,110,877,701,499,1010,1255,1642,1694,1516,759,380,9462
LGA43920,0,32,115,129,197,135,36,8,5,653,0,16,79,81,122,65,18,4,0,383,0,4,54,85,89,61,12,0,0,304,0,0,22,34,60,27,7,3,0,156,0,9,32,52,62,39,7,0,0,203,0,0,8,17,22,24,0,5,0,70,59,40,73,91,110,114,81,35,21,617,582,502,898,1147,1561,1231,809,284,90,7108
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,3,7,5,3,0,0,0,31,7,6,4,9,10,12,0,0,0,50
LGA44060,8,396,1862,1456,1401,1215,434,123,81,6981,5,129,1244,1096,986,747,189,41,23,4460,0,49,1016,1064,848,669,105,21,13,3786,3,22,475,709,613,463,75,8,13,2382,0,15,477,896,817,504,78,22,9,2818,6,14,109,251,236,177,56,14,18,869,297,343,712,530,572,627,539,476,462,4571,5029,6372,13075,11775,11220,11325,7949,4722,2760,74231
LGA44210,3,19,64,92,131,118,44,13,3,484,0,12,49,39,80,66,21,6,0,271,0,3,28,41,62,31,12,0,0,174,0,0,11,18,23,25,11,3,0,97,0,0,19,24,36,27,13,0,0,123,0,0,0,9,15,20,15,0,0,65,59,48,125,136,148,174,146,69,33,937,429,350,734,861,1350,1571,1406,610,188,7505
LGA44340,8,215,863,858,902,816,514,169,103,4444,6,66,647,720,762,620,292,99,32,3240,0,27,525,788,837,670,221,62,38,3169,0,6,318,635,701,534,154,35,13,2397,0,7,400,1025,1174,739,187,50,16,3606,0,3,108,583,715,524,159,48,29,2174,194,181,324,333,404,380,397,356,342,2902,4281,4119,6957,8353,8946,8061,6634,3805,2225,53383
LGA44550,3,128,533,568,610,458,194,51,6,2555,0,47,397,381,409,272,99,27,6,1640,0,24,273,365,370,257,66,9,9,1366,0,4,153,256,292,163,43,10,0,921,0,8,140,317,359,229,47,11,3,1115,3,5,55,140,184,130,38,15,8,577,237,101,235,265,274,298,218,178,110,1909,2311,1910,3843,4425,4791,4230,3155,1372,620,26654
LGA44620,4,119,387,398,452,340,115,42,10,1873,3,46,248,231,268,217,51,9,0,1077,0,23,149,184,208,149,29,11,0,760,0,3,81,117,157,80,17,3,3,461,0,0,75,141,161,101,22,17,8,520,0,5,20,46,56,49,21,9,9,216,137,87,199,202,241,222,282,238,135,1750,1675,1512,3187,3078,3491,3267,2589,1573,696,21069
LGA44830,0,4,16,28,43,42,17,5,0,155,0,3,11,20,29,29,9,6,0,110,0,0,17,19,28,33,4,0,0,99,0,0,9,4,12,18,5,0,0,54,0,3,4,15,26,14,0,0,0,64,0,0,3,3,7,12,5,0,0,32,20,6,10,27,32,34,51,27,16,230,165,93,178,266,434,563,451,222,88,2457
LGA45040,0,83,296,247,296,224,66,33,10,1252,0,21,134,122,150,131,40,5,3,605,0,15,66,86,102,104,22,5,0,416,0,9,36,69,82,74,10,0,0,277,0,0,35,52,75,44,9,5,0,224,3,3,9,26,27,18,12,7,0,105,161,146,307,270,258,208,242,133,53,1787,1302,1433,2685,2316,2811,2567,2321,1305,503,17242
LGA45090,3,41,126,137,158,140,39,8,13,659,0,15,76,84,95,73,27,4,3,377,0,0,46,43,64,45,28,3,0,233,0,3,22,19,44,20,11,3,0,118,0,0,18,35,28,41,16,4,3,152,0,3,12,21,35,14,19,13,0,115,48,25,57,54,70,76,70,43,60,499,455,407,980,1064,1131,1094,856,457,226,6677
LGA45120,0,20,59,54,55,53,35,9,3,280,0,9,34,41,47,51,11,3,0,189,0,3,23,27,38,37,6,0,0,131,0,0,16,14,22,29,5,0,0,90,0,3,10,28,29,22,14,0,5,111,0,0,3,6,11,21,6,5,0,53,38,13,29,23,51,51,56,36,32,328,226,212,404,457,615,743,628,295,144,3728
LGA45290,3,138,708,439,435,397,217,81,50,2472,3,73,512,374,367,279,151,39,13,1803,0,21,383,396,365,294,108,21,6,1594,0,8,241,290,303,226,64,24,3,1170,0,7,307,485,503,369,108,27,3,1809,3,8,105,388,470,317,113,39,13,1459,93,136,340,241,275,234,202,230,225,1988,1933,2666,5477,4569,4605,4147,3307,2301,1314,30307
LGA45340,22,635,2891,2704,2955,2272,785,168,72,12497,6,216,1743,1957,1891,1282,316,48,15,7471,0,73,1138,1558,1487,1094,196,33,9,5599,0,20,534,948,987,724,130,10,8,3369,0,23,523,1033,1176,727,142,23,8,3651,7,18,109,317,384,300,97,33,17,1278,790,573,1211,1287,1313,1285,1311,945,703,9409,10413,10041,20693,21432,22579,21521,17381,8045,3464,135573
LGA45400,0,0,6,14,15,19,5,3,0,63,0,3,7,3,10,9,0,0,0,35,0,0,3,3,5,8,3,0,0,13,0,0,3,0,3,8,3,0,0,14,0,0,0,4,5,11,0,0,0,27,0,0,0,3,4,0,0,0,0,8,13,0,6,7,15,11,5,12,10,78,30,29,81,78,112,167,130,73,47,744
LGA45540,0,3,6,3,10,17,6,5,0,54,0,0,3,4,11,10,0,0,0,31,0,0,7,4,10,10,0,0,0,32,0,0,3,0,0,4,0,0,0,13,0,0,0,3,4,11,0,0,0,15,0,0,0,0,0,3,3,0,0,12,15,3,13,12,20,37,29,24,13,171,93,58,139,140,198,358,251,157,53,1442
LGA45680,13,391,1581,1183,1226,877,155,59,17,5507,5,151,887,684,695,402,73,11,7,2922,0,56,498,459,488,303,38,7,4,1859,0,12,233,317,332,172,24,3,0,1101,3,5,152,296,322,194,24,3,0,993,11,19,59,84,115,60,26,13,8,393,622,546,1088,838,898,735,595,496,221,6039,5978,6909,13709,10704,11336,9262,5991,3603,1322,68816
LGA45890,7,411,2439,1976,1727,1237,336,100,50,8281,3,148,1677,1339,1126,753,163,24,17,5253,4,66,1214,1221,958,643,118,12,7,4247,0,23,705,839,707,468,71,4,9,2828,0,22,542,948,774,478,64,9,7,2847,7,12,133,315,305,174,63,23,17,1046,545,564,1453,1251,1147,966,907,737,612,8181,6800,8128,20138,17067,15800,14156,9885,5756,3161,100886
LGA46090,0,58,178,142,176,182,64,8,7,816,0,47,154,92,140,127,21,0,3,585,0,16,104,97,140,112,24,5,0,497,0,7,59,83,95,63,14,0,3,315,0,3,81,122,127,85,9,0,0,428,0,3,17,22,33,22,14,3,0,116,105,181,406,299,270,256,203,120,67,1911,748,899,1901,1589,1922,1853,1396,646,241,11197
LGA46300,5,86,199,190,196,164,60,25,8,931,0,18,152,128,133,101,29,6,4,572,0,7,119,116,98,102,20,10,0,473,0,3,53,65,95,58,11,4,0,297,0,3,52,85,94,82,15,6,3,334,0,4,22,42,52,37,7,5,3,170,93,77,149,128,165,180,152,131,64,1138,843,774,1773,1602,1828,1861,1442,831,390,11341
LGA46450,3,72,161,176,192,174,61,24,7,866,0,44,179,142,150,125,16,0,0,659,0,16,110,116,194,114,10,3,0,568,0,6,57,83,116,75,10,0,0,352,0,6,59,84,129,74,15,3,0,369,0,7,24,43,37,40,15,5,3,167,130,58,120,135,196,178,186,153,78,1241,1149,950,1791,1899,2433,2317,2015,1202,496,14254
LGA46510,3,101,462,311,288,256,107,32,13,1584,4,44,302,214,242,202,54,8,4,1070,0,21,256,250,266,212,46,3,3,1061,0,0,155,212,192,170,43,8,4,789,0,4,151,338,328,219,38,6,3,1091,0,0,61,175,194,135,38,10,0,613,58,88,203,140,174,154,117,69,55,1064,1071,1626,3291,2780,2813,2630,1512,836,477,17050
LGA46670,3,32,114,108,125,128,65,10,5,590,0,16,59,56,75,67,18,3,6,309,0,4,27,53,53,62,13,3,0,205,0,0,21,37,36,38,3,0,0,132,0,0,26,32,38,30,8,0,0,138,0,0,14,22,28,31,19,7,6,123,74,50,94,103,87,128,137,102,76,841,553,516,1093,1054,1265,1368,1115,600,276,7855
