LGA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA51310,3068,329,167,3,6,3566,2840,320,162,3,4,3328,612,259,444,0,0,1314,0,19,6,0,0,25,387,91,141,3,0,620,4,10,10,0,0,24,22,4,27,0,0,45,21,8,4,0,0,34,1049,379,633,4,0,2065,30,4,86,0,0,126,170,18,72,0,0,258,7159,1052,1112,8,9,9339
LGA51330,8644,880,139,3,10,9670,9491,1235,206,8,12,10957,2990,1430,267,8,26,4717,366,436,150,0,3,957,2011,763,123,0,12,2911,53,59,0,0,0,116,193,90,4,0,0,289,92,32,5,0,0,134,5712,2805,552,9,38,9121,131,171,4,0,0,311,487,192,34,0,7,717,24461,5287,933,22,69,30768
LGA51400,1429,8,7,3,0,1453,2707,15,3,6,5,2729,606,29,5,0,3,645,64,70,55,0,0,198,327,8,0,0,0,332,3,5,40,0,0,52,22,0,3,0,0,22,24,3,0,0,0,21,1045,117,106,0,3,1276,16,3,0,0,0,20,94,0,7,0,3,105,5293,138,120,14,14,5578
LGA51470,89,0,0,3,0,88,57,0,0,0,0,57,3,0,0,0,0,3,7,0,3,0,0,10,18,0,0,0,0,18,0,0,0,0,0,0,24,0,0,0,0,25,8,0,0,0,0,6,61,0,3,0,3,64,0,0,0,0,0,0,9,0,0,0,0,9,210,0,6,3,4,225
LGA51540,404,5,7,118,10,540,375,5,5,9,8,408,113,16,11,0,0,144,206,55,4,0,5,266,134,14,7,3,0,160,12,12,0,0,0,30,110,23,3,24,0,158,17,6,3,5,0,30,590,121,33,37,4,789,9,0,0,9,0,13,63,6,0,17,3,95,1449,145,46,187,25,1846
LGA51610,179,0,0,21,0,195,192,0,0,3,0,194,13,0,0,0,0,13,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,7,47,0,0,0,0,53,6,0,0,0,0,6,8,0,0,0,7,20,432,0,0,26,10,461
LGA51680,537,0,0,4,4,544,945,0,0,14,10,974,51,0,0,0,0,51,0,0,6,0,0,13,90,0,0,0,0,94,0,0,0,0,0,3,15,0,0,0,0,17,22,0,0,0,0,22,182,0,15,3,0,194,15,0,0,0,0,19,34,0,3,0,0,38,1714,0,14,22,15,1768
LGA51750,975,375,207,0,5,1560,684,197,109,3,4,1001,168,157,346,0,0,675,14,13,3,0,0,30,112,82,123,0,0,310,0,3,8,0,0,17,15,7,5,0,4,27,7,3,3,0,3,23,319,266,496,0,5,1086,13,0,77,0,3,101,31,19,25,0,7,79,2019,857,915,7,18,3825
LGA51820,8213,922,164,106,4,9416,15053,1392,445,6,25,16932,3242,1040,705,3,15,5013,542,500,161,0,4,1202,1788,426,149,0,6,2376,34,70,21,0,0,130,181,56,13,14,3,266,97,21,11,0,0,132,5888,2112,1065,22,30,9110,93,98,7,0,0,195,580,129,42,4,74,834,29835,4653,1725,141,135,36489
LGA51890,1172,20,3,14,4,1211,1193,7,0,3,3,1205,239,29,4,0,0,264,122,31,11,0,0,163,232,10,0,0,0,247,3,3,0,0,0,6,29,3,0,4,0,31,17,3,0,0,0,19,642,77,12,3,0,736,17,3,0,5,0,17,83,8,0,0,0,96,3106,113,18,21,10,3270
LGA51960,228,5,3,10,0,249,436,12,0,3,0,449,211,45,10,0,0,264,26,8,0,0,0,32,86,0,0,0,0,90,19,0,7,0,0,28,32,3,0,0,0,42,11,0,0,0,0,7,387,57,19,3,3,468,3,0,0,0,0,3,29,0,3,0,0,35,1076,75,22,21,3,1199
LGA52030,207,4,0,3,0,214,65,0,0,5,0,67,19,0,0,0,0,19,14,0,0,0,0,14,50,0,0,0,0,52,3,0,0,0,0,3,27,0,0,4,0,31,14,0,0,0,0,13,124,5,0,7,0,131,4,0,0,0,0,4,16,0,0,0,0,18,411,5,0,12,0,431
LGA52100,189,3,0,0,5,201,83,0,0,0,3,87,3,0,0,0,0,3,13,0,0,0,0,18,58,0,0,0,0,59,8,3,0,0,0,9,27,0,0,0,0,27,7,0,0,0,0,7,111,5,0,0,3,122,5,0,0,0,0,5,10,0,0,0,0,10,396,13,0,3,13,423
LGA52170,897,155,99,0,5,1155,603,92,62,0,0,754,178,94,211,0,0,487,3,0,27,0,0,35,125,54,95,0,0,278,0,0,0,0,0,0,7,0,0,0,0,9,9,0,3,0,0,12,323,151,342,0,0,823,9,0,0,0,0,12,36,10,19,0,0,65,1866,409,524,0,3,2807
LGA52240,182,0,0,3,0,185,68,0,0,0,0,72,12,0,0,0,0,12,8,0,0,0,0,5,48,0,0,0,3,44,0,0,0,0,0,5,33,3,0,0,0,32,11,0,0,0,0,13,99,7,3,0,3,112,7,0,0,0,0,7,16,0,0,0,0,16,369,7,3,3,5,388
LGA52310,156,0,0,0,0,159,94,0,0,0,0,99,9,0,0,0,0,9,0,0,0,0,0,0,19,0,0,0,0,24,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,43,0,0,0,0,46,3,0,0,0,0,3,3,0,0,0,0,3,301,0,0,3,3,309
LGA52380,23,0,0,3,0,26,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,11,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,8,55,0,0,7,7,66
LGA52450,175,0,0,9,5,185,121,0,0,0,4,126,21,0,0,0,0,21,18,0,6,0,0,19,46,0,0,0,0,50,0,0,6,0,0,6,23,0,3,0,9,39,4,0,0,0,0,4,117,0,12,3,5,138,11,0,0,0,0,11,18,0,0,0,0,22,436,0,12,10,16,479
LGA52520,190,0,0,9,3,203,107,0,0,3,0,111,3,0,0,0,0,3,14,10,0,0,0,24,75,0,0,3,4,81,3,0,0,0,0,4,40,3,0,5,0,47,11,0,0,3,0,13,150,14,4,5,3,173,6,0,0,0,0,6,3,0,0,0,0,4,458,14,4,16,7,497
LGA52590,483,7,0,28,3,520,324,3,0,5,0,330,89,6,0,0,0,98,18,0,0,0,0,20,102,7,0,3,0,109,0,0,0,0,0,0,51,0,0,3,3,59,26,0,0,3,0,28,292,17,3,8,3,315,10,0,0,11,0,21,33,0,0,5,4,46,1143,30,3,55,5,1232
LGA52660,1298,67,0,46,3,1416,2145,42,0,5,3,2187,471,65,0,0,5,543,23,12,0,0,0,36,356,22,0,0,0,385,5,0,0,0,0,11,35,0,0,14,0,52,22,0,0,0,0,20,911,111,0,17,11,1043,73,21,0,0,0,92,76,5,0,0,4,84,4493,243,0,71,18,4828
LGA52730,932,7,0,6,7,955,573,4,0,5,7,589,175,5,0,0,0,179,57,24,0,0,0,79,208,5,0,0,0,216,11,15,0,0,0,21,33,0,0,4,0,32,27,0,0,0,0,26,504,49,0,4,0,559,23,17,0,0,3,49,36,3,3,0,0,44,2075,81,3,13,16,2192
LGA52800,121,0,3,42,0,167,151,0,0,0,0,154,65,27,0,0,0,102,876,93,46,0,4,1007,55,6,0,11,0,74,47,0,0,0,0,54,199,53,26,17,5,297,30,0,4,3,0,33,1272,182,68,38,7,1573,10,0,0,7,0,22,70,19,4,28,0,120,1623,203,85,117,16,2042
LGA52870,838,10,3,8,8,870,803,9,0,9,8,825,91,8,0,0,0,97,21,13,0,0,0,39,168,5,0,0,3,174,3,7,0,0,0,10,29,0,0,0,0,29,18,0,0,0,0,23,320,32,4,3,3,367,19,3,0,0,0,26,51,3,0,0,0,53,2031,61,4,17,17,2132
LGA52940,133,0,0,0,0,140,46,0,0,0,0,46,3,0,0,0,0,3,8,0,0,0,0,8,27,0,0,0,0,32,4,0,0,0,0,6,20,0,0,0,0,19,7,0,0,0,0,7,72,3,0,0,0,73,0,0,0,0,0,0,8,0,0,0,0,8,257,4,0,0,0,268
LGA53010,131,0,0,0,0,132,44,0,0,3,0,47,3,0,0,0,0,6,16,0,0,0,0,16,20,0,0,0,0,24,0,0,0,0,0,0,15,0,0,0,0,15,9,0,0,0,0,9,71,0,0,0,0,71,8,0,0,0,0,8,5,0,0,0,0,5,259,0,0,3,0,269
LGA53080,116,0,0,8,0,124,39,0,0,0,0,40,3,0,0,0,0,3,9,3,0,0,0,13,36,0,0,0,0,38,0,0,0,0,0,0,22,0,0,3,3,27,8,0,0,0,0,11,86,3,0,6,4,98,0,0,0,0,0,3,20,0,0,3,8,38,263,3,4,15,13,300
LGA53150,795,186,52,3,0,1043,767,136,98,0,0,1004,125,97,120,4,3,354,12,23,20,0,0,55,64,56,38,4,0,159,0,0,4,0,0,3,0,5,4,0,0,18,8,0,4,0,0,12,211,184,196,7,3,603,3,0,3,0,0,4,33,15,9,0,0,60,1809,528,361,12,5,2712
LGA53220,74,3,0,26,0,101,59,0,0,0,0,67,229,11,14,0,0,254,173,17,4,0,0,195,37,3,0,3,0,36,78,0,0,0,0,82,696,22,0,11,7,738,21,0,0,0,6,25,1231,59,19,9,9,1332,23,0,0,0,5,32,39,5,0,4,8,55,1428,68,22,46,28,1579
LGA53290,1492,67,8,27,25,1625,1413,16,7,12,15,1459,366,78,19,0,0,470,131,70,11,0,3,209,433,48,21,5,7,515,9,39,0,0,0,47,182,16,3,9,17,224,73,7,0,0,3,88,1194,259,55,9,29,1547,32,10,0,0,0,36,102,33,0,3,9,150,4236,386,68,52,69,4816
LGA53360,145,0,0,67,0,208,266,0,0,3,0,272,139,10,0,3,0,149,93,0,0,0,0,93,51,5,0,0,0,62,0,0,0,0,0,0,72,3,0,12,0,79,9,0,0,0,0,5,362,15,0,10,0,391,7,0,0,6,0,10,22,31,0,10,0,58,803,43,0,91,3,949
LGA53430,2598,685,227,67,15,3591,2711,655,246,11,18,3633,624,538,425,5,5,1593,217,552,217,0,0,986,588,264,163,5,7,1027,24,39,7,0,0,66,47,36,8,19,7,114,41,22,13,3,0,73,1540,1443,825,32,19,3863,84,35,9,3,0,135,151,67,48,3,31,297,7083,2876,1360,110,86,11519
LGA53570,747,11,0,12,12,784,635,3,5,0,6,653,65,11,0,0,0,79,26,3,0,0,0,26,149,13,0,0,3,166,0,0,0,0,0,0,51,0,0,0,7,59,19,0,0,3,0,24,319,24,0,3,9,358,17,0,0,0,0,17,48,3,3,4,11,68,1763,45,12,27,36,1880
LGA53640,167,0,0,0,0,165,102,0,0,0,0,103,10,4,0,0,0,9,16,0,0,0,0,17,53,0,0,0,0,58,3,3,0,0,0,8,32,0,0,0,0,35,12,0,0,0,0,12,124,8,0,0,4,138,11,0,0,0,0,11,12,0,0,0,0,12,406,8,0,3,3,428
LGA53710,166,0,0,7,5,181,96,0,0,0,0,96,9,0,0,0,0,9,18,0,0,0,0,15,39,0,0,0,0,42,6,0,0,0,0,7,17,0,0,0,0,21,4,0,0,0,0,10,94,7,0,0,4,101,0,0,0,0,0,0,8,0,0,0,4,10,367,4,0,11,9,389
LGA53780,9258,710,57,64,10,10104,17237,1065,112,26,22,18458,3337,919,137,12,17,4420,605,356,48,3,0,1016,2481,316,52,15,7,2870,42,98,9,3,0,158,320,42,4,50,3,425,132,33,0,0,0,174,6919,1766,262,83,26,9065,201,243,31,3,0,476,702,150,11,14,21,892,34319,3934,470,192,77,38996
LGA53800,3641,294,24,144,19,4117,4539,171,14,51,7,4773,1375,400,81,4,12,1862,442,240,79,17,3,772,1034,164,28,16,5,1240,43,34,3,0,0,82,230,30,11,29,3,299,63,10,0,3,0,79,3177,877,197,69,22,4345,53,35,0,4,0,97,284,49,16,17,8,373,11690,1422,251,284,56,13710
LGA53920,28,0,0,12,0,42,10,0,0,3,0,10,0,0,0,0,0,0,325,51,7,4,0,389,10,0,0,0,0,19,40,7,0,0,0,50,68,29,3,8,0,107,13,3,0,3,0,21,456,96,21,12,4,585,13,0,0,0,0,17,20,9,0,6,0,38,527,102,19,37,5,694
LGA53990,2642,69,7,54,13,2786,3870,29,3,3,17,3925,865,82,15,0,0,957,104,65,18,0,0,186,598,35,4,8,3,653,7,10,0,0,0,21,68,14,0,21,3,110,47,3,0,4,0,51,1690,209,38,31,8,1982,32,39,0,0,0,76,185,16,3,6,10,213,8417,356,52,91,49,8975
LGA54060,542,8,3,23,10,588,389,0,4,3,3,399,123,8,0,0,3,137,32,14,23,0,0,70,83,3,0,3,0,93,5,0,3,0,0,10,26,0,0,9,0,36,15,0,3,0,0,19,287,33,33,8,3,365,11,0,0,0,0,11,30,0,0,0,3,39,1267,42,48,40,16,1404
LGA54130,144,0,0,7,0,155,87,0,0,7,0,92,11,0,0,0,0,11,12,4,0,0,0,20,46,0,0,0,0,46,0,3,0,0,0,3,34,3,0,0,0,39,9,0,0,0,0,8,107,16,0,3,0,125,6,0,0,0,0,8,11,0,0,0,0,7,361,19,0,16,0,390
LGA54170,16709,1442,280,128,6,18561,23370,1268,164,14,17,24826,4009,787,484,3,10,5289,162,170,31,0,0,366,2525,498,180,9,11,3219,31,27,0,0,0,56,142,23,12,6,7,182,98,14,6,3,0,115,6963,1522,706,23,23,9238,171,76,32,0,0,282,697,137,53,5,11,905,47900,4445,1233,169,59,53807
LGA54200,6554,276,4,73,11,6915,9045,179,5,15,13,9249,1401,157,3,0,4,1566,143,106,9,0,0,260,1127,87,0,3,5,1226,12,35,28,0,0,75,71,4,0,5,3,85,62,9,0,0,4,73,2821,393,35,11,22,3283,85,126,0,3,0,216,375,30,3,3,3,422,18871,1006,46,107,47,20084
LGA54280,1521,86,4,61,17,1689,3884,247,15,7,8,4151,1141,624,94,0,4,1861,333,279,34,0,8,649,592,113,12,3,3,731,7,28,24,0,0,61,267,112,13,75,5,469,35,14,0,3,0,54,2383,1165,177,87,19,3829,21,6,0,4,0,26,171,52,6,6,16,251,7973,1555,201,167,54,9951
LGA54310,296,11,3,63,3,382,830,53,8,3,3,897,1201,207,111,5,0,1524,442,143,15,0,3,600,209,25,4,4,0,236,31,0,6,0,0,35,1884,236,54,23,11,2208,86,16,0,3,4,102,3843,625,190,37,17,4715,44,0,0,0,0,52,96,25,3,4,0,133,5113,708,208,113,31,6178
LGA54340,436,3,0,0,0,439,419,5,3,0,0,425,124,27,8,0,0,160,59,38,0,0,4,92,115,3,0,0,0,124,13,3,0,0,0,15,44,18,0,0,0,64,17,0,4,0,0,17,371,85,14,0,3,475,12,0,0,0,0,12,43,4,0,0,3,49,1275,97,16,0,13,1399
LGA54410,203,0,0,0,3,202,109,0,0,4,0,114,9,0,0,0,0,9,15,10,0,0,0,26,36,3,0,0,0,43,8,7,0,0,0,15,13,0,0,0,0,17,10,0,0,0,0,10,87,18,0,0,3,104,6,0,0,0,0,6,21,0,0,0,4,21,418,20,0,5,10,449
LGA54480,94,0,0,0,0,98,26,0,0,0,0,26,0,0,0,0,0,0,7,0,3,0,0,5,11,0,0,0,0,11,0,0,0,0,0,0,24,3,3,0,0,29,8,0,0,0,0,10,48,0,6,0,0,55,3,0,0,0,0,3,3,0,0,0,0,6,178,4,6,3,0,189
LGA54550,323,0,0,3,0,327,158,0,0,0,0,163,12,0,3,0,0,19,24,0,7,0,0,32,95,0,3,0,0,99,0,0,7,0,0,7,32,3,0,0,0,37,16,0,0,0,0,19,187,6,22,0,0,214,15,0,0,0,0,15,27,4,0,0,0,29,701,11,27,3,3,740
LGA54620,131,0,0,3,0,136,55,0,0,0,0,58,3,0,0,0,0,3,16,0,6,0,0,23,41,0,0,0,0,42,0,0,7,0,0,12,24,0,0,0,0,24,11,0,0,0,0,11,88,3,15,0,0,107,3,0,0,0,0,3,11,0,3,0,0,11,284,3,19,3,3,315
LGA54690,85,0,0,0,0,85,36,0,0,0,0,36,0,0,0,0,0,0,14,0,0,0,0,14,18,0,0,0,0,18,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,5,49,0,0,0,0,47,5,0,0,0,0,5,4,0,0,0,0,4,167,0,0,0,0,174
LGA54760,153,0,0,0,0,156,51,0,0,0,0,53,0,0,0,0,0,3,6,0,0,0,0,12,21,0,0,0,0,21,0,5,0,0,0,3,28,7,0,0,3,34,4,0,0,0,0,4,60,15,0,0,3,75,11,0,0,0,0,11,7,0,0,0,0,11,279,19,0,0,4,300
LGA54830,1987,73,22,8,3,2087,6633,201,89,38,24,6982,1593,155,118,6,9,1878,231,145,114,0,0,491,772,43,55,7,3,874,23,15,24,0,0,55,83,7,10,0,0,95,32,6,0,0,0,40,2734,364,318,19,11,3444,37,22,0,0,0,64,254,34,15,4,6,311,11648,691,442,72,39,12892
LGA54900,203,3,0,3,9,214,86,0,0,0,0,83,0,0,0,0,0,0,26,7,0,0,0,37,49,0,0,0,0,55,0,0,0,0,0,0,43,3,0,4,0,51,12,0,0,0,0,12,132,15,0,3,0,154,7,0,0,0,0,7,14,0,0,0,0,17,434,12,0,10,11,469
LGA54970,11,0,0,7,0,20,21,0,0,0,0,21,0,0,0,0,0,0,80,0,0,0,0,80,13,4,0,0,4,21,0,0,0,0,0,0,22,3,0,0,0,29,3,0,0,0,0,4,114,4,0,3,4,128,0,0,0,0,0,0,7,0,0,0,0,10,154,6,0,9,7,175
LGA55040,26,0,0,11,0,40,21,0,0,0,0,20,4,0,0,0,0,4,34,0,0,0,0,39,31,0,0,3,0,36,0,0,0,0,0,0,104,11,0,4,3,125,25,7,0,0,0,30,198,15,0,9,4,226,0,0,0,4,0,7,13,0,0,3,4,16,258,18,0,27,11,314
LGA55110,7876,1278,246,143,13,9566,10316,518,134,10,23,10993,3420,884,216,8,12,4541,336,396,55,0,0,790,1880,337,103,14,5,2336,72,58,80,0,0,210,144,41,23,33,3,246,89,29,17,3,0,133,5939,1754,496,48,17,8263,207,319,313,3,3,850,539,182,63,18,9,802,24879,4054,1254,223,69,30475
LGA55180,1364,9,4,14,11,1403,979,17,3,4,3,1007,272,23,43,0,0,342,91,38,23,0,0,148,251,16,3,4,3,275,3,9,25,0,0,37,67,3,3,3,3,77,43,3,3,0,0,52,730,86,95,6,8,925,38,3,0,0,0,41,78,9,9,0,3,98,3189,122,108,33,24,3479
LGA55250,37,0,0,3,4,46,16,0,0,0,0,18,0,0,0,0,0,0,51,0,8,0,0,63,14,0,0,0,0,14,6,0,0,0,0,6,32,0,13,3,0,48,4,0,0,0,0,8,105,0,24,3,4,142,0,0,0,0,0,0,9,0,0,0,4,10,176,0,23,8,12,219
LGA55320,11945,2301,272,5,20,14538,9949,1881,159,5,39,12039,2581,1362,359,3,9,4317,329,445,19,0,3,793,1566,755,101,0,4,2430,22,35,28,0,0,90,91,46,18,0,0,162,94,37,0,0,0,139,4692,2682,530,3,22,7924,126,224,254,0,0,599,456,206,65,0,15,749,27171,7288,1282,9,100,35846
LGA55390,6,0,0,5,0,15,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,3,37,16,0,0,0,0,13,0,0,0,0,0,3,52,0,0,0,3,57,0,0,0,0,0,0,7,0,0,0,0,8,65,4,0,6,7,80
LGA55460,394,0,0,3,0,403,363,0,0,0,0,362,36,0,0,0,0,42,69,34,3,0,0,106,156,4,0,0,3,158,3,4,0,0,0,5,68,0,0,0,0,69,18,0,0,0,0,18,346,43,9,0,4,394,12,0,0,0,0,12,35,0,0,0,4,47,1147,43,10,6,7,1213
LGA55530,79,0,0,0,4,80,31,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,15,0,0,0,0,0,0,26,0,4,0,0,27,3,0,0,0,0,3,46,0,3,0,0,55,0,0,0,0,0,0,8,0,0,0,0,8,163,0,3,5,3,180
LGA55600,335,0,0,10,3,346,227,0,0,0,0,228,19,0,0,0,0,20,61,6,0,0,0,65,80,0,0,0,0,80,3,0,0,0,0,9,49,3,0,0,0,55,23,0,0,0,0,22,238,12,0,3,0,257,7,0,0,0,0,13,25,0,0,5,0,30,837,12,0,19,8,874
LGA55670,98,0,0,0,0,101,48,0,0,0,0,49,3,0,0,0,0,3,14,0,0,0,0,14,31,0,0,0,0,31,9,0,0,0,0,9,33,0,0,0,0,33,15,0,0,0,0,15,103,0,0,0,0,103,3,0,0,0,0,3,6,0,0,0,0,6,261,0,0,0,3,265
LGA55740,896,132,63,0,0,1094,749,89,103,0,0,943,195,95,381,0,0,670,11,88,66,0,0,170,84,57,113,0,0,259,0,6,0,0,0,7,11,0,13,0,0,25,10,4,7,0,0,21,320,245,582,0,0,1152,13,29,0,0,0,46,36,18,25,0,0,76,2010,524,776,0,0,3312
LGA55810,48,0,0,7,3,55,24,0,0,0,0,27,0,0,0,0,0,0,16,3,0,0,0,16,15,0,0,0,0,16,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,49,5,0,0,0,59,0,0,0,0,0,0,7,0,0,0,0,7,127,5,0,6,5,143
LGA55880,86,0,0,4,0,87,37,0,0,0,0,37,0,0,0,0,0,0,16,0,0,0,0,16,27,0,0,0,0,27,0,0,0,0,0,0,23,0,0,0,0,19,7,0,0,0,0,7,70,0,0,0,0,71,0,0,0,0,0,0,8,0,0,0,0,8,197,0,0,4,0,202
LGA55950,98,0,0,0,0,100,41,0,0,0,0,41,0,0,0,0,0,0,13,3,0,0,0,19,24,0,0,0,0,26,0,3,0,0,0,4,14,0,0,0,0,14,3,0,0,0,0,3,52,9,0,0,0,63,0,0,0,0,0,0,8,0,0,0,0,7,196,8,0,0,0,203
LGA56090,4621,146,3,18,9,4796,6076,65,4,13,8,6167,614,58,8,0,0,676,53,83,9,0,0,136,559,59,8,3,4,621,11,21,0,0,0,32,40,4,0,0,0,48,49,0,0,0,0,49,1315,224,19,3,3,1569,52,15,0,0,0,66,212,23,4,3,7,247,12283,471,30,35,29,12849
LGA56160,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,3,0,0,0,0,3,25,0,0,0,3,28,3,0,0,0,0,4,0,0,0,0,0,0,30,0,0,3,7,36
LGA56230,1804,166,3,116,10,2099,2284,19,5,13,5,2323,550,43,6,4,3,600,26,50,3,0,0,77,387,31,3,7,0,422,7,8,5,0,0,19,59,5,0,33,0,101,30,0,0,0,0,33,1067,131,15,42,3,1254,150,25,0,0,0,180,114,11,0,9,0,138,5423,352,19,189,19,6000
LGA56300,224,0,0,8,0,233,139,0,0,9,0,148,56,0,0,3,0,57,6,0,0,0,0,6,35,0,0,0,0,35,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,7,114,0,0,3,0,113,3,0,0,0,0,4,11,0,0,0,0,11,492,0,0,20,0,514
LGA56370,145,0,0,0,0,151,56,0,0,0,0,56,0,0,0,0,0,0,9,0,0,0,0,9,28,0,0,0,0,28,12,0,0,0,0,12,26,0,0,0,0,24,3,0,0,0,0,3,77,4,0,0,0,80,3,0,0,0,0,3,13,0,0,0,0,13,298,5,0,0,0,302
LGA56460,582,11,0,19,3,617,550,0,0,4,0,552,140,18,7,0,0,169,79,38,0,7,0,123,161,3,0,4,0,170,0,0,0,18,0,21,57,6,0,0,0,65,10,3,0,0,0,13,445,75,14,24,0,561,10,0,0,11,0,27,52,12,0,4,0,66,1639,96,17,64,8,1820
LGA56580,2722,321,98,0,0,3144,1913,214,66,0,0,2194,580,164,102,0,0,849,49,71,27,0,0,140,286,49,39,0,0,373,3,27,18,0,0,42,82,17,5,0,0,104,20,17,5,0,0,40,1021,344,188,0,3,1561,16,27,62,0,0,106,86,25,17,0,3,132,5756,929,440,0,6,7141
LGA56620,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,255,0,3,0,0,261,0,0,0,0,0,0,9,0,0,0,0,13,31,0,4,0,0,40,9,0,0,0,0,9,306,0,10,0,0,321,8,0,0,0,0,6,29,0,0,0,0,29,344,0,11,3,0,364
LGA56730,1273,3,8,29,7,1320,1390,3,4,5,8,1415,297,15,20,0,0,334,202,32,27,0,0,263,292,0,4,0,0,304,3,0,8,0,0,10,69,4,3,9,0,85,21,0,0,0,0,22,884,51,62,10,4,1010,30,0,0,0,0,30,84,0,7,4,0,95,3661,63,85,48,19,3876
LGA56790,487,19,7,52,0,572,283,3,3,3,0,292,65,12,16,0,0,93,16,3,7,0,0,28,120,11,11,4,4,149,0,0,6,0,0,5,34,3,3,16,0,58,19,0,0,3,0,23,257,31,45,20,3,356,18,0,0,3,0,25,28,3,3,7,0,42,1076,60,61,94,11,1291
LGA56860,41,0,0,0,0,48,10,0,0,0,0,10,3,0,0,0,0,3,7,0,0,0,0,7,16,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,97
LGA56930,220,26,6,0,0,251,100,13,7,0,0,120,30,17,35,0,0,80,0,0,0,0,0,0,15,3,8,0,0,31,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,55,21,42,0,0,121,3,0,0,0,0,9,11,0,0,0,0,12,389,57,64,0,0,513
LGA57000,71,0,0,4,0,76,36,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,6,21,0,0,0,0,21,0,0,0,0,0,0,12,0,0,0,0,13,3,0,0,0,0,3,41,0,0,0,0,48,3,0,0,0,0,3,9,0,0,0,0,4,159,4,0,9,0,167
