LGA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
LGA56300,205,405,0,6,11,57,3,21,52,201,69,283,3,7,0,3,28,88,30,104,99,389,0,0,0,4,0,3,22,70,29,80,0,0,0,3,10,28,17,34,44,109,3,9,353,907
LGA56370,121,230,0,0,3,20,3,17,53,197,57,232,4,19,0,10,14,44,25,66,78,295,0,3,0,3,0,8,7,26,7,32,0,0,0,0,6,11,6,11,16,42,3,3,220,581
LGA56460,509,1004,9,34,46,203,15,79,280,1138,349,1450,21,91,33,87,90,269,141,445,489,1899,0,9,18,46,9,37,113,326,141,418,3,9,21,39,68,142,87,189,230,606,18,46,1251,3554
LGA56580,1876,3658,34,170,376,1707,30,124,1523,6116,1957,8126,189,762,453,1595,402,1205,1045,3557,3000,11681,5,25,54,196,3,17,140,356,206,589,44,123,118,257,189,415,350,794,550,1382,97,210,5521,16927
LGA56620,93,209,0,9,8,25,25,128,126,523,154,681,0,0,3,15,10,44,14,59,171,740,0,5,0,8,18,72,53,138,65,223,0,0,7,7,32,99,39,105,104,330,17,44,392,1321
LGA56730,1194,2350,29,157,105,511,42,197,546,2163,727,3029,31,132,51,162,201,629,283,918,1010,3943,6,24,39,144,23,97,204,606,276,874,14,51,25,49,170,374,218,477,491,1351,26,56,2718,7696
LGA56790,497,958,0,8,30,134,7,36,162,641,202,824,7,32,16,36,59,169,83,241,282,1066,0,5,8,13,6,25,36,87,47,133,4,9,5,11,34,74,40,95,86,224,10,25,877,2265
LGA56860,32,61,0,3,4,9,3,13,14,54,18,79,0,3,0,3,3,9,10,18,26,99,0,0,0,0,0,0,3,15,3,15,0,0,0,3,0,3,0,5,5,17,0,3,67,186
LGA56930,140,270,7,30,31,142,3,6,77,312,109,491,15,63,41,151,35,108,96,322,203,807,0,0,0,0,0,0,17,44,17,46,3,5,9,25,8,20,23,56,41,94,7,18,390,1194
LGA57000,55,104,5,13,3,5,0,5,33,139,39,160,0,0,3,13,5,21,14,35,48,192,0,0,0,0,0,0,0,7,3,3,0,0,0,3,4,9,7,16,9,19,0,0,111,311
LGA57080,3059,5910,3,8,29,107,9,24,593,1893,628,2042,14,49,89,278,112,327,221,656,843,2699,0,0,15,45,4,6,103,238,122,285,11,33,57,124,126,245,189,403,309,691,158,323,4371,9620
LGA57140,160,309,0,7,6,21,4,16,54,222,67,265,0,8,4,13,20,46,28,70,89,336,0,0,0,4,5,25,22,65,26,93,0,0,3,6,16,35,20,42,48,133,3,5,303,786
LGA57210,672,1309,8,62,48,216,19,81,257,1020,335,1381,16,75,33,98,93,285,145,454,477,1830,0,9,7,34,9,35,85,233,105,309,7,22,20,44,58,115,81,174,187,483,17,41,1352,3663
LGA57280,1189,2325,29,151,99,476,59,284,1131,4431,1323,5348,32,135,64,186,151,475,242,799,1566,6143,5,15,29,89,18,63,209,591,257,759,11,29,20,35,103,225,124,291,379,1056,51,114,3191,9645
LGA57350,137,274,0,4,8,21,0,4,41,168,49,200,0,11,3,13,17,34,22,58,71,259,0,0,0,0,0,4,23,70,24,71,0,0,0,0,14,32,14,32,42,105,5,13,255,649
LGA57420,224,426,0,0,10,26,4,34,104,395,117,460,0,3,9,17,25,66,30,85,149,540,0,4,0,3,3,11,11,40,16,50,0,0,3,3,15,39,19,40,39,91,0,5,409,1069
LGA57490,11768,22884,273,1501,1547,7031,607,2696,9019,34484,11441,45715,714,2927,1116,3604,2558,7792,4389,14321,15835,60041,84,376,409,1444,216,828,2501,6824,3206,9473,225,734,404,889,1527,3270,2157,4890,5368,14359,387,791,33350,98075
LGA57630,14,30,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38
LGA57700,2650,5215,86,528,322,1531,152,697,2212,8589,2773,11352,182,758,195,656,591,1859,973,3271,3753,14621,13,77,51,163,40,153,405,1150,513,1540,30,104,72,156,261,550,361,810,875,2348,72,152,7352,22335
LGA57770,128,244,0,0,4,13,3,7,61,245,69,268,0,6,0,0,9,28,14,34,79,299,0,0,0,0,0,0,4,20,5,24,0,0,0,3,7,12,4,16,16,36,3,7,218,589
LGA57840,4625,9015,28,153,379,1696,47,207,2404,8873,2855,10928,236,970,523,1797,625,1941,1393,4707,4244,15634,9,43,86,277,24,96,427,1099,544,1511,70,226,236,519,434,899,738,1640,1280,3151,376,802,10526,28599
LGA57910,22310,43897,230,1310,2064,9506,342,1533,13828,51864,16466,64213,1209,5040,2286,7881,3519,10963,7017,23892,23482,88104,83,384,465,1579,169,581,2790,7137,3508,9680,351,1097,977,2211,2977,6224,4303,9533,7811,19204,1237,2656,54846,153867
LGA57980,2093,4061,14,61,152,661,15,47,1186,4394,1360,5165,67,263,198,670,188,549,449,1483,1811,6642,0,12,29,89,3,14,203,491,232,603,25,72,101,230,149,310,281,610,512,1206,100,202,4517,12117
LGA58050,11845,23339,324,1850,1684,7932,581,2666,9782,37529,12370,49979,920,3840,1259,4274,2815,8906,4995,17019,17362,66993,116,591,461,1682,229,851,2430,6718,3240,9838,286,952,559,1262,2008,4310,2850,6527,6094,16363,557,1169,35858,107865
LGA58190,35,66,0,3,3,14,0,5,30,123,36,149,0,3,0,3,4,12,6,15,45,170,0,0,0,3,0,0,3,11,3,14,0,0,0,0,5,15,5,15,11,34,3,3,89,269
LGA58260,67,135,0,0,3,6,3,11,46,188,51,208,0,4,4,5,0,11,9,18,61,228,3,17,0,3,3,10,7,25,14,52,0,0,0,0,10,11,10,11,22,66,3,8,152,431
LGA58330,729,1401,12,54,36,147,21,111,187,722,258,1044,14,60,36,95,91,273,137,423,392,1461,0,3,7,30,3,15,61,165,71,209,5,11,14,33,57,104,74,142,146,355,6,17,1277,3236
LGA58400,49,99,0,0,3,5,0,7,12,52,16,66,0,0,0,0,5,13,7,14,25,82,0,0,0,4,0,0,4,19,8,19,0,0,0,0,3,5,3,5,9,26,0,3,81,203
LGA58470,14,24,0,0,3,12,0,9,11,55,12,77,0,0,0,3,0,0,0,3,14,78,0,0,0,0,0,3,9,49,10,54,0,4,0,3,7,9,9,17,20,67,0,4,46,172
LGA58510,3859,7556,24,121,194,857,45,190,2090,7565,2356,8734,90,366,233,767,347,1042,663,2183,3022,10913,7,36,59,214,22,75,366,918,456,1242,48,146,139,294,390,815,575,1264,1035,2503,334,707,8248,21676
LGA58540,107,214,3,7,7,16,3,12,66,267,77,302,3,12,10,25,19,50,31,87,105,393,0,0,0,0,0,0,7,21,7,21,0,3,3,6,6,14,9,20,20,43,3,11,235,656
LGA58570,3822,7433,27,146,228,983,24,111,2059,7581,2339,8827,118,471,271,924,359,1140,747,2533,3092,11359,3,5,41,131,17,34,293,720,351,897,33,103,117,267,347,738,498,1109,847,2004,200,410,7960,21209
LGA58610,252,485,3,17,19,76,7,36,87,361,113,486,7,29,12,25,17,52,32,112,151,595,0,0,3,12,3,8,34,92,36,113,0,0,7,11,24,47,34,66,73,176,8,8,477,1265
LGA58680,67,139,0,0,7,20,0,3,34,123,40,152,3,4,3,4,8,23,14,32,47,181,0,0,0,0,0,0,6,11,6,11,0,0,0,0,0,9,6,5,6,18,0,3,132,341
LGA58760,15895,31298,511,2942,2712,12638,907,4094,14744,56569,18866,76244,1418,5881,1984,6708,3990,12612,7398,25200,26266,101445,145,691,634,2303,322,1154,3355,9232,4451,13384,434,1414,838,1915,2340,5090,3615,8418,8066,21797,700,1489,50930,156027
LGA58820,484,940,15,87,35,157,17,69,225,878,288,1189,16,68,21,76,99,284,138,425,433,1618,0,0,10,47,5,23,70,183,90,248,3,14,13,30,59,132,81,173,167,420,9,17,1089,2998
LGA58890,119,240,0,7,5,20,3,6,52,213,63,248,3,8,3,9,11,33,18,46,76,291,0,0,0,10,0,0,11,27,14,34,0,3,3,5,5,11,9,13,20,50,6,5,222,590
LGA59030,33,65,0,0,0,3,0,4,19,69,22,79,0,3,0,6,4,8,4,21,26,94,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,9,3,9,3,9,0,0,60,170
LGA59100,103,195,0,9,3,19,3,11,50,213,62,250,0,0,3,10,7,18,10,35,68,282,0,0,0,3,0,4,4,11,4,16,0,3,0,3,5,11,10,18,15,41,0,0,190,517
LGA59170,137,265,0,0,13,32,0,0,74,299,80,338,0,0,3,6,16,55,24,69,103,405,0,0,3,9,0,0,8,27,10,33,0,0,0,3,9,26,14,25,24,53,0,3,263,731
LGA59250,26,48,5,25,0,8,0,3,10,50,17,90,0,0,0,0,7,14,7,14,18,99,0,0,0,3,3,15,13,42,20,64,0,0,0,3,8,26,11,28,25,88,3,12,75,251
LGA59310,170,333,0,8,12,44,5,12,100,387,118,452,0,0,9,15,20,64,23,75,144,525,0,5,4,6,3,10,21,68,27,89,3,8,4,11,13,25,21,38,43,134,6,10,362,998
LGA59320,52,95,0,0,7,13,0,0,31,130,35,141,4,10,0,5,7,23,13,37,46,179,0,0,0,0,0,0,7,18,7,18,0,0,0,0,3,4,3,4,9,21,0,0,110,304
LGA59330,64,124,0,0,0,3,3,17,21,95,29,115,0,3,0,0,10,30,12,35,37,146,0,0,0,5,0,3,6,18,5,23,0,0,0,0,0,4,0,4,14,36,0,0,116,301
LGA59340,601,1163,6,46,39,170,28,155,430,1680,506,2052,14,46,20,63,71,221,103,332,608,2381,10,49,17,77,29,155,185,601,247,874,5,14,3,13,69,177,81,199,327,1077,38,77,1576,4700
LGA59350,14,32,0,0,3,10,0,7,3,17,8,29,0,0,0,0,0,4,0,4,9,37,0,7,0,0,0,6,3,6,5,18,0,0,0,0,0,0,0,0,8,21,3,12,35,101
LGA59360,132,257,0,0,4,12,0,7,59,222,67,245,3,3,4,12,16,51,23,68,85,312,0,5,0,8,0,0,16,41,19,56,0,3,3,7,21,36,22,44,44,98,0,7,267,677
LGA59370,517,1006,0,20,30,113,17,64,169,692,216,883,7,28,12,39,62,176,77,243,295,1125,3,8,12,54,0,8,64,163,78,234,3,7,14,31,37,80,54,118,136,351,9,15,950,2498
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,931,1821,4,17,48,217,15,67,252,986,321,1284,14,46,30,89,89,277,139,406,456,1693,0,0,21,71,6,29,89,239,117,337,4,18,28,53,78,152,109,218,223,556,13,22,1621,4099
LGA60410,1439,2879,38,206,162,758,82,363,997,3863,1285,5194,84,339,146,473,323,1032,551,1847,1835,7041,8,43,83,313,46,175,629,1744,769,2274,35,102,82,177,259,553,368,833,1138,3108,67,136,4481,13165
LGA60610,2073,4105,33,165,234,1074,52,229,1000,3873,1314,5339,82,354,148,453,322,997,553,1810,1872,7150,20,77,86,285,20,75,450,1168,572,1608,35,108,115,252,300,637,452,995,1029,2608,58,121,5031,13978
LGA60810,2780,5458,28,159,228,1043,68,322,1098,4287,1423,5812,101,409,173,534,445,1368,719,2315,2138,8127,17,64,73,250,32,97,384,1006,500,1420,36,123,85,173,311,636,438,929,934,2350,57,116,5908,16047
LGA61010,300,592,3,26,19,99,5,28,95,397,128,556,4,11,10,24,31,92,38,127,171,683,0,0,3,12,3,5,35,83,39,107,0,0,3,6,27,59,30,70,68,174,10,15,552,1461
LGA61210,897,1777,14,68,91,442,34,160,482,1973,625,2637,28,114,72,204,131,409,229,728,853,3364,4,12,19,76,12,45,127,348,162,484,7,10,23,41,96,204,122,253,286,735,19,38,2059,5912
LGA61410,6211,12287,76,434,584,2635,149,649,3228,12489,4035,16207,272,1117,548,1816,1106,3389,1924,6325,5964,22532,29,118,212,696,85,293,1056,2783,1380,3888,105,329,302,643,843,1794,1248,2758,2630,6650,185,388,14987,41861
LGA61510,1119,2210,21,122,97,446,44,175,518,2075,683,2821,45,201,75,238,246,779,370,1220,1054,4038,3,24,36,128,22,83,218,615,279,848,18,66,44,87,155,333,219,484,497,1334,30,67,2702,7653
LGA61610,2718,5366,52,274,236,1086,76,347,1210,4744,1573,6447,100,399,208,645,435,1332,743,2370,2317,8815,20,82,111,373,53,181,641,1765,821,2392,40,111,132,291,380,797,555,1201,1374,3595,74,144,6481,17923
LGA61810,896,1759,13,73,71,305,16,62,318,1301,410,1744,31,117,44,137,117,366,193,619,605,2364,4,14,17,65,0,10,110,299,133,390,4,25,26,49,73,157,103,224,238,616,15,33,1756,4766
LGA62010,139,270,0,0,5,14,0,4,54,215,59,235,0,3,3,7,12,33,18,49,78,282,0,0,0,3,0,3,9,18,9,25,0,0,0,4,11,19,14,23,22,48,3,4,243,601
LGA62210,847,1684,16,69,57,285,25,128,311,1235,408,1711,22,92,39,120,119,356,179,563,585,2280,9,24,26,107,12,60,142,402,192,592,6,13,25,47,99,220,130,277,327,872,27,52,1783,4889
LGA62410,736,1442,3,18,32,124,17,75,159,594,208,807,12,38,14,35,58,157,77,231,290,1034,0,3,14,31,3,15,65,171,79,220,0,4,13,21,48,106,62,129,141,345,7,15,1172,2840
LGA62610,4322,8583,72,397,441,2096,148,695,2366,9007,3021,12191,203,845,338,1125,840,2652,1381,4625,4404,16817,36,167,232,816,93,329,1246,3337,1611,4659,112,352,281,601,884,1907,1282,2861,2888,7518,255,526,11862,33441
LGA62810,5391,10516,50,265,449,2020,50,212,2765,10462,3317,12965,183,728,608,2002,624,1869,1421,4602,4731,17567,16,61,120,365,28,81,636,1486,796,1998,70,207,272,589,508,1040,850,1841,1647,3839,216,464,11996,32381
LGA63010,2118,4164,42,213,171,781,60,259,894,3528,1161,4787,62,263,141,452,308,945,513,1654,1675,6440,7,23,47,163,27,91,258,681,342,955,22,63,57,129,202,430,281,622,621,1574,42,91,4458,12269
LGA63210,844,1668,10,66,80,378,25,101,291,1192,415,1737,32,116,49,154,133,398,210,666,619,2399,4,15,15,51,8,21,91,241,113,327,6,16,13,30,85,186,109,234,221,563,13,32,1701,4657
LGA63410,209,412,3,15,10,26,0,5,84,342,97,388,0,3,5,12,27,74,28,92,127,479,0,0,3,4,3,4,19,41,20,51,0,3,3,3,17,43,23,45,40,97,4,10,384,1001
LGA63610,4072,8026,69,387,475,2172,82,356,2404,9415,3035,12329,175,723,423,1400,632,1920,1234,4051,4263,16382,16,55,131,453,39,135,642,1613,824,2262,56,164,199,434,458,934,710,1532,1536,3793,105,212,9980,28409
LGA63810,1479,2918,13,62,106,464,32,152,564,2191,718,2865,44,174,77,249,216,666,339,1087,1053,3957,4,16,28,104,7,33,195,523,236,673,12,31,36,75,138,300,188,405,424,1073,32,67,2999,8018
LGA64010,6483,12810,100,553,638,2962,173,762,3472,13398,4391,17679,273,1105,509,1666,1032,3222,1819,5996,6206,23668,31,146,244,865,103,368,1432,3765,1801,5148,108,324,344,754,1025,2172,1477,3243,3279,8395,317,663,16277,45537
LGA64210,2331,4611,31,179,221,1019,75,332,1057,4143,1391,5675,108,444,203,673,415,1274,729,2390,2119,8059,12,52,52,189,23,96,270,709,360,1049,32,94,63,144,272,564,368,797,726,1844,49,98,5230,14621
LGA64610,1622,3215,26,129,120,572,43,199,700,2729,889,3633,67,250,112,385,272,841,447,1478,1343,5113,10,30,37,130,20,54,196,523,256,731,9,26,42,81,164,335,209,444,470,1179,35,66,3466,9568
LGA64810,1662,3282,35,208,128,617,55,263,807,3099,1028,4184,57,240,119,374,291,902,469,1519,1498,5703,8,52,51,173,32,107,318,839,411,1170,23,62,67,144,228,464,307,666,724,1833,33,79,3919,10900
LGA65010,718,1423,11,65,71,324,27,129,318,1244,424,1765,39,161,53,168,156,487,248,811,672,2575,3,16,20,76,11,32,107,298,143,429,7,18,17,39,98,198,122,252,261,675,17,28,1666,4697
LGA65210,369,717,4,12,10,58,5,21,98,374,114,462,4,10,11,34,29,90,48,140,166,599,0,0,10,24,0,3,36,87,44,113,0,0,4,7,32,69,37,78,82,188,3,7,620,1515
LGA65410,1762,3469,21,121,128,637,40,172,696,2674,886,3601,55,218,113,360,283,861,453,1437,1342,5043,11,31,48,166,20,65,258,702,332,962,23,83,44,102,169,354,240,533,570,1498,34,67,3703,10072
LGA65610,491,965,10,46,32,151,16,79,224,847,283,1126,14,47,20,52,49,146,85,251,370,1370,0,10,9,40,7,15,91,251,112,313,3,6,13,23,55,106,67,141,175,448,15,27,1052,2816
LGA65810,2884,5689,48,244,307,1404,61,254,1263,5031,1678,6933,134,540,241,782,442,1349,811,2669,2490,9603,11,59,73,254,30,96,331,861,444,1276,31,98,92,206,269,557,390,857,842,2129,63,131,6277,17552
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,2079,4040,42,251,235,1082,106,491,1604,6114,1985,7940,63,243,145,429,336,1038,541,1708,2530,9648,15,64,67,241,49,212,469,1339,598,1853,23,57,80,160,236,505,333,725,928,2578,104,226,5640,16492
LGA70420,386,821,11,59,31,156,69,422,418,1793,522,2420,11,34,12,35,71,266,91,332,613,2751,5,32,4,33,48,257,180,633,237,959,0,6,4,13,76,202,82,221,318,1183,43,107,1360,4860
LGA70540,4,14,0,0,0,0,3,10,8,22,5,29,0,0,0,0,3,14,3,14,12,51,0,0,0,0,5,27,7,17,10,47,0,0,0,0,0,8,0,8,12,53,3,14,36,136
LGA70620,205,443,5,49,15,78,56,327,258,1121,332,1574,0,4,3,19,34,142,43,166,375,1740,0,4,3,19,21,113,113,411,141,550,0,0,0,0,46,163,46,163,190,718,23,68,799,2962
LGA70700,125,243,0,0,4,13,3,11,48,191,57,221,0,8,8,15,7,32,19,50,71,271,3,13,3,21,9,34,33,111,49,170,0,0,3,7,19,40,25,49,72,219,4,5,276,741
LGA71000,7470,14681,143,793,771,3568,248,1154,5130,19408,6295,24914,303,1224,571,1826,1139,3588,2015,6639,8311,31555,33,154,173,608,102,389,1057,2819,1365,3964,88,272,247,527,890,1915,1227,2719,2584,6682,333,724,18703,53644
LGA71300,330,742,47,396,83,476,127,898,506,2168,770,3938,23,125,17,69,86,357,127,555,890,4491,15,94,33,151,143,921,271,856,455,2024,8,34,23,51,160,516,187,600,650,2620,68,233,1942,8088
LGA72200,713,1385,8,58,78,362,45,253,621,2406,750,3078,18,77,38,116,124,368,178,565,930,3644,7,50,21,72,29,133,150,455,213,712,8,15,16,40,60,140,87,200,298,911,24,60,1970,5996
LGA72300,2017,3996,45,241,209,951,99,422,1381,5416,1724,7027,114,473,163,511,423,1330,707,2313,2425,9346,9,31,39,139,29,108,266,726,341,1003,23,59,53,104,196,422,272,587,614,1594,53,114,5113,15055
LGA72330,285,648,10,64,28,175,54,325,266,1160,360,1722,4,27,4,22,47,182,59,231,418,1953,4,32,8,49,30,176,159,497,211,753,3,13,3,12,89,247,96,269,309,1025,51,132,1058,3759
LGA72800,2760,5417,67,346,364,1683,121,565,3037,11627,3591,14218,133,526,218,702,447,1398,796,2627,4386,16847,20,70,112,411,60,230,728,2017,919,2735,33,103,111,230,340,746,479,1076,1398,3808,130,274,8675,26354
LGA73600,337,728,26,176,45,258,94,637,411,1788,572,2863,6,32,18,50,58,212,80,291,647,3154,7,37,15,72,38,240,181,581,242,927,0,3,3,12,75,205,82,222,321,1148,45,117,1347,5149
LGA74050,150,340,10,90,20,120,28,165,153,649,213,1025,6,24,3,10,30,134,38,167,252,1191,3,18,4,36,13,68,72,213,95,337,3,14,3,3,51,143,54,166,149,500,41,111,592,2145
LGA74550,164,346,7,34,12,66,34,237,156,728,212,1062,0,3,4,14,23,71,21,84,233,1146,5,17,3,20,17,83,72,207,98,320,0,0,0,6,29,72,25,71,126,394,13,37,539,1923
LGA74560,77,149,0,4,0,18,3,6,20,87,28,116,0,5,3,15,9,20,12,34,44,146,0,0,0,0,3,9,10,18,9,28,0,3,0,3,3,6,3,10,13,36,0,0,130,332
LGA74660,343,746,15,112,42,218,91,596,447,1906,587,2829,18,90,7,26,44,183,70,296,658,3121,4,42,8,35,32,167,128,376,175,623,9,29,12,34,72,215,92,284,263,901,42,110,1313,4879
LGA74680,92,202,20,149,25,172,58,393,197,899,297,1606,0,16,3,10,28,129,40,155,338,1760,12,63,9,31,19,128,88,278,124,500,3,19,0,6,28,104,34,122,161,625,16,45,603,2635
LGA79399,592,1141,3,14,39,187,29,144,520,2013,599,2356,9,32,21,57,52,159,81,254,680,2610,0,7,14,32,12,42,73,188,92,271,0,0,9,23,45,84,55,108,150,379,16,34,1435,4161
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,38438,75817,554,3092,4423,20003,865,3784,28803,109833,34638,136712,2226,9121,4541,15281,6598,20429,13368,44839,48008,181547,174,800,1011,3463,366,1266,5369,13872,6922,19402,664,2048,1758,3821,4780,10148,7208,16022,14129,35425,1461,3054,102036,295841
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,443,869,3,28,39,164,20,91,273,1072,330,1351,7,41,27,73,65,205,100,314,430,1666,3,9,9,30,9,29,54,147,70,225,3,15,17,35,53,119,74,170,145,392,13,29,1023,2947
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
