SA3_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
11002,65,910,216,1188,56,720,97,869,117,1337,265,1720,205,1429,260,1893,316,1774,270,2357,406,2131,366,2904,265,2003,410,2674,125,1019,278,1430,26,229,97,351,1586,11544,2253,15389,63,788,152,1002,99,711,91,902,243,1321,169,1733,382,1491,212,2086,476,1761,237,2472,622,1959,317,2890,414,1842,377,2628,148,1054,314,1511,24,483,196,699,2460,11400,2059,15923,121,1700,364,2188,153,1429,192,1774,360,2658,436,3454,593,2915,467,3979,788,3532,504,4834,1029,4084,677,5792,676,3839,783,5299,275,2072,592,2941,52,710,292,1050,4043,22948,4317,31309
11003,32,603,164,798,33,566,97,690,98,1181,186,1458,140,1179,205,1528,171,1392,240,1796,185,1326,250,1765,101,960,210,1274,43,444,132,613,11,93,35,140,810,7745,1514,10067,36,511,133,687,46,553,92,697,147,1290,205,1642,208,1147,201,1563,289,1184,222,1702,292,1098,192,1589,139,839,192,1166,67,459,157,687,17,161,86,268,1250,7245,1490,9989,72,1122,292,1481,80,1117,185,1385,243,2472,386,3103,349,2328,409,3089,459,2572,461,3495,481,2426,442,3351,240,1797,403,2438,104,904,291,1300,27,257,121,406,2062,14994,2998,20053
11004,113,2074,380,2566,122,1801,216,2149,326,3869,476,4676,444,3593,482,4513,595,3904,478,4979,713,3905,548,5166,411,3155,560,4123,226,1657,388,2276,44,517,130,690,3001,24473,3657,31130,127,1943,317,2383,165,1728,221,2113,586,3901,406,4886,776,3587,380,4743,1004,3842,471,5314,1103,3719,543,5370,643,3101,556,4300,289,1908,520,2712,53,957,271,1274,4744,24680,3675,33101,239,4013,701,4953,291,3535,437,4257,910,7769,879,9564,1214,7182,860,9258,1603,7741,950,10287,1823,7628,1087,10530,1055,6254,1117,8426,517,3558,911,4985,95,1472,400,1969,7748,49150,7333,64232
11101,171,3461,245,3881,189,3063,169,3426,452,5712,321,6490,666,5964,382,7013,1063,6396,451,7903,1314,5884,434,7638,889,4865,464,6222,404,2571,406,3388,113,852,236,1201,5269,38777,3109,47159,163,3175,206,3545,246,2819,175,3238,730,5671,316,6716,1147,6082,306,7535,1824,6146,380,8352,2091,5660,440,8193,1239,5231,500,6968,445,3179,632,4254,80,1555,441,2076,7975,39517,3402,50890,332,6635,453,7423,434,5884,344,6660,1186,11382,640,13203,1816,12051,687,14552,2886,12543,830,16259,3411,11548,874,15826,2124,10093,970,13193,853,5751,1040,7646,194,2403,683,3279,13240,78289,6512,98050
11102,102,2141,168,2411,116,1905,125,2146,313,3517,221,4050,453,3545,226,4222,623,3757,287,4664,771,3781,304,4853,580,3333,383,4302,254,1692,273,2227,84,622,175,873,3307,24297,2150,29752,146,1974,136,2259,164,1743,111,2018,494,3563,188,4245,841,3512,206,4555,1111,3518,261,4886,1276,3622,290,5191,830,3329,398,4559,306,1907,393,2604,34,1039,380,1455,5203,24218,2355,31778,248,4117,305,4668,280,3650,234,4166,803,7086,412,8300,1291,7059,430,8775,1732,7274,539,9546,2052,7406,589,10044,1416,6668,777,8862,561,3604,667,4831,117,1664,551,2330,8503,48513,4505,61527
11103,188,4271,310,4769,323,6350,385,7056,777,11019,810,12601,1007,8710,630,10343,1442,8075,750,10264,1534,7165,734,9429,907,5272,670,6847,407,2656,581,3639,137,930,376,1443,6714,54437,5242,66391,250,4040,275,4562,425,6216,378,7017,1118,10490,624,12235,1614,8539,510,10656,2222,7697,574,10498,2446,6762,635,9840,1255,5445,674,7377,419,3418,823,4663,100,1802,969,2874,9845,54417,5460,69722,436,8309,582,9330,749,12563,767,14072,1895,21505,1434,24838,2614,17253,1135,21005,3657,15775,1325,20756,3980,13928,1366,19270,2168,10709,1341,14221,830,6073,1398,8303,235,2727,1347,4317,16566,108854,10704,136118
11201,112,1811,305,2231,71,1207,179,1457,238,2855,427,3522,410,3594,488,4496,585,4109,612,5307,874,4563,703,6140,513,3761,562,4835,224,1619,372,2207,82,636,241,961,3118,24147,3895,31161,82,1670,295,2043,106,1224,166,1489,381,3068,391,3838,711,3895,513,5117,1069,4314,588,5969,1441,4456,691,6587,723,3467,549,4740,279,1928,501,2706,51,1137,442,1624,4837,25149,4132,34113,196,3479,601,4278,176,2433,343,2947,618,5925,814,7353,1124,7487,1006,9609,1657,8425,1204,11284,2320,9012,1399,12726,1232,7230,1108,9579,496,3542,873,4910,134,1774,680,2584,7949,49300,8022,65274
11202,93,1857,336,2283,126,1542,220,1883,276,2596,318,3192,438,2901,368,3709,638,3634,479,4753,838,4091,579,5503,441,3030,450,3916,198,1373,309,1881,50,482,125,653,3091,21513,3175,27778,146,1804,273,2225,143,1492,192,1827,471,2642,321,3443,733,3068,376,4182,1046,3523,465,5031,1209,3712,501,5431,587,2826,425,3838,229,1603,382,2222,31,950,235,1221,4607,21625,3183,29417,240,3663,609,4510,271,3034,406,3710,755,5241,637,6631,1175,5973,745,7888,1689,7153,944,9788,2045,7802,1082,10930,1031,5849,871,7755,430,2983,694,4104,78,1433,359,1878,7703,43137,6355,57199
11203,99,2119,306,2526,98,1767,186,2059,270,3327,366,3964,432,4002,421,4859,643,4479,488,5615,888,4898,593,6374,659,4592,655,5898,336,2582,576,3491,104,1008,338,1453,3529,28773,3929,36237,119,2074,271,2466,118,1605,154,1876,452,3475,328,4258,821,4189,399,5406,1207,4597,491,6302,1583,5020,612,7212,917,4515,691,6129,384,2913,752,4040,74,1500,555,2132,5664,29893,4256,39810,222,4195,574,4990,214,3372,342,3929,722,6799,696,8219,1257,8192,816,10268,1857,9078,982,11917,2471,9914,1203,13583,1573,9111,1349,12026,717,5496,1329,7535,180,2510,896,3581,9198,58660,8184,76052
11301,92,1374,221,1685,69,1168,176,1415,192,2430,340,2963,273,2235,309,2815,425,2419,358,3201,403,2324,386,3114,231,1535,349,2117,114,945,274,1329,40,286,111,434,1840,14710,2514,19071,86,1267,213,1563,96,1053,140,1287,308,2360,293,2964,450,2062,307,2819,636,2189,321,3142,641,1926,362,2924,317,1520,342,2176,144,992,338,1472,35,513,236,782,2709,13889,2537,19131,177,2636,434,3245,171,2225,310,2703,507,4789,629,5925,718,4297,616,5639,1057,4605,678,6342,1044,4255,745,6041,544,3056,691,4295,256,1937,605,2805,75,798,342,1216,4546,28595,5057,38201
11302,21,321,65,396,14,278,53,340,45,568,132,746,81,621,129,833,117,749,150,1016,124,814,142,1076,99,685,129,906,44,368,91,503,10,83,58,159,553,4480,942,5976,28,281,65,374,28,260,34,319,88,550,60,698,124,597,73,796,166,663,101,925,221,753,122,1093,112,651,106,871,41,337,106,483,8,175,86,276,809,4264,766,5848,46,599,133,778,38,535,82,658,134,1113,191,1442,204,1222,204,1629,278,1410,251,1941,341,1564,266,2175,209,1334,238,1780,87,706,196,992,26,261,150,430,1367,8749,1710,11823
11303,130,2682,393,3205,161,2663,364,3189,369,4722,701,5798,518,4263,685,5466,663,4473,602,5742,772,4377,613,5764,504,3397,514,4419,228,1728,390,2345,65,638,126,833,3423,28943,4389,36761,184,2449,284,2921,236,2756,217,3214,629,4793,396,5822,903,4180,366,5443,1118,4327,413,5862,1325,4048,471,5852,717,3323,515,4551,297,2117,505,2921,52,1140,287,1475,5457,29145,3455,38059,316,5130,675,6126,395,5422,582,6400,999,9514,1102,11617,1420,8446,1046,10913,1783,8798,1017,11608,2101,8428,1082,11615,1221,6723,1027,8970,528,3846,893,5269,113,1779,416,2309,8889,58093,7841,74820
11401,117,2228,357,2701,156,1976,344,2471,390,3655,652,4696,563,3832,603,5001,778,4540,608,5930,1129,5574,656,7362,853,5785,787,7423,429,2894,617,3946,116,877,308,1302,4528,31358,4943,40827,159,2121,315,2594,176,1772,198,2152,597,3639,369,4605,890,3829,354,5073,1355,4495,502,6356,1867,5462,630,7953,1070,5669,786,7523,448,3051,762,4257,57,1301,492,1852,6621,31335,4421,42374,274,4345,677,5297,334,3742,542,4618,985,7292,1023,9300,1449,7660,964,10069,2136,9032,1111,12278,2995,11033,1291,15320,1918,11453,1575,14951,881,5938,1380,8202,176,2182,798,3158,11144,62692,9365,83202
11402,59,1189,194,1442,47,865,78,988,134,1677,164,1969,217,1955,204,2377,417,2344,262,3024,447,2417,233,3100,386,2624,298,3312,210,1420,223,1849,42,399,94,541,1959,14891,1749,18610,89,1326,168,1580,70,765,60,901,235,1646,122,1996,448,2057,187,2691,703,2501,234,3438,813,2481,261,3553,589,2855,348,3796,207,1514,300,2015,46,641,203,889,3203,15783,1881,20867,146,2519,360,3029,121,1627,142,1892,371,3321,284,3966,666,4009,388,5066,1115,4846,501,6469,1261,4901,492,6652,979,5484,643,7106,416,2930,519,3868,87,1043,295,1430,5161,30677,3633,39475
11501,218,4863,217,5298,228,4393,145,4764,446,6361,291,7098,862,8486,333,9684,1200,8426,365,9987,1285,7041,293,8617,805,5109,260,6179,311,2191,239,2748,92,724,192,1015,5447,47605,2346,55394,264,4494,189,4944,269,3920,114,4309,658,6509,297,7460,1392,9160,339,10895,1944,8539,361,10842,2064,6900,277,9239,1089,5170,310,6567,374,2499,337,3202,82,1310,495,1893,8129,48498,2725,59352,482,9353,404,10243,498,8306,268,9071,1102,12874,584,14564,2258,17652,669,20580,3141,16961,728,20833,3349,13942,569,17858,1894,10277,576,12751,678,4691,577,5950,179,2038,689,2906,13579,96104,5067,114744
11502,44,926,82,1054,38,764,59,866,74,936,70,1088,149,1176,86,1411,243,1646,126,2017,265,1336,102,1701,173,1163,94,1426,72,542,68,682,21,189,21,237,1078,8689,717,10478,52,816,87,955,42,691,46,780,105,943,62,1108,258,1259,88,1604,415,1579,110,2106,460,1161,114,1733,228,1080,116,1426,92,538,68,696,16,321,34,374,1678,8389,728,10787,90,1744,169,2004,85,1454,106,1642,187,1884,129,2198,406,2433,172,3013,657,3233,235,4125,727,2501,217,3437,399,2240,211,2856,167,1082,140,1380,42,514,53,608,2751,17076,1442,21273
11503,31,796,108,933,30,675,55,758,66,1104,91,1266,130,1218,124,1474,230,1602,182,2014,234,1324,154,1712,125,938,127,1184,53,325,53,434,8,99,20,118,908,8076,912,9893,45,688,106,835,50,668,62,778,126,1020,94,1244,256,1237,112,1608,378,1456,171,2005,353,1148,142,1641,198,836,124,1164,43,315,54,406,7,117,21,136,1454,7482,885,9823,78,1480,213,1769,81,1340,113,1535,190,2125,190,2510,386,2449,237,3078,608,3060,355,4022,581,2472,299,3357,328,1776,247,2351,97,641,105,839,10,210,35,259,2357,15556,1792,19711
11504,50,1217,78,1341,35,905,48,993,86,1611,84,1783,211,2298,120,2630,238,2102,133,2473,212,1354,80,1647,112,883,69,1060,48,312,33,385,5,69,10,85,1002,10737,654,12395,50,1139,74,1261,46,836,42,925,161,1659,90,1914,380,2392,121,2894,389,1901,104,2392,344,1219,78,1646,160,854,70,1081,39,323,44,409,9,110,21,143,1579,10446,637,12658,103,2355,150,2603,81,1740,93,1917,252,3267,174,3694,590,4692,234,5517,626,3999,238,4866,553,2577,161,3288,267,1737,143,2147,86,633,77,796,21,181,30,230,2578,21181,1295,25058
11601,260,3832,351,4438,284,4143,318,4748,803,9418,748,10967,1030,8454,639,10123,1006,6612,552,8171,909,5772,490,7169,520,3826,402,4750,253,1673,263,2185,42,564,134,735,5104,44292,3893,53287,245,3487,311,4044,356,3640,275,4276,1232,9210,660,11102,1525,7576,550,9643,1457,6226,485,8174,1422,5728,499,7646,693,3904,483,5078,232,2170,364,2765,49,1025,190,1259,7206,42967,3816,53991,504,7318,661,8481,638,7788,595,9022,2038,18624,1412,22074,2552,16029,1186,19767,2462,12841,1039,16342,2332,11500,990,14816,1214,7734,884,9823,482,3842,623,4951,86,1594,319,1998,12309,87260,7711,107280
11602,135,2940,198,3269,149,2525,268,2940,391,5593,701,6687,738,7229,705,8671,623,4932,439,5988,476,3279,253,4001,281,1831,181,2296,66,654,77,795,26,137,19,183,2885,29121,2836,34840,140,2700,168,3010,199,2336,111,2649,689,6300,339,7335,1170,6928,388,8491,989,4779,238,6008,726,3156,211,4095,375,1845,174,2387,76,718,94,892,8,258,35,299,4385,29013,1758,35157,280,5637,358,6281,347,4866,378,5589,1082,11893,1041,14026,1907,14162,1091,17161,1611,9704,677,11998,1200,6430,467,8099,657,3671,348,4683,146,1374,169,1686,37,399,56,488,7271,58140,4593,70004
11603,232,3702,491,4425,248,3548,371,4171,610,6607,620,7836,806,5918,556,7280,751,5512,585,6850,592,4296,461,5354,366,2673,383,3423,139,1033,198,1372,26,260,41,334,3782,33545,3712,41045,264,3553,423,4235,367,3514,306,4188,1175,6908,703,8785,1273,5804,621,7695,1296,5306,553,7155,981,4205,478,5666,494,2812,476,3785,131,1331,266,1728,22,654,75,755,6004,34088,3903,43988,491,7250,911,8657,617,7061,682,8361,1788,13511,1323,16626,2072,11717,1178,14970,2049,10814,1137,14007,1578,8505,941,11017,863,5484,859,7211,272,2368,464,3100,55,914,119,1084,9786,67634,7613,85030
11701,52,1204,135,1383,74,1671,173,1920,224,3804,419,4445,326,2942,280,3546,396,2331,236,2966,287,1714,192,2190,143,1208,155,1503,108,696,153,955,30,170,65,265,1635,15724,1812,19174,53,1105,106,1270,99,1630,150,1874,298,3666,369,4334,471,2876,270,3610,557,2153,190,2894,408,1634,196,2241,257,1331,186,1776,120,831,154,1102,14,366,115,497,2277,15595,1733,19597,108,2309,236,2650,174,3299,322,3793,525,7464,789,8778,795,5812,548,7157,948,4480,431,5856,695,3348,390,4430,399,2540,341,3273,225,1528,307,2053,48,537,175,765,3911,31317,3544,38768
11702,53,818,79,950,84,1677,181,1934,296,5237,618,6150,378,3885,431,4688,472,2863,358,3686,351,1998,241,2581,187,1299,181,1668,112,731,124,977,27,272,30,331,1950,18775,2245,22971,52,775,88,923,103,1942,199,2242,347,5443,630,6421,516,3934,411,4860,716,2586,258,3556,522,1913,197,2628,300,1270,153,1718,140,874,104,1120,18,453,51,528,2704,19188,2092,23988,104,1598,171,1874,189,3616,376,4178,643,10676,1250,12567,887,7816,845,9545,1181,5451,615,7248,867,3906,434,5212,479,2566,330,3384,255,1604,231,2091,45,724,84,856,4658,37961,4336,46956
11703,145,3109,600,3859,362,11057,2127,13546,1106,30120,5177,36404,1041,16000,2659,19706,1177,9684,1832,12693,999,6474,1289,8767,527,4074,866,5468,168,1716,446,2330,53,514,155,724,5584,82758,15153,103486,150,3940,598,4691,441,13308,1924,15670,1292,28753,4284,34325,1209,12418,1787,15415,1353,7020,1157,9535,1330,5404,1021,7748,672,3665,698,5037,203,1885,476,2570,29,808,249,1087,6684,77199,12200,96080,301,7054,1195,8552,803,24364,4050,29215,2400,58871,9461,70726,2251,28419,4449,35119,2527,16702,2989,22226,2330,11876,2314,16513,1200,7738,1567,10501,376,3600,924,4901,86,1317,403,1811,12265,159958,27351,199572
11801,90,2246,275,2616,121,2746,373,3242,394,10241,1578,12214,649,8412,1071,10137,832,6164,822,7819,894,4241,587,5723,539,3709,571,4820,235,1887,390,2517,115,840,220,1179,3873,40495,5882,50253,112,2267,233,2612,140,3203,439,3783,589,12032,1753,14381,928,8508,1073,10514,1423,5872,782,8077,1421,4219,627,6263,923,3920,653,5496,349,2309,573,3237,79,1475,440,1987,5968,43795,6578,56344,202,4517,514,5228,261,5947,809,7020,984,22278,3329,26591,1574,16924,2146,20645,2261,12031,1602,15897,2313,8456,1211,11985,1463,7630,1226,10315,586,4198,966,5754,193,2311,655,3166,9842,84297,12455,106594
11802,152,3596,381,4125,245,6579,841,7660,511,11138,1614,13259,750,8420,1209,10384,1017,6377,932,8328,908,4730,683,6326,516,3506,602,4625,292,1997,386,2670,99,854,177,1129,4490,47183,6827,58494,162,3550,307,4021,276,6455,596,7325,687,11496,1128,13311,1130,8664,815,10611,1652,6390,623,8674,1498,4717,561,6772,819,3774,540,5138,414,2436,447,3294,100,1556,396,2053,6736,49042,5419,61195,313,7148,690,8146,515,13027,1437,14983,1197,22633,2740,26570,1877,17080,2032,20992,2669,12765,1560,17000,2404,9451,1244,13097,1342,7278,1142,9762,701,4431,830,5967,200,2412,568,3181,11219,96233,12240,119690
11901,288,5000,520,5805,404,5222,491,6119,956,9784,972,11712,1223,8850,839,10913,1387,8163,811,10355,1284,7354,682,9316,741,4985,581,6302,369,2718,380,3463,124,1166,233,1525,6770,53241,5512,65520,317,4745,529,5594,489,5048,487,6024,1627,9873,916,12414,1957,8833,845,11633,2261,7897,779,10939,2019,6886,679,9584,952,4818,549,6323,384,3356,479,4218,89,2109,309,2505,10099,53567,5560,69222,603,9750,1047,11398,892,10273,978,12142,2583,19657,1893,24127,3182,17684,1678,22547,3652,16062,1582,21292,3304,14240,1357,18900,1692,9799,1133,12622,754,6070,862,7686,215,3274,541,4028,16864,106808,11073,134748
11902,204,3575,382,4167,293,4299,380,4965,877,9863,1026,11767,1139,7915,802,9853,1135,6658,657,8448,830,5252,478,6558,486,3675,402,4555,341,2261,271,2875,106,837,134,1072,5403,44325,4537,54269,261,3280,347,3877,391,3849,379,4621,1255,8966,858,11080,1549,7010,687,9240,1740,6199,651,8585,1349,5027,489,6860,729,3482,442,4654,398,2557,362,3312,57,1276,196,1529,7720,41647,4398,53763,462,6853,726,8045,683,8143,762,9584,2131,18835,1891,22854,2686,14924,1491,19093,2870,12850,1307,17034,2177,10278,969,13422,1210,7159,840,9212,733,4816,629,6186,158,2114,329,2601,13121,85978,8942,108033
11903,183,3506,261,3962,253,4601,288,5137,617,8912,619,10146,742,6573,427,7745,1110,6437,427,7978,1055,5553,414,7016,655,3944,321,4921,328,2322,279,2929,105,911,146,1165,5047,42760,3194,51003,218,3385,232,3834,278,4029,259,4566,902,8880,587,10372,1240,6855,438,8539,1755,6529,439,8722,1691,5711,400,7799,872,4105,391,5371,392,2833,366,3588,84,1818,343,2245,7436,44141,3452,55028,405,6896,492,7797,529,8631,543,9701,1518,17790,1205,20522,1989,13432,862,16276,2866,12960,871,16702,2740,11262,809,14809,1529,8047,720,10295,714,5160,643,6521,192,2727,492,3409,12484,86904,6644,106028
11904,166,3152,306,3620,248,4463,390,5100,826,11830,1074,13727,975,8198,710,9885,1072,6565,556,8193,897,5285,484,6665,616,4032,437,5080,321,2356,405,3087,106,942,293,1338,5233,46807,4652,56698,199,2981,245,3421,314,4348,388,5050,1114,11338,1056,13508,1411,7760,620,9788,1683,6331,549,8560,1446,5326,498,7271,866,4089,478,5430,420,2859,478,3760,77,1462,500,2038,7533,46484,4804,58824,362,6130,552,7044,561,8813,774,10147,1938,23166,2133,27235,2386,15955,1334,19672,2757,12894,1101,16749,2345,10609,979,13935,1477,8114,912,10504,746,5215,890,6846,190,2398,790,3379,12769,93298,9459,115524
12001,84,1734,157,1983,123,2508,183,2819,355,6562,595,7516,528,5383,410,6323,689,4137,303,5133,666,3338,265,4272,396,2553,244,3196,191,1427,155,1776,61,606,75,735,3083,28258,2394,33738,87,1714,112,1912,121,2647,216,2977,470,6869,605,7945,830,5461,435,6720,1219,4348,357,5929,1066,3499,331,4899,625,2718,283,3630,270,1735,218,2226,44,1086,143,1280,4735,30081,2703,37526,176,3444,267,3888,244,5159,397,5799,826,13432,1202,15461,1349,10849,846,13042,1904,8491,663,11061,1739,6839,598,9170,1016,5275,528,6820,459,3162,375,3998,106,1691,215,2011,7822,58340,5100,71258
12002,22,811,92,922,57,1230,132,1415,174,3492,456,4123,313,4389,448,5152,425,3316,348,4083,409,2177,274,2858,234,1573,177,1985,70,623,88,783,19,207,29,261,1730,17813,2035,21583,31,819,78,928,56,1302,147,1504,265,4028,450,4740,559,4608,455,5615,689,3337,340,4372,696,2330,278,3302,369,1758,195,2324,99,762,99,959,17,401,57,466,2780,19339,2097,24220,61,1629,165,1851,119,2531,272,2918,441,7514,906,8862,875,8993,898,10765,1116,6649,686,8452,1099,4513,551,6166,603,3336,370,4305,171,1386,188,1745,34,606,82,726,4509,37155,4131,45798
12003,196,3523,318,4045,334,6229,657,7220,798,14387,1391,16574,958,8701,793,10447,1205,7232,672,9106,1056,5666,531,7247,576,3708,386,4674,303,2411,277,2994,127,974,159,1261,5557,52825,5188,63569,189,3492,259,3936,348,6015,534,6903,1038,13638,1294,15968,1396,8509,776,10675,2036,7325,639,10004,1749,5634,508,7886,925,3895,396,5215,430,2926,349,3706,80,1806,264,2150,8186,53242,5017,66447,386,7020,571,7977,687,12243,1195,14123,1832,28028,2686,32542,2350,17207,1569,21121,3238,14556,1307,19108,2806,11300,1033,15141,1501,7606,785,9886,740,5338,628,6695,203,2779,426,3410,13745,106069,10203,130010
12101,131,2901,160,3192,122,2877,182,3180,394,7799,643,8836,651,7785,523,8959,829,5931,376,7135,808,4209,290,5309,525,3087,278,3884,193,1654,144,1988,74,736,100,916,3731,36976,2687,43399,124,2474,154,2752,154,3054,230,3436,570,8376,668,9607,1003,8131,540,9677,1301,6046,386,7736,1259,4406,334,6004,768,3276,261,4300,317,1995,232,2545,79,1324,192,1598,5581,39078,2994,47652,256,5369,311,5940,276,5936,408,6623,957,16173,1304,18445,1657,15910,1058,18632,2134,11975,758,14866,2072,8614,629,11314,1294,6356,536,8185,512,3651,377,4538,158,2057,296,2514,9316,76055,5681,91054
12102,99,2253,123,2475,96,2056,94,2251,268,4194,265,4732,520,5579,306,6402,680,4624,225,5529,674,3520,180,4375,390,2488,152,3039,198,1299,121,1612,49,468,59,574,2976,26488,1521,30986,104,2262,126,2492,120,1841,96,2060,442,4376,249,5067,773,5648,271,6692,1083,4586,253,5920,1048,3516,186,4752,581,2642,180,3405,212,1444,165,1824,31,804,119,958,4396,27128,1644,33171,208,4510,249,4963,218,3897,198,4314,719,8576,512,9800,1290,11229,577,13098,1762,9208,471,11445,1718,7038,366,9125,975,5135,328,6439,413,2745,289,3439,78,1274,180,1532,7370,53615,3170,64158
12103,211,4284,285,4772,151,3046,117,3318,288,4067,236,4589,600,6068,262,6933,1084,7257,376,8717,1049,5255,261,6565,720,4015,215,4945,387,2529,225,3144,185,1104,216,1500,4667,37626,2191,44480,185,4118,239,4538,199,3003,145,3347,361,4504,230,5086,1012,6895,310,8219,1738,7725,375,9839,1698,5045,263,7007,1089,4201,309,5598,509,2895,359,3765,134,1905,503,2543,6918,40295,2728,49936,391,8399,518,9309,350,6044,265,6664,645,8571,461,9680,1615,12963,572,15148,2825,14980,747,18549,2743,10302,525,13568,1802,8220,520,10550,890,5425,589,6905,316,3006,718,4039,11582,77924,4921,94421
12104,46,1510,145,1704,69,1833,246,2147,312,7633,822,8762,407,6590,648,7645,593,4658,462,5718,652,3736,428,4818,420,3236,326,3987,180,1475,184,1845,59,534,111,709,2751,31215,3367,37331,50,1511,120,1685,102,2109,207,2412,465,8805,871,10130,712,6993,629,8334,990,5148,480,6625,1163,4033,442,5632,802,3691,401,4893,276,1819,255,2356,77,1013,260,1341,4637,35113,3665,43418,100,3025,268,3393,174,3938,452,4564,772,16432,1690,18895,1120,13576,1277,15981,1587,9808,943,12343,1819,7770,863,10449,1222,6928,731,8880,460,3296,438,4197,139,1544,372,2052,7389,66326,7029,80751
12201,26,907,80,1013,45,841,88,970,116,2709,270,3089,172,3038,253,3463,279,2492,202,2973,330,1673,158,2166,217,1315,131,1656,91,622,89,801,23,250,67,338,1289,13838,1332,16460,28,902,69,995,43,877,79,1001,149,3019,270,3433,317,3003,246,3569,498,2388,175,3062,531,1585,162,2270,289,1296,147,1737,108,709,121,935,25,396,137,557,1995,14166,1394,17552,55,1813,149,2006,86,1723,167,1972,262,5722,538,6522,491,6046,499,7028,775,4876,384,6038,864,3255,320,4439,507,2607,273,3389,200,1332,202,1732,49,642,205,892,3278,28006,2726,34011
