SED_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SED30056,11,13,87,10,8,29,160,3,16,5,3,3,0,26,29,74,50,9,3,0,168,100,35,94,13,6,0,247,73,10,78,3,3,0,165,261,10,107,14,5,0,405,740,5,246,7,12,4,1010,1781,9,369,5,20,3,2189,1308,3,315,4,13,0,1644,763,0,196,0,7,4,972,340,0,76,0,3,0,414,194,0,43,0,7,0,237,87,0,25,0,0,0,116,103,0,25,0,0,3,132,52,5,54,5,6,10,130,5846,174,1769,76,99,54,8015
SED30057,10,188,67,17,554,151,993,3,142,10,7,44,3,207,32,391,67,32,119,3,640,103,296,108,46,87,6,639,124,73,98,12,23,0,336,170,69,111,0,24,3,384,269,50,141,3,44,0,504,352,23,145,0,39,3,566,194,4,83,0,23,0,308,38,0,27,0,3,0,73,18,0,10,0,3,0,25,4,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,5,28,59,43,10,133,4,283,1349,1296,904,126,1103,181,4960
SED30058,3,7,52,4,5,31,110,0,14,0,0,0,0,17,8,57,23,9,4,0,90,10,24,31,3,3,0,77,9,13,35,0,3,0,62,45,12,46,0,10,0,114,232,13,110,14,14,3,390,1289,4,300,12,24,10,1637,560,3,112,0,3,0,676,182,0,36,3,3,0,225,80,0,11,0,0,0,94,27,0,5,0,0,0,33,18,0,0,0,0,0,20,16,0,9,0,0,0,20,36,18,33,11,5,7,109,2516,165,805,52,77,59,3674
SED30059,3,3,55,0,13,66,146,3,7,0,0,0,0,10,4,41,13,0,6,0,65,3,34,44,0,74,0,167,6,13,35,0,22,0,83,15,14,53,3,66,3,160,151,12,151,3,67,3,384,1343,11,588,27,82,18,2068,1095,3,262,3,22,3,1387,367,0,89,3,7,0,462,150,0,25,0,0,0,184,54,0,11,0,0,0,73,33,0,3,0,3,0,33,17,0,4,0,0,0,24,56,9,32,0,16,14,123,3301,142,1368,47,389,113,5363
SED30060,7,44,81,0,43,69,240,4,66,13,4,14,0,101,32,312,70,16,28,13,459,213,361,171,36,64,13,849,216,86,166,24,35,3,536,425,96,275,26,96,0,921,979,68,362,8,45,7,1476,1104,18,170,0,8,5,1303,83,3,22,0,3,0,113,14,0,8,0,4,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,42,44,7,18,7,156,3107,1095,1382,125,353,122,6190
SED30061,11,41,44,0,5,29,133,3,57,4,0,0,0,65,30,235,65,24,10,0,358,70,170,89,6,4,4,345,166,77,100,8,16,0,372,535,64,215,10,145,6,977,1321,45,395,8,84,9,1866,1022,4,221,3,25,7,1287,191,0,48,0,12,0,244,38,0,7,0,0,0,47,5,0,11,0,0,0,26,6,0,3,0,0,0,12,0,0,10,0,0,0,10,3,0,13,0,0,0,22,36,52,47,11,22,12,187,3443,757,1269,67,333,67,5942
SED30062,15,27,26,7,5,35,110,3,42,0,3,0,0,49,11,185,20,19,20,7,258,23,172,43,7,31,5,275,34,58,39,3,31,0,165,260,94,93,13,168,4,627,1849,100,349,20,69,18,2396,3991,16,397,19,46,15,4480,768,3,67,5,5,0,846,166,0,13,0,0,0,180,60,0,7,0,0,0,71,20,0,3,0,0,0,22,3,0,0,0,0,0,3,3,0,4,0,0,0,8,97,34,35,10,11,10,199,7297,733,1085,95,393,96,9702
SED30063,4,22,165,3,87,145,432,4,20,19,3,19,0,67,60,65,144,14,46,3,336,301,34,262,14,38,4,656,366,22,224,7,24,9,641,800,13,254,10,42,11,1122,672,3,190,3,25,3,900,207,0,47,0,10,0,255,16,0,15,0,0,0,30,5,0,6,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,33,8,60,9,36,10,155,2472,180,1386,63,329,187,4622
SED30064,7,17,77,4,12,61,170,0,41,9,8,9,0,58,9,143,46,22,14,3,226,54,102,82,33,54,3,328,101,26,82,6,48,4,259,256,49,129,5,76,10,521,549,23,258,9,32,3,872,973,17,325,7,12,6,1335,524,0,79,0,3,0,612,105,0,11,0,0,0,122,13,0,7,0,0,0,20,7,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,8,38,25,46,7,19,10,142,2632,426,1149,96,282,95,4677
SED30065,0,14,60,0,10,72,166,0,23,3,0,0,3,29,4,114,26,3,7,3,158,18,51,54,5,4,0,132,47,25,74,0,10,0,157,102,18,125,0,8,0,258,428,21,221,0,11,9,695,1092,14,335,0,21,3,1470,910,0,196,0,7,0,1117,401,0,74,0,4,0,477,162,0,19,0,0,0,189,62,0,8,0,3,0,72,22,0,0,0,0,0,25,35,0,7,0,3,0,44,41,16,42,3,11,9,116,3318,297,1254,23,108,108,5101
SED30066,10,52,65,3,3,49,179,6,108,3,8,0,3,124,10,444,33,14,4,3,502,44,219,57,34,10,4,371,41,80,59,3,14,0,191,235,77,119,18,13,3,458,995,81,298,22,20,5,1427,3050,43,484,7,44,15,3640,886,5,114,0,7,3,1010,205,0,35,0,8,0,239,48,3,8,0,3,0,68,15,0,0,0,0,0,21,9,0,0,0,0,0,8,7,0,3,0,0,0,11,78,93,50,34,18,6,274,5639,1197,1323,142,136,94,8531
SED30067,9,19,48,3,8,27,108,0,23,3,0,0,0,27,8,122,14,7,3,0,148,24,79,45,0,5,3,156,45,40,54,7,6,4,154,149,61,97,7,230,0,545,795,61,251,11,36,4,1151,1684,17,278,11,25,5,2017,295,0,48,0,10,0,355,51,0,10,0,0,0,62,27,0,4,0,0,0,30,9,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,6,40,25,31,6,17,8,126,3123,442,890,48,342,50,4900
SED30068,11,43,47,4,17,49,170,3,62,0,12,0,0,84,39,326,51,15,14,3,450,78,162,99,68,63,12,477,135,64,114,15,20,0,353,685,63,292,33,59,11,1136,1971,44,453,23,31,24,2544,1351,5,219,6,15,9,1616,182,4,44,0,5,0,238,50,0,10,0,0,0,64,24,0,3,0,3,0,28,0,0,0,0,0,0,6,0,0,0,0,3,0,3,3,0,0,0,3,0,10,78,46,32,10,25,12,207,4611,830,1366,193,259,121,7385
SED30069,9,52,54,6,9,47,184,3,127,4,3,0,3,142,17,491,47,22,5,8,596,108,227,93,27,14,5,473,159,78,122,14,17,11,386,625,67,227,8,31,12,965,1530,83,429,6,36,15,2086,1579,11,281,12,14,8,1908,362,3,80,0,3,0,444,129,0,26,0,0,0,156,38,0,8,0,0,0,50,15,0,3,0,0,0,17,9,0,0,0,0,0,11,14,0,3,0,0,0,15,77,82,34,12,0,10,216,4664,1222,1418,105,136,108,7653
SED30070,3,10,64,3,5,48,137,3,9,3,11,0,0,25,11,46,33,6,12,0,112,54,33,81,72,15,6,263,145,15,85,3,6,0,255,312,13,102,33,7,0,471,180,12,124,3,9,0,323,731,14,234,8,14,0,999,1065,0,113,3,5,0,1190,144,0,31,0,0,0,180,50,0,6,0,0,0,54,13,0,7,0,0,0,17,8,0,3,0,0,0,9,3,0,0,0,0,0,8,46,8,46,10,10,7,123,2766,161,935,160,77,65,4158
SED30071,4,79,94,25,30,65,298,8,93,8,14,0,3,127,34,246,100,20,6,0,407,177,131,129,42,11,3,490,329,64,195,57,19,10,676,893,52,395,31,47,10,1427,1751,27,391,11,34,6,2222,517,4,158,9,13,6,712,48,3,21,0,0,0,72,21,0,11,0,0,0,29,5,0,3,3,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,7,58,54,56,14,21,14,223,3848,754,1562,224,190,125,6709
SED30072,6,24,42,3,9,36,113,0,37,3,4,3,0,47,9,185,26,3,7,3,239,56,117,46,42,23,7,302,62,47,47,0,21,0,171,146,42,74,24,92,11,387,518,52,191,15,45,4,817,1921,28,374,18,39,9,2394,459,3,58,0,10,4,533,78,0,20,0,0,0,91,24,0,8,0,0,0,33,6,0,4,0,0,0,13,5,0,0,0,0,0,5,6,0,0,0,0,0,7,33,33,28,9,8,18,132,3340,560,914,128,255,92,5284
SED30073,12,98,114,11,14,59,304,8,135,9,11,0,0,166,32,480,63,25,8,7,611,138,141,149,38,12,6,483,133,46,118,11,11,3,324,449,38,196,12,17,3,716,1409,26,403,10,21,9,1880,2467,12,585,9,27,17,3115,2174,3,519,11,37,3,2745,1040,0,224,6,18,7,1301,401,4,110,3,12,0,532,224,0,81,0,0,0,307,89,0,34,0,0,0,127,145,0,64,0,8,0,216,113,54,93,9,19,15,309,8845,1047,2760,156,197,125,13128
SED30074,12,23,164,3,204,199,600,4,30,17,3,26,3,86,80,117,170,25,69,0,455,368,79,283,32,84,10,855,358,14,274,11,37,4,700,937,12,316,3,40,6,1312,739,0,168,0,25,3,937,162,0,58,0,5,0,229,24,0,3,0,0,0,25,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,13,0,0,0,14,27,16,67,5,104,9,230,2715,293,1536,81,591,243,5453
SED30075,14,63,69,3,16,53,212,4,102,4,4,0,0,112,25,367,53,27,13,3,488,60,191,89,40,16,8,409,49,86,91,10,13,9,266,285,93,151,27,28,5,588,1494,77,470,7,49,9,2107,2644,31,667,20,105,17,3480,1366,6,252,9,28,7,1656,449,0,78,3,10,3,546,105,0,37,0,0,0,144,24,0,16,0,3,0,41,4,0,3,0,0,0,10,12,0,10,0,0,0,18,97,58,79,10,13,18,277,6630,1077,2060,162,309,122,10352
SED30076,0,6,40,0,9,28,90,3,9,0,0,0,0,9,8,41,25,8,3,0,79,15,48,36,5,27,0,123,7,17,42,0,13,0,85,38,9,74,0,3,0,127,605,23,219,6,22,0,872,1155,12,355,0,21,7,1552,489,0,102,0,9,0,597,112,0,28,0,6,0,143,26,0,3,0,0,0,35,9,0,3,0,0,0,9,0,0,0,0,0,0,5,3,0,4,0,3,0,7,36,11,33,0,3,4,91,2509,179,952,19,129,51,3836
SED30077,3,67,49,3,7,34,164,0,83,4,3,0,0,92,16,356,35,27,6,3,440,44,225,55,24,0,3,347,61,71,68,15,11,0,229,226,75,119,9,28,3,466,960,63,272,7,20,3,1330,2184,28,394,0,20,5,2623,882,6,160,3,6,0,1059,235,0,51,0,3,0,295,89,0,14,0,0,0,103,59,0,3,0,0,0,67,25,0,3,0,0,0,27,31,0,8,0,0,0,32,49,65,40,12,9,11,179,4866,1041,1285,104,105,61,7459
SED30078,14,3,87,4,3,31,143,0,3,0,4,0,0,15,8,25,40,0,8,0,87,19,14,37,5,34,0,111,8,11,36,4,18,0,77,18,21,51,5,9,0,107,193,42,86,12,12,3,355,1983,18,453,41,84,20,2595,756,0,148,0,9,3,922,224,0,53,0,7,0,283,74,0,10,0,3,0,87,14,0,5,0,3,0,20,7,0,6,0,0,0,8,7,0,6,0,0,0,7,54,12,62,9,19,9,164,3376,149,1078,95,217,67,4987
SED30079,10,32,109,6,10,41,203,5,50,7,7,3,0,66,32,208,91,13,24,3,375,30,164,83,21,37,3,338,42,64,64,13,23,0,199,67,59,100,18,50,5,291,481,90,234,13,30,8,856,1890,26,468,18,78,16,2497,620,0,209,10,39,0,881,174,0,74,3,10,0,257,64,0,35,0,4,0,105,18,3,16,0,0,0,40,7,0,3,0,0,0,12,8,0,9,0,0,0,15,74,45,81,5,16,11,237,3524,751,1571,124,321,85,6370
SED30080,18,3,108,0,38,77,246,6,8,0,0,0,0,14,17,14,47,0,10,0,93,127,8,65,23,10,0,230,74,3,72,0,6,0,162,461,4,148,15,7,8,645,1596,0,434,6,58,11,2112,2113,0,726,10,72,15,2938,1118,0,341,8,32,8,1509,523,3,149,0,10,5,688,294,0,53,0,3,0,353,138,0,29,0,0,0,165,79,0,13,0,0,0,94,124,0,37,0,0,0,165,108,3,75,3,22,16,226,6807,56,2312,63,269,155,9651
SED30081,9,32,44,0,0,25,120,0,42,6,3,0,0,50,6,147,35,5,3,4,206,44,173,61,15,12,0,298,67,74,57,5,10,0,204,477,108,142,4,481,5,1223,1599,63,401,9,97,5,2177,1216,15,225,4,29,0,1487,94,0,38,0,17,3,146,22,0,10,0,0,0,34,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,43,34,31,6,14,11,134,3586,677,1046,57,674,54,6095
SED30082,9,38,49,11,20,34,154,8,73,6,12,0,0,95,59,263,74,10,7,3,418,298,129,130,37,31,7,625,364,47,177,11,18,7,618,1000,43,271,8,33,4,1370,1773,21,364,4,54,7,2227,810,3,136,4,9,3,965,126,0,24,0,5,0,156,26,3,7,0,0,0,35,10,4,3,0,0,0,13,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,7,52,40,42,6,19,7,166,4537,667,1297,97,201,75,6868
SED30083,12,22,45,9,10,34,129,0,42,12,12,6,4,74,35,171,61,12,11,0,289,170,89,126,25,8,5,434,279,46,141,11,10,5,494,858,63,250,11,95,3,1289,2029,39,394,15,82,16,2565,1196,9,188,4,9,3,1401,166,0,25,0,8,0,197,23,0,3,0,3,0,28,3,0,3,0,0,0,9,0,0,3,0,0,0,3,3,0,0,0,0,0,6,3,0,0,0,3,0,5,46,42,33,14,8,5,151,4826,520,1281,115,251,73,7073
SED30084,9,120,57,3,40,59,293,4,186,7,9,3,0,209,46,561,69,20,10,11,716,332,280,153,60,28,10,860,587,69,195,9,33,8,897,1368,63,358,5,98,4,1899,1605,52,409,9,52,3,2133,1259,12,241,0,31,3,1550,309,0,80,0,11,0,401,85,3,32,0,3,0,124,20,0,9,0,3,0,35,7,0,0,0,0,0,12,5,0,0,0,0,0,5,13,3,0,0,0,0,14,70,55,32,8,15,12,199,5718,1404,1650,122,330,125,9346
SED30085,7,77,219,8,437,267,1010,3,62,23,3,52,4,145,82,135,204,27,111,3,553,418,125,218,27,65,4,861,321,29,203,10,40,5,612,479,18,159,8,31,4,704,411,4,94,0,18,0,528,149,0,47,0,8,4,215,18,3,13,0,3,0,41,6,0,3,0,0,0,15,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,36,24,76,5,133,9,289,1950,481,1260,96,905,303,4990
SED30086,7,65,56,3,9,33,178,0,137,6,3,0,0,144,19,372,35,3,10,4,449,42,355,54,19,17,7,492,40,105,42,11,10,5,213,550,114,153,13,33,10,867,1946,106,492,45,68,22,2669,2732,22,418,14,51,20,3256,273,3,71,0,3,3,345,35,0,4,0,3,0,43,11,0,6,0,3,0,18,3,4,4,0,0,0,7,5,3,0,0,0,0,3,7,0,0,0,0,0,13,96,67,45,8,12,14,236,5765,1342,1382,116,226,106,8941
SED30087,14,8,113,3,46,84,259,4,17,9,5,17,0,53,17,69,66,22,26,3,202,129,78,122,29,24,4,383,211,31,127,6,13,8,402,734,36,173,9,52,7,1002,1351,20,306,0,38,11,1727,1204,0,261,6,27,6,1501,276,0,81,0,12,0,372,73,0,18,0,7,0,100,16,0,9,0,0,0,28,12,0,0,0,0,0,13,3,0,0,0,0,0,4,3,0,3,0,0,0,9,63,12,53,0,30,5,165,4115,278,1333,81,290,125,6217
SED30088,28,106,45,8,11,25,224,4,142,0,0,0,0,144,29,438,27,9,4,0,515,49,338,47,27,8,0,472,89,117,75,3,6,4,299,868,199,158,22,28,12,1286,2633,111,465,24,89,31,3359,1988,18,292,20,47,15,2377,207,0,42,3,3,0,261,42,0,12,0,0,0,48,12,0,0,0,0,0,10,0,0,3,0,0,0,4,0,3,0,0,0,0,3,6,3,0,0,0,0,12,90,76,35,7,11,6,230,6045,1559,1210,122,214,97,9257
SED30089,6,62,56,4,3,38,176,4,80,10,3,0,0,93,29,359,56,17,8,3,476,72,115,92,50,9,3,343,64,45,76,9,0,0,193,243,31,131,10,10,0,428,962,28,343,9,22,4,1368,1837,14,420,4,25,6,2301,930,0,204,3,8,0,1150,227,0,56,0,3,0,286,77,0,32,3,0,0,112,50,0,16,0,0,0,67,15,0,5,0,0,0,23,16,0,9,0,0,0,25,54,46,45,9,5,14,176,4594,783,1540,113,93,80,7208
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,19,92,125,20,7,43,298,0,193,4,21,0,0,227,14,292,49,79,5,4,450,92,103,96,117,12,7,422,83,33,83,29,9,0,243,371,57,182,32,20,0,662,896,28,365,24,24,6,1350,1482,18,442,8,25,4,1988,819,8,223,6,18,7,1070,254,0,82,4,16,3,352,102,0,30,0,3,0,144,47,0,18,0,3,0,71,32,0,13,0,0,0,41,24,0,17,0,0,0,42,51,46,58,12,7,9,188,4285,878,1799,354,151,87,7548
SED40002,3,58,70,6,4,39,182,0,143,6,15,3,0,167,27,188,71,27,8,0,320,80,104,122,43,8,0,359,101,32,115,20,9,4,286,568,30,242,3,18,4,872,753,14,408,12,15,3,1207,601,8,296,0,19,0,933,161,0,67,3,3,0,239,35,0,16,0,0,0,53,8,3,0,0,0,0,14,3,3,0,0,0,0,9,0,0,0,0,0,0,4,8,3,0,0,0,0,10,25,22,45,15,8,3,123,2379,609,1462,151,104,63,4764
SED40003,3,3,59,9,3,46,125,4,13,5,17,0,0,35,6,17,25,24,13,0,79,18,4,45,11,0,0,73,35,0,38,4,0,0,73,182,0,94,0,8,0,286,373,0,169,0,15,0,556,280,0,135,4,7,7,435,214,0,81,0,0,0,293,98,0,40,0,4,0,140,55,0,13,0,0,0,72,31,0,3,0,0,0,35,10,0,0,0,0,0,14,22,0,7,0,0,0,31,21,3,15,9,11,0,50,1352,40,731,74,62,55,2309
SED40004,0,10,38,3,0,23,79,3,28,0,7,0,0,39,6,75,18,36,5,0,136,22,37,45,25,3,4,130,17,4,49,4,0,0,88,149,8,102,11,6,0,270,472,3,230,5,7,3,720,512,5,200,0,7,4,731,153,0,48,3,3,0,208,49,0,15,0,0,0,63,20,0,5,0,0,0,27,10,0,0,0,0,0,12,3,0,8,0,0,0,7,10,0,7,0,0,0,14,20,16,32,9,3,5,82,1446,186,805,100,37,42,2615
SED40005,11,25,116,9,109,106,386,4,123,20,33,18,9,209,84,189,231,33,110,6,646,422,146,395,43,120,7,1126,211,32,188,5,24,0,469,299,12,117,0,23,0,457,141,0,68,0,10,0,210,38,3,17,0,6,0,64,7,0,3,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,17,30,63,17,29,9,162,1233,572,1225,145,447,139,3768
SED40006,0,92,67,4,3,43,217,0,254,14,26,3,10,308,15,432,57,43,8,4,555,44,207,111,46,6,3,418,72,78,123,20,15,0,304,335,92,274,22,35,5,769,779,104,421,22,50,11,1387,701,24,251,6,30,5,1010,59,3,33,0,4,0,102,7,3,8,0,3,0,18,5,0,0,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,63,42,17,5,12,159,2052,1361,1390,208,165,94,5267
SED40007,8,68,55,3,3,28,165,3,160,6,11,0,4,185,15,225,29,14,5,0,285,40,95,63,9,6,0,217,60,20,70,7,4,0,167,243,25,149,9,18,3,439,376,37,265,0,24,3,707,473,14,236,0,15,3,743,231,0,73,0,0,0,308,84,0,25,0,0,0,110,37,0,9,0,0,0,43,19,0,0,0,0,0,22,11,0,3,0,0,0,19,10,0,0,0,0,0,9,31,37,38,9,6,11,139,1637,684,1021,65,91,52,3555
SED40008,0,86,64,14,4,31,206,8,255,3,46,0,3,317,13,432,73,34,14,4,575,50,189,98,85,13,0,437,61,86,88,17,19,0,272,236,121,242,25,39,3,666,596,103,404,26,54,5,1188,793,27,325,6,26,3,1182,171,0,66,0,7,4,250,36,0,17,0,0,0,64,0,0,9,0,0,0,11,3,0,5,0,0,0,12,0,0,3,0,0,0,7,0,4,3,0,0,0,11,35,71,35,36,8,11,202,2016,1390,1434,279,185,70,5369
SED40009,0,3,35,4,0,25,73,0,3,10,0,0,0,10,3,14,32,5,6,0,60,13,7,49,3,29,0,93,13,0,29,0,6,0,45,67,3,74,8,9,0,166,218,0,132,0,15,0,367,299,0,146,0,12,3,455,87,0,50,0,0,0,142,34,0,15,0,3,0,53,11,0,7,3,0,0,22,0,0,7,0,0,0,10,0,0,0,3,0,0,6,0,0,3,0,0,0,3,7,0,10,8,0,0,33,754,28,591,33,79,37,1525
SED40010,6,50,85,16,16,41,207,0,141,16,44,0,8,209,31,217,59,34,11,0,350,48,67,121,39,11,0,282,77,23,84,0,12,0,205,485,24,282,3,17,0,815,847,14,394,7,24,3,1287,719,4,331,3,9,0,1067,333,0,112,3,6,0,455,137,3,43,0,3,0,190,64,0,21,0,0,0,90,21,0,7,0,0,0,35,12,0,3,0,0,0,13,11,7,8,0,0,0,26,24,30,46,31,6,4,143,2823,579,1609,178,120,58,5371
SED40011,3,89,61,15,5,36,207,4,276,10,25,0,7,318,26,504,68,87,3,8,703,38,307,90,127,9,7,579,45,123,81,24,6,0,285,291,94,219,31,14,3,661,788,107,391,26,22,8,1332,765,31,300,6,24,3,1126,142,3,51,3,3,0,200,9,5,16,0,0,0,25,9,0,4,0,0,0,12,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,3,3,0,0,0,12,35,104,42,18,11,7,223,2154,1651,1335,360,111,81,5692
SED40012,9,105,66,11,10,35,233,0,285,12,24,0,7,330,25,517,55,36,12,3,646,51,338,100,79,18,3,594,73,113,89,26,12,0,325,394,105,247,37,48,7,838,865,139,407,13,76,8,1514,621,40,262,6,39,3,976,78,11,45,0,8,0,139,9,3,3,0,0,0,19,3,0,4,0,0,0,12,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,7,39,88,60,19,8,8,218,2180,1754,1352,255,231,70,5848
SED40013,4,4,86,13,30,68,208,0,26,12,11,7,0,54,27,51,87,31,36,3,235,123,40,149,29,27,8,381,117,6,158,6,12,0,309,487,10,227,8,16,8,756,601,0,187,3,11,4,805,128,0,32,0,3,3,170,9,0,7,0,0,0,18,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,24,5,24,12,21,5,98,1533,149,980,111,168,95,3038
SED40014,3,14,21,3,0,17,62,0,10,0,9,3,0,26,0,52,9,15,3,0,81,14,35,27,15,0,3,89,6,10,34,3,0,0,47,31,10,73,0,3,0,128,432,21,248,6,7,0,721,361,3,128,0,4,0,498,37,0,11,0,0,0,51,13,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,5,18,10,4,6,50,908,174,584,57,23,28,1772
