SED_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED30055,32,100,383,5329,8635,1272,280,267,16296,0,19,338,475,42,0,0,22,897,0,4,145,341,7,0,0,13,516,0,25,484,817,47,0,3,38,1415,4,100,17,52,0,0,0,15,185,0,3,4,0,0,0,0,0,7,0,10,0,0,3,0,0,3,19,0,0,0,0,0,0,0,0,0,4,119,19,47,3,0,0,13,208,0,0,0,3,0,3,0,0,14,0,7,9,9,6,0,0,9,38,38,253,891,6209,8700,1280,283,321,17965
SED30056,11,103,1186,3747,2749,1086,276,186,9347,4,15,66,16,9,0,0,5,117,8,66,331,542,46,20,3,20,1029,11,81,391,563,51,15,3,28,1149,34,577,782,274,42,12,24,42,1785,23,265,1871,407,12,4,3,43,2624,14,390,1389,451,20,3,3,37,2311,0,0,0,0,0,0,0,0,3,64,1233,4046,1134,78,20,23,124,6722,0,8,10,15,11,0,0,0,43,0,14,13,13,6,3,7,60,119,90,1441,5647,5467,2888,1127,314,399,17377
SED30057,28,213,1000,4386,1853,324,139,263,8214,9,207,470,206,70,14,4,32,1014,0,17,76,39,4,0,0,18,161,12,228,545,240,76,14,4,50,1175,0,141,285,54,11,0,0,32,532,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,144,294,54,11,0,0,33,540,66,130,35,40,28,5,6,76,376,17,34,43,60,26,7,8,30,220,118,743,1919,4785,1996,353,156,455,10520
SED30058,4,48,446,5514,6081,1544,251,145,14031,0,20,64,112,14,0,0,3,217,0,21,111,854,71,4,3,19,1072,0,43,170,962,90,4,3,21,1290,13,70,172,36,0,0,0,12,293,0,10,75,19,0,0,0,3,110,0,3,22,12,0,0,0,0,37,0,0,0,0,0,0,0,0,0,8,81,269,62,3,0,0,19,442,0,0,0,0,3,0,0,0,4,0,3,3,4,0,0,0,7,25,20,174,888,6541,6176,1547,251,191,15799
SED30059,14,98,448,4647,5774,1393,403,211,12998,0,11,172,635,42,3,0,20,873,3,12,646,2503,283,17,0,64,3537,3,26,814,3137,320,19,3,87,4410,10,118,91,52,0,0,0,32,305,0,72,193,86,3,0,0,3,355,0,11,265,102,0,0,0,8,388,0,3,0,0,0,0,0,0,4,12,200,549,234,3,0,3,42,1045,47,157,98,18,5,0,0,25,351,0,6,8,10,7,3,3,127,170,79,483,1922,8048,6120,1420,410,491,18970
SED30060,38,168,1136,7190,5477,704,131,356,15208,0,16,275,97,15,3,0,21,432,0,16,105,13,0,0,0,3,139,0,29,382,113,16,3,3,22,571,4,139,524,141,33,3,0,45,895,0,0,27,86,0,0,0,3,109,0,0,9,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,138,561,237,35,3,0,47,1026,57,101,80,40,19,3,3,23,326,3,14,10,27,17,0,3,12,85,110,446,2168,7602,5567,718,143,468,17217
SED30061,11,54,488,6741,4512,873,205,226,13111,13,108,928,154,14,0,0,52,1273,3,59,323,165,7,0,0,16,573,16,169,1255,313,25,0,0,66,1849,4,122,194,68,3,3,0,23,421,0,20,203,15,0,0,0,3,236,0,0,3,13,0,0,0,0,16,0,0,0,0,0,0,0,0,3,9,138,394,94,3,3,0,25,675,0,0,0,9,5,0,0,0,17,0,0,4,4,3,0,0,5,16,35,368,2140,7166,4546,885,207,330,15665
SED30062,20,99,1153,6908,10276,1269,243,359,20316,0,32,508,577,29,4,0,34,1182,0,8,212,1506,152,5,0,44,1930,0,39,717,2086,186,5,0,78,3112,0,46,273,133,12,0,0,21,497,0,64,69,0,0,0,0,12,154,0,40,95,10,0,0,0,3,151,0,0,0,0,0,0,0,0,0,0,156,438,147,14,3,0,42,802,16,55,14,6,0,0,0,10,100,0,0,8,30,14,0,0,4,58,39,345,2334,9174,10488,1276,244,486,24387
SED30063,47,406,2405,8112,4928,830,227,435,17390,3,32,218,59,10,0,0,21,345,0,0,9,0,7,0,0,3,16,3,32,230,64,12,0,0,20,363,3,70,224,43,7,0,0,19,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,73,224,45,7,0,0,20,380,42,104,40,30,12,3,0,24,263,3,25,27,54,25,16,3,29,178,108,642,2925,8299,4989,848,231,530,18575
SED30064,35,301,1426,6975,5312,1046,256,316,15673,4,57,402,337,15,3,0,23,837,3,58,299,242,10,0,0,12,623,5,113,700,578,27,3,4,31,1461,20,238,387,68,12,3,0,32,752,0,11,24,3,0,0,0,0,44,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,3,21,20,268,415,71,11,5,0,38,822,74,169,72,19,9,0,0,34,378,9,14,13,35,26,4,0,10,122,136,870,2634,7674,5388,1062,263,431,18449
SED30065,29,176,1073,6503,6088,1060,183,268,15385,4,95,541,341,27,0,0,59,1069,7,92,741,613,80,11,0,40,1580,12,191,1281,952,99,10,3,99,2652,28,137,492,162,13,0,0,41,868,0,35,267,84,0,0,0,3,399,0,0,33,54,3,0,0,0,86,0,0,0,0,0,0,0,0,0,27,169,793,295,11,3,0,47,1354,7,20,12,8,3,4,0,8,77,12,17,44,39,10,6,3,25,156,94,576,3203,7799,6223,1078,189,448,19617
SED30066,19,93,1396,7740,3868,897,192,307,14500,0,51,351,141,3,0,0,27,568,0,110,455,989,46,6,0,33,1637,0,162,807,1126,50,9,6,53,2205,14,395,1012,240,4,0,0,77,1753,10,51,887,92,3,3,0,31,1075,3,237,876,152,0,0,0,28,1306,0,0,0,0,0,0,0,0,7,30,691,2776,493,9,6,0,133,4145,0,3,7,8,4,3,0,0,25,0,6,10,23,11,3,3,21,81,46,948,5005,9389,3935,911,204,514,20949
SED30067,8,92,387,6492,6673,1252,304,221,15433,7,151,688,208,32,0,0,23,1098,3,10,178,693,49,4,0,11,951,9,161,865,897,82,7,0,38,2055,6,79,201,117,7,0,0,16,425,0,6,3,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,83,203,120,9,0,0,23,451,4,10,6,3,4,0,0,0,28,0,3,6,6,6,3,0,0,30,27,347,1466,7526,6770,1259,310,280,17991
SED30068,22,116,1221,7313,6267,744,150,355,16193,7,178,808,770,118,3,0,74,1964,7,257,721,343,38,8,0,60,1429,18,431,1532,1116,154,13,3,132,3394,5,299,310,92,6,0,0,62,778,7,35,171,43,0,0,0,0,262,0,3,102,27,0,0,0,5,145,0,0,3,11,0,0,0,0,14,14,339,591,171,10,0,0,74,1204,69,293,134,17,7,0,0,41,556,4,5,16,22,9,5,3,4,66,127,1183,3489,8645,6443,761,156,604,21408
SED30069,22,170,1837,7082,3432,833,158,272,13800,7,75,501,137,14,0,0,28,764,4,100,347,506,31,0,0,30,1026,10,176,849,646,42,0,3,59,1792,32,515,1042,307,31,9,3,86,2030,16,73,372,241,9,0,0,25,733,33,99,606,735,13,0,3,25,1507,0,0,3,0,0,0,0,0,4,87,689,2025,1276,56,9,4,132,4274,32,96,40,22,8,3,0,10,214,3,15,15,13,5,3,0,13,71,155,1146,4774,9046,3544,843,165,487,20158
SED30070,21,212,1539,5002,7688,1564,317,332,16681,0,46,230,216,16,3,0,24,527,0,0,0,47,11,0,0,3,64,0,45,226,260,23,3,0,26,588,42,103,414,92,3,0,0,21,680,0,0,23,13,0,0,0,0,39,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,104,440,105,3,0,0,26,721,11,61,22,4,0,0,0,12,106,0,8,19,21,15,3,3,4,70,76,435,2247,5390,7733,1571,323,393,18167
SED30071,19,164,2206,7458,4237,682,157,354,15266,3,139,676,187,22,3,0,53,1081,6,128,173,102,13,0,0,27,453,4,264,849,292,38,4,0,77,1533,10,169,374,129,8,0,0,33,730,0,5,16,10,0,0,0,3,35,0,0,51,24,3,0,0,4,81,0,0,3,4,0,0,0,0,10,10,170,448,165,11,0,0,44,860,17,24,15,19,7,3,0,10,94,0,5,27,22,12,4,5,39,112,54,625,3549,7959,4306,689,165,524,17867
SED30072,8,115,1294,7219,4777,817,163,248,14652,3,119,458,463,8,0,0,41,1098,5,55,391,903,19,0,0,31,1403,11,175,850,1365,28,0,0,69,2500,30,321,197,219,9,0,0,27,806,8,47,101,22,0,0,0,5,184,12,36,27,3,0,0,0,0,79,0,0,0,0,0,0,0,0,0,49,402,324,245,10,3,0,37,1069,8,99,28,10,0,3,0,14,164,0,5,12,42,9,0,0,11,82,73,809,2507,8882,4825,826,165,378,18469
SED30073,9,116,963,2836,1659,729,273,193,6780,0,32,44,29,13,0,9,3,138,5,77,287,422,72,19,7,35,915,3,107,333,456,86,16,13,40,1051,87,1292,1407,260,57,15,29,120,3271,91,755,2422,436,35,9,4,104,3851,62,1637,3736,1303,100,13,0,138,6997,0,0,4,3,3,0,0,0,20,241,3685,7576,2004,195,39,40,366,14139,3,18,17,27,14,3,9,0,90,7,28,44,32,12,4,5,32,165,258,3958,8932,5353,1968,785,340,631,22219
SED30074,50,343,2133,7571,4972,874,192,389,16539,0,61,465,121,14,0,0,39,703,0,5,44,19,4,4,0,3,81,0,69,507,145,18,4,0,41,782,0,83,373,81,7,0,0,39,585,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,88,382,81,7,0,0,41,595,46,94,49,28,16,4,6,24,267,3,3,37,63,30,7,6,10,153,98,593,3112,7892,5043,890,203,505,18345
SED30075,17,88,657,4534,4095,878,192,266,10716,14,91,1276,720,35,5,0,205,2354,11,147,552,1634,128,7,3,73,2546,24,237,1830,2351,168,12,3,273,4904,22,315,419,151,10,5,3,44,972,9,524,1066,178,0,0,0,128,1908,38,964,1901,381,14,3,0,121,3421,0,3,0,0,0,0,0,0,3,72,1807,3390,706,35,7,3,294,6310,10,23,9,11,3,0,0,7,67,4,12,23,21,11,5,0,72,148,125,2160,5906,7633,4307,901,205,911,22145
SED30076,7,45,227,6676,5666,1339,281,208,14458,9,8,226,98,14,6,3,9,360,0,9,653,540,60,6,7,17,1292,12,10,879,637,71,9,7,20,1655,0,58,239,157,27,5,0,12,503,0,0,0,0,0,0,0,0,0,0,12,14,7,7,0,0,0,38,0,3,0,0,0,0,0,0,8,0,71,251,165,31,5,3,14,545,10,46,25,9,0,0,0,7,104,0,4,0,11,3,0,0,5,20,33,185,1380,7494,5780,1358,293,251,16772
SED30077,9,85,1242,6058,3119,1098,187,231,12031,0,40,168,72,3,0,0,14,298,7,163,481,803,27,0,0,68,1555,6,203,654,872,28,3,0,84,1855,18,378,970,243,14,0,0,37,1667,12,251,1523,142,4,0,0,41,1976,8,164,499,68,0,0,0,27,770,0,0,0,0,0,0,0,0,0,43,796,2988,453,21,0,6,106,4415,0,0,4,4,0,0,0,0,12,0,0,15,17,4,4,3,49,94,63,1090,4904,7406,3179,1110,191,462,18403
SED30078,14,43,159,3084,7789,2271,445,229,14032,0,0,117,303,12,3,0,39,484,3,14,231,2815,84,3,0,66,3207,3,14,351,3119,99,6,0,109,3694,0,19,21,39,0,0,0,5,81,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,21,21,47,0,0,0,5,100,8,48,15,10,0,3,0,5,92,0,4,17,8,7,3,0,69,103,33,126,563,6262,7898,2281,441,420,18025
SED30079,35,202,658,6098,4552,1525,585,362,14020,14,82,249,176,36,3,4,198,764,3,52,377,1653,145,9,0,76,2320,22,132,625,1827,182,9,4,281,3088,0,64,189,48,7,0,0,19,325,3,17,57,28,5,0,0,4,121,3,8,9,13,0,0,0,3,33,0,0,3,0,0,0,0,0,3,12,90,253,87,11,0,0,21,483,0,4,5,0,0,0,0,0,21,3,32,16,14,21,4,0,27,117,64,468,1561,8031,4774,1545,588,691,17724
SED30080,3,30,201,3000,3053,965,196,142,7593,0,92,481,390,26,4,0,30,1023,0,26,348,1206,258,27,4,42,1919,4,119,835,1598,281,30,4,73,2942,19,285,923,235,28,3,7,63,1570,7,582,1946,207,18,0,0,76,2842,136,2068,3832,1010,57,14,11,229,7348,0,3,3,0,0,0,0,0,9,165,2936,6701,1457,95,11,19,375,11765,16,19,15,11,4,0,0,4,75,5,21,54,42,11,0,0,20,157,196,3125,7814,6098,3445,1016,226,614,22537
SED30081,8,67,546,7580,6766,911,161,319,16365,3,42,245,184,64,3,0,42,588,0,11,80,111,11,0,0,6,214,4,55,329,289,76,3,0,47,798,0,6,59,41,6,0,0,4,125,0,0,20,8,0,0,0,0,29,0,0,9,0,0,0,0,0,6,0,3,0,3,0,0,0,0,5,0,14,90,53,6,0,0,4,165,13,40,8,5,3,0,0,5,77,0,0,0,12,8,0,0,17,42,28,180,972,7937,6862,920,164,391,17452
SED30082,11,97,1332,7319,4889,962,177,299,15088,5,263,1144,481,39,4,0,68,2000,0,84,341,162,28,5,0,24,642,5,353,1485,636,64,9,3,93,2641,10,129,718,175,14,0,0,34,1085,6,14,34,0,0,0,0,3,60,0,0,35,17,6,0,0,6,65,0,0,0,0,0,0,0,0,0,18,140,786,197,28,3,0,45,1210,3,10,12,9,4,0,0,3,36,0,24,18,26,21,0,0,8,103,35,621,3631,8187,5004,972,179,446,19077
SED30083,7,55,728,7178,5488,764,123,252,14600,11,344,1450,868,18,7,3,96,2794,9,86,308,229,16,0,6,27,680,14,430,1756,1096,39,7,10,122,3477,0,45,696,286,6,0,3,45,1087,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,52,699,286,6,0,3,45,1095,12,34,6,27,36,11,0,6,128,0,12,11,30,6,0,0,87,150,36,577,3213,8622,5577,777,138,507,19447
SED30084,31,184,1740,5218,3376,671,165,216,11606,31,238,1380,149,19,0,4,74,1890,4,238,1224,306,29,8,8,46,1852,33,479,2602,452,43,6,6,118,3741,32,261,793,180,11,0,4,73,1347,0,64,611,181,3,0,0,30,889,12,117,707,562,3,3,0,27,1432,0,0,0,0,0,0,0,0,3,39,438,2108,922,22,4,3,127,3664,54,106,45,19,4,3,0,15,247,4,16,37,35,8,0,0,33,127,165,1222,6528,6644,3462,684,180,501,19385
SED30085,68,406,1755,5619,3915,804,201,370,13140,10,79,136,152,32,7,0,33,438,0,4,11,9,0,0,0,0,32,10,84,147,160,35,7,0,31,469,4,24,178,96,18,0,0,15,339,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,8,4,22,177,100,18,0,3,18,348,33,57,28,37,14,7,6,38,219,5,21,13,48,19,11,8,24,146,120,583,2122,5968,4013,822,219,485,14329
SED30086,18,169,1162,8355,6307,901,204,391,17495,6,143,542,312,33,0,0,45,1087,0,56,760,820,44,3,6,63,1744,8,196,1299,1130,82,3,5,111,2830,8,234,304,217,10,0,3,44,817,0,63,51,29,14,0,0,10,167,0,0,7,0,0,0,0,0,9,0,4,3,0,0,0,0,0,3,8,296,361,249,28,0,5,57,1000,24,31,13,6,0,0,0,5,78,0,10,12,18,14,3,0,12,81,63,694,2852,9758,6419,912,212,573,21480
SED30087,44,305,1262,6824,7091,911,171,390,16999,8,62,206,265,52,0,0,34,639,6,46,275,238,25,4,0,19,611,12,110,480,506,75,4,0,49,1244,8,101,406,175,8,3,4,63,756,3,8,120,17,0,0,0,3,160,0,13,22,7,3,0,0,0,49,0,0,0,3,0,0,0,0,4,10,124,547,207,14,3,4,72,975,57,98,46,39,15,3,0,48,302,3,39,58,59,28,3,0,66,261,134,672,2396,7634,7221,931,175,619,19785
SED30088,23,70,419,8513,4677,799,146,411,15058,5,62,383,324,38,0,0,35,848,6,112,1000,1060,48,4,4,83,2321,11,175,1389,1382,88,4,7,117,3165,3,177,346,90,0,0,0,42,663,0,3,25,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,10,41,3,181,393,95,0,0,0,56,733,0,0,15,74,10,3,0,15,118,0,28,24,23,6,0,0,12,89,38,462,2234,10090,4789,810,153,601,19172
SED30089,12,98,1412,6039,3345,1041,292,231,12484,0,22,55,42,6,4,0,8,132,5,177,700,1015,64,9,0,39,2008,5,203,753,1053,67,12,3,52,2141,27,704,1096,268,25,3,9,77,2221,34,211,1007,118,7,3,0,22,1412,3,30,221,207,9,0,0,7,489,0,0,0,0,0,0,0,0,6,59,948,2333,601,49,5,8,115,4120,0,0,5,9,3,0,0,0,15,0,9,18,22,13,0,0,10,76,83,1257,4523,7728,3471,1062,309,406,18841
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,0,129,1065,2784,1419,351,91,82,5928,13,463,938,452,48,7,0,57,1982,4,128,1159,1059,129,13,4,59,2566,16,594,2099,1512,175,27,7,112,4543,17,377,924,154,3,3,0,50,1535,18,174,625,83,7,0,3,43,963,63,769,1695,355,35,4,3,56,2983,0,0,4,0,0,0,0,0,9,99,1326,3258,599,41,8,8,153,5490,0,14,30,22,10,4,6,12,104,6,11,32,18,5,0,3,38,109,124,2084,6484,4938,1654,386,109,397,16170
SED40002,0,101,1364,4821,1790,254,47,143,8517,10,247,1182,660,48,5,3,66,2214,3,29,126,209,26,0,0,10,397,9,271,1307,865,75,9,3,76,2611,24,428,1712,177,12,0,0,56,2412,0,38,142,8,0,0,0,7,189,0,16,204,20,0,0,0,7,248,0,0,0,0,0,0,0,0,0,30,480,2058,200,12,0,3,73,2853,0,3,11,7,0,0,0,0,23,0,3,11,16,8,0,0,5,41,41,846,4750,5910,1877,261,58,296,14039
SED40003,4,72,840,4047,3269,816,158,104,9308,3,177,1025,468,48,0,0,50,1764,0,97,282,360,67,4,0,13,833,3,279,1302,823,114,8,0,63,2596,3,133,276,32,3,0,0,20,459,0,0,13,0,0,0,0,0,13,0,28,22,13,0,0,0,0,64,0,0,0,0,0,0,0,0,0,3,159,311,43,3,0,0,18,535,0,0,3,5,0,0,0,0,8,0,3,4,15,3,0,0,0,25,12,513,2466,4931,3393,825,157,183,12477
SED40004,4,56,777,5652,2933,475,97,136,10128,5,97,933,465,29,0,0,53,1593,0,24,113,207,44,10,0,9,404,5,119,1046,674,70,9,3,57,1995,0,150,266,42,0,0,3,25,493,0,41,59,25,0,0,0,10,129,0,0,14,0,0,0,0,0,15,0,0,0,3,0,0,0,0,3,0,193,343,71,8,0,3,32,645,5,0,6,7,4,0,0,0,19,0,6,12,12,4,0,0,4,39,11,369,2183,6417,3018,487,99,236,12828
SED40005,22,202,1509,6906,2775,364,60,301,12138,3,58,383,212,9,3,5,53,724,0,0,0,0,0,0,0,0,3,3,58,383,213,8,3,5,53,723,6,109,355,27,4,0,0,36,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,109,355,27,4,0,0,36,537,24,56,38,31,8,0,0,13,180,0,10,5,35,14,5,0,12,91,59,443,2286,7208,2810,372,63,420,13666
SED40006,17,137,1824,6111,1614,214,35,213,10175,14,235,1399,931,96,11,10,82,2778,6,58,296,533,97,23,3,23,1034,15,287,1700,1461,194,32,10,105,3813,10,107,525,37,6,0,3,24,703,0,9,108,3,0,0,0,9,127,0,20,177,18,0,0,0,9,226,0,6,6,0,0,0,0,0,13,6,144,810,67,6,0,0,37,1073,5,10,8,15,7,0,3,0,42,0,3,14,32,10,0,0,0,63,46,581,4358,7684,1830,248,59,360,15168
SED40007,8,49,730,5474,2385,363,62,127,9197,3,159,726,769,77,5,0,57,1804,0,7,117,447,210,13,0,9,817,3,168,844,1218,290,22,7,72,2617,6,260,938,121,3,0,0,43,1370,3,18,187,18,0,0,0,10,240,0,0,43,5,0,0,0,7,56,0,0,0,0,0,0,0,0,3,10,279,1169,147,3,0,3,62,1663,0,0,3,3,0,0,0,4,11,0,3,17,12,12,0,0,4,45,20,497,2766,6857,2687,385,65,257,13536
SED40008,13,103,1605,5200,1465,190,51,195,8821,9,276,1298,989,121,14,7,90,2791,0,19,362,681,100,10,0,25,1204,9,290,1658,1671,213,23,5,111,3993,3,70,530,80,0,0,0,26,705,0,3,50,4,0,0,0,0,57,0,27,77,0,0,0,0,3,110,0,6,4,3,0,0,0,0,21,6,105,658,88,0,3,0,28,886,0,3,10,23,8,4,3,0,52,0,5,4,14,0,3,3,8,38,26,504,3938,6991,1696,222,64,343,13792
SED40009,9,87,665,5484,3932,708,150,122,11159,0,42,188,124,26,0,0,9,386,0,3,22,57,5,3,0,61,156,0,42,212,186,31,8,0,70,542,0,11,257,50,3,0,0,9,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,257,50,3,0,0,9,339,13,33,5,3,3,0,0,3,69,0,3,4,3,4,0,0,3,12,23,185,1146,5719,3979,711,149,207,12121
SED40010,11,84,1259,4296,1763,334,58,120,7920,0,242,1397,667,69,11,3,47,2430,0,67,639,868,103,17,0,39,1728,0,310,2034,1527,170,25,3,80,4160,11,460,1473,113,3,0,3,46,2106,0,27,180,0,4,0,0,7,216,0,11,100,27,0,0,0,3,144,0,4,0,0,0,0,0,0,4,8,498,1748,141,9,0,3,57,2474,0,9,12,10,9,0,0,5,56,0,4,16,18,7,0,0,7,55,22,912,5073,6000,1960,360,63,264,14655
SED40011,9,73,1294,5243,1292,219,43,145,8322,8,305,1479,1538,138,18,11,103,3590,0,28,282,550,39,12,3,19,928,5,330,1753,2088,180,29,12,121,4517,3,264,1243,246,4,0,0,53,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,264,1243,246,4,0,0,53,1823,0,0,3,3,0,0,0,0,9,0,0,15,33,8,0,0,9,63,25,671,4318,7612,1481,245,55,332,14735
SED40012,19,105,1447,5951,1653,260,47,188,9670,18,210,1232,1315,188,14,7,112,3095,0,10,102,230,34,5,3,6,389,20,221,1333,1542,220,21,7,118,3484,4,204,831,43,0,0,0,50,1140,0,8,26,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,219,857,46,0,0,0,50,1173,0,4,3,14,5,3,0,0,39,0,6,7,31,5,0,0,8,53,43,551,3644,7588,1883,282,59,363,14416
SED40013,27,213,1926,6565,2939,394,72,252,12399,0,57,411,138,5,0,0,34,651,0,0,23,68,16,4,0,5,122,0,57,434,200,26,4,0,36,769,0,34,104,20,3,0,0,0,169,0,12,15,11,0,0,0,0,32,0,0,5,3,0,0,0,0,13,0,0,0,3,0,0,0,0,3,0,45,125,36,3,0,0,0,214,13,51,17,23,6,0,0,7,120,0,0,16,33,13,4,0,7,69,47,375,2518,6860,2986,403,72,305,13564
