SED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SED21503,3,16,198,233,72,59,12,11,3,609,0,0,0,0,5,0,0,7,0,18,0,0,5,9,0,3,0,0,0,17,22,93,111,404,133,111,86,59,18,1041,65,129,261,467,221,201,204,150,57,1745,1741,3207,4916,9004,3924,3384,2782,1736,754,31444,0,0,4,11,3,3,0,0,0,21,3265,5707,6304,9846,4666,3483,2678,1468,659,38088,4,9,45,68,7,7,3,0,0,138,0,0,3,35,27,29,16,13,0,124,0,0,4,17,8,7,0,0,0,29,0,0,9,21,12,4,0,0,0,43,0,0,0,13,10,6,12,0,0,40,40,80,1137,1891,354,297,123,53,12,3979,0,0,5,19,37,41,61,70,16,244,0,9,5,43,20,50,56,23,18,226,12,40,58,228,177,192,186,143,77,1107,0,6,15,41,29,16,9,8,3,114,0,4,3,10,6,4,4,3,0,31,0,9,11,32,26,17,53,34,26,205
SED21608,0,3,3,14,7,0,0,0,0,28,0,0,0,0,8,0,3,7,0,16,0,0,0,3,0,3,0,0,0,9,3,16,32,70,41,39,35,25,14,278,96,185,277,526,365,368,302,156,59,2337,1805,3772,4011,7279,4215,3942,3044,1432,640,30145,0,0,6,0,0,0,0,0,0,3,3431,7132,7091,11791,6462,5925,4212,1843,778,48668,0,0,3,6,0,0,0,0,0,11,0,0,0,0,5,3,3,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,14,13,5,9,3,0,46,0,0,0,3,4,3,0,0,0,10,0,11,197,129,28,16,3,0,0,383,0,0,0,3,13,19,21,17,3,65,0,4,0,0,3,4,3,0,0,13,7,52,38,201,343,413,396,202,49,1703,0,0,9,13,3,3,0,0,0,28,0,0,0,11,10,0,4,3,0,27,0,3,5,19,28,41,109,36,13,247
SED21706,0,4,86,159,76,90,37,21,4,482,0,0,0,6,3,3,0,0,0,14,0,3,3,14,4,3,0,0,0,26,14,41,81,305,140,122,110,83,31,935,86,125,233,460,204,189,156,128,137,1727,1702,4040,5590,9010,4828,3742,2671,1801,1369,34747,0,3,9,25,11,5,4,0,0,64,3115,6856,6513,8368,5576,4033,2564,1512,1274,39809,0,0,17,33,5,4,0,0,0,67,0,0,3,18,7,3,7,4,3,37,0,0,11,26,16,11,3,0,0,77,0,10,7,51,33,14,11,0,0,128,0,0,3,20,15,10,8,5,0,63,61,235,1847,2688,751,557,225,134,39,6539,0,0,0,3,18,18,14,25,10,87,0,12,4,20,16,26,28,21,8,140,24,122,112,332,339,289,241,148,90,1692,0,0,7,38,11,10,11,5,3,90,0,14,11,34,32,15,9,8,3,113,3,7,23,46,34,25,58,34,25,267
SED21805,4,0,4,68,15,6,5,0,0,101,0,3,0,14,13,14,11,6,0,62,0,4,7,36,9,7,6,0,0,65,6,37,62,345,177,136,103,63,12,949,113,188,233,668,311,316,270,190,103,2393,2346,3851,3754,10193,4862,4104,3034,1671,816,34627,0,0,9,43,31,23,8,0,0,116,4417,6899,6151,13635,6019,4766,3151,1458,681,47177,0,0,3,26,4,4,0,0,0,37,0,0,3,23,18,16,3,3,0,61,0,3,8,39,15,8,10,0,0,78,3,6,4,50,18,8,3,3,3,101,0,0,6,33,27,30,24,6,0,119,0,32,51,232,88,81,30,5,5,539,0,0,5,29,32,35,39,12,3,161,0,10,4,19,26,31,28,26,11,154,17,100,121,566,674,651,643,383,153,3309,0,3,32,79,66,27,8,9,3,230,0,0,4,11,13,6,8,4,0,49,0,4,6,58,41,59,102,59,25,362
SED21906,4,3,25,59,17,15,3,0,0,115,0,0,0,4,3,5,3,0,0,17,0,0,8,9,12,9,8,0,0,49,16,114,148,819,375,393,525,300,236,2938,103,123,183,720,230,221,177,133,112,1983,1998,3502,4093,11113,4071,3528,2677,1593,1262,33840,0,0,0,3,0,0,0,0,0,5,3474,6043,5065,11013,4512,3790,2034,884,528,37346,0,0,5,46,0,0,0,0,0,50,0,0,0,13,6,0,3,4,0,30,0,0,0,6,0,0,0,0,0,12,14,14,21,107,40,21,10,3,0,225,0,0,0,23,12,11,6,0,0,47,14,61,860,826,185,169,54,51,20,2242,0,0,0,17,8,8,16,14,4,69,0,0,0,0,9,22,42,30,15,119,31,99,139,728,325,266,248,140,92,2069,0,4,0,19,9,8,7,0,0,46,9,45,29,137,37,17,68,30,8,374,3,3,19,79,43,24,208,63,83,525
SED22005,12,34,218,807,505,485,196,96,59,2406,0,0,0,3,0,0,5,0,0,13,0,7,9,22,3,0,0,0,0,40,49,133,139,642,313,281,263,147,70,2039,94,122,205,543,216,217,217,210,164,1998,2203,3509,5059,11208,4397,3838,3112,2300,1313,36946,0,0,23,37,14,7,4,0,0,95,3805,5482,5114,7254,3351,2285,1429,1008,816,30545,10,22,31,128,26,22,3,0,0,248,0,0,3,21,13,13,13,6,0,67,6,33,161,590,354,349,189,59,36,1777,4,4,5,36,5,8,3,0,0,75,0,0,0,38,32,23,50,22,3,164,30,103,2025,2443,467,472,145,145,71,5907,0,0,3,6,21,25,70,60,13,201,4,5,16,24,18,60,80,28,15,250,15,56,44,223,193,150,150,119,62,1019,0,0,20,60,55,34,19,7,0,193,0,7,4,27,8,9,9,7,0,75,0,0,10,37,23,19,48,47,32,224
SED22105,0,10,14,119,32,27,7,3,0,210,0,0,4,8,10,9,3,3,0,44,0,10,21,70,17,4,0,0,0,124,15,149,283,762,313,211,119,55,23,1928,227,352,349,945,345,276,204,114,105,2925,4827,7228,5895,17216,5429,3891,2576,1295,587,48955,22,116,570,940,199,86,34,7,3,1981,8929,11128,7327,15122,5047,3613,2175,1041,438,54828,0,6,5,95,8,3,0,0,0,121,0,3,16,65,28,21,9,3,0,146,8,29,50,301,87,65,21,7,0,569,0,17,4,22,16,6,3,0,0,67,0,0,7,83,73,34,44,11,0,254,7,50,108,468,151,81,43,14,4,923,0,0,3,39,46,28,22,15,3,154,0,40,32,79,38,23,18,13,5,249,12,127,93,507,544,500,511,279,87,2661,0,27,58,332,115,75,26,8,3,647,0,4,3,18,7,4,7,3,0,53,0,7,20,47,33,33,73,41,12,275
SED22201,0,0,8,42,10,14,15,0,0,92,0,0,0,0,7,14,8,8,0,36,0,0,5,10,3,5,0,0,0,23,6,18,27,149,75,67,70,44,25,483,61,114,151,408,198,179,184,155,96,1544,1886,3393,3530,8370,4128,3702,2997,1871,997,30871,0,0,0,4,5,0,0,0,0,11,3660,6061,5932,11419,5534,4803,3298,1821,931,43462,0,3,0,12,3,0,0,0,0,21,0,0,0,9,3,3,0,0,0,22,0,0,4,36,19,14,6,4,0,86,0,3,4,31,12,13,8,0,3,77,0,0,0,16,12,8,9,6,0,46,14,56,111,579,144,125,50,25,9,1107,0,0,0,0,13,27,9,8,0,62,0,3,5,12,9,5,13,5,0,59,12,51,57,340,437,488,602,419,214,2624,0,0,3,15,20,4,3,0,0,54,0,0,0,10,9,7,9,8,0,38,0,0,9,40,45,56,105,91,29,371
SED22305,3,15,52,325,155,140,32,14,16,755,0,0,0,0,0,5,3,0,0,12,0,3,5,23,0,0,0,0,0,32,25,122,288,882,402,380,231,167,58,2552,202,304,300,852,333,319,278,200,100,2881,2614,4219,4408,11003,3952,3963,2897,1911,857,35833,63,390,1440,2835,509,174,67,11,8,5499,4545,5475,4291,5868,2260,2219,1414,772,350,27184,6,22,27,173,29,15,7,0,0,271,3,7,107,362,254,234,88,57,13,1123,5,14,58,240,114,98,49,14,4,590,0,0,3,12,4,3,0,0,0,27,0,0,3,60,55,67,69,27,4,276,15,44,151,591,281,295,155,123,36,1682,0,0,35,194,109,176,122,81,21,735,8,48,24,48,34,56,40,28,12,287,4,23,13,103,141,230,274,192,66,1051,5,9,24,175,81,75,39,29,9,443,0,0,3,16,12,4,8,4,0,46,0,4,50,31,18,23,90,57,24,297
SED22404,0,0,0,10,0,0,0,0,0,13,0,0,0,0,6,5,7,8,3,32,0,0,0,0,3,3,0,0,0,9,0,13,15,66,45,55,44,43,19,294,102,239,213,576,414,439,342,161,66,2550,1494,3582,3032,6340,4324,4569,3521,1579,679,29115,0,0,0,0,0,0,0,0,0,0,2814,6728,5519,10007,6551,6538,4841,1956,748,45696,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,0,0,7,0,0,3,12,3,0,0,0,0,21,3,0,0,31,9,20,7,6,0,78,0,0,0,9,3,4,3,0,0,16,0,8,16,31,22,11,6,8,0,102,0,0,0,0,8,9,5,9,0,28,0,0,0,0,0,3,4,3,0,13,7,36,79,249,506,662,728,336,108,2712,0,0,0,4,0,9,0,0,0,16,0,0,4,7,8,6,7,3,0,37,0,0,3,35,62,73,154,94,21,449
SED22501,0,3,0,22,10,10,0,0,0,39,0,3,3,9,14,6,8,3,0,38,0,0,4,5,7,8,3,0,0,21,6,29,21,147,94,91,72,44,26,528,52,91,81,258,171,179,160,95,62,1156,1741,3760,3561,7281,4644,4538,2900,1301,621,30348,0,0,3,0,0,0,0,0,0,3,3355,7018,6630,10994,6653,6317,3791,1459,593,46802,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,5,0,3,0,10,0,0,0,10,0,0,0,0,0,6,0,5,11,40,29,19,5,0,0,121,0,0,0,8,7,6,4,0,3,22,5,48,55,365,78,60,39,17,0,664,0,0,0,3,25,31,21,21,3,106,0,0,0,15,9,23,27,6,3,91,16,130,143,413,513,463,384,202,71,2323,0,0,0,16,9,7,0,0,0,32,0,0,3,16,13,18,7,3,0,67,0,6,3,53,41,27,122,46,14,315
SED22607,6,18,50,262,120,120,58,54,14,704,0,0,0,7,3,0,3,0,0,16,0,0,0,11,0,0,0,0,0,18,32,76,202,835,213,118,109,57,50,1691,125,183,271,870,277,269,166,140,77,2372,1871,3573,4447,11622,4561,3817,2265,1574,919,34640,0,0,0,10,0,3,0,0,0,22,3315,6315,6556,13007,6140,4820,2242,1043,706,44141,0,0,7,39,6,4,4,0,0,64,0,0,3,18,13,9,12,14,0,70,0,0,3,12,8,4,3,0,0,34,5,13,10,70,29,5,8,0,0,142,3,0,6,55,18,20,19,7,3,120,10,29,276,500,127,120,57,67,50,1228,0,0,0,17,36,22,24,18,6,126,7,23,3,32,20,40,37,32,11,201,23,58,59,427,256,212,169,73,29,1314,0,0,0,22,6,7,8,3,0,51,0,0,4,54,11,6,10,6,0,95,0,0,12,58,26,23,72,21,10,218
SED22704,0,0,0,9,3,0,0,0,0,14,0,0,0,0,3,4,8,4,0,20,0,0,0,3,6,3,0,0,0,15,3,7,13,48,35,48,56,33,18,254,119,237,273,602,473,538,452,299,140,3131,1583,3625,3331,6543,4658,4984,4055,2214,1007,31997,0,0,0,0,0,0,0,0,0,3,3066,6780,6169,10670,7206,7774,6026,3059,1243,51980,0,4,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,3,8,5,5,0,0,0,26,4,3,0,20,10,8,4,3,0,55,0,0,0,0,3,0,3,3,0,8,3,15,164,40,20,5,3,3,0,261,0,0,0,3,13,9,16,4,0,46,0,0,0,10,0,9,8,0,0,29,0,32,42,149,292,372,464,252,79,1686,0,0,0,3,4,3,0,0,0,18,0,0,0,3,3,7,4,0,0,24,0,0,7,22,26,51,131,59,21,326
SED22802,0,4,11,19,3,0,0,0,0,37,0,0,0,3,6,3,3,0,4,22,0,0,0,9,7,4,0,0,0,19,0,8,19,88,65,46,38,39,9,320,47,120,143,357,236,175,189,102,73,1440,1759,3646,3716,7609,4241,3594,2715,1311,510,29105,0,0,0,0,0,0,0,0,0,3,3409,6840,6734,12321,6020,4860,3173,1247,408,45007,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,7,0,0,0,7,3,3,0,0,0,13,3,0,5,15,18,12,6,0,0,70,0,0,0,5,5,10,4,0,0,29,5,21,50,163,66,47,19,4,0,370,0,0,0,6,5,9,20,14,0,61,0,0,0,4,0,8,7,7,0,29,0,51,104,301,623,606,653,381,125,2846,0,0,0,6,12,4,3,3,0,25,0,3,3,7,9,5,10,0,0,46,0,3,5,29,44,62,100,72,22,331
SED22901,0,4,8,97,63,69,23,8,3,275,0,0,0,3,5,8,7,8,3,28,0,3,3,12,0,4,4,0,0,27,3,17,41,171,104,119,96,79,76,709,59,72,96,265,140,173,175,135,101,1210,1566,3025,3488,7624,4008,4199,2978,1623,1051,29563,0,0,7,23,15,8,3,0,0,48,2994,5255,5500,8710,4331,4335,2836,1323,776,36062,0,0,0,13,4,8,3,0,0,27,0,0,0,6,4,5,3,0,0,19,0,0,3,57,70,52,18,11,3,207,0,0,7,21,14,19,3,3,0,60,0,0,0,14,14,12,16,3,0,56,39,196,289,1498,472,315,167,88,45,3099,0,0,0,11,10,18,22,14,3,83,3,3,3,25,15,29,35,5,3,132,0,47,48,248,337,401,509,307,169,2068,0,0,8,21,12,18,13,0,0,69,0,0,0,7,7,3,4,3,5,36,4,6,9,40,27,52,124,110,30,399
SED23007,22,78,536,2087,1128,1012,342,179,59,5451,0,0,0,9,3,4,0,0,0,15,0,0,0,19,0,3,0,0,0,19,34,96,300,978,328,229,192,124,56,2339,215,226,380,1092,384,310,240,157,95,3101,2566,3676,5598,14754,4642,3840,2544,1630,830,40082,0,14,52,124,24,6,3,0,0,219,4460,5775,6441,11916,3512,2363,1162,593,412,36637,14,16,73,435,21,6,3,0,0,568,0,4,11,68,30,39,40,24,0,212,0,4,0,36,21,29,12,8,3,114,0,3,13,67,13,3,5,0,0,110,0,4,7,71,45,45,68,22,4,261,16,43,633,1067,302,252,109,76,54,2549,3,0,0,46,58,76,144,102,17,445,0,20,12,32,17,25,38,20,8,180,8,33,55,405,173,178,114,54,35,1073,0,8,3,101,46,31,12,4,0,208,3,0,7,43,8,0,4,0,0,66,0,0,15,63,15,19,109,32,13,266
SED23101,0,11,21,167,147,137,65,26,16,576,0,0,0,3,3,3,6,3,0,17,0,0,3,12,8,5,3,0,0,28,3,53,56,175,113,114,130,112,44,797,53,86,90,245,134,150,153,132,114,1157,1474,3436,3604,7506,4098,3650,3445,2406,1190,30810,0,0,3,22,14,12,5,0,0,56,2766,5633,5002,6345,3883,3147,3083,2226,1025,33112,0,3,6,36,21,9,7,0,0,81,0,0,0,6,0,5,4,0,0,30,0,0,9,39,54,61,37,13,3,211,0,5,4,21,9,20,7,4,4,77,0,3,3,12,5,9,17,0,0,47,77,318,883,2845,961,672,378,185,62,6375,0,0,3,0,15,16,27,33,10,100,0,0,3,12,5,27,44,29,13,135,11,70,61,189,238,238,286,241,125,1455,0,0,12,36,24,36,8,10,0,125,0,0,0,9,9,11,5,0,3,42,3,10,5,22,28,27,96,73,20,276
SED23205,0,4,3,27,4,7,0,0,0,45,0,0,3,7,11,8,11,6,0,57,0,0,3,19,11,4,0,0,0,42,6,49,58,269,106,113,118,73,34,830,111,206,273,608,365,310,277,211,92,2459,1822,3312,3694,8121,4250,4010,3297,1989,1075,31563,0,0,9,16,4,7,0,0,0,34,3432,5787,5891,11358,5320,4741,3491,1785,957,42757,0,0,0,7,4,0,0,0,0,17,0,0,11,43,37,49,14,12,4,167,0,0,3,11,3,4,3,0,0,28,0,7,6,34,14,13,11,3,0,90,0,0,3,21,19,8,16,7,0,64,7,24,109,227,84,60,21,20,5,562,0,0,0,27,25,20,27,25,3,135,0,3,3,7,8,14,31,6,3,70,11,163,141,460,653,755,790,551,267,3804,0,0,12,37,22,6,4,3,0,97,0,5,4,15,14,15,15,4,3,71,0,15,27,45,59,76,116,77,25,440
SED23308,0,0,7,32,8,6,0,0,0,52,0,0,0,3,5,9,12,4,3,44,0,0,3,11,0,0,3,0,0,16,6,20,42,138,60,55,54,50,36,466,93,158,243,542,321,271,240,212,115,2192,1829,3260,4077,8763,4389,4124,3104,2105,1244,32889,0,3,11,19,3,0,0,0,0,37,3445,5937,6883,12921,6636,5987,3912,2280,1308,49309,0,3,3,23,0,0,0,0,0,35,0,0,0,7,9,11,5,4,0,37,0,0,0,3,3,0,0,0,0,9,8,8,11,46,18,8,9,0,0,104,0,0,0,3,3,4,3,0,0,11,4,23,120,279,54,34,15,3,8,533,0,0,7,7,22,30,20,35,10,127,0,3,0,16,0,3,6,3,0,36,8,61,52,286,316,381,355,253,120,1836,0,4,7,34,6,3,5,0,0,56,0,0,8,28,10,9,6,3,3,58,0,4,8,25,15,25,108,53,34,284
SED23402,0,0,3,13,4,8,0,0,0,31,0,0,3,13,13,5,5,5,0,44,0,3,3,19,9,10,4,0,0,40,4,35,73,242,146,77,69,49,22,734,111,193,220,534,288,253,189,106,49,1954,2436,4559,4605,9513,4953,3888,2695,1402,685,34736,0,3,17,54,18,10,0,4,0,96,4705,8291,7865,13206,6473,4942,2969,1413,628,50496,0,3,4,31,14,0,0,0,0,49,0,0,3,19,14,7,11,4,0,56,0,0,0,16,3,0,0,0,0,24,0,7,11,42,27,8,8,3,0,103,0,0,0,34,20,16,14,8,0,96,4,28,60,212,76,49,24,6,0,463,0,0,3,22,27,31,39,15,9,142,0,23,12,45,21,7,22,9,0,146,13,137,203,515,759,680,621,403,157,3489,0,0,11,51,25,17,3,4,0,105,0,0,4,15,11,12,8,3,0,52,0,3,18,34,51,59,95,61,22,347
SED23502,0,0,3,23,3,3,0,0,0,41,0,0,0,9,6,6,12,3,0,31,0,0,0,0,3,0,0,0,0,9,0,9,6,40,34,36,43,31,10,208,114,210,247,528,408,494,488,289,166,2940,1537,3309,2728,5810,4002,4873,4450,2368,1029,30099,0,0,0,0,0,0,0,0,0,0,2839,6134,5047,9168,6109,7321,6557,3172,1158,47505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,3,10,6,12,10,5,0,55,0,0,0,5,3,6,4,0,0,14,0,8,3,38,17,13,6,0,0,77,0,0,0,0,4,6,12,5,0,32,0,0,0,4,0,4,6,10,0,26,0,26,25,127,255,404,679,400,116,2041,0,0,3,4,4,13,5,0,0,36,0,3,4,5,3,4,8,3,0,32,0,0,3,19,27,50,140,86,21,347
SED23602,0,0,3,21,13,3,0,0,0,37,0,0,3,0,3,5,4,3,0,21,0,0,0,0,3,4,4,3,0,14,0,5,10,39,30,45,54,18,15,223,105,224,184,498,369,468,396,232,99,2574,1498,3366,2695,5986,3952,4502,3648,1885,945,28478,0,0,0,3,0,0,0,0,0,3,2923,6160,5125,9795,6140,6574,5023,2404,1078,45222,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,20,0,8,3,21,13,6,11,0,3,64,0,0,0,3,3,6,3,0,0,18,0,7,3,60,12,14,4,4,0,101,0,0,0,3,7,5,15,10,4,51,0,0,0,7,0,7,14,0,0,28,0,17,37,155,300,438,601,307,112,1977,0,0,3,6,4,5,0,0,0,24,0,0,3,0,3,0,6,4,0,13,0,0,0,19,28,43,114,54,22,282
SED23702,0,0,0,11,3,0,0,0,0,19,0,0,3,13,16,11,10,3,8,70,0,0,0,5,4,3,0,0,0,22,0,10,18,90,84,67,54,30,12,354,97,181,226,539,346,329,267,141,63,2188,1921,4280,4477,8777,5289,4565,3212,1502,541,34573,0,0,0,0,0,0,0,0,0,3,3944,8048,8540,14084,7426,6117,3730,1481,505,53876,0,0,0,4,0,0,0,0,0,4,0,0,0,11,3,3,3,0,0,20,0,0,4,23,3,0,3,0,0,38,0,0,3,35,9,15,8,3,3,77,0,0,0,8,14,9,3,0,0,32,0,3,15,32,30,25,8,0,0,108,0,0,0,10,13,20,13,11,0,73,0,0,0,7,3,13,7,0,0,33,3,90,158,484,903,906,949,557,143,4187,0,0,0,7,3,8,3,0,0,21,0,0,7,9,9,3,4,3,0,37,0,3,10,34,43,61,111,57,14,339
SED23806,3,11,111,165,43,41,15,7,0,389,0,0,0,5,4,6,4,4,0,27,0,0,4,17,3,5,0,0,0,33,17,50,104,441,111,68,91,45,42,966,64,122,240,592,209,167,167,122,103,1791,1522,3570,5066,10581,4406,3543,2809,1522,978,33996,0,0,7,5,0,0,0,0,0,10,2735,5998,6875,11049,5441,4413,3280,1579,887,42265,0,5,12,73,0,0,0,0,0,91,0,0,3,8,9,0,3,4,0,29,0,0,16,12,4,3,0,0,0,31,4,13,17,97,35,17,7,4,0,191,0,0,0,9,8,3,5,3,0,27,29,166,712,1253,445,257,114,65,25,3070,0,0,0,8,6,8,10,19,3,60,0,4,3,16,8,9,22,4,3,77,44,194,178,519,376,305,298,157,51,2122,0,0,0,35,16,0,6,3,0,67,0,31,20,103,25,8,12,0,0,201,0,15,15,67,29,18,80,21,21,264
SED23901,0,7,30,138,36,38,14,6,4,269,0,0,3,6,5,3,3,4,4,28,0,0,0,16,3,3,4,0,0,22,22,63,118,481,177,119,105,74,51,1208,91,141,186,473,248,219,198,207,234,2002,1966,3684,3708,9151,4528,3847,2949,1965,1271,33061,0,0,4,9,3,0,0,0,0,13,3652,6456,5885,10894,5780,4822,3109,1748,1044,43391,0,0,7,26,3,0,0,0,0,43,0,4,0,10,11,18,3,7,0,58,0,0,0,4,0,0,0,0,0,11,0,8,16,60,26,18,6,0,0,139,0,5,0,16,7,6,3,0,0,43,11,96,249,836,368,245,107,57,18,1992,0,0,0,10,39,53,53,45,12,218,0,3,7,28,12,26,37,15,3,125,13,96,75,411,295,259,289,141,64,1642,0,0,4,22,4,5,4,0,0,46,0,5,3,36,14,7,11,5,9,99,3,3,18,49,37,22,87,53,13,280
SED24006,0,13,49,173,151,91,30,4,4,514,0,0,4,3,0,0,3,0,3,10,0,0,0,5,3,3,0,0,0,18,7,41,57,214,126,96,87,66,55,747,49,118,163,386,235,215,195,135,93,1581,1292,3988,4766,7463,5239,4005,2923,1846,1271,32794,0,0,0,0,0,0,0,0,0,0,2347,6570,7068,7406,5448,4262,2873,1688,1204,38863,0,3,3,13,9,7,0,0,0,32,0,0,0,0,3,3,0,0,0,5,0,0,3,5,14,6,0,0,0,26,10,15,21,39,26,19,15,0,0,132,0,0,0,16,11,5,7,0,5,39,67,531,1017,1714,1083,611,285,160,49,5519,0,0,0,12,21,13,19,28,8,99,0,10,6,14,17,26,33,9,4,127,18,142,97,303,328,266,237,103,93,1605,0,3,3,20,22,14,4,10,0,77,4,5,15,46,22,8,9,3,0,108,4,12,12,37,34,25,71,31,17,239
SED24105,23,61,284,1603,903,723,222,94,60,3971,0,3,0,3,0,3,0,0,0,16,0,5,3,29,3,0,0,0,0,44,12,61,120,423,250,217,143,107,37,1377,109,164,201,457,195,197,171,100,60,1658,2258,4141,4644,10303,4513,3976,3063,1579,826,35300,0,11,77,123,30,7,7,0,0,259,4076,6781,5848,5988,2385,2274,2060,885,463,30748,3,11,15,88,26,20,4,0,0,160,0,3,30,171,111,91,38,26,3,477,23,139,595,2132,959,633,345,105,44,4980,0,3,10,22,9,8,3,0,3,46,0,3,7,44,58,40,69,20,3,235,28,96,268,914,372,284,111,84,54,2218,0,0,10,34,35,55,73,44,7,252,3,19,3,16,10,27,37,19,4,145,9,48,50,151,177,186,301,175,60,1160,0,3,17,80,46,35,17,10,3,214,0,0,0,22,4,5,4,3,0,44,0,3,24,25,25,19,82,63,19,253
