SED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED24606,9026,8007,8928,7113,7380,6062,4937,2926,1566,55943,3,4,3,5,4,5,3,0,0,36,3,13,14,7,8,14,19,7,3,92,153,229,305,178,147,162,148,156,118,1595,0,3,13,3,5,13,6,0,0,40,0,3,4,5,6,3,3,0,0,23,3,3,0,0,3,0,3,3,0,20,0,0,0,0,0,0,5,0,0,9,3,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,162,251,339,192,172,200,194,165,126,1798,166,254,339,199,175,212,196,165,127,1839,9190,8264,9268,7309,7557,6270,5132,3094,1693,57778
SED24703,7745,34990,34926,12606,7793,6015,4070,1714,750,110609,10,77,39,15,9,3,3,0,3,163,97,385,908,1070,1244,936,356,65,14,5081,643,1718,1858,1173,1038,947,601,287,114,8390,98,238,440,438,641,487,214,38,3,2596,58,152,206,265,333,278,128,31,4,1464,45,170,244,288,348,287,156,27,3,1572,53,185,71,144,174,237,126,29,3,1017,3,35,27,20,20,25,7,0,0,140,6,39,94,89,101,66,24,0,0,426,0,6,0,0,0,0,0,0,0,10,1012,2932,3843,3491,3911,3260,1624,485,139,20694,1027,3008,3883,3507,3922,3263,1623,484,142,20860,8771,38001,38806,16114,11717,9285,5694,2200,886,131467
SED24808,17748,9575,11550,10813,9261,8226,5770,2153,790,75895,10,17,7,18,9,8,3,8,3,82,9,10,10,13,4,6,3,4,0,54,312,339,363,234,175,153,114,78,23,1791,3,6,4,6,14,6,10,3,0,49,0,0,0,3,6,5,0,0,0,7,3,6,9,3,0,7,3,0,0,28,3,0,0,3,5,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,329,357,384,259,205,179,124,85,23,1957,341,379,393,278,221,185,131,88,31,2042,18092,9948,11944,11093,9482,8408,5901,2240,818,77935
SED24904,11533,7032,7045,6707,7944,8045,6068,3545,1674,59599,17,17,7,11,6,13,7,16,5,99,21,52,44,40,70,72,47,16,15,376,224,364,372,226,257,328,266,142,60,2242,7,10,8,8,16,30,28,3,0,101,16,45,56,48,65,85,91,47,3,440,0,3,0,3,10,18,10,6,0,51,0,5,0,4,6,7,14,7,0,40,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,271,475,488,335,424,541,453,213,81,3283,288,490,500,347,432,552,460,231,82,3380,11822,7523,7547,7056,8380,8597,6533,3774,1755,62978
SED25003,13864,9259,10272,9760,9582,7278,3997,1999,853,66863,8,8,7,4,9,11,5,3,0,49,0,3,4,4,4,8,0,5,3,37,179,212,277,163,118,108,102,87,33,1269,4,6,3,0,0,0,3,3,0,21,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,183,219,286,174,131,116,114,98,32,1349,190,224,298,177,140,121,116,97,32,1394,14050,9486,10567,9934,9719,7403,4115,2101,886,68259
SED25102,10696,6728,5878,7673,8288,7577,4866,1845,823,54382,4,7,11,7,4,9,0,6,5,49,8,7,4,8,3,13,6,0,0,48,197,236,234,125,101,99,92,69,55,1207,3,0,6,0,14,15,0,0,0,36,0,3,0,0,0,3,3,3,0,18,0,0,4,4,8,5,0,4,0,21,6,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,211,245,252,140,128,138,104,77,59,1355,218,249,261,148,129,143,104,83,63,1404,10915,6975,6138,7821,8417,7719,4976,1927,892,55783
SED25205,11736,6638,7075,9357,9257,6947,4767,3064,1503,60352,9,5,9,5,8,4,4,9,3,53,3,3,6,3,8,3,8,3,4,42,124,186,216,137,118,113,98,69,51,1106,0,0,3,0,3,10,8,3,0,30,0,0,0,0,3,3,5,0,0,14,0,0,3,0,0,4,3,0,0,15,0,0,0,3,0,8,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,132,195,225,148,135,145,125,72,58,1242,142,205,233,150,136,154,127,77,65,1289,11881,6845,7303,9510,9395,7101,4899,3144,1573,61641
SED25302,11489,6182,4105,7462,8693,7064,6848,4129,1844,57812,16,3,0,4,7,9,12,6,4,67,4,3,8,10,6,18,17,0,3,67,143,196,216,154,134,179,154,126,90,1390,0,8,0,7,12,5,15,3,0,48,0,3,0,0,0,10,3,0,0,11,3,0,4,3,3,4,6,3,0,24,3,0,0,3,0,0,3,0,0,13,6,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,160,207,233,173,155,209,197,131,95,1571,174,211,230,183,157,223,214,137,103,1633,11668,6391,4341,7646,8846,7286,7058,4269,1947,59447
SED25402,11538,7557,7534,7039,8112,8182,5788,3333,1475,60557,15,14,6,6,13,8,9,6,3,82,6,6,15,10,22,13,13,3,0,85,269,507,413,257,230,245,158,152,93,2328,8,4,15,8,13,9,3,0,0,70,0,0,0,5,0,7,0,4,0,22,0,3,3,3,4,3,3,0,0,29,0,3,0,0,4,3,7,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,284,530,456,282,273,288,191,155,93,2555,302,546,464,293,287,293,201,161,101,2638,11843,8100,7996,7334,8398,8474,5986,3496,1571,63196
SED25501,10289,8866,6876,7715,8727,6571,5014,4197,1697,59940,7,5,3,6,4,3,9,0,0,36,6,17,30,29,29,43,3,8,3,163,143,235,317,155,179,118,102,73,60,1381,0,6,16,8,21,18,9,3,0,94,3,5,3,3,12,9,0,3,0,38,6,19,10,16,14,8,9,3,0,79,0,4,0,0,3,0,3,0,0,17,0,3,0,0,0,0,0,0,0,9,0,3,4,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,155,301,378,222,254,194,124,91,60,1787,164,310,383,226,258,199,132,96,60,1829,10449,9174,7258,7946,8981,6766,5142,4292,1763,61775
SED25605,10019,7538,8942,7755,7744,6946,6093,3639,1619,60291,0,8,7,7,13,6,7,5,4,61,0,3,9,0,11,6,3,3,0,45,165,164,270,150,130,107,104,120,66,1279,5,9,4,3,7,4,5,0,0,41,0,0,0,4,3,0,0,0,0,12,0,0,0,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,172,180,291,164,159,120,120,118,72,1397,173,187,302,171,168,130,126,129,72,1452,10197,7728,9244,7923,7910,7076,6218,3763,1692,61747
SED25704,11014,6469,5767,6346,7935,8179,6585,4220,1911,58439,18,12,20,11,9,13,7,7,7,102,16,60,37,34,33,56,48,15,3,298,202,369,341,234,262,271,264,143,64,2143,7,0,14,3,11,31,43,3,0,117,7,7,14,15,38,31,32,7,3,149,8,3,10,0,6,12,5,0,0,52,0,0,0,3,0,15,14,3,0,32,4,0,0,3,3,0,3,0,0,17,0,0,0,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,241,444,417,288,356,420,410,182,72,2831,257,456,434,299,367,431,421,191,78,2931,11275,6921,6207,6647,8304,8615,7007,4408,1987,61370
SED25802,12162,7389,6694,7165,8734,8709,6997,3610,1379,62843,9,22,12,3,6,10,22,7,3,94,0,0,5,3,7,0,16,0,0,36,234,400,353,161,233,185,152,98,49,1853,11,10,15,13,16,12,9,4,0,88,10,0,3,13,7,6,0,0,0,36,6,3,3,3,3,8,3,0,0,34,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,258,419,382,196,271,217,184,100,48,2076,269,435,394,199,275,229,202,105,50,2167,12426,7821,7089,7361,9009,8935,7206,3717,1431,65004
SED25905,12472,9602,8780,8328,9405,7912,4476,2249,1011,64231,10,6,14,10,5,3,3,8,0,63,0,6,5,3,0,7,3,0,0,27,148,226,262,148,115,108,86,72,43,1207,4,3,7,9,5,3,5,4,0,44,6,8,0,4,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,159,239,277,158,129,120,103,81,43,1312,172,248,288,171,134,126,106,85,42,1369,12637,9854,9068,8495,9539,8041,4578,2339,1047,65600
SED26005,20153,12286,10235,13059,11550,7375,3840,1543,430,80471,11,13,11,9,8,3,9,4,0,67,5,8,7,10,3,3,4,0,0,35,212,280,255,152,106,105,94,49,25,1295,3,4,6,0,4,3,3,3,0,29,3,0,5,0,3,3,3,0,0,18,3,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,226,299,279,161,125,123,109,51,29,1401,235,318,293,174,127,127,117,55,26,1470,20385,12603,10524,13232,11681,7505,3952,1596,453,81935
SED26102,8460,4620,4395,5722,7045,8050,8397,5101,2318,54109,0,13,11,9,11,15,10,6,4,82,8,3,16,11,10,16,30,10,0,101,255,294,309,257,315,385,449,216,76,2552,9,3,13,13,18,18,27,4,3,109,8,9,3,5,4,10,13,3,0,55,3,0,0,3,6,6,3,3,0,26,0,0,0,4,4,5,9,3,3,32,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,284,313,348,285,361,450,538,232,78,2890,285,324,361,293,371,461,555,240,85,2979,8741,4950,4758,6014,7417,8515,8947,5346,2404,57087
SED26207,9872,6673,6840,7740,8131,6449,5968,4079,1639,57390,3,0,7,7,8,0,5,3,4,39,0,3,9,3,13,5,6,3,0,44,158,174,224,187,151,105,107,94,44,1249,3,3,13,3,11,10,9,3,0,50,0,0,3,0,0,5,3,3,0,18,0,3,3,0,0,3,4,0,0,15,0,0,0,3,3,0,3,0,0,17,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,164,183,249,200,176,140,129,107,47,1398,168,186,260,204,186,143,134,109,45,1439,10044,6859,7099,7943,8321,6586,6103,4185,1686,58825
SED26303,10104,6859,12418,10602,8755,5736,3515,2749,1233,61981,3,9,13,3,5,12,6,4,7,64,4,9,19,9,8,16,25,4,0,95,155,248,392,215,182,156,100,73,31,1552,4,6,12,4,14,14,3,0,0,57,0,0,12,0,7,0,3,3,0,28,3,3,3,0,0,14,6,3,0,33,0,7,6,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,166,277,445,240,223,201,138,78,36,1799,171,283,455,243,228,214,143,87,36,1864,10270,7148,12879,10844,8980,5952,3661,2830,1275,63843
SED26406,10364,13544,13600,9472,7870,5863,4173,3040,1549,69468,4,17,9,9,3,4,3,6,0,56,3,41,10,18,15,20,22,0,0,123,103,407,290,176,106,106,95,56,34,1368,0,15,13,9,6,3,7,0,0,57,0,7,0,0,3,0,3,0,0,19,0,13,4,4,0,3,3,0,0,32,0,20,0,0,0,4,3,5,0,37,0,7,0,0,0,0,0,0,0,14,0,4,4,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,108,522,325,211,133,135,128,66,34,1665,105,538,330,220,140,142,136,70,34,1725,10472,14075,13930,9687,8012,6001,4305,3112,1582,71189
SED26504,9642,5310,4866,5940,7229,7677,6456,3938,1811,52869,8,16,8,12,15,18,10,13,4,97,193,138,159,183,176,172,76,28,6,1120,1037,765,735,809,748,661,523,171,88,5552,208,131,136,155,113,105,49,6,0,917,98,177,161,128,86,64,49,13,0,778,16,35,50,25,39,45,13,0,0,233,16,9,29,9,25,22,17,3,0,120,27,25,17,3,3,4,0,0,0,84,8,9,19,8,9,4,3,0,0,63,0,0,0,0,0,0,0,0,0,0,1594,1296,1315,1324,1198,1073,731,229,100,8858,1605,1310,1323,1334,1213,1088,743,247,106,8960,11242,6617,6188,7266,8442,8771,7202,4182,1914,61828
SED26603,12722,8411,13790,11317,8966,6367,4292,3882,2294,72047,11,11,18,9,11,5,15,8,0,85,5,3,7,10,8,9,14,0,4,60,166,221,302,165,176,164,117,114,50,1471,0,5,5,3,4,16,10,9,0,54,0,3,5,0,4,6,3,0,0,17,8,3,7,0,4,5,9,0,0,39,0,4,3,0,3,8,10,0,0,30,0,0,3,0,0,0,3,0,0,6,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,185,238,336,186,197,213,171,122,54,1694,188,251,347,194,208,219,188,138,55,1781,12907,8660,14138,11509,9181,6584,4484,4017,2349,73827
SED26708,10998,5865,5421,6495,7958,8082,6088,3389,1454,55755,11,16,3,8,7,15,15,5,4,83,17,12,16,15,24,11,25,3,0,121,240,326,356,237,252,343,228,102,64,2160,10,18,23,17,20,31,19,0,3,138,6,12,22,3,19,17,14,13,0,104,0,5,4,9,4,8,10,3,0,33,0,0,0,0,7,3,5,0,0,25,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,276,368,419,285,318,419,300,126,70,2590,289,389,428,287,325,432,311,134,75,2669,11289,6254,5852,6783,8280,8514,6403,3519,1537,58424
SED26806,5728,8659,23000,10789,7158,5722,4435,2569,1328,69395,0,3,11,8,0,9,3,3,0,35,24,43,161,179,185,122,41,13,4,764,129,448,696,426,404,389,354,203,145,3201,8,17,74,51,92,55,26,7,0,328,0,17,41,32,30,38,19,4,0,186,0,15,34,36,38,61,31,10,0,219,0,14,23,18,9,33,6,3,0,108,3,9,3,0,8,0,3,0,0,26,0,5,6,10,10,12,0,0,0,45,0,0,0,0,0,0,0,0,0,0,166,561,1039,744,771,709,486,236,156,4858,166,565,1052,747,770,717,484,241,157,4895,5898,9218,24054,11539,7930,6440,4915,2807,1486,74290
SED26903,10972,7468,12730,10030,8189,6288,4389,3735,1975,65780,4,7,6,6,4,5,11,7,0,60,0,3,9,4,3,15,7,3,0,46,134,223,327,211,186,155,113,81,30,1459,0,3,8,7,0,3,8,0,0,31,0,0,5,0,4,3,3,3,0,16,0,3,3,3,0,4,3,0,0,13,0,10,3,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,141,250,358,225,195,178,139,88,39,1611,142,256,363,231,201,182,147,100,36,1665,11116,7729,13093,10262,8394,6471,4536,3834,2013,67447
SED27003,7715,7438,21785,11374,7713,5976,3912,2081,792,68786,9,3,18,3,4,5,3,3,0,48,3,21,48,62,63,49,34,14,3,291,176,405,859,456,372,376,369,242,93,3351,6,9,23,18,32,24,15,9,0,137,0,17,25,5,14,12,12,3,3,85,3,8,23,14,9,16,20,3,0,102,0,3,6,7,5,11,11,3,0,47,20,0,0,0,0,3,3,0,0,27,0,4,8,0,5,8,7,0,0,31,0,0,0,0,0,0,0,0,0,0,211,461,989,558,510,498,471,272,103,4077,223,463,1014,556,514,508,472,273,102,4127,7940,7902,22796,11930,8226,6482,4386,2357,890,72913
SED27101,11315,6553,9309,9353,7870,6184,4781,3012,1344,59725,5,8,9,6,8,4,8,7,6,59,5,5,9,7,6,4,5,0,0,49,160,188,251,181,148,140,123,105,65,1352,3,0,0,3,6,14,0,0,0,29,6,3,4,3,3,6,6,3,0,38,4,3,0,3,0,0,3,0,0,12,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,175,206,272,194,168,165,144,115,65,1495,177,212,282,200,176,169,147,119,67,1553,11491,6764,9594,9552,8054,6352,4926,3135,1409,61281
SED27208,10043,5730,5474,6498,8188,9119,7804,4210,1813,58884,18,10,11,12,15,18,8,8,12,109,6,3,11,6,20,21,21,9,0,105,240,395,327,225,227,260,223,102,77,2067,4,10,16,6,15,9,8,4,0,71,4,8,17,23,29,26,10,12,0,125,0,0,3,6,7,5,9,0,0,40,0,4,3,3,3,3,7,9,0,26,11,0,0,3,3,7,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,266,418,377,276,292,340,289,133,75,2465,278,432,390,283,308,358,300,147,86,2578,10323,6168,5862,6782,8496,9477,8101,4354,1901,61460
SED27305,10106,8178,6009,7283,8933,6846,3729,1814,484,53370,8,11,3,3,3,0,3,0,0,31,4,6,9,7,0,12,5,4,0,49,115,181,174,89,79,59,58,57,37,853,4,7,9,3,0,5,7,0,0,33,0,0,0,6,0,4,0,7,0,15,0,3,5,0,0,0,0,0,0,10,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,127,193,193,111,85,78,79,65,39,972,131,205,194,115,91,79,88,71,42,1006,10234,8384,6198,7392,9020,6925,3818,1886,520,54377
SED27406,10283,6219,5533,7667,8860,7081,5382,2827,2002,55855,5,9,0,0,10,4,3,3,4,29,6,7,12,9,20,9,18,3,3,92,139,127,210,135,120,130,101,75,59,1097,0,5,4,9,12,8,12,8,3,63,0,6,3,0,0,0,3,3,0,22,0,0,3,3,4,4,6,0,0,26,0,0,6,3,3,3,0,5,0,19,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,141,143,246,160,153,163,144,99,63,1322,148,152,252,160,166,171,148,104,62,1355,10430,6374,5783,7825,9026,7249,5529,2932,2064,57213
SED27504,13245,7959,7860,7768,8761,8112,6130,3640,1624,65093,16,22,17,20,12,8,4,6,3,111,11,31,13,23,29,32,17,6,0,165,332,431,402,318,279,304,224,151,60,2500,5,7,8,15,14,18,4,7,0,78,0,0,6,12,5,7,3,7,0,39,4,4,5,4,3,6,5,0,0,28,0,0,0,4,3,15,3,3,0,29,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,352,470,439,381,330,384,263,168,61,2861,364,492,460,402,343,393,274,176,68,2969,13617,8450,8314,8165,9100,8504,6401,3816,1688,68060
SED27608,13695,8910,8186,9118,8420,7253,5497,2972,1543,65590,4,10,3,3,4,3,0,9,7,45,0,40,16,12,8,14,6,9,0,99,183,491,270,176,184,162,149,88,51,1762,13,22,9,17,0,16,13,3,0,103,3,8,6,9,0,4,15,5,0,54,0,4,8,6,3,5,9,0,0,35,3,13,3,3,0,3,10,0,0,44,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,204,584,322,224,201,206,201,98,53,2104,208,591,324,234,204,210,208,109,56,2150,13903,9504,8514,9353,8620,7463,5700,3080,1603,67739
SED27708,11109,7001,6238,7046,8308,8066,5980,3284,1539,58579,23,17,12,10,13,9,4,3,5,96,9,4,20,7,16,30,18,4,0,100,212,381,328,241,266,326,224,112,77,2174,6,13,9,12,9,15,7,3,0,73,16,20,18,18,35,35,29,8,3,180,4,3,8,6,9,7,3,3,0,44,0,0,6,0,0,13,6,3,0,30,0,3,9,4,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,426,408,285,340,425,290,128,84,2632,276,448,416,297,347,429,294,137,86,2730,11389,7447,6654,7341,8658,8496,6283,3420,1627,61307
SED27807,12507,10428,12776,9175,8628,8343,6026,3546,1330,72759,13,36,26,21,23,6,18,8,4,154,0,3,12,8,4,4,9,4,0,41,283,299,487,289,269,203,140,162,108,2243,0,0,5,3,6,5,4,0,0,35,0,0,8,3,7,3,3,0,0,27,3,3,8,8,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,311,513,306,293,224,160,168,108,2373,303,343,542,327,316,230,175,176,114,2528,12808,10768,13319,9502,8940,8574,6203,3719,1443,75291
SED27907,10946,7455,7930,7900,8073,7207,5237,2555,921,58223,7,12,4,9,10,5,3,7,3,59,4,10,43,49,47,54,28,9,0,250,255,229,289,216,165,206,155,85,42,1641,12,7,30,28,40,27,19,0,0,154,0,7,15,9,19,23,6,0,0,83,0,3,13,15,20,13,9,5,0,80,3,11,6,8,13,8,14,3,0,71,0,0,3,0,4,0,3,0,0,15,4,0,4,0,5,0,9,0,0,19,0,0,0,0,0,0,0,0,0,0,279,270,403,331,317,323,247,93,47,2308,285,275,410,341,318,331,254,102,50,2371,11233,7729,8339,8239,8395,7538,5492,2651,971,60598
SED28007,16552,10710,10466,11828,10718,7403,3822,1510,620,73637,3,9,11,8,3,4,10,3,0,46,3,0,7,7,4,8,0,5,0,31,151,135,233,162,111,103,106,80,33,1116,4,9,8,5,3,15,4,3,0,36,0,0,0,0,3,0,3,0,0,9,0,0,3,3,3,3,0,0,0,13,0,0,0,3,0,7,3,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,140,256,178,126,133,113,89,36,1221,161,150,261,188,128,140,123,92,36,1270,16712,10867,10731,12018,10848,7538,3944,1599,658,74910
SED28107,24197,11540,19812,15661,10215,7164,3804,1402,361,94149,31,13,12,14,3,7,5,3,0,96,21,11,16,11,8,8,3,0,0,75,245,250,374,171,138,118,79,57,7,1438,3,6,13,6,5,12,7,0,0,47,4,3,11,7,3,4,0,0,0,38,9,5,3,5,0,0,0,0,0,26,0,0,5,4,3,5,0,0,0,19,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,280,273,421,206,160,150,96,61,7,1656,311,285,435,224,166,156,103,63,7,1750,24506,11828,20243,15885,10383,7318,3909,1460,365,95899
