SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
205021084,3551,7938,99,145,23,28,122,176,69,108,0,0,0,0,3,0,74,111,46,59,39,52,3,11,13,28,103,149,61,116,3908,8489,1491,..,5395,8489
205021085,2490,5292,32,42,4,3,35,42,60,64,0,0,0,0,0,0,60,64,15,18,3,5,11,21,7,12,32,59,35,74,2648,5539,1129,..,3776,5539
205021086,2306,5068,140,202,10,25,150,226,64,88,0,0,0,0,0,0,64,88,31,41,9,9,0,0,3,9,41,61,13,32,2577,5476,935,..,3513,5476
205031087,3290,7286,45,64,0,0,45,64,51,62,0,0,0,0,0,3,55,63,26,25,3,0,0,6,21,39,48,72,19,44,3463,7523,3048,..,6516,7523
205031088,48,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,0,0,0,8,11,0,0,55,89,46,..,103,89
205031089,3169,8016,107,146,0,0,111,148,15,32,0,0,0,0,3,6,15,33,11,8,0,0,0,3,11,31,24,42,18,27,3338,8263,566,..,3907,8263
205031090,3767,9399,86,127,4,12,92,142,184,263,0,0,0,0,0,0,184,263,4,3,0,0,0,3,6,5,11,14,17,31,4066,9849,566,..,4628,9849
205031091,3646,8274,259,363,55,113,316,479,84,131,13,19,0,0,0,0,97,154,0,0,7,6,0,0,7,10,16,21,22,66,4099,8993,6731,..,10825,8993
205031092,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,..,9,7
205031093,8312,18655,307,436,93,168,404,603,89,112,0,0,9,17,0,0,97,124,68,91,80,112,3,0,7,26,160,233,41,100,9013,19723,4677,..,13685,19723
205041094,3956,9994,12,19,9,19,23,39,59,84,0,0,0,0,0,0,59,84,0,7,0,0,3,3,3,5,12,14,30,40,4070,10170,499,..,4566,10170
205041095,5665,13509,797,1110,7,11,806,1116,267,345,0,0,0,0,0,0,267,345,17,18,6,6,3,3,0,3,29,28,13,23,6781,15023,1023,..,7804,15023
205041096,4786,11051,304,394,46,73,346,472,452,636,0,0,0,0,0,0,454,641,0,0,0,0,0,0,9,11,6,14,16,31,5613,12202,861,..,6471,12202
205041097,8743,21958,490,752,46,110,536,862,677,971,0,0,0,0,0,0,677,971,3,5,55,80,0,0,7,10,61,93,41,62,10058,23936,1271,..,11334,23936
205041098,1621,4173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,10,7,12,1632,4191,168,..,1793,4191
205051099,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,3,..,14,20
205051100,1599,3638,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,9,13,0,0,0,0,0,0,11,17,9,10,1621,3667,2256,..,3870,3667
205051101,5020,12186,27,42,0,0,27,42,56,77,0,0,0,0,0,0,56,77,11,22,0,0,0,6,17,40,37,71,33,93,5174,12466,896,..,6070,12466
205051102,1405,3552,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,9,8,23,14,34,1426,3609,134,..,1563,3609
205051103,4784,11807,391,536,83,119,471,657,291,427,31,68,0,0,0,0,320,502,20,37,14,25,0,3,4,10,43,69,10,20,5624,13059,813,..,6440,13059
205051104,2050,4527,45,63,0,0,45,63,15,23,0,0,0,0,0,0,15,23,18,25,23,33,4,9,11,17,56,82,6,24,2174,4709,732,..,2903,4709
206011105,3767,10003,1706,3604,1407,3299,3105,6902,979,1787,805,1356,1750,3038,3,3,3539,6185,0,0,0,0,0,0,92,212,94,213,54,111,10560,23415,1100,..,11657,23415
206011106,1348,3574,643,1338,925,2253,1566,3590,338,556,94,148,1366,2322,0,0,1802,3029,0,0,0,0,0,0,37,94,37,94,18,37,4776,10316,569,..,5343,10316
206011107,2302,6274,545,1171,605,1385,1150,2555,1865,3135,243,440,123,233,0,3,2235,3814,0,0,0,0,0,0,38,92,40,93,17,41,5745,12766,642,..,6383,12766
206011108,6226,17399,1058,2278,1378,3325,2438,5609,253,498,117,227,516,888,3,5,891,1619,0,3,0,4,0,0,16,28,17,30,48,98,9610,24754,843,..,10460,24754
206011109,2854,8179,130,254,175,456,306,709,182,338,6,13,0,0,0,0,188,346,0,0,0,0,0,0,6,10,6,10,19,41,3371,9291,292,..,3661,9291
206021110,1800,5241,342,744,437,987,775,1728,760,1197,60,106,29,50,0,0,847,1349,0,0,0,3,0,0,8,15,11,23,20,35,3450,8374,324,..,3774,8374
206021111,4525,12739,1592,3677,1244,2743,2843,6423,896,1462,423,777,656,1039,0,0,1975,3275,0,0,0,0,0,0,74,144,72,147,29,66,9446,22648,941,..,10383,22648
206021112,3872,10595,726,1479,846,1789,1565,3272,1691,2757,136,199,46,78,3,3,1875,3041,0,0,0,3,0,0,35,93,42,92,35,83,7385,17074,709,..,8096,17074
206031113,2499,7028,643,1491,705,1766,1352,3256,487,868,1265,2409,50,77,0,0,1802,3350,0,0,0,0,0,0,23,57,21,55,27,52,5702,13742,525,..,6223,13742
206031114,5131,15391,573,1216,1330,3025,1897,4245,1933,3622,518,892,776,1280,4,6,3234,5794,0,0,0,3,0,0,22,44,20,48,34,78,10316,25560,1069,..,11386,25560
206031115,814,2180,570,1210,236,576,803,1785,286,478,618,960,1515,3584,0,3,2421,5023,0,0,0,0,0,0,31,54,31,54,9,23,4083,9071,380,..,4464,9071
206031116,2955,8371,490,1033,482,1208,974,2245,615,1096,547,860,330,562,0,0,1494,2520,0,0,0,0,0,0,24,57,24,57,32,57,5482,13255,603,..,6080,13255
206041117,87,209,446,933,731,2036,1179,2974,250,500,698,1301,5974,10733,3,4,6918,12536,0,0,0,0,0,0,30,80,30,80,49,108,8273,15904,1115,..,9385,15904
206041118,3,16,0,3,108,293,105,292,0,9,82,185,4454,9409,3,9,4538,9614,0,0,5,7,0,0,0,0,5,7,18,39,4673,9967,952,..,5622,9967
206041119,155,366,104,248,285,733,394,978,165,282,651,1072,802,1399,0,0,1616,2743,0,0,0,0,0,0,3,8,3,8,6,7,2173,4103,448,..,2617,4103
206041120,0,0,0,0,0,0,0,0,0,0,7,20,16,33,0,0,20,51,0,0,0,0,0,0,0,0,0,0,0,0,22,50,3,..,27,50
206041121,624,1667,777,1698,1586,3940,2363,5640,121,199,340,615,1022,1817,0,0,1482,2632,0,0,0,3,0,0,9,29,10,29,11,18,4491,9988,410,..,4903,9988
206041122,28,67,4,6,26,45,23,57,140,291,191,341,15614,32261,7,21,15951,32915,0,0,0,0,52,54,10,16,62,67,218,425,16284,33535,3157,..,19439,33535
206041123,456,1226,789,1841,1304,3407,2092,5252,459,974,1288,2626,3741,7405,3,6,5493,11014,0,0,0,0,0,4,26,56,24,60,49,103,8118,17650,1025,..,9144,17650
206041124,102,336,134,306,507,1447,639,1753,238,496,299,570,689,1255,0,0,1226,2316,0,0,0,0,0,0,4,20,4,20,22,48,1997,4470,255,..,2250,4470
206041125,178,440,114,249,195,484,304,731,281,523,981,1650,972,1693,0,0,2234,3863,0,0,0,0,0,0,4,3,4,3,12,26,2730,5061,585,..,3315,5061
206041126,14,26,8,24,145,305,148,327,32,76,266,527,7775,15262,0,0,8075,15865,0,0,0,3,0,0,11,18,9,20,3,4,8251,16243,1772,..,10022,16243
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
206051128,682,1756,1605,3690,866,2340,2471,6033,256,453,455,749,2555,4722,18,34,3289,5958,0,0,0,0,0,0,15,31,15,31,25,49,6481,13829,1151,..,7636,13829
206051129,930,2750,614,1547,375,896,985,2440,1941,3434,2774,4512,245,423,5,11,4964,8376,0,0,0,0,0,0,3,3,3,3,29,52,6910,13630,1010,..,7922,13630
206051130,348,906,1369,3132,1729,4317,3097,7446,234,441,571,918,2784,4776,0,4,3586,6143,0,0,3,3,0,0,7,24,12,28,20,44,7072,14560,1004,..,8076,14560
206051131,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,8,..,13,5
206051132,271,632,880,1927,990,2338,1869,4259,229,339,118,173,2619,4655,0,3,2971,5172,0,0,0,0,0,0,42,92,42,92,22,43,5178,10197,883,..,6063,10197
206051133,676,1878,721,1639,631,1492,1345,3132,2050,3341,3848,6099,3779,6296,13,24,9693,15762,0,11,0,0,0,0,336,572,334,584,56,96,12110,21440,2076,..,14181,21440
206051134,1071,2990,609,1467,374,920,987,2387,1878,3374,3039,5321,275,443,15,18,5198,9149,0,0,0,0,0,0,72,123,72,123,30,48,7354,14706,1006,..,8363,14706
206061135,1082,3054,422,931,329,741,754,1666,570,1022,1215,2104,163,278,0,0,1950,3404,0,0,0,0,0,0,17,30,17,30,17,26,3815,8189,523,..,4339,8189
206061136,1030,2543,1727,3701,790,1917,2519,5622,1010,1772,2117,3490,2221,3444,0,0,5350,8704,0,0,4,5,3,5,34,82,36,94,47,102,8983,17059,1387,..,10366,17059
206061137,684,1740,627,1371,798,1844,1426,3210,582,1058,2383,3922,4906,8446,7,11,7880,13427,0,4,0,0,0,0,8,16,13,20,22,43,10028,18449,1888,..,11915,18449
206061138,1660,4695,247,472,856,1897,1107,2364,1101,1977,1108,1958,501,833,7,7,2723,4778,0,0,0,0,0,0,0,3,0,3,7,20,5492,11860,1188,..,6676,11860
206071139,462,1241,518,1199,413,1024,933,2228,268,489,306,545,1545,2765,0,0,2117,3797,0,0,0,0,0,0,22,40,22,40,24,54,3556,7360,425,..,3984,7360
206071140,292,793,1728,3964,580,1499,2309,5466,192,377,457,807,153,248,3,4,804,1435,0,0,0,0,0,0,42,87,42,87,14,37,3460,7806,411,..,3866,7806
206071141,501,1176,332,720,305,739,645,1457,452,826,527,955,1541,2975,3,6,2528,4755,0,0,0,3,0,0,45,97,46,102,13,34,3729,7528,394,..,4123,7528
206071142,584,1413,438,943,748,1826,1182,2774,495,889,440,760,1362,2942,0,7,2302,4593,0,0,0,0,0,0,23,52,23,52,28,43,4129,8875,472,..,4600,8875
206071143,768,1923,1759,4090,773,2051,2530,6143,755,1350,493,812,481,820,0,0,1727,2984,0,0,0,0,0,0,31,71,31,71,28,50,5085,11179,561,..,5641,11179
206071144,1651,4183,2619,5918,2392,5688,5007,11604,1060,1724,1714,2839,3621,6955,3,3,6401,11528,0,3,0,0,0,0,55,120,52,125,73,148,13179,27588,1480,..,14660,27588
206071145,976,2763,855,2002,674,1626,1527,3627,421,695,380,662,83,144,0,0,891,1505,0,0,0,0,0,0,7,13,7,13,16,39,3415,7942,357,..,3763,7942
207011146,1978,5946,304,608,217,628,521,1231,57,112,4,9,0,0,0,0,64,122,0,0,0,0,0,0,16,39,16,39,6,28,2591,7365,235,..,2823,7365
207011147,3521,10539,1059,2097,426,1152,1487,3255,418,789,130,260,119,184,0,0,666,1228,0,0,0,3,0,0,16,32,16,38,13,45,5700,15099,702,..,6407,15099
207011148,5616,17126,434,920,402,1172,837,2097,72,151,35,70,0,3,0,0,111,226,0,0,0,3,0,3,17,38,19,36,13,29,6594,19519,700,..,7293,19519
207011149,4547,13920,1043,2139,556,1505,1605,3641,657,1361,116,191,375,663,0,0,1147,2210,0,5,0,0,0,0,25,65,24,67,26,50,7353,19887,757,..,8110,19887
207011150,3999,12287,789,1695,346,880,1131,2574,107,213,80,137,278,480,0,3,459,831,0,3,0,0,0,0,5,23,8,25,18,40,5619,15760,517,..,6132,15760
207011151,2254,6821,1174,2810,394,985,1567,3798,1811,3302,2332,4227,1426,2374,0,0,5566,9904,0,0,0,0,0,0,34,82,34,82,44,102,9470,20702,1099,..,10569,20702
207011152,2021,6151,658,1523,491,1255,1153,2779,991,1801,941,1785,899,1578,0,0,2835,5168,0,0,0,0,0,0,20,48,17,50,29,56,6059,14194,648,..,6713,14194
207011153,4464,13463,973,2093,1197,2961,2169,5058,1043,1945,629,1210,352,633,0,0,2027,3789,0,0,0,0,0,0,22,41,22,41,28,64,8715,22404,1080,..,9789,22404
207011154,1483,4490,319,668,185,487,502,1152,217,433,34,69,0,0,0,0,248,511,0,0,0,0,0,0,0,4,0,4,4,15,2240,6165,209,..,2451,6165
207011155,3672,11342,957,1964,347,901,1301,2868,307,572,121,233,72,131,0,0,502,931,0,0,0,0,0,0,25,55,25,55,15,32,5511,15223,536,..,6047,15223
207021156,3223,8684,107,226,380,1104,486,1329,207,449,54,104,11,18,0,0,272,570,0,0,0,0,0,0,3,12,3,12,4,13,3992,10616,351,..,4342,10616
207021157,5138,14109,596,1323,825,2300,1421,3621,149,299,201,375,886,1699,0,0,1235,2370,0,0,0,0,0,0,3,11,3,11,15,29,7817,20146,1064,..,8879,20146
207021159,4310,13012,398,736,598,1640,992,2374,32,61,19,36,73,137,0,0,129,237,0,4,0,9,0,0,0,0,0,10,10,15,5447,15650,473,..,5912,15650
207021160,3843,10613,278,583,533,1416,808,2000,5,8,18,30,20,40,0,4,43,80,0,0,0,0,0,0,7,17,7,17,30,35,4736,12739,411,..,5146,12739
207021424,4052,12557,171,341,327,961,500,1306,46,98,46,91,44,103,0,0,139,290,0,0,0,0,0,0,0,0,0,0,54,77,4741,14236,354,..,5091,14236
207021425,2591,7270,847,1919,909,2603,1761,4521,530,1167,137,286,56,103,0,0,728,1555,0,0,0,0,0,0,0,7,0,7,23,67,5103,13417,546,..,5645,13417
207031161,5712,16367,1096,2238,429,1100,1525,3332,92,173,128,220,137,235,0,0,351,632,0,0,0,0,0,0,4,10,4,10,13,32,7612,20366,775,..,8380,20366
207031162,2919,8308,430,870,204,571,634,1443,229,305,0,0,0,0,0,9,230,311,0,0,0,0,0,0,9,15,9,15,8,12,3803,10098,296,..,4099,10098
207031163,3301,9788,1215,2538,817,2319,2034,4864,690,1444,756,1538,646,1047,0,0,2085,4030,0,0,0,0,0,6,4,11,4,16,25,72,7459,18760,784,..,8238,18760
207031164,3973,11493,1246,2726,664,1826,1907,4556,324,757,0,0,69,132,0,0,395,891,0,5,0,0,0,0,3,8,6,15,14,37,6304,16991,696,..,6998,16991
207031165,2554,7569,709,1299,523,1574,1235,2872,151,223,325,484,4,14,0,3,479,724,0,0,0,0,0,0,7,11,7,11,17,42,4290,11211,468,..,4755,11211
207031166,2904,8196,458,1088,179,522,632,1616,34,59,51,64,0,0,4,8,86,128,0,0,0,0,0,0,0,7,0,7,11,20,3632,9962,321,..,3952,9962
207031167,2178,6470,756,1606,240,617,997,2221,297,562,34,68,42,94,0,0,373,723,0,5,0,3,0,0,3,11,5,20,10,30,3561,9465,379,..,3938,9465
208011168,3689,10517,357,615,439,1079,795,1694,165,268,16,45,0,3,0,0,183,314,0,0,0,0,0,0,31,71,31,71,21,57,4721,12659,460,..,5176,12659
208011169,4776,13744,865,1663,969,2158,1835,3823,569,1060,504,872,522,923,0,0,1595,2862,0,3,0,0,0,0,46,106,50,109,41,107,8290,20636,1362,..,9656,20636
208011170,3758,10888,663,1408,773,1947,1439,3360,147,207,72,115,10,19,0,0,229,338,0,0,0,0,0,0,7,20,7,20,24,48,5455,14660,567,..,6023,14660
208011171,2538,7138,685,1293,389,984,1079,2280,278,487,28,37,104,206,0,0,413,730,0,0,0,0,0,0,36,67,36,67,22,49,4088,10271,380,..,4472,10271
208011172,3982,11812,891,1632,526,1340,1419,2976,621,1079,126,226,163,245,4,3,913,1555,0,0,0,0,0,0,29,57,29,57,27,75,6376,16470,733,..,7108,16470
208011173,3297,9564,1085,2033,693,1761,1775,3797,330,591,294,468,343,527,0,0,960,1580,0,0,0,4,0,0,38,72,40,77,24,52,6100,15075,761,..,6864,15075
208021174,5072,14905,943,1995,874,2437,1814,4428,593,1169,169,298,267,364,0,0,1030,1835,0,0,0,0,0,0,29,65,35,66,22,51,7979,21276,777,..,8754,21276
208021176,2470,7265,1687,3509,533,1420,2222,4931,1881,3466,251,493,399,811,0,0,2535,4776,0,0,0,0,0,0,13,32,11,37,12,26,7255,17032,649,..,7905,17032
208021177,3054,9384,1062,2538,984,2546,2044,5086,1666,3289,672,1212,97,191,0,0,2430,4690,0,0,0,0,0,0,11,27,11,27,55,99,7590,19288,816,..,8412,19288
208021178,3167,9260,1328,2884,797,2174,2124,5058,765,1358,204,377,35,58,10,14,1012,1807,0,0,0,0,0,0,22,52,22,52,18,50,6344,16229,636,..,6981,16229
208021179,1851,5552,565,1140,341,849,907,1993,1215,2152,327,519,113,195,11,14,1659,2879,0,0,0,0,0,0,46,84,49,83,11,29,4473,10534,452,..,4930,10534
208021180,1528,4557,678,1390,215,538,892,1925,169,388,89,170,85,157,0,0,337,719,0,0,0,0,0,0,0,0,0,0,3,13,2767,7216,255,..,3021,7216
208021181,1819,5220,570,1173,314,815,876,1986,749,1305,138,272,8,21,0,0,897,1597,0,0,0,0,0,0,4,8,4,8,4,14,3602,8825,374,..,3979,8825
208021182,2004,5853,887,1929,384,1058,1273,2985,1446,2843,407,862,59,117,0,0,1911,3824,0,0,0,0,0,0,43,101,43,101,9,33,5237,12795,431,..,5666,12795
208021426,3588,10195,425,982,363,1211,787,2190,671,1637,36,58,3,0,0,0,705,1696,0,0,0,0,0,0,5,13,5,13,16,47,5108,14137,475,..,5582,14137
208021427,3444,9723,373,847,238,680,605,1527,583,1269,33,60,26,37,0,0,643,1365,0,0,0,0,0,0,4,19,4,19,16,54,4716,12689,401,..,5115,12689
208031183,2236,7311,87,246,188,670,272,919,217,404,51,64,0,0,0,0,273,470,0,0,0,0,0,0,0,0,0,0,0,0,2777,8699,143,..,2918,8699
208031184,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,6,13,22,0,..,14,22
208031185,2408,6718,805,1386,856,1961,1658,3339,224,396,97,163,62,113,0,0,382,678,0,0,0,0,0,0,12,25,12,25,16,28,4481,10788,531,..,5010,10788
208031186,2164,5853,1259,2309,747,1693,2007,4003,1513,2763,28,43,0,0,3,3,1543,2805,4,8,140,175,0,0,9,17,152,200,19,48,5885,12914,649,..,6531,12914
208031187,1597,4376,130,289,39,101,170,397,149,302,0,0,0,0,0,0,149,302,0,0,0,0,0,0,0,0,0,0,5,21,1920,5095,105,..,2021,5095
208031188,5027,13676,1463,2881,707,1718,2170,4604,1020,1827,138,248,227,383,0,0,1381,2457,0,0,0,0,0,0,35,67,40,69,66,104,8682,20909,783,..,9469,20909
208031189,2825,8089,262,547,269,697,534,1244,1055,2078,119,210,12,22,0,0,1182,2306,0,0,0,5,0,0,14,27,12,35,19,45,4575,11714,433,..,5009,11714
208031190,2292,6534,1280,2239,644,1593,1927,3828,668,1037,127,219,197,339,0,0,1001,1601,0,0,0,0,0,0,25,57,25,57,21,50,5266,12077,605,..,5870,12077
208031191,2470,6894,193,343,121,316,317,655,110,202,0,0,216,375,0,3,329,579,3,4,0,0,0,0,6,6,3,16,8,7,3125,8152,264,..,3394,8152
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
208031193,3593,10706,1987,3912,955,2444,2941,6359,766,1181,112,195,5,6,11,16,898,1394,0,3,0,0,0,0,29,52,26,62,36,98,7504,18612,720,..,8220,18612
208041194,3160,9696,739,1564,727,1667,1464,3230,1839,3367,929,1640,277,428,0,0,3045,5433,0,0,0,3,0,0,59,105,56,109,32,72,7761,18545,976,..,8739,18545
208041195,4283,13205,1197,2582,608,1529,1798,4109,716,1391,370,732,317,471,0,0,1405,2594,0,0,0,5,0,0,130,204,131,212,26,56,7646,20176,728,..,8370,20176
209011196,3197,9036,70,126,78,173,150,298,0,0,0,0,35,55,0,0,38,51,0,0,0,0,0,0,5,10,5,10,4,9,3383,9399,246,..,3634,9399
209011197,6212,17365,590,993,402,843,993,1836,81,172,13,18,25,32,0,3,117,222,0,4,0,0,0,0,3,15,4,18,15,25,7338,19465,512,..,7852,19465
209011198,3696,10030,560,1114,393,930,954,2044,512,979,140,240,194,343,0,0,853,1563,0,0,0,0,0,0,13,22,13,22,21,41,5535,13697,596,..,6134,13697
209011199,3145,8142,1174,2391,547,1410,1721,3800,297,702,3,14,20,26,3,5,324,752,0,0,0,3,0,0,0,0,0,4,31,68,5227,12765,585,..,5815,12765
209011200,2553,7306,444,871,450,1105,894,1977,711,1284,27,62,95,151,0,3,844,1506,0,0,0,0,0,0,12,26,12,26,23,39,4321,10856,458,..,4784,10856
209011201,2121,6207,30,65,64,151,87,211,415,777,30,56,5,14,0,0,447,845,0,0,0,0,0,0,3,8,3,11,8,18,2672,7292,286,..,2958,7292
209011202,4954,13223,660,1122,234,528,902,1654,94,141,6,18,0,0,0,0,100,159,3,4,0,0,0,0,7,8,6,17,13,33,5978,15074,504,..,6479,15074
209011203,5581,15273,653,1144,312,779,967,1923,11,14,0,0,0,0,0,0,10,16,0,0,0,0,0,3,6,11,7,9,8,18,6575,17239,523,..,7095,17239
209011204,3089,8171,234,382,56,134,291,512,14,20,3,12,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,3,6,3405,8725,238,..,3639,8725
209021205,2120,6772,146,281,509,1433,651,1708,210,528,267,469,59,109,0,0,532,1105,0,0,0,0,0,0,4,5,4,5,9,14,3326,9612,263,..,3590,9612
209021207,6593,17250,1993,3778,1104,2594,3099,6372,511,981,83,144,6,12,0,0,604,1137,0,0,0,0,0,0,41,96,41,96,40,82,10370,24934,1009,..,11378,24934
209021208,6122,16704,1741,3652,639,1644,2379,5302,211,419,17,28,3,3,0,0,228,456,0,0,0,0,0,0,32,86,32,86,22,41,8777,22589,727,..,9507,22589
209021428,4393,11955,997,2081,585,1379,1584,3465,256,438,254,412,870,1615,0,0,1372,2470,0,0,0,0,0,0,87,182,87,182,38,68,7469,18144,643,..,8115,18144
209021429,2778,7743,854,1948,471,1138,1326,3086,181,338,38,60,156,309,0,0,376,697,0,0,0,0,0,0,24,55,25,55,4,11,4517,11601,457,..,4977,11601
209031209,6851,20316,161,244,189,416,351,669,384,694,17,22,0,0,0,0,398,717,0,6,0,0,0,0,3,8,7,15,17,34,7628,21749,516,..,8141,21749
209031210,1122,3230,27,32,4,7,29,38,0,10,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,3,0,3,0,7,1155,3282,87,..,1243,3282
209031211,1268,3371,4,10,0,0,4,10,4,8,0,0,0,0,3,3,3,6,0,0,0,0,10,28,0,5,14,36,3,5,1300,3435,185,..,1483,3435
209031212,1599,4581,0,4,0,0,0,4,3,3,0,0,0,0,0,0,3,3,0,0,0,7,3,3,3,5,4,18,13,29,1628,4637,137,..,1764,4637
209031213,2726,8565,11,28,59,168,67,194,85,131,0,0,0,0,0,0,85,131,0,3,0,0,0,0,0,0,0,3,12,36,2895,8924,163,..,3056,8924
209031214,2067,6171,20,34,0,4,21,41,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,9,3,12,2100,6225,126,..,2228,6225
209031215,4138,12477,115,213,88,225,205,437,7,34,0,0,0,0,0,4,13,40,0,0,0,0,0,0,0,0,0,0,13,24,4361,12974,278,..,4643,12974
209041216,1396,4671,213,566,272,691,490,1257,263,491,150,233,206,383,0,0,610,1105,0,0,0,0,0,0,0,0,0,0,3,7,2502,7043,270,..,2765,7043
209041217,1812,4866,227,436,197,529,419,960,0,0,32,60,0,0,0,0,31,59,0,0,0,0,0,0,0,4,0,4,8,20,2272,5912,182,..,2459,5912
209041219,6672,19681,207,489,170,438,383,928,457,1124,0,0,0,3,0,0,458,1132,0,0,0,0,0,0,8,28,8,28,16,34,7534,21806,485,..,8022,21806
209041220,4564,13834,768,2077,320,950,1085,3032,31,74,46,81,26,48,0,0,108,202,0,0,0,0,0,0,4,7,4,7,3,12,5769,17082,336,..,6106,17082
209041221,3507,10407,284,735,82,233,365,965,8,23,0,0,0,0,0,0,8,23,0,0,0,0,0,0,0,4,0,4,3,7,3888,11406,237,..,4122,11406
209041223,5953,17129,400,920,196,504,595,1428,401,962,0,0,0,0,0,4,401,966,0,0,0,0,0,0,6,17,6,17,19,47,6975,19589,512,..,7487,19589
209041224,4838,14574,132,269,10,14,142,286,40,78,0,4,0,0,0,0,40,86,7,7,10,12,3,0,3,3,15,27,13,25,5055,14996,388,..,5444,14996
209041225,2556,7173,100,165,15,38,116,206,34,64,0,0,0,0,0,0,34,64,0,0,3,3,0,3,0,0,4,9,8,9,2713,7460,241,..,2957,7460
209041430,5853,18133,545,1503,182,474,723,1979,5,15,0,0,3,4,0,0,8,19,0,0,0,0,0,0,0,4,0,4,4,13,6600,20150,431,..,7030,20150
209041431,3135,9950,627,1611,242,757,864,2375,20,34,89,142,0,0,0,0,112,179,0,0,0,0,0,0,0,0,0,0,3,10,4116,12506,302,..,4414,12506
209041432,2193,6249,409,1051,185,546,593,1594,7,15,9,15,4,6,0,0,18,41,0,0,0,4,0,0,0,0,0,4,0,5,2812,7899,153,..,2968,7899
209041433,2515,8751,273,699,350,1023,628,1722,0,6,41,64,0,0,0,0,46,70,0,0,0,0,0,0,0,0,0,0,3,12,3192,10553,210,..,3399,10553
209041434,4575,14153,209,464,353,830,559,1295,58,132,43,91,0,0,0,0,98,223,0,0,0,0,0,0,0,6,3,10,11,19,5246,15704,432,..,5681,15704
209041435,3117,10457,165,476,264,732,432,1210,7,10,0,0,0,3,0,0,5,9,0,0,0,0,0,0,0,0,0,0,5,26,3557,11707,159,..,3717,11707
209041436,3048,9410,363,925,361,918,726,1841,29,32,29,34,0,0,0,0,54,64,0,0,0,0,0,0,0,0,0,0,0,0,3829,11324,292,..,4117,11324
209041437,2477,8286,47,126,82,174,128,302,59,123,0,0,0,0,0,0,56,124,0,0,0,0,0,0,0,0,0,0,19,52,2677,8761,206,..,2881,8761
210011226,2022,5134,586,1111,309,719,903,1828,50,99,0,0,0,0,4,6,53,104,0,0,0,0,0,0,10,26,10,26,20,40,3005,7129,334,..,3340,7129
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
