SA2_MAINCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
111031233,4954,701,187,20,8,5871,1056,341,93,5,3,1499,141,40,19,3,3,203,6151,1077,299,30,17,7574
111031234,3001,355,302,14,19,3687,576,113,169,3,6,868,90,22,37,0,0,145,3668,488,505,11,20,4696
111031235,1784,769,220,27,22,2826,282,114,68,3,9,476,58,20,14,0,10,105,2123,910,300,32,40,3407
112011236,3141,1652,400,189,16,5407,647,680,127,171,8,1637,117,114,18,27,4,278,3902,2450,549,391,32,7318
112011237,4529,368,124,45,32,5104,626,147,31,14,9,824,118,20,3,4,13,157,5274,541,161,65,54,6084
112011238,1650,21,17,33,15,1742,124,5,7,7,3,146,41,0,3,0,3,48,1821,24,20,45,19,1933
112011239,2270,166,175,82,24,2715,293,38,75,29,10,440,63,9,19,9,8,106,2626,219,265,117,39,3259
112011240,1898,464,262,86,39,2751,170,48,61,48,16,349,72,14,18,13,12,127,2144,532,344,147,66,3229
112011241,1089,251,88,58,9,1490,307,138,43,48,3,538,46,14,3,4,0,74,1445,399,132,109,8,2094
112011242,1812,556,81,19,12,2483,166,47,10,7,4,233,45,11,0,0,4,61,2019,618,90,27,26,2784
112011243,2199,32,75,61,29,2389,328,12,17,16,12,388,87,3,6,5,4,103,2605,43,95,89,43,2881
112021244,2841,28,218,42,6,3140,1007,43,242,38,0,1335,135,0,35,4,0,179,3980,77,495,86,10,4645
112021245,1700,3,5,26,13,1748,607,4,0,7,7,630,69,0,0,0,0,73,2381,11,5,34,19,2445
112021246,3251,547,126,3,10,3942,570,263,38,0,3,879,92,30,8,0,0,135,3910,841,180,3,18,4955
112021247,1970,13,34,32,13,2055,678,3,31,18,7,736,76,0,4,0,0,90,2730,22,63,46,16,2882
112021248,3585,433,332,76,25,4452,755,227,181,93,3,1252,133,27,33,10,4,212,4479,687,545,178,34,5916
112021249,4270,18,15,163,23,4489,737,0,12,43,10,795,116,0,8,16,8,145,5114,18,31,222,41,5423
112031250,2502,590,619,272,30,4010,314,113,152,192,7,782,64,12,37,27,7,145,2883,713,811,487,46,4939
112031251,2155,141,206,15,12,2531,451,88,164,11,3,723,63,6,26,3,0,105,2671,237,397,31,15,3357
112031252,2714,3,5,33,23,2781,483,0,4,25,3,510,88,0,0,3,7,100,3282,3,8,63,32,3392
112031253,2977,582,161,144,92,3960,364,125,49,76,16,634,77,26,25,8,3,140,3420,731,239,230,120,4738
112031254,3391,1094,1392,89,26,5991,632,406,573,66,6,1682,125,80,87,12,5,305,4138,1583,2055,173,39,7985
112031550,3260,1443,110,0,5,4824,471,564,63,0,4,1101,72,94,4,0,0,177,3806,2110,181,3,7,6098
112031551,920,0,0,0,0,922,83,0,0,0,0,78,21,0,0,0,0,21,1016,0,0,0,3,1022
112031552,1260,737,311,120,8,2444,393,336,152,90,4,971,54,44,28,17,3,142,1712,1115,493,223,13,3554
113011256,3848,226,484,34,22,4612,1121,144,260,35,9,1573,167,18,61,7,0,256,5129,397,805,76,36,6436
113011257,3080,13,52,25,32,3201,881,3,41,29,12,966,120,0,10,7,3,141,4088,15,99,64,49,4309
113011258,2282,104,132,19,20,2558,650,80,72,17,7,822,92,8,12,0,5,121,3026,197,214,36,29,3501
113011259,1457,26,34,4,16,1538,566,8,25,8,0,607,66,0,3,0,0,72,2089,38,69,16,12,2224
113021260,878,4,9,8,3,910,292,12,6,3,4,311,37,0,0,3,0,45,1215,19,16,10,9,1264
113021261,1560,54,57,0,7,1674,532,49,48,0,7,632,50,8,6,0,0,64,2142,106,113,3,15,2373
113021262,1201,5,8,13,12,1236,447,3,10,3,3,470,47,3,5,3,0,57,1696,9,25,20,20,1768
113031263,2004,57,29,11,4,2112,704,61,37,9,8,817,93,3,3,0,0,97,2807,119,67,19,11,3024
113031264,863,18,3,19,16,913,333,13,17,9,0,372,48,0,4,0,0,54,1243,33,22,25,12,1342
113031265,1350,20,6,4,10,1393,376,20,25,0,4,428,82,0,4,0,0,89,1806,43,40,4,9,1906
113031266,1700,14,55,13,14,1803,602,25,59,10,0,700,68,0,3,0,0,74,2369,40,121,26,18,2576
113031267,4486,23,467,8,10,4999,666,12,200,3,0,876,119,0,29,3,0,149,5265,32,700,18,14,6029
113031268,1068,70,9,10,3,1160,95,32,4,3,3,135,22,6,0,0,0,36,1183,114,16,15,6,1335
113031269,5696,87,242,75,8,6110,1150,101,152,9,0,1420,191,18,17,3,0,229,7036,210,415,86,6,7754
113031270,2350,406,643,38,12,3453,635,135,311,4,0,1091,102,15,41,3,3,165,3086,562,994,47,20,4712
113031271,3774,4,70,19,33,3905,857,3,39,19,5,926,122,0,6,8,3,137,4748,7,115,54,44,4971
114011272,2331,157,107,150,52,2792,345,68,41,132,8,592,61,10,6,15,5,100,2732,235,157,301,61,3482
114011273,1037,36,0,3,4,1080,225,7,0,8,0,250,40,0,0,0,0,43,1306,42,0,12,3,1366
114011274,1370,37,34,25,10,1467,417,40,12,21,0,491,49,0,0,0,0,54,1838,78,45,46,13,2018
114011275,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
114011276,1204,122,85,9,6,1420,212,47,39,3,0,308,47,0,3,0,0,54,1472,165,128,12,7,1783
114011277,4193,385,117,42,16,4752,668,207,54,49,4,988,118,26,10,10,5,161,4974,620,180,101,29,5903
114011278,4675,387,109,36,47,5251,1072,246,54,29,39,1435,156,34,14,5,6,214,5901,671,171,68,93,6904
114011279,3926,145,25,27,4,4126,1032,47,17,25,0,1114,164,14,39,4,0,216,5116,203,79,56,3,5457
114011280,1144,27,28,118,6,1320,391,16,24,63,0,502,57,9,3,13,0,77,1593,51,56,188,11,1897
114011281,970,0,0,11,7,995,130,0,0,0,3,135,26,0,0,0,3,27,1123,0,0,16,8,1151
114011282,4192,324,102,88,21,4726,948,169,40,62,5,1222,151,27,3,15,3,202,5293,520,144,159,27,6154
114011283,1548,0,0,31,11,1595,322,0,0,7,4,337,57,0,0,0,0,57,1930,0,0,42,17,1991
114021284,3784,439,81,14,31,4352,431,108,18,0,3,568,87,12,6,0,4,107,4308,561,105,11,38,5028
114021285,1656,0,0,3,11,1670,239,0,0,4,3,250,45,0,0,0,0,46,1937,5,9,8,15,1961
114021286,2528,106,64,22,10,2726,402,52,40,16,3,511,73,8,8,0,3,90,3002,159,113,40,17,3330
114021287,2664,209,46,24,27,2969,435,92,30,22,0,583,70,9,4,6,12,98,3172,306,85,54,31,3647
114021288,1090,3,0,0,8,1102,135,0,0,0,3,139,21,0,0,0,0,21,1239,3,0,0,14,1255
114021289,2111,15,11,8,15,2157,310,4,6,3,0,323,45,0,0,12,0,58,2462,17,17,25,13,2537
115011290,4924,1279,732,4,5,6947,368,93,119,0,3,586,84,19,18,0,3,128,5384,1391,870,4,12,7657
115011291,4841,662,140,3,12,5654,175,47,17,0,0,236,66,10,0,0,4,85,5083,715,162,3,14,5971
115011294,1501,301,63,0,0,1867,61,56,30,0,0,148,25,12,4,0,0,34,1589,361,95,0,0,2049
115011296,3358,238,36,3,0,3627,98,37,3,0,0,144,41,3,0,0,3,49,3502,274,41,3,3,3825
115011553,1503,313,560,0,7,2383,93,25,47,0,0,155,21,11,17,0,0,50,1614,347,619,0,7,2586
115011554,1069,211,201,0,4,1482,23,102,161,0,0,292,8,20,27,0,0,53,1099,331,393,0,7,1833
115011555,2942,358,164,3,4,3475,128,69,10,0,0,210,47,16,3,0,0,68,3119,441,174,4,8,3751
115011556,2196,243,394,0,4,2831,114,19,26,0,0,157,41,3,7,0,0,53,2350,260,425,0,5,3040
115011557,1247,173,12,0,0,1431,39,10,4,0,0,53,13,3,0,0,0,19,1305,183,10,0,4,1504
115011558,4478,831,97,0,8,5418,148,86,72,3,0,315,52,7,14,0,0,68,4677,921,185,6,9,5797
115011559,5731,533,96,0,18,6375,202,14,11,0,3,230,81,9,0,0,0,96,6019,553,104,0,23,6701
115021297,5153,230,70,81,32,5574,394,32,58,33,0,520,109,3,5,12,4,137,5660,262,135,122,41,6223
115021298,1348,46,48,9,9,1460,111,15,13,0,0,147,28,3,0,0,4,32,1490,61,68,9,15,1643
115031299,691,3,0,9,15,719,128,0,0,4,3,140,30,0,0,0,3,33,845,4,3,12,26,889
115031300,5897,12,12,28,38,5988,572,8,12,34,8,632,129,0,0,6,8,144,6594,23,25,63,55,6760
115041301,2627,71,46,23,15,2777,284,44,10,22,8,368,61,9,0,7,10,90,2970,124,55,60,28,3237
115041302,5039,877,73,0,23,6012,189,27,14,0,0,229,83,9,3,0,3,103,5313,912,89,0,27,6345
116011303,2639,417,1598,0,6,4667,431,93,202,0,0,727,95,14,80,0,4,194,3160,523,1879,0,16,5586
116011304,3848,652,72,6,17,4595,728,108,88,0,3,938,159,38,5,0,4,208,4733,799,171,10,24,5742
116011306,5004,587,36,3,11,5637,687,112,25,0,3,831,169,28,0,0,4,203,5854,723,64,3,20,6665
116011307,6505,264,84,28,14,6903,938,99,157,9,3,1206,218,20,18,0,3,258,7658,393,265,37,22,8376
116011308,5131,1108,180,12,19,6454,673,212,19,4,4,910,168,44,3,0,8,218,5967,1365,199,16,31,7576
116011560,2317,892,14,4,6,3232,400,130,20,0,0,543,90,39,3,0,0,134,2807,1054,34,4,4,3903
116011561,3282,645,172,0,13,4113,501,68,69,0,3,649,123,30,13,0,7,169,3904,745,253,0,23,4931
116021309,4059,117,3,0,6,4181,158,3,0,0,0,163,57,3,0,0,3,65,4279,123,5,0,9,4411
116021310,6844,1404,227,0,12,8490,270,40,26,0,6,342,123,24,4,0,4,157,7236,1466,263,3,17,8983
116021312,3910,403,6,155,38,4520,534,33,4,72,3,644,129,8,0,57,5,198,4567,441,14,285,52,5365
116021562,214,791,32,0,4,1041,13,38,3,0,0,50,17,8,0,0,0,16,235,831,37,0,4,1109
116021563,2095,3815,425,3,42,6372,163,212,16,0,3,394,64,50,3,0,18,135,2314,4082,444,3,59,6906
116031313,3482,432,45,7,4,3965,959,250,64,3,0,1268,181,36,7,0,3,224,4621,716,115,8,6,5464
116031314,2060,50,0,0,0,2116,208,9,0,0,0,217,37,3,0,0,0,41,2297,67,3,0,5,2375
116031315,4560,422,0,7,5,4998,384,55,0,0,0,446,117,12,0,0,3,132,5065,489,0,7,11,5575
116031316,4421,216,81,13,8,4734,1029,112,126,14,10,1292,197,18,17,0,3,237,5649,343,222,29,18,6258
116031317,3035,1226,1010,17,11,5300,702,233,299,3,5,1242,128,48,66,0,4,248,3871,1510,1364,20,23,6790
116031318,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
116031319,4309,734,73,18,7,5135,494,84,24,4,0,600,141,19,3,0,0,162,4941,833,99,21,8,5892
117011320,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117011321,993,848,1228,33,15,3121,156,84,177,0,8,426,36,27,41,0,0,108,1187,949,1457,35,22,3652
117011322,2359,426,4271,63,34,7141,509,98,688,13,9,1315,71,13,171,3,8,268,2944,536,5126,78,49,8727
117011323,1101,488,1591,3,3,3192,202,174,328,0,0,704,44,29,69,0,0,142,1353,684,1991,3,3,4039
117011324,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,2585,1674,3680,140,40,8115,495,206,592,15,8,1314,89,54,142,5,13,301,3164,1930,4408,161,67,9734
117021327,1327,2529,2762,156,58,6834,181,224,355,25,5,789,41,65,85,15,29,235,1550,2814,3200,199,91,7861
117021328,1031,958,421,36,9,2447,188,97,32,3,0,326,34,28,20,4,3,85,1256,1079,465,41,17,2855
117031329,21,952,3419,14,27,4435,3,66,361,0,3,434,3,40,97,0,26,173,25,1057,3881,20,59,5039
117031330,212,2386,3831,27,33,6494,22,155,183,3,0,366,5,56,91,0,4,160,240,2599,4106,31,43,7026
117031331,218,2778,4077,67,31,7166,25,393,485,7,3,910,36,112,169,4,27,345,272,3275,4732,73,62,8422
117031332,315,4299,4100,142,44,8901,17,305,380,20,5,728,16,135,94,7,15,260,344,4736,4572,170,62,9888
117031333,39,666,7568,30,33,8332,0,131,901,9,3,1040,3,26,193,3,36,265,41,824,8663,40,75,9642
117031334,51,488,6825,9,33,7403,9,59,499,0,3,577,3,31,205,0,8,247,64,583,7526,10,38,8218
117031335,48,1803,5844,65,44,7808,7,197,962,10,8,1193,3,82,277,4,13,377,66,2080,7084,79,70,9378
117031336,28,1850,4241,25,37,6178,0,169,620,3,0,794,0,68,124,3,15,215,27,2089,4987,30,52,7194
117031337,12,98,7929,9,17,8067,7,8,611,10,7,644,0,4,371,15,7,405,18,111,8909,37,31,9111
117031338,565,1062,10041,28,53,11752,149,161,1365,0,4,1676,16,36,381,3,19,461,730,1262,11791,30,77,13889
118011339,1064,938,4084,78,52,6211,83,82,429,9,4,614,22,22,140,3,5,199,1166,1045,4654,89,63,7022
118011340,737,1351,4976,7,16,7091,45,89,500,0,3,641,30,36,190,0,0,251,808,1470,5664,7,17,7979
118011341,767,1622,2779,197,17,5381,46,118,434,22,3,624,10,45,124,3,6,188,821,1789,3334,224,27,6196
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,1852,619,6455,30,35,8994,80,28,518,3,6,630,44,23,208,0,3,269,1971,666,7178,29,45,9891
118011344,1267,437,1840,20,18,3583,62,22,215,3,0,303,33,12,45,0,0,86,1358,475,2103,24,18,3973
118011345,228,3248,2185,43,24,5729,10,148,297,5,3,459,5,75,46,3,12,140,237,3473,2530,56,41,6331
118011346,1815,315,1468,58,22,3683,85,17,139,3,0,250,41,3,44,7,0,94,1945,339,1655,70,19,4032
118011347,435,979,1279,14,16,2721,16,59,107,0,0,181,13,21,101,0,0,133,464,1056,1480,15,20,3035
118021348,1676,1262,5574,77,37,8622,119,74,792,7,0,992,35,34,192,7,4,269,1824,1372,6562,89,37,9879
118021350,3265,1416,1388,10,19,6103,460,255,478,3,3,1196,70,49,193,0,4,316,3796,1719,2070,13,24,7616
118021564,744,265,3025,40,10,4076,87,29,258,4,3,383,20,5,89,0,15,129,852,301,3373,47,22,4592
118021565,1504,567,2500,27,16,4613,252,77,313,8,0,654,35,21,106,0,20,182,1793,667,2922,33,36,5453
118021566,1266,617,1051,24,12,2971,153,58,178,3,0,398,28,13,40,0,3,86,1451,690,1268,34,15,3455
118021567,775,850,1696,15,14,3350,96,103,505,3,3,711,21,40,148,0,0,207,896,987,2351,13,15,4265
118021568,928,604,1597,18,4,3151,131,79,170,3,0,385,42,10,43,3,3,98,1095,687,1813,25,8,3633
118021569,694,974,4196,88,17,5969,56,65,443,10,0,569,21,22,127,3,3,179,767,1057,4766,99,24,6720
118021570,754,754,2617,88,4,4219,66,55,301,13,0,442,17,18,66,0,3,97,838,826,2982,106,10,4762
119011354,4041,760,197,20,11,5029,878,152,200,3,0,1237,161,44,33,0,0,243,5087,954,430,23,18,6513
119011355,108,53,64,0,0,227,5,3,3,0,0,15,3,3,0,0,0,3,118,62,69,0,0,249
119011356,1714,799,28,8,14,2563,369,116,9,4,0,497,69,28,3,0,3,99,2150,943,39,13,20,3161
119011357,3761,1582,226,20,20,5611,764,417,141,3,5,1331,179,68,23,3,3,277,4701,2065,389,31,26,7213
119011358,3210,1106,245,8,14,4585,565,194,109,5,3,880,55,28,22,0,0,115,3834,1334,382,9,16,5578
119011359,5441,1497,86,47,12,7083,856,228,135,11,3,1234,126,46,15,3,5,200,6424,1767,234,61,22,8506
119011360,2756,1262,203,20,24,4263,553,183,109,4,4,847,97,33,18,0,0,153,3409,1482,329,27,30,5267
119011361,3349,748,608,19,13,4738,685,113,257,3,5,1060,169,29,45,0,4,246,4201,894,903,21,24,6050
119011571,1062,423,2617,6,9,4117,193,70,535,0,4,809,41,20,90,0,16,169,1299,510,3244,4,29,5087
119011572,1476,502,1514,56,14,3558,364,47,390,3,3,810,63,18,73,5,3,164,1904,571,1979,61,19,4531
119021362,2736,718,1410,28,18,4912,640,201,388,10,3,1234,85,36,70,0,3,187,3455,953,1871,41,19,6341
119021363,2486,968,4702,19,28,8208,512,127,776,3,3,1426,94,43,207,0,13,362,3094,1145,5690,20,46,9987
119021364,5057,535,556,20,21,6183,1089,100,135,4,3,1322,166,13,23,0,5,213,6310,647,706,28,28,7721
119021366,2785,829,898,53,22,4589,569,175,289,18,4,1057,126,40,61,6,3,237,3482,1045,1258,76,34,5883
119021367,2312,557,523,25,10,3432,443,102,167,3,0,719,88,28,21,0,7,142,2844,689,711,27,16,4294
119021573,960,162,2741,22,10,3893,196,19,577,0,0,807,63,5,132,3,7,210,1215,194,3453,28,19,4909
119021574,740,131,1619,6,3,2499,122,32,324,3,0,479,39,5,85,0,0,132,900,163,2026,8,3,3112
119031368,2454,570,3359,5,14,6405,352,89,310,4,7,756,90,17,117,0,29,251,2894,676,3786,9,51,7417
119031369,3109,1123,2910,29,22,7197,428,196,430,3,0,1058,70,32,99,0,3,203,3600,1355,3437,36,31,8454
119031370,2243,627,806,25,6,3706,373,190,212,0,0,774,63,22,43,0,0,137,2680,843,1058,21,10,4615
119031371,2804,282,569,11,4,3671,270,47,91,4,0,411,62,6,8,0,0,78,3143,329,667,12,4,4157
119031372,4060,800,93,17,9,4983,535,230,87,0,3,861,103,27,6,0,0,139,4693,1057,186,20,15,5977
119031373,1276,325,1342,39,12,2997,251,103,566,16,0,933,58,21,86,0,4,165,1578,447,1993,57,17,4095
119031374,3905,685,2110,17,25,6744,417,128,236,7,6,792,77,24,58,0,4,160,4402,838,2406,23,32,7706
119041375,1983,586,3659,30,33,6302,353,86,341,5,0,787,84,25,154,3,6,273,2422,703,4147,41,45,7356
119041376,3327,1432,2178,62,16,7011,592,224,334,24,8,1171,124,42,88,4,7,266,4043,1698,2598,85,31,8454
119041377,2807,298,292,49,7,3463,531,56,75,15,0,683,78,12,14,0,0,102,3420,368,387,66,13,4250
119041378,908,299,2127,21,7,3364,184,37,211,5,3,441,30,6,74,4,0,111,1123,349,2416,31,7,3919
119041379,1998,238,2401,21,6,4666,333,21,340,10,0,711,63,8,62,0,0,127,2396,269,2804,35,13,5506
119041380,1596,590,2033,6,13,4242,336,103,530,0,3,967,53,17,82,0,0,149,1991,707,2640,10,14,5358
119041381,1839,289,3182,76,18,5415,404,61,345,30,8,845,85,18,123,8,5,233,2327,365,3649,118,36,6495
119041382,2217,1231,1487,36,9,4979,412,289,374,14,3,1094,63,51,58,0,4,173,2687,1570,1918,51,15,6251
120011383,3298,683,2614,103,30,6719,448,81,215,18,4,762,74,12,54,5,3,150,3820,771,2884,120,37,7636
120011384,1973,503,5520,40,10,8050,300,32,359,3,5,695,44,11,128,0,0,190,2321,556,6010,43,13,8942
120011385,2688,595,2576,58,50,5968,374,49,332,7,12,772,54,14,77,0,9,151,3113,658,2977,67,64,6888
120011386,2500,810,3199,63,27,6600,485,114,420,7,0,1026,54,22,71,9,8,158,3036,947,3687,75,36,7782
120021387,420,3474,1696,12,36,5638,28,180,267,0,4,475,6,53,60,0,0,116,450,3706,2029,12,39,6231
120021388,1912,4798,1904,130,61,8800,190,360,276,9,10,844,42,97,57,12,7,215,2146,5258,2243,145,78,9862
120021389,891,2386,1518,56,23,4867,95,144,196,5,0,438,12,44,44,0,4,110,1003,2573,1752,70,27,5420
120031390,1786,627,4879,34,30,7351,298,64,644,7,0,1006,55,16,177,4,147,396,2134,703,5702,47,179,8755
120031391,2509,832,3419,51,40,6860,437,94,420,3,10,964,82,34,127,4,14,260,3031,964,3966,58,62,8085
120031392,1654,339,1027,93,4,3125,300,34,140,15,0,488,36,11,27,3,0,80,1989,384,1191,111,9,3687
120031393,2257,1393,1233,18,18,4923,407,208,245,3,3,865,66,32,38,0,6,151,2731,1634,1521,21,29,5934
120031394,1791,767,2983,165,23,5731,300,60,368,27,7,759,42,17,94,8,13,173,2133,846,3452,195,36,6658
120031395,1852,651,1700,22,13,4234,331,74,205,9,3,614,41,15,44,0,10,113,2224,745,1943,30,25,4963
120031396,685,237,3486,71,71,4551,86,23,307,3,12,427,23,3,135,3,17,183,792,262,3925,85,90,5159
120031575,3288,322,3057,32,26,6727,304,40,358,0,0,710,88,15,247,3,0,356,3679,380,3670,36,32,7791
120031576,594,171,223,8,7,1007,77,19,36,3,0,141,15,0,0,0,0,14,685,188,266,11,7,1160
121011398,2446,604,6228,17,13,9309,187,40,602,3,6,838,54,10,178,0,8,251,2689,652,7016,19,26,10392
121011399,2674,408,4026,3,7,7122,148,26,320,0,3,496,52,9,92,0,0,155,2879,443,4446,3,10,7774
121011400,4797,513,3483,13,50,8855,251,50,330,0,3,633,66,11,91,3,4,173,5115,580,3899,14,58,9657
121011401,780,430,2852,0,6,4076,65,15,128,0,0,218,13,11,42,3,0,69,863,455,3027,5,11,4367
121011402,5803,656,1208,38,21,7730,372,49,126,6,0,555,90,5,26,3,0,124,6263,713,1364,48,26,8412
121021403,5021,255,82,8,20,5380,326,31,12,0,3,373,78,5,0,0,7,91,5423,288,99,6,28,5846
121021404,3343,143,27,6,16,3529,205,3,3,0,8,223,53,0,4,0,13,71,3604,151,29,5,33,3820
121021406,4689,661,92,11,6,5458,238,78,55,0,3,372,80,14,12,3,3,111,5005,753,160,7,12,5945
121021577,531,140,3381,11,5,4070,38,4,383,0,0,431,21,0,79,0,0,104,596,150,3848,7,5,4605
121021578,2300,293,645,4,7,3254,191,59,74,0,0,331,38,16,13,0,3,70,2534,368,737,4,16,3658
121021579,1047,245,1855,4,3,3151,65,42,192,0,0,295,17,14,41,0,0,70,1129,300,2084,7,3,3516
121031407,4136,155,2230,4,5,6531,154,17,184,0,0,358,64,3,41,0,4,104,4352,176,2456,4,7,6992
121031408,5047,133,1849,14,14,7054,213,6,184,0,3,413,69,4,44,0,0,119,5327,147,2084,15,19,7588
121031409,4127,94,558,0,8,4792,181,11,34,0,0,221,63,0,17,0,5,80,4369,109,605,4,17,5103
121031410,4751,488,1112,0,14,6367,223,69,61,0,0,353,52,18,23,0,0,90,5026,574,1196,0,16,6815
121031411,4634,295,945,3,9,5886,250,43,164,0,0,456,65,9,36,0,3,112,4956,349,1142,5,8,6454
121031412,4138,175,933,0,17,5260,168,26,88,0,0,283,47,3,23,0,6,71,4353,206,1041,0,15,5622
121041413,1574,929,4982,19,13,7513,63,37,417,0,3,524,28,26,93,3,4,152,1668,995,5491,19,18,8185
121041414,689,1585,5046,12,18,7345,40,95,363,0,3,503,9,24,95,0,6,135,739,1702,5503,13,26,7988
121041415,3717,1255,4991,46,29,10036,134,57,580,3,3,773,49,26,136,0,0,215,3901,1337,5699,53,33,11022
121041416,588,795,5899,25,23,7331,22,20,623,3,3,674,7,15,137,0,5,166,622,828,6664,22,30,8167
121041417,257,656,3491,8,12,4426,12,22,218,0,3,257,3,5,85,3,5,103,275,688,3800,7,21,4791
122011418,4079,869,1194,36,17,6192,242,67,126,3,3,438,61,13,27,4,4,108,4381,948,1351,41,20,6738
122011419,1281,1134,5421,29,19,7883,76,59,587,3,7,729,24,26,152,3,3,211,1380,1219,6161,34,31,8822
122021420,3307,68,489,13,23,3898,160,5,76,0,5,245,66,0,18,0,5,89,3529,77,579,15,32,4232
122021421,2705,266,225,21,17,3239,142,95,69,3,0,311,48,12,12,0,0,75,2897,377,306,28,22,3622
122021422,3217,199,759,39,20,4243,138,10,110,3,0,261,56,3,54,12,3,124,3411,217,919,51,28,4623
122021423,4364,1247,1488,101,34,7238,320,128,175,16,14,645,106,30,49,9,7,192,4783,1404,1709,126,53,8084
122031424,3203,301,218,4,17,3734,293,120,102,0,0,515,76,25,24,0,11,130,3571,438,342,4,29,4378
122031425,1741,182,211,3,4,2149,115,36,126,0,4,281,29,3,14,0,0,49,1889,226,356,4,9,2479
122031426,2117,262,5926,18,26,8340,176,24,833,6,7,1034,43,9,188,0,5,249,2337,292,6945,22,35,9621
122031427,3271,181,214,4,9,3682,237,63,89,0,0,394,44,7,13,0,3,70,3550,254,321,4,13,4140
122031428,6580,572,82,3,12,7251,309,151,12,0,0,468,96,64,6,0,4,168,6986,790,97,3,18,7889
122031429,2937,489,3325,28,27,6812,237,45,372,9,3,668,68,12,70,27,6,181,3246,541,3765,65,37,7662
122031430,3367,212,1388,4,10,4989,248,88,207,0,0,541,63,16,43,0,3,128,3680,315,1641,4,15,5654
122031431,3752,527,3398,33,21,7727,262,209,488,4,5,965,82,37,106,0,3,228,4101,772,3990,32,27,8925
122031432,917,25,15,14,10,987,45,3,7,8,0,65,17,0,0,0,0,19,973,26,25,24,10,1062
123011433,3302,279,86,0,3,3670,314,237,37,0,3,596,53,24,3,0,4,89,3676,544,128,0,11,4356
123011434,5422,232,17,31,8,5707,487,35,25,10,4,567,94,9,3,0,0,112,6007,280,50,42,17,6389
123011435,7574,460,3,3,5,8046,526,49,0,0,3,583,119,9,0,0,0,133,8221,518,6,3,5,8756
123021436,4400,477,76,3,3,4954,735,205,41,0,3,989,138,27,5,0,7,174,5278,704,121,3,13,6114
123021437,3448,575,886,30,13,4951,561,281,285,13,3,1154,88,53,44,3,0,193,4094,912,1217,45,18,6294
123021438,4518,641,4,4,0,5167,569,225,4,0,0,798,104,26,0,0,0,135,5186,889,9,9,0,6097
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,3742,1327,159,14,102,5344,482,318,48,15,18,880,111,50,6,3,0,170,4337,1694,217,34,122,6398
123021441,4049,422,183,0,5,4651,581,161,67,0,0,801,123,25,6,0,0,156,4745,601,249,0,5,5607
123021442,4341,1584,25,11,15,5976,722,426,8,3,0,1158,155,67,3,0,3,229,5221,2073,35,12,17,7358
123021443,4467,539,92,0,4,5107,587,194,33,0,3,810,129,36,5,0,4,168,5184,761,134,0,10,6092
123021444,4733,452,173,5,7,5364,628,163,41,0,0,829,134,25,7,0,0,163,5487,631,229,5,8,6359
123031445,1416,99,3,13,7,1538,207,34,0,21,3,266,47,10,0,0,0,52,1665,144,0,37,10,1857
123031446,2480,88,9,14,6,2600,193,26,3,7,3,237,48,5,0,0,0,53,2716,124,21,21,12,2893
123031447,4285,221,48,16,15,4589,604,113,30,0,0,747,126,18,0,3,3,147,5020,349,78,27,15,5483
123031448,2254,15,6,15,8,2303,284,3,0,13,0,309,59,0,0,0,0,65,2598,22,6,32,10,2671
124011449,1951,24,8,6,13,2004,282,12,12,3,3,306,42,0,0,0,3,41,2274,42,17,9,16,2358
124011450,5673,186,11,0,7,5876,416,76,4,0,5,505,93,9,4,0,0,103,6182,271,22,0,8,6481
124011451,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
124011452,3943,253,266,19,28,4519,567,95,122,3,3,790,106,9,24,0,7,150,4617,368,409,23,38,5460
124011453,3605,52,38,0,4,3698,374,8,23,0,8,413,66,0,3,0,3,68,4043,69,62,3,16,4185
124011454,6383,371,48,11,16,6824,530,171,22,0,4,717,103,18,0,0,0,126,7008,557,65,11,17,7662
