SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
217031475,8,34,248,1341,687,83,20,52,2476,0,14,4,3,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,14,4,3,0,0,0,3,24,0,7,19,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,3,0,0,0,0,28,0,0,0,5,4,0,0,0,15,0,0,4,19,8,3,0,8,37,10,48,276,1366,704,88,20,62,2582
217031476,3,48,240,620,216,32,10,31,1205,0,18,7,7,0,0,0,0,34,0,3,5,15,0,0,0,0,22,0,18,14,21,3,0,0,0,58,0,0,14,16,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,5,31,0,12,6,3,0,0,0,6,30,0,5,3,11,3,0,0,0,26,3,79,282,667,222,37,11,38,1353
217041477,3,38,261,1112,678,124,40,51,2309,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,14,0,0,3,6,3,0,0,0,15,5,50,268,1127,685,128,40,49,2345
217041478,4,45,433,1620,910,145,39,77,3266,0,20,27,9,0,0,0,5,62,0,0,0,13,0,0,0,0,17,0,20,32,19,3,3,0,5,78,0,3,15,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,4,0,0,0,3,26,0,6,15,6,3,0,4,0,34,0,0,4,12,7,0,0,3,26,4,77,493,1657,922,148,39,90,3420
217041479,11,36,733,3656,1882,268,51,135,6768,4,61,512,97,13,0,0,31,717,0,5,57,41,4,0,0,0,112,4,72,569,136,12,0,0,28,824,0,14,102,7,0,0,0,49,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,102,7,0,0,0,49,172,0,0,0,0,0,0,0,0,3,0,0,9,8,0,3,0,3,26,12,123,1409,3812,1896,269,48,212,7786
217041480,6,30,435,2065,847,157,40,84,3655,3,79,324,72,12,0,0,24,506,0,9,81,103,10,3,0,3,209,3,88,401,172,24,4,0,27,710,3,78,246,39,4,0,0,19,398,0,51,10,6,3,0,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,135,257,49,4,0,0,27,479,3,9,35,23,4,0,0,3,74,0,3,14,9,5,0,0,3,39,19,262,1146,2317,881,156,43,143,4963
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011001,3,28,117,2791,1911,310,49,84,5306,4,35,99,25,0,0,0,4,167,0,22,42,25,0,0,0,0,92,4,59,140,55,0,0,0,3,259,0,11,22,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,10,100,281,2851,1915,314,49,96,5619
301011002,0,16,60,613,899,376,118,31,2122,0,0,9,0,0,0,0,0,14,0,0,0,128,3,0,0,3,132,0,0,12,126,3,0,0,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,3,4,0,29,0,0,0,0,0,0,0,0,3,3,16,78,752,917,381,119,39,2299
301011003,0,18,108,1484,2175,477,71,60,4394,0,33,175,71,13,0,0,10,310,0,0,35,72,13,0,0,3,127,0,33,213,145,29,0,0,12,432,0,9,110,10,3,0,0,3,138,9,3,0,0,3,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,110,12,5,0,0,5,160,0,11,36,14,0,0,0,0,69,0,0,0,0,0,0,0,3,4,10,88,470,1655,2202,481,72,81,5060
301011004,8,27,109,2241,2036,426,80,89,5019,0,86,232,110,4,3,0,25,453,12,34,368,299,12,0,0,16,746,17,122,600,409,20,3,0,41,1199,5,52,3,3,3,0,0,10,71,0,0,6,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,9,7,3,0,0,10,88,7,40,15,3,0,0,0,6,76,0,0,0,6,3,0,0,3,18,32,243,739,2669,2062,432,80,146,6399
301011005,0,13,49,484,258,66,4,13,883,0,4,34,69,10,0,0,6,118,0,5,203,155,3,0,0,3,369,0,3,233,226,8,0,0,10,485,0,8,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,18,6,60,69,3,0,0,0,9,145,0,0,0,0,0,0,0,0,0,11,75,363,712,268,72,4,26,1530
301011006,0,11,99,1004,1912,422,37,42,3536,0,0,7,9,3,0,0,0,19,0,15,68,108,4,0,0,6,197,0,15,75,118,7,0,0,6,220,0,26,51,84,9,0,0,5,177,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,92,9,0,0,5,188,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,3,54,227,1212,1932,422,37,57,3944
301021007,3,19,101,1374,1590,455,77,72,3696,14,138,297,161,34,3,0,34,677,0,28,207,291,40,0,0,9,577,14,167,503,456,72,8,0,35,1255,0,151,197,197,8,0,0,20,573,0,0,79,82,0,0,0,0,163,3,32,147,40,0,0,0,5,222,0,0,0,0,0,0,0,0,0,3,181,417,322,12,0,0,27,965,0,0,0,0,0,0,0,0,7,0,3,3,0,7,0,0,32,44,23,372,1019,2152,1689,465,82,168,5963
301021008,0,12,56,538,792,246,21,17,1677,0,0,66,15,3,0,0,0,87,0,3,55,106,3,0,0,3,177,0,3,121,128,6,0,0,3,267,0,27,107,3,0,0,0,4,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,107,5,0,0,0,4,144,0,0,0,0,0,0,0,0,0,0,0,16,35,0,0,0,10,62,3,34,305,700,802,243,26,36,2154
301021009,3,18,164,1339,2655,582,79,90,4930,0,0,11,29,16,0,0,3,62,0,0,0,10,12,0,0,0,15,0,0,11,42,25,0,0,3,75,0,19,22,8,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,8,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,13,3,40,199,1392,2685,582,77,99,5069
301021011,3,16,38,578,1439,264,76,45,2463,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,19,36,584,1444,266,79,51,2478
301021012,3,10,110,974,2446,692,85,56,4370,0,0,47,30,12,0,0,0,94,0,0,0,117,3,0,0,4,119,0,0,47,141,10,0,0,8,213,35,44,31,8,0,0,0,10,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,44,31,8,0,0,0,10,125,0,0,0,0,0,0,0,0,3,0,3,9,6,6,0,0,4,31,36,58,195,1128,2469,692,85,72,4744
301021013,3,5,121,1437,2357,351,46,70,4390,0,47,214,183,0,0,0,20,461,0,0,0,34,0,0,0,3,40,0,47,213,212,3,0,0,21,499,6,46,353,86,4,0,0,10,499,0,0,23,13,0,0,0,0,39,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,42,375,100,4,0,0,14,540,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,96,710,1747,2360,353,46,112,5435
301021527,11,198,1357,1695,410,73,24,116,3890,0,0,4,4,0,0,0,0,7,0,0,0,5,0,0,0,0,7,0,0,3,8,3,0,0,0,20,0,3,30,9,0,0,0,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,11,0,0,0,0,51,13,18,23,6,3,0,0,4,71,0,3,6,13,3,0,0,0,26,27,225,1429,1735,419,77,24,125,4056
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
301031015,3,27,283,908,704,178,21,33,2159,0,17,141,8,0,0,0,12,183,0,7,45,62,4,0,0,7,127,0,27,189,71,4,0,0,15,305,0,23,47,22,6,0,0,3,100,0,11,71,21,0,0,0,3,109,0,0,19,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,38,134,49,6,0,0,4,230,19,22,40,18,0,0,0,4,100,0,0,5,3,3,0,0,4,12,24,114,650,1046,716,178,26,57,2809
301031016,3,18,170,1472,1311,259,36,40,3313,0,24,143,109,0,0,0,14,286,0,0,50,313,14,0,5,9,386,0,24,190,425,14,0,5,23,677,3,9,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,21,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,53,360,1894,1327,262,42,63,4013
301031017,0,7,65,597,404,118,8,25,1229,0,0,3,4,0,0,0,0,9,0,0,3,95,8,0,0,0,102,0,0,7,93,8,0,0,0,110,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,26,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,14,101,695,415,118,8,31,1379
301031018,3,26,170,1261,934,136,24,41,2601,0,0,35,22,0,0,0,4,57,0,3,63,331,4,0,0,7,402,0,3,94,349,4,0,0,8,464,0,20,45,7,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,7,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,4,46,304,1624,946,141,25,50,3137
301031019,0,3,18,312,1663,328,29,26,2383,0,0,4,40,0,0,0,0,44,0,0,3,314,13,0,0,0,333,0,0,3,349,13,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,664,1678,327,29,33,2752
301031020,4,40,456,1684,1137,332,58,65,3778,0,25,152,32,3,0,0,9,221,0,59,135,186,8,0,0,4,395,0,80,289,219,15,0,0,11,619,18,180,166,32,0,0,0,13,411,0,11,145,17,0,0,0,10,184,0,5,3,4,0,0,0,0,13,0,0,3,0,0,0,0,0,3,18,193,320,49,0,0,0,25,608,0,0,0,3,0,0,0,0,3,0,0,3,9,0,0,0,0,16,24,318,1069,1967,1152,335,61,101,5022
301031021,0,30,227,2207,1358,228,47,81,4181,0,6,35,106,4,0,0,208,358,0,13,121,522,6,3,0,16,679,0,15,152,630,15,3,0,226,1046,0,67,28,10,0,0,0,13,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,30,10,0,0,0,13,124,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,14,3,119,411,2858,1371,230,47,323,5364
302011022,3,18,76,1228,840,144,24,29,2360,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,106,0,0,0,101,0,0,0,0,106,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,7,3,20,73,1330,848,144,24,32,2476
302011023,0,8,110,254,1453,462,92,25,2405,0,0,3,56,0,0,0,0,62,0,0,0,121,0,0,0,4,123,0,0,3,181,0,0,0,4,187,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,3,3,0,0,0,3,0,0,0,3,3,0,0,0,6,0,8,108,448,1467,463,96,31,2623
302011024,0,20,68,612,1341,268,47,38,2396,0,39,146,83,0,0,0,10,278,0,0,38,311,121,3,0,10,485,0,37,182,398,125,3,0,18,757,0,0,10,15,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,6,54,8,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,6,62,24,3,0,0,6,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,67,314,1031,1472,266,47,59,3257
302011025,0,14,143,1276,750,167,22,28,2404,0,0,53,11,0,0,0,3,68,0,36,299,295,25,0,0,16,662,0,36,352,301,22,0,0,19,729,0,23,100,17,0,0,0,0,147,0,9,203,6,0,0,0,8,228,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,36,318,25,0,0,0,5,382,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,3,15,3,90,820,1609,777,167,22,53,3533
302011026,0,3,24,709,1217,256,34,25,2267,0,0,0,11,0,0,0,0,8,0,0,9,136,4,0,0,0,150,0,0,9,145,4,0,0,0,160,0,0,50,8,0,0,0,4,61,0,9,27,30,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75,33,0,0,0,4,124,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,11,108,897,1224,260,34,26,2555
302021027,0,7,108,1626,1352,356,74,59,3576,5,200,209,139,3,0,0,47,598,0,0,113,263,3,0,0,7,390,9,198,321,396,4,0,0,54,989,5,35,3,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,3,0,0,0,0,0,50,39,94,18,0,0,0,0,12,162,4,4,0,0,0,0,0,3,21,57,343,448,2029,1357,355,74,131,4801
302021028,0,16,192,666,177,41,13,45,1154,0,0,70,52,0,0,0,10,141,0,60,180,428,5,0,0,18,693,0,62,250,481,5,0,0,30,826,3,161,314,59,0,0,0,32,566,0,44,380,42,0,0,0,13,474,9,217,652,131,0,0,0,38,1048,0,0,0,0,0,0,0,0,0,14,420,1345,235,0,0,0,80,2092,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,22,495,1790,1386,183,39,13,153,4082
302021029,0,7,65,1221,655,159,26,68,2194,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,39,0,0,0,35,3,0,0,0,43,3,3,16,0,0,0,0,3,24,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,3,18,4,3,3,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,81,1259,659,167,23,66,2268
302021030,0,10,93,843,397,108,16,38,1515,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,16,0,0,0,0,16,0,0,20,8,0,0,0,0,27,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,13,111,865,402,108,16,45,1567
302021031,7,30,427,1478,829,354,55,45,3219,0,9,46,11,3,0,0,3,72,3,62,146,231,12,0,0,16,473,3,70,194,242,10,0,0,21,543,4,194,317,107,5,0,0,13,643,0,52,658,93,3,0,0,18,818,0,17,87,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,262,1058,201,9,0,0,33,1558,0,0,0,0,0,0,0,0,4,0,0,4,13,7,0,0,0,20,17,357,1677,1930,854,357,57,91,5342
302021032,0,7,312,1092,328,95,21,40,1899,0,15,30,3,0,0,0,0,45,0,56,85,53,0,0,0,7,198,0,67,109,55,0,0,0,9,246,5,58,180,30,0,0,0,12,277,8,89,190,0,0,0,0,3,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,148,370,29,0,0,0,14,576,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,17,218,797,1181,334,95,21,67,2729
302021033,3,17,110,1402,638,140,15,39,2365,0,15,27,4,0,0,0,0,51,0,0,24,19,0,0,0,36,77,0,19,52,26,0,0,0,34,131,0,0,8,0,0,0,0,0,11,0,0,18,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,28,33,3,36,192,1427,639,141,18,110,2566
302021034,0,14,323,1714,876,269,47,46,3292,0,4,10,4,0,0,0,0,18,0,15,21,41,3,0,0,0,76,0,15,33,46,3,0,0,4,93,6,15,38,12,0,0,0,4,78,0,0,67,14,0,0,0,6,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,104,23,3,0,0,11,165,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,11,49,465,1783,884,270,48,58,3557
302031035,0,6,107,1472,938,202,40,48,2814,0,10,45,45,0,0,0,6,108,0,4,59,139,0,0,0,0,204,0,14,104,183,3,0,0,10,306,0,7,13,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,16,84,18,0,0,0,4,115,0,0,0,0,0,0,0,0,3,0,19,95,23,0,0,0,4,151,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,14,0,43,311,1681,948,209,39,63,3290
302031036,0,0,0,11,10,4,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,4,4,0,37
302031037,0,3,24,55,16,3,0,7,105,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,0,36,0,0,0,21,13,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,90,33,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,88,90,37,0,0,0,0,216,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,92,115,118,25,3,0,12,366
302031038,4,19,264,843,441,136,35,31,1764,0,9,38,5,0,0,0,5,56,0,44,72,174,0,4,0,7,301,0,54,108,181,0,4,0,16,359,0,66,138,30,3,0,0,11,240,0,12,114,3,0,0,0,6,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,251,35,3,0,0,18,376,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,4,3,143,624,1057,446,136,41,57,2505
302031039,0,25,279,1431,1066,193,48,69,3105,0,8,10,3,0,0,0,0,14,0,21,27,74,3,0,0,3,125,0,26,37,81,4,0,0,3,145,0,12,29,3,0,0,0,0,46,4,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,29,3,0,0,0,3,65,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,14,16,6,65,344,1514,1069,197,48,85,3335
302031040,0,11,202,613,395,132,24,18,1397,0,0,68,14,0,0,0,3,81,0,50,204,349,28,4,0,15,647,0,50,269,366,28,4,0,18,731,13,281,645,109,0,0,3,31,1079,3,81,1108,110,0,0,0,36,1339,3,229,560,66,7,0,0,13,873,0,0,0,0,0,0,0,0,0,18,594,2310,277,7,0,3,78,3291,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,15,18,654,2785,1267,430,138,25,123,5439
302041041,3,22,73,2473,2179,302,52,84,5176,0,13,71,87,0,0,0,8,179,0,0,6,226,0,0,0,5,239,0,13,73,314,0,0,0,14,417,0,0,27,164,5,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,164,5,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,3,31,169,2965,2186,302,52,100,5812
302041042,0,35,400,1765,755,183,35,52,3230,0,0,62,93,6,0,0,4,157,0,0,3,21,0,0,0,0,22,0,0,64,114,6,0,0,4,182,0,14,13,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,0,0,0,0,29,10,85,26,3,0,0,0,5,128,0,0,3,3,3,0,0,0,6,6,133,504,1883,759,183,37,70,3576
302041043,3,24,234,660,242,50,14,31,1263,0,59,15,3,0,0,0,14,91,0,0,0,0,0,0,0,0,0,0,59,22,3,0,0,0,14,94,19,70,19,9,0,0,0,6,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,70,19,9,0,0,0,6,117,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,4,17,151,275,677,244,50,14,55,1484
302041044,0,25,298,791,505,155,35,25,1839,0,0,10,5,0,0,0,0,10,0,4,10,11,0,0,0,0,24,0,4,19,18,0,0,0,0,42,16,198,118,23,4,0,0,16,370,8,44,87,14,0,0,0,5,165,0,3,15,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,19,252,217,43,5,0,0,25,557,3,9,3,3,0,3,0,4,28,0,4,4,3,0,0,0,0,16,28,291,535,858,509,158,35,54,2480
